UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,GROUP_ID,GROUP_ORDER
910ef027-2db6-4777-a0a1-1ba1ab8c8a43,Book 1,Ethiopia,char-offset:163112,PLACE,http://pleiades.stoa.org/places/39274,14.125005,38.721522,unknown,VERIFIED,,,,
7c396de5-b473-41be-a5fd-84769c0803ed,Book 7,Thracians,char-offset:20665,PLACE,http://pleiades.stoa.org/places/1001889,42.5,27.5,province,VERIFIED,,,,
240639ff-1b4d-4be5-94fa-cc04c5634da3,Book 6,Messenians,char-offset:32734,PLACE,http://pleiades.stoa.org/places/570480,37.06945533333334,21.9323415,region,VERIFIED,,,,
4fe2c236-fb4b-4bb3-9b38-f96608fe6121,Book 1,Greece,char-offset:68511,PLACE,,,,,NOT_IDENTIFIABLE,,,,
68b0c797-16bd-4e66-954b-69ff3a182a95,Book 4,Po,char-offset:43796,PLACE,http://pleiades.stoa.org/places/393469,44.952389,12.432028,river,VERIFIED,,,,
9df6ac5c-dfd7-4d30-a5a2-58039ec29753,Book 7,Lissus,char-offset:77170,PLACE,http://pleiades.stoa.org/places/481896,41.783311,19.650909,"settlement,port",VERIFIED,,,,
8b27f192-07f6-4264-9c50-4697c618fa88,Book 1,Thes- salian,char-offset:117864,PLACE,http://pleiades.stoa.org/places/991374,37.5,22.5,province,VERIFIED,,,,
3058c4d1-a974-467d-abea-d910487e8d8b,Book 7,Ligurisci,char-offset:20865,PLACE,,,,,NOT_IDENTIFIABLE,,,,
2ffa1b63-7f5b-4500-9e71-f164bf6146b3,Book 8,Buprasium,char-offset:22483,PLACE,http://pleiades.stoa.org/places/573157,,,"unlocated,settlement",UNVERIFIED,,,,
8a34b5b8-1fdf-4eaa-ab0f-96f77e0734b7,Book 3,Calpe,char-offset:10218,PLACE,http://pleiades.stoa.org/places/256045,35.9000363,-5.4164103,"settlement,mountain,port,cape",VERIFIED,,,,
7af2c60e-3075-4c7e-865a-cf1ab1f0adc7,Book 1,Kimmerians,char-offset:162003,PLACE,http://pleiades.stoa.org/places/857711,,,unlocated,VERIFIED,,,,
44b4d68e-6caf-489a-8dfb-ff59e266544f,Book 7,Pæonia,char-offset:84031,PLACE,http://pleiades.stoa.org/places/491680,41.75,21.75,unknown,VERIFIED,,,,
57a57209-04ff-45ab-a354-818df4d171ab,Book 4,Keltic,char-offset:50449,PLACE,,,,,NOT_IDENTIFIABLE,,,,
5da7efe3-7089-46b5-a7ee-f3f1cf17efb1,Book 1,Ossa,char-offset:68609,PLACE,http://pleiades.stoa.org/places/540993,39.7957751,22.6851958,mountain,VERIFIED,,,,
fd164ec6-7efd-46af-9b39-25f4f3158e52,Book 8,Pylus,char-offset:12222,PLACE,,,,,UNVERIFIED,,,,
db605456-6cb1-4faa-8a92-e72598122737,Book 13,Dardania,char-offset:30129,PLACE,,,,,UNVERIFIED,,,,
464101bf-28a7-4446-b08d-fcc723af0a15,Book 7,Corcyræans,char-offset:77499,PLACE,http://pleiades.stoa.org/places/530835,39.666667,19.75,island,VERIFIED,,,,
cc821767-cc4c-4e95-89b8-1832453476be,Book 7,Samians,char-offset:142281,PLACE,,,,,UNVERIFIED,,,,
cd5caad5-1979-47d5-83e0-bbab0b839e35,Book 6,Ionian Gulf,char-offset:321,PLACE,http://pleiades.stoa.org/places/442621,39.885,17.276944,water-open,VERIFIED,,,,
3210344e-bbf5-4d47-9f8b-9f0f9236e94f,Book 6,Peloponnesus,char-offset:31588,PLACE,http://pleiades.stoa.org/places/570577,37.25289777692308,22.312752688461543,"peninsula,region",VERIFIED,,,,
3dd6df80-78b7-41fa-b692-754eb78ea561,Book 6,Romans,char-offset:11598,PLACE,http://pleiades.stoa.org/places/423025,41.89262,12.4843457,"settlement,urban",VERIFIED,,,,
c3dbeb7f-b764-4348-abf7-056a3341f8d4,Book 7,Phlegyes,char-offset:120465,PLACE,http://pleiades.stoa.org/places/580069,37.772397,23.761805,island,UNVERIFIED,,,,
08a25cca-c46e-46a5-8363-0e47cd18edef,Book 6,Pelorias,char-offset:26545,PLACE,http://pleiades.stoa.org/places/462416,38.26816,15.6507,cape,VERIFIED,,,,
e7796ded-c5b6-44ce-b742-3baaee92d85b,Book 6,Samnites,char-offset:8615,PLACE,http://pleiades.stoa.org/places/442765,41.25,14.75,people,VERIFIED,,,,
f94574ba-40d0-43a9-b100-23bf2e4b980a,Book 3,Douro,char-offset:81787,PLACE,http://pleiades.stoa.org/places/236455,41.32880655,-7.032423,river,VERIFIED,,,,
8fed7363-61ac-4cb0-8462-11d050c2f530,Book 1,Egyptians,char-offset:82280,PLACE,http://pleiades.stoa.org/places/766,,,province,VERIFIED,,,,
dce82220-87c3-4298-94ad-c0b4c675addf,Book 6,Baris,char-offset:70272,PLACE,http://pleiades.stoa.org/places/442848,40.25,18.25,"unlocated,settlement",VERIFIED,,,,
c908a833-92a6-4e4c-a762-309c93bf3f93,Book 13,Ilium,char-offset:38787,PLACE,,,,,UNVERIFIED,,,,
ace1f5c5-ca3c-439b-9f3d-6bb2913a6e12,Book 3,Ebro,char-offset:66970,PLACE,http://pleiades.stoa.org/places/246418,40.72,0.863056,river,VERIFIED,,,,
21f51740-88bb-4399-99cf-e6d7c4a12994,Book 3,Gades,char-offset:5572,PLACE,http://pleiades.stoa.org/places/256177,36.528381,-6.294444,"arch,theatre,townhouse,settlement",VERIFIED,,,,
14f3e0c0-a58d-4ef8-80cd-cdd5c80e5f17,Book 8,Cyprus,char-offset:23514,PLACE,,,,,UNVERIFIED,,,,
7787012f-2f9b-46bc-b6a6-039f3cfb05ea,Book 4,Narbonnaise,char-offset:35210,PLACE,http://pleiades.stoa.org/places/246347,43.184722,3.003611,settlement,VERIFIED,,,,
0305bbd6-c25e-4bb1-a15d-9e811248d472,Book 13,Priapus,char-offset:19673,PLACE,http://pleiades.stoa.org/places/511375,40.412181,27.324347,settlement,UNVERIFIED,,,,
589984e6-5131-4591-91f5-60751c2db378,Book 6,Leuternian,char-offset:70844,PLACE,http://pleiades.stoa.org/places/442634,,,unlocated,VERIFIED,,,,
7563f9fb-ca51-4a11-a7cb-0aab37e4eb34,Book 8,Ægialus,char-offset:142620,PLACE,,,,,UNVERIFIED,,,,
699e0b32-9447-45ba-8a4a-199060eeb9b9,Book 7,Axius,char-offset:124905,PLACE,http://pleiades.stoa.org/places/83817,,,unlocated,UNVERIFIED,,,,
083bb41a-5714-4f17-84bf-48dde3edf3ea,Book 6,Strait,char-offset:32222,PLACE,http://pleiades.stoa.org/places/462494,38.260268,15.660384,water-open,VERIFIED,,,,
10b7d612-fb72-4a11-8c11-ff73febc2da6,Book 7,Euxine,char-offset:58943,PLACE,http://pleiades.stoa.org/places/1224,43.0786852,34.7425505,water-open,VERIFIED,,,,
e5449ae6-683e-442e-9392-c90025576362,Book 1,Ethiopia,char-offset:168649,PLACE,http://pleiades.stoa.org/places/39274,14.125005,38.721522,unknown,VERIFIED,,,,
d7102c1d-2b49-45ea-9328-a6a864623f75,Book 8,Pylus,char-offset:20673,PLACE,,,,,UNVERIFIED,,,,
1d91ab7f-e319-4ce6-9ca2-f2e854b851b6,Book 8,Pthia,char-offset:23067,PLACE,http://sws.geonames.org/2185099,,,,UNVERIFIED,,,,
7f907d85-e3f7-4126-bd29-dfe5c51de3fd,Book 3,Bastuli,char-offset:9131,PLACE,http://pleiades.stoa.org/places/265822,37.5,-2.5,region,VERIFIED,,,,
6827797d-0d11-4603-b2fb-876d9082b9e4,Book 6,Sicily,char-offset:30741,PLACE,http://pleiades.stoa.org/places/981549,37.751645425,14.6747958,province,VERIFIED,,,,
73b49051-6b48-4d6b-b169-a1efdef9fc5f,Book 3,Dertossa,char-offset:61428,PLACE,http://pleiades.stoa.org/places/246369,40.815111,0.523778,settlement,VERIFIED,,,,
d68a847d-1d7c-4e1a-81a9-d74df663ded6,Book 4,Tarbelli,char-offset:37314,PLACE,http://pleiades.stoa.org/places/246680,43.5,-1.5,people,VERIFIED,,,,
7c2584ff-9fdb-45ae-992c-1bb67db260cb,Book 6,Salentini,char-offset:69603,PLACE,http://pleiades.stoa.org/places/442762,39.91024633333333,18.317425666666665,people,VERIFIED,,,,
04de2db9-306b-4b6c-885d-53fe6409dd31,Book 7,Illyria,char-offset:84377,PLACE,,,,,VERIFIED,,,,
f6bcfb97-4e2d-4b7e-9226-7c9ac8e4b1a5,Book 7,Hercynian Forest,char-offset:9860,PLACE,http://pleiades.stoa.org/places/123090,,,unlocated,VERIFIED,,,,
31fd487a-c8cc-4ffd-94f3-4fc841331c4b,Book 3,Mediterranean,char-offset:53458,PLACE,http://pleiades.stoa.org/places/1043,36.58019792933332,17.115361734666667,water-open,VERIFIED,,,,
33b11e6b-ba1e-4dcf-8993-a93a0796e3f7,Book 4,Marseilles,char-offset:21232,PLACE,http://pleiades.stoa.org/places/148127,43.299467,5.365307,settlement,VERIFIED,,,,
663bebf1-eb98-4e20-8839-597192b2b0cb,Book 3,Gallicians,char-offset:43204,PLACE,http://pleiades.stoa.org/places/991317,42.5,-7.5,province,VERIFIED,,,,
8bb96527-a2f9-4767-8884-f56b906f1ab3,Book 7,Danube,char-offset:20692,PLACE,http://pleiades.stoa.org/places/226577,45.16291,29.647293,river,VERIFIED,,,,
d9b829f8-d46c-448d-98f5-b0e81ee9ac8e,Book 7,Haliacmon,char-offset:117683,PLACE,http://sws.geonames.org/736927,,,,UNVERIFIED,,,,
05f6cb1d-204f-4c9a-853f-66b2ceca8509,Book 6,Geloi,char-offset:43065,PLACE,http://pleiades.stoa.org/places/884153,37.5,48.5,people,VERIFIED,,,,
09e6e375-f001-4b14-8218-57c88ecad964,Book 13,Dardanus,char-offset:49565,PLACE,,,,,UNVERIFIED,,,,
eef1cb95-8388-46cb-ba4d-e091bf2021a0,Book 15,Media,char-offset:122443,PLACE,http://www.imperium.ahlfeldt.se/places/40685,,,,UNVERIFIED,,,,
1796de86-a654-4edb-9246-701164409a92,Book 3,Megaris,char-offset:93511,PLACE,http://pleiades.stoa.org/places/570470,37.2038,15.18273,"region,settlement",VERIFIED,,,,
0da0c3c0-3af0-4a29-8eb2-e577c4d76b65,Book 3,Castlon,char-offset:31555,PLACE,,,,,NOT_IDENTIFIABLE,,,,
d28461ca-e7a3-4131-b266-64335a3854a4,Book 13,Chrysa,char-offset:80288,PLACE,http://sws.geonames.org/735760,,,,UNVERIFIED,,,,
3bb4dc1b-630e-439d-94a6-5a094281e620,Book 7,Dnieper,char-offset:63151,PLACE,http://pleiades.stoa.org/places/226544,51.80271566666667,32.013616533333334,river,VERIFIED,,,,
2be302bf-abe6-4bc7-b69f-294575aab2e9,Book 3,region of the Blessed,char-offset:37181,PLACE,,,,,NOT_IDENTIFIABLE,,,,
ecc965ab-840a-4a5e-96a4-1f270889d6de,Book 3,Cantabrians,char-offset:74193,PLACE,http://www.imperium.ahlfeldt.se/places/39798,,,,VERIFIED,,,,
8dea4535-7672-4019-a3e9-98db56f93e0f,Book 3,Kelts,char-offset:65676,PLACE,,,,,NOT_IDENTIFIABLE,,,,
ce234de9-2d9e-4210-947f-c3cd34b0623b,Book 7,Cassopæi,char-offset:91507,PLACE,http://pleiades.stoa.org/places/530922,39.1457,20.6732,"settlement,plaza",VERIFIED,,,,
5c56abb9-89bd-43a2-bbe2-962129153950,Book 7,Sternophthalmi,char-offset:29878,PLACE,,,,,NOT_IDENTIFIABLE,,,,
7c659410-d5b7-42dc-a066-f1282790da89,Book 3,temple of Hercules,char-offset:3566,PLACE,,,,,NOT_IDENTIFIABLE,,,,
b8df6e1e-aef6-4557-82bc-b42eea04de4e,Book 13,Æsepus,char-offset:58271,PLACE,http://sws.geonames.org/5116667,,,,UNVERIFIED,,,,
0ddb1d65-44ed-4c03-8f2c-4beb8765c8e2,Book 1,Dnieper,char-offset:165065,PLACE,http://pleiades.stoa.org/places/226544,51.80271566666667,32.013616533333334,river,VERIFIED,,,,
6e5302c8-cd11-4d3c-963b-8d6847d19948,Book 15,Nile,char-offset:20110,PLACE,http://sws.geonames.org/2866588,,,,UNVERIFIED,,,,
0ed43196-df1e-41cb-b7ec-a37e33d78864,Book 7,Batiæ,char-offset:100015,PLACE,http://pleiades.stoa.org/places/530818,39.22818,20.82248,settlement,VERIFIED,,,,
0c90fa95-a74a-4aaa-97bc-fc48e78960c3,Book 7,Europe,char-offset:39249,PLACE,,,,,NOT_IDENTIFIABLE,,,,
8c67d610-052b-4345-8478-8c38c9eab004,Book 7,Olophyxis,char-offset:129263,PLACE,http://pleiades.stoa.org/places/501535,40.330422,24.190639,settlement,UNVERIFIED,,,,
bc52168b-fafa-425f-8130-5c45cd952dee,Book 1,Nile,char-offset:169191,PLACE,http://pleiades.stoa.org/places/727172,19.211408766666665,30.567329633333333,river,VERIFIED,,,,
aaa962b2-5abb-4840-b1bf-660cb8081a36,Book 6,river Alece,char-offset:22971,PLACE,,,,,NOT_IDENTIFIABLE,,not in Pleaides?,,
39c8f2fc-90ff-44fb-a434-2a05c6929d0a,Book 4,Allobroges,char-offset:25887,PLACE,http://pleiades.stoa.org/places/167634,45.69480974999999,6.259111,people,VERIFIED,,,,
62d7f3a5-29c9-4acf-836a-0502b6389df3,Book 6,Tyrrhenian Sea,char-offset:3199,PLACE,http://pleiades.stoa.org/places/1356,41.66419815387763,12.054731855280693,water-open,VERIFIED,,,,
02d2b4d9-2d26-48a7-b538-32b3b9673922,Book 3,Vettones,char-offset:42380,PLACE,http://pleiades.stoa.org/places/256512,39.5,-6.5,people,VERIFIED,,,,
297fc932-0388-4037-aa47-43ae0d058e04,Book 4,Danube,char-offset:82975,PLACE,http://pleiades.stoa.org/places/226577,45.16291,29.647293,river,VERIFIED,,,,
