name,address,longitude,latitude,description,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Семекеевская сельская библиотека,"Респ Татарстан,р-н Тукаевский,с Семекеево,ул Айдара Биктимерова,д 44",52.737135,55.60372,"Семекеевская сельская библиотека образовалась в 1956 г. Фонд – около 10 тысяч книг. Работает клуб «Халык җәүһәрләре».Проводятся различные информационно-познавательные, игровые мероприятия Наша библиотека любима жителями села.Жизнь там кипит в буквальном смысле слова.Двери нашей библиотеки распахнуты для всех и первыми, самыми благодарными читателями являются дети, которые приходят в библиотеку. Библиотеки активно сотрудничают со школами В помощь школьной программе оформлялись книжные выставки В работе с выставками использовались разнообразные формы: обзоры, беседы, праздники знаний, литературно– познавательные игры и т.д. Из наиболее интересных можно отметить следующие: Игра путешествие «В страну Правляндию» Литературная игра «Море вопросов» Игровая программа «Эта неизвестная планета» Литературно-познавательные игры «Путешествие по океану знаний», «Путешествие на школьную планету» На зимних каникулах для детей проводились литературные и сказочные елки, конкурсы, викторины. Заведующая Семекеевской сельской библиотеки –Исхакова Альфира Амировна.",2016-07-19T06:31:07Z,2023-02-03T09:02:08Z,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,,
Центральная детская библиотека им. Гайдара г. Зеленодольска,"Респ Татарстан,р-н Зеленодольский,г Зеленодольск,ул Карла Маркса,д 51А",48.509762,55.849752,"История детской библиотеки начинается с 1946 года. В 1971 году ее перевели в просторное здание музыкальной школы, где раньше на втором этаже находился Дом пионеров. В апреле 2009 года Центральная детская библиотека им. Гайдара переехала в новое здание музыкальной школы. В настоящее время фонд Центральной детской библиотеки им. Гайдара включает более 23 тысяч экземпляров, а ежемесячная посещаемость в месяц составляет более 3 700 чел. ЦДБ имеет богатые возможности для разностороннего культурного просвещения подрастающего поколения: просторные детские абонемент и читальный зал, творческие кружки, информационный отдел, место для театральных постановок и богатый книжный фонд, ориентированный на детских читателей, но и взрослый читатель всегда может найти здесь интересную литературу для себя, а также привести детей на выступление творческих людей, коллективов и специалистов в самых разных областях знания.",2019-05-30T07:36:49Z,2023-02-28T09:52:57Z,,,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00
Аксубаевская детская библиотека,"Респ Татарстан,р-н Аксубаевский,пгт Аксубаево,ул Романова,д 8",50.804436,54.844886,"Аксубаевская детская библиотека была основана в 1950 году. Книжный фонд составляет 18 715 экземпляров, количество читателей – 3 116 человек. Деятельность детской библиотеки обширна и многообразна. Она занимается организацией праздников и клубов по интересам, театрализованных представлений и литературных конкурсов, квестов, встреч с писателями, художниками и другими выдающимися людьми. Интересная и увлекательная современная детская литература, компьютеры с доступом к интернету, различные мероприятия с использованием современных технологий позволяют привлекать в библиотеку новых читателей. В 2009 году у детской библиотеки появилось структурное подразделение – отдел «Семейная библиотека». Он выполняет библиотечные и досуговые функции, ведет работу с семьями, молодыми мамами. На базе отдела функционирует театр «Дружная семейка», проводятся детские дни рождения, массовые мероприятия, имеется живой уголок и разнообразный фонд настольных игр.",2021-05-14T12:15:50Z,2023-01-30T14:57:00Z,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,,,08:00:00,18:00:00
Каракульская сельская библиотека,"Респ Татарстан,р-н Алькеевский,с Каракули,ул Школьная,влд 25",49.994515,54.566355,"Библиотека находится в здании школы, которое было построено в 1993 году. На данный момент в фонде библиотеки состоит на учете 6 068 книг. Количество читателей – 254 человека. Тесное сотрудничество со школой является несомненным плюсом в работе. Мероприятия проводятся со всеми категориями читателей. Те, кто самостоятельно не может посещать библиотеку, обслуживаются на дому. Им приносят свежую периодику и книги по их читательским предпочтениям. Библиотекарь принимает активное участие в общественной жизни села. Если в сельской библиотеке нет книг, которые хотят прочитать жители, то она привозит их из Центральной библиотеки. Таким образом решается задача оптимальной доступности к литературе для всех категорий читателей.",2022-05-24T12:39:24Z,2023-01-17T08:39:52Z,10:00:00,14:00:00,,,10:00:00,14:00:00,10:00:00,14:00:00,10:00:00,14:00:00,10:00:00,14:00:00,10:00:00,14:00:00
Сетяковская сельская библиотека – филиал № 11,"Респ Татарстан,р-н Менделеевский,с Сетяково,ул Дружбы,10а",52.3954782883606,55.947156305878,"По воспоминаниям сторожил села Сетяково, история библиотеки берет свое начало в 30-е годы. В настоящее время фонд составляет более 8000 экз. Библиотека собирает, хранит и знакомит людей с историей, традициями и культурой кряшен. В библиотеке оформлены фотолетопись родного села «Сэйтэк авылы тарихы», краеведческий уголок «И, керэшен–карендэшем минем», альбомы «Сезнен батырлыкны халык онытмас» о ветеранах войны, «Сэйтэк авыл китапханэсенен тарихы» об истории Сетяковской сельской библиотеки. Многие годы в библиотеке работает кружок «Верные друзья книги» для детей младшего школьного возраста. Это активные читатели, которые помогают в ремонте книг, принимают активное участие в подготовке и проведении мероприятий. Библиотека принимает участие и привлекает население к участию в конкурсах и акциях различных уровней. Библиотека совместно с СДК и детским садом проводит различные мероприятия.",2022-03-25T09:01:03Z,2023-02-21T09:13:18Z,,,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00
Коморгузинская сельская библиотека,"Респ Татарстан,р-н Атнинский,с Коморгузя,ул Комсомольская,д 11",49.45761,56.15644,"Первая библиотека в селе Коморгузя открылась в 1938 году. В ней работали Джаухар Хакимова и Галимулла Хасбиуллин. С 50-х и до начала 60-х годов библиотека активно расширяла зону своего влияния, пополняя ряды читателей за счет организации пунктов выдачи на фермах и полевых станах колхоза «Шахтер». С 2019 года библиотекарем работает Ания Шарафутдинова. На сегодняшний день учреждение располагается в здании Коморгузинской средней школы. Мероприятия в основном проводятся в школьном музее и актовом зале. Библиотека обслуживает жителей сел Коморгузя, Марьян, Турукляр и Епончино. Книжный фонд насчитывает свыше 10 000 экземпляров. Ежегодно услугами библиотеки пользуется около 430 человек. Действуют 2 библиотечных пункта, и ведет активную деятельность клуб для девочек-подростков «Оста куллар». Сегодня библиотека – это площадка для реализации творческого, профессионального, образовательного, культурного потенциала пользователя. Для читателей проводятся викторины, вечера, встречи, конференции, конкурсы.",2022-06-02T08:09:01Z,2023-08-22T10:37:45Z,09:00:00,13:30:00,09:00:00,13:30:00,09:00:00,13:30:00,09:00:00,13:30:00,09:00:00,13:30:00,09:00:00,13:30:00,,
Cтароямкинская сельская библиотека,"Респ Татарстан,р-н Алькеевский,с Старое Ямкино,ул Мира,д 24",50.176137,54.762641,"Первая изба-читальня в селе была открыта примерно в 1922 году, а заведующим был назначен Сулейманов. В первые время было очень мало книг, журналов и плакатов, затем постепенно книжный фонд пополнялся художественной и сельскохозяйственной литературой. Библиотека оснащена компьютером и принтером. Здесь проводится много интересных мероприятий: литературные часы, вечера, конкурсы, беседы, книжные выставки и т. д. Фонд включает 9 189 экземпляров книг, 5 наименований газет и журналов. Он систематически пополняется новыми изданиями. Имеется литература на русском, чувашском и татарском языках. Количество пользователей составляет 230 человек.",2022-05-30T08:48:20Z,2023-01-17T10:04:11Z,10:00:00,13:00:00,,,10:00:00,13:00:00,10:00:00,13:00:00,10:00:00,13:00:00,10:00:00,13:00:00,10:00:00,13:00:00
Балыклинская сельская библиотека – филиал № 45,"Респ Татарстан,р-н Кукморский,д Балыклы,ул Центральная,д 23",50.643899,56.2447,"В 1989 году было построено здание клуба, в котором находится и библиотека. В том же году заведующей начала работать Каюмова Салима Шариулловна. Библиотеку посещают 215 пользователей. Фонд составляет 4 920 книг, из них на русском языке – 3 126, на татарском – 1 792 экземпляра книг. Книговыдача составляет 7 250, посещений – 4 552. В своей работе библиотекарь использует все формы и методы для более эффективного библиотечного обслуживания населения. К знаменательным датам и юбилеям писателей организуются книжные выставки, проводятся тематические вечера, громкие читки, уроки мужества, встречи с ветеранами войны и тыла, встречи с пожилыми людьми, читательские конференции, викторины, конкурсы и многое другое.",2021-04-06T06:45:08Z,2023-01-27T13:30:13Z,,,12:00:00,15:00:00,12:00:00,15:00:00,12:00:00,15:00:00,18:00:00,21:00:00,18:00:00,21:00:00,12:00:00,15:00:00
Кильдюшевская поселенческая библиотека,"Респ Татарстан,р-н Тетюшский,с Кильдюшево,ул Молодежная,22",48.679876,54.761841,"Открывается первая изба - читальня в 1936 г. в доме раскулаченного крестьянина Павлова Архипа когда в стране возрастает потребность в знании и просвещении, начинается развитие массового чтения. Заведующим был назначен один их немногих грамотных людей села – комсорг комсомольской ячейки - Копылов Павел Прокофьевич. С началом Великой Отечественной войны изба-читальня закрывается и начинает действовать только в послевоенные годы. В 1957 году по направлению из отдела культуры Большетарханского района после окончания Елабужского культпросветучилища приезжает Мария Сергеевна Пугачёва Она нашла в этой профессии свое призвание и проработала 40 лет. В 1959 г. изба – читальня получает статус универсальной массовой библиотеки и переезжает в здание церкви. В 1988 году в селе произошло радостное событие – открывается новый Дом культуры. Библиотека размещается в просторном светлом помещении на втором этаже. В 2008 г. материально – техническая база библиотеки пополняется двумя компьютерами с выходом в интернет, копировальной и множительной техникой. Появляется новая категория обслуживаемых – пользователи библиотеки. Библиотека расширяет спектр предоставляемых услуг с применением технических средств. С 2018 года библиотека приступает к работе в Автоматизированной библиотечной информационной системе «Руслан». В 2020 году библиотека зарегистрировала свой аккаунт в социальной сети «Одноклассники"". В настоящее время библиотека обслуживает 300 читателей, которые посещают библиотеку в год более 4000 раз в год, выдано около 7000 экземпляров печатной продукции. Фонд библиотеки - 4603 экземпляра. Библиотекарь проводит интересные, познавательные мероприятия, привлекая к участию все возрастные группы. Семейный библиосейшн «Книга, мама, я – лучшие друзья» провели с многодетными читающими семьями, ретро – вечер «На волнах памяти», провели для читателей старшего поколения. Дети – самая активная читательская аудитория. Они не только с удовольствием посещают библиотеку, но и принимают активное участие в культурно-просветительских мероприятиях. Кильдюшевская поселенческая библиотека обслуживает 74 читателя-детского возраста, 54 читателя юношеского возраста. Для детей и молодежи проведено 37 массовых мероприятий. В работе активно используется театрализация. Краеведение является одним из ведущих направлений деятельности библиотеки. На протяжении десятилетий библиотека является собирателем, хранителем и проводником традиций родного села.",2022-04-06T12:01:54Z,2023-03-07T08:16:57Z,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,,
Аккиреевская сельская библиотека,"Респ Татарстан,р-н Черемшанский,с Аккиреево,ул Школьная,влд 28",51.4073043395895,54.9064915905624,"Массовая библиотека в селе Аккиреево официально открыта в 1954 году. Ее предшественницей была изба-читальня с небольшим количеством печатных изданий. Здесь рассказывали новости, обсуждали события, ход сельскохозяйственных работ в колхозе, проходили громкие читки статей из газет и журналов и их обсуждения. Постепенно фонд библиотеки пополнялся печатными изданиями. Приобреталась литература как на русском, так и на чувашском языках. В ноябре 1970 года библиотека переехала в отдельное помещение нового сельского Дома культуры. Фонд библиотеки достигал 3 000 экземпляров книг.Библиотека сегодня: фонд – более 10 000 ед.; число пользователей – 536. Это информационный и культурно-просветительский центр. Читателям представлен бесплатный доступ пользования услугами библиотеки. Библиотека – любимое место досуга, культурного и духовного общения населения села. В ней с 2006 года действует мини-музей, где собраны экспонаты быта, альбомы с материалами об истории, фольклоре и лучших людях села. В 2016 году библиотека начала работу в новом, обновленном, красивом помещении, отремонтированном по республиканской программе «Строительство и капитальный ремонт объектов культуры».В библиотеке проводятся разнообразные мероприятия: в год около 100. Самые яркие: часы краеведения о культуре и быте своего народа, уроки патриотизма, акции, семейные чтения, литературные вечера, участие в различных конкурсах, акциях.",2021-04-19T13:09:00Z,2023-02-09T11:05:30Z,,,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
Новотроицкая сельская библиотека,"Респ Татарстан,р-н Тукаевский,с Новотроицкое,ул Ленина,д 11",52.404381,55.618323,"Библиотека была открыта в 1934 году в бывшем купеческом доме, книги размещались в двух небольших шкафчиках. Заведовала ей Анна Ивановна Богомолова. В 1970 году библиотеку перевели в деревню Суровка. К этому времени уже заметно обогатился книжный фонд. 26 июня 1976 года библиотека стала сельской под руководством Новотроицкого сельского поселения. Библиотека занимается выполнением разносторонних запросов читателей, повышением культуры обслуживания, привлечением читателей – детей и молодежи. Библиотекарь работает в тесном контакте со школой и детским садом. Для приобщения дошкольников к чтению проводятся экскурсии в библиотеку, утренники, праздники книги «Край мой Татарстан». Активная работа ведется по организации летнего отдыха и чтения детей. Для них организуются передвижные библиотеки, проводятся часы экологии «Знай, люби и береги природу», очистка и благоустройство родника Барышникова. На 2022 год книжный фонд насчитывает 14 218 экземпляров. Библиотека выписывает 16 наименований газет и 13 наименований журналов. Подписные издания активно пропагандируются среди читателей.",2022-10-19T12:46:16Z,2024-01-12T07:50:05Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,
