author,published,title,original_text,modified_date,changes,month
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, November 26th.","November 26th, 1894",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, November 30th.","November 30th, 1894",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,December 1st.,"December 1st, 1894",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,December 6th.,"December 6th, 1894",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,December 13th.,"December 13th, 1894",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,December 18th.,"December 18th, 1894",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, December 29th.","December 29th, 1894",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, January 1st.","January 1st, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, January 15th.","January 15th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,January 20th.,"January 20th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, January 29th.","January 29th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, February 7th.","February 7th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,February 12th.,"February 12th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,February 13th.,"February 13th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"THE THATCHED COTTAGE, February 19th.","February 19th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, February 19th.","February 19th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, February 24th.","February 24th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, March 3d.","March 3d, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, March 5th.","March 5th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, March 20th.","March 20th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"GRAYSMILL, March 26th.","March 26th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"_June 3d, at evening._--I am weak, very weak. I never could carry","June 3d, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"_June 4th._--Their eyes met once at supper, only once, and they did","June 4th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,_June 6th._--Constance should not have said that; there was no need.,"June 6th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,_June 10th._--I must be very jealous indeed. This is very strange. I,"June 10th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,_June 18th._--I put it from me for a while. I have been very calm; I,"June 18th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,_June 21st._--It comes to me almost as a miracle what one can bear.,"June 21st, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,_June 25th._--Gabriel is not well. I noticed it a day or two ago.,"June 25th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,_June 27th._--I think I feel as men must who die of thirst adrift in,"June 27th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,_June 30th._--It must be late; the chimes have just told three,"June 30th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,_July 2d._--The day is hot and heavy; it suits me very well.,"July 2d, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"_July 3d._--Let me write it down, all my infamy. I am possessed by a","July 3d, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"_July 4th._--They have not met to-day. I was at the Cottage, and we","July 4th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"_July 6th._--I have been very sinful. I was worse yesterday, if can","July 6th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"_July 9th._--How beautiful love is! Now that, one by one, I am","July 9th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,_July 10th._--To-day Constance would not come to the Cottage with,"July 10th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"_July 11th._--To-day they met again. I am not schooled, I have not","July 11th, 1895",fake year,
"Alma-Tadema, Laurence",1894,The Wings of Icarus: Being the Life of one Emilia Fletcher,"_July 12th._--To-morrow it must be. I meant to tell him to-night,","July 12th, 1895",fake year,
"Andrews, Mary Raymond Shipman",1915,August First,August 5th.,"August 5th, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,"FOREST GATE, August 8th.","August 8th, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,"FOREST GATE, August 10th.","August 10th, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,August 12th.,"August 12th, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,"About a month after the above letter had been received, on September","September 10th, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,Sept. 12th.,"September 12th, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,September 17th.,"September 17th, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,Sept. 23d.,"September 23d, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,October the Sixth.,"October 6th, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,October 8th.,"October 8th, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,_October 10th_.,"October 10th, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,October 10th [it was dated].,"October 10th, 1908",modified,
"Andrews, Mary Raymond Shipman",1915,August First,May 26th.,"May 26th, 1909",modified,
"Andrews, Mary Raymond Shipman",1915,August First,"MONDAY, June 24th.","June 24th, 1909",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_March_ 4, 1910.","March 4, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_March_ 11, 1910.","March 11, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_March_ 14, 1910.","March 14, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_March_ 15, 1910.","March 15, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_March_ 23, 1910.","March 23, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_March_ 31, 1910.","March 31, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_April_ 8, 1910.","April 8, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_April_ 12, 1910.","April 12, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_April_ 15, 1910.","April 15, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_April_ 20, 1910.","April 20, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_April_ 22, 1910.","April 22, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_April_ 24, 1910.","April 24, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_May_ 3, 1910.","May 3, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_May_ 6, 1910.","May 6, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_May_ 16, 1910.","May 16, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_May_ 23, 1910.","May 23, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_June_ 7, 1910.","June 7, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_June_ 25, 1910.","June 25, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_July_ 16, 1910.","July 16, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_August_ 17, 1910.","August 17, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_August_ 25, 1910.","August 25, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_August_ 30, 1910.","August 30, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_September_ 6, 1910.","September 6, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_September_ 14, 1910.","September 14, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_October_ 3, 1910.","October 3, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_October_ 18, 1910.","October 18, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_November_ 7, 1910.","November 7, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_November_ 26, 1910.","November 26, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_December_ 2, 1910.","December 2, 1910.",as in text,
"Bashford, H. H. (Henry Howarth), Sir",1911,The Corner of Harley Street,"_December_ 25, 1910,","December 25, 1910,",as in text,
