country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition,century
Egypt,1931,18824,DIMAI 1931/1932,9,136,137,29.5334745,30.668916,"A hoard of 9 Alexandrian tetradrachms (Nero - Hadrian), found in house E.",NA,II century
Sweden,1929,15534,"KÄRNA-KÄNNE 1901 - ""STAVGARD""",22,183,184,57.245327,18.508029,"23 denarii, group of single finds, found within a settlement: Hadrian - Commodus (AD 183-184); silver weight: 57.89 g.","Swedish History Museum, Stockholm (inv.no. 19628-19629)",II century
"Israel, Palestinian Territories",1982,7957,HEBRON AREA 1982,24,136,132,31.533,35.1,The hoard comprised 24 bronze coins of the Bar Kokhba Revolt (AD 132-135/6).,Trade,II century
Serbia,1889,2778,BELGRADE - BATAL MOSQUE,27,119,122,44.81173,20.465958,The hoard comprised of 27 aurei from Nero to Hadrian. 26 are identified.,"National Museum Belgrade, partly dispersed",II century
"England, United Kingdom",1980,14589,BULLOCK DOWN (SITE 16),8,180,183,50.742389,0.22381763,"2nd century. Hoard of 8 coins recovered with a frag. of a bronze vessel, possibly its original container. The coins all exclusively 2nd C terminating with issue of Crispina (AD 177-183), though hoard may have been deposited in 3rd C AD.Rudling, D. 1982. The Romano-British farm on Bullock Down. In P. Drewett (ed.) The Archaeology of Bullock Down, Eastbourne, East Sussex.",NA,II century
Romania,1970,16290,BREHUIEȘTI,7,166,167,47.703298,26.536087,"7 denarii: Vespasian 3, Nerva 1, Trajan 1, Marcus aurelius 2 (AD 166-167).",NA,II century
Poland,1891,13444,JEŻÓW,100,145,161,51.813265,19.968837,"Around 100 denarii, among them, one of Antoninus Pius for Faustina II. No further details.",NA,II century
Israel,2006,7728,SHU'AFAT 2006 B,11,117,138,31.814,35.234,The hoard comprised 11 bronze coins dated between 175-164 BC and AD 117-138.,Israel Antiquities Authority (IAA 113003-13),II century
Romania,1971,16305,TĂMĂȘENI,52,161,180,46.993303,26.951325,Unknown originally number of coins. 52 denarii were found with a hand-made ceramic vessel: Mark Antony – Marcus Aurelius (AD 161-180).,"History Museum, Roman, Romania",II century
France,1878,7334,LA COMELLE 1878,7,180,192,46.88,4.111,"The hoard comprised 9 figurines, 1 patera and 7 bronze coins from Vespasian to Commodus.",NA,II century
Georgia,1940,16034,MTSKHETA – ARMAZI 1940,6,117,138,41.839326,44.663121,"Six aurei found in grave of Asfagur: Titus, Trajan, Hadrian 4 (AD 117-138).","National Museum of Georgia, Tbilisi",II century
Romania,2001,9616,SILISTRA-OSTROV 2,4,143,144,44.113,27.317,4 asses found during excavations: Trajan - Antoninus Pius (AD 143-144).,"Muzeul Dunării de Jos, Călărași, Romania; inv.nos. 45373-45376",II century
Algeria,1908,4929,TAZOULT 1908,54,138,161,35.489,6.256,"54 Republican and imperial denarii issued by M. Fonteius, L. Marcius Censorinus, C. Naevius Balbus, M. Cordius, L. Plautius, A. PLautius, P. Clodius Turrinus, L. Thorius Balbus, Sextus Pompeius, Julius Caesar, Mark Antony's legionary denarii (III, VI, VIIII, XII, XIX, XII) des denarii of Sex. Pompey (with reverses of Amphinomos and Anapias), Julius Caesar and emperors to Antoninus Pius (AD 138-161).","Museum of Lambaesis, Algeria",II century
Bulgaria,1948,10292,RAZGRAD 1948,2,117,138,43.521,26.555,Unknown number of silver coins. One denarius of Trajan and one of Hadrian are kept in the museum in Ruse.,"Ruse Regional Museum of History, Bulgaria; inv.no. 9, 553",II century
Germany,1875,17192,SIEVERN PIPINSBURG,5,178,178,53.6577,8.61,"Five denarii (Vespasian - Commodus Caesar), found together on the premises of the Pipinsburg (a megalithic hillfort of Viking times), close to Sievern.",NA,II century
France,1908,5679,DUCLAIR,9,125,128,49.4824089,0.875528,"The circumstances of discovery and the composition of the hoard were judged to be suspect. De Vesly questioned whether this hoard might actually have been stolen and assembled as a hoard. However, there is nothing to support this hypothesis. Found by a workman in a quarry in the Duclair forest: Nero - Hadrian (AD 125-128). Two or four coins are missing.",NA,II century
Belgium,1936,8202,ACHEL,73,180,192,51.2536,5.5047,73 bronze coins: Vespasian - Commodus (AD 180-192).,Collection Allen and Claassen,II century
"England, United Kingdom",2006,14578,BEMBRIDGE 2006,8,164,169,50.697133,-1.0951936,Three coins found together by a detectorist and recorded by M. Lyne. Details from HER.,NA,II century
Syria,1932,9826,DURA EUROPOS 21,18,183,183,34.747,40.73,"A hoard of 18 denarii (Otho-Commodus) found during excavations at Dura Europos, in E4-15.",Yale University,II century
"Wales, United Kingdom",2000,2192,MONKNASH,103,143,144,51.416449,-3.554541,"103 denarii (Nero to Antoninus Pius) found near a large stone building and a series of ditches identified by a geophysical survey in 1999 and described as a farmhouse. The site has turned up building debris, pottery, and a series of other metal finds, including at least 46 other denarii that might have come from the coin hoard (Treasure report SS 91 69).",National Museum Cardiff,II century
Bulgaria,1981,10465,SHABLA,25,138,161,43.54,28.532,(50) 25 denarii: Vespasian - Antoninus Pius (AD 138-161). Found together with a silver bracelet.,NA,II century
Ukraine,2009,20707,BAIKIVKA,160,180,192,49.4992922451,28.4062254325,"A hoard of at least 160 Roman imperial denarii was found by a treasure hunter in 2009 or 2010 near the village of Baikivka. According to his information, the hoard was partially ploughed, but the main part of it was at a depth of ca. 50 cm together with fragments of a vessel (pot?). The coins had traces of bronze oxides. Photographs of the deposit have not been preserved, but it is known that most of the coins date from the Nerva-Antonine dynasty, including coins of Antoninus Pius and Commodus. The fate of the coins is unknown.",NA,II century
France,1863,8731,FEIGÈRES,25,138,180,46.112,6.08,"25 bronze coins of which are know Augustus 1, Hadrian 1, and 1 of the two Faustinae (AD 138-180).",NA,II century
Romania,1836,16288,BOGDANA,180,161,180,46.187148,26.842548,180 coins ending with issues of Marcus Aurelius (AD 161-180). Trajan was the other issuer recognized among the coins of this hoard.,NA,II century
Slovenia,1969,8960,CELJE 1969,21,134,138,46.229,15.266,"(21) 19 bronze coins: 11 sestertii, 7 dupondii, 1 as: Trajan - Hadrian (AD 134-138).","Pokrajinski muzej, Celje, Slovenia (19 coins)",II century
Denmark,1893,13053,ROBBEDALE 1893,255,194,196,55.106,14.703,255 denarii found and sent to the Ministry of Finance. The coins were found with pieces of an urn during the removal of stones from a field.,National Museum of Denmark,II century
Sweden,1922,15588,HÖRSNE - CHURCHYARD,30,178,191,57.558409,18.597493,"Originally 30 denari, 29 preserved: Nerva - Commodus (AD 179-191); silver weight: 78.54 g.","Swedish History Museum, Stockholm (inv.no. 17042)",II century
Poland,1800,13565,SZYMISZÓW - SURROUNDINGS,10,161,176,50.519334,18.246699,10 denarii found within a cemetery together with other objects. The antoninianus (radiate) of Aurelian may be an intruder.,"Initially in the collection of Councilor Scotti, later in the Museum of Wroclaw, Poland; today, lost.",II century
"England, United Kingdom",1989,5230,HASTINGS 1989 SILVER,59,121,123,50.870163,0.57102218,"Two groups of coins, discovered in May 1989 while metal detecting on building ground at Elphinstone Road, Hastings. The first group of coins (92 bronze coins, Nero - Hadrian) were found with the remains of a pot and the second group (52 denarii found 'in a lump', with 7 later addenda, Republic - Hadrian) was about 40 to 50 feet away from the first. This may suggest successive deposits but they were treated as one find at the time. They have been split here. This record is for the silver coins.",British Museum (part); Hastings Museum (part),II century
Israel,2006,7729,SHU'AFAT 2006 C,30,113,114,31.814,35.234,The hoard comprised 26 bronze coins dated between 175-164 BC and AD 113-114 with four intruding coins.,Israel Antiquities Authority (IAA 113031-60),II century
Germany,1995,7422,XANTEN 1995,6,103,111,51.665,6.444,"During the excavation of the Sanctuary in Insula 20 of Colonia Ulpia Traiana, 6 coins were found deposited under wall plaster. The latest coins date to the period AD 103 to 111.",NA,II century
Czech Republic,1909,15962,BEZMĚROV,15,161,180,49.329895,17.334924,"Unknown original number of coins. 15 pieces are known: 14 denarii, 1 dupondius: Mark Antony - Marcus Aurelius (AD 161-180).","Museum of Moravia, Brno, Czech Republic (7 coins); Collection Červinkova (8 coins)",II century
Bulgaria,1910,10414,NOVI PAZAR,40,161,180,43.3467,27.1922,Unknown initial number of denarii. 40 coins entered the museum collection in Sofia: Nero - Marcus Aurelius (AD 161-180).,"National Archaeological Institute with Museum, Sofia, Bulgaria; inv.no. X",II century
Bulgaria,1981,10068,ARCHAR 3,16,121,122,43.811,22.919,"16 sestertii: Trajan 13, Hadrian 3 (AD 121-122).","National History Museum, Sofia, Bulgaria; inv.nos. 13625-13640",II century
"England, United Kingdom",1905,36,HOLDENHURST,677,134,138,50.745483,-1.8312848,A hoard of 61 Roman coins to Hadrian and 616 Iron Age bronze coins found some years ago in Southants. It was contained in an earthenware pot which was broken in the course of the discovery.,"British Museum (part); Hunter Coin Cabinet, Glasgow (part); Red House Museum, Christchurch (part)",II century
India,1956,18492,NAGARJUNAKONDA 1956-1957,2,141,141,16.521894,79.24285,"Hoard containing, among others, an aureus of Antoninus Pius for Faustina I (Diva) and an imitation of Tiberius aureus.","Archaeological Museum, Nagarjunakonda",II century
Italy,1914,18810,MARZAMEMI,24,178,183,36.742,15.118,24 sestertii found with a ceramic vessel: Claudius I to Commodus (AD 180-183).,"Museum of Siracusa, Italy (inv.nos. 34791-34815, casette 195)",II century
Italy,1970,13870,MACERATA FELTRIA,38,180,182,43.803108,12.442751,38 bronze coins found in a small sewer found as one block: Vespasian - Commodus (AD,"Museo Archeologico Nazionale, Ancona, Italy (inv.nos. 8957 /30869; 8961/30873; 8963/30875-8964/30876; 8971/30883-9004/30916)",II century
Germany,1951,6947,GAUTING 1951,31,114,117,48.06,11.376,A hoard of 30 denarii and 1 as (Republic - Trajan) found by the west wall of a plaster layer during an excavation on Reismühler Straße.,NA,II century
Romania,1919,16419,DEVA 1919,10,138,141,45.8823,22.9051,"Unknown originally number of denarii. 8 denarii, 1 drachm of Dyrrachium and 1 denarius Antoninus Pius (Faustina I/Diva Faustina I) were recovered.",NA,II century
Hungary,1802,7487,SZÉKESFEHÉRVÁR 1802,3,145,161,47.186,18.422,"3 coins, unknown denomination: Trajan, Hadrian and Marcus Aurelius (Caesar) (AD 145-161).",NA,II century
India,1904,18362,ONGOLE,2,125,127,15.506,80.049,Two aurei were found on the banks of the Paleru river.,"Madras Museum, Chennai",II century
Egypt,1968,7787,EL-MANSHAH A45,102,149,150,26.475,31.8,102 billon Alexandrian tetradrachms found during excavations in the foundation of a house: Claudius I (Messalina) - Antoninus Pius (AD 149-150).,"The Egyptian National Museum, Cairo (inv.nos. 4/4/1968)",II century
Netherlands,1932,9995,RASQUERT 1932,15,174,175,53.3682,6.517,15 sestertii: Trajan - Marcus Aurelius (AD 174-175).,"Groninger Museum (12 coins), private collection (3 coins)",II century
Poland,1964,13509,SKIERNIEWICE-RAWKA,500,114,117,51.975,20.22,Around 500 denarii. Only three are known from Domitian and Trajan.,"Muzeum Archeologiczne i Etnograficzne w Łodzi, Poland (3 coins)",II century
"England, United Kingdom",1940,14854,SHERINGHAM,5,138,161,52.942494,1.1536802,"HER record of a first century hoard found on Sheringham Beach along with remains of a ceramic container, exposed through cliff erosion. Only 5 coins were examined but the hoard was much larger.",NA,II century
Greece,1987,6889,SEVASTI 1987 GRAVE 4,2,177,192,40.359,22.544,"The hoard comprised 2 Roman Provincial coins: Dion (1 Antoninus Pius), Thessalonica (1 pseudo-autonomous Commodus), found in grave 4 in Sevasti.","Archaeological museum, Thessaloniki",II century
Germany,1955,16590,HEIDELBERG-HANDSCHUHSHEIM,10,161,176,49.428761,8.68533,In 1955 during ground work at a cemetery children randomly found a Roman hoard with a large quantity of coins. All coins except for the 10 described here (sestertii ranging from Vespasian to Marcus Aurelius) were dispersed. The true size of the hoard is unknown.,NA,II century
Germany,1932,16572,KEMPTEN-LINDENBERG II,15,161,169,47.7271,10.327,A small hoard consisting of 15 bronze coins ranging from Hadrian to the reign of Marcus Aurelius was found in 'Haus V der Kiesgrube Lerpscher' during excavations in 1932.,NA,II century
Poland,1903,13725,BÓGPOMÓŻ,52,134,138,52.751044,18.980773,"52 denarii of Hadrian of only three RIC types: RIC 119, 256, 339 (AD 134-138). Found together with some bits of amber.",Unknown,II century
Germany,1908,15473,UNTERAMMERGAU 1908,106,184,184,47.617019,11.023929,"A Roman coin hoard consisting of 106 denarii (Republic - Commodus) was discovered in 1908 during the renovation of a grinding mill, 2 km south-west of Unterammergau. The hoard was in earthenware jar, that had apparently been placed between rocks. The coins are now lost.",NA,II century
Czech Republic,1881,15961,POŠTORNÁ,4,141,160,48.74849,16.869859,"4 denarii: Vitellius, Nerva, Trajan, Antoninus Pius (Diva Faustina I) (AD 141-160).",NA,II century
Italy,1934,12485,BASSANO DEL GRAPPA 1934,112,193,196,45.7667,11.7346,The hoard comprised 112 sestertii: Trajan-Septimius Severus (98-196 AD).,"City Museum Vinkovci, Croatia",II century
Ukraine,2017,20669,SUMY REGION 2017/2018,243,193,193,51.0966125401,34.0484527866,"A hoard of 243 Roman imperial denarii and their barbarian imitations was discovered by a treasure hunter in late 2017 or early 2018 in the Sumy region. On January, 11, 2018, information and photos of the coins were published on the Ukrainian treasure hunting forum Violity. The finder reported that the coins were allegedly found in his vegetable garden (a common formula of Ukrainians treasure hunters to conceal information about the place of discovery). Photos of the coins have not been preserved. Forum experts have identified the coins as “standard”, singling out only separate coins of Trajan, Hadrian, Antoninus Pius (incl. for Faustina I), Marcus Aurelius (for Faustina II and for Lucilla) and Didius Julianus. In January 2018, the coins were sold in several lots at the Violity auction.",Sold,II century
Netherlands,1952,5268,BARGER COMPASCUUM,312,187,188,52.755,7.042,"311 denarii and 1 drachm, ranging from Nero to Commodus (AD 187-188), found in a leather purse while cutting peat.",Drents Museum,II century
Romania,2022,20605,BISTRIȚA - POȘOT FOREST,20,188,189,47.10860301561,24.491110908423,20 denarii: Trajan - Commodus (AD 188-189). Among them two imitations. Together it was found an iron axe typical for the Chernyakhov culture (4th-5th centuries AD).,"Complexul Muzeal Bistrița-Năsăud, Bistrița, Romania",II century
Portugal,1954,5476,BRAGA AREA,170,167,168,41.545,-8.427,The hoard comprised 171 aurei and 1 denarius from Nero to Marcus Aurelius.,"União de Bancos Portugueses. Fundação Millenium, Oporto, Romania",II century
Ukraine,2017,20696,TERNOPIL AND IVANO-FRANKIVSK REGIONS – BOUNDARY,500,161,180,49.0467154728,24.9218748735,"A hoard of about 500 Roman imperial denarii: Nero - Marcus Aurelius (AD 161-180) was discovered by a treasure hunter somewhere near the Dniester, on the borderland of the Ternopil and Ivano-Frankivsk region. The hoard was found in a pot (a few fragments are preserved). Several coins were glued to the fragments of the vessel. The coins are quite well preserved (minimal wear). Deposit was not published on Violity, and was immediately sold to one of the collectors. The further fate of the coins is unknown.",Sold,II century
Denmark,2016,20016,MAGLEBRO,17,178,191,55.609558501049,11.986834980201,Denarius hoard consisting of 17 denarii. Vespasian to Commodus.,NA,II century
Bulgaria,1990,2686,GIGEN 1990,30,161,180,43.708,24.466,(ca.30) 12 sestertii and dupondii: Trajan - Marcus Aurelius (AD 161-180).,"Regional History Museum, Pleven, Bulgaria; auxiliary fund, inv.no. 693",II century
"Wales, United Kingdom",1964,1378,CAERLEON FORTRESS BATHS 1964,7,103,111,51.604834,-2.9688399,1 dupondius and 6 asses (Vespasian to Trajan) discovered beneath the concrete bedding for the flagstones at the south-eastern end of the basilica.,"National Roman Legion Museum, Caerleon",II century
Greece,1976,6865,IERISSOS 1976,3,138,161,40.398,23.877,"The hoard comprised 3 Roman Provincial coins: (Cassandrea, Philippi, Koinon of Macedonia), found in grave 589 in Ierissos.","Archaeological museum, Thessaloniki",II century
Poland,1875,16201,MACIEJOWICE,32,193,193,52.046747,22.575385,Unknown original number of denarii. 32 denarii have been studied: Vespasian - Septimius Severus (AD 193).,NA,II century
Poland,1957,16211,JĘDRZEJÓW - SURROUNDINGS,13,177,178,50.641988,20.305877,13 denarii from a discovery in the surroundings of the city: Vespasian - Marcus Aurelius (AD 177-178).,NA,II century
Germany,1853,17179,KLEINWÖRDEN,3,176,180,53.66137,9.25811,In 1853 not far from the Oste river during earthworks three bronze coins (Marcus Aurelius) were found at a depth of 10 feet. Pit holes and other remains indicate a settlement.,NA,II century
Poland,1909,13513,SOPOT,81,161,176,54.441944,18.559722,81 denarii found with a ceramic vessel while building a new house: Otho - Marcus Aurelius (Faustina II) (AD 161-180).,"National Museum of Gdańsk, Poland",II century
Netherlands,2001,9937,LEIDSCHENDAM 2001,2,138,161,52.0847,4.3953,2 sestertii of Antoninus Pius,Private collection,II century
Slovenia,1937,8847,ULAKA,5,173,174,45.71496,14.46409,5 sestertii ranging from Antoninus Pius - Marcus Aurelius (AD 173-174). Part of a larger hoard.,"Narodni muzej, Ljubljana, Slovenia; 5 coins; dispersed.",II century
Denmark,2013,20015,EGHOEJ,14,140,161,55.633531,11.871495,Denarius hoard consisting of 14 denarii found with metal detectoring. Galba to Antoninus Pius.,NA,II century
Austria,1960,2849,ILLMITZ,157,162,163,47.762,16.8,157 coins found in a ceramic vessel: Mark Antony - Marcus Aurelius (AD 162-163).,"Landesmuseum Burgenland, Eisenstadt, Austria; inv.no. 24.929",II century
Georgia,1954,18182,TSEBELDA,6,139,139,43.0253,41.2836,"Six silver coins minted in Caesarea of Cappadocia: Nerva, Trajan 2, Hadrian 2, Antoninus Pius. According to Pachomov they are coming from a destroyed burial ground. a plausible hypothesis as Kropotkin (2005) mentioned other similar coins found in graves (p. 267; nos. 1927, 1928, 1944).","National Museum of History, Moscow, Russia (inv.no. 84974)",II century
France,1881,7128,AUTUN 1881,9,138,161,46.959,4.298,"The hoard comprised 9 aurei found near the 'Caserne' of Autun. The aurei dated from Vespasian to Faustina I, and may be just a small part of a more important hoard.",NA,II century
France,1909,5684,LA FEUILLIE,100,161,180,49.462537,1.5140229,The hoard comprised 'a vessel containing 100 sestertii': Antoninus Pius - Marcus Aurelius (AD 161-180).,NA,II century
Italy,1830,17459,SPADAFORA,200,138,161,38.2219,15.377,200 bronze coins: Domitian - Antoninus Pius (AD 138-161).,NA,II century
Russia,2012,13858,RAKSHA,18,192,192,53.553714563073,41.616499090234,18 denarii were discovered in the vicinity of the village of Raksha. Fifteen were documented: Vespasian - Commodus (AD 192).,Unknown private collection,II century
Sweden,1931,15529,GANDARVE 1931-1939,4,163,165,57.1953,18.3958,"4 denarii part of a hoard found on the same field like GANDARVE 1927, 1928, 1928-1931: Hadrian, Antoninus Pius, Diva Faustina I, Lucius Verus (AD 163-165).","Collection Hilding Arwidsson, Rone, Finland",II century
Netherlands,1878,9886,EENUM,40,159,160,53.339,6.78,Around 40 silver coins. Only 4 denarii of Antoninus Pius are known.,NA,II century
"England, United Kingdom",1972,14563,TRETHURGY ROUND,9,181,181,50.361855,-4.771137,"3rd century. ""Six coins, a small mid-3rd century AD hoard, found in soil (751A), 3 sealed by east wall (763) of Structure Y [a trapezoidal stone-walled enclosure appended to inner wall face of the round]. Another coin found in (728), the surface of Structure Y, & 2 more in overlying soil (785). These 3 coins of similar date & condition, & formed part of scattered hoard.",NA,II century
Sweden,1967,15547,LILLA HAVOR,7,180,192,57.191158,18.312664,7 denarii: Trajan - Commodus (AD 180-192) found in an Iron Age warrior grave.,NA,II century
Italy,1935,12505,MUSSOLENTE 1935,118,183,183,45.7812,11.7983,The hoard comprised 118 sestertii found with a ceramic vessel: Domitian-Commodus (90-183 AD). Most of the coins are kept in a private collection (Antonio Egger).,Museo Civico di Bassano (26 coins); Museo Bottacin di Padova (6 coins); private collection Egger family (86 coins).,II century
"England, United Kingdom",1884,14607,WOODCUTTS COMMON,36,154,161,50.96141,-2.0583287,"Hoard of 36 coins (31 bronze and 6 silver) ""from 76 BC to AD 180 or 270"" found during Pitt Rivers' excavations at the settlement site of Woodcutts, Sixpenny Handley. Said to have been found with the remains of a bronze-mounted casket near a hearth, possibly within a house.""... the discovery here, within an oblong area of ' depression ' and near a hearth, of the remains of a bronze-mounted ornamental casket, with glass, a silver spoon, a penannular brooch, etc., and 31 bronze and 6 silver coins, from Claudius I to Claudius II (268-70)"". (Hawkes, C.F.C. 1947, 'Britons, Romans, and Saxons Round Salisbury and in Cranborne Chase: reviewing the excavations of General Pitt-Rivers, 1881-1898' Archaeological Journal 104, p.46).",NA,II century
Hungary,1920,13135,ZALAHOSSZÚJFALU 1920,350,161,180,46.761,17.103,Unknown initial number of coins found with a ceramic vessel. 350 coins were basically examined : Vespasian - Marcus Aurelius (AD 161-180).,"Balaton Museum Keszthely (312 coins); Magyar Nemzeti Muzeum, Budapest (38 coins), Hungary",II century
Poland,1900,13644,ZGNIŁOBŁOTY,2,166,176,53.28031,19.231665,Two denarii issued by Marcus Aurelius (AD 166-176) were bought from the same local person.,NA,II century
France,1825,5720,SAINT-RÉMY-BOSCROCOURT,150,138,161,50.0091,1.3948,The hoard was found in a broken ceramic vessel. It comprised approximately 150 'large bronzes' likely to be sestertii. The hoard was discovered by a farm labourer on the plain of Saint-Rémy.,NA,II century
France,1909,8723,ANNECY 1909,8,180,192,45.912,6.12,"8 bronze coins: 5 sestertii, 1 dupondius, 1 as, 1 AE: Hadrian - Commodus (AD 180-192).","Musée d'Annecy, France",II century
Austria,1915,6152,ERLAUF,64,161,180,48.184375922476,15.184988407286,64 denarii from Vespasian to Marcus Aurelius (AD 161-180).,NA,II century
Poland,1865,13555,WROCŁAW-POŁUDNIE,5,161,169,51.045701,16.916551,"Unknown number of coins found during construction work. Only five denarii are known: Republic, Vitellius, Antoninus Pius (2), Lucius Verus.",Before World War II some of the coins from the hoard were kept in the collections of the St. Elisabeth Gymnasium in Wrocław (Sankt Elisabet- Gymnasium in Breslau). Lost,II century
Russia,1838,18200,MORSHANSKOYE 1838,759,180,192,54.858414366883,20.508979159068,Hoard of 759 bronze coins: Trajan - Commodus (AD 180-192). Uncertain whether is part of MORSHANSKOYE 1838 hoard (?) or a separate one.,NA,II century
Spain,1856,17572,DEHESA DE ABAJO,125,103,117,37.692566667214,-6.3162086039794,Hoard of 125 denarii. The large majority belong to Trajan including the title DACICVS. The hoard was found with two silver vessels embedded each other.,NA,II century
Belgium,1844,8303,WULVERGEM,270,180,192,50.76,2.852,"270 coins. Only 10 sestertii are known: Trajan, - Commodus (AD 180-192).","Collection vicar Verstraete, Kortrijk, Belgium (c. 155 coins), in 1846; collection .C. Lefèvre,Brugge, Belgium (10 coins), in 1846",II century
Germany,1867,17183,GRÄPEL,364,191,192,53.567856,9.179743,In 1867 west of Gräpel on the right bank of the Oste river coins were found 2 ft deep during the removal of sand from a ridge of hills. The find totals ca. 350+ denarii (Augustus? - Commodus).,NA,II century
Egypt,1977,7804,MALLAWI A62,161,161,168,27.733,30.84,"151 billon Alexandrian tetradrachms, 9 Greek bronzes, 1 provincial bronze and 1 ring: Ptolemaic dynasty - Marcus Aurelius (Lucius Verus) (AD 166-167). Reported to have been found in an alabaster container. Mixed up with another hoard of over 130 coins not identified.",Dispersed. Handwritten list in London,II century
Austria,1955,6168,OSTRIACH,50,169,169,46.664,13.976,50 denarii found in the debris from a house foundation: Mark Antony - Marcus Aurelius (AD 169).,"Kärntner Landsmannschaft, Klagenfurt, Austria (46 coins); private collection (2 coins), lost (unknown number)",II century
Austria,1964,13144,DORNHOF,79,134,138,46.774,14.331,"79 coins: 6 denarii, 45 sestertii, 16 dupondii, 12 asses found with shreds from the ceramic vessel: Galba - Hadrian (AD 117-138).","Kärnten Landesmuseum, Klagenfurt, Austria",II century
Bulgaria,1967,2675,CHERVENA VODA 1967,900,119,119,43.806,26.102,"(ca. 900) 889 denarii: 46 republican, 843 imperial: Republic - Hadrian (AD 125-128). Found in two vessels.","Regional Museum of Russe, Bulgaria; inv.no. 1618 (889 coins)",II century
Austria,1850,6150,EBERSTALLZEL,2,138,161,48.044,13.981,Hoard of unknown number of bronze coins. 1 coin of Antoninus Pius and 1 of Faustina I (Augusta/Diva) were seen.,NA,II century
Netherlands,1986,9910,HAPS 1986,64,177,178,51.689,5.862,"64 bronze coins: sestertii, dupondii and asses: Augustus - Marcus Aurelius (AD 177-178).",Private collection / ROB.-Amersfooort,II century
"England, United Kingdom",1725,61,WYCOMBE (WEST WYCOMBE?),4,161,162,51.638691,-0.80202257,"Two coins of Antoninus Pius, one Marcus Aurelius and one of Hadrian found in 1725, as part of a large 'parcel' of coins.",NA,II century
Belarus,1968,17433,ALIEKŠYCY (ŽUKIEVIČY),446,194,195,53.339356,23.950584,"The first 20 (?) denarii from the hoard were discovered by schoolchildren in 1968, eight of them were transferred to the Coin Room of the Belarusian State University. V. Ryabtsevich tried to establish the place where the hoard was found, but to no avail. In the first hoard's publication the village of Žukievičy was named as its location. After that, at the hoard's place, amateurs conducted further searches for it. Separate denarii were found, two of which (Trajan and Antoninus Pius) were transferred by V. Kakareka to the Coin Room of the Belarusian University. The rest of the hoard was discovered by treasure hunters in 2011 near the village of Aliekšycy: 426 denarii and 18 fragments of brooches, which were donated to the Museum of the National Bank of the Republic of Belarus. Later, 10 more coins were transferred there. In total, 446 coins are known from the hoard (Vespasian-Septimius Severus).",Coin Room of the Belarusian State University (10 coins); Museum of the National Bank of the Republic of Belarus (436 coins),II century
Italy,1812,14251,SUSA,3561,169,169,45.137538,7.057285,"3,561 coins of Lucius Verus.",NA,II century
