lat,long,year_of_discovery,country,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,summary,disposition
49.943,3.533,1782,France,7109,GROUGIS,800,269,269,The hoard comprised an iron vessel containing between 700 and 800 coins of Elagabalus to Postumus (AD 260-269).,NA
46.1456329,2.405714,1783,France,3881,SANNAT 1783,300,253,268,"The hoard was discovered during antiquarian exploration of a Gallo-Roman site. It appeared to have been originally stored in a cabinet measuring 6 feet square and comprised more than 300 base-silver coins. According to the finder, villagers who knew the findspot continued to find coins in abundance there. 300 silver coins: Severus Alexander - Valerian I and Gallienus/Gallienus (sole) (AD 253-268); silver weight: 76.1-710.8+g.",NA
50.514,4.01,1784,Belgium,3189,CASTEAU 1784 1,600,253,260,(6-700) 23 coins silver coins: Marcus Aurelius - Valerian I (AD 253-260).,"Collection marquis of Chasteler, in 1784"
50.105,1.837,1785,France,7392,ABBEVILLE,200,0,260,The hoard comprised 200 sestertii with no further information about the composition given.,NA
14.45,79.99,1786,India,18500,NELLORE,40,141,141,"About 40 aurei were found by a peasant while he was digging, he also found a Hindu temple. This is the earliest recorded find of Roman coins on Indian soil. The hoard seems to have consisted exclusively of second-century coins.",NA
52.078174,0.43555066,1787,UK,15203,HAVERHILL,50,-80,-60,"Four large gold pieces, and imbedded in clay 40-50 more, found in 1787-8 on land belonging to Haverhill Place. This hoard was thought by Robertson to be late empire but seems to be Iron Age according to additional information found by P de Jersey (2015).",NA
54.138517,19.460131,1788,Poland,13662,GRONOWO GÓRNE,6,461,465,"Six solidi found between 1788 and 1887 within the same village. Probably belonging to a larger hoard: Valentinian III 2, Theodosius II 2, Leo I 1, Libius Severus 1 (AD 461-465).",Museum of Archaeology and History in Elbląg (Elbing) (until 1944)
49.294,2.444,1789,France,7221,LAIGNEVILLE,11,260,269,The hoard was enclosed or set within a square-cut stone and comprised 11 antoniniani (radiates) from Valerian I and Gallienus to Postumus (including E.384 and E.385).,Musée de Beauvais
43.310172511723,-1.9125244513614,1790,Spain,17589,BERAÚN,3,138,141,"Three aurei; Hadrian 2, Antoninus Pius for Faustina I.",NA
50.680829,-2.6524445,1791,UK,531,PUNCKNOWLE 1791,1200,43,402,About 1200 coins were turned up by the ploughshare in the year 1791 in an arable field known by the name of Walls. They had been deposited in an earthen vessel. Undated.,NA
51.480666,4.957669,1792,Netherlands,9840,ALPHEN,6,275,270,6 uncertain imperial coins (Vespasian-Aurelian).,Private collection
49.332944,0.514088,1793,France,5813,TOURVILLE-SUR-PONT-AUDEMER,300,215,293,"The hoard comprised 'several hundred small bronze coins'. Canel distinguishes this hoard from those found in Préaux (TAF IV. 57). The hoard was near the top of the hill, close to the plough, approximately 1km from the ancient abbey of Saint-Léger.",NA
51.674349,-0.77215784,1795,UK,62,HUGHENDEN 1795,24,138,180,Hughenden - Upon Piggott Common: 24 Roman coins (copper) discovered 1795 in throwing up a bankan earthen vessel about 18 inches below the surface.,NA
48.16238,10.28894,1797,Germany,16573,OGLISHOFEN,43,258,259,"In 1797, a farmer found many Roman silver coins in a smashed earthenware container, within the celtic enclosure of Oglishofen. Today there are 31 specimens of this find identified in the Maximillian museum, 12 specimens could be added here based on a previously published list.",NA
48.01,0.1924,1798,France,3310,LE MANS 1798,174,253,268,"The hoard comprised a ceramic vessel containing 460 silver coins. Auvray mentions Gordian III, Philip, Trajan Decius, Volusian, Trebonianus Gallus and Valerian. In 1834, Pesche compiled a more complete catalogue. His source (although he does not acknowledge it) appears to be a manuscript held by the Sociétè d'Agriculture which describes Roman coins found in the city of Le Mans and its environs. Pesche adds to his catalogue coins of Marcus Aurelius, Faustina II, Lucius Verus, Lucilla and Pupienus. It is not clear whether these coins are part of the hoard. Silver: c.460 (1, 173) coins; silver weight: c. 576.7-1295.1g.",Prior Saint-Victeur
48.193,16.392,1799,Austria,8185,WIEN - RENNWEG 1799,279,161,180,"A hoard of 298 aurei dating from Nero to Lucius Verus was discovered in Vienna in 1799 during the construction of the Wiener Neustadt Canal. Of the 298 aurei, 24 were stolen and 274 initially were recovered. There is information for 279 coins: Nero - Marcus Aurelius (AD 161-180). The average weight of the coins was 6.3g.","Münzkabinett, Kunsthistorischen Museum, Vienna, Austria (191 coins)"
