country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition,century
Slovenia,1990,9060,LAŽE,22,147,161,45.735,14.069,22 asses: Augustus - Antoninus Pius (AD 145-161) .,"Narodni muzej Ljubljana, Slovenia, inv.no.: 9039-9060",II century
France,1881,7344,CLERMONT-FERRAND 1881,100,138,180,45.776,3.083,"The hoard comprised an earthenware vessel containing 100 Roman coins including denarii, sestertii and dupondii, nearly all issues of Antoninus Pius, Faustina I and Faustina II.",NA,II century
Belgium,1909,17417,MEUX-SAINT-DENIS,59,190,191,50.542388,4.791821,"Unknown originally number of coins. 59 bronze coins are known: 51 sestertii, 9 dupondii: Trajan - Commodus (AD 190-191).",Finder's collection,II century
Germany,1989,5481,REGENSBURG-KUMPFMÜHL,638,165,166,49.007871091391,12.082502204616,"The hoard was hidden inside the camp: 25 aurei, 610 denarii, 2 asses, 1 quadrans, as well as gold and silver jewelry in a bronze cauldron: Republic - Marcus Aurelius (AD 165-166).","Historischen Museum der Stadt Regensburg, Germany",II century
Italy,1925,12551,CAMIN,1081,193,193,45.401,11.944,"In 1925 a hoard comprising 1081 bronze coins, originally included in a pottery vessel, was found after agricoltural works. Coins inlcuded in this hoard returned to the finders and went missing, except for 1 sestertius of Didia Clara now kept in the Museum Bottacin in Padua. Only a brief report on the coins included in the hoard is now available.",NA,II century
Bulgaria,1935,10099,SMIRNENSKI 1935,11,138,161,43.6291,23.0311,Unknown quantity of silver and bronze coins found in a copper vessel. 11 coins in the History Museum in Lom: Trajan - Antoninus Pius (AD 138-161).,"History Museum, Lom Bulgaria; (11 coins)",II century
Portugal,1744,17595,BRAGA 1744,300,161,180,41.550070509781,-8.4269290383417,300 aurei: Nero - Marcus Aurelius (AD 161-180).,Dispersed,II century
Belgium,1993,9230,LIBERCHIES 1993-2003,10,117,138,50.5138,4.4212,"10 coins, a finger ring and a fibula in a wooden case with 3 hinges preserved",Musée communal des Beaux Arts et d'Archéologie de Nivelles,II century
Sweden,1895,15590,SKOTA,3,161,180,57.308191,18.360171,"Three denarii found on a field: Trajan 1, Lucilla 1, Faustina II/Lucilla 1","Swedish History Museum, Stockholm (inv.no. 9909)",II century
Egypt,2012,20922,AMHEIDA,850,138,161,25.6676117977,28.8706203539,"A hoard of ca. 850 Alexandrian tetradrachms (Nero to Antoninus Pius) found at Amheida (Dakhla/Dakhleh oasis) in area 4, divided in three textile bags, on top of a mudbrick debris layer filling pit F90, immedialely adjacent to the temple of Thoth.",NA,II century
Italy,1951,13812,GRELLO,39,161,161,43.208791,12.738033,39 Roman imperial denarii found with a ceramic vessel: Vitellius - Marcus Aurelius (AD 161-180).,NA,II century
Italy,1875,16189,PAGOGNA,35,138,161,46.07305,12.098898,"35 bronze coins: medallions and coins: Nero, Vespasian, Titus, Trajan, Hadrian, Antoninus Pius (AD 138-161).",NA,II century
Germany,1977,18670,DORMAGEN 1977,10,161,162,51.09683,6.83167,10 denarii (Vespasian - Marcus Aurelius) found corroded together with a bronze fibula and a clasp. They might have been contained in a purse.,NA,II century
Romania,2008,9140,JUPA 2008,7,180,192,45.466,22.189,7 sestertii: Trajan - Commodus (AD 180-192) found in a building from the military vicus.,"Centrul de Studii de Istorie și Arheologie, Timișoara, Romania; inv.no. 237/2005",II century
Switzerland,1965,6440,AIROLO TI - MADRANO 1965 / TOMB 1,8,161,161,46.526,8.628,"The hoard comprised 1 denarius (Diva Faustina I) and 8-9 aes coins ranging fro Hadrian to Faustina II. They were recovered during the excavation of a inhumation burial (tomb 1/1965) in the necropolis and were interpreted as the contents of a purse. Only 5 coins are preserved today, but descriptions of the other ones exist.","Ufficio dei beni culturali, Bellinzona (5 coins); lost (4-5 coins)",II century
Belarus,2010,20999,TSIAPY,28,191,192,53.691373443191,24.463800815609,Hoard of uncertain number of imperial denarii found while metal detecting. 28 coins were presented to the museum: Hadrian - Commodus (AD 191-192).,"Grodno State Historical and Archaeological Museum, Belarus",II century
Ukraine,1864,18193,BORINYA,100,180,192,49.07299521008,23.000729833964,Hoard of 100 denarii: Trajan - Commodus (AD 180-192).,NA,II century
Egypt,1909,7806,EGYPT A64,1300,171,172,26.821,30.802,"1,300 Provincial bronze coins of Alexandria: . 'Acquired in Egypt by Dattari, who sold it to Milne and Currelly.'","Partly in Oxford, partly in Toronto.",II century
Sweden,1894,15603,LILLA BLÄSNUNGS,2,163,164,57.68331,18.380685,"2 denarii: Vespasian (Domitian Caesar), Marcus Aurelius (AD 163-164); silver weight: 5.33 g.","Swedish History Museum, Stockholm (inv.no. 9960)",II century
Netherlands,1828,12563,VOORBURG-ARENTSBURG 1828 1,34,117,138,52.074,4.358,"34 coins found by Caspar Reuvens in 1828: 2 denarii, 3 sestertii, 15 asses, 6 dupondii, 6 dupondius/as, others unclear: Nerva - Hadrian (AD 117-138).",NA,II century
Germany,1908,17017,KASTELL ZUGMANTEL KELLER 208,6,140,143,50.18977,8.20364,"In 1908, 6 denarii (Domitian to Antoninus Pius) were found lying together at the entrance of cellar 208 (in the vicus surrounding the Roman fort).",NA,II century
Portugal,1877,12894,MEIXEDO,102,161,169,41.757205979668,-8.7043809517757,102 bronze coins found with an amphora and dispersed in the coin trade: Tiberius - Marcus aurelius (AD 161-180).,Dispersed,II century
Israel,2011,7733,AMAZIA,77,125,128,31.532975345013,34.913890505429,The hoard comprised 77 silver coins dated between 32/31 BC and AD 125-128.,Israel Antiquities Authority (IAA 139374-139452),II century
Netherlands,2017,12636,HAPS 2017,32,197,198,51.69,5.861,"32 coins: 1 republican denarius, 31 bronze coins: Augustus - Septimius Severus (AD 197-198).",NA,II century
Netherlands,1921,9893,FINKUM,26,194,194,53.278,5.757,"26 denarii found in three separate finds (1921, 1924, and 1946): Hadrian - Septimius Severus (AD 194).","Frisian Museum, Leeuwarden (nos. FML A 1373-1381)",II century
Albania,1941,9351,DURRËS 1941,3901,170,175,41.325,19.456,"This hoard was found in three ceramic pots and contained more than 4000 silver coins from which H. Ceka has published a total of about 3900 Roman Imperial coins in 1958. According to the publication of the hoard, which refers to the inquiry held by the Albanian Institutions at the time of the discovery, the hoard was constituted by silver coins and gold jewelry (rings, necklaces) but the latter was dispersed immediately after the discovery. Also, more than 100 coins were dispersed after the discovery. The coins are mostly Denarius dating from Nero to Marcus Aurelius (54-175 AD). Based on the numismatic data (there is no archaeological excavation that can help at the precision of the hoard's burying date), it should have been buried around or short after 170 AD.","The hoard is actually part of the collection of the Coin Cabinet, Institute of Archaeology, Albania",II century
Sweden,1918,15620,VARVSHOLMEN,5,172,173,56.669292,16.377053,"Five denarii: Vespasian, Hadrian, Antoninus Pius, Marcus Aurelius, Marcus Aurelius (Faustina II Augusta) (AD 172-173).","Swedish History Museum, Stockholm (inv.no. 16085)",II century
Belgium,1975,8521,POMMEROEUL 1975,7,181,180,50.462,3.713,Unknown originally number of coins found with a ceramic vessel. 7 sestertiiare known: Trajan - Commodus (AD 181).,NA,II century
"Scotland, United Kingdom",2008,18576,CLARKLY HILL,86,180,191,57.6967,-3.461,86 denarii: Mark-Antony - Commodus (Crispina) (AD 180-191).,NA,II century
Poland,1909,13438,IWNO,63,180,192,52.4039,17.2718,Unknown initial number of denarii. Sixty-three coins were seen in the collection of the Friends of sciences Society Collection in Poznań: Vespasian - Commodus (AD 180-192).,"Friends of sciences Society Collection, Poznań, Poland (63 coins)",II century
"Israel, Palestinian Territories",1970,8493,IDNA 1970,190,132,136,31.558055714586,34.97756926885,The hoard comprised approximately 40 tetradrachms and 150 denarii from the Second Jewish Revolt (AD 132-136).,NA,II century
"Israel, Palestinian Territories",1976,8499,DUMA,1200,132,136,31.4273,34.982,"The hoard comprised around 200 tetradrachms and 1,000 denarii from the Second Jewish Revolt (AD 132-136).",NA,II century
Romania,1994,9229,MANGALIA 1994,13,161,175,43.8188,28.549,"13 bronze coins: 4 sestertii, 2 dupondii, 7 asses: Claudius I - Marcus Aurelius (AD 161-175).","Muzeul de Istorie Națională și Arheologie, Constanța, Romania; inv.nos. 64682-64694",II century
Romania,1878,16303,SIGHETUL MARMAȚIEI,6,161,180,47.93873,23.876588,Unknown originally number of coins. Six denarii of Marcus Aurelius were seen.,NA,II century
Greece,2006,6858,PHILIPPOI 2006 T45,13,103,111,41.025,24.339,"13 coins (10 provincial coins of Philippi, 2 denarii of Trajan and 1 imperial bronze of Domitian) found in grave T45 in the eastern cemetery of Philippi.",NA,II century
France,1945,5863,TEILLÉ,16,138,161,47.461,-1.279,"The hoard comprised 16 coins with the denominations not given. The hoard was found on the Barre farm, while making repairs to the farmyard.",NA,II century
"England, United Kingdom",2011,14862,AMBER VALLEY 2011-13,9,166,180,53.055049,-1.4643516,"6 sestertii recorded with the PAS, 3 further from excavation of the site (see Amber Valley barbarous radiate hoard). Not classed as Treasure.",NA,II century
France,1864,8747,ARENTHON,2,161,180,46.106,6.334,"Funerary find: 2 aurei in a grave: Nero, Marcus Aurelius","Musée Château d'Annecy, France; Registre des entrées, III, f. 114, nos. 3558-3559",II century
France,1825,5720,SAINT-RÉMY-BOSCROCOURT,150,138,161,50.0091,1.3948,The hoard was found in a broken ceramic vessel. It comprised approximately 150 'large bronzes' likely to be sestertii. The hoard was discovered by a farm labourer on the plain of Saint-Rémy.,NA,II century
Romania,1971,16305,TĂMĂȘENI,52,161,180,46.993303,26.951325,Unknown originally number of coins. 52 denarii were found with a hand-made ceramic vessel: Mark Antony – Marcus Aurelius (AD 161-180).,"History Museum, Roman, Romania",II century
"England, United Kingdom",1837,1172,RIBCHESTER 1837,5,141,161,53.810102,-2.5329994,"5, or possibly up to 8 aurei, from Nero to Diva Faustina I (AD 161). 5 aurei are listed here, and the other 3 ones (Bland/Loriot 343-5) are listed separately as single gold finds.","Harris Museum, Preston (part); Blackburn museum (2 coins)",II century
Poland,1938,13533,WIELGIE,800,161,180,51.336389,18.713056,"Around 800 denarii, among them issues of Trajan, Hadrian and Marcus Aurelius.","Ethnographic Museum, Łódź, Poland (168 coins)",II century
Netherlands,2017,9923,HOLWERD,3,155,160,53.3684,5.901,"3 denarii (Antoninus Pius, 2 Marcus Aurelius Caesar) (AD 145-160).",Private collection,II century
"Israel, Palestinian Territories",1967,8466,IDNA 1967,25,132,136,31.557,34.979,"25 coins? ""Medium-sized hoard. Allegedly Bar Kokhba silver and bronze together with Syrian tetradrachms and Roman denarii"" (Mildenberg 1984, 56).",Dispersed,II century
Ukraine,1907,18301,KIREYEVKA,6,161,180,51.603943197666,32.584704442084,"Hoard of few kilos of denarii. Only 6 coins are known: Hadrian, Antoninus Pius 4, Lucilla.","Local museum, Sosnitski, Ukraine (inv.no. 1447-1452).",II century
Romania,1997,2589,SARMIZEGETUSA 1997,7,121,122,45.513,22.788,7 asses: Domitianus - Hadrianus (AD 121-122).,"Museum of Sarmizegetusa, Romania",II century
Bulgaria,1961,10101,SMIRNENSKI 1961,1481,169,170,43.6297,23.0328,"Unknown initial number of coins. 1,481 denarii: Nero - Marcus Aurelius (AD 169-170).","Regional History Museum, Vratsa, Bulgaria; inv.nos. M I 453-1933",II century
Germany,2019,17474,AMMERN,42,193,193,51.23517,10.45376,"42 denarii, ranging from Nero to Didius Julianus. It is unsure whether three antoniniani (1 Gallienus, 2 Probus) and 1 denarius of Elagabalus were part of the hoard as well.",NA,II century
Germany,1909,18897,FRÖNDENBERG,257,175,176,51.469736702367,7.7699997477814,A hoard of 257 denarii: Republic - Marcus Aurelius (AD 175-176).,"Museum, Dortmund (243 coins); the Ruhr Valley Museum in Schwerte and Fröndenberg (14 coins)",II century
Switzerland,1920,6529,ALLAMAN VD 1920,100,180,183,46.469308639871,6.4005748326422,"A hoard of approximately 100 sestertii, dupondii and asses (Augustus - Commodus), found 500 m east of the village of Allaman, while digging the ground to install phone cables. 58 coins are preserved today (= ca. 60% of the hoard). The coins were heavily worn.","Musée cantonal d'archéologie et d'histoire, Monnaies et Médailles, Lausanne",II century
Germany,1772,16642,JAGSTHAUSEN,4,138,180,49.309513,9.467756,"The hoard (4 coins, Republic - Faustina I/II) was found with around 20 coins in 1772 during the digging of a draw well in front of the castle. - not sure which castle is meant, as there are three of them in Jagsthausen.",NA,II century
Ukraine,1954,18289,MALIEVTSY,8,161,180,48.993493454437,26.985042192515,"Hoard of an unknown number of denarii. According to some incriptions the issuers were Antoninus Pius and Marcus Aurelius (ANTONINVS PIVS, ANTONINVS ARMENIACVS). Six or eight denarii were noticed.",Collection G.M. Lazarev,II century
Romania,1974,6156,HERTIOANA DE JOS,76,179,179,46.639,27.026,76 denarii found with a ceramic vessel: Otho - Marcus Aurelius (AD 179).,County Museum Bacău,II century
Poland,2009,13511,SŁOCHY ANNOPOLSKIE,53,134,138,52.394772,22.834857,"Around 70-80 denarii, 53 were recovered: Republic - Hadrian (AD 117-138).",NA,II century
Egypt,1931,18824,DIMAI 1931/1932,9,136,137,29.5334745,30.668916,"A hoard of 9 Alexandrian tetradrachms (Nero - Hadrian), found in house E.",NA,II century
Ukraine,2017,20697,TURBIV,1100,193,193,49.3426478661,28.7255613137,"A hoard of ca. 1100 Roman imperial denarii: Trajan - Didius Julianus (AD 193) was allegedly discovered by a treasure hunter in the late 2010s near the town of Turbiv in the Vinnytsia region. The coins had a strong degree of wear. This information cannot be verified, as neither the coins themselves nor their photographs are available. The further fate of the hoard is unknown.",NA,II century
Sweden,1901,15533,KÄRNA-KÄNNE 1901,2,186,186,57.245327,18.508032,Two denarii of Commodus (AD 186); silver weight: 4.66 g.,"Swedish History Museum, Stockholm (inv.no. 11470)",II century
Bulgaria,1965,3011,SEIDOL,103,197,198,43.402,26.51,103 denari: Vitellius - Septimius Severus (AD 197-198); silver weight: 262.8-420.7 g.,"History Museum, Razgrad, Bulgaria; inv.no. IF, hoard 12 (103 coins).",II century
France,1875,7068,SAINT-MARD,30,138,161,49.041,2.702,The hoard comprised a broken ceramic vessel containing 30 bronze coins of Antoninus Pius. A bronze bell was found at the same findspot.,NA,II century
Belarus,1993,17430,MALYECH,408,193,194,52.493064,24.738335,"The hoard was discovered in 1993 by Vasily Prigodich (excavator operator), during the digging in a chalk quarry (between the villages of Malyech and Kabaki). The coins were in a hand made pot. In total, the hoard contained 408 (or 409?) coins, but to study preserved only 383 denarii (Vespasian-Septimius Severus) and four barbarian imitations of denarii.",National Historical Museum of Republic of Belarus,II century
Serbia,1946,2781,GROCKA,149,168,180,44.67,20.717,"149 silver coins: 1 republican denarius, 147 imperial denarii, 1 drachm: Mark Antony - Marcus Aurelius (AD 168)","National Museum Belgrade, Serbia (149 coins) - 1981",II century
Belarus,1900,17422,SLONIM,44,180,192,53.0869,25.3163,"The hoard discovered no later than 1900; the total number of coins is unknown. A city dweller with the surname Shapiro bought 44 coins (Vespasian-Commodus; total weight 127.43 g), of which only eight were identified in the Imperial Archaeological Commission (by E. Pridik) and then were returned to the owner.",former Shapiro's collection; currently unknown,II century
Belgium,1934,8250,GRAND-LEEZ,17,186,187,50.582,4.767,17 sestertii: Antoninus Pius - Commodus (AD 186-187),"Collection L. Eloy, Namur, Belgium (14 coins), in 1966",II century
France,1909,5684,LA FEUILLIE,100,161,180,49.462537,1.5140229,The hoard comprised 'a vessel containing 100 sestertii': Antoninus Pius - Marcus Aurelius (AD 161-180).,NA,II century
France,1830,5485,LE BUIS,80,180,192,46.029,1.188,More than 80 gold coins were discovered as surface finds between 1830 and 1958: Domitian - Commodus (AD 180-192). Only seven of the coins were described sufficiently well to be accurately identified.,NA,II century
Germany,1986,16632,ROTTWEIL 1986,5,118,118,48.165388,8.628033,"5 denarii (Vespasian - Hadrian) found together in Rottweil, in the south of the Roman city (Parzelle 969/3, Firma Mahle).",NA,II century
"England, United Kingdom",2000,719,"PLANTATION PLACE, FENCHURCH STREET",43,174,174,51.503293,-0.085155684,"This hoard of 43 aurei, ranging from Nero to Marcus Aurelius, was discovered in June 2000 during the archaeological excavation at Plantation Place, Fenchurch Street, in the City of London. The coins were discovered in situ within a uniform context of silty brick-earth with organic inclusions. The absence of coins of Commodus suggests a deposition date probably no later than AD 180.",NA,II century
Poland,1875,16201,MACIEJOWICE,32,193,193,52.046747,22.575385,Unknown original number of denarii. 32 denarii have been studied: Vespasian - Septimius Severus (AD 193).,NA,II century
France,1963,5495,BORDEAUX 1963,86,197,197,44.838,-0.579,"The hoard comprised 86 sestertii from Vespasian to Septimius Severus, although the author proposes a deposition date in the reign of Postumus.",NA,II century
Slovakia,1836,8235,PODHÁJSKA-BELEK,21,161,180,48.105157,18.351571,21 denarii: Vespasian - Marcus Aurelius (AD 161-180).,NA,II century
Poland,1948,13520,SWARYCZÓW,95,193,193,50.6453,23.5737,Around 100 denarii found with a ceramic vessel. 95 coins provide information on issuers: Vespasian - Pertinax (AD 193).,NA,II century
"England, United Kingdom",1877,533,HANDLEY,639,194,196,50.961423,-2.0156118,"A hoard of ca. 639 Roman denarii, found in a 'crock' at Upwood Farm, near Handley, while digging up an allotment garden in 1877. A list of 571 coins (by emperor only, see NC 1950, pp. 311-312) was made by Dr. Blackmore who himself received 464 coins of the hoard. His list is as follows: Marcus Antonius 20, Nero 2, Galba 2, Otho 4, Vitellius 3, Vespasian 60, Titus 5, Domitian 31, Nerva 19, Trajan 55, Hadrian 78, Sabina 4, Aelius 4. Pius 79, Faustian I 44, Marcus Aurelius 63, Faustian II 23, Verus 14, Lucilla 13, Commodus 36, Crispina 5, Didius Iulianus 1, Severus 1, and Domna 1. What remains of these 464 coins is now preserved in the Dorchester Museum, but only 440 coins were catalogued by Roberston (NC 1950). These are all denarii (Mark Antony - Julia Domna), except for one Lycian drachm of Trajan.","County Museum, Dorchester (part)",II century
Ukraine,2015,18633,VYRIVKA,60,193,194,51.275537342248,33.138629431399,"60 denarii found, probably, with a ceramic vessel: Trajan - Septimius Severus (AD 193-194).",NA,II century
Spain,1913,12891,SALVATIERRA DE MIÑO,40,138,161,42.0805,-8.5037,40 bronze coins were discovered with a ceramic vessel. Only 24 have provided some information: Nero - Antoninus Pius (AD 138-161).,Lost,II century
Egypt,1900,7789,TELL UMM EL-BREIGAT A47,14,138,161,29.1078,30.7665,"14 Alexandrian coins: 13 tetradrachms, 1 drachm: Nero - Antoninus Pius (AD 138-161). Found during excavations.","Museum of Anthropology of the University of California, Berkeley, USA (1935)",II century
Bulgaria,1947,10303,ALFATAR 1947,52,138,161,43.9459,27.2859,Unknown number of denarii. V. Haralanov studied 52 pieces: Hadrian - Antoninus Pius (AD 138-161).,NA,II century
Sweden,1888,15585,HAVOR,121,194,195,57.191204,18.313522,121 denarii: Vespasian - Septimius Severus (AD 194-195); silver weight: 322.18 g.,"Swedish History Museum, Stockholm (inv.no. 8404)",II century
Italy,1970,13870,MACERATA FELTRIA,38,180,182,43.803108,12.442751,38 bronze coins found in a small sewer found as one block: Vespasian - Commodus (AD,"Museo Archeologico Nazionale, Ancona, Italy (inv.nos. 8957 /30869; 8961/30873; 8963/30875-8964/30876; 8971/30883-9004/30916)",II century
Austria,1915,6152,ERLAUF,64,161,180,48.184375922476,15.184988407286,64 denarii from Vespasian to Marcus Aurelius (AD 161-180).,NA,II century
"England, United Kingdom",1926,390,MALLERSTANG,138,137,138,54.395078,-2.3095346,"A hoard of 138 denarii (Galba - Hadrian), found at Sleddle Mouth, Mallerstang Edge, concealed in a hole in the ground and covered by a flat stone.",Carlisle Museum and Art Gallery (part); British Museum (part),II century
Ukraine,2023,20720,CHERKASY REGION 2023,4,193,193,49.2575505642,31.3370139893,"A small hoard of 4 Roman imperial denarii: Marcus Aurelius - Didius Julianus (AD 193) was discovered by a treasure hunter in early July 2023 somewhere in Cherkasy region. Information about the find and photos of the coins were published on the Ukrainian treasure hunter forum Violity July 3, 2023. The finder reported that the coins were discovered “in one small pit”. The further fate of the hoard is unknown.",NA,II century
Hungary,1995,18525,KECSKEMÉT-HETÉNYEGYHÁZA,48,192,192,46.944394750045,19.610492607613,Forty-eight Roman denarii were found with a ceramic vessel in the rubble of a Sarmatian house in 1995 in the area of ​​an Avar burial ground in Hetényegyháza.,NA,II century
Bulgaria,1980,10251,BABOVO 1980-1985 A,1600,138,161,43.9815,26.3013,1600 denarii found in a ceramic vessel - metal detecting - within an ancient settlement. The latest coins are from Antoninus Pius (AD 138-161).,NA,II century
Poland,1956,13536,WILKÓW,100,193,193,50.770833,23.765278,Circa 150 denarii. 100 were studied: Hadrian - Pertinax (AD 193).,NA,II century
"England, United Kingdom",2006,655,DYMOCK 2006,2,118,118,51.985693,-2.4236931,2 denarii of Hadrian,NA,II century
India,1948,18421,KADMAT ISLAND,15,180,180,12.309827874573,72.847331259132,"15 Roman gold coins described in the Madras Museum Accessions Register as 'purchases through individuals through the Collector of Canara'. It is unclear whether rhey represent a genuine hoard. Possible part of the cache of Roman coins dating from the first and second centuries A.D. was reportedly discovered some 600 kms. further to the north, on Kadmat Island in the neighbouring Laccadives group (Indian Union Territory of Lakshadweep) during 1948",Madras Museum Accessions Register,II century
"England, United Kingdom",1974,14931,PIERCEBRIDGE III,10,164,169,54.529849,-1.6770182,"10 coins found compacted together during excavations in Tofts Field in 1974. Recovered from surface of first re-metalling of Dere Street, to the east of the later fort, in Tofts Field.",NA,II century
Switzerland,2001,6446,AUGST BL-INS. 28 2001,10,183,185,47.531,7.723,"Found during excavations. Assemblage of 10 aes coins, Domitian to Commodus, in a roadside ditch, spread out over ca. 5x1 metres. The hoard comprised 3 dupondii and 7 asses.",NA,II century
"England, United Kingdom",2006,14578,BEMBRIDGE 2006,8,164,169,50.697133,-1.0951936,Three coins found together by a detectorist and recorded by M. Lyne. Details from HER.,NA,II century
Romania,2005,16021,MANGALIA 2005,15,134,138,43.8148,28.5605,Hoard of 15 imperial denarii found with a jug in an inhumation grave: Nero - Hadrian (AD 134-138).,NA,II century
Ukraine,2014,20688,UMAN - NEAR,126,193,193,48.7489649875,30.2217663866,"Hoard of 126 Roman imperial denarii was discovered by a treasure hunter on the outskirts of Uman in mid-November 2014. Information about the discovery of the treasure and a photo of 53 coins were published on November 16, 2014, on the Ukrainian treasure-hunting forum Violity. The finder reported that the treasure was found on November 13, 2014, in the forest on the outskirts of Uman. The coins were dispersed over a small area, and on the first day of the search, four treasure hunters managed to find 62 coins. On the second day, the search was continued by three treasure hunters, they found an additional 32 coins. On November 18, 2015, the same informant reported that a total of 126 coins had been discovered. The further fate of the coins is unknown.",NA,II century
"Wales, United Kingdom",1940,1785,PRESTEIGNE,33,166,166,52.264002,-2.997143,"At least 33 denarii (Vespasian to Marcus Aurelius) found in 1940 by gardeners engaged in converting a tennis court into a vegetable patch. Pye reports that the hoard was contained in a pot with a tile lid, since lost, and that one of the finders removed at least 27 of the coins, none of which were recovered. Four further reports of coins from Corton House appear in the Transactions of the Radnorshire Society over succeeding years; whether these were new discoveries at/near the same site or part of the original find is unclear. The original size of the hoard is, therefore, uncertain, and is likely to have been larger than the 33 denarii detailed here.",Radnorshire Museum (11 coins),II century
