creators,title,description,geoContext,minDate,maxDate,latitude,longitude
"J. Fossey, J. Morin",Chalcis,"Chalkis was a settlement on Euboea, inhabited from the sub-Neolithic period, which played an important role in Greek colonisation of the Mediterranean in the 8th century BC. It was part of the Delian League in the 5th century BC and the Second Athenian Sea League in the 4th century BC. In Hellenistic times it was one of the three 'fetters of Greece' used by Macedon to control Greece. It came under Roman control in 197 BC.","Khalkis, formerly Negroponte",-750,640,38.457139,23.621937
"M. Pearce, P. Tozzi",*Civitas Camunnorum,"An ancient place, cited: BAtlas 39 G2 *Civitas Camunnorum",Cividate Camuno,-30,640,45.94345,10.278604
"M. Šašel Kos, P. Kos",Arba,"An ancient place, cited: BAtlas 20 B5 Arba",on Rab Is. CRO,-550,640,44.754525,14.761834
C. Foss,Sora,"An ancient place, cited: BAtlas 86 C2 Sora",Zora/Kaleköy,300,640,41.139609,32.6224
R.B. Hitchner,Ain-Terguellache,"An ancient place, cited: BAtlas 32 E3 Ain-Terguellache",Ain-Terguellache,-330,640,36.94936,9.763712
"I.E.M. Edlund Berry, A.M. Small",Potentia,"An ancient place, cited: BAtlas 45 C3 Potentia",Potenza,-330,640,40.637601,15.801741
C. Foss,S. Mamas,"An ancient place, cited: BAtlas 53 B2 S. Mamas",Dolmabahçe?,300,640,41.03836,28.996951
T. Drew Bear,Akören,"An ancient place, cited: BAtlas 62 E2 Akören",Akören,-30,640,39.637436,30.646995
"H.S. Sivan, R.W. Mathisen",Senaparia?,"An ancient place, cited: BAtlas 14 G1 Senaparia?",Sennevières,300,640,47.106082,1.102094
"F.T. Hiebert, P.L. Kohl",Farkhar,"An ancient place, cited: BAtlas 99 D3 Farkhar","Farkhar, Dasht-i Bala AFG",-30,640,36.505788,69.908774
David Braund,Gratiana?,"An ancient place, cited: BAtlas 23 C3 Gratiana?",near Murighiol ROM,-330,640,45.036639,29.161736
"H.S. Sivan, R.W. Mathisen",Crovio,"An ancient place, cited: BAtlas 14 E1 Crovio",Crû?,300,640,47.251557,-0.219138
"St J. Simpson, F. Hiebert, P.L. Kohl",Andkhui,"An ancient place, cited: BAtlas 98 F2 Andkhui","Andkhui, AFG",300,640,36.925904,65.119297
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Tell Tawila,"An ancient place, cited: BAtlas 89 C4 Tell Tawila","Tell Tawila, IRQ",-30,640,36.677162,40.293383
H. Bender,Maladers,"An ancient place, cited: BAtlas 19 B3 Maladers","Maladers, SWI",-330,640,46.836367,9.559521
R.J.A. Wilson,Hybla Heraia,"Hybla Heraia (modern Ragusa) was an indigenous center of ancient Sicily that came into contact with Greek and, later, Roman and Byzantine cultures.",Ragusa Ibla,-750,2100,36.9266329,14.7472493
C. Foss,Heraion/Hiereia,"An ancient place, cited: BAtlas 53 B3 Heraion/Hiereia",Fener burnu,300,640,40.969562,29.033945
R.B. Hitchner,Thimida Bure,"An ancient place, cited: BAtlas 32 D4 Thimida Bure",Kouchbatia,-330,640,36.489223,9.131302
E.W. Haley,Lansbrica/Lais,"An ancient place, cited: BAtlas 24 C2 Lansbrica/Lais",Lás (S. Amaro),-330,640,42.359912,-8.030578
H. Bender,Praha,"An ancient place, cited: BAtlas 12 H2 Praha","Praha, Prague (Bubeneč, Hrdlořezy, Kobylisy, Michle) CZE",-30,640,50.087986,14.420614
J.J. Wilkes,Zlot,"An ancient place, cited: BAtlas 21 D5 Zlot","Zlot, YUG",-30,640,44.013358,21.984905
"F.T. Hiebert, P.L. Kohl",Mirazakul tepe,"An ancient place, cited: BAtlas 99 B2 Mirazakul tepe","Mirazakul tepe, UZB",-30,640,37.242653,67.321247
"J. Fossey, J. Morin",Daphnous,"An ancient place, cited: BAtlas 55 D3 Daphnous",Ag. Konstantinos,-750,640,38.748674,22.878861
S.T. Parker,Arindela,"An ancient place, cited: BAtlas 71 B4 Arindela",Gharandal,-30,640,30.729289,35.650694
"P.-L. Gatier, T. Sinclair",Catabana,"An ancient place, cited: BAtlas 67 E2 Catabana",(Old) Bağdin,-30,640,37.467406,37.34102
G. Wagner,Beleida,"An ancient place, cited: BAtlas 79 C3 Beleida",Beleida,-30,640,25.442969,30.49563
H. Bender,Kelheim,"An ancient place, cited: BAtlas 12 E4 Kelheim",Kelheim,-330,640,48.9156805,11.8528495
M.U. Erdosy,Kalmunai,"An ancient place, cited: BAtlas 5 inset Kalmunai","Kalmunai, SRI",300,640,7.396337,81.835714
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",U092,"An ancient place, cited: BAtlas 93 B2 U092","U092, part of Ishin al-M'ammar IRQ",-750,640,31.632631,45.70778
E.W.B. Fentress,Cedias,"An ancient place, cited: BAtlas 34 F2 Cedias",Henchir Ounkif,-30,640,35.255479,7.274729
S. Loseby,Lombren,"An ancient place, cited: BAtlas 15 D1 Lombren",Lombren,-750,2100,44.190374,4.657828
J.H.F. Bloemers,Beelen,"An ancient place, cited: BAtlas 10 E5 Beelen","Beelen, GER",-30,640,51.931149,8.114153
J.H.F. Bloemers,Wijster,"An ancient place, cited: BAtlas 10 C4 Wijster",Wijster,-30,640,52.815232,6.515659
T.B. Mitford,Zara,"An ancient place, cited: BAtlas 64 F1 Zara",Zara,-30,640,39.89671,37.755439
"T. Sinclair, David Braund",Ad Vincesimum/Magnana,"An ancient place, cited: BAtlas 87 E4 Ad Vincesimum/Magnana",Maçka,-30,640,40.810026,39.617574
"E.M. Meyers, J.P. Brown",Arbela,"An ancient place, cited: BAtlas 69 C4 Arbela",Irbid JOR,300,2100,32.556411,35.848706
G. Wagner,el-Qasr,"An ancient place, cited: BAtlas 79 D5 el-Qasr",el-Qasr,-30,640,24.486558,30.619062
"A. Bursche, R. Warner",Vallhagar,"An ancient place, cited: BAtlas 2 G2 Vallhagar","Vallhagar, SWE",300,640,57.333805,18.209431
W.V. Harris,Hatria (Picenum),An ancient city of Picenum that may have originated as colony established by Etruscans from Adria in the Veneto region. An alternate narrative suggests that the city's origins may be as a late sixth century B.C. colony founded by Aegina.,Atri,-750,640,42.5802,13.981081
C. Foss,Yılanlı,"An ancient place, cited: BAtlas 86 C3 Yılanlı",Yılanlı,-30,640,40.433652,32.154288
D.F. Graf,Abu el-Nusur,"An ancient place, cited: BAtlas 76 G1 Abu el-Nusur","Abu el-Nusur, JOR",-330,640,30.008124,35.487534
R.B. Hitchner,Djebel Touta,"An ancient place, cited: BAtlas 32 E3 Djebel Touta",Djebel Touta,-30,640,36.882914,9.516334
"M. Pearce, P. Tozzi",Voberna,"An ancient place, cited: BAtlas 39 H2 Voberna",Vobarno,-30,640,45.64235,10.50093
D.J. Mattingly,Zuila,"An ancient place, cited: BAtlas 36 E5 Zuila",Zuila,-30,640,26.159645,15.136895
"C. Foss, G. Reger",Pisye,"An ancient place, cited: BAtlas 61 G3 Pisye",Pissiköy,-330,640,37.18655,28.287227
C. Foss,Çetikören,"An ancient place, cited: BAtlas 86 B3 Çetikören",Çetikören,-30,640,40.685453,31.915543
C. Foss,Bithynion/Claudiopolis/Hadriana,"An ancient settlement in Bithynia, modern Bolu in Turkey.",Bolu,-1750,2000,40.7561925,31.5858565
"F. Hiebert, P.L. Kohl, St J. Simpson",Haroba koshuk,"An ancient place, cited: BAtlas 98 C1 Haroba koshuk","Haroba koshuk, TKM",300,640,37.616681,62.149999
"R.W. Mathisen, H.S. Sivan",Loudun,"An ancient place, cited: BAtlas 14 F2 Loudun",Loudun,-30,640,47.009093,0.081864
"J. Fossey, J. Morin",Olmones,"An ancient place, cited: BAtlas 55 E3 Olmones",N Pavlon,-550,640,38.541908,23.098888
H. Bender,Altenstadt,"An ancient place, cited: BAtlas 19 C2 Altenstadt","Altenstadt, GER",300,640,47.823158,10.872233
"M. Pearce, P. Tozzi",Bergomum,"Originally a center of the archaic Golasecca culture, Bergomum became a municipium of the tribus Voturia. In 452 Attila captured and razed the city.",Bergamo,-550,640,45.694909,9.669949
"C. Foss, S. Mitchell",Sidyma,A town of Lycia located on the southern slope of Mt. Cragus and northwest of the mouth of the Xanthus river.,Dodurga,-330,640,36.4095586716,29.1926182426
"Jr., F.H. Stanley, R.C. Knapp",Arcos de la Frontera,"An ancient place, cited: BAtlas 26 E5 Arcos de la Frontera",Arcos de la Frontera,-30,1453,36.750651,-5.812505
"H.S. Sivan, R.W. Mathisen",Noviodunum?/Nevirnum?,"An ancient place, cited: BAtlas 14 I1 Noviodunum?/Nevirnum?",Nevers,-330,640,46.9871685,3.159551
S. Mitchell,*Anzoulada,"An ancient place, cited: BAtlas 63 C4 *Anzoulada",probably at Oğuzeli,300,640,38.339036,33.075334
"H.S. Sivan, R.W. Mathisen",Alingo,"An ancient place, cited: BAtlas 14 E4 Alingo",Langon,-30,640,44.555584,-0.249733
"I.E.M. Edlund Berry, A.M. Small",Calle,"An ancient place, cited: BAtlas 45 D3 Calle",Calle,-30,640,40.683925,16.133766
"M. Pearce, P. Tozzi",Sebuinus Vicus,"An ancient place, cited: BAtlas 39 D2 Sebuinus Vicus",Angera,-30,640,45.774415,8.571296
T. Drew Bear,Diokleia,"An ancient place, cited: BAtlas 62 C4 Diokleia",Ahırhisar,-30,640,38.6638015,29.88814
"C. Haselgrove, J. Kunow",Geisskopf,"An ancient place, cited: BAtlas 11 H4 Geisskopf","Geisskopf, GER",300,640,48.393445,7.990365
T.W. Potter,Manliana,"An ancient place, cited: BAtlas 30 D4 Manliana","Khemis Miliana, formerly Affreville",-30,640,36.26087,2.220412
J.H.F. Bloemers,Ezinge,"An ancient place, cited: BAtlas 10 C3 Ezinge",Ezinge,-30,640,53.311169,6.439244
"C. Foss, G. Reger",Stadia,"An ancient place, cited: BAtlas 61 F4 Stadia",Datça,-30,640,36.742208,27.648272
T. Drew Bear,Panasion,"An ancient place, cited: BAtlas 62 C4 Panasion",Banaz Köy,-30,640,38.765879,29.753273
C. Foss,Drepanon/Helenopolis,"An ancient place, cited: BAtlas 52 F3 Drepanon/Helenopolis",Hersek,-30,640,40.721717,29.502087
D.F. Graf,Tell Mahrad,"An ancient place, cited: BAtlas 76 D4 Tell Mahrad",Tell Mahrad,300,640,28.709147,33.591143
R.B. Hitchner,*Giufi,"An ancient place, cited: BAtlas 32 E3 *Giufi",Henchir-Bir-Mcherga,-30,640,36.52,9.959979
"Jr., F.H. Stanley, R.C. Knapp",Moura,"An ancient place, cited: BAtlas 26 C3 Moura","Moura, POR",-550,640,38.144138,-7.449427
C. Foss,Poleatikon,"An ancient place, cited: BAtlas 53 B3 Poleatikon",Bostancı,300,640,40.956377,29.088941
R. Müller Wollermann,Euhemereia,"An ancient place, cited: BAtlas 75 D2 Euhemereia",Qasr el-Banat,-330,2100,29.383296,30.533289
"A. Hausleiter, M. Roaf, E.J. Keall",KS126,"An ancient place, cited: BAtlas 92 D4 KS126",KS126,300,640,32.371016,48.192284
"E.M. Meyers, J.P. Brown",Kaparasima,"An ancient place, cited: BAtlas 69 B4 Kaparasima",Kafr Sumei'? ISR,-30,640,32.964971,35.303053
E.W. Haley,Lancia/Lance,"An ancient place, cited: BAtlas 24 F2 Lancia/Lance",El Castro (Villasabariego),-30,640,42.5297477,-5.4308097
"C. Foss, S. Mitchell, G. Reger",Okcular,"An ancient place, cited: BAtlas 56 D3 Okcular","Okcular, fortified settlement with church, NW Perperene; Theodosiopolis?",300,640,39.27814,26.968352
A.G. Poulter,Shkorpilovtsi,"An ancient place, cited: BAtlas 22 E5 Shkorpilovtsi","Shkorpilovtsi, BUL",300,640,42.96312,27.878381
R.B. Hitchner,Tubernuc,"An ancient place, cited: BAtlas 32 F3 Tubernuc",Henchir-Ain-Tebornok,-330,640,36.53214665,10.4564245
"C. Haselgrove, J. Kunow",Vosolvia,"An ancient place, cited: BAtlas 11 H2 Vosolvia",Oberwesel GER,-30,640,50.107417,7.726596
R.J.A. Wilson,Giarranauti,"An ancient place, cited: BAtlas 47 F4 Giarranauti","Giarranauti, agricultural village",300,640,37.131091,15.01171
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Naqadeh tepe,"An ancient place, cited: BAtlas 89 H4 Naqadeh tepe","Naqadeh tepe, IRN",300,640,36.953777,45.399917
David Braund,Meschistha,Meschistha (modern Mtskheta (Georgian: მცხეთა)) is an ancient city in Georgia and was the capital of the Hellenistic kingdom of Iberia. Meschistha became a UNESCO World Heritage Site in 1994.,Mtskheta,-330,2000,41.839298,44.706
E.N. Borza,Krupište,"An ancient place, cited: BAtlas 50 B1 Krupište","Krupište, fortified settlement MAC",300,640,41.875786,22.24334
"J. Bennet, G. Reger",Ag. Pavlos,"An ancient place, cited: BAtlas 60 C3 Ag. Pavlos","Ag. Pavlos, Kaloi Limenes",-30,640,34.930553,24.799669
S. Loseby,Lédignan,"An ancient place, cited: BAtlas 15 C2 Lédignan",Lédignan,-30,640,43.98922,4.106828
D.J. Mattingly,el-Aguz,"An ancient place, cited: None",el-Aguz,-30,640,28.308013,28.922599
"C. Foss, S. Mitchell",Hippoukome,"An ancient place, cited: BAtlas 65 B4 Hippoukome",İtasar,-330,640,36.8335245,29.0269935
"I.E.M. Edlund Berry, A.M. Small",S. Giorgio,"An ancient place, cited: BAtlas 45 G3 S. Giorgio",S. Giorgio,300,640,40.581539,17.883568
R.B. Hitchner,Henchir-Ganndouza,"An ancient place, cited: BAtlas 32 D3 Henchir-Ganndouza",Henchir-Ganndouza,-30,640,36.928831,9.432687
D.J. Mattingly,Gabu Iunes,"An ancient place, cited: BAtlas 38 D1 Gabu Iunes",Gabu Iunes,-30,640,32.809071,22.045777
"E.M. Meyers, J.P. Brown",Bersabe,Khirbet Abu esh-Sheba' (Bersabe in Galilee) was a fortified site used during the Jewish revolt against the Romans. It is located on the boundary between the lower and upper Galilee.,Khirbet Anu esh Shiba ISR,-2600000,2000,32.930876,35.407812
David Braund,Lampas,"An ancient place, cited: BAtlas 23 H4 Lampas",Biyuk-Lambat,-330,640,44.601117,34.34999
W.V. Harris,*Aufenginum,"An ancient place, cited: BAtlas 42 F4 *Aufenginum",Fagnano Alto,-30,640,42.254057,13.574956
R.B. Hitchner,Mennzel-bel-Gassem,"An ancient place, cited: BAtlas 32 H3 Mennzel-bel-Gassem",Mennzel-bel-Gassem,-330,640,36.943192,10.995119
N. Purcell,Caiatia,A Samnite town that eventually became a Roman municipium of the tribus Falerna ca. 89 B.C.,Caiazzo,-330,2100,41.178153,14.364282
N. Purcell,Aletrium,A Hernican hill town that formed part of a sixth century B.C. defensive league against Volscian and Samnite aggression and allied itself to Tarquinius Superbus. Rome eventually took Aletrium in 306 B.C.; by the first century B.C. the site was a Roman municipium.,Alatri,-330,2100,41.724822,13.343955
A.S. Esmonde Cleary,Korinion/Cironium,Korinion/Cironium (also referred to as Corinium Dobunnorum) was the second largest town of Roman Britain.,Cirencester,-30,2100,51.71138,-1.971806
"A. Hausleiter, E.J. Keall, M. Roaf",Qaleh-i Yazdigird,"An ancient place, cited: BAtlas 92 A2 Qaleh-i Yazdigird",Qaleh-i Yazdigird,-30,640,34.585756,45.996431
"E.M. Meyers, J.P. Brown",Sogane,"An ancient place, cited: BAtlas 69 C4 Sogane",el Yahudiye SYR,-30,640,32.927343,35.691236
E.W.B. Fentress,*Uzinaza,"An ancient place, cited: BAtlas 34 A2 *Uzinaza",Saneg,-30,640,35.85023,2.89989
J.J. Wilkes,Gradište,"An ancient place, cited: BAtlas 21 E6 Gradište","Gradište, settlement, mining YUG",-30,640,43.503016,22.260537
W.M. Murray,Nicopolis,An ancient city of Epirus founded by Octavian ca. 31 B.C. to commemorate his victory over Marcus Antonius and Cleopatra at the Battle of Actium.,Palaio-Preveza,-30,640,39.0157,20.7360035
"R.W. Mathisen, H.S. Sivan",Tausiriacum?,"An ancient place, cited: BAtlas 14 G2 Tausiriacum?","Toiselay, Cm. Châtillon-sur-Indre",300,640,46.986751,1.174934
"T. Sinclair, David Braund",Archaiopolis,"An ancient place, cited: BAtlas 87 H2 Archaiopolis",Nokalakevi GEO,-330,640,42.357222,42.193889
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Hajji Firuz tepe,An archaeological site located in the West Azarbaijan province in northwestern Iran that was excavated between 1958 and 1968 by the University of Pennsylvania Museum of Archaeology and Anthropology.,"Hajji Firuz tepe, SE Hasanlu IRN",-9000,640,36.9946656,45.474282
"R.W. Mathisen, H.S. Sivan",Luciliacus,"An ancient place, cited: BAtlas 14 G1 Luciliacus",Luzillé?,300,640,47.261699,1.060398
J.J. Wilkes,Stuberra,"An ancient place, cited: BAtlas 49 D2 Stuberra",Čepigovo MAC,-330,2100,41.2437372,21.3972749
"J. Kunow, C. Haselgrove",Camaracum,Camaracum was the capital of the civitas of the Nervii.,Cambrai,-30,2100,50.175165,3.234282
S.T. Parker,Khirbet el-Batra,"An ancient place, cited: BAtlas 71 B3 Khirbet el-Batra",Khirbet el-Batra,-330,640,31.118694,35.787822
"J. Kunow, C. Haselgrove",Iatinon/Fixtuinum,"Iatinon/Fixtuinum was a city of the the city of the Meldi, a people of Gallia Lugdunensis.",Meaux,-30,2100,48.9576983333,2.88036466667
T.W. Potter,Rusguniae,"An ancient place, cited: BAtlas 30 F3 Rusguniae","Tementfoust, formerly Cap Matifou",-330,2100,36.7990945,3.2378935
David Braund,Borisovka,"An ancient place, cited: BAtlas 84 C4 Borisovka","Borisovka, near Novorossiysk",-550,640,44.776322,37.689236
J.J. Wilkes,Višegrad,"An ancient place, cited: BAtlas 21 B6 Višegrad","Višegrad, BOS",-30,640,43.785361,19.293184
"C. Haselgrove, J. Kunow",Mutterstadt,"An ancient place, cited: BAtlas 11 I3 Mutterstadt","Mutterstadt, GER",-30,640,49.443823,8.354279
"I.E.M. Edlund Berry, A.M. Small",Valetium/Balesium,"An ancient place, cited: BAtlas 45 H3 Valetium/Balesium",Valesio,-750,640,40.512187,18.034033
S.E. Kroll,Ardabil,[Ardabil] was an ancient city in Iranian Azerbaijan.,Ardabil,-2000,2100,38.24647,48.295051
S. Mitchell,Nandianulus/Nazianzos,"An ancient place, cited: BAtlas 63 E4 Nandianulus/Nazianzos",Nenezigözü,-30,640,38.398047,34.3497935
S.M. Burstein,Berenice Panchrysos?,"An ancient place, cited: BAtlas 81 F4 Berenice Panchrysos?",Daraheib SUD,-330,640,21.882527,35.205045
"H.S. Sivan, R.W. Mathisen",Entrammes,"An ancient place, cited: BAtlas 14 E1 Entrammes",Entrammes,-330,640,47.9992815,-0.7164565
"C. Foss, S. Mitchell",Araxa,"An ancient place, cited: BAtlas 65 B4 Araxa",Ören,-330,640,36.7513153333,29.3837026667
"David Braund, T. Sinclair",Libiopolis,"An ancient place, cited: BAtlas 87 E3 Libiopolis",Yuvabolu,-30,640,41.068855,39.198236
J.J. Wilkes,Dolno Kobile,"An ancient place, cited: BAtlas 49 E1 Dolno Kobile","Dolno Kobile, settlement and mines BUL",-30,640,42.515038,22.545669
S.T. Parker,Mamopsora,"An ancient place, cited: BAtlas 71 B4 Mamopsora",Buseira,-30,640,30.733642,35.6104086667
"J.P. Brown, E.M. Meyers",*Zoraa/Zerabene,"An ancient place, cited: BAtlas 69 D4 *Zoraa/Zerabene",Ezra SYR,-30,640,32.873194,36.25657
"M. Šašel Kos, P. Kos",Segestica/Siscia,Segestica/Siscia is an Iron Age settlement recorded by Strabo. It was located at the confluence of three rivers and was used as a staging area for a campaign against the Dacians.,Sisak CRO,-550,2100,45.483168,16.371388
D.J. Mattingly,Aquae Tacapitanae,"An ancient place, cited: BAtlas 35 B1 Aquae Tacapitanae",el-Hamma TUN,-30,640,33.883611,9.794514
E.W.B. Fentress,Lamiggig(a?),"An ancient place, cited: BAtlas 34 E2 Lamiggig(a?)","Seriana, formerly Pasteur",-30,640,35.692292,6.185001
D.J. Mattingly,Beit Tamer,"An ancient place, cited: BAtlas 38 D1 Beit Tamer","Beit Tamer, Beit Ammer",-30,640,32.789897,22.308823
"E.J. Keall, M. Roaf",Qal'eh Yasaqi,"An ancient place, cited: BAtlas 96 C3 Qal'eh Yasaqi",Qal'eh Yasaqi,-330,640,36.828941,54.334066
"Jr., F.H. Stanley, R.C. Knapp",Carteia/Calpe/Karpessos,"A Phoenician and Roman town in Spain located on the Bay of Gibraltar. The site played a strategic role in the Punic Wars, and was given the rights of a Latin colony in 171 BC.","El Rocadillo, near S. Roque",-750,640,36.1851914761,-5.40939078138
R.B. Hitchner,Masculula,"An ancient place, cited: BAtlas 32 C4 Masculula",Henchir-Guergour,-30,640,36.354507,8.517999
D.J. Mattingly,Balagrae,"Balagrae (modern El Beida or Al Bayda, Libya) was an ancient settlement of Cyrenaica and is perhaps best known for its Asclepium.",Beida,-330,640,32.761399,21.756437
R.B. Hitchner,Gastal,"An ancient place, cited: BAtlas 33 B1 Gastal","Gastal, Henchir-el-Goussa ALG",-30,640,35.4164835,8.2493435
G. Wagner,Hatteiyet Zakaran,"An ancient place, cited: BAtlas 79 D4 Hatteiyet Zakaran",Hatteiyet Zakaran,-30,640,24.756376,30.509094
S. Loseby,Theline/Col. Arelate/Constantina,An ancient settlement located at modern Arles in France.,Arles,-750,2100,43.677616,4.630799
"C. Foss, S. Mitchell",Phellos,A Lycian settlement located near modern Çukurbağ.,Çukurbağ,-550,1999,36.242821,29.662237
E. Bertrand,Col. Lugdunum,"Lugdunum (modern Lyon in France) was a Roman military colony from 43 B.C. and a major center in Gaul. Marcus Agrippa was involved in its expansion and two Roman emperors, Claudius and Caracalla, were born there.",Lyon,-550,2100,45.758866,4.8194815
"M. Pearce, P. Tozzi",Mantua,Mantua (modern Mantova) is a city of Etruscan origin that received Roman citizenship in 49 B.C.,Mantua,-550,2100,45.160646,10.7976015
