name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Районная детская библиотека им. С. В. Ягуповой,"Респ Крым,р-н Черноморский,пгт Черноморское,ул 60 лет Октября,д 28А",32.703563,45.5106,"Районная детская библиотека основана в 1956 году. В 2006 году, к 50-летнему юбилею, ей присвоено имя Светланы Владимировны Ягуповой – известной крымской писательницы, главного редактора крымского журнала для детей «Крымуша». С 2011 года в библиотеке открыт пункт доступа к интернету, где юным читателям представлена возможность бесплатно пользоваться услугами интернета: совершать виртуальные путешествия по родному краю, искать информацию в помощь школьной программе, общаться со своими сверстниками в Skype. В 2022 году в рамках реализации национального проекта «Культура» библиотека открылась в статусе модельной.",Черноморский район,2016-04-15T05:47:52Z,2023-07-25T05:49:56Z,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,16:00:00,,
Детская библиотека им. А. М. Береснева г. Кемерово,"обл Кемеровская,г Кемерово,б-р Строителей,д 7",86.1553816084595,55.3540983541273,"Библиотека была открыта в 1973 году. Ее фонд – 83 тысячи экземпляров, ежегодно библиотеку посещают 20 тысяч читателей более 230 тысяч раз, книговыдача составляет более 440 тысяч экземпляров. Здесь проводится 1400 массовых мероприятий в год. С 2003 года библиотека носит имя детского поэта Александра Береснева. Здесь работает его литературно-краеведческий музей, раз в три года проводятся литературно-краеведческие конференции Бересневские чтения. В залах оформляются книжно-иллюстративные и художественные выставки, проводятся конкурсы летнего чтения, заседания клубов, массовые мероприятия. Основные направления работы библиотеки: патриотическое воспитание, краеведение, литературоведение, экологическое просвещение, культурно-досуговое направление. При библиотеке работают объединения: · Клуб радостного чтения для подростков «Чтение без границ» · Кинолекторий «Книга на экране» · Творческая мастерская «Одаренок» · Арт-студия «В красках» · Клуб японского языка «Школа белого тигра»",Кемерово,2015-10-30T07:49:15Z,2023-03-20T02:50:43Z,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,19:00:00,,
Михайловская центральная детская библиотека им. Б. И. Вронского,"обл Курская,р-н Железногорский,сл Михайловка,ул Луханина,д 21",35.3711611075456,52.2345820089734,"Михайловская детская библиотека в 1967 году из детского отделения преобразовалась в библиотеку и переехала в новое здание. Библиотека стала методическим центром для сельских библиотек Железногорского района по обслуживанию детей. Библиотека всегда принимает участие в различных всероссийских, региональных конкурсах и неоднократно становилась победителем. С 2011 года библиотека стала носить имя писателя и ученого Б. И. Вронского; в 2019 году ей был присвоен статус модельной библиотеки. Фонд библиотеки сегодня – более 13 тыс. книг универсального содержания, большая часть которых – литература для детей; библиотека выписывает 8 наименований периодических изданий. Библиотека обслуживает 750 читателей-детей и руководителей детского чтения.",Железногорский район,2020-11-26T09:13:38Z,2023-01-31T13:45:29Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,,
Нытвенская городская библиотека им. Ф. Ф. Павленкова – филиал № 23,"край Пермский,р-н Нытвенский,г Нытва,пр-кт Металлургов,д 1А",55.325091,57.935381,"Библиотека была основана в 1909 году. Размещалась в помещениях народного дома (ныне Дом культуры г. Нытвы «Металлург»). До 2008 года являлась профсоюзной библиотекой ОАО «Нытва», затем стала филиалом Централизованной библиотечной системы. Библиотека обслуживает микрорайон г. Нытвы, на территории которого проживают 2 800 человек взрослого и детского населения. Обладает уникальным книжным фондом, часть которого была передана Ф. Ф. Павленковым в начале ХХ века. На сегодняшний день фонд книжных и периодических изданий состоит из более чем 16 000 единиц. Здесь проводится около 200 мероприятий в год, в том числе для лиц с ограниченными возможностями. Документовыдача в год превышает 40 000 экземпляров.",Нытвенский район,2015-09-27T13:28:00Z,2023-03-24T07:39:33Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,,
Библиотека им. братьев Стругацких,"г Санкт-Петербург,г Санкт-Петербург,ул Типанова,д 29",30.3587391217041,59.8541616014658,"Библиотека имени 15-летия Октября была создана в Московском районе в честь 15-й годовщины советской власти. В период Великой Отечественной войны фонд ее был расформирован, поэтому в 1948 году была открыта вновь на Московском проспекте, 182. В 1953 году библиотеке было предоставлено более удобное помещение на площади Чернышевского, 6. В 1970 году решением исполкома Московского района библиотеке предоставили помещение в новом доме на улице Типанова, 29. В 2005 году администрацией Московского района было принято решение о выделении средств на капитальный ремонт библиотеки с полным ее оснащением специализированной мебелью и техникой. В 2006 году библиотека закрылась на ремонт на 2 года. В настоящее время в библиотеке зарегистрировано около 8 000 пользователей, за год в среднем насчитывается 67 000 посещений и 175 000 книговыдачи. Фонд библиотеки включает порядка 73 000 экземпляров изданий. Библиотека имени братьев Стругацких работает с разными категориями пользователей и оснащена зонами интеллектуального отдыха. Работники занимаются повышением уровня информационной культуры пользователей: реализуют проекты «Читающая школа – это реально: читаем с увлечением!» (для школьников), «Книжная эстафета, книжного лета!» (организация работы с детьми в летний период), «Открытый мир: точка роста» (для людей пожилого возраста).",Санкт-Петербург,2017-05-05T15:31:18Z,2024-01-23T12:05:54Z,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,18:00:00,,
Октябрьская библиотека № 2 им. Н. К. Жернакова,"обл Архангельская,г Архангельск,наб Северной Двины,д 134",40.531797,64.564873,"Октябрьская библиотека-филиал № 2 МУК «ЦБС» – старейшая в городе, открылась в 1944 году, называлась «Кузнечевская изба-читальня». Сегодня Октябрьская библиотека № 2 – информационный и культурный центр для различных групп читателей. В настоящее время приоритетным направлением в развитии является работа с молодежью города Архангельска: гражданско-правовое просвещение; формирование здорового образа жизни; работа с молодыми семьями; продвижение книги и чтения среди молодежи. Библиотека содействует социализации личности, духовному развитию, образованию молодежи, приобщению ее к ценностям отечественной и мировой культуры, оказывает поддержку социально незащищенным слоям населения.В учреждении разработана специальная краеведческая программа «Кузнечевская слобода». Созданы виртуальные экскурсии из цикла «Архангельский пантеон». Почти 10 лет на базе библиотеки работает клуб молодых семей «Аистенок», который неоднократно становился победителем городских и областных конкурсов клубов молодых семей. Библиотека проводит обучение пожилых людей работе на компьютере. 11 октября 2018 года главой Архангельска Игорем Викторовичем Годзишем подписано постановление «О присвоении филиалу № 2 – Октябрьская библиотека № 2 муниципального учреждения культуры муниципального образования «Город Архангельск» «Централизованная библиотечная система» имени Николая Кузьмича Жернакова». Библиотека ведет интересную и содержательную работу вокруг имени северного писателя Николая Кузьмича Жернакова. Проводятся Жернаковкие чтения, был организован областной фотоконкурс, создана экспозиция, посвященная писателю.",Архангельск,2017-03-14T06:54:05Z,2023-03-14T10:55:35Z,,,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,18:00:00,12:00:00,18:00:00
Центральная районная библиотека им. С. С. Сурун-оола,"Респ Тыва,р-н Барун-Хемчикский,с Кызыл-Мажалык,ул Хомушку Василия,зд 80",90.575846,51.148981,"Библиотека основана в 1946 году, обслуживал население всего один сотрудник. Сведений о начальном периоде работы библиотеки и о ее первых работниках не сохранилось. Сегодня фонд насчитывает 38 434 экземпляра, из которых 29 812 – на тувинском языке, 8 622 – на русском языке. Посещаемость – 1 550 человек.В последние годы большое внимание в работе уделяется проектной деятельности. Так, в 2014 году проект «Библиотека без барьеров» стала победителем конкурса «Культурная мозаика» благотворительного фонда Елены и Геннадия Тимченко. В 2018 году проект «Библиотека на кончиках пальцев» стал победителем конкурса «Новая роль библиотек в образовании» благотворительного фонда Прохорова.В 2022 году библиотека стала победительницей конкурса «Открытая дверь» благотворительного фонда Елены и Геннадия Тимченко. Этот конкурс направлен на поддержку партнерских организаций, работающих с незащищенными группами населения.Центральная районная библиотека им. С. С. Сурун-оола также стала победительницей конкурса на создание модельных библиотек.",Барун-Хемчикский кожуун,2022-11-01T08:49:48Z,2023-06-06T12:55:24Z,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,13:00:00,10:00:00,17:00:00,,
Городская детская библиотека-филиал № 1 им. С. Я. Маршака,"Чувашия Чувашская республика,г Шумерля,ул Ленина,д 17",46.405171,55.500152,"Городская детская библиотека-филиал № 1 им. С. Я. Маршака основана в 1964 году в здании Дворца пионеров (в настоящее время МБУ ДО «Центр детского творчества»).Объем фонда – 18 509 ед. Количество посетителей – 1 889 ед. В рамках реализации проекта Международного открытого грантового конкурса «Православная инициатива 2018–2019» «Улыбка веры» в библиотеке начал свою работу детский библиотечный православный театр «Улыбка веры». В 2020 году библиотека во второй раз стала победителем этого конкурса в номинации «Культура» с проектом «Благодать». В рамках проекта был открыт одноименный детский центр православной культуры. С 2019 года начал функционировать клуб семейного досуга «Читаем всей семьей», направленный на организацию совместного досуга детей и родителей. В библиотеке активно реализуются 4 программы: целевая библиотечная программа работы по привлечению к чтению детей и подростков «Волшебная магия книжных страниц», целевая библиотечная программа по формированию здорового образа жизни «Азбука здоровья», целевая библиотечная программа гражданско-патриотического воспитания «Юный патриот», целевая библиотечная программа семейного досуга «Чтение – дело семейное».",Шумерля,2015-07-24T08:49:09Z,2023-02-21T08:44:33Z,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,,,09:00:00,16:00:00
Жешартская библиотека им. С. А. Попова,"Респ Коми,р-н Усть-Вымский,пгт Жешарт,ул Клубная,д 2",49.591154,62.088965,"Жешартская библиотека распахнула двери для читателей в 1946 году. В 2002 году в ее состав вошла детская библиотека, открытая ранее в 1974 году. На сегодняшний день фонд насчитывает более 27 000 экземпляров книг. Читателей же, посещающих библиотеку, около 4 000. В 1993 году библиотеке было присвоено имя народного поэта Серафима Алексеевича Попова, уроженца села Жешарт. С тех пор центральным направлением деятельности по литературному краеведению стало развитие интереса к творчеству поэта, объединенное в долгосрочную программу «Достойно имя нести». В структуре библиотеки отдел обслуживания взрослого населения и юношества, отдел по работе с детьми и подростками и сектор краеведческой литературы. Ежегодно специалистами проводится более 100 массовых мероприятий разных форм для детей и взрослых.",Усть-Вымский район,2023-11-09T11:03:45Z,2023-11-10T07:02:58Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Игринская центральная районная библиотека им. Кедра Митрея,"Респ Удмуртская,р-н Игринский,п Игра,мкр Нефтяников,д 31",53.083947,57.542738,"В архивном фонде Вятской губернской земской управы в списках народных библиотек Глазовского уезда на 1912 и 1914 годы значится Игринская библиотека, которая была открыта в 1912 году и принадлежала Глазовскому уездному земству. В этом же архивном фонде в отчете по Игринской библиотеке за 1917 год, составленном 12–25 марта 1918 года, отмечено, что библиотека была основана 1 октября 1912 года. Первым заведующим библиотекой был псаломщик, учитель церковно-приходской школы Никандр Николаевич Чемоданов. Первые статистические данные о работе библиотеки сохранились за 1915 год. На 1 января 1915 года в библиотеке было 892 книги, 226 читателей, за год прочитали 1 398 книг. Современная библиотека – это 39 250 посетителей, фонд включает 20 134 издания. С 1998 года библиотека носит имя писателя-земляка, основоположника удмуртской прозы Кедра Митрея.Миссия учреждения: библиотека как культурно-просветительский центр для интеллектуального развития и культурного досуга населения; библиотека как активное информационное, равноправно действующее лицо в сетевом, виртуальном пространстве, обеспечивающее доступ как к собственным, так и мировым информационным пространствам;библиотека как хранитель культурного наследия, в том числе регионального значения, воплощенного в ее фондах и других информационных ресурсах.В 2022 году Игринская центральная районная библиотека имени Кедра Митрея стала модельной благодаря федеральному проекту «Культурная среда» национального проекта «Культура».",Игринский район,2017-04-12T05:10:24Z,2023-05-30T14:19:24Z,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,10:00:00,17:00:00,10:00:00,17:00:00
