title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
"Куприт, хэйча из Аньхуа (Moychay.ru, 2017), 1 кг",black,86,491,"Черный чай из Аньхуа (уезд Иян, провинция Хунань) урожая 2017 года. В создании этого чая принимает участие микроб Eurotium Cristatum или Цзинь Хуа (Золотые цветы, разновидность), чрезвычайно полезный для здоровья. Его колонии выглядят как жёлтые крупинки, рассыпанные по поверхности чайного листа. 1000-граммовый брикет средней плотности, легко расслаивается на крупные темно-коричневые листики с черенками. Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая зрелый, многогранный, фруктово-древесный с нотками прелых осенних листьев и пряных трав. Аромат глубокий, сложный, фруктово-пряный. Вкус мягкий и гладкий, сладковатый, с ягодной кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-8 г на 100 мл. Для первого раза настоять 8-10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Отличный образец выдержанного хэйча. Особенно рекомендуется всем тем, кто предпочитает фруктовый вкусо-ароматический профиль.",2,7,,,,,80,60,,,60,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
"Ешэн Бай Е Чао Ча, 2020",ulun,100,3400,"Сделан в округе Мэйчжоу из весенних почек дикорастущего чая сорта Байе по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат интенсивный, древесно-ягодный. Настой прозрачный, пурпурно-каштанового оттенка, в процессе заваривания желтеет. Букет готового чая яркий, многогранный, древесно-ягодный, с цветочными, табачными и пряными нотками. Аромат высокий, сложный, древесно-ягодный. Вкус плотный, терпкий, сладковатый, с сочной горчинкой, ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",2,4,,,,80,,80,,,80,80,,,,,,,,,,,,60,,,,,,,,,,,,,,,,
Лао Сы Цзи Чунь (2004),ulun,88,1970,"Выдержанный улун «Сы Цзи Чунь» («Вечная весна»), в процессе обработки пропечен на древесных углях. В сухом виде: мелкие, темно-коричневые комочки скрученных чайных побегов. Аромат интенсивный, пряно-древесный с копченой ноткой. Настой прозрачный, каштанового оттенка. Букет готового чая многогранный, пряно-древесный с кофейными, ореховыми, копчеными и фруктовыми нотками. Аромат теплый, пряно-ореховый с ноткой дыма. Вкус плотный, маслянистый, сладковатый, немного терпкий, с легкой шоколадной горчинкой, фруктовой кислинкой и нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 30 секунд, затем, начиная с экспозиции в 10 секунд и увеличив время выдержки до 2 минут, можно заварить 10 раз. Отличный выбор для церемонии гунфуча. Воздействие согревающее, тонизирующее.",10,6,,,,,,80,,,80,,,60,,,,,,,,,,,60,,,,,,,,,,,60,,,,
Пуэр Шу 65,puer,94,9360,"Выдержанный шу Пуэр из коллекции «Клуб Чайной Культуры», 90-е годы XX века. В сухом виде: тонкие, темно-коричневые жгутики скрученных почек и их фрагменты. Аромат выдержанный, древесно-бальзамический с ноткой чернослива. Настой прозрачный, насыщенного красно-каштанового оттенка. Букет готового чая зрелый, многогранный, орехово-бальзамический с пряными, хлебными, древесными и черносливовыми нотками. Аромат глубокий и теплый, сложный, орехово-бальзамический с ноткой чернослива. Вкус мягкий, объемный, бархатистый, сладковатый, с легкой древесной терпкостью, нюансами специй и характерными нотками «лао ча». Устойчивое, бархатистое послевкусие. Заваривать горячей водой (95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 6-8 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 8-9 заварок. Превосходный образец коллекционного шу пуэра для настоящих гурманов и ценителей лао ча.",1,6,,,,,,60,,,,,,,,,,60,80,60,,,,,,80,,,,,,,,,,,,,,
Тунму Бай Жуй Сян,ulun,98,2655,"Улун «Аромат Бай Жуй» сделан в сентябре 2021 г. в природном заповеднике Тунмугуань (средняя ферментация, умеренный огонь). В сухом виде: изогнутые, буро-коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, хлебно-пряный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, пряно-древесный, с хлебными, ореховыми, фруктовыми и цветочными нотками. Аромат теплый, пряно-древесный, холодный аромат сладкий, пряно-цветочный. Вкус плотный, шелковистый, сладковатый, чуть вяжущий, с легкой фруктовой кислинкой и нюансами специй. Послевкусие сочное и долгое. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Превосходный церемониальный чай с многогранным вкусом и согревающим воздействием.",2,6,,,,60,60,80,,,40,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
"Иу Чунь Цзянь Шэн Пуэр (2009), 355 г.",puer,90,6479,"Шэн пуэр с гор Иу (округ Сишуанбаньна) от фабрики «Чаннин Мэнтун Иньшань», урожай 2009 года. 355-граммовый блинчик средней плотности, разделяется на буро-коричневые скрученные листики, почки и тонкие черенки (незначительное количество). Аромат сдержанный, фруктово-древесный с ореховой ноткой. Настой прозрачный, каштанового оттенка. Букет готового чая зрелый, многогранный, фруктово-древесный, с бальзамическими, осенними, пряными и ореховыми нотками. Аромат яркий, сложный, фруктово-бальзамический. Вкус плотный, гладкий, сочно-терпкий, сладковатый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 10 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 10 завариваний. Отличный образец выдержанного шэн пуэра, живой и яркий, несмотря на возраст. Особенно рекомендуется всем тем, кто предпочитает фруктовый вкусо-ароматический профиль.",2,6,,,,,80,60,,,80,,,,80,,,,40,,,,,,,,,,,,,,,,,,,,,
Хэхуан Улун,ulun,100,4900,"В сухом виде: крупные, сине-зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с пряными, ореховыми и фруктовыми нотками. Аромат интенсивный, яркий, пряно-цветочный. Вкус плотный, гладкий и сладкий, исключительно маслянистый, чуть пряный, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 12 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие освежающее, умеренно тонизирующее.",3,6,,,,80,80,,20,,,,,,,,,100,,,,,,,,,,,80,,,,,,,,,,,
"Шу Пуэр ""Дивный"" (сырье 2019, пресс 2021), 100 г",puer,96,756,"Сделан из сырья, собранного в чайном регионе Мэнхай. 100-граммовый блинчик средней плотности, состоящий из рыжих почек, темно-коричневых скрученных листиков и черенков. Аромат сдержанный, древесно-бальзамический. Настой прозрачный, темного, красно-коричневого оттенка. Букет готового чая зрелый, орехово-древесный, с нотками сухофруктов, прелых осенних листьев и пряных трав. Аромат густой, низкий, сложный, орехово-древесный. Вкус плотный, терпкий, сладковатый, с сочной горчинкой и кислинкой сухих ягод. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6-8 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 10 завариваний. Отличный шу пуэр с ярким, бодрящим вкусом.",2,7,,,,,40,60,,,100,,,,,,,80,,,,,,60,,,,,,,,,,,,,,,,
Наньно Шу Ча (2018),puer,92,930,"В сухом виде: небольшие, коричневые, скрученные листики и их фрагменты, рыжие почки и тонкие черенки. Аромат интенсивный, древесно-ореховый. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с землистыми, хлебными, пряными и бальзамическими нотками. Аромат глубокий, теплый, сложный, древесно-ореховый с ноткой сухофруктов. Вкус плотный, мягкий, бархатистый, сладковатый, пряный, с мятной прохладой. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 8 завариваний. Воздействие согревающее, умеренно тонизирующее.",5,7,,,,,,,80,,80,,,,,,,60,,60,,60,,,,,,,,,,,,,,,,,,
"Фо Шоу Сюэли Вэй (Рука Будды, Аромат Снежной Груши)",ulun,88,3205,"Видеообзор с участием этого чая. «Аромат Снежной Груши» сделан из весенних побегов чайного куста Фо Шоу (Рука Будды). История сорта восходит ко временам династии Северная Сун. По легенде, послушник из горного монастыря у Львиного пика, Ши Фэн Янь Сы (округ Юнь Чунь, уезд Аньси, Южная Фуцзянь), скрестил чайное деревце с цитрусом, привив чайный черенок стволу растения Цитрон, плоды которого имеют форму причудливо раскрытой кисти руки. Монах вложил все силы своей души в это дело, молился день и ночь, и росток принялся. Он унаследовал от своего «приемного родителя» тонкие цитрусовые нотки букета готового чая и схожую форму листа. Прозаическая хроника династии Цин, периода Канси (1662 — 1722 г.) действительно упоминает «знаменитый чай из Юн Чунь». В наши дни этот довольно популярный сорт чайного куста распространен повсеместно в Фуцзяни, а также на о.Тайвань. В сухом виде – изогнутые, буро-коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, фруктово-пряный. Настой прозрачный, оттенка темного янтаря. Букет готового чая утонченный, хлебно-пряный с цветочными, древесными и цитрусовыми нотками. Вкус мягкий, сочный, плотный, чуть вяжущий, сладковатый, с легкой цитрусовой кислинкой и «минеральностью», свойственной лучшим образцам утёсных улунов. Аромат глубокий и теплый, пряно-цветочный, холодный аромат – сладкий, медовый. Сочное, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 7-8 завариваний. Отличный церемониальный чай – элегантный, многогранный и очень ароматный. Понравится любителям тонких вкусов и состояний. Согревает и расслабляет тело, освежает восприятие, вызывает лёгкую эйфорию.",2,4,,,40,60,,60,,,40,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
Гаошань Уи Хун,red,88,2390,"Красный чай «Высокогорный» (чайный район Уишань, провинция Фуцзянь). Урожай: весна 2021. В сухом виде: среднего размера, темно-лиловые жгутики скрученных чайных листьев. Аромат интенсивный, фруктово-древесный с цветочной ноткой. Настой прозрачный, янтарного оттенка. Букет готового чая многогранный и яркий, хлебно-пряный, с цветочными, медовыми, бисквитными и цитрусовыми нотками. Аромат нежный и теплый, хлебно-пряный с нотками цветов и цитрусов. Вкус тонкий, объемный, маслянистый, сладковатый, приятно вяжущий, с лимонной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 9 завариваний. Отличный выбор для церемониального чаепития: тонкий, многогранный и очень ароматный.",2,5,,60,80,80,,60,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,
Миньго Лао Люйча 1969 г.,green,100,56360,"Выдержанный тайваньский (Миньго) зеленый чай урожая 1969 года. В сухом виде: среднего размера бордово-коричневые фрагменты листа и черенков. Аромат выдержанный, низкий, пряно-бальзамический. Настой прозрачный, каштанового оттенка. Букет готового чая выдержанный, многогранный, пряно-бальзамический с древесными, коньячными, осенними и фруктовыми нотками. Аромат сложный, глубокий, древесно-бальзамический. Вкус плотный, мягкий, объемный, с легкой древесной терпкостью и характерными нотками лао ча, которые способно создать только время. Долгое, запоминающееся послевкусие. Заваривать горячей водой (95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 12 завариваний. Настоящий раритет, находка для ценителей лао ча – мощный, глубокий, медитативный.",1,5,,,,,,60,,,80,,,,60,,,,100,,,,,,,,,,,,,100,,,,,,,,
Мэйчжань Сяо Чжун,red,88,2540,"Cделан в районе Тунмугуань (провинция Фуцзянь) из весенних побегов сорта Мэйчжань. В сухом виде: тонкие, изящные, темно-коричневые жгутики скрученных листиков. Аромат интенсивный, теплый, древесный с фруктовой ноткой. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, теплый, пряно-древесный, с нотками черноплодной рябины и цитрусов. Аромат низкий, теплый, пряно-древесный, холодный аромат – сладкий, медово-пряный. Вкус сочный, тонкий, чуть вяжущий, сладковатый, с освежающей лимонной кислинкой и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний. Воздействие согревающее, тонизирующее.",2,5,,,60,,,60,,,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Фушоу Шань Улун,ulun,92,5600,"Чайные сады на Фушоу Шань (гора Счастья и Долголетия) располагаются на высоте свыше 2200 м на стыке уездов Наньтоу, Хуалянь и Тайчжун. Чистейший воздух, богатые минералами каменистые почвы и сильные колебания дневных и ночных температур рождают совершенно уникальный чайный лист. «Улун с горы Счастья и Долголетия» сделан весной 2023 года по технологии цин сян (многократная скрутка, неглубокая ферментация и прогрев при относительно низких температурах). В сухом виде: среднего размера, оливково-зеленые комочки скрученных чайных побегов. Аромат интенсивный, травянисто-цветочный с ореховой ноткой. Настой прозрачный, желто-зеленого оттенка. Букет готового чая свежий, травянисто-цветочный с ореховыми, пряными и фруктовыми нотками. Аромат нежный, травянисто-цветочный. Вкус чистый, плотный, гладкий и сладкий, маслянистый, с легкой фруктовой кислинкой и долгим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, далее пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат до 12 завариваний. Отличный выбор для церемонии гунфуча. Освежает, снимает напряжение, повышает жизненный тонус, рождает чувство гармонии.",2,6,,,,80,60,,40,,,,,,,,,80,,,,,,,,,,,100,,,,,,,,,,,
"Таиландский шэн пуэр с диких деревьев, полностью ручное производство, Moychay Tea Forest Project, batch-Zero-2022, (limited 152 pieces), 357 г",puer,98,14970,"357-граммовый блинчик средней плотности, легко разделяется на бурые жгутики скрученных листиков и серебристо-бежевые почки. Аромат нежный, пряно-цветочный. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, многогранный, пряно-цветочный с нотками сухофруктов и специй. Аромат сложный, теплый, пряно-цветочный с грибной ноткой. Вкус плотный и гладкий, маслянистый, чуть вяжущий, с фруктовой кислинкой, нюансами специй и долгим мятным послевкусием. Заваривать горячей водой (90°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 заварок. Превосходный молодой пуэр с многогранным тонким вкусом и мощным медитативным воздействием. При правильном хранении с годами обещает быть только лучше (если избежит участи быть выпитым немедленно).",2,6,,,,80,,80,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
