creators,title,description,geoContext,minDate,maxDate,latitude,longitude
"E.J. Keall, M. Roaf",Qizil Qal'eh,"An ancient place, cited: BAtlas 96 C2 Qizil Qal'eh",Qizil Qal'eh,-550,640,37.256236,54.865115
"C. Foss, G. Reger, S. Mitchell",Elaea,"An ancient place, cited: BAtlas 56 E4 Elaea",Kazıkbağları,-750,640,38.941644,27.055256
"M. Šašel Kos, P. Kos",Ansium,"An ancient place, cited: BAtlas 20 C5 Ansium",Cvijina gradina near Obrovac CRO,-30,640,44.179011,15.665495
M. Drew Bear,Psonis,"An ancient place, cited: BAtlas 77 F3 Psonis",Bassuna,-30,2100,26.665459,31.602632
J.J. Wilkes,Kraljevo,"An ancient place, cited: BAtlas 21 C6 Kraljevo","Kraljevo, YUG",-30,640,43.723318,20.686922
"M. Roaf, St J. Simpson",Abu Jilaj,"An ancient place, cited: BAtlas 91 F4 Abu Jilaj",Abu Jilaj,-330,640,33.260584,44.817362
S. Mitchell,Laodikeia (Katakekaumene)/Claudiolaodicea,Laodikeia (Katakekaumene)/Claudiolaodicea was a Hellenistic city of central Anatolia established by built by Seleucus I Nicator.,Ladik,-330,640,38.192186,32.374024
H. Bender,Aquileia,"An ancient place, cited: BAtlas 12 D4 Aquileia",Heidenheim,-30,640,48.678383,10.151322
"J.P. Brown, P.-L. Gatier",Botrys,"An ancient place, cited: BAtlas 68 A5 Botrys",Batrun LEB,-330,640,34.253561,35.659726
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Calagurris *Fibularia,"An ancient place, cited: BAtlas 25 E3 Calagurris *Fibularia","Loarre?, near Huesca",-330,640,42.325638,-0.611926
"Jr., F.H. Stanley, R.C. Knapp",Ilip(ou)la,An ancient settlement on the Iberos/Luxia river (modern Niebla on the Río Tinto in Spain).,Niebla,-550,2099,37.3609544,-6.6793495
"R.W. Mathisen, H.S. Sivan",[Vetraria],"An ancient place, cited: BAtlas 14 D1 [Vetraria]","St-Même-le-Tenu, Canton de Machecoul?",300,640,47.020845,-1.794172
G. Wagner,Ain Rammah,"An ancient place, cited: BAtlas 79 D4 Ain Rammah",Ain Rammah,-30,640,24.712981,30.579257
J.J. Wilkes,Crni Lug,"An ancient place, cited: BAtlas 21 C7 Crni Lug","Crni Lug, YUG",-30,640,42.733308,20.380739
J.J. Wilkes,Kosovska Mitrovica,"An ancient place, cited: BAtlas 21 C7 Kosovska Mitrovica","Kosovska Mitrovica, YUG",-30,640,42.875709,20.879573
"J.P. Brown, E.M. Meyers",Umm es-Surab,"An ancient place, cited: BAtlas 69 D5 Umm es-Surab","Umm es-Surab, JOR",300,640,32.424923,36.317655
"M. Šašel Kos, P. Kos",[Salinae],"An ancient place, cited: BAtlas 20 F5 [Salinae]",Soline near Tuzla BOS,-30,640,44.560024,18.694616
E. Bertrand,Lunna,"An ancient place, cited: BAtlas 17 D1 Lunna",near Belleville-sur-Saône,-30,640,46.094027,4.740069
R.B. Hitchner,Thysdrus,"Thysdrus (modern El Djem, Tunisia) was a Punic and Roman city of North Africa. It flourished in the second century A.D. and built its massive amphitheater in the third century. After an abortive revolt in A.D. 238, the city was destroyed by soldiers loyal to Maximinus Thrax.",el-Djem,-330,2100,35.2960575,10.707584
M.U. Erdosy,(H)Eorta/Sageda,"An ancient place, cited: BAtlas 6 E4 (H)Eorta/Sageda",Faizabad? Skt.: Ayodhya,-30,640,26.953896,81.857671
E.W.B. Fentress,Garbe?,"An ancient place, cited: BAtlas 31 E4 Garbe?",Ain Tamda,-30,640,36.382902,6.130325
"E.J. Keall, M. Roaf",Bibi Shervan,"An ancient place, cited: BAtlas 96 C2 Bibi Shervan",Bibi Shervan,-30,640,37.223599,54.8194
C. Foss,Himeros,"An ancient place, cited: BAtlas 53 B3 Himeros",N Chalcedon,300,640,40.998516,29.025097
E.N. Borza,Ainos,"An ancient city located at modern Enez in Turkey, Ainos was probably an Aeolian colony sent from Mytilene or Cyme in the 7th century BCE.",Enez TKY,-550,2100,40.7248985,26.085729
"M. Šašel Kos, P. Kos",Tambia,"An ancient place, cited: BAtlas 20 D6 Tambia",Kusević near Unešić CRO,-30,640,43.724105,16.201613
P.O. Spann,(S)Ucia,"An ancient place, cited: BAtlas 27 A3 (S)Ucia","Casa de la Elevadora, 2 miles NE Marmolejo",-330,640,38.074265,-4.186553
"C. Foss, S. Mitchell, G. Reger",Perperene/Theodosiopolis,"An ancient place, cited: BAtlas 56 D3 Perperene/Theodosiopolis",Aşagı Beyköy,-550,640,39.240505,26.962332
"J. Bennet, G. Reger",Inatos,"An ancient place, cited: BAtlas 60 D3 Inatos",Tsoutsouros,-330,640,34.987826,25.283734
H. Bender,Feltria,"An ancient place, cited: BAtlas 19 D3 Feltria",Feltre ITL,-330,640,46.016583,11.905691
H. Bender,Mezzocorona,"An ancient place, cited: BAtlas 19 D3 Mezzocorona","Mezzocorona, ITL",-330,640,46.214476,11.119584
R. Müller Wollermann,Kom Medinet Ghurab,"An ancient place, cited: BAtlas 75 D2 Kom Medinet Ghurab",Kom Medinet Ghurab,-330,640,29.200151,30.953521
David Braund,Sukho-Chaltyrskoye,"An ancient place, cited: BAtlas 84 E1 Sukho-Chaltyrskoye","Sukho-Chaltyrskoye, near Rostov",-30,640,47.245648,39.500902
J.J. Wilkes,Budakeszi,"An ancient place, cited: BAtlas 21 A2 Budakeszi","Budakeszi, HUN",-30,640,47.511253,18.930236
"L. Quilici, S. Quilici Gigli",La Storta,A station on the Via Cassia attested in an inscription dated to A.D. 379-383.,La Storta,300,640,42.002408,12.38216
R.B. Hitchner,H-17-I,"An ancient place, cited: BAtlas 32 F4 H-17-I",H-17-I,-30,640,36.396613,10.349731
J.J. Wilkes,Diabolis,"An ancient place, cited: BAtlas 49 C3 Diabolis",Zvezde? ALB,-30,640,40.719894,20.88809
David Braund,Ashamba 4,"An ancient place, cited: BAtlas 84 D4 Ashamba 4","Ashamba 4, W Gelendzhik",-330,640,44.64837,38.029289
A.S. Esmonde Cleary,Alauna?,"An ancient place, cited: BAtlas 8 F2 Alauna?",Alcester,-30,640,52.245772,-1.885446
A.G. Poulter,Krushovitsa,"An ancient place, cited: BAtlas 22 A5 Krushovitsa","Krushovitsa, BUL",-30,640,43.625987,23.839783
E.N. Borza,Lezovo,"An ancient place, cited: BAtlas 50 B1 Lezovo","Lezovo, MAC",300,640,41.94082,22.20034
C. Foss,Byzantium,"An ancient Greek settlement at the southern end of the Bosphorus where modern-day Istanbul, Turkey now stands. It flourished and grew throughout the Greek and Roman periods. The city was renamed Constantinopolis (q.v.) and much expanded by the fourth-century emperor, Constantine and his successors.",Istanbul,-750,640,41.005902,28.9738815
adamp,Ba’uda,"Ruins of an ancient city, located in modern Syria. Inscribed as a UNESCO World Heritage Site in 2011 as part of the ""Ancient Villages of Northern Syria.""",NA,300,640,35.6697222222,36.5686111111
E.N. Borza,Krupište,"An ancient place, cited: BAtlas 50 B1 Krupište","Krupište, fortified settlement MAC",300,640,41.875786,22.24334
"J. Kunow, C. Haselgrove",[Sentiacum]?,"An ancient place, cited: BAtlas 11 H2 [Sentiacum]?",Sinzig GER,-30,640,50.542618,7.246672
T.W. Potter,Aquae Sirenses,"An ancient place, cited: BAtlas 29 E1 Aquae Sirenses",Hammam bou Hanifia,-30,640,35.31646,-0.049719
R.B. Hitchner,Sidi-el-Mareghni,"An ancient place, cited: BAtlas 32 G3 Sidi-el-Mareghni",Sidi-el-Mareghni,-30,640,36.86571,10.695519000000001
"J.P. Brown, P.-L. Gatier",Asharne,"Tell ‘Acharneh is located 35 km northwest of Hama, on the north bank of the Orontes River, at the crossroads of two main trade routes. This center for the production of oil, wax, and wheat was occupied during the Bronze and Iron Ages, as well as during the First Crusades. Its ancient name, Tunip, is known from second-millennium-BC sources. A stele fragment bearing an inscription of the Neo-Assyrian king Sargon II (r. 721–705 BCE) found there attests to the city’s occupation during the Iron Age.",Asharne,-2000,2099,35.2833333,36.4
R.B. Hitchner,Djebel Touta,"An ancient place, cited: BAtlas 32 E3 Djebel Touta",Djebel Touta,-30,640,36.882914,9.516334
R.B. Hitchner,Tunes,Tunes was a Libyan city in Africa Proconsularis. Rome prevailed in a land battle south of Tunes in 256 BC during the First Punic War.,Tunis,-330,640,36.79923,10.171649
R.B. Hitchner,Furnos Maius,"An ancient place, cited: BAtlas 32 E4 Furnos Maius",Ain-Fourna,-330,640,36.136476,9.582593
A.G. Poulter,Shoumen,"An ancient place, cited: BAtlas 22 D5 Shoumen","Shoumen, BUL",300,640,43.282228,27.0268
"H.S. Sivan, R.W. Mathisen",Entrammes,"An ancient place, cited: BAtlas 14 E1 Entrammes",Entrammes,-330,640,47.9992815,-0.7164565
"E.M. Meyers, J.P. Brown",*Selaima,"An ancient place, cited: BAtlas 69 E4 *Selaima",Sulem SYR,-30,640,32.804118,36.553842
"P.-L. Gatier, T. Sinclair",Baka,"An ancient place, cited: BAtlas 67 B1 Baka",Eski Feke,300,640,37.814966,35.911724
A.G. Poulter,Beroe/Augusta Traiana,"An ancient place, cited: BAtlas 22 C6 Beroe/Augusta Traiana",Stara Zagora BUL,-330,640,42.4254025,25.624862
"E.J. Keall, M. Roaf",[(A)Bivard]/Apauarktike,"An ancient place, cited: BAtlas 97 E2 [(A)Bivard]/Apauarktike",near Kaakha TKM,-330,640,37.519088000000004,59.670091
D. Rupp,Leukos Oikos,"An ancient place, cited: BAtlas 72 D2 Leukos Oikos",Lefkoniko? CYX,-750,640,35.254511,33.724863
E.N. Borza,Kavadarci,"An ancient place, cited: BAtlas 50 B2 Kavadarci","Kavadarci, village and sanctuary MAC",-30,640,41.440203,22.03056
A. Bernand,Letopolis,Letopolis was an ancient Egyptian city. It served as the capital of the second nome of Lower Egypt.,Ausim,-750,640,30.1223455,31.1339825
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Tordan,"An ancient place, cited: BAtlas 89 B1 Tordan","Doğan Köy, formerly Tordan",-30,640,39.645952,39.152088
A.S. Esmonde Cleary,Dragonby,"An ancient place, cited: BAtlas 8 G1 Dragonby",Dragonby,-30,640,53.615399,-0.634702
"C. Foss, S. Mitchell",Lagbe,"An ancient place, cited: BAtlas 65 C3 Lagbe",Alifahrettin Yaylası,-330,640,37.142961,29.924947
D.J. Mattingly,el-Maraki,"An ancient place, cited: None",el-Maraki,-330,640,29.244831,25.340192
D.T. Potts,Jabal Berri,"An ancient place, cited: BAtlas 95 B3 Jabal Berri","Jabal Berri, SAU",-30,640,26.914602,49.636365
R.B. Hitchner,Bir-Oum-Ali,"An ancient place, cited: BAtlas 33 B2 Bir-Oum-Ali","Bir-Oum-Ali, ALG",-30,640,35.011025,8.30005
R. Müller Wollermann,Kharabat Deir el-Halin,"An ancient place, cited: BAtlas 75 D2 Kharabat Deir el-Halin",Kharabat Deir el-Halin,-330,640,29.164332,30.536904
E. Bertrand,Châteauneuf-les-Boissons,"An ancient place, cited: BAtlas 17 G2 Châteauneuf-les-Boissons",Châteauneuf-les-Boissons,-30,640,45.554318,6.189976
S. Mitchell,Olba,"An ancient place, cited: BAtlas 66 D3 Olba",Ura,-330,640,36.58519,33.956685
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Argote,"An ancient place, cited: BAtlas 25 C3 Argote","Argote, Condado de Treviño",-30,640,42.702152,-2.674476
"M. Roaf, St J. Simpson",Tell al-Deir (al-Aqul),"An ancient place, cited: BAtlas 91 F5 Tell al-Deir (al-Aqul)",Tell al-Deir (al-Aqul),-330,640,32.878296,44.986572
"J.P. Brown, E.M. Meyers",Reimea,"An ancient place, cited: BAtlas 69 E4 Reimea",Rimet el-Lohf SYR,-30,640,32.831946,36.52448
P.O. Spann,Ildum,"An ancient place, cited: BAtlas 27 F1 Ildum",Els Hostalots (Vilanova de Alcolea),-330,640,40.231686,0.073556
D.J. Mattingly,Waddan,"An ancient place, cited: BAtlas 36 F2 Waddan",Waddan,-30,640,29.147734,16.195787
W.V. Harris,Numana,Numana was a settlement of ancient Picenum located south of Ancona.,Numana,-750,640,43.511271,13.62142
H. Bender,Bilzingsleben,"An ancient place, cited: BAtlas 12 E1 Bilzingsleben",Bilzingsleben,300,640,51.281107,11.067948
"F.T. Hiebert, P.L. Kohl",Samti,"An ancient place, cited: BAtlas 99 D2 Samti","Samti, Dahana-i Qishlaq/Tahana-i Aiquli AFG",-550,640,37.583333,69.85
E.N. Borza,Grnčište,"An ancient place, cited: BAtlas 50 A1 Grnčište","Grnčište, fortified settlement MAC",-30,640,41.641496,21.847604
"E.J. Keall, M. Roaf",[Vishpauzatis]/[Busfozar],"An ancient place, cited: BAtlas 97 C3 [Vishpauzatis]/[Busfozar]",Khosrogird?,-550,640,36.109637,57.601569
T.W. Potter,Manliana,"An ancient place, cited: BAtlas 30 D4 Manliana","Khemis Miliana, formerly Affreville",-30,640,36.26087,2.220412
"T. Sinclair, David Braund",Amaseia,Amaseia (modern Amasya) was a naturally fortified settlement in the Pontic mountains near the Black Sea. It served as the capital of the kingdom of Pontus from ca. 300 BC to 183 BC.,Amasya,-1750,2000,40.66680835,35.82794385
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Molchia,"An ancient place, cited: BAtlas 89 F2 Molchia",Amik,300,640,38.753949,43.241023
jbecker,Baku,"An ancient city located on the Caspian Sea. Baku, now in Azerbaijan, was listed as a UNESCO World Heritage Site in 2000.",NA,-30,2100,40.395278,49.882222
A.S. Esmonde Cleary,‘Camborico’?,"An ancient place, cited: BAtlas 8 H2 ‘Camborico’?",Lackford,-30,640,52.3037,0.623598
"E.M. Meyers, J.P. Brown",Chorsia,"Site of an ancient settlement on the east coast of the Sea of Galilee (at modern Kursi) where port facilities, inscriptions, and a Byzantine monastery have been surveyed or excavated.",Kursi ISR,-30,2100,32.824024,35.649291
R.B. Hitchner,Pupput,Pupput was an ancient city of Africa proconsularis.,Souk-el-Abiod,-330,640,36.392998,10.562216
P.O. Spann,Iniesta,"An ancient place, cited: BAtlas 27 D2 Iniesta",Iniesta,-30,640,39.440732,-1.749431
"J. Bennet, G. Reger",Tarra,"An ancient place, cited: BAtlas 60 A2 Tarra",Ag. Roumeli,-750,640,35.236215,23.970017
David Braund,Kainepolis,"Major city of Armenia. Inhabited since the Neolithic Period, the city was capital of the Arsacid Kingdom of Armenia from 120-330 CE, and became a major religious center with the construction of Etchmiadzin Cathedral in the early 4th century.",Echmiadzin/Valarshapat ARM,-330,2100,40.176099,44.292264
D.J. Mattingly,Bir Majdubiyah,"An ancient place, cited: BAtlas 37 C2 Bir Majdubiyah",Bir Majdubiyah,-30,640,30.806148,17.426579
"C. Foss, S. Mitchell",Antiphellos/Habesos,Antiphellos/Habesos was an ancient settlement in Lycia.,Kaş,-550,640,36.199973,29.634935
E.N. Borza,Thasos (settlement),Greeks from Paros founded a colony on Thasos in the middle of the seventh century B.C.,Thasos,-750,640,40.78201,24.717535
D. Rupp,Galounia,"An ancient place, cited: BAtlas 72 D2 Galounia","Galounia, NW Komi CYX",-330,640,35.443104,33.953123
W.V. Harris,Cures,Cures (also Cures Sabini) was a Sabine city located in the Tiber river valley along the Via Salaria. The Romans conquered Cures in 290 B.C. under M'. Curius Dentatus and granted it status as a municipium in the tribus Sergia.,near Corese Terra,-750,640,42.1802695,12.68544
R. Müller Wollermann,Piamouei,"An ancient place, cited: BAtlas 75 D2 Piamouei",Biyahmu,300,640,29.368019,30.851682
W.M. Murray,Ioustinianoupolis,"An ancient place, cited: BAtlas 54 B2 Ioustinianoupolis","at Bregu i Melanit, above Nepravishta ALB",300,640,39.992045,20.291169
J.J. Wilkes,Rudo,"An ancient place, cited: BAtlas 21 B6 Rudo","Rudo, BOS",-30,640,43.616886,19.367038
"F.T. Hiebert, P.L. Kohl",Zard Kamar,"An ancient place, cited: BAtlas 99 D2 Zard Kamar","Zard Kamar, AFG",-550,640,37.456838,69.665089
"M. Pearce, R. Peretto, P. Tozzi",[Feraria],The early settlement history of [Feraria] (modern Ferrara) remains uncertain. The name Ferrara appears in AD 753 in a document of the Lombard king Desiderius.,Ferrara,300,640,44.837952,11.620477
A. Bernand,Kynopolis,"An ancient place, cited: BAtlas 74 E3 Kynopolis",Abu Sir Bana,-30,640,30.896044,31.234453
"A. Bursche, R. Warner",Karlino,"An ancient place, cited: BAtlas 2 G3 Karlino","Karlino, formerly Körlin POL",300,640,54.033665,15.877106
"J.P. Brown, P.-L. Gatier",Ruweiha,"An ancient place, cited: BAtlas 68 C2 Ruweiha",Ruweiha,300,640,35.760185,36.720092
"St J. Simpson, F. Hiebert, P.L. Kohl",Kushmeikhan,"An ancient place, cited: BAtlas 98 C1 Kushmeikhan",Köne Kishman TKM,300,640,37.893745,62.247637
M. Drew Bear,(T)Polybiane,"An ancient place, cited: BAtlas 77 F4 (T)Polybiane",Balyana,300,640,26.234131,32.002693
D.J. Mattingly,Negga,"An ancient place, cited: BAtlas 35 A1 Negga","Negga, TUN",-30,640,33.741094,8.833517
D.J. Mattingly,Gfonta,"An ancient place, cited: BAtlas 38 C1 Gfonta","Gfonta, Gfanta",-30,640,32.743772,21.532618
G. Wagner,Ain Ziyada,"An ancient place, cited: BAtlas 79 D4 Ain Ziyada",Ain Ziyada,-30,640,24.588396,30.751754
G. Wagner,el-Qasr,"An ancient place, cited: BAtlas 79 inset el-Qasr",el-Qasr,-30,640,25.703207,28.880674
"J. Fossey, J. Morin",Chaleion,"An ancient place, cited: BAtlas 55 C4 Chaleion",Galaxidi,-750,2100,38.378004,22.38728
J.J. Wilkes,Biatorbágy,"An ancient place, cited: BAtlas 21 A2 Biatorbágy","Biatorbágy, HUN",-30,640,47.471208,18.825224
C. Foss,Krenides,"An ancient place, cited: BAtlas 86 B2 Krenides",Kilimli,-330,640,41.490647,31.8409485
"M. Šašel Kos, P. Kos",Ortopla,"An ancient place, cited: BAtlas 20 B5 Ortopla",Stinica CRO,-330,640,44.71907,14.892387
S. Mitchell,Sbide,"An ancient place, cited: BAtlas 66 B3 Sbide","Yukarıçağlar, formerly Yukarı Izvit",-30,640,36.713636,32.797551
H. Bender,Houbirg,"An ancient place, cited: BAtlas 12 E3 Houbirg",Houbirg,-330,640,49.4928555,11.4787445
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Si(t)ai/Siteon Chiphas,"An ancient place, cited: BAtlas 89 C3 Si(t)ai/Siteon Chiphas",Ziyaret tepe,-2000,640,37.864169,40.989421
"R.W. Mathisen, H.S. Sivan",*Vodollacum?,"An ancient place, cited: BAtlas 14 E4 *Vodollacum?",Bouliac,-30,640,44.814023,-0.504207
J.J. Wilkes,Ulpiana,"An ancient place, cited: BAtlas 49 D1 Ulpiana",Gračanica YUG,-30,640,42.5966506888,21.1747485426
J.J. Wilkes,Stojnik,"An ancient place, cited: BAtlas 21 C5 Stojnik","Stojnik, mining settlement, castrum YUG",-30,640,44.507562,20.499254
"A. Bursche, L.F. Pitts",Metelin,"An ancient place, cited: BAtlas 13 I2 Metelin","Metelin, POL",300,640,50.749782,23.85935
N. Purcell,Nola,The city of Nola (Nuvlana) is considered one of the oldest in Campania. Under Augustus the settlement became a Roman colony; it was the spot where Augustus died in A.D. 14.,Nola,-750,640,40.926823,14.524545
N. Purcell,Fundi,Fundi achieved civitas sine suffragio after the Latin War in 338 B.C.,Fondi,-330,640,41.357429,13.427922
"J. Fossey, J. Morin",Xyniai,Xyniai was an ancient city located in Achaea Phthiotis in western Othrys.,Koromilia,-750,640,39.03837,22.267678
R.J.A. Wilson,Treppiedi di Modica,"An ancient place, cited: BAtlas 47 F5 Treppiedi di Modica","Treppiedi di Modica, village and necropolis",300,640,36.858998,14.760772
"I.E.M. Edlund Berry, A.M. Small",Barium,A city of the Peucetii that came under Roman control in the third century BC.,Bari,-750,1453,41.129222,16.870331
E.W. Haley,Comeniaca/Coviacense Castrum,"An ancient place, cited: BAtlas 24 F2 Comeniaca/Coviacense Castrum",Valencia de Don Juan,-750,640,42.294052,-5.519839
T. Drew Bear,Temenouthyrai,"An ancient place, cited: BAtlas 62 B4 Temenouthyrai",Uşak,-30,640,38.6794575,29.4104525
W.V. Harris,Tarchna/Tarquinii,"An ancient city of Etruria and the leading city of the doudecim populi Etruriae, Tarquinia (called Tarch(u)na or Tarchna in Etruscan) was a major urban center of ancient Italy.",near Tarquinia,-750,2100,42.2545322,11.7581734667
H. Bender,Gleichberge,"An ancient place, cited: BAtlas 12 D2 Gleichberge",Gleichberge,-330,640,50.3989925,10.5919105
"J.P. Brown, P.-L. Gatier",Orthosia,"An ancient place, cited: BAtlas 68 A4 Orthosia",Khan ard Artuşi LEB,-330,640,34.510876,35.954768
T. Drew Bear,Philomelion,"An ancient place, cited: BAtlas 62 F5 Philomelion",Akşehir,-330,640,38.356716,31.429822
R. Müller Wollermann,Thmoinepsi,"An ancient place, cited: BAtlas 75 E2 Thmoinepsi",Bani Sulaiman el-Sharqiya,300,2100,29.048369,31.099433
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",U798,"An ancient place, cited: BAtlas 93 B1 U798","U798, IRQ",-30,640,32.254433,45.234653
"J. Bennet, G. Reger",Lasaia,"An ancient place, cited: BAtlas 60 C3 Lasaia",opposite Trafos island,-330,640,34.94083,24.8182662
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Arade,"An ancient place, cited: BAtlas 89 C3 Arade","Arade, SYR",-330,640,36.733333,40.266666
R.J.A. Wilson,Inykon?,"An ancient place, cited: BAtlas 47 B2 Inykon?",Monte Inici,-550,640,38.004476,12.865856
A.S. Esmonde Cleary,Gatcombe,"An ancient place, cited: BAtlas 8 E3 Gatcombe",Gatcombe,-30,640,51.437167,-2.67623
"F. Hiebert, P.L. Kohl, St J. Simpson",Mirzabek kala,"An ancient place, cited: BAtlas 98 F1 Mirzabek kala","Mirzabek kala, along R. Amu Dar'ya TKM",-330,640,37.590511,65.611134
"J. Kunow, C. Haselgrove",Marcis?,"An ancient place, cited: BAtlas 11 B2 Marcis?",Marquise,-30,640,50.810751,1.70763
T. Drew Bear,*Soa,"An ancient place, cited: BAtlas 62 D3 *Soa",Altıntaş village,-30,640,39.076771,30.216813
"P. Kos, M. Šašel Kos",Bilje,"An ancient place, cited: BAtlas 20 F4 Bilje","Bilje, CRO",-30,640,45.603691,18.744933
"J.P. Brown, E.M. Meyers",Qazrin,"An ancient place, cited: BAtlas 69 C4 Qazrin","Qazrin, SYR",-30,640,32.991709,35.689426
David Braund,Isiakon Limen,"An ancient place, cited: BAtlas 23 D2 Isiakon Limen",Odessa,-550,640,46.530976,30.778144
R.B. Hitchner,*Giufi,"An ancient place, cited: BAtlas 32 E3 *Giufi",Henchir-Bir-Mcherga,-30,640,36.52,9.959979
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Kharaib Mahlabiya,"An ancient place, cited: BAtlas 89 E4 Kharaib Mahlabiya","Kharaib Mahlabiya, IRQ",300,640,36.285871,42.664968
"M. Roaf, St J. Simpson",Tell Talfis,"An ancient place, cited: BAtlas 91 B2 Tell Talfis","Tell Talfis, SYR",-330,640,35.338234,40.573966
R. Müller Wollermann,Papa,"An ancient place, cited: BAtlas 75 D3 Papa",Biba,-330,2100,28.92326,30.976721
D. Rupp,Kopetra,"An ancient place, cited: BAtlas 72 C3 Kopetra","Kopetra, SE Kalavasos",-30,640,34.748793,33.312153
"Jr., F.H. Stanley, R.C. Knapp",Nossa Senhora d'Aires,"An ancient place, cited: BAtlas 26 B3 Nossa Senhora d'Aires","Nossa Senhora d'Aires, near Viana do Alentejo POR",-30,640,38.340628,-7.985519
D.F. Graf,Baclanaza,"An ancient place, cited: BAtlas 83 B3 Baclanaza",Tabuk,-1200,2000,28.3880465,36.5727525
W.V. Harris,Pitinum,An ancient center of the Vestini.,near Madonna di Pettino,-30,640,42.348273,13.377905
D.J. Mattingly,el-Mtaugat,"An ancient place, cited: BAtlas 38 D1 el-Mtaugat",el-Mtaugat,-550,640,32.763104,22.044719
S.T. Parker,Mureigha,"An ancient place, cited: BAtlas 71 B3 Mureigha",Mureigha,-30,640,31.1376805,35.7996645
C. Foss,Kales,"An ancient place, cited: BAtlas 86 B2 Kales",Alaplı,-550,640,41.18195,31.387409
E.W. Haley,Mantua,"An ancient place, cited: BAtlas 24 G4 Mantua",el Coto la Cepilla (Perales de Milla),-30,640,40.486951,-3.869146
"M. Šašel Kos, P. Kos",Savaria,Colonia Claudia Savaria (Szombathely) Hungary.,Szombathely HUN,-30,2100,47.235142,16.62192
"M. Pearce, P. Tozzi",[Vulturina],"An ancient place, cited: BAtlas 39 G3 [Vulturina]",Gussola,300,640,45.014349,10.34765
"P. Kos, M. Šašel Kos",Kisapostag,"An ancient place, cited: BAtlas 20 F3 Kisapostag","Kisapostag, HUN",-30,640,46.894667,18.932167
D.J. Mattingly,Plateia,"An ancient place, cited: BAtlas 38 E1 Plateia",Gasr el-Bomba?,-750,640,32.396464,23.122173
H. Bender,Cambodunum (Raetia),Cambodunum was a Celtic settlement of Raetia. A Roman presence began under Tiberius (first century AD) when a Roman garrison was stationed at the site.,Kempten GER,-330,2100,47.727498,10.326578
R.J.A. Wilson,Castello di Calatubo,"An ancient place, cited: BAtlas 47 B2 Castello di Calatubo","Castello di Calatubo, urban center",-750,640,38.01548,12.984158
