name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Линевская библиотека,"обл Оренбургская,р-н Соль-Илецкий,с Линевка,ул Кызыл-Юлдузская,д 58",54.116974,51.140567,"Линевская библиотека входит в состав МБУК «Центральная библиотека» Соль-Илецкого городского округа. Основные направления деятельности – патриотическое, духовно-нравственное воспитание, пропаганда книги и чтения, краеведческое информирование. В библиотеке активно работает клуб «Сельчанка», который включает в себя представителей старшей возрастной категории пользователей. Свободное, непринужденное общение оказывается очень полезным для старшего поколения. Встречаясь в библиотеке, они получают новую информацию, обмениваются опытом, с удовольствием общаются, находят единомышленников и дело по душе.",Соль-Илецкий район,2023-03-06T10:34:04Z,2023-03-13T14:58:59Z,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,18:00:00,,,,
Новозахаркинская сельская библиотека,"обл Саратовская,р-н Петровский,с Новозахаркино,ул 70 лет Октября,д 75",45.3292920505305,52.1826135466466,"Библиотека проводит большую массовую работу с различными группами пользователей. Количество пользователей – 529 человек, фонд насчитывает 6 644 экземпляра. Наряду с традиционными для библиотеки мероприятиями – тематическими вечерами, выставками, беседами – стали проводиться интеллектуальные конкурсы, ток-шоу, интерактивные игры с использованием информационно-коммуникационных технологий. Важной частью библиотечного обслуживания является выставочная деятельность, которая предполагает непосредственный показ книг и материалов, раскрывающих их содержание. Оформляются выставки к юбилейным и памятным датам.",Петровский район,2020-09-14T12:43:42Z,2023-04-19T12:52:49Z,,,08:00:00,12:00:00,08:00:00,12:00:00,08:00:00,12:00:00,08:00:00,12:00:00,08:00:00,12:00:00,,
Центральная библиотека пос. Лебяжье,"обл Курганская,р-н Лебяжьевский,рп Лебяжье,ул Пролетарская,д 47",66.4954268932343,55.2722367626529,"Библиотека была создана в 1920 году. Прошла путь централизации. С 2005 года является Межпоселенческой центральной библиотекой. В 2016 году библиотека получила новое комфортное здание, с прилегающей территорией, на которой проходят различные мероприятия. На 1 января 2022 года библиотечный фонд составил 159 405 экземпляров. Количество посетителей за 2021 год – 144 541 человек.Книговыдача за 2021 год составила 274 126 экз.При библиотеке действуют 5 любительских объединений. в 2021 году библиотека стала победителем в областном конкурсе грантов патриотической направленности в номинации «Краеведение». Сумма гранта 10 000 рублей будет потрачена на реализацию проекта «Когда то славилось Лебяжье...»",Лебяжьевский район,2017-04-07T09:41:53Z,2023-03-20T12:22:52Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,16:00:00
Детская библиотека г. Губахи,"край Пермский,г Губаха,ул Дегтярева,д 9",56.280395463109,57.6647974863894,"Детская библиотека существует с 1962 года. Это одна из библиотек МБУК «Центральная библиотека» Губахинского городского округа. Фонд печатных изданий – около 32 844 экземпляров. Количество пользователей – 4 724 человека, количество посещений – 44 250, количество выданных документов – 96 610. Дети в библиотеке получают возможность общаться и развиваться в свободном пространстве. Доброжелательная среда расслабляет ребенка – он начинает оглядываться по сторонам. Берет с полки одну книгу, другую... Детская библиотека нацелена на просвещение в широком смысле. Библиотекари стараются придумывать различные мероприятия, которые могли бы вызвать интерес к чтению, знаниям, общению, развитию творческих навыков.",Губаха,2015-09-26T14:44:39Z,2023-03-21T08:40:35Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Библиотека № 2 г. Зимы,"обл Иркутская,г Зима,ул Новокшонова,д 2",102.05556,53.942439,"Библиотеки, как и люди, имеют свою неповторимую жизнь, полную знаковых событий, определяющих их судьбу. Впервые свои двери для читателей библиотека № 2 открыла в 1967 году. Приоритетные направления деятельности библиотеки: формирование информационной культуры пользователей; продвижение книги и чтения среди населения; внедрение инновационных библиотечных форм и методов;развитие творческой самореализации пользователей; экологическое просвещение всех групп населения. Ежегодно библиотека обслуживают более 2 000 человек. Книжный фонд насчитывает более 42 000 экземпляров документов. При библиотеке работает информационный центр, оказывающий услуги населению в области информационных технологий. Также успешно функционируют клубы по интересам: «Рябинушка» – для пенсионеров поселка; «Журавленок» – для юных любителей театра и художественного слова; «Мастерилка» – клуб выходного дня для детей. Сегодня библиотека живет насыщенной жизнью. Она стремится бережно сохранять лучшие традиции прошлого и при этом всегда открыта новым проектам и идеям.",Зима,2022-10-10T08:04:24Z,2022-10-10T11:36:06Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,17:00:00,,
Огибновская библиотека – филиал № 20,"обл Нижегородская,г Семенов,д Огибное,ул Микрорайон,д 5",44.578276,57.079392,"Официально история Огибновской сельской библиотеки начинается с 1971 года. До этого в д. Огибное при сельском клубе был передвижной библиотечный пункт Никитинской сельской библиотеки. Однако самой первой библиотекой в Огибном можно назвать избу-читальню. В 50-е годы был построен клуб, при нем открылась передвижная библиотека. В начале 70-х деревня стала быстро разрастаться. Постороили новое здание Дома культуры, куда перевели библиотеку из д. Хвойное. В настоящее время Огибновская библиотека-филиал № 20 – культурный и информационный центр деревни. Она оснащена необходимым оборудованием, имеется доступ к Интернету. Работа ведется по разным направлениям. Особое внимание уделяется экологическому воспитанию, краеведению и пропаганде здорового образа жизни. В библиотеке имеется мини-музей предметов народного быта. Для привлечения новых читателей проводятся познавательные мероприятия (игры, викторины, дни чтения), действует творческий кружок «Умелые руки». Фонд библиотеки насчитывает около 7 000 экземпляров документов, книговыдача – 11 524 экземпляра. Зарегистрировано 495 пользователей, количество посещений – 4 998.",Семеновский район,2021-06-21T08:00:48Z,2023-03-10T07:21:38Z,11:30:00,18:30:00,11:30:00,18:30:00,11:30:00,18:30:00,11:30:00,18:30:00,,,,,11:30:00,18:30:00
Татарско-Сугутская сельская библиотека,"Чувашия Чувашская республика,р-н Батыревский,д Татарские Сугуты,ул Школьная,д 29",47.70418,54.990302,"Татарско-Сугутская сельская библиотека была открыта 1 апреля 1965 года. 15 июня 2006 года библиотека стала модельной. В 2019 году в рамках государственной программы Чувашской Республики в деревне Татарские Сугуты построено новое здание Дома культуры. На втором этаже расположилась сельская библиотека. В библиотеке светло и уютно, обновлена мебель, выделен уютный детский уголок. Заведующая Румия Хакимова в 2020 году прошла профессиональную переподготовку по программе «Библиотечно-информационная деятельность» при Чувашском государственном институте культуры и искусства. На 1 января 2022 года библиотечный фонд насчитывает 4 026 экземпляров. Пользователей библиотеки – 642, посещений – 10 340. Выписывается 7 наименований периодических изданий. При библиотеке действует краеведческий клуб «Ак чэчэклер».",Батыревский район,2015-07-22T08:00:50Z,2023-02-28T09:17:38Z,12:30:00,15:30:00,12:30:00,15:30:00,12:30:00,15:30:00,12:30:00,15:30:00,12:30:00,15:30:00,11:00:00,14:00:00,,
Малошильнинская сельская библиотека,"Респ Татарстан,р-н Тукаевский,д Малая Шильна,ул Центральная,д 4А",52.533065,55.801602,"Малошильнинская сельская библиотека с 1982 года занимает комнату в здании Дома культуры «Родина». Она насчитывает в своем фонде 10 300 экземпляров книг, выписывает 18 видов газет и журналов на русском и татарском языках. Здесь устраиваются встречи, для детей проводятся тематические беседы, викторины, конкурсы, познавательные занятия. В Малошильнинской сельской библиотеке ведется массовая работа (библиографические обзоры, громкие чтения с детьми, литературные и тематические вечера, посвященные писателям-юбилярам). При учреждении работает клуб «Жить здорово!» для читателей старшего поколения. В уютном фойе можно почитать книги и просто отдохнуть.",Тукаевский район,2016-08-22T12:49:56Z,2023-04-10T13:02:46Z,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,,
Логдузский филиал,"обл Вологодская,р-н Бабушкинский,д Логдуз,д 25",44.7316059206543,59.9938935694948,"1 августа 1970 года в деревне Логдуз открылась Логдузская библиотека, расположенная в частном доме, принадлежащем Южакову Николаю Семеновичу. Заведующей стала Галина Александровна Поляшова, выпускница Вологодского культпросвет училища. В зону обслуживания библиотеки входило три деревни: Логдуз, Плешкино, Николаево. В 2012 году Логдузский сельский филиал № 12 возглавила Наталья Александровна Попова. В учреждении собран большой материал по краеведению родного края. Бережно хранятся письма с фронта, похоронки, собран фотоархив, по которому можно отследить жизнь вологодской деревни. Н. А. Попова тесно сотрудничает со школой, администрацией Бабушкинского муниципального округа. Активными участниками мероприятий являются учащиеся начальных классов под руководством Екатерины Валерьевны Гущиной. Фонд – 5 108 экземпляров. Количество пользователей – 110 человек.",Бабушкинский район,2022-10-05T08:59:32Z,2023-05-29T13:28:39Z,11:00:00,14:00:00,11:00:00,15:00:00,11:00:00,15:00:00,11:00:00,15:00:00,11:00:00,13:00:00,,,,
Шмидтовская сельская библиотека № 2,"Респ Башкортостан,р-н Уфимский,д Шмидтово,ул Мира,д 2",56.1984934597717,54.6463785505508,"Шмидтовская сельская библиотека № 2 была открыта в 1955 году. На сегодняшний день фонд насчитывает более 5 000 экземпляров изданий на различных носителях. Количество читателей – 300 человек. Учреждение ведет активную работу по повышению качества библиотечного и информационного обслуживания населения. Шмидтовская библиотека позиционирует себя как просветительский центр для местного сообщества. Для пользователей всех категорий активно проводятся интерактивные мероприятия – как онлайн, так и в стенах самой библиотеки. Основные направления деятельности учреждения: патриотическое воспитание и формирование гражданской активности; правовое просвещение; профилактика правонарушений.",Уфимский район,2020-12-18T09:08:18Z,2023-08-29T06:18:06Z,,,15:30:00,19:15:00,15:30:00,19:15:00,15:30:00,19:15:00,15:30:00,19:15:00,15:30:00,19:15:00,,
Библиотека № 20 «Эврика»,"обл Самарская,г Тольятти,б-р Космонавтов,д 7",49.32307,53.539232,"История библиотеки № 20 ведет отсчет с 7 апреля 1988 года. С 2010 года библиотека работает в режиме абонемента и имеет в своей структуре: зал художественной литературы и зал отраслевой литературы. Предоставляет открытый доступ к фондам библиотеки, полное удовлетворение запросов читателей с помощью ВСКО и МБА; библиотечно-библиографические и информационные услуги. Библиотека предлагает и такую форму обслуживания, как книгоношество (обслуживание читателей на дому). Ежегодно участвует в акциях: «Летние чтения», «В библиотеку всей семьей», «Приведи друга», «Неделя забывчивого читателя», «Лучший читатель года». На площадке библиотеки регулярно проходят заседания литературного клуба «Ренессанс» и клуба «Надежда» (для людей с ограниченными возможностями здоровья).",Тольятти,2021-07-23T07:54:21Z,2023-03-07T06:29:09Z,,,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,10:00:00,18:00:00,11:00:00,18:00:00,,
Кипчаковская сельская библиотека,"обл Рязанская,р-н Кораблинский,с Кипчаково,ул Школьная,зд 3а",40.151206009506,53.8703964536,"Кипчаковская сельская библиотека существует с 1935 года. Это была изба-читальня, которая находилась в одном здании с клубом. С 1941 года изба-читальня стала называться библиотекой, ее площадь составляла 8 кв. м, книжный фонд насчитывал 460 экземпляров, записано было 296 читателей. В 1967 году под библиотеку отдали старое здание правления колхоза «Прогресс», в 1975 году она переведена в новое здание сельского совета. В 2020 году библиотека переехала в новое здание. Она оснащена компьютерной техникой, телевизором, современной мебелью. Ведется страница во «ВКонтакте». Библиотека тесно сотрудничает с Кипчаковской сельской школой и участвует в жизни села. Число пользователей – 440. Для подростков организован клуб выходного дня «Сверстник». Библиотека работает по программе «Лето с книгой».",Кораблинский район,2022-12-30T08:14:29Z,2022-12-30T08:35:25Z,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,,
Александро-Слободская сельская библиотека – филиал № 4,"Респ Татарстан,р-н Заинский,с Александровская Слобода,ул Центральная,д 72а",52.126442,55.230985,"Александро-Слободская сельская библиотека расположена в селе Александровская Слобода Заинского района. В селе проживают 496 человек. Александро-Слободская сельская библиотека, как изба читальная была открыта в бывшем Поповском доме в 1933 году, совместно с Народным домом (так назывался клуб). Библиотека тесно взаимодействует с администрацией сельского совета, сотрудничает со школой, детским садом, больницей, сельским домом культуры. Ведется обслуживание по индивидуальному и групповому информированию. Выполняются справочные запросы, ведется подбор периодических статей, проводятся часы информации.В настоящее время фонд библиотеки составляет 11005 экз. книг, из них детский фонд – 2932 экземпляров, что позволяет удовлетворить запросы читателей. Сельская библиотека выписывает 23 наименования газет и журналов по разным отраслям знаний. Это детские журналы: «Непоседа», «Мир детей и подростков», «Салават купере» и др. Для взрослых – «Татарстан», «Казань», «Чаян», «Сельская новь», «Делаем сами», «Местное самоуправление», «Казан утлары», «Соембикэ», «Сабантуй», «Ялкын», «Безнен Мизас», «Идель» и др. Газеты: «Российская газета», «Республика Татарстан», «Ватаным Татарстан», «Зэй офыклары», «Мэдэни жомга», «Казанские ведомости», «Новый Зай», «Земля-землица» Всего читателей в библиотеке– 515 человек Посещение – 7582 Книговыдача – 10681В Александро-Слободской библиотеке работает 3 клуба по интересам: «Почемучки», «Светофор», «Кукольный театр «Маска».",Заинский район,2022-02-04T05:52:36Z,2023-02-06T07:04:11Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,
Петропавловская сельская библиотека,"обл Саратовская,р-н Дергачевский,с Петропавловка,ул Советская,д 51А",48.805245382271,51.2494410363279,"Петропавловская сельская библиотека была открыта в 1948–1949 годах. Располагалась она в то время в обычном доме. В 1965 году был сдан в эксплуатацию Петропавловский сельский дом культуры, и библиотека переехала в новое светлое помещение.Книжный фонд в настоящее время включает 6 699 экземпляров. Количество читателей – 550 человек.Мероприятия библиотеки проводятся для различных возрастных групп читателей как в традиционной форме, так и в онлайн-режиме. Работа учреждения строится по различным направлениям: краеведение, сохранение национальных культур, правовое просвещение населения, пропаганда чтения.",Дергачевский район,2020-10-15T04:11:52Z,2023-02-03T10:59:15Z,13:00:00,16:30:00,13:00:00,16:30:00,13:00:00,16:30:00,13:00:00,16:30:00,13:00:00,16:30:00,13:00:00,15:30:00,,
