language,glottocode,latitude,longitude,value
Tabo,tabo1241,-8.09387,143.305,absent
Khakas,khak1248,50.7393,107.169,absent
Nama (Namibia),nama1264,-25.0747,17.9767,absent
Resígaro,resi1247,-1.169535,-71.60524,absent
Brao,lave1249,14.5994,107.008,absent
Isthmus-Cosoleacaque Nahuatl,isth1240,17.9401,-94.7347,absent
Bisu,bisu1244,20.8542,99.9862,absent
Khumi Chin,khum1248,22.87125,92.9894633333,absent
Kalkutung,kalk1246,-21,139.5,absent
Meramera,mera1242,-4.97468,151.528,absent
Old Mon,oldm1242,14.83,100.5,absent
Southern Lengua,sout2989,-23.427556,-57.945626,absent
Nauru,naur1243,-0.52957,166.922,absent
Yimas,yima1243,-4.71731,143.572,absent
Dimasa,dima1251,25.4198,93.1806,absent
Prai,phai1238,19.0383,101.218,absent
Kaba,kaba1281,7.64972,16.7344,absent
Akei,akei1237,-15.6377,166.767,absent
Sholaga,shol1240,11.9458,77.2211,absent
Gizrra,gizr1240,-9.183,142.804,absent
Kom (India),komi1270,24.8688,94.534,absent
Lambadi,lamb1269,16.5734,76.9717,absent
Kanite,kani1286,-6.38841,145.556,absent
Duala,dual1243,4.10208,9.61877,absent
Bondo,bond1245,19.1512,83.8141,absent
Walmajarri,walm1241,-19.7229,126.113,absent
Chenchu,chen1255,15.8787,79.2534,absent
Me'en,meen1242,6.63207,35.6255,absent
Eastern Mnong,east2333,12.3939,108.354,absent
Lahta-Zayein Karen,zaye1235,20.16,96.908,absent
Wagaya,waga1260,-20.329,137.623,absent
Awara,awar1248,-6.16986,146.372,absent
Biafada,biaf1240,11.467,-15.1347,absent
Acheron,ache1245,10.8827,30.3187,absent
Popti',popt1235,15.6609,-91.6633,absent
Iatmul,iatm1242,-4.30064,143.316,absent
Lahu Shi,lahu1252,21.2078,100.97,absent
Sarsi,sars1236,50.8822,-114.301,absent
Awetí,awet1244,-12.381944,-53.391944,absent
Koireng,koir1240,25.2857,94.2141,absent
Jehai,jeha1242,5.63695,101.541,absent
Nama (Papua New Guinea),nama1266,-8.66403,141.706,absent
Nyali,nyal1250,1.92098,30.0201,absent
Sio,sioo1240,-5.96037,147.353,absent
Mussau-Emira,muss1246,-1.44105,149.624,absent
Chipewyan,chip1261,58.98,-104.44,absent
Nomaande,noma1260,4.5893,10.9157,absent
Gogodala,gogo1265,-8.08527,142.874,absent
Qawasqar,qawa1238,-49.303195,-74.707536,absent
Darai,dara1250,27.8623,84.1357,absent
Galo,galo1242,27.9805586,94.6884956,absent
Maisin,mais1250,-9.22853,148.731,absent
Waja,waja1259,9.91175,11.7206,absent
Bribri,brib1243,9.39794,-83.0539,absent
Ughele,ughe1237,-8.45725,157.341,absent
Mochica,moch1259,-8.01667,-79,absent
Tboli,tbol1240,6.20377,124.538,absent
Belep,nyal1254,-19.72,163.66,absent
Ma Manda,sauk1252,-6.31958,146.759,absent
Chocangacakha,choc1275,27.46961,91.21954,absent
Czech,czec1258,49.873398,15.10437,absent
Yuqui,yuqu1240,-16.7875,-64.9438,absent
Apurinã,apur1254,-8.21692,-66.7714,absent
Qimant,qima1242,12.8119,37.0542,absent
Ineseño,ines1240,34.6169,-120.08,absent
Dandami Maria,dand1238,18.7475,81.3598,absent
Maranao,mara1404,7.79414,124.175,absent
Zeme Naga,zeme1240,25.3499,93.6463,absent
Awtuw,awtu1239,-3.53129,141.928,absent
Maranunggu,mara1386,-13.6754,130.12,absent
Wuding-Luquan Yi,wudi1238,25.48,102.48,absent
Belhariya,belh1239,26.9972,87.2783,absent
Witsuwit'en-Babine,babi1235,55.0997,-126.41,absent
Uru,uruu1244,-16.72547,-68.971190000000007,absent
Waimiri-Atroari,waim1253,-0.61832,-60.4259,absent
Takia,taki1248,-4.69057,145.975,absent
Mualang,mual1241,0.31083,111.077,absent
Even,even1260,70.6687,130.914,absent
Marúbo,maru1252,-6.60703,-72.4027,absent
Hruso,hrus1242,27.27,92.63,absent
Central Bai,cent2004,26.1666,99.7052,absent
Pohnpeian,pohn1238,6.87212,158.223,absent
Belanda Bor,bela1256,6.6503,27.8232,absent
Ndamba,ndam1239,-8.40485,36.0271,absent
Jalkunan,jalk1242,10.5426,-5.21959,absent
Asháninka,asha1243,-11.9311,-73.9073,absent
Garrwa,gara1269,-17.4504,137.72014,absent
Southern Pashto,sout2649,37.17,68.25,absent
Bilinarra,bili1250,-16.868771,130.533991,absent
Naasioi,naas1242,-6.46022,155.632,absent
Woods Cree,wood1236,57,-99,absent
Amur Nivkh,gily1242,52.59,140.681,absent
North Slavey,nort2942,63.2671,-123.641,absent
S'gaw Karen,sgaw1245,17.9872,97.7126,absent
Michoacán Nahuatl,mich1245,18.3412,-103.361,absent
Iban,iban1264,2.09041,112.934,absent
Bahnar,bahn1262,14.0476,108.471,absent
Misima-Paneati,misi1243,-10.6821,152.696,absent
Miriwung,miri1266,-16.3596,128.889,absent
Yine,yine1238,-11.1086,-73.3087,absent
Tataltepec Chatino,tata1258,16.2963,-97.5311,absent
Bankon,bank1256,4.3702,9.6403,absent
Koho,koho1244,11.6444,108.057,absent
Urali Irula,irul1244,12.70645,79.95209,absent
Achuar-Shiwiar,achu1248,-2.82646,-77.2641,absent
Eastern Lawa,east2330,19.0136,98.7613,absent
Terena,tere1281,-20.6614,-56.0329,absent
Rade,rade1240,12.979,108.41,absent
Komo (Democratic Republic of Congo),komo1260,-0.76333,26.7144,absent
San Martín Quechua,sanm1289,-6.9582,-76.6608,absent
Qaqet,qaqe1238,-4.45258,151.702,absent
Reyesano,reye1240,-14.8333,-67.0833,absent
Semelai,seme1247,2.82799,102.806,absent
Mortlockese,mort1237,5.50735,153.710778,absent
Berta,bert1248,10.6474,34.7042,absent
Mikasuki,mika1239,26.08142,-80.90847,absent
Yavitero-Pareni,yavi1244,2.9248440000000002,-67.438886,absent
Youle Jinuo,youl1235,22.0473,101.057,absent
Gambera,gamb1251,-14.29546,126.27131,absent
Manat,payn1244,-4.94303,144.879,absent
Kamula,kamu1260,-7.28798,142.639,absent
Marra,mara1385,-14.7927,134.865,absent
Akie,mosi1247,-5.43471,37.1869,absent
U,uuuu1243,22.6767,101.772,absent
Saisiyat,sais1237,24.6043,121.067,absent
Kuanyama,kuan1247,-17.7176,16.58,absent
Pichis Ashéninka,pich1237,-10.47249,-74.60281,absent
Kuvi,kuvi1243,18.8832,83.7552,absent
Erzya,erzy1239,52.8548,45.3901,absent
Mambwe-Lungu,mamb1296,-8.86817,31.2269,absent
Northern Tepehuan,nort2959,26.4348,-107.379,absent
Nzakara,nzak1247,4.79567,22.8254,absent
Chong of Chanthaburi,chon1284,12.5218,102.514,absent
Ngandi,ngan1295,-12.8448,134.649,absent
Gusii,gusi1247,-0.78872,34.76751,absent
Palikúr,pali1279,3.63993,-51.6246,absent
Gilbertese,gilb1244,0.179,173.64,absent
Yami,yami1254,22.055,121.544,absent
Urningangg,urni1239,-13.4766,133.023,absent
Majang,maja1242,7.71,34.97,absent
Pa-Hng,pahn1237,22.8049,105.165,absent
Orokolo,orok1267,-7.81309,145.34,absent
Tharaka,thar1283,-0.13221,38.073,absent
Terei,tere1278,-6.70051,155.745,absent
Gata',gata1239,18.6076,82.984,absent
Bonan,bona1250,35.6972,102.995,absent
Latvian,latv1249,56.826108,24.309118,absent
Sirionó,siri1273,-15.5298,-63.9688,absent
Cusco Quechua,cusc1236,-14.0853,-71.7663,absent
Yidiñ,yidi1250,-17.1332,145.876,absent
Assiniboine,assi1247,49.2923,-106.068,absent
North Azerbaijani,nort2697,40.9777,46.4737,absent
Moloko,molo1266,10.7933,14.2521,absent
Kanasi,kana1288,-10.1658,149.751,absent
Umanakaina,uman1240,-9.89671,149.658,absent
Kashmiri,kash1277,34.166825,74.330455,absent
Nihali,niha1238,21.1886,76.3318,absent
Lamkang,lamk1238,24.1523,94.2706,absent
Kola,kola1285,-5.48833,134.592,absent
Mauwake,mauw1238,-4.52416,145.394,absent
Pengo,peng1244,19.3435,83.6552,absent
Lendu,lend1245,2.1898,30.6794,absent
Tupinambá,tupi1273,-22.807778,-42.106389,absent
Lou,louu1245,-2.38659,147.346,absent
Dumi,dumi1241,27.45849,86.75699,absent
Yuchi,yuch1247,35.75,-86.75,absent
Araweté,araw1273,-4.90246,-52.5001,absent
Xishanba Lalo,xish1235,24.8709,100.711,absent
Kimaama,kima1246,-8.01899,138.355,absent
Tangwang,tang1373,35.803799,103.54273,absent
Rembong-Wangka,remb1250,-8.53361,120.973,absent
Warluwara,warl1256,-22.2909,138.738,absent
Kerinci,keri1250,-1.93668,101.403,absent
West Kewa,west2599,-6.32097,143.73,absent
Eastern Bru,east2332,17.1311,105.671,absent
Baima,baim1244,33.1001,103.952,absent
Isconahua,isco1239,-7.75236,-74.5193,absent
Creek,cree1270,31,-87.5,absent
Eipomek,eipo1242,-4.33691,140.045,absent
Avokaya,avok1242,4.38639,29.9379,absent
Thai,thai1261,14.192,100.671,absent
Hakka Chinese,hakk1236,25,116,absent
Ngala-Santandrea,ngal1296,6.63187,24.61853,absent
Wambayan,wamb1258,-17.496,135.683,absent
Ritarungo,rita1239,-13.4559,135.259,absent
Umbugarla,umbu1235,-12.9325,131.825,absent
South Slavey,sout2959,59.8794,-117.047,absent
Ninglang,ning1281,26.91,98.94,absent
Itonama,iton1250,-12.80431,-64.35748,absent
Northern Karelian,nort2673,65.1691,30.8655,absent
Manado Malay,mala1481,1.48099,124.843,absent
Congo Swahili,cong1236,-7.2692,27.4196,absent
Northern Yukaghir,nort2745,70.498,157.853,absent
Northwestern Ojibwa,nort2961,51.6192,-87.7862,absent
Sumerian,sume1241,31.3,45.6667,absent
Cacataibo de Mariscal,caca1249,-8.70232,-75.4206,absent
Djambarrpuyngu,djam1256,-12.021,135.59,absent
Sonsorol,sons1242,5.328596,132.221282,absent
Benga,beng1282,1.075766,9.600739,absent
Matigsalug Manobo,mati1250,7.72124,125.16,absent
Western Apache,west2615,33.8574,-110.123,absent
Zakhring,zakh1243,28.129,97.022,absent
Icari,icar1234,41.977226,47.565486,absent
Woleaian,wole1240,7.37957,143.916,absent
Eastern Kikongo,east2782,-5.25,15.5,absent
Cross River Mbembe,cros1244,6.16926,8.23592,absent
Ndogo,ndog1248,7.73028,27.5588,absent
Mbyá Guaraní,mbya1239,-26.0188,-52.711,absent
Sengseng,seng1281,-6.16474,149.784,absent
Weri,weri1253,-7.71834,146.914,absent
Ngalkbun,ngal1292,-13.9783,133.936,absent
Ap Ma,apma1241,-4.35147,144.085,absent
Kom (Cameroon),komc1235,6.2596,10.3348,absent
Usan,usan1239,-4.84265,145.362,absent
Tsez,dido1241,42.2646,45.8096,absent
Western Highland Chatino,west2644,16.2495,-97.3244,absent
Toba-Maskoy,toba1268,-21.5474,-58.0158,absent
Toaripi,toar1246,-8.07231,146.206,absent
Baba Malay,baba1267,1.75414,103.076,absent
Ikema-Irabu,ikem1234,24.7564,125.363,absent
Tswana,tswa1253,-24.368,24.7587,absent
Bargam,barg1252,-4.8723,145.756,absent
Miwa,miwa1242,-14.3484,126.921,absent
Yongbei Zhuang,yong1276,23.1,108.15,absent
Blang,blan1242,22.0092,99.7405,absent
Chuukese,chuu1238,7.346993,151.598607,absent
Nara,nara1262,15.3251,37.499,absent
Amuzgu-Shiri,sirz1237,42.171599,47.332115,absent
Umbundu,umbu1257,-12.4763,14.4148,absent
Cholón,chol1284,-9.23129,-75.9621,absent
Sasak,sasa1249,-8.58349,116.284,absent
Litoka,lito1235,2.69,19.24,absent
Unua,unua1237,-16.2638,167.599,absent
Haroi,haro1237,13.2201,108.995,absent
Eastern Atadei,sout2896,-8.49783,123.531,absent
Xhosa,xhos1239,-31.0389,28.0769,absent
Tidore,tido1248,0.02461,127.746,absent
Shambala,sham1280,-4.8,38.29,absent
Mongo,mong1338,-1.54228,20.4259,absent
Ashéninka Perené,ashe1272,-10.9777,-74.9153,absent
Georgian,nucl1302,41.850397,43.78613,absent
Chibcha,chib1270,6.24999,-74.1666,absent
Sidamo,sida1246,6.74176,38.3729,absent
Wintu,wint1259,39.7176,-122.445,absent
Plains Cree,plai1258,51.2437,-110.463,absent
Sedang,seda1262,14.7793,108.027,absent
Burushaski,buru1296,36.2161,74.8236,absent
Kwini,kwin1241,-14.2515,126.562,absent
Makwe,makw1236,-10.4673,40.0274,absent
Nyankole,nyan1307,-0.46364,30.548,absent
Bawm Chin,bawm1236,22.4405233333,92.92553,absent
Atampaya,atam1239,-11.0018,142.273,absent
Tinà Sambal,tina1248,15.5797,120.095,absent
Kagulu,kagu1239,-6.38204,37.0534,absent
Maia,maia1254,-4.50212,145.096,absent
Diriku-Shambyu,diri1252,-18.1681,20.6678,absent
Maco,maco1239,4.5621,-66.5813,absent
Tawallammat Tamajaq,tawa1286,13.9878,4.47692,absent
Buol,buol1237,0.97727,121.519,absent
Alacatlatzala Mixtec,alac1244,17.25,-98.58,absent
Arop-Lokep,arop1243,-5.31671,147.103,absent
Gwama,kwam1249,9.50836,34.2457,absent
Tatar,tata1255,55,50,absent
Godoberi,ghod1238,42.7428,46.2252,absent
Southern Sierra Miwok,sout2985,38.2363,-120.507,absent
Kaska,kask1239,61.9942,-132.412,absent
Sabanê,saba1268,-12.9857,-60.335,absent
Yagua,yagu1244,-3.42913,-72.2186,absent
Bangru,bang1369,27.95,93.15,absent
Kari,kari1306,5.03525,25.7491,absent
Oirad-Kalmyk-Darkhat,kalm1243,46.566667,45.316667,absent
Byangsi,byan1241,29.92002,80.63653,absent
Nyahkur,nyah1250,15.8909,101.515,absent
Nzakambay,nzak1246,7.66745,15.6675,absent
Abau,abau1245,-3.97222,141.324,absent
Jaqaru,jaqa1244,-12.741939,-75.809231,absent
Tagoi,tago1246,12.0346,30.9306,absent
Bantoanon,bant1288,12.5194,122.034,absent
Kosarek Yale,kosa1249,-4.06603,139.645,absent
Pawnee,pawn1254,36.2862,-96.8937,absent
East Taa,huaa1248,-24.20022,20.79583,absent
Luiseno-Juaneño,luis1253,33.3184,-116.939,absent
Zande,zand1248,4.62047,26.7157,absent
Nhanda,nhan1238,-27.425236430000002,114.2680442,absent
Sudest,sude1239,-11.5229,153.488,absent
Momu-Fas,fass1245,-3.10868,141.64,absent
Serbian-Croatian-Bosnian,sout1528,44.15,18.81,absent
Labu,labu1248,-6.75,146.903,absent
Mouk-Aria,mouk1239,-5.71155,149.158,absent
Shor,shor1247,52.3261,88.4344,absent
Ayacucho Quechua,ayac1239,-13.84714,-74.32246,absent
Balantak,bala1315,-0.86809,123.289,absent
Ottawa,otta1242,44.5988,-83.226,absent
Lardil,lard1243,-16.56152,139.4343,absent
Maram Naga,mara1379,25.4378,94.2205,absent
Northern Yokuts,yoku1256,36.3167,-119.721,absent
Suabo,suab1238,-2.07971,132.157,absent
Khmu,khmu1256,20.2463,101.671,absent
Tagwana Senoufo,tagw1240,8.67053,-5.17372,absent
Ugaritic,ugar1238,35.6,35.78,absent
Tegali,tega1236,11.9523,31.1112,absent
Lewo,lewo1242,-16.7612,168.334,absent
Ndunga,ndun1249,2.3886,21.5755,absent
Anem,anem1249,-5.54836,148.993,absent
Movono,tang1347,-15.5643,166.958,absent
Gumawana,guma1254,-9.28497,150.762,absent
Zaiwa,zaiw1241,24.1726,98.3643,absent
Narom,naro1251,4.42115,114.011,absent
Apatani,apat1240,27.1933,93.7284,absent
Warlmanpa,warl1255,-18.949,133.862,absent
Turkic Khalaj,turk1303,34.4224,50.3222,absent
Chickasaw,chic1270,34,-88,absent
Surgut Khanty,surg1248,61.25,73.35,absent
Kabardian,kaba1278,43.5082,43.3918,absent
Huambisa,huam1247,-3.99109,-77.9797,absent
Dhimal,dhim1246,26.6283,88.3798,absent
Khaling,khal1275,27.3912,87.5053,absent
Ndengereko,nden1248,-7.54628,38.958,absent
Burunge,buru1320,-5.21369,35.963,absent
Seneca,sene1264,42.56,-77.53,absent
Grass Koiari,gras1249,-9.51218,147.437,absent
Kinshasa Lingala,ling1263,-4.409174,15.28532,absent
Pamona,pamo1252,-1.62663,121.268,absent
Nuclear Nias,nucl1464,0.90691,97.4961,absent
Keiga,keig1242,11.2064,29.3889,absent
Sentani,nucl1632,-2.6013,140.512,absent
Kutep,kute1248,7.07479,10.0916,absent
Baka (Cameroon),baka1272,2.16013,13.7804,absent
Kodava,koda1255,12.2443,75.9161,absent
Uduk,uduk1239,9.16012,34.2293,absent
West Damar,west2548,-7.12065,128.585,absent
Minica Huitoto,mini1256,-1.54535,-73.1107,absent
Livvi,livv1243,61.6565,29.0726,absent
Central Alaskan Yupik,cent2127,60.3062,-161.486,absent
Muthuvan,muth1236,10.3524,76.7328,absent
Yalarnnga,yala1262,-21.731,139.511,absent
Ha,haaa1252,-3.77873,30.4894,absent
Gaagudju,gaga1251,-12.5176,132.643,absent
Warembori,ware1253,-1.65941,137.566,absent
Osamayi,osam1235,-0.012,13.61,absent
Cheke Holo,chek1238,-8.27055,159.625,absent
Soli,soli1239,-15.5213,28.7934,absent
Shilluk,shil1265,9.85472,31.7926,absent
Negeri Sembilan Malay,nege1240,2.66503,102.291,absent
Guwidj,guwi1238,-15.1,126.5,absent
Kugere-Kuxinge,bayo1255,12.6881,-16.3947,present
Foi,foii1241,-6.47258,143.495,present
Mezquital Otomi,mezq1235,20.2274,-99.5564,present
Rawa,rawa1267,-5.83155,145.937,present
Tayart Tamajeq,taya1257,16.9232,7.6743,present
Khana,khan1278,4.70908,7.44363,present
Mundabli-Mufu,mund1328,6.59969,10.2704,present
Urim,urim1252,-3.58018,142.653,present
Choctaw,choc1276,32.25,-88.5,present
Wala,wala1266,-8.81936,160.741,present
Western Farsi,west2369,32.9,53.3,present
Maltese,malt1254,35.8884,14.4508,present
Lomeriano-Ignaciano Chiquitano,chiq1248,-16.769554,-61.817795,present
Ma'anyan,maan1238,-2.1239,115.092,present
Iu Mien,iumi1238,20.83,101.17,present
Apinayé,apin1244,-6.10774,-47.6315,present
Melamchi Yolmo,east2343,27.9212,85.6289,present
Nopala Chatino,nopa1235,16.0954,-97.1339,present
Southwest Tanna,sout2869,-19.57953,169.35603,present
Rerep,rere1240,-16.2934,167.651,present
Avatime,avat1244,6.8688,0.41314,present
Savosavo,savo1255,-9.12853,159.814,present
Orma,orma1241,-1.79489,39.60749,present
Obo Manobo,obom1235,7.29141,125.09,present
Marori,moro1289,-8.5692,140.688,present
Touo,touo1238,-8.58405,157.296,present
Humburi Senni Songhay,humb1243,15.2948,-1.69301,present
Iloko,ilok1237,15.9361,120.993,present
Alyawarr,alya1239,-21.0427,136.835,present
Mele-Fila,mele1250,-17.6841,168.275,present
Lepcha,lepc1244,27.0869,88.5726,present
Buginese,bugi1244,-4.47,119.977,present
Axamb,axam1237,-16.4838,167.707,present
Bimin,bimi1240,-5.38732,142.04,present
Tempasuk Dusun,temp1235,6.36389,116.545,present
North Marquesan,nort2845,-8.89412,-140.108,present
Koromira,koro1313,-6.39399,155.742,present
Cayubaba,cayu1262,-13.2482,-65.4822,present
Marovo,maro1244,-8.37943,157.747,present
Kambera,kamb1299,-9.88447,120.235,present
Lishanid Noshan,lish1245,36.213298,44.065281,present
Jiba,jiba1237,9.26508,11.5099,present
Ngiyambaa,wang1291,-30.6481,146.18,present
Cicipu,cici1237,11.0417,5.54073,present
Kawi,kawi1241,-7,111,present
Masana,masa1322,10.0606,15.4748,present
Somali,soma1255,4.778704,45.152856,present
Runga,rung1258,9.7154,20.9945,present
Hassaniyya,hass1238,18.29,-14.11,present
Tsamai,tsam1247,5.3097,36.9139,present
Tondi Songway Kiini,tond1249,15.262989,-2.816163,present
Hõne,hone1235,9.79715,10.9206,present
Yaaku,yaak1241,0.46863,37.1008,present
Northern Ngbandi,nort2774,3.56357,21.85251,present
Tuvalu,tuva1244,-8.520813,179.198088,present
Koromfé,koro1298,14.046,-1.96187,present
Northern Paiute,nort2954,40.0799,-119.536,present
Aghwan,aghw1237,40.374444,47.126667,present
Achi,achi1256,15.073,-90.3513,present
Siar-Lak,siar1238,-4.62059,152.892,present
Chuwabu,chuw1238,-17.3428,37.1231,present
West Uvean,west2516,-20.4145,166.589,present
Tigon Mbembe,tigo1236,6.983995,10.70849,present
Baga Koga,baga1273,10.1286,-13.947,present
North Levantine Arabic,nort3139,34.1709,36.0468,present
Gapapaiwa,gapa1238,-9.73317,149.854,present
Xokleng,xokl1240,-26.9217,-49.5886,present
Pagu,pagu1249,1.2134,127.78,present
Ngbaka Ma'bo,ngba1284,4,18.12,present
Selaru,sela1259,-8.18376,130.961,present
Longgu,long1395,-9.75258,160.663,present
Hula,hula1239,-9.99427,147.705,present
Nengone,neng1238,-21.5305,167.964,present
Bube,bube1242,3.53638,8.68929,present
Magahi,maga1260,25.0915,85.3335,present
'Are'are,area1240,-9.20699,161.158,present
Pukapuka,puka1242,-10.91,-165.83,present
Hawaiian,hawa1245,19.6297,-155.43,present
Kxoe,kxoe1243,-16.59051,22.599835,present
Rapanui,rapa1244,-27.113,-109.342,present
Comox,como1259,49.7233,-124.967,present
Central Tarahumara,cent2131,27.5648,-107.154,present
Paite Chin,pait1244,24.0381,93.6136,present
Tawala,tawa1275,-10.3115,150.644,present
Lusengo,luse1252,0.16988,18.3991,present
Maasina Fulfulde,maas1239,11.1324,-3.64763,present
Bella Coola,bell1243,52.3448,-126.689,present
Gardabani Bohtan Neo-Aramaic,boht1238,41.459,45.084,present
Sakizaya,saki1247,24.026316,121.531394,present
Fipa,fipa1238,-7.88963,31.3442,present
Sulka,sulk1246,-5.03471,151.891,present
Tangam,tang1377,28.95,94.98,present
Rotuman,rotu1241,-12.5008,177.066,present
Bwatoo,bwat1240,-21.3777,165.076,present
Northern Jinghpaw,sing1264,27.296,95.606,present
Cotabato Manobo,cota1241,6.39417,124.234,present
Halia,hali1244,-5.26603,154.662,present
Ömie,omie1241,-9.03136,148.107,present
Paama,paam1238,-16.47548,168.23693,present
Tausug,taus1251,5.12236,118.88,present
Shawnee,shaw1249,40,-83,present
Puyuma,puyu1239,22.643,120.996,present
Lokono,araw1276,5.64295,-56.9243,present
Classical-Middle Armenian,clas1249,38.592316,41.346422,present
Central Aymara,cent2142,-17,-68.5,present
Meriam,meri1244,-9.59575,143.773,present
Lenakel,lena1238,-19.4763,169.261,present
Ga'dang,gada1258,17.2238,121.455,present
Balangingi,bala1311,6.011614,121.686646,present
Bambara,bamb1269,12.9,-7.65,present
Anuta,anut1237,-11.61,169.85,present
Wan,wann1242,7.88773,-5.82092,present
Boro (Ethiopia),boro1277,10.6596,35.345,present
Bom-Kim,bomk1234,9.27518,-11.59696,present
West Tarangan,west2538,-6.62046,134.168,present
Siwai,siwa1245,-6.6429,155.452,present
Cofán,cofa1242,0.276675,-77.0643,present
Alamblak,alam1246,-4.66307,143.316,present
Keley-i Kallahan,kele1259,16.7099,121.035,present
Ticuna,ticu1245,-3.66289,-69.8723,present
Nokuku,noku1237,-14.8974,166.603,present
Samoan,samo1305,-13.92,-171.83,present
Waray (Philippines),wara1300,11.4911,125.012,present
Yaqui,yaqu1251,29.9446,-110.681,present
Hdi,hdii1240,10.942,13.6881,present
Toma,toma1245,8.20383,-9.23439,present
Mandara,mand1440,-2.7828,151.956,present
Bislama,bisl1239,-15.4,166.89,present
Santa María Zacatepec Mixtec,sant1436,16.7003,-97.9484,present
Papapana,papa1265,-5.92283,155.289,present
Waropen,waro1242,-2.31142,136.633,present
Pumé,pume1238,7.10677,-67.5996,present
Iaai,iaai1238,-20.6301,166.59,present
Arta,arta1239,16.4185,121.656,present
Niuean,niue1239,-19.06,-169.86,present
Pular,pula1262,12.1826,-12.7338,present
Kotiria,guan1269,1.07554,-69.5705,present
Akabea,akab1249,12.3782,92.7818,present
Rennell-Bellona,renn1242,-11.6237,160.265,present
Patpatar,patp1243,-3.74711,152.493,present
Vera'a,vera1241,-13.892528,167.428701,present
Catalan,stan1289,41.453,1.569,present
Matumbi,matu1259,-8.53734,39.0409,present
Konso,kons1243,5.39111,37.53,present
Karkar-Yuri,kark1258,-3.74954,141.098,present
Thado Chin,thad1238,24.096,93.722,present
Aribwatsa,arib1241,-6.72266,146.991,present
Buhutu,buhu1237,-10.5074,150.18,present
Irish,iris1253,53.2186,-7.61509,present
Bughotu,bugh1239,-8.47948,159.802,present
Maiani,maia1253,-4.55066,145.239,present
Tetum,tetu1245,-9.11217,125.528,present
South-Central Koongo,koon1244,-5.57722,14.4771,present
Ami,amii1238,-13.5573,130.04,present
