name,address,longitude,latitude,description,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Апастовская центральная детская библиотека,"Респ Татарстан,р-н Апастовский,пгт Апастово,ул Советская,д 1",48.519634,55.200071,"Апастовская районная библиотека была организована в 1930 году, в год образования района. В 1955 году в районном центре открылась отдельная детская библиотека. В 1986 году построили новое двухэтажное здание, на первом этаже расположилась детская библиотека, а на втором – центральная. В настоящее время фонд детской библиотеки составляет 17 354 экземпляра документов. Количество посетителей – 1 344 человека, книговыдача составляет 27 683 экземпляра. На базе учреждения работают клубы «Варислар/Наследники» и «Оста куллар». Центральная детская библиотека сегодня – это информационное, образовательное и культурное учреждение, способное не только удовлетворить запросы на литературу, но организовать досуг ребенка.",2021-03-25T11:12:55Z,2023-01-31T13:29:51Z,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,09:00:00,15:00:00,,
Сюкеевская сельская библиотека,"Респ Татарстан,р-н Камско-Устьинский,с Сюкеево,ул Колхозная,зд 16А",49.010672,55.106273,"Сюкеевская сельская библиотека была создана в 1937 году. Библиотека находилась в одном здании с клубом, на втором этаже в помещении бывшей молельни по улице Карла Маркса. Книг было немного, и они помещались всего в двух шкафах. За годы войны книги растерялись, часть была сожжена, так как в здании жили пленные. После войны библиотеку пришлось восстанавливать заново. В настоящее время обслуживание пользователей осуществляет библиотекарь Н. В. Борисова. На 2021 г. книжный фонд библиотеки составляет 8 093 экземпляров книг. Количество читателей – 416 человек. Библиотека формирует и удовлетворяет потребности читателей в интеллектуальном и духовном росте, самопознании и самообразовании, приобщает к чтению, к мировой и национальной культуре, пропагандирует ценности чтения и книги. Здесь читатели могут получить свободный и полный доступ к информации, знаниям, идеям, культурным ценностям. Учреждение принимает активное участие во всех семинарах и конкурсах, которые проводят центральная и республиканская библиотеки, а также проводит различные мероприятия: беседы, тематические вечера, обзоры книжных выставок, викторины и многое другое.С большим вниманием здесь относятся к пожилым людям и инвалидам. Они – желанные читатели, которые с удовольствием посещают библиотеку, интересуются новинками, журналами, газетами.",2021-05-28T06:21:57Z,2023-02-21T09:18:21Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,,,,
Центральная библиотека п. Уруссу,"Респ Татарстан,р-н Ютазинский,пгт Уруссу,ул Уруссинская,д 60",53.472163,54.598163,"В ноябре 1948 года в рабочем поселке Уруссу открылась первая библиотека. Ранее она функционировала при горкоме КПСС города Октябрьского Башкирской АССР, но позже была переведена с книжным фондом и библиотекарем Розой Галимовной Хакимовой в поселок. Для библиотеки была выделена комната при клубе ГРЭС. В ноябре 1948 года первая библиотека поселка Уруссу начала обслуживать своих первых читателей. Библиотека ведет просветительскую, патриотическую и краеведческую работу среди жителей поселка. Здесь проходят тематические, литературно-музыкальные вечера, литературные викторины, читательские конференции. Функционируют клубные объединения: любительское объединение «Возрождение» – для людей с ограниченными возможностями; литературное объединение «Якташлар ижаты» – для любителей поэзии и литературы Ютазинского района. Фонд – 37 484 экземпляра книг. Количество посещений – 32 876.",2015-06-30T08:16:13Z,2023-09-01T07:10:47Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,
Богдашкинская поселенческая библиотека,"Респ Татарстан,р-н Тетюшский,с Богдашкино,ул Советская,д. 4",48.737521,54.809931,"Библиотека в селе Богдашкино была организована в 1930 году как изба-читальня. Она обслуживает жителей села Богдашкино, читателей – 215, ежегодно посещают библиотеку около 3 000, книговыдача включает 5 207 экземпляров. Библиотека обслуживает все категории читателей. Приоритетные направления работы – краеведение, патриотическое воспитание, работа с художественной литературой. В библиотеке оформлена постоянно действующая книжная выставка «Любителям родного языка», на которой представлены книги и альбомы по чувашской культуре, литература о традициях и обычаях чувашского народа. Главное место занимает «Духовное завещание чувашскому народу».",2022-06-02T13:55:02Z,2023-02-21T06:48:35Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,12:00:00,17:00:00,,
Бугульминская центральная детская библиотека,"Респ Татарстан,р-н Бугульминский,г Бугульма,ул Октябрьская,д 10",52.796666,54.541401,"Центральная детская библиотека была основана в 1936 году. До этого в Бугульме существовал только детский отдел районной библиотеки. В годы Великой Отечественной войны библиотеку перевели в здание городской библиотеки, где до 14 часов обслуживали детей, а с 15 часов – взрослых. В эти годы библиотека обслуживала кроме местных читателей тысячи эвакуированных детей. В январе 1948 года Горсовет предоставил детской библиотеке отдельное помещение. В 1976 году библиотека получила новое помещение на улице Октябрьской, 10, где находится по настоящее время. На сегодняшний день фонд включает 50 118 экз. книг, число читателей – 6 787.Работа библиотеки в течение многих лет носит творческий и новаторский характер, служит примером для других филиалов системы. Центральная детская библиотека сегодня не только информационный, но и досуговый центр.",2016-11-11T11:09:47Z,2023-01-30T13:40:45Z,09:00:00,17:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,17:00:00,,
Шуганкинская сельская библиотека,"Респ Татарстан,р-н Муслюмовский,д Шуганка,ул Ленина,д 23",53.096497,55.173216,"Шуганкинская сельская библиотека старается уделять достойное внимание каждой из поставленных задач. Нашу библиотеку с удовольствием посещают читатели из соседних сел и приезжающие на отдых из городов. Каждый пользователь в нашей библиотеке находит для себя что-то интересное. Первая библиотека в селе Шуганка была открыта в 1957 году. В 1970 году построили новое здание. С февраля 2019 г. библиотекарь Шуганкинской с/б Давлетова Гульзира Раифовна. В настоящее время книжный фонд в Шуганкинской сельской библиотеке составляет 7481 экз., обслуживает 5368 читателей в год. Также организованы Клубы по интересам:· «Доктор книг» для детей до 14 лет;· «Умелые ручки» для детей до 10 лет.",2022-03-29T07:14:28Z,2023-03-17T08:15:28Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Большесалтанская сельская библиотека,"Респ Татарстан,р-н Рыбно-Слободский,с Большой Салтан,ул Р. Шарафеева,д 12",49.931238,55.617098,"Большесалтанская сельская библиотека образовалась в 1943 году. О первом библиотекаре сведений нет. В 1979 году вошла в состав Рыбно-Слободской централизованной библиотечной системы как филиал № 13. В зону обслуживания входят села: Б. Салтан, Н. Салтани, Губайдулловка. Библиотека проводит работу по следующим направлениям: военно-патриотическое, краеведение, экология. В ней работает клуб по интересам «Вдохновение». Книжный фонд библиотеки составляет 7 135 экземпляров книг, из них 3 511 на татарском языке. С 2014 года в Большесалтанской сельской библиотеке заведующей работает Сунгатуллина Рамиля Асхатовна.",2021-04-12T15:09:54Z,2023-02-21T08:30:53Z,,,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00
Копкинская сельская библиотека,"Респ Татарстан,р-н Кукморский,с Копки,ул Пролетарская,д 1А",50.7087421071015,56.2673684734371,"Копкинская сельская библиотека была основана 13 января 1995 года. Фонд составляет 3 000 экземпляров. Количество посетителей – 370 человек.При библиотеке работают клубы по интересам «Тәм һәм ямь» и «Кич утырганды». Они дают возможность общаться на интересующую тему, делиться секретами и опытом, сплетничать о последних новостях в мире по рукоделию, учиться и учить других своему любимому занятию. В рамках клуба постоянно проводятся не только образовательные программы (курсы и мастер-классы), но и всевозможные конкурсы и развлекательные программы, подстегивающие любопытство и сопернические чувства профессионалов и новичков рукоделия.",2021-03-31T13:25:02Z,2023-01-27T13:07:14Z,,,12:00:00,17:00:00,12:00:00,17:00:00,12:00:00,17:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00
Мало-Красноярская сельская библиотека – филиал № 15,"Респ Татарстан,р-н Алексеевский,с Малый Красный Яр,ул Молодежная,влд 7",50.2457461758881,55.2335094089473,"Библиотека была основана в 1936 году, в 1980 году была проведена централизация. Находится библиотека в здании сельского клуба, ее площадь составляет 22,6 квадратных метров. Фонд насчитывает 6 500 книг, читателей – 155 человек. В библиотеке, помимо обслуживания читателей, проводятся массовые мероприятия, ведется выставочная деятельность, учреждение принимает участие в районных и республиканских конкурсах. Здесь имеются компьютер, принтер, выход в сеть Интернет, систематический и алфавитный каталоги, читальный зал. Также поступают периодические издания (газеты, журналы). Библиотека обслуживает все слои населения и занимается книгоношеством (для людей, у которых нет возможности посетить библиотеку самостоятельно).",2021-05-14T12:04:25Z,2023-02-20T12:23:59Z,,,10:00:00,15:30:00,10:00:00,15:30:00,10:00:00,15:30:00,10:00:00,15:30:00,10:00:00,15:30:00,10:00:00,15:30:00
Староишлинская сельская библиотека,"Респ Татарстан,р-н Дрожжановский,с Старые Ишли,ул Центральная,д 16",47.4846085251312,54.8091327625511,"Староишлинская сельская библиотека основана в 1979 году. В настоящее время находится в здании школы. Библиотечный фонд включает 8 300 экземпляров книг, ее посещает 212 читателей, книговыдача за год составляет 3 940, посещений – 2 420. Имеется компьютер, принтер, а также выход в сеть Интернет. Библиотека обслуживает все категории пользователей, имеется уголок детского чтения. Проводятся различные массовые мероприятия: викторины, познавательные игровые программы, презентации, круглые столы,беседы, онлайн-мероприятия. К юбилейным датам писателей оформляются книжные выставки. А также в библиотеке работает клуб по интересам «Юные защитники природы».",2021-12-10T12:38:48Z,2023-02-22T11:38:28Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,14:00:00,,
Детская библиотека-филиал № 4 г. Зеленодольска,"Респ Татарстан,р-н Зеленодольский,г Зеленодольск,ул Королева,д 2",48.565125,55.851758,"Библиотека была открыта в августе 1953 года как отделение при городской библиотеке им. Н. К. Крупской. Первым детским библиотекарем стала Раиса Гавриловна Аникина. Позже – Екатерина Алексеевна Тюлянина (Дмитриева). Книжный фонд составлял 2 714 экземпляров, читателей было – 600 человек. Позже библиотека переехала в дом № 34 по улице Кооперативная. С 1978 года библиотека становится библиотекой-филиалом № 4 Зеленодольской ЦБС. С 1986 года библиотека-филиал № 4 расположился в ДДК «Алые паруса». Детская библиотека-филиал № 4 занимает площадь 177 кв. м. Приоритетное направление – нравственное воспитание подрастающего поколения и молодёжи на примере лучшей художественной литературы, знакомство с новинками литературы и творчеством писателей.На сегодняшний день фонд составляет более 15 000 экземпляров. Количество зарегистрированных читателей – более 2 300 человек.",2016-12-15T09:52:21Z,2023-02-28T07:30:16Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Мало-Рясинская сельская библиотека – филиал № 19,"Респ Татарстан,р-н Высокогорский,д Малый Рясь,ул Г.Камала,д 18",49.053943,56.113316,"Мало-Рясинская сельская библиотека открылась в 1957 году. В 2022 году ее услугами воспользовались 218 читателей, количество посещений – 3 512, было проведено 42 массовых мероприятия. Объем библиотечного фонда – 6 526 экземпляров книг. Краеведение всегда было и остается одним из приоритетных направлений деятельности библиотеки. Прошлое и настоящее деревни и района, опыт предшествующих поколений, их истории, традиции, быт, обычаи – все это нередко становится темой многочисленных мероприятий. Проводятся мероприятия различной тематики с использованием презентаций, видеороликов, буктрейлеров.",2021-03-31T07:09:22Z,2023-12-06T11:38:55Z,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,,
Екатериновская сельская библиотека-филиал № 3,"Респ Татарстан,р-н Пестречинский,с Екатериновка,ул Школьная,д 1",49.8294445780487,55.6515175311256,"Библиотека была основана в августе 1946 г. В структуре библиотеки – абонемент и читальный зал. Она оснащена компьютерным оборудованием, копировально-множительной техникой. Обслуживает население Екатериновского сельского поселения (Екатериновка, Средние Девлизери, Верхние Девлизери, Нептун, Александровка), на территории которого проживают 233 человека, 167 человек являются постоянными читателями библиотеки. Объем библиотечного фонда составляет 4 046 экземпляров книг и журналов. Количество посещений – 3 455, книговыдача – 6 447 экземпляров. Ежегодно фонд пополняется новыми книгами и журналами. В библиотеке ведется активная работа по патриотическому, духовно-нравственному, экологическому, эстетическому воспитанию. Большое внимание уделяется краеведческой и волонтерской работе. Основные группы читателей – дети, подростки, работающая и служащая молодежь, люди с ограниченными возможностями здоровья, домохозяйки, пенсионеры. Почти ежедневно здесь проходят культурно-массовые мероприятия. Библиотека проводит краеведческие уроки, викторины, встречи с тружениками тыла и др. Ведется альбом «История Екатериновки». Работает клубное формирование «Сад-палисад».",2022-05-30T11:12:08Z,2023-02-28T07:05:27Z,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,,
Суксинская сельская библиотека – филиал № 26,"Респ Татарстан,р-н Высокогорский,с Суксу,ул Школьная,д 9А",49.120149,56.099707,"Суксинская сельская библиотека была открыта в 1956 году. В 2023 году ее услугами воспользовался 301 читатель, количество посещений – 6 116, было проведено 73 массовых мероприятия, библиотечный фонд насчитывает 7 628 экземпляров. В учреждении накоплен немалый опыт по изучению истории края, истории становления, развития и современного состояния Высокогорского района. Библиотека работает по экологической целевой программе «Природа. Экология. Литература». Действует клуб по интересам «Шигърият яратучылар». Используются инновационные формы работы: электронные викторины, видеоэкскурсии, презентации, буктрейлеры.",2021-03-30T05:14:42Z,2024-01-11T12:49:36Z,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,,
Русскоазелеевская библиотека – филиал № 40,"Респ Татарстан,р-н Зеленодольский,с Русское Азелеево,ул Центральная,д 1/3",48.292343,55.510451,"Библиотека была открыта в 1913 году в деревянном здании школы при содействии Волостного управления. Огромные усилия для ее открытия приложили первые учителя школы Мария Дмитриевна Никольская и Мария Петровна Мельникова, они же были и первыми библиотекарями. Им пришлось буквально по крупицам собирать фонд библиотеки и обращаться к спонсорам. В настоящее время фонд включает 3 121 ед. книг и журналов, а ежемесячная посещаемость составляет 225 чел. В библиотеку люди приходят для получения библиотечно-информационного обслуживания, доступа к культурным ценностям, информации и знаниям, а также для участия в жизни клубов по интересам различной направленности. При работе библиотеки соблюдается календарь знаменательных и памятных дат.",2021-03-30T06:11:53Z,2023-02-22T06:21:38Z,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,09:00:00,12:00:00,,
Верхнеяхшеевская сельская библиотека,"Респ Татарстан,р-н Актанышский,с Верхнее Яхшеево,ул Победа,д 59",53.72044,55.473301,"Верхнеяхшеевская сельская библиотека – филиал № 2 ведет свою историю с 1977 года и является единственной библиотекой для жителей села Верхнее Яхшеево. Общий объем фонда на 1 января 2023 года – 6 078 экземпляров печатных изданий. Зарегистрировано 350 читателей.Аудитория библиотеки самая разнообразная: дошкольники, школьники, юношество, педагоги и воспитатели, читатели среднего и пенсионного возраста, инвалиды. На протяжении многих лет учреждение работает в тесном контакте с культурно-досуговыми и образовательными учреждениями села. Деятельность библиотеки по организации культурно-досуговой, просветительской деятельности планируется в соответствии с календарем знаменательных, памятных дат.",2023-10-31T05:54:20Z,2023-11-04T04:53:29Z,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,,
