title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
Чжоу Гао Хо Да Хун Пао,ulun,0,1270,"Весенний урожай 2023. Сильный огонь. В сухом виде: темно-коричневые листочки среднего размера, скрученные вдоль оси. Аромат сдержанный, пряно-древесный с копченой ноткой. Настой прозрачный, светлого каштанового оттенка. Букет готового чая теплый, пряно-древесный, с минеральными, бисквитными и копчеными нотками. Аромат сложный, хлебно-пряный. Вкус плотный, маслянистый, немного терпкий, сладковатый, с фруктовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 5 раз. Отличный выбор для эмоциональной перезагрузки во второй половине дня. Упорядочивает мысли, гармонизирует чувства, согревает тело.",10,7,60,,,,,80,,,80,,,60,,,,,,,,,,,,,,60,,,,,,,,,,,,
"Хуан Гуаньинь Хуа Го Сян (Желтая Гуаньинь, Аромат цветов и фруктов)",ulun,80,2405,"«Аромат цветов и фруктов» сделан из весенних побегов чайного куста Хуан Гуанинь (Желтая Гуанинь). Хуан Гуанинь – официальное название гибрида под рабочим номером 105, появившегося в Фуцзяньском отделении Академии сельскохозяйственных наук в результате скрещивания сортов Те Гуанинь и Хуан Цзинь Гуй (другое название Хуан Дан). Селекционные работы, начавшиеся в 1990 г., закончились успехом, и в 1998 г. сорт был официально утвержден к внедрению в чаеводстве провинции Фуцзянь. В сухом виде – изогнутые, коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, теплый, хлебно-пряный. Настой прозрачный, оттенка темного янтаря. Букет готового чая яркий, хлебно-пряный с цветочными и фруктовыми нотками. Вкус сочный, плотный, сладковатый, с легкой огненной горчинкой и кислинкой сухих ягод. Аромат глубокий и теплый, хлебно-пряный, на стенках остывающей чашки – нежный, медовый. Сочное, долгое послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Отличный церемониальный чай для самых разных ситуаций и настроений – яркий, многогранный и ароматный. Воздействие согревающее, расслабляющее.",2,4,,,,40,40,60,,,,,,,,,,,,80,,,,20,,,,,,,,,,,,,,,,
"Грузинский белый чай, ""мускатный"", май 2023, batch05-08",white,94,2890,"В сухом виде: крупные чайные листья красно-коричневых и желто-зеленых оттенков с длинными черенками и тонкие почки. Аромат сдержанный, фруктово-древесный. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, пряно-цветочный с древесными и ягодными нотками. Аромат нежный, фруктово-цветочный. Вкус чистый, шелковистый, пряный, сладкий, с ягодной кислинкой, мятной прохладой и освежающим послевкусием. Заваривать горячей водой (85°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15-20 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 8 завариваний. Воздействие освежающее, легкое тонизирующее. В чае допустимо наличие до 10-15 % мелкой фракции листа.",7,6,,,,100,,100,80,,,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тай Лао Дунфан Мэйжэнь (2016),ulun,98,3800,"В сухом виде: маленькие, легкие, красно-бурые жгутики скрученных листиков и серебристые почки. Аромат интенсивный, цветочно-ягодный. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, цветочный с медовыми, ягодными и пряными нотками. Аромат интенсивный, цветочно-медовый. Вкус плотный, гладкий и сладкий, шелковистый, с легкой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (90-92°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Превосходный выдержанный чай для искушенных ценителей.",5,6,,80,,100,,40,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Таиландский шэн пуэр с диких деревьев, полностью ручное производство, Moychay Tea Forest Project, batch-Zero-2022, (limited 152 pieces), 357 г",puer,98,14970,"357-граммовый блинчик средней плотности, легко разделяется на бурые жгутики скрученных листиков и серебристо-бежевые почки. Аромат нежный, пряно-цветочный. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, многогранный, пряно-цветочный с нотками сухофруктов и специй. Аромат сложный, теплый, пряно-цветочный с грибной ноткой. Вкус плотный и гладкий, маслянистый, чуть вяжущий, с фруктовой кислинкой, нюансами специй и долгим мятным послевкусием. Заваривать горячей водой (90°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 заварок. Превосходный молодой пуэр с многогранным тонким вкусом и мощным медитативным воздействием. При правильном хранении с годами обещает быть только лучше (если избежит участи быть выпитым немедленно).",2,6,,,,80,,80,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
"Таиландский ГАБА Ассам красный чай, дикорастущие деревья. Moychay Tea Forest Project, batch02-2022 (limited 180 pieces), 357 г",red,96,15350,"В сухом виде: спрессованные крупные, изогнутые, бордово-коричневые жгутики скрученных листиков с тонкими черенками, бежевые и рыжие почки. Аромат интенсивный, фруктово-цветочный. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, фруктово-цветочный, с нотками осенних листьев, свежих ягод, лугового меда, игристых вин и пряных трав. Аромат теплый, нежный, фруктово-цветочный. Вкус плотный, шелковистый, сладковатый, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 10 завариваний. Превосходный чай для искушенных любителей с многогранным вкусом и мощным медитативным воздействием.",3,6,,80,,80,,80,,,,,,100,60,,,,,,,,,,,,,,,,,,,,,,,,,
Чжоу Те Лохань,ulun,76,11460,"В сухом виде: среднего размера изогнутые жгутики темно-коричневых листиков. Аромат густой, пряный с дымной ноткой. Настой прозрачный, янтарно-желтого оттенка. Букет готового чая многогранный, хлебно-пряный, с нотками цветов, древесных смол и сухофруктов. Аромат теплый, фруктово-пряный. Вкус плотный, мягкий, маслянистый, сладковатый, минеральный, с фруктовой кислинкой и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 5-7 секунд и доведя время выдержки до 3 минут, можно заварить 6 раз. Отличный выбор для церемонии гунфуча.",10,6,,,,80,,80,,,,,,80,,,,,60,,,,,,,,,80,,,,,,,,,,,,
Е Шэн Янь Ча,ulun,90,2390,"«Дикорастущий Утёсный Чай» сделан из листьев аутентичного чайного куста, в диком виде произрастающего в разных местах уишаньского заповедника. В процессе обработки прошел через умеренную ферментацию и прогрев на углях при относительно невысоких температурах. В сухом виде: среднего размера темно-коричневые жгутики скрученных листиков. Аромат сухого чая теплый, хлебно-пряный. Настой прозрачный, оттенка гречишного меда. Букет готового чая теплый, хлебно-пряный с древесной и яблочной ноткой. Аромат спокойный, глубокий и теплый, на стенках остывающей чашки – нежный, пряно-цветочный. Вкус сочный и мягкий, шелковистый, сладковатый, с легкой лимонной кислинкой. Сочное, освежающее послевкусие. Заваривать горячей водой (95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4-5 гр. на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат на протяжении 7-8 заварок. Отличный церемониальный уишанец – мягкий, утонченный, эмоциональный. Понравится всем тем, кто любит утёсный чай, но буйству огня и крепости скал предпочитает их тонкую, цветочную составляющую. Видео-сюжеты, снятые во время последнего осеннего путешествия в заповедник Уишань Прогулка по горам Уишань. Часть 1, Прогулка по горам Уишань. Часть 2.",2,4,,,,,40,60,,,40,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
Сиху Лунцзин,green,92,1860,"«Колодец дракона Западного озера» сделан в районе Ханчжоу (провинция Чжэцзян) из весенних почек В сухом виде: отборные, крупные, плоские, блестящие почки фисташково-зеленых оттенков. Аромат свежий, яркий, травянистый с ореховой ноткой. Настой прозрачный, очень светлого виноградного оттенка. Букет готового чая свежий, яркий, травянистый с ореховыми и цветочными нотками. Аромат нежный, орехово-цветочный. Вкус сочный, маслянистый, сладковатый, чуть терпкий, с легкой ягодной кислинкой. Освежающее, сочное послевкусие. Заваривать горячей водой (80°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 6 завариваний. Воздействие освежающее, легкое тонизирующее.",1,4,,,,40,,,,,,20,,,,,,60,,,,,,,,,,,80,,,,,,,,,,,
Сяо Чжун Улун,red,90,690,"Красный чай «Сяо Чжун» из чайного региона Уишань. В качестве сырья использованы осенние побеги сорта Улун. В сухом виде: среднего размера, тонкие, темно-коричневые жгутики чайных листьев. Аромат интенсивный, фруктово-пряный. Настой прозрачный, красно-каштанового оттенка. Букет готового чая теплый и яркий, фруктово-пряный, с бисквитными, медовыми и цитрусовыми нотками. Аромат густой и глубокий, фруктово-пряный; холодный аромат – сладкий, фруктово-цветочный. Вкус сочный, плотный, шелковистый, чуть вяжущий, сладковатый, с легкой фруктовой кислинкой. Сочное, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 8 завариваний. Прекрасный выбор для эмоциональной перезагрузки во второй половине дня – яркий, сочный, ароматный. Воздействие согревающее, умеренно тонизирующее, в невысокой концентрации – расслабляющее.",2,5,60,40,60,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сюэ Улун,ulun,100,7200,"В сухом виде: среднего размера бурые комочки скрученных чайных побегов. Аромат интенсивный, пряно-ореховый с бисквитной ноткой. Настой прозрачный, виноградного оттенка. Букет готового чая многогранный, пряно-травянистый с бисквитными, цветочными, ореховыми и фруктовыми нотками. Аромат теплый, орехово-цветочный. Вкус плотный, гладкий, маслянистый и сладкий, с легкой терпкостью виноградной кожицы, фруктовой кислинкой и долгим послевкусием. Заваривать горячей водой (90-92°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 30 секунд, затем, начиная с экспозиции в 5-10 секунд и увеличив время выдержки до 2 минут, можно заварить 10 раз. Отличный выбор для церемонии гунфуча. Согревает, снимает напряжение, приводит в порядок мысли и чувства.",10,6,60,,,60,60,80,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,
"Грузинская красная габа, май 2023, batch05-06",gaba,90,2860,"В сухом виде: тонкие, изогнутые жгутики темно-коричневых чайных листочков с длинными черенками. Аромат интенсивный, фруктово-цветочный с ноткой флердоранжа. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, многогранный, фруктово-цветочный, с нотками меда, бисквита, карамели и сладких апельсинов. Аромат высокий, теплый, цветочно-ягодный. Вкус плотный, мягкий и сладкий, маслянистый, с легкой цитрусовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15-20 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 8 завариваний. Прекрасный выбор для эмоциональной перезагрузки во второй половине дня – многогранный вкус, чарующий аромат, согревающее воздействие. В чае допустимо наличие до 10-15 % мелкой фракции листа.",7,6,60,80,80,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Цзинмай Шэн Ча (Мойчай, 2022), 357 г",puer,98,1300,"357-граммовый блин, средней плотности, из спрессованных бурых листьев с тонкими черенками и почек. Аромат сдержанный, пряно-травянистый. Настой прозрачный, желтого оттенка. Букет готового чая свежий, пряно-травянистый с цветочными, ореховыми и фруктовыми нотками. Аромат нежный, пряно-травянистый. Вкус плотный, маслянистый, немного вяжущий, с тонкой фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний.",5,6,,,,40,40,80,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
