id,author,title,publication_year,journal,abstract,field
https://openalex.org/W2016184137,Melvin L. Greenhut; Hiroshi Ohta,Vertical Integration of Successive Oligopolists,1979,The American Economic Review,"Vertical integration of successive monopolists (with fixed production coefficients) has long been known to provide merging monopolists with greater profit and their customers with greater outputs at lower prices. We contended in our earlier papers that similar welfare attributes apply to mergers between monopolist input suppliers and Cournot-type oligopolists.1 But what is the result when the input supplier is also an oligopolist? The present paper answers this question. It demonstrates, in particular, that when vertical integration of successive oligopolists is mutually profitable, industry output increases and product price is lowered. The welfare gain stemming from vertical integration is further shown to hold not only under Cournot oligopoly but a Stackelberg leader-follower type of oligopoly. I. Independent Upstream-Downstream Oligopolists",economics
https://openalex.org/W1489664472,Jerry A. Hausman; Paul L. Joskow,Evaluating the costs and benefits of appliance - efficiency standards,1982,The American Economic Review,"The available empirical evidence does not provide a very convincing case that mandatory appliance-efficiency standards will increase economic efficiency or reduce energy consumption significantly. There is a real chance that such standards could actually reduce economic efficiency and possibly lead to an increase in energy use. A broader use of programs to provide consumers with better information seems to represent the most-productive short-run strategy. Consumer education would not only help to improve decisions, but it will also provide time to better assess consumer behavior, allow the market to reveal the technical and economic possibilities for appliance-efficiency improvements, and ultimately allow public policies to be based on more than guesswork. 12 references.",economics
https://openalex.org/W1491569384,David Bigman; Shlomo Reutlinger,National and International Policies toward Food Security and Price Stabilization,1979,The American Economic Review,"Developing countries are justifiably concerned about year-to-year variations in food grain production, inside and outside their boundaries. For large segments of the population who live at the margin of adequate nutrition, short food supply and high food prices mean curtailment of consumption to unacceptably low levels. High food prices lead to upward pressure on wages and have other undesirable macro-economic consequences. Low food prices can erode farmers' incomes and adversely affect future production. High international prices may cause serious balance-of-payments problems for food importing countries. To cope with the problems of instability within the framework of the market system, a country can use a range of policy instruments that may be divided into three categories: operating buffer stocks, adjusting foreign trade, and implementing price subsidy and support programs for specific groups and sectors. However, each policy or combination of policies while having a desirable effect on one objective may have an undesirable effect on other objectives. In addition, some programs cannot be implemented effectively without drawing on resources beyond the means of most developing countries. In this paper we analyze the effectiveness of intervention policies in the national and the international food grain markets in achieving prespecified stabilization goals. The study is based on simulation experiments with a model of a developing economy, with parameters chosen to approximate orders of magnitude of a country like India. I",economics
https://openalex.org/W1576737718,Roger A. McCain,Distributional Equality and Aggregate Utility: Further Comment,2016,The American Economic Review,"Abba Lerner's formulation of the optimum division of remains interesting although in some ways ambiguous. The comment by William Breit and William Culbertson in this Review is evidence of both points. There is still no formal proof of the theorem for an arbitrary number of persons, even if its outlines are clear enough. The equal assumption remains unclear. This note contains a proof of the weak' theorem for N persons. It uses a concept of ignorance derived from information theory.2 Throughout this paper the term income is used in a somewhat special sense, following Lerner et al.; a sense somewhat akin to Gary Becker's full (p. 497).3 It is evaluated on the assumption that the individual works the maximum feasible hours at maximum effort; purchases of (quantitative or qualitative) leisure are treated like any other purchases.4 Moreover, it is assumed that we may discuss redistribution without considering the effect of resulting price changes on the utility-of-income schedules, (see Lerner (1944) pp. 23-24). Suppose that the distribution of by individual shares is given, that is, when Yi is the of individual i, and Y is total Yi/ Y = yi is a given constant for i = 1, ... ,N. The yi may be regarded as the probabilities that an incremental dollar of purchasing power goes to individual i. Now, suppose it is known that each individual's utility function is drawn from a finite family fj(Yi), for j = 1, . . . , J; i = 1, N. The probability that individual i's utility function is function j is pij. The expected utility of a dollar of purchasing power allocated to individual i is",economics
https://openalex.org/W2000450345,P. J. Uitermark,The Theory of Socialist Planning: Comment,1973,Journal of Political Economy,"The purpose of this note is to demonstrate that Roberts, in recent issue of this Journal (May/June 1971), employs highly questionable and confused reasoning on an issue that was particularly interesting some 30 years ago. As an exercise in history of ideas, Roberts has us believe that in Marxian sense a system of direct association in order to establish new basis for relations among men is program by which Marxian socialism transcends alienation (1971, p. 564). Now, this is heavy test to pass for an economic theory, which, by definition, has to leave out many aspects which are relevant for the problem of alienation.' And because Lange dealt with purely economic problem, I am not as surprised as Roberts seems to be that Lange's planned is not the planned Bukharin was prophesying (Roberts 1971, p. 564). At least there is slight distinction between revolutionary language and (revolutionary) research. In addition, is difficult to believe that presently anyone would believe that the whole debate in the 1930s about the feasibility of economy was an adequate answer to Mises. By granting this point, one is doing nothing more than saying that Mises submitted question which could not be answered by any economist without violating the methodology of what presently is called economics. In short, Mises contended that the only way to make an economic system and society work was by means of interaction in the market of consumers maximizing utility and producers maximizing profits, which led him to conclude that only system of private property could do the trick. Now even elementary textbooks sometimes make quite clear that it is logically impossible to deduce normative statements from positive as-",economics
https://openalex.org/W3168661866,Michael Woodford,Effective Demand Failures and the Limits of Monetary Stabilization Policy,2022,The American Economic Review,"The challenge for stabilization policy presented by the COVID-19 pandemic stems above all from disruption of the circular flow of payments, resulting in a failure of what Keynes (1936) calls “effective demand.” As a consequence, economic activity in many sectors can be inefficiently low, and interest-rate policy cannot eliminate the distortions—not because of a limit on the extent to which interest rates can be reduced, but because interest-rate reductions fail to stimulate demand of the right sorts. Fiscal transfers are instead well suited to addressing the fundamental problem, and can under certain circumstances achieve a first-best allocation of resources. (JEL E23, E32, E43, E52, E62, E63, H63)",economics
https://openalex.org/W2268844252,Moshe Adler,Stardom and Talent,2016,The American Economic Review,"The Economics of Superstars sets out to explain the relationship between talent and success in the arts, but there is no agreement about what this relationship is. But whatever its other features may be, superstardom means that market output is concentrated on just a few artists. Concentration always raises the question of efficiency. Superstardom may be inefficient not only because it raises prices for consumers but also because it deprives other artists of the opportunity to practice art. Artists who do not practice art lose psychic income. Because psychic income cannot be transferred from one person to another, the loss of this income may be inefficient. This chapter reviews theories of superstardom and theories about the emergence of stars. The efficiency of superstardom is discussed in terms of effects on consumers and the use of publicity rights by the star. The chapter goes on to deal with the loss of opportunities to practice art that are caused by superstardom and suggests ways to alleviate the problem. Finally the empirical literature that tests the different theories of superstardom is reviewed.",economics
https://openalex.org/W2584252721,Andreas Fagereng; Luigi Guiso; Luigi Pistaferri,Firm-Related Risk and Precautionary Saving Response,2017,The American Economic Review,"We propose a new approach to identify the strength of the precautionary motive and the extent of self-insurance in response to earnings risk based on Euler equation estimates. To address endogeneity problems, we use Norwegian administrative data and instrument consumption and earnings volatility with the variance of firm-specific shocks. The instrument is valid because firms pass some of their productivity shocks onto wages; moreover, for most workers, firm shocks are hard to avoid. Our estimates suggest a coefficient of relative prudence of 2, in a very plausible range.",economics
https://openalex.org/W3121868973,Hideoki Ogawa; David E. Wildasin,"Think Locally, Act Locally: Spillovers, Spillbacks, and Efficient Decentralized Policymaking",2009,The American Economic Review,"We analyze models with interjurisdictional spillovers among heterogeneous jurisdictions, such as CO 2 emissions that affect the global environment. Each jurisdiction's emissions depend upon the local stock of capital, which is inter-jurisdictionally mobile and subject to local taxation. In important cases, decentralized policymaking leads to efficient resource allocation, even in the complete absence of corrective interventions by higher-level governments or coordination of policy through Coasian bargaining. In particular, even when the preferences and production technologies differ among the agents, the decentralized system can result in globally efficient allocation. (JEL D62, H23, H73, H87, Q58)",economics
https://openalex.org/W2009234050,Franklin M. Fisher,The <i>IBM</i> and <i>Microsoft</i> Cases: What's the Difference?,2000,The American Economic Review,"The Microsoft case has attracted more attention than perhaps any antitrust case in history - far more than the mammoth IBM case of the 1970's, with which it is sometimes compared. I was the chief economics witness for IBM in U.S. v. IBM and the chief economics witness for the United States in U.S. v. Microsoft. I did not switch sides. Even though both cases involved bundling and charges of leveraging, the facts were different, and the principles of economic analysis led to different outcomes. In particular, Microsoft's actions did what IBM's could not have done -- excluded competitors by protecting an important barrier to entry into the market in which it held monopoly power.",economics
https://openalex.org/W2013940040,James M. Poterba,Taxation and Corporate Payout Policy,2004,The American Economic Review,"This paper presents new evidence on how corporate payout policy responds to the differential between the tax burden on dividend income and that on accruing capital gains. It describes the construction of weighted average marginal tax rate series for the period since 1929, and it suggests that the enactment of the Job Growth of Taxpayer Relief Reconciliation Act of 2003 should raise the after-tax value of dividends relative to capital gains by more than five percentage points. The impact of this change on payout depends on the elasticity of dividend payments with respect to the after-tax value of dividend income relative to capital gains. Time series estimates suggest an elasticity of more than three, and imply that the recent tax reform could ultimately increase dividends by almost twenty percent.",economics
https://openalex.org/W3126124836,Vincent P. Crawford,Long-term Relationships Governed by Short-term Contracts,1988,The American Economic Review,"This paper studies the effects of contract duration on the incentive to invest in a relationship when its parties are rational and have perfect information, and contracts are complete, ex cept that short-term contracts specify only current-period actions. T hen, short-term contracting distorts investment decisions only when t he efficient plan involves mainly sunk-cost investment and the relati onship plays a consumption-smoothing role. There is a general, but no t universal, tendency to underinvest. Copyright 1988 by American Economic Association.",economics
https://openalex.org/W4238481630,Roland G. Fryer; Glenn C. Loury,Valuing Diversity,2013,Journal of Political Economy,"This paper explores the economics of diversity-enhancing policies. A model is proposed in which heterogeneous agents, distinguished by skill level and social identity, purchase productive opportunities in a competitive market. We analyze policies designed to raise the status of a disadvantaged identity group. When agent identity is contractible, efficient policy grants preferred access to slots but offers no direct assistance for acquiring skills. When identity is not contractible, efficient policy provides universal subsidies to skill development when the fraction of the disadvantaged group at the skill development margin is larger than their share at the slot assignment margin.",economics
https://openalex.org/W2419240115,Benjamin Faber; Cécile Gaubert,Tourism and Economic Development: Evidence from Mexico’s Coastline,2019,The American Economic Review,"Tourism is a fast-growing services sector in developing countries. This paper combines a rich collection of Mexican microdata with a quantitative spatial equilibrium model and a new empirical strategy to study the long-term economic consequences of tourism both locally and in the aggregate. We find that tourism causes large and significant local economic gains relative to less touristic regions that are in part driven by significant positive spillovers on manufacturing. In the aggregate, however, these local spillovers are largely offset by reductions in agglomeration economies among less touristic regions, so that the national gains from trade in tourism are mainly driven by a classical market integration effect. (JEL L60, L83, O14, O18, R11, Z31, Z32)",economics
https://openalex.org/W1983869647,Marie‐Eve Lachance; Olivia S. Mitchell,Guaranteeing Individual Accounts,2003,The American Economic Review,"Global aging is prompting workers and taxpayers everywhere to recognize their vulnerability to the inherent uncertainty of unfunded social-security systems. This has generated an international wave of social-security reforms over the last two decades, prompting more than 20 countries to establish Individual Account (IA) plans. In the United States, the idea of Individual Accounts has attracted recent interest with the release of the Final Report of the President's Commission to Strengthen Social Security (CSSS): here, voluntary individual accounts were proposed as a key element of a reformed national old-age system (see Commission to Strengthen Social Security, 2001; John F. Cogan and Mitchell, 2003). Strengths of IA's include the fact that participants gain ownership in their accounts and diversify their pension investments; nevertheless, IA participants also must bear capital-market risk. Recent market volatility has reminded investors of the importance of capital-market fluctuations and their potential impact on retirement income. In response, some policymakers have suggested that be designed to help protect IA investments. Abroad, such guarantees have been adopted in several Latin American countries undergoing reform, and most recently, in Japan and Germany (Mitchell and Kent Smetters, 2003). Sensible public policy recommending the adoption of guarantees must identify their costs and who will pay for them. In this paper, we discuss how to evaluate such costs in the context of a social-security reform that includes IA's, along with ways to finance them.",economics
https://openalex.org/W2061303527,Edwin G. West,Marx's Hypotheses on the Length of the Working Day,1983,Journal of Political Economy,"In order to argue that value depends exclusively on labor, Marx had to assume a uniform rate of surplus value (exploitation) across all industries. But if this rate of exploitation is the same everywhere, hours of work have also to be uniform. Marx accordingly insisted that this was so and quoted contemporary evidence in support. A close examination of his sources (nineteenth-century factory inspectors' reports) fails, however, to confirm his prediction. Instead the data are more consistent with the competing neoclassical hypothesis, originating with Jevons, that work hours will vary because workers' labor and leisure preferences vary.",economics
https://openalex.org/W2081566619,James Conklin,The Theory of Sovering Debt and Spain under Philip II,1998,Journal of Political Economy,"This paper examines lending by a Genoese‐led cartel to philip II of Spain (1556–98) from the perspective of theory on sovereign debt. Models in this literature suggest that the Genoese linked specie deliveries from Spain to the Low Countries to lending in order to create a penalty to enforce their loans. The king tried to renege, the Genoese applied the penalty, and the king ultimately repaid: When the episode is used to examine theory, the Crown's observed debt ceiling and estimates of its cost of enduring the penalty and its ability to repay are in line with predctions of Bulow and Rogoff. The nature of the penalty has the flavor of Gole and Kehoe's model; its observation on the “path of play” is suggestive of Atkeson's model.",economics
https://openalex.org/W2755358207,David Besanko; Ulrich Doraszelski; Yaroslav Kryukov,How Efficient Is Dynamic Competition? The Case of Price as Investment,2019,The American Economic Review,"We study industries where the price that a firm sets serves as an investment into lower cost or higher demand. We assess the welfare implications of the ensuing competition for the market using analytical and numerical approaches to compare the equilibria of a learning-by-doing model to the first-best planner solution. We show that dynamic competition leads to low deadweight loss. This cannot be attributed to similarity between the equilibria and the planner solution. Instead, we show how learning-by-doing causes the various contributions to deadweight loss to either be small or partly offset each other. (JEL D21, D25, D43, D83, L13)",economics
https://openalex.org/W3023344073,George J. Mailath; Larry Samuelson,Learning under Diverse World Views: Model-Based Inference,2020,The American Economic Review,"People reason about uncertainty with deliberately incomplete models. How do people hampered by different, incomplete views of the world learn from each other? We introduce a model of “ model-based inference.” Model-based reasoners partition an otherwise hopelessly complex state space into a manageable model. Unless the differences in agents’ models are trivial, interactions will often not lead agents to have common beliefs or beliefs near the correct-model belief. If the agents’ models have enough in common, then interacting will lead agents to similar beliefs, even if their models also exhibit some bizarre idiosyncrasies and their information is widely dispersed. (JEL D82, D83)",economics
https://openalex.org/W3123123939,Robert E. Hall,The Stock Market and Capital Accumulation,2001,The American Economic Review,"The value of a firm's securities measures the value of the firm's productive assets. If the assets include only capital goods and not a permanent monopoly franchise, the value of the securities measures the value of the capital. Finally, if the price of the capital can be measured or inferred, the quantity of capital is the value divided by the price. A standard model of adjustment costs enables the inference of the price of installed capital. Data from U.S. corporations over the past 50 years imply that corporations have formed large amounts of intangible capital, especially in the past decade. (JEL E44, G12)",economics
https://openalex.org/W1548109626,E Han Kim; Vijay Singal,MERGERS AND MARKET POWER -- EVIDENCE FROM THE AIRLINE INDUSTRY.,1993,The American Economic Review,"This paper examines price changes associated with airline mergers during 1985-88, a period of natural experimentation in which mergers were not contested by the government. The results show that prices increased on routes served by the merging firms relative to a control group of routes unaffected by the merger. Mergers may lead to more efficient operations but, on the whole, the impact of efficiency gains on airfares is more than offset by exercise of increased market power. Copyright 1993 by American Economic Association.",economics
https://openalex.org/W1499632217,Kotaro Suzumura; Prasanta K. Pattanaik,"Rights, welfarism, and social choice",1994,The American Economic Review,"The purpose of this paper is to outline a formal analytical framework that can accommodate considerations of individual rights as well as the more familiar ethical concerns of conventional welfare economics. The failure to accommodate such fundamental values as rights has been at the heart of Amartya K. Sen's (1979) criticism of welfarism which is inherent in much of welfare economics and social-choice theory. However, the roots of the problem seem to lie quite deep. Even if one discards neutrality and similar properties which are regarded as capturing the essence of welfarism, the very concept of a social-decision function itself, so widely used in socialchoice theory, turns out to be too restrictive a vehicle for articulating our intuition about rights. We propose an extension of the standard framework of social-choice theory, which can overcome some of these difficulties and enables us to discuss individual rights and other social values in one integrated framework.",economics
https://openalex.org/W2014173738,Jasmina Arifovic,The Behavior of the Exchange Rate in the Genetic Algorithm and Experimental Economies,1996,Journal of Political Economy,"This paper studies the behavior of the exchange rate in the Kareken-Wallace overlapping generations economy with two currencies in which decision rules are updated using the genetic algorithm. The analysis shows that a stationary monetary equilibrium of the Kareken-Wallace model is not stable under the genetic algorithm dynamics. The fluctuations in the genetic algorithm exchange rate are driven by fluctuations in the portfolio fractions, which change over time in response to the inequality between the rates of return on two currencies. Further, both the genetic algorithm simulations and the experiments with human subjects were characterized by continuing fluctuations of the exchange rate, with first-period consumption values close to a stationary value.",economics
https://openalex.org/W1998510296,Dean Taylor,"Official Intervention in the Foreign Exchange Market, or, Bet Against the Central Bank",1982,Journal of Political Economy,"Evaluating official foreign exchange intervention during the 1970s using Friedman's profit criterion shows that central banks have failed to stabilize the exchange markets and have lost billions of dollars. The monetary authorities have resisted rate movements, which results in a misallocation of resources when there is a shift in the equilibrium exchange rate. Counterspeculation by exchange traders reduces the destabilizing effect of central-bank intervention and the consequent loss in economic welfare.",economics
https://openalex.org/W1541357292,J. Huston McCulloch,"The Ban on Indexed Bonds, 1933-77",2016,The American Economic Review,"a recent article in this Review, Nissan Liviatan and David Levhari attempt to explain the phenomenon that In spite of recent marked inflationary trends the important capital markets have not developed a significant (private enterprise) market for [cost-of-living] linked (p. 366). They note that the familiar theoretical complete dominance of indexed bonds over nonindexed bonds holds unambiguously only in an economy in which there are no nominal assets. They demonstrate that borrowers may in theory insist on hedging the inflation risk on their nonindexed cash balances by issuing some nonindexed bonds at a discount that makes them attractive in spite of the risk they impose on lenders. Their model leads them to conclude that indexed bonds might not completely dominate nonindexed bonds. However, they do not claim that their model explains the phenomenon they set out to explain: Why is it that the free market, to use their expression, has come up with virtually no indexed bonds at all? Fortunately, a simple explanation for the nonexistence of indexed bonds in the United States was provided, two years",economics
https://openalex.org/W3121499105,Laurens Cherchye; Bram De Rock; Frédéric Vermeulen,Opening the Black Box of Intrahousehold Decision Making: Theory and Nonparametric Empirical Tests of General Collective Consumption Models,2009,Journal of Political Economy,"We provide “revealed preference” tests of general collective consumption models that account for public consumption and externalities within the household. We further propose a novel approach to model special cases of this model, which imply alternative assumptions regarding the sharing rule. Our application uses the panel data from the Russia Longitudinal Monitoring Survey. We find that the general model, together with a large class of special cases, cannot be rejected. By contrast, we do reject the standard unitary model. Since our tests are entirely nonparametric, this provides strong evidence in favor of models focusing on intrahousehold decision making.",economics
https://openalex.org/W754263653,Juan Carlos Hatchondo; Leonardo Martínez; César Sosa‐Padilla,Debt Dilution and Sovereign Default Risk,2016,Journal of Political Economy,We measure the effects of debt dilution on sovereign default risk and study debt covenants that could mitigate these effects. We calibrate a baseline model with endogenous debt duration and default risk (in which debt can be diluted) using data from Spain. We find that debt dilution accounts for 78 percent of the default risk in the baseline economy and that eliminating dilution increases the optimal duration of sovereign debt by almost 2 years. Eliminating dilution also increases consumption volatility but still produces welfare gains. The debt covenants we study could help enforcing fiscal rules.,economics
https://openalex.org/W1562758076,Ronald G. Cummings; William D. Schulze,Optimal investment strategy for boomtowns: a theoretical analysis,1978,The American Economic Review,"An investment model is suggested as an improvement over intuition in setting government policies aimed at providing an optimal social infrastructure for boom towns. Using the decision environment and economic characteristics of a Rocky Mountain state boom town, the model shows that low interest rates and early front-end investment produce the greatest stability, while delayed investment contributes to instability. Policy implications derive from the fact that ad valorem property taxes for investment are generally collectible only after construction is completed. Of equal importance to the timing and amount of investment funds is the source of repayment funds. These could be broadened to include wage or use taxes during the construction period.",economics
https://openalex.org/W2248843475,George Marios Angeletos; Luigi Iovino; Jennifer La’O,"Real Rigidity, Nominal Rigidity, and the Social Value of Information",2016,The American Economic Review,"Does welfare improve when firms are better informed about the state of the economy and can thus better coordinate their production and pricing decisions? We address this question in an elementary business-cycle model that highlights how the dispersion of information can impede both kinds of decisions and, in this sense, be the source of both real and nominal rigidity. Within this context we develop a taxonomy for how the social value of information depends on the two rigidities, on the sources of the business cycle, and on the conduct of monetary policy. (JEL D21, D82, D83, E32, E52)",economics
https://openalex.org/W3123395367,Alan J. Auerbach,Tax Projections and the Budget: Lessons from the 1980's,1995,The American Economic Review,"Some economists have argued that the disincentive effects of marginal tax rate increases in the 1980s caused revenue to rise by less than had been anticipated. To evaluate the hypothesis, this paper considers OMB revenue forecasts and forecast errors for the period 1982-93. If the revenue gains from tax increases, and the revenue losses from tax cuts, were overstated because of inadequate allowance for behavioral responses, then the forecast errors should be negatively related to the initial revenue estimates of the impact of policy changes. For excise taxes and corporate income taxes, the results suggest that the systematic overprediction of revenues during the period can be explained in part by an underestimate of behavioral responses to taxation.",economics
https://openalex.org/W1655904182,Joseph E. Stiglitz; Bruce C. Greenwald,Labor-Market Adjustments and the Persistence of Unemployment,1995,The American Economic Review,"Persistent unemployment, like that plaguing Europe since the early 1980's, has been a persistent problem for economic theory. Competitive equilibrium theory assumes that all markets clear, including the labor market. All theories of unemployment thus must reflect significant departures from that paradigm. The last 20 years have generated a plethora of such theories. The challenge is to construct models that generate unemployment and are broadly consistent with a host of other labor and macroeconomic phenomena, including patterns of real wages and hours. The traditional approach is to focus on a simple static equilibrium in which wages are kept above their market-clearing level for a variety of reasons: in the older versions of this story minimum wages, union power, and normative traditions; in its more recent incarnations, efficiency-wage considerations.' Within the United States, the older variants of these models have received decreasing credence, as union power has eroded, the real value of the minimum wage has declined, and empirical evidence has buttressed a broader set of theoretical arguments (based on imperfect competition within the labor market and efficiency-wage considerations) suggesting at most negligible effects from these government interventions. Efficiency-wage variants are more broadly consistent with observed labormarket behavior and help explain both natural rates of unemployment and certain cyclical phenomena (e.g., the use of layoffs rather than job-sharing) (see Carl Shapiro and Stiglitz, 1984; Lawrence Summers, 1990). Moreover, to the extent that unemployment compensation and protection against separations for cause have improved recently in Europe, these models can explain the secular rise in European unemployment (see Edmund Phelps, 1994).2 On the other hand, as conventionally formulated, they leave many aspects of the labor market unexplained.3 More-recent theories analyze unemployment as the result of imbalances between flows into and out of the job market.4 In these models, in steady state, on average, the flow supply into unemployment must balance the flow out. The equilibrium level of unemployment is thus determined through relations between these flows and the level of unemployment. Most noted within this genre are the labor-turnover theories, in which labor costs are affected by wages and the unemployment rate, and the job-search models, in which unemployment arises from the need for job matches, which by assumption, can only occur among the",economics
https://openalex.org/W1578737549,Robert W. Staiger; Guido Tabellini,Discretionary Trade Policy and Excessive Protection,1987,The American Economic Review,"This paper proposes a positive theory of tariff formation based on the idea that the optimal trade policy may be time inconsistent. A benevolent government, with redistributive goals, may have an incentive to provide unexpected protection, since the redistributive effects of trade policy are larger if the policy is unanticipated. The suboptimal, but time consistent, policy involves an excessive amount of protection. Furthermore, in a time-consistent equilibrium, tariffs may dominate production subsidies. Thus, the requirement of time consistency can lead to a reversal of the traditional normative ordering of tariffs and subsidies as instruments of trade policy. Copyright 1987 by American Economic Association.",economics
