creators,title,description,geoContext,minDate,maxDate,latitude,longitude
David Braund,Kainepolis,"Major city of Armenia. Inhabited since the Neolithic Period, the city was capital of the Arsacid Kingdom of Armenia from 120-330 CE, and became a major religious center with the construction of Etchmiadzin Cathedral in the early 4th century.",Echmiadzin/Valarshapat ARM,-330,2100,40.176099,44.292264
G. Wagner,*Kalamon,"An ancient place, cited: BAtlas 79 inset *Kalamon",Qalamun,-30,2100,25.548988,28.907661
"M. Roaf, St J. Simpson",Hatra,"Hatra (al-Hadr) is an ancient city of western Assyria. Founded perhaps in the third century BC, the city rose to prominence in the Parthian empire.",Hadhr,-30,640,35.587884,42.718342
R.B. Hitchner,Djebel Zid,"An ancient place, cited: BAtlas 32 F4 Djebel Zid",Djebel Zid,-330,640,36.483273,10.333311
"jbecker, thomase",Archaeological area of Piano della Comunità,The archaeological area of Piano (or Quarto) di Comunità is an area of Etrusco-Roman Veii where there is evidence for a Republican domus that is modified during the Augustan period. The area is then used as a necropolis in Late Antiquity (fourth and fifth centuries).,NA,-750,640,42.0239218,12.3997063
C. Foss,Sora,"An ancient place, cited: BAtlas 86 C2 Sora",Zora/Kaleköy,300,640,41.139609,32.6224
"C. Foss, S. Mitchell",Cibyra,"An ancient Greek city, largely rebuilt in the early Roman empire after a major earthquake. Kibyra is located near the modern town of Göhlisar (formerly Horzum) in Turkey's Burdur province.",Horzum,-330,2099,37.15943905,29.49215475
A.G. Poulter,Durostorum,"An ancient place, cited: BAtlas 22 E4 Durostorum",Silistra BUL,-30,640,44.119108,27.260103
"J. Fossey, J. Morin",Akrai?,"An ancient place, cited: BAtlas 55 B3 Akrai?",Akropolis/Pappadates,-330,640,38.503566,21.582132
"I.E.M. Edlund Berry, A.M. Small",Compsa,"Compsa was a city of the Hirpini, located near the sources of the Aufidus river.",Conza della Campania,-550,640,40.8704548417,15.3304812217
M. Euzennat,Sidi Moussa,"An ancient place, cited: BAtlas 28 C5 Sidi Moussa",Sidi Moussa,-30,640,34.052133,-5.723152
"H.S. Sivan, R.W. Mathisen",Royat,"An ancient place, cited: BAtlas 14 I3 Royat",Royat,-30,2100,45.764539,3.049775
S. Mitchell,Barata,"An ancient place, cited: BAtlas 66 C1 Barata",Kızılkale?,-30,640,37.442747,33.1088365
E. Bertrand,Akousion/Acunum,"An ancient place, cited: BAtlas 17 D4 Akousion/Acunum",Montélimar,-30,640,44.558333,4.750905
"F.T. Hiebert, P.L. Kohl",Gugari,"An ancient place, cited: BAtlas 99 D2 Gugari","Gugari, Kuhna Qal'a/Qaraul tepe AFG",-550,640,37.133333,69.8
S. Mitchell,Ekdaumaua/Egdava,"An ancient place, cited: BAtlas 63 B3 Ekdaumaua/Egdava",Çeşmelisebil,-30,640,38.614766,32.5613805
E.W.B. Fentress,Lambafundi,"An ancient place, cited: BAtlas 34 E2 Lambafundi",Henchir Touchine,-30,640,35.481197,6.465983
"T. Sinclair, David Braund",Kabeira/Neocaesarea/Diospolis/Sebaste/Hadriane,"An ancient place, cited: BAtlas 87 B4 Kabeira/Neocaesarea/Diospolis/Sebaste/Hadriane",Niksar,-330,640,40.5892125,37.0201215
R.B. Hitchner,Siagu,"An ancient settlement in the Roman province of Africa Proconsularis. It was located at a site known today as Ksar el-Zit, which is in the vicinity of Bir Bou Rekba to the northwest of Hammamet, Tunisia.",Ksar-ez-Zit,-330,2099,36.43399,10.5909
R. Müller Wollermann,Chysis,"An ancient place, cited: BAtlas 75 D4 Chysis",Shusha,-330,2100,28.300524,30.667061
D. Rupp,Khelones,Khelones was a small coastal settlement in Cyprus that was eventually abandoned in the seventh century AD.,"Khelones, SE Rizokarpaso CYX",-750,640,35.583406,34.419364
E.N. Borza,Fotinovo,"An ancient place, cited: BAtlas 51 E2 Fotinovo","Fotinovo, BUL",-30,640,41.3348,25.348341
"P.-L. Gatier, T. Sinclair",Nisus/Cesum,"An ancient place, cited: BAtlas 67 F1 Nisus/Cesum","Çakırhüyük, formerly Keysun",-30,640,37.691289,37.860099
"J.P. Brown, E.M. Meyers",*Tharba,"An ancient place, cited: BAtlas 69 E4 *Tharba",Tarba SYR,-30,640,32.800561,36.771243
J.J. Wilkes,Scaptopara,"An ancient place, cited: BAtlas 49 F1 Scaptopara",Blagoevgrad BUL,-330,640,41.992827,23.083796
J.J. Wilkes,Doclea,"An ancient place, cited: BAtlas 49 B1 Doclea",Duklja YUG,-30,640,42.468339,19.2652975
S. Mitchell,Limnai,"An ancient place, cited: BAtlas 63 F4 Limnai",Gölçük,300,640,38.2394405,34.694102
E.W.B. Fentress,Thubunae/Tuben Oppidum,"An ancient place, cited: BAtlas 34 D2 Thubunae/Tuben Oppidum",Tobna,-30,640,35.3504215,5.3501555
S.T. Parker,Abila,"An ancient place, cited: BAtlas 71 B2 Abila",Khirbet el Kafrein,-330,640,31.858619,35.635409
"P.-L. Gatier, T. Sinclair",*Magzartha,"An ancient place, cited: BAtlas 67 D4 *Magzartha",Ma'sarte SYR,300,640,36.18509,36.605433
R.B. Hitchner,Thaddur(...),"An ancient place, cited: BAtlas 32 E4 Thaddur(...)",Henchir-el-Kelkh,-330,640,36.459555,9.718538
"J.P. Brown, E.M. Meyers",Samoulis?,"An ancient place, cited: BAtlas 69 D3 Samoulis?",Simlin SYR,-30,640,33.039317,36.098538
"E.M. Meyers, J.P. Brown",Namara,"An ancient place, cited: BAtlas 69 E4 Namara",Nimra (S Lejja) SYR,-30,640,32.843415,36.645155
J.J. Wilkes,Prodanovci,"An ancient place, cited: BAtlas 49 F1 Prodanovci","Prodanovci, settlement and mine BUL",-30,640,42.346625,23.523343
"Jr., F.H. Stanley, R.C. Knapp",Cerro de los Castillejos,"An ancient place, cited: BAtlas 26 E3 Cerro de los Castillejos",Cerro de los Castillejos,-750,640,38.2874911,-5.3675509
D.F. Graf,Tell el-Raya,"An ancient place, cited: BAtlas 76 D5 Tell el-Raya",Tell el-Raya,-30,640,28.159636,33.684238
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Eski Hizan,"An ancient place, cited: BAtlas 89 E2 Eski Hizan",Eski Hizan,-30,640,38.165078,42.38365
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Los Valladares,"An ancient place, cited: BAtlas 25 C4 Los Valladares","Los Valladares, Villalba, Coscurita",-330,640,41.461876,-2.482897
W.M. Murray,Çukë e Ajtojt,"An ancient place, cited: BAtlas 54 B2 Çukë e Ajtojt","Çukë e Ajtojt, ALB",-750,640,39.700577,20.136366
E.W.B. Fentress,Untitled,"An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",settlements,-30,640,36.072028,7.94028
"J. Bennet, G. Reger",Arkades,"An ancient place, cited: BAtlas 60 D2 Arkades",Inion: Kefala,-750,640,35.080331,25.282439
R.B. Hitchner,Septim(...),"An ancient place, cited: BAtlas 32 E3 Septim(...)",Henchir-Debbik,-30,640,36.577046,9.796048
"M. Pearce, P. Tozzi",Iria/Forum Iulii Iriensium,Iria/Forum Iulii Iriensium (modern Voghera) was located along the road from Placentia to Dertona. An Augustan colony was established there (colonia Forum Iulium Iriensium) that was then destroyed in the first century AD.,Voghera,-30,640,44.992219,9.00968
T.W. Potter,Sufasar,"An ancient place, cited: BAtlas 30 E4 Sufasar","Amoura, formerly Dollfusville",-30,640,36.19245,2.51327
R. Müller Wollermann,Tarousebt,"An ancient place, cited: BAtlas 75 D3 Tarousebt",Tarshub,300,640,28.934161,30.948608
T.W. Potter,Castellum Tingitanum,"An ancient place, cited: BAtlas 30 B4 Castellum Tingitanum","el Asnam, formerly Orléansville",-30,640,36.166446,1.332622
David Braund,Dyurso,"An ancient place, cited: BAtlas 84 C4 Dyurso","Dyurso, near Novorossiysk",-550,640,44.73182,37.459529
"J. Fossey, J. Morin",Nea Pleuron,"Second site of the ancient Greek city of Pleuron, built after the destruction of the original location in the 3rd century BCE. This second site boasts significant excavated remains and is located on the southern slope of Mount Aracynthus near modern Kato Retsina.",Kato Retsina,-750,640,38.4152221307,21.4093828688
"H.S. Sivan, R.W. Mathisen",Lucas,"An ancient place, cited: BAtlas 14 F1 Lucas","Contray, Cm. Loches",-30,640,47.128771,0.998339
"J.P. Brown, E.M. Meyers",*Orela?,"An ancient place, cited: BAtlas 69 E4 *Orela?",Junnein SYR,-30,640,32.913205,36.707108
"J.P. Brown, E.M. Meyers",Husifa,"An ancient place, cited: BAtlas 69 B4 Husifa",'Isfiya ISR,300,640,32.711123,35.073197
"J. Fossey, J. Morin",Drymaia,An ancient settlement. Its archaeological remains lie just to the southwest (pace NP) of modern Drymaia.,Glunitsa,-750,640,38.7061605,22.5409903
W.V. Harris,Aternum,Aternum (modern Pescara) was a settlement at the mouth of the Aternus river.,Pescara,-330,640,42.4648345,14.214037
P.O. Spann,Urci?,"An ancient place, cited: BAtlas 27 C5 Urci?","Chuche (Pechina), N Almeria",-330,640,36.913021,-2.450598
E.W. Haley,Segovia,"Segovia, originally of Celtiberian origin, became a Roman settlement. It is perhaps the site where Metellus defeated Hirtuleius, the general of Sertorius, in 75 B.C.",Segovia,-330,1453,40.949191,-4.119338
"A. Bursche, L.F. Pitts",Šarovce,"An ancient place, cited: BAtlas 13 D4 Šarovce","Šarovce, SVK",-30,640,48.104855,18.635083
W.V. Harris,Reate,Reate (modern Rieti) was a major Sabine center that came to be captured by Manius Curius Dentatus in late third century B.C.,Rieti,-550,2100,42.403067,12.861183
S. Mitchell,Arianzos,"An ancient place, cited: BAtlas 63 E4 Arianzos",probably at Sivrihisar,300,640,38.2607085,34.387768
S. Loseby,St-Blaise,"An ancient place, cited: BAtlas 15 D3 St-Blaise",St-Blaise,-750,2100,43.463003,4.981817
R.B. Hitchner,Masclianae,"An ancient place, cited: BAtlas 33 E2 Masclianae",Hadjeb-el-Aioun,-30,640,35.396463,9.544378
D.J. Mattingly,Douz,"An ancient place, cited: BAtlas 35 B1 Douz","Douz, TUN",-30,640,33.456736,9.028243
W.V. Harris,Castro,"An ancient place, cited: BAtlas 42 B3 Castro",Castro,-750,1453,42.5330135,11.6494503
"H.S. Sivan, R.W. Mathisen",*Vialoscum,"An ancient place, cited: BAtlas 14 I3 *Vialoscum",Volvic,300,640,45.871023,3.039227
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Tell Sharisi,"An ancient place, cited: BAtlas 89 D4 Tell Sharisi","Tell Sharisi, SYR",-30,640,36.906295,41.359539
S. Mitchell,Pteria,"A large, fortified settlement of Anatolia.",Kerkenes Dağ,-750,2099,39.748976978,35.0683124992
"P.-L. Gatier, T. Sinclair",*Tilokbarina,"An ancient place, cited: BAtlas 67 D4 *Tilokbarina",Tell Aqibrin SYR,-30,640,36.188293,36.807792
"M. Roaf, St J. Simpson",Tell Jim'a,"An ancient place, cited: BAtlas 91 F4 Tell Jim'a",Tell Jim'a,-330,640,33.332022,44.804409
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Ilurcis/Grac(ch)urris,"An ancient place, cited: BAtlas 25 D3 Ilurcis/Grac(ch)urris",Eras de San Martín (Alfaro),-550,640,42.178586,-1.749327
J.J. Wilkes,Pancharevo,"An ancient place, cited: BAtlas 49 F1 Pancharevo","Pancharevo, settlement and mine BUL",-30,640,42.593054,23.410495
R.B. Hitchner,Ain-es-Sif,"An ancient place, cited: BAtlas 33 E1 Ain-es-Sif",Ain-es-Sif,-30,640,36.017362,9.877074
E. Bertrand,La Mure,"An ancient place, cited: BAtlas 17 F4 La Mure",La Mure,-30,640,44.905457,5.787423
E.W.B. Fentress,Sigus,"An ancient place, cited: BAtlas 31 F4 Sigus",Sigus,-330,640,36.122312,6.78528
R.J.A. Wilson,Thermae Himeraeae,"An ancient place, cited: BAtlas 47 D3 Thermae Himeraeae",Termini Imerese,-550,2100,37.9851965,13.6962535
P.O. Spann,Aratispi,"An ancient place, cited: BAtlas 27 A5 Aratispi","near Cauche el Viejo, 3 miles N Casabermeja",-750,640,36.9384218,-4.4411843
"J.P. Brown, E.M. Meyers",Yiron,"An ancient place, cited: BAtlas 69 B3 Yiron",Yarun LEB,-750,640,33.083028,35.430797
"P. Kos, M. Šašel Kos",‘Capris’/Iustinopolis,"An ancient place, cited: BAtlas 20 A4 ‘Capris’/Iustinopolis",Koper SVN,-30,640,45.548131,13.731116
J.J. Wilkes,Plješivica,"An ancient place, cited: BAtlas 21 B6 Plješivica","Plješivica, BOS",-30,640,43.837149,19.014258
David Braund,Vladimirovka,"An ancient place, cited: BAtlas 84 C4 Vladimirovka","Vladimirovka, near Novorossiysk",-550,640,44.825769,37.645655
M.U. Erdosy,Hikkaduwa,"An ancient place, cited: BAtlas 5 inset Hikkaduwa","Hikkaduwa, SRI",300,640,6.135732,80.105565
"J. Fossey, J. Morin",Boulis,"An ancient place, cited: BAtlas 55 D4 Boulis",Zalitza,-750,640,38.276455,22.802911
R.B. Hitchner,Abthugni,"An ancient place, cited: BAtlas 32 E4 Abthugni",Henchir-es-Souar,-30,640,36.1865135,10.031037
"H.S. Sivan, R.W. Mathisen",Les Grandes Maisons,"An ancient place, cited: BAtlas 14 E3 Les Grandes Maisons","Les Grandes Maisons, Cm. Jarnac",-30,640,45.681466,-0.1826765
T.W. Potter,Sidi-Haddouch,"An ancient place, cited: BAtlas 30 D3 Sidi-Haddouch",Sidi-Haddouch,-30,640,36.526293,2.137201
D.J. Mattingly,Euphranta/Macomades,"An ancient place, cited: BAtlas 37 B1 Euphranta/Macomades","Sirte, Marsa Zaafran",-330,640,31.205047,16.588337
R.B. Hitchner,Aulodes,"An ancient place, cited: BAtlas 32 E3 Aulodes",Henchir-Sidi-Reiss/Bir-el-Djehal,-330,640,36.823067,9.571439
N. Purcell,Suessula,Suessula was an important ancient city of Campania.,near Cancello,-550,640,40.9900604421,14.3986099472
T. Drew Bear,Gordion/Vindia?,"The capital city of ancient Phrygia, the ruins of Gordion are located near the modern village of Yassıhüyük about 10km east of the Turkish city of Polatlı.",Yassıhüyük,-750,2100,39.6503052703,31.9784831233
D.J. Mattingly,Augila,"An ancient place, cited: BAtlas 38 C4 Augila",Augila/Gialo,-550,640,29.1521035,21.2952075
J.J. Wilkes,Resulaj,"An ancient place, cited: BAtlas 49 B3 Resulaj","Resulaj, settlement and bitumen source ALB",-330,640,40.528102,19.614724
J.J. Wilkes,Kolovrat,"An ancient place, cited: BAtlas 21 B6 Kolovrat","Kolovrat, YUG",-30,640,43.372422,19.627295
"M. Roaf, St J. Simpson",Ishan al-Khara,"An ancient place, cited: BAtlas 91 F5 Ishan al-Khara",Ishan al-Khara,-750,640,32.538977,44.78311
R.B. Hitchner,*Popthensis,"An ancient place, cited: BAtlas 32 B4 *Popthensis",Ksiba ALG,-30,640,36.310721,8.314198
N. Purcell,Caiatia,A Samnite town that eventually became a Roman municipium of the tribus Falerna ca. 89 B.C.,Caiazzo,-330,2100,41.178153,14.364282
W.V. Harris,Castrum Truentinum,"An ancient place, cited: BAtlas 42 F3 Castrum Truentinum",Martinsicuro,-330,640,42.913675,13.904352
E.W.B. Fentress,*Uzinaza,"An ancient place, cited: BAtlas 34 A2 *Uzinaza",Saneg,-30,640,35.85023,2.89989
B. Isaac,Betomolachon?,"An ancient place, cited: BAtlas 70 F3 Betomolachon?","Rehovot, Khirbet Ruheibe",-330,640,31.02993,34.56518
"P. Kos, M. Šašel Kos",Ninia,"An ancient place, cited: BAtlas 20 D5 Ninia",Knin CRO,-330,640,44.038272,16.194786
"H.S. Sivan, R.W. Mathisen",*Solonacum?,"An ancient place, cited: BAtlas 14 F1 *Solonacum?",Saunay,300,640,47.602336,0.971242
H. Bender,Henfstädt,"An ancient place, cited: BAtlas 12 D2 Henfstädt",Henfstädt,-330,640,50.516615,10.588532
"J.P. Brown, P.-L. Gatier",Kaperkoraon,"An ancient place, cited: BAtlas 68 C2 Kaperkoraon",near Mgara,300,640,35.767777,36.659561
"J.P. Brown, P.-L. Gatier",Rasm er-Rbeit,"An ancient place, cited: BAtlas 68 D2 Rasm er-Rbeit",Rasm er-Rbeit,-30,640,35.748604,37.492739
E.W.B. Fentress,Untitled,"An ancient place, cited: BAtlas 34 F3 unnamed feature ()",Barrington Atlas grid 34 F3,-30,640,34.386144,7.23695
"J.P. Brown, P.-L. Gatier",Asharne,"Tell ‘Acharneh is located 35 km northwest of Hama, on the north bank of the Orontes River, at the crossroads of two main trade routes. This center for the production of oil, wax, and wheat was occupied during the Bronze and Iron Ages, as well as during the First Crusades. Its ancient name, Tunip, is known from second-millennium-BC sources. A stele fragment bearing an inscription of the Neo-Assyrian king Sargon II (r. 721–705 BCE) found there attests to the city’s occupation during the Iron Age.",Asharne,-2000,2099,35.2833333,36.4
"M. Roaf, St J. Simpson",Tell Miskin/Maskin?,"An ancient place, cited: BAtlas 91 F4 Tell Miskin/Maskin?","Tell Miskin, Tell Miskin",-30,640,33.902289,44.355517999999996
J.H.F. Bloemers,Ejsbøl,"An ancient place, cited: BAtlas 10 F1 Ejsbøl","Ejsbøl, DEN",300,640,55.25428,9.465407
"P.-L. Gatier, T. Sinclair",Kimar,"An ancient place, cited: BAtlas 67 D4 Kimar","Kimar, SYR",-30,640,36.421685,36.897225
T. Drew Bear,Panasion,"An ancient place, cited: BAtlas 62 C4 Panasion",Banaz Köy,-30,640,38.765879,29.753273
S.T. Parker,Khirbet el-Batra,"An ancient place, cited: BAtlas 71 B3 Khirbet el-Batra",Khirbet el-Batra,-330,640,31.118694,35.787822
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",Maghlub/Forat?/Perat de Meshan?/Bahman Ardashir?/‘Oratha’?/Furat al-Basra?,"An ancient place, cited: BAtlas 93 D3 Maghlub/Forat?/Perat de Meshan?/Bahman Ardashir?/‘Oratha’?/Furat al-Basra?","Maghlub, IRQ",-30,640,30.7826951,47.7010833
W.V. Harris,Cales,"An ancient place, cited: BAtlas 42 D1 Cales",near Cagli,-550,640,43.546796,12.648528
"I.E.M. Edlund Berry, A.M. Small",Blanda,"Blanda was an ancient city of Lucania, although Pliny the Elder and Ptolemy differ as to its placement; the former places it near the coast, the latter inland. Modern scholars are in agreement that Ptolemy was incorrect. It is to be identified with the significant archaeological site at Palecastro di Tortora in modern Italy.",Palecastro di Tortora,-750,2100,39.929308,15.778558
T.B. Mitford,[Argaous],"An ancient place, cited: BAtlas 64 G3 [Argaous]",Arguvan,300,640,38.77556,38.268775
"J. Bennet, G. Reger",Praisos,"Praisos is an ancient settlement of eastern Crete occupied from the Late Minoan period until ca. 150 BC, when it was destroyed by its neighbour, Hierapytna.",Praisos/Vaveloi,-750,640,35.1232974967,26.0905397478
N. Purcell,Sora,An ancient city of Latium located in the valley of the Liris river that likely had Volscian origins. The Romans captured the city in 345 BC and later established a colony there in 303 BC after the Second Samnite War.,Sora,-330,640,41.715723,13.614105
E.W.B. Fentress,Macri?,"An ancient place, cited: BAtlas 34 D2 Macri?",Henchir Remada,-30,640,35.637737,5.094743
A.G. Poulter,Marcianopolis,"An ancient place, cited: BAtlas 22 E5 Marcianopolis",Reka Devniya BUL,-30,640,43.22504,27.585033
E.W.B. Fentress,Untitled,"An ancient place, cited: BAtlas 31 F4 unnamed unlabeled (settlements)",settlements,-30,640,36.480636,6.502609
C. Foss,Anaplous?/Promotou?,"An ancient place, cited: BAtlas 53 B2 Anaplous?/Promotou?",Arnavutköy,300,640,41.067883,29.043018
P.O. Spann,Illikitanos Limen,"An ancient place, cited: BAtlas 27 E3 Illikitanos Limen",near Santa Pola,-30,640,38.184959,-0.614465
E. Bertrand,Ailleux,"An ancient place, cited: BAtlas 17 B2 Ailleux",Ailleux,-30,640,45.803282,3.942954
"F.T. Hiebert, P.L. Kohl",Siah Rigan,"An ancient place, cited: BAtlas 99 B3 Siah Rigan","Siah Rigan, AFG",-30,640,36.888354,67.688849
J.J. Wilkes,Scodra,"An ancient place, cited: BAtlas 49 B1 Scodra",Shkodra ALB,-330,640,42.0672575,19.520268
R. Müller Wollermann,Phebichis,"An ancient place, cited: BAtlas 75 D3 Phebichis",el-Fashn,-330,640,28.819983,30.889994
"H.S. Sivan, R.W. Mathisen",*Alingavia,"An ancient place, cited: BAtlas 14 F1 *Alingavia",Langeais?,300,640,47.325052,0.405423
"J. Fossey, J. Morin",Histiaia/Hestiaia,"An ancient place, cited: BAtlas 55 E3 Histiaia/Hestiaia",Kastro/Oreoi,-750,2100,38.946604,23.090527
M. Drew Bear,Psonis,"An ancient place, cited: BAtlas 77 F3 Psonis",Bassuna,-30,2100,26.665459,31.602632
"J.P. Brown, E.M. Meyers",Jize,"An ancient place, cited: BAtlas 69 D4 Jize","Jize, SYR",300,640,32.571791,36.314785
"C. Foss, S. Mitchell",Apollonia/Mordiaion/Sozopolis,"An ancient place, cited: BAtlas 65 D1 Apollonia/Mordiaion/Sozopolis",Uluborlu,-330,640,38.0757215,30.46384
S. Mitchell,Bulduk,"An ancient place, cited: BAtlas 63 B3 Bulduk","Bulduk, village site",-30,640,38.953918,32.755936
E. Bertrand,*Brioratis,"An ancient place, cited: BAtlas 17 E2 *Brioratis",Briord,-30,640,45.782212,5.459292
"M. Pearce, R. Peretto, P. Tozzi",[Vicus Aventia],"An ancient place, cited: BAtlas 40 B3 [Vicus Aventia]",Voghenza,-30,640,44.753293,11.756131
S. Loseby,Col. Baeterrae,"Colonia Julia Baeterrae Septimanorum is located where the Via Herculia crosses the Orb river. It is now modern Béziers, France. The site has been inhabited at least since 750-650 B.C.",settlement and bridge at Béziers,-330,2100,43.3416765,3.217941
E.W.B. Fentress,Ad Sava Municipium,"An ancient place, cited: BAtlas 31 C4 Ad Sava Municipium",Hammam du Guergour,-30,640,36.325495,5.066483
A.S. Esmonde Cleary,Caesaromagus,An 8 hectare Romano-British settlement that developed beginning in the 60s AD and continued in use at least until the fourth century.,Chelmsford,-30,640,51.735893,0.469629
D.F. Graf,Auara,"An ancient site, settled from Nabataean through early Islamic times. Modern Humayma in southern Jordan.",Humayma JOR,-330,2100,29.9578976667,35.321948
J.J. Wilkes,Lychnidos,"Lychnidos (modern Ohrid, Macedonia) is an ancient city listed as UNESCO World Heritage Site in 1979 and 1980 for both its cultural and natural heritage.",Ohrid MAC,-550,640,41.114136,20.7964495
"Jr., F.H. Stanley, R.C. Knapp",Pax Iulia/Pax Augusta/Col. Pacensis,An ancient Roman city of Lustiania.,Beja POR,-330,640,38.015604,-7.865225
P. Galliou,Coriallum,"An ancient place, cited: BAtlas 7 E2 Coriallum",Cherbourg,-30,640,49.637675,-1.614411
