name,address,longitude,latitude,description,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Субашская сельская библиотека,"Респ Татарстан,р-н Тюлячинский,с Субаш,ул Ленина,25",50.4401801214469,55.7523449901204,"Основание библиотеки состоялось в 1957 году. Она размещалась в одном здании с клубом. Обслуживала деревни Субаш, Гороховая поле, Тямти. Субашская сельская библиотека – информационно-культурный и образовательно-просветительский центр села. При обслуживании граждан библиотека применяет традиционные (выдача книг, чтение книг в читальном зале) и нетрадиционные технологии. Регулярно проводит литературные чтения и тематические вечера. Для младших школьников проводится праздник «Посвящение в читатели». Более взрослые ребята участвуют в веселых играх и викторинах. Есть компьютер с доступом к интернету. Библиотекарь Л. И. Петрова заботится о развитии подрастающего поколения и о людях, нуждающихся в социокультурной поддержке. На сегодняшний день фонд составляет 6 700 экземпляров, количество читателей – 151. Здесь работают объединения «Тамчы» и «Алтын куллы ханымнар». Библиотека работает в тесном контакте с сельским Домом культуры.",2021-05-20T10:34:03Z,2023-02-02T13:27:27Z,,,12:00:00,16:30:00,12:00:00,16:30:00,12:00:00,16:30:00,12:00:00,16:30:00,12:00:00,16:30:00,12:00:00,16:30:00
Cтароимяновская сельская библиотека,"Респ Татарстан,р-н Сармановский,с Старый Имян,ул Мулланура Вахитова",52.785132,55.362122,"Первая библиотека в деревне Старый Имян была открыта в 1938 году. На тот момент фонд включал 300 экземпляров. С 1978 года началась централизация библиотек. Книги начали поступать через отдел комплектования с печатью и инвентарным номером. На тот момент фонд библиотеки включал 8 000 экземпляров. В 2010 году библиотека переехала в двухэтажное здание школы, на второй этаж. Фонд включал 9 100 экземпляров. На сегодняшний день фонд – 10 148 экземпляров. Библиотека активно работает и процветает. Является окном в мир знаний, информации, культуры и духовного просвещения для жителей села, центром жизни местного сообщества. Главной функцией библиотеки является сохранение и передача культурных традиций во времени и пространстве, обеспечение преемственности, памяти поколений. Библиотека заботится о развитии подрастающего поколения и оказывает помощь людям, нуждающимся в социокультурной поддержке. Она активно ведет работу по обслуживанию читателей, проведению культурно-просветительских мероприятий, встреч, творческих и спортивных игр, бесед и т. д.",2021-05-28T05:55:30Z,2023-02-21T11:09:58Z,13:00:00,16:00:00,08:00:00,11:00:00,13:00:00,16:00:00,08:00:00,11:00:00,13:00:00,16:00:00,08:00:00,11:00:00,,
Бавлинская городская библиотека семейного чтения,"Респ Татарстан,р-н Бавлинский,г Бавлы,ул С.Сайдашева,д 23",53.2492220408791,54.3950668862769,"Библиотека-филиал № 45 открылась 17 сентября 1991 года. Площадь библиотеки составляет 119 кв. м – абонемент, читальный зал, книгохранилище. На сегодняшний день книжный фонд насчитывает 20 928 экземпляров. Количнство читателей – 2 170 человек, посещений – 22 440. Книговыдача – 47 219 единиц. Библиотекой накоплен многолетний опыт работы с семьями. За последние годы ее деятельность в этом направлении приобрела комплексный характер. Регулярно проводятся открытые просмотры литературы для родителей («От семьи тропинка к роду и народу», «Под семейным зонтиком», «Семейная круговерть»), которые отличаются оригинальностью формы и композиции, красочностью. Ежеквартально проходят встречи в семейном клубе «Добрый вечер», беседы по книгам, обсуждения. Создан комфортный семейный уголок «Для вас, родители». Ведут работу детский клуб «Библиоша», художественная студия «Веселая палитра», мастерская «Волшебство детских рук».",2021-04-21T10:36:59Z,2023-02-21T07:06:05Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,10:00:00,17:00:00,,
Амикеевская сельская библиотека,"Респ Татарстан,р-н Муслюмовский,с Амикеево,ул И.Фаррахова,зд 32",53.705555,55.363631,"Библиотечное дело – отрасль информационной, культурно-просветительской и образовательной деятельности, в задачи которой входят создание и развитие сети библиотек, формирование и обработка их фондов. Первая библиотека в с. Амикеево была открыта в 1947 году. Библиотекарем долгие годы проработала Мубаракова Марзия. В 1971 году построили новое двухэтажное типовое здание. С 1991 года заведующими была Шайхуллина Роза . С июля 2006г. библиотекарь Амикеевской СБ Насретдинова Назира Сабирзяновна. В настоящее время книжный фонд в Амикеевской сельской библиотеке составляет 9050 экз., обслуживает 500 читателей. Также организованы Клубы по интересам;«Золотые ручки» («Оста куллар»)для детей до 12 лет;«Клуб Ветеранов» («Ак калфак») для старшего поколения. Ежегодно библиотекари принимают участие во Всероссийских, межрегиональных конкурсах и акциях, так же на конкурсах, организованных Министерством культуры и Национальной библиотекой Республики Татарстан, Республиканской юношеской библиотекой.",2022-03-26T06:22:53Z,2023-03-24T13:22:40Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
"Камаевская сельская библиотека, филиал № 6","Респ Татарстан,р-н Менделеевский,с Камаево,ул Дифгата Сирая,зд 29а",52.328985,56.003855,"В 1909 году Елабужским уездным земством были образованы 8 татарских библиотек, в том числе и в селе Камаево. В настоящее время фонд включает более 7 000 экз., библиотека обслуживает более 240 читателей. Камаевская сельская библиотека – это информационный, культурный центр села, она хорошо известна и популярна среди жителей. Библиотекарь активно работает с архивными материалами по истории села и библиотеки, собирает краеведческие материалы, фотографии. Собраны материалы об известных земляках села Камаево: это известные татарские певицы В. Гиззатуллина, Р. Зиннатуллина, писатели Д. Сирай, К. Гильмуллин, артисты Мензелинского драматического театра М. Нурмухаметова и Р. Юзикеев, художник А. Мазитов и др. В 2016 году Камаевская сельская библиотека стала обладателем гранта в конкурсе на получение денежного поощрения лучшими муниципальными учреждениями культуры, находящимися на территориях сельских поселений Республики Татарстан, и их работниками в номинации «Лучшая библиотека, находящаяся на территории сельского поселения». В библиотеке работает кружок общения «Диләфрүз» для пожилых людей.",2022-03-16T12:18:37Z,2023-02-21T08:36:45Z,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,14:00:00,,
Шарлиареминская сельская библиотека,"Респ Татарстан,р-н Сармановский,д Шарлиарема,ул Школьная,зд 57",52.7335042685089,55.4087323305659,"Шарлиареминская сельская библиотека ведет свою историю с 1960 года. В ее фонде хранится 9 198 книг. Это литература по различным отраслям знаний, а также художественная и детская. Ежегодно библиотеку посещает около 170 читателей. Массовая работа с читателями идет по различным направлениям: патриотическое воспитание, воспитание нравственных и духовных ценностей, эстетическое и художественное воспитание, семейное воспитание, краеведческая деятельность, экологическое воспитание и просвещение, правовое воспитание, ЗОЖ. Посетители библиотеки могут почитать свежие газеты и журналы, познакомиться с оформленными альбомами по истории села, буклетами, книжными выставками.",2022-02-03T08:56:37Z,2023-02-21T12:35:29Z,11:00:00,16:00:00,08:00:00,12:00:00,11:00:00,16:00:00,08:00:00,12:00:00,11:00:00,16:00:00,08:00:00,12:00:00,,
Хузангаевская сельская библиотека,"Респ Татарстан,р-н Алькеевский,с Сиктерме-Хузангаево,ул Майская,д 1а",49.8576569874191,54.7697248279739,"Первая библиотека была открыта в 1880 году по инициативе учителя Сихтерминской двухклассной школы И. С. Бургановского. Большую помощь в формировании книжного фонда оказал И. Я. Яковлев, и несколько десятков книг подарил библиотеке отец Ленина – И. Н. Ульянов. В 1904–1906 годах из средств известного российского книгоиздателя Ф. Ф. Павленкова была сформирована народная бесплатная библиотека. В 1918 году создали народный дом, а при нем находилась библиотека. В 2002 году открылось новое здание, в котором разместились клуб, музей имени П. П. Хузангая и библиотека.Сельская библиотека занимает площадь 32 кв. м. Она оснащена компьютером и принтером. Здесь проводится много интересных мероприятий: литературные часы, вечера, конкурсы, беседы, книжные выставки и т. д. Фонд – 6 771 экземпляр книг, 5 наименований газет и журналов. Он систематически пополняется новыми изданиями. Имеется литература на русском, чувашском и татарском языках. Количество пользователей – 225 человек.",2021-04-22T10:56:29Z,2023-08-29T09:37:43Z,10:00:00,20:00:00,,,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00
"Отарская сельская библиотека, филиал № 31","Респ Татарстан,р-н Мамадышский,с Отарка,ул Октябрьская,д 17",51.4456276964645,55.6294968780967,"Свою историю Отарская сельская библиотека начала в посёлке Пятилетка в простом деревянном доме с печным отоплением. В 1966 году в фонде библиотеки числилось по инвентарным книгам 5 447 экземпляров книг. Читателей было 255 человек. В селе Отарка был филиал, где имелось 110 книг. Заведовала филиалом директор Отарского клуба – Лубагина Тамара. В 1974 году библиотека переехала в новое здание Дома культуры. Для работы имелось всё необходимое, число читателей насчитывало 682 человека, книжный фонд составлял 7 027 книг. Библиотекарь вела активную работу среди механизаторов, животноводов, выпускала газету «Молния» на каждый день, была организована передвижная библиотека в поселке Пятилетка, сотрудничала со школой и детским садом. На 1 января 2021 года фонд составил 6 627 экземпляров книг, читателей – 442, обслуживает население села Отарка и поселка Пятилетка. Сельский филиал оказывает услуги широкой аудитории, стремится соответствовать ожиданиям сельчан, является центром общественной и культурной жизни жителей села.",2021-04-26T05:15:23Z,2023-03-01T11:53:37Z,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,17:00:00,22:00:00,,
Новопольская библиотека – филиал № 36,"Респ Татарстан,р-н Зеленодольский,п Новопольский,ул Свободы,д 39",48.758559,55.875294,"В селе Новополька изба-читальня работала уже в 1941 году, о чем свидетельствует первое документальное упоминание о ней. Заведующей избой-читальней была Абрамова, которая выдавала книги, журналы газеты, проводила беседы, громкие читки. Сейчас библиотекой заведует Благодарова Т. В. Фонд составляет 3 333 ед. книг и журналов, а ежемесячная посещаемость составляет 150 чел. Новопольская библиотека – это единственный культурный центр в Новопольском СП. Поэтому здесь проводятся все календарные праздники, разнообразные досуговые мероприятия, участниками которых являются как дети, так и взрослые. Библиотека является не только центром культурной жизни, но и центром общения сельчан. Сюда приходят за духовной пищей, за советом, с пользой провести свободное время. Она заменяет дом культуры и школьный кружок.",2021-03-30T05:48:55Z,2023-02-28T07:21:22Z,14:00:00,17:00:00,14:00:00,17:00:00,14:00:00,17:00:00,14:00:00,17:00:00,14:00:00,17:00:00,14:00:00,17:00:00,,
Каргалинская сельская библиотека – филиал № 5,"Респ Татарстан,р-н Чистопольский,с Каргали,ул Чапаева,зд 7Б",50.901203,55.215544,"До войны 1941–1945 годов библиотека находилась в пятистенном деревянном доме по ул. Чапаева. В переднем доме работала районная библиотека, а в заднем – изба-читальня. С 2015 года Каргалинская библиотека находится в здании Многофункционального центра с. Каргали. В настоящее время библиотека занимает 2 комнаты, площадь – 35 кв. м. Фонд насчитывает 21 992 книги, из них 5 726 – это издания для детей. Книговыдача в год – 18 543 книги, количество читателей – 778 человек.Уже который год совместно с соцработниками в библиотеке ведется работа литературного клуба «Поэзии подвластно все», он объединяет всех местных поэтов и одиноких бабушек, которым нужна помощь. Ветераны труда и тыла с нетерпением ждут этих встреч, с удовольствием принимают участие в различных мероприятиях.",2021-03-31T11:38:48Z,2023-02-02T09:33:59Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,15:00:00,,
Старомазинская сельская библиотека – филиал № 28,"Респ Татарстан,р-н Мензелинский,с Старое Мазино,ул Ленина,зд 30",53.0587941842003,55.6471280154437,"В декабре 1940 года в селе Старое Мазино образовалась изба-читальня. Она существовала до марта 1952 года, но не превратилась в библиотеку, а стала именоваться сельским клубом. В 1967 году с. Старое Мазино была переведена библиотека из д. Гришино, таким образом образовалась Старомазинская сельская библиотека. С 16 августа 2010 года ей заведует Пермякова Ольга Александровна. С 4 сентября 2020 года библиотека находится в новом здании МФЦ. Фонд библиотеки на сегодняшний день насчитывает 6 291 экземпляр. Всего читателей – 490, 114 из них дети. Библиотека обслуживает село Старое Мазино и деревню Холодный Ключ, поддерживает связь с Мензелинской кадетской школой-интернатом, детским садом «Солнышко», сельским Домом культуры, администрацией Старомазинского сельского поселения.",2021-04-12T16:52:48Z,2023-02-21T09:26:41Z,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,,
Татарско-Сарсазская сельская библиотека – филиал № 28,"Респ Татарстан,р-н Чистопольский,д Татарский Сарсаз,ул Зеленая,д 22",50.818989,55.247698,"По словам старожилов, в 1933 году в пустующем доме раскулаченного сельчанина открыли избу-читальню, в которой работала Жихан апа. Она сама собирала книги. Так как в то время не все умели читать, Жихан апа собирала людей в избу-читальную и учила их. В годы Великой Отечественной войны избу-читальную закрыли, только изредка Жихан апа открывала ее, и женщины вместе читали письма, пришедшие с фронта. Сегодня здесь уделяется большое внимание молодежи села, студентам, специалистам сельского хозяйства. В библиотеке совместно с отделом социальной защиты организован клуб «Акчарлак». Его посещают пенсионеры села, которые находятся под патронажном социальных работников. В библиотеке зарегистрирован 471 читатель. Из них 127 – дети школьного возраста. Число посещений всего – 6 745 человек. Число экземпляров книжного фонда на конец 2020 года составляет 11 015. Всего выдано книг – 9 861, в том числе для детей – 5 051.",2021-03-24T11:42:41Z,2023-01-27T13:05:33Z,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,15:00:00,,
Нижнеcоснинская библиотека – филиал № 16,"Респ Татарстан,р-н Балтасинский,с Нижняя Сосна,ул Героя Сарвара,д 2",50.236845,56.37326,"Соснинская сельская библиотека начала свою деятельность 1 июля 1956 года. Первым библиотекарем был Галиев Васил Галиевич. До этого книги находились в двух местах деревни в – красном уголке в здании управления и в избе-читальни, около 1 200 шт. В 1962 году в Верхней Сосне старую избу перестроили, поселили библиотеку. В 1981 году построили новое здание Дома культуры, на второй этаж переместили библиотеку. По состоянию на 01.01.2021 год фонд составляет 12 843 единицы, число посетителей – 7 112 человек.В библиотеке есть музейный уголок, интернет. Также периодическая информация, журналы, газеты для взрослых и детей. Проходят различные тематические мероприятия и встречи с представителями разных профессий.",2021-04-01T06:52:44Z,2023-02-22T06:24:19Z,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,,
