language,glottocode,latitude,longitude,value
Labwor,labw1238,2.699942,33.657947,absent
Uduk,uduk1239,9.16012,34.2293,absent
Maxakalí,maxa1247,-16.9402,-40.7891,absent
Doromu-Koki,doro1266,-9.56687,147.986,absent
Bolgo,bolg1251,10.9025,18.8076,absent
Irabu-Jima,irab1238,24.831088,125.18956,absent
Russia Buriat,russ1264,50.8533,105.564,absent
Bilinarra,bili1250,-16.868771,130.533991,absent
Biwat,biwa1243,-4.39429,143.873,absent
Mwera (Chimwera),mwer1248,-9.75639,38.8762,absent
Tübatulabal,tuba1278,35.327,-117.163,absent
Russian,russ1263,59,50,absent
Central Alaskan Yupik,cent2127,60.3062,-161.486,absent
Huarijio,huar1255,27.8685,-108.437,absent
Pilagá,pila1245,-25.0058,-60.1537,absent
Bondo,bond1245,19.1512,83.8141,absent
Balantak,bala1315,-0.86809,123.289,absent
Mussau-Emira,muss1246,-1.44105,149.624,absent
Selk'nam,onaa1245,-54,-68.5,absent
Sapuan,sapu1248,15.3692,106.843,absent
Cheyenne,chey1247,45.5321,-106.659,absent
Zhaba,zhab1238,30.7416,100.983,absent
Budukh,budu1248,41.2272,48.3353,absent
Khwarshi-Inkhoqwari,khva1239,42.2743,45.9977,absent
Hlersu,hler1235,24.4,101.4,absent
Indonesian,indo1316,-7.33458,109.716,absent
Prai,phai1238,19.0383,101.218,absent
Maykulan,mayk1239,-20.4352,140.481,absent
Lengo,leng1259,-9.56425,160.42,absent
Zulu,zulu1248,-28.9,30.2,absent
Gumawana,guma1254,-9.28497,150.762,absent
Kgalagadi,kgal1244,-24.9208,22.72016,absent
Western Highland Chatino,west2644,16.2495,-97.3244,absent
Ashéninka Perené,ashe1272,-10.9777,-74.9153,absent
Nawuri,nawu1242,8.45116,0.04947,absent
Lamenu,lame1260,-16.6098,168.171,absent
Northern Yokuts,yoku1256,36.3167,-119.721,absent
Ngandi,ngan1295,-12.8448,134.649,absent
Cosao,cosa1234,21.616667,101.566667,absent
Tuki,tuki1240,4.64348,11.5353,absent
Selepet,sele1250,-6.03532,147.234,absent
Chickasaw,chic1270,34,-88,absent
Laven,lave1248,15.2726,106.322,absent
Murui Huitoto,muru1274,-1.13669,-73.8331,absent
Tulu,tulu1258,12.8114,75.2651,absent
Western Xiangxi Miao,west2430,28.33,109.67,absent
Capanahua,capa1241,-6.63254,-74.3813,absent
Brahui,brah1256,29.04,66.56,absent
Nimboran,nucl1633,-2.5803,140.179,absent
Nyakyusa-Ngonde,nyak1260,-9.71018,33.7763,absent
Miya,miya1266,10.923400000000001,9.71505,absent
Kaki Ae,kaki1249,-7.9946,145.816,absent
Yinchia,yinc1238,20.0833,97.9166,absent
Southern Sama,sout2918,4.755836,119.483887,absent
Thavung,aheu1239,17.7655,104.229,absent
North Saami,nort2671,68.725,22.1113,absent
Iamalele,iama1237,-9.45005,150.573,absent
Rumu,rumu1243,-7.17149,144.179,absent
U,uuuu1243,22.6767,101.772,absent
Misima-Paneati,misi1243,-10.6821,152.696,absent
Konyak Naga,kony1248,26.6823,95.0598,absent
Cocama-Cocamilla,coca1259,-4.5,-74,absent
Longchuan Achang,acha1249,24.3479,97.7438,absent
Thangmi,than1259,28.7554,85.7657,absent
Central Lisu,hual1240,26.91,98.94,absent
Toto,toto1302,26.67,88.975,absent
Sara Kaba Náà,sara1321,9.39388,19.2566,absent
Suabo,suab1238,-2.07971,132.157,absent
Tiene,tien1242,-2.84694,16.4765,absent
Awad Bing,awad1244,-5.59896,146.355,absent
Lipo,lipo1242,25.226,101.302,absent
Situ,situ1238,31.590536,102.660664,absent
Lokaa,loka1252,5.91483,8.0933,absent
Reyesano,reye1240,-14.8333,-67.0833,absent
Turkic Khalaj,turk1303,34.4224,50.3222,absent
Cholón,chol1284,-9.23129,-75.9621,absent
Oroch,oroc1248,50.3235,137.851,absent
Wambon,wamb1259,-5.44334,140.48,absent
Warembori,ware1253,-1.65941,137.566,absent
Culina,culi1244,-8.55268,-70.6648,absent
Tanema,tane1237,-11.68,166.97,absent
Dongxiang,dong1285,35.5808,103.558,absent
Pengo,peng1244,19.3435,83.6552,absent
Sherdukpen,sher1257,27.0035,92.5799,absent
Mocoví,moco1246,-28.097,-60.4145,absent
Garifuna,gari1256,15.3529,-86.9091,absent
Panytyima,pany1241,-22.7816,118.723,absent
Minica Huitoto,mini1256,-1.54535,-73.1107,absent
Bodo Gadaba,bodo1267,18.3857,82.771,absent
Tombonuo,tomb1244,6.2892,117.322,absent
Avokaya,avok1242,4.38639,29.9379,absent
Crimean Tatar,crim1257,45,34.08,absent
Isconahua,isco1239,-7.75236,-74.5193,absent
Southern Lengua,sout2989,-23.427556,-57.945626,absent
Bukiyip,buki1249,-3.47169,143.111,absent
Nyahkur,nyah1250,15.8909,101.515,absent
Kwamera,kwam1252,-19.5954,169.442,absent
Mak (China),makc1235,25.5946,107.726,absent
Malayalam,mala1464,9.59208,76.7651,absent
Maram Naga,mara1379,25.4378,94.2205,absent
Nhanda,nhan1238,-27.425236430000002,114.2680442,absent
Duruwa,duru1236,19.0534,82.4881,absent
Qimant,qima1242,12.8119,37.0542,absent
Turkmen,turk1304,37.0872,59.1757,absent
Taushiro,taus1253,-3.22497,-75.5603,absent
Burarra,bura1267,-12.3061,134.365,absent
Achumawi,achu1247,41.0979,-121.191,absent
Ida'an,idaa1241,5.29059,118.515,absent
Telefol,tele1256,-5.07444,141.731,absent
Ngombe (Democratic Republic of Congo),ngom1268,1.45357,20.14148,absent
Dumi,dumi1241,27.45849,86.75699,absent
Tami,tami1290,-6.70017,147.732,absent
Lonwolwol,lonw1238,-16.2286,168.016,absent
Labuk-Kinabatangan Kadazan,labu1249,5.51924,117.507,absent
Ama (Papua New Guinea),amap1240,-4.20192,141.658,absent
Eipomek,eipo1242,-4.33691,140.045,absent
Thakali,thak1245,28.7014,83.6466,absent
Mele Nadu Irula,mele1247,12.70645,79.95209,absent
Pitta Pitta,pitt1247,-22.7952,139.983,absent
Sri Lanka Malay,sril1245,6.91603,79.864,absent
Bini,bini1246,6.40701,5.70426,absent
Veps,veps1250,60.3353,34.7865,absent
Ndengereko,nden1248,-7.54628,38.958,absent
Kriang-Khlor,ngeq1245,15.6211,106.877,absent
Nhengatu,nhen1239,1.04503,-66.9646,absent
Yao,yaoo1241,-13.6119,35.2387,absent
Resígaro,resi1247,-1.169535,-71.60524,absent
Warlpiri,warl1254,-20.1008,131.05,absent
Tedaga,teda1241,18.0426,14.7717,absent
Kado,kado1242,21.5259,100.092,absent
Iatmul,iatm1242,-4.30064,143.316,absent
Mamvu,mamv1243,2.68167,28.9862,absent
Yawa,nucl1454,-1.77196,136.263,absent
Bilin,bili1260,15.7833,38.3917,absent
Kakua,cacu1241,0.88778,-69.5659,absent
Finnish,finn1318,64.7628,25.5577,absent
Benga,beng1282,1.075766,9.600739,absent
Bukusu,buku1249,0.68043,34.7719,absent
Waima'a,waim1252,-8.53416,126.317,absent
Hup,hupd1244,0.58622,-69.8359,absent
Makwe,makw1236,-10.4673,40.0274,absent
Enu,enuu1235,22.95,101.85,absent
Western Tlacolula Valley Zapotec,sanj1284,17.0332,-96.5967,absent
North Efate,nort2836,-17.5774,168.375,absent
Northwest Gbaya,nort2775,5.9503,15.2569,absent
Karnai,karn1252,-5.74133,147.917,absent
Gubeeher-Gufangor-Gubelor,gube1234,12.56,-17.19,absent
San Miguel El Grande Mixtec,sanm1295,17.046881,-97.622482,absent
Karao,kara1487,16.5655,120.956,absent
Neve'ei,vinm1237,-16.2253,167.427,absent
Avava,katb1237,-16.2701,167.484,absent
Panoan Katukína,pano1254,-7.97456,-71.56151,absent
Psikye,psik1239,10.677,13.569,absent
Chiru,chir1283,25.4643,94.4072,absent
Tol,toll1241,14.6686,-87.0372,absent
Bugawac,buga1250,-6.67519,147.32,absent
Makhuwa,makh1264,-14.8509,38.8052,absent
Domaaki,doma1260,36.3258,74.7984,absent
Warluwara,warl1256,-22.2909,138.738,absent
Hanga Hundi,hang1263,-3.90364,142.849,absent
Larantuka Malay,lara1260,-8.4746,122.7619,absent
Rengao,reng1252,14.456,107.9459,absent
Toda,toda1252,11.4184,77.0168,absent
Chaozhou,chao1238,23.666667,116.633333,absent
Kiowa,kiow1266,34.9403,-98.9042,absent
Ineseño,ines1240,34.6169,-120.08,absent
Kathmandu Valley Newari,newa1246,27.67,85.326,absent
Narua,yong1270,27.8,100.9,absent
Blang,blan1242,22.0092,99.7405,absent
Langi,lang1320,-4.71413,35.9517,absent
Apatani,apat1240,27.1933,93.7284,absent
Ughele,ughe1237,-8.45725,157.341,absent
North-Central Dargwa,darg1241,42.4257,47.4388,absent
Mambwe-Lungu,mamb1296,-8.86817,31.2269,absent
Rukai,ruka1240,22.7738,120.844,absent
Berta,bert1248,10.6474,34.7042,absent
Mullukmulluk,mull1237,-13.427,130.664,absent
Lendu,lend1245,2.1898,30.6794,absent
Mekens,saki1248,-13.054,-62.0927,absent
Moba,moba1244,10.9496,0.159565,absent
Khasi,khas1269,24.977,91.9998,absent
Lithuanian,lith1251,55.1429,23.9601,absent
Cusco Quechua,cusc1236,-14.0853,-71.7663,absent
Asháninka,asha1243,-11.9311,-73.9073,absent
Duala,dual1243,4.10208,9.61877,absent
Nauru,naur1243,-0.52957,166.922,absent
Hertevin,hert1241,37.373,42.5192,absent
Ncane-Mungong,ncan1245,6.50696,10.5312,absent
Korafe-Yegha,kora1294,-9.07,149.267,absent
Darma,darm1243,29.8629,80.5439,absent
Kobon,kobo1249,-5.16446,144.46,absent
Indian Kurux,kuru1302,24.4644,86.4657,absent
Lashi,lash1243,26.0992,98.5481,absent
Southern Amami-Oshima,sout2954,28.1955,129.285,absent
San Martín Quechua,sanm1289,-6.9582,-76.6608,absent
Eastern Arrernte,east2379,-23.3583,135.046,absent
Pendau,pend1242,-0.11396,119.862,absent
Manda-Matumba,mand1423,-10.3991,34.7424,absent
Orokolo,orok1267,-7.81309,145.34,absent
Bulu (Cameroon),bulu1251,3.16141,11.6365,absent
Fasu,fasu1242,-6.62687,143.284,absent
Icari,icar1234,41.977226,47.565486,absent
Kwomtari,nucl1593,-3.50718,141.488,absent
Mosetén-Chimané,mose1249,-14.64448,-67.83756,absent
Pattani,patt1248,32.6963,76.5966,absent
Southern Ghale,sout2715,28.106,84.8511,absent
Nahavaq,sout2857,-16.5116,167.477,absent
Yeyi,yeyi1239,-18.9178,23.6088,absent
Wotu,wotu1240,-2.59593,120.9,absent
Kara (Papua New Guinea),kara1486,-2.81957,151.111,absent
Northern Bai,nort2724,26.925,99.656,absent
Kamula,kamu1260,-7.28798,142.639,absent
Rabha,rabh1238,25.8248,91.1689,absent
Hokkaido Ainu,ainu1240,43.633654,142.46167,absent
Surgut Khanty,surg1248,61.25,73.35,absent
Tabo,tabo1241,-8.09387,143.305,absent
Woleaian,wole1240,7.37957,143.916,absent
Gorum-Parenga,pare1266,19.075,83.9723,absent
Gusii,gusi1247,-0.78872,34.76751,absent
Peripheral Mongolian,peri1253,42.4208,110.157,absent
Seediq,taro1264,23.9032,121.358,absent
Lubuagan Kalinga,lubu1243,17.3879,121.0365,absent
Tarama-Minna,tara1319,24.7564,125.363,absent
Siberian Evenki,sibe1251,61.972,94.689,absent
Warrongo,waru1264,-18.2496,144.37,absent
Nyankole,nyan1307,-0.46364,30.548,absent
Wanman,wanm1242,-22.7078,122.325,absent
Kanite,kani1286,-6.38841,145.556,absent
Rumai Palaung,ruma1248,23.6404,97.3172,absent
Tataltepec Chatino,tata1258,16.2963,-97.5311,absent
Nyoro,nyor1246,0.95294,31.3493,absent
Mpur,mpur1239,-0.7489,133.166,absent
Kikuyu,kiku1240,-0.29005,36.719,absent
Woi,woii1237,-1.62746,135.484,absent
Korku,kork1243,21.8358,77.5541,absent
Hulun Buir Solon,huih1238,61.972,94.689,absent
Bouyei,bouy1240,24.8484,106.187,absent
Shilluk,shil1265,9.85472,31.7926,absent
Wolio,woli1241,-5.33,122.67,absent
Akie,mosi1247,-5.43471,37.1869,absent
Eastern Cham,east2563,11.2853,108.49,absent
Konai,kona1242,-5.66011,142.069,absent
Yami,yami1254,22.055,121.544,absent
Marithiel,mari1424,-13.8818,130.237,absent
Isinai,isin1239,16.3299,121.12,present
Ancient Greek,anci1242,39.8155,21.9129,present
Kera,kera1255,9.88165,15.1419,present
Patpatar,patp1243,-3.74711,152.493,present
Northern Ngbandi,nort2774,3.56357,21.85251,present
Iu Mien,iumi1238,20.83,101.17,present
Rotuman,rotu1241,-12.5008,177.066,present
Ngbaka Minagende,ngba1285,2.98887,18.994,present
Satawalese,sata1237,7.36084,147.038,present
Basque,basq1248,43.2787,-1.31622,present
Bullom So,bull1247,9,-13.16,present
Saya,saya1246,9.69441,9.71748,present
Central Kurdish,cent1972,35.6539,45.8077,present
Bahamas Creole English,baha1260,25.032149,-77.390587,present
Aromanian,arom1237,40.616,21.2,present
Madurese,nucl1460,-7,113,present
Buginese,bugi1244,-4.47,119.977,present
Highland Puebla Nahuatl,high1278,20.1554,-97.5556,present
Orya,orya1242,-2.76483,139.89,present
San Blas Kuna,sanb1242,9.15686,-78.3075,present
South Saami,sout2674,62.8801,13.7006,present
Tagbanwa,tagb1258,9.54263,118.497,present
Dadibi,dadi1250,-6.65765,144.511,present
Tugun,tugu1245,-7.72555,126.7,present
Wik-Mungkan,wikm1247,-13.98051,141.81611,present
Zarma,zarm1239,12.8554,2.41173,present
Upper Chehalis,uppe1439,46.7981,-123.169,present
Duungidjawu,duun1241,-25.3987,152.345,present
Tobelo,tobe1252,1.0946,128.154,present
Northern Kankanay,nort2877,17.1057,120.786,present
Mayangna,maya1285,14.1259,-84.3439,present
Ibatan,ibat1238,18.9398,121.909,present
Luangiua,onto1237,-5.49029,159.701,present
Barok,baro1253,-3.47672,152.193,present
Jita,jita1239,-1.62681,33.9141,present
Pangasinan,pang1290,15.9377,120.365,present
Duna,duna1248,-5.41439,142.475,present
Chak,chak1270,21.4134,92.5953,present
Tera,tera1251,11.0376,11.80953,present
Chadian Arabic,chad1249,14.67,13.5,present
Kuanua,kuan1248,-4.30986,152.114,present
Maragus,mara1399,-16.0695,167.33,present
Maltese,malt1254,35.8884,14.4508,present
Tektiteko,tekt1235,15.4599,-92.1136,present
Gaam,gaam1241,11.4674,33.9797,present
Caac,caac1237,-20.4114,164.578,present
Southern Dong,sout2741,25.8874,109.222,present
Mwan,mwan1250,7.87533,-5.9457700000000004,present
Coahuilteco,coah1252,28.2589,-97.89,present
Biak,biak1248,-0.9523,135.879,present
Maskelynes,mask1242,-16.5073,167.818,present
Bwaidoka,bwai1242,-9.51158,150.297,present
Ata Manobo,atam1240,7.7789,125.499,present
Gamo,gamo1243,6.27645,37.23808,present
Classical Nahuatl,clas1250,19.72,-96.97,present
Susu,susu1250,10.4046,-13.3628,present
Mocho,moch1257,15.4538,-92.1734,present
Dutch,dutc1256,52,5,present
West Tarangan,west2538,-6.62046,134.168,present
Catawba,cata1286,34.9685,-80.8857,present
Wolane,wola1253,8.23,38.14,present
Ga'anda,gaan1243,10.2955,12.6479,present
Yana,yana1271,39.2769,-121.608,present
Umbu-Ungu,umbu1258,-5.9513,143.97,present
Bella Coola,bell1243,52.3448,-126.689,present
Kosraean,kosr1238,5.31,162.98,present
Papapana,papa1265,-5.92283,155.289,present
Sukur,suku1272,10.8933,13.6437,present
Huastec,huas1242,21.6153,-98.5028,present
Samba Daka,samb1311,8.06905,11.7077,present
Riuk Bekati',beka1241,1.3307,109.576,present
Northern Lushootseed,lush1252,48.42,-122.529,present
Gants,gant1244,-5.28113,144.771,present
Dakaka,daka1243,-16.2696,168.013,present
Loniu,loni1238,-2.06124,147.35,present
Gardabani Bohtan Neo-Aramaic,boht1238,41.459,45.084,present
Kachama-Ganjule-Haro,kach1284,6.3971,37.9291,present
Xokleng,xokl1240,-26.9217,-49.5886,present
Eastern Subanen,east2694,8.2475,123.5234,present
Gheg Albanian,gheg1238,42.317,21.3837,present
Mali,mali1284,-4.71826,152.214,present
Rongmei Naga,rong1266,25.098,93.7869,present
Logo,logo1259,3.32608,29.8866,present
Hidatsa,hida1246,47.7534,-102.528,present
Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,zaca1241,20.0581,-97.8974,present
Ga'dang,gada1258,17.2238,121.455,present
Nauete,naue1237,-8.70733,126.741,present
Sicilian,sici1248,37.5735,14.0414,present
Wawa,wawa1246,6.68974,11.7802,present
Boruca,boru1252,8.88093,-83.2124,present
Okanagan,okan1243,49.2745,-119.294,present
Mlabri,mlab1235,18.5533,101.163,present
Fipa,fipa1238,-7.88963,31.3442,present
Shabo,shab1252,7.64407,35.223,present
Touo,touo1238,-8.58405,157.296,present
Leti (Indonesia),leti1246,-8.19808,127.674,present
Melo,melo1242,6.53916,36.811,present
Plateau Malagasy,plat1254,-19.5907,47.1211,present
Vietnamese,viet1252,20.681188,105.774071,present
Toma,toma1245,8.20383,-9.23439,present
Irish,iris1253,53.2186,-7.61509,present
Konso,kons1243,5.39111,37.53,present
Ngas,ngas1240,9.32042,9.46146,present
Klamath-Modoc,klam1254,42.5861,-121.704,present
Khroskyabs,guan1266,31.5655,101.928,present
Mpade,mpad1242,12.561391,14.446893,present
Wolof,nucl1347,15.2534,-15.383,present
Pa'a,paaa1242,11.0175,9.30091,present
Hassaniyya,hass1238,18.29,-14.11,present
Agutaynen,agut1237,10.5328,119.655,present
Pijin,piji1239,-9.567,160.137,present
Samoan,samo1305,-13.92,-171.83,present
Monzombo,monz1249,3.19008,18.5129,present
Yakoma,yako1252,4.1651,22.1702,present
Ura (Vanuatu),urav1235,-18.6747,169.084,present
Bara Malagasy,bara1369,-23.9716,45.5937,present
Banda-Bambari,band1344,6.21563,20.9827,present
Selaru,sela1259,-8.18376,130.961,present
Arhuaco,arhu1242,10.7018,-73.6363,present
Mian,mian1256,-4.70881,141.523,present
Nyam,nyam1285,9.18024,10.83652,present
Fe'fe',fefe1239,5.18158,10.1442,present
Pökoot,poko1263,1.57023,35.2318,present
Abkhaz,abkh1244,43.056218,41.159115,present
Limonese Creole,limo1249,9.957414,-83.0905,present
Degema,dege1246,4.73373,6.80991,present
Yucatec Maya,yuca1254,18.7757,-88.9567,present
Eleme,elem1253,4.72964,7.267,present
Kxoe,kxoe1243,-16.59051,22.599835,present
Fon,fonn1241,7.15484,1.66495,present
Kusaghe-Njela,kusa1251,-8.04056,157.463,present
Breton,bret1244,48.2452,-3.78934,present
Sheko,shek1245,7.05022,35.2826,present
Ga,gaaa1244,5.65488,-0.18598,present
Iloko,ilok1237,15.9361,120.993,present
Chamacoco,cham1315,-20.5899,-58.2005,present
Yaka (Central African Republic),yaka1272,3.6515,17.2713,present
Bo-Ung,boun1245,-5.8626,144.086,present
Atayal,atay1247,24.5209,121.388,present
Bori-Karko,bori1243,27.62812,94.3538,present
Bambam,bamb1270,-3.02759,119.201,present
Noon,noon1242,14.792,-16.9205,present
Bambara,bamb1269,12.9,-7.65,present
Huba,huba1236,10.3544,13.139,present
Berbice Creole Dutch,berb1259,5.3829,-58.0002,present
Anu-Hkongso,anuu1241,21.5,93.05,present
Salka-Tsishingini,tsis1238,10.2882,5.11073,present
Sabah Bisaya,saba1267,5.30433,115.512,present
Martuthunira,mart1255,-20.9294,116.607,present
Eastern Pomo,east2545,38.5647,-122.586,present
Krim,krim1238,7.24116,-11.8393,present
Nalik,nali1244,-2.94411,151.332,present
Halkomelem,halk1245,49.250402,-122.443668,present
Galician,gali1258,42.2446,-7.5343,present
Tagabawa,taga1272,6.9712,125.175,present
