country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition,century
Ukraine,2017,20709,SIOMAKY,24,180,192,49.6114980054,28.1556819541,"A hoard of at least 24 Roman imperial denarii: Vespasian – Commodus (AD 180-192) and possibly a silver fibula were allegedly discovered by a treasure hunter in the late 2010s nearby village Semaki in Vinnytsia region. The coins were found in an area of 15x15 m. The silver brooch was found on the same area. Based on a photo of five coins, three of which were denarii from the time of Titus, Antoninus Pius and Commodus, one cast copy of a denarius with a portrait of Hadrian and an anonymous quadrans with a portrait of Mars on the obverse and cuirass on the reverse. While the denarii have general preservation and similar bronze oxides, the cast copy of the denarius and the anonymous quadrans are probably not part of the hoard. The further fate of the coins is unknown to me.",NA,II century
Romania,1969,2954,ITEȘTI,272,193,194,46.654,26.862,272 denarii: Tiberius - Septimius Severus (AD 193-194); silver weight: 813.04 g,"Complexul Muzeal ""Iulian Antonescu"", Bacău, Romania; inv.nos. 7008-7236",II century
Bulgaria,1975,10204,RUSE 1975,2819,195,197,43.839,25.952,(2820) 2819 denarii: Republic - Septimius Severus (AD 205).,"Regional History Museum, Ruse, Bulgaria; in.no. 1867",II century
Spain,1970,12881,PRIEGO,17,117,117,37.438,-4.199,17 denarii: Titus - Hadrian (AD 117).,Lost,II century
France,1935,6107,SAINT-SALVADOUR,50,161,180,45.387,1.782,"Fifty bronze coins were discovered in Roux, but only 9 were preserved, ranging in date from Trajan to Marcus Aurelius.",NA,II century
Netherlands,2018,18724,GULPEN-WITTEM 2018,20,164,192,50.816103651312,5.901788273645,Eighteen Roman sestertii found close together by a metal detector user in the municipality of Gulpen-Wittem (in an area of ca. 1 m2). Two additional Roman coins (an as/dupondius and a coin of unknown denomination) were found within a ten-meter radius and can be part of the same hoard but certainty is lacking. The coins were reported in 2018.,Private collection,II century
Belgium,2008,8654,WANDRE 2008,90,193,194,50.6673,5.6651,90 sestertii: Trajan - Septimius Severus (AD 193-194).,NA,II century
Spain,1901,6238,TORREBLANCA,204,180,192,40.22,0.195,"204 aurei found with a ceramic vessel, 97 pieces studied: Nerva - Commodus.",NA,II century
Egypt,1923,7786,NILE DELTA A44,168,148,149,30.864,31.025,"168 Alexandrian provincial bronze coins: Vespasian - Antoninus Pius (AD 148-149). Found in the ground. All drachms, only briefly described. Oldest Vespasian, among the other coins are mentioned ""interesting types of Antinous, Sabina, Aurelius Caesar, also some of the rare 'nome' types and few of the famous zodiacal series struck in the eighth year of Antoninus Pius.""",'At least partly in New York',II century
Romania,1964,2602,CRISTEŞTI 194,13,153,154,46.5,24.483,13 denarii found with a money-box: Vespasian - Antoninus Pius (AD 153-154).,"History Museum Târgu Mureș, Romania",II century
Ukraine,1954,18247,KRYACHKOVKA 1957,31,187,188,50.298376682126,32.310455579327,31 denarii found in a silo at the site of the Cherniakyv Culture: Vespasian - Commodus (AD 180-192). Together were found two silver loops.,"Institute of Archaeology of the Academy of Sciences, Kyiv, Ukraine (11 coins, 1 loop); School museum, Davydovka, Ukraine",II century
Croatia,1882,5394,OSIJEK 1882,2,138,161,45.555,18.696,A hoard of silver and bronze (perhaps also gold) coins. There is only data for two coins of Antoninius Pius.,NA,II century
Hungary,1904,12778,BONYHÁD,37,157,161,46.298,18.526,"Hoard of 37 coins: 6 republican denarii, 1 imperial denarius, 25 sestertii, 1 dupondius, 4 asses: Republic - Antoninus Pius (AD 157-161).",NA,II century
Israel,1983,7702,ḤORBAT ẒALIT 1983-1984,60,128,129,31.327,34.943,"The hoard comprised 60 silver coins from the reigns of Nero to Hadrian, deposited during the Bar Kokhba Revolt (AD 132-136). These coins were: 42 denarii (Vespasian to Hadrian), 10 tetradrachms and 1 tridrachm from Antioch (Nero to Trajan), 6 tridrachms and 1 drachm of Trajan from Arabia.",Israel Antiquities Authority (IAA 23744-23803),II century
Romania,1923,16306,TANSA,8,180,180,46.909771,27.228231,"Unknown originally number of denarii. 8 coins are kept in the History Museum in Iași: Domitian 1, Trajan 1, Hadrian 2, Antoninus Pius 3, Marcus Aurelius (Divus Antoninus Pius) 1.","History Museum of Moldova, Iași, Romania (inv.nos. 680, 714/9, 744, 768, 774, 779)",II century
Sweden,1931,15529,GANDARVE 1931-1939,4,163,165,57.1953,18.3958,"4 denarii part of a hoard found on the same field like GANDARVE 1927, 1928, 1928-1931: Hadrian, Antoninus Pius, Diva Faustina I, Lucius Verus (AD 163-165).","Collection Hilding Arwidsson, Rone, Finland",II century
Netherlands,1898,9882,DRONRIJP 1898,15,138,161,53.1953,5.6454,15 denarii: Galba - Antoninus Pius (AD 138-161).,"Frisian Museum, Lcenturyarden",II century
Ukraine,2021,20702,LVIV REGION 2021,47,141,161,49.5661221128,23.665240951,"A hoard of 47 Roman imperial denarii: Vespasian to Antoninus Pius (AD 138-161) was discovered at the end of 2021 in Lviv region. Information about the hoard and photos of the coins were published in one of the groups on Facebook, dedicated to treasure hunting, by user Mikhail Tabachko (Михаил Табачко) on December 14, 2021. The finder reported only that the coins were found together somewhere in the Lviv region. The coins are well preserved. The further fate of the hoard is unknown.",NA,II century
"Israel, Palestinian Territories",1993,8052,CAVE OF THE SANDAL 1993 C,13,124,138,31.873432962438,35.431284221019,"The hoard(?) comprised a ""cluster"" of 13 silver and bronze coins deposited during the Second Jewish Revolt (AD 132-136).",NA,II century
Poland,2006,13442,JERZMANOWICE 2006,79,193,196,50.21139,19.746061,79 denarii found circa 25 m from the Jerzmanowice 2005 hoard and one more denarius found in 2009. Most likely one owner: Hadrian - Septimius Severus (Julia Domna) (AD 193-196).,NA,II century
Algeria,1953,4855,AÏN TEMOUCHENT 1953,13,192,192,35.3,-1.14,The hoard comprised 13 sestertii from Trajan to Commodus.,NA,II century
Poland,1900,13463,LASKOWA,5,145,175,49.763743,20.45085,Unknown number of Roman coins. Five denarii were placed in a liturgical cup in Limanowa!,NA,II century
Romania,1896,2600,PĂULENI,126,154,161,46.426,25.185,"126 bronze coins: 88 sestertii, 9 dupondii, 8 asses, 1 provincial coin; 20 bronze coins unknown denomination: Augustus - Antoninus Pius (AD 154-161).","Hungarian National Museum, Budapest, Hungary (1897); inventory list no. 460/1896",II century
Romania,1968,6135,ODOBEȘTI,22,139,139,45.768,26.931,Unknown initial number of coins. 22 denarii: Republic - Antoninus Pius (AD 139),"National History Museum of Romania, Bucharest",II century
Romania,2022,20605,BISTRIȚA - POȘOT FOREST,20,188,189,47.10860301561,24.491110908423,20 denarii: Trajan - Commodus (AD 188-189). Among them two imitations. Together it was found an iron axe typical for the Chernyakhov culture (4th-5th centuries AD).,"Complexul Muzeal Bistrița-Năsăud, Bistrița, Romania",II century
"England, United Kingdom",2000,719,"PLANTATION PLACE, FENCHURCH STREET",43,174,174,51.503293,-0.085155684,"This hoard of 43 aurei, ranging from Nero to Marcus Aurelius, was discovered in June 2000 during the archaeological excavation at Plantation Place, Fenchurch Street, in the City of London. The coins were discovered in situ within a uniform context of silty brick-earth with organic inclusions. The absence of coins of Commodus suggests a deposition date probably no later than AD 180.",NA,II century
France,1830,5485,LE BUIS,80,180,192,46.029,1.188,More than 80 gold coins were discovered as surface finds between 1830 and 1958: Domitian - Commodus (AD 180-192). Only seven of the coins were described sufficiently well to be accurately identified.,NA,II century
Romania,1947,6123,CĂTUNU,20,148,149,44.7417,25.9037,Unknown originally number of coins. 20 denarii are kept in the Town museum of Târgoviște: Vespasian - Antoninus Pius (AD 148-149).,"Town Museum Târgoviște, Romania (20 coins)",II century
France,1965,13587,GARONNE,3997,159,161,44.8871,-0.5356,"3,997 bronze coins recovered from a shipwreck on the bottom of the Garonne river. The coins were recovered in two stages: 939 in 1965, 3,058 in 1970. In total: 3,663 sestertii, 270 dupondii, 33 asses, 31 dupondii/asses: Claudius I - Antoninus Pius (159-161).","Musée d'Aquitaine, Bordeaux, France",II century
Romania,1948,16315,COSTEȘTI,171,180,192,47.235022,26.932095,"Hoard of 171 denarii, only 139 were recorded: Nero – Commodus (AD 180-192).","Museum Complex Iași, Romania (121 coins); National History Museum, Bucharest, Romania (50 coins)",II century
Algeria,1858,4872,BOU ISMAÏL,5,147,176,36.64,2.691,"The hoard was found in a void within a Roman wall and comprised 5 sestertii: 1 Hadrian, 1 Antoninus Pius, 2 Marcus Aurelius, 1 Faustina II (AD 147-176).",NA,II century
"Scotland, United Kingdom",1781,2244,LINLITHGOW,300,169,180,55.9716266,-3.6025847,"13 Roman silver coins, presented to the Society of Antiquaries of Scotland, in 1781, all dug up 'with a great many more' in the muir (= moorland) of Linlithgow. These probably came from a find of 300, found in the Burrowmuir, deposited in an earthen urn.",NA,II century
Egypt,2012,20922,AMHEIDA,850,138,161,25.6676117977,28.8706203539,"A hoard of ca. 850 Alexandrian tetradrachms (Nero to Antoninus Pius) found at Amheida (Dakhla/Dakhleh oasis) in area 4, divided in three textile bags, on top of a mudbrick debris layer filling pit F90, immedialely adjacent to the temple of Thoth.",NA,II century
Romania,1979,2597,BERENI,57,150,151,46.557,24.868,The hoard comprised 57 dupondii and asses from Augustus to Antoninus Pius with a tpq of AD 150 to 151.,NA,II century
Italy,1929,13802,DOMUSNOVA,10,161,180,39.32092,8.649474,"10 large Roman imperial bronze coins: Hadrian 3, Antoninus Pius 4, Faustina I 2, Lucilla 1.",NA,II century
Ukraine,2013,18622,STARYIE VALKI 2013 1,55,189,189,49.8679,35.5544,"55 denarii found with a ceramic jar: Galba - Commodus (AD 189). Found one meter from STARYIE VALKY 2013 2, practically, one hoard.",Private collections,II century
India,1914,18361,MALLAYAPALEM,4,141,141,16.156,80.361,"A hoard of four aurei: Nero, Trajan 2, Antoninus Pius for Faustina I (Diva).","Madras Museum, Chennai except for Trajan coins",II century
Greece,1975,6738,THEBES,25,144,144,38.319,23.318,"The hoard comprised 25 coins (23 sestertii, 1 dupondius and 1 Provincial bronze of Trajan of the Koinon of Cyprus), ranging from Titus to Antoninus Pius.",Thebes Museum,II century
Poland,1961,13654,GDAŃSK NOWY PORT,10,177,178,54.401617,18.66354,Hoard of sestertii found while dredging the harbor: Hadrian - Marcus Aurelius (AD 177-178).,"Museum of Archaeology, Gdańsk, Poland",II century
Cyprus,1909,5263,LARNACA,783,183,184,34.924,33.63,"Portions of this hoard were acquired by the ANS in 1911 and 1912, totaling 783 coins. 451 of these could be identified in the museum's collection, including 448 denarii, Vespasian to Commodus (AD 183-184) and 3 Cypriote didrachms of Vespasian. This hoard is said to have been discovered in Larnaka, though no details are available.",American Numismatic Society,II century
"England, United Kingdom",1974,14894,CADEBY 1974,8,180,192,53.494143,-1.2176636,Hoard of 11 sestertii found adjacent to the large Cadeby hoard.,NA,II century
Bulgaria,1965,10234,KESAREVO,46,161,180,43.1526,25.9648,"46 bronze coins: 45 sestertii, 1 provincial coin: Trajan - Antoninus Pius (AD 138-161).","Archaeological Museum, Veliko Tarnovo, Bulgaria; inv.no. 2287-2326",II century
Germany,1892,5239,MIDDELS-OSTERLOOG,80,140,143,53.539,7.636,The hoard of 79 denarii (one Republican denarius; imperial coins range from Nero to Antoninus Pius) and one Lycian drachm was found in 1882 during plowing of a court at Middels-Osterloog. The coins lay in a container.,NA,II century
Netherlands,1990,10036,VECHTEN 1990 2,14,145,176,52.058,5.162,14 silver and bronze coins of unknown denominations: Republic - Antoninus Pius/Marcus Aurelius (Faustina II) (AD 145-176).,Private collection,II century
Portugal,1936,17584,VALE DE SAN PEDRO,70,117,138,41.9061,-7.8977,70 denarii found with a ceramic vessel: Augustus - Hadrian.,NA,II century
Slovenia,1992,9064,CELJE - SPODNJI GRAD [LOWER CASTLE],4,176,177,46.229,15.261,"4 coins: 1 denarius, 3 sestertii: Vespasian, Hadrian Marcus Aurelius (2)","Pokrajinski muzej Celje, Slovenia",II century
India,1948,18421,KADMAT ISLAND,15,180,180,12.309827874573,72.847331259132,"15 Roman gold coins described in the Madras Museum Accessions Register as 'purchases through individuals through the Collector of Canara'. It is unclear whether rhey represent a genuine hoard. Possible part of the cache of Roman coins dating from the first and second centuries A.D. was reportedly discovered some 600 kms. further to the north, on Kadmat Island in the neighbouring Laccadives group (Indian Union Territory of Lakshadweep) during 1948",Madras Museum Accessions Register,II century
India,2020,19945,BARELI?,11,162,163,26.683877608282,82.681885007174,Unknown originally number of coins. 11 aurei: Nero - Marcus Aurelius (AD 162-163).,Antiquities market,II century
Ukraine,2014,20694,RIVNE REGION?,6,117,138,50.7997975746,26.3952851415,"A small hoard of six Roman imperial denarii: Vespasian — Hadrian (AD 117-138) was discovered by treasure hunter in 2014, possibly in Rivne region. Information about the find and photos of the coins were published on November 28, 2016, on the Ukrainian treasure hunting forum Violity. The finder reported that the find was discovered about two years ago before publication in a ploughed field. The coins were collected from a small area, but he did not probe to sondage on the place of find, assuming that he would find new finds after each ploughing. However, he has not found any new coins at the site in two years. All coins are equally well preserved (minimal worn) and close chronologically, which allows them to be considered as one deposit. In December 2016 and January 2018, the coins were sold on Violity auction. Coins: Vespasian (Titus) (1), Titus (2), Hadrian (3).",Sold,II century
Bulgaria,1937,10095,MEDKOVETS 1937,257,161,180,43.6237,23.167,(260) 257 denarii found in a ceramic vessel: Nero - Marcus Aurelius (AD 161-180).,NA,II century
France,1845,5882,FOUGEROLLES-DU-PLESSIS,150,180,192,48.475,-0.981,"The hoard comprised '100s of bronze coins (150 coins according to Angot). The majority were of Trajan, Hadrian and of Antoninus Pius. In the 1860s, the vicar of Fougerolles, Charles Pointeau, examined 72 coins and Chevallier acquired 'a good number, all large bronzes of Trajan to Commodus'. It has therefore been assumed that this hoard was made up of sestertii.",NA,II century
Greece,1957,20025,ATHENS 1957 ACROPOLIS,59,172,192,37.9719,23.7263,"A hoard of 59 plated Roman silver coins (cistophori and denarii), found on the south slope of the Acropolis in excavations by the Greek Archaeological Service, near the central room of the Eastern Roman cistern. Of the 59 coins, 35 could be identified: 16 cistophoric tetradrachms (Claudius – Nerva) and 19 denarii (Trajan – Commodus).",NA,II century
"England, United Kingdom",1762,367,CARLISLE 1762,700,141,161,54.85054,-2.8892781,"About 700 Roman coins were found in a ford in the river Pettarel near Carlisle in 1762. Coins seem to range from Nero to Faustina. A list of 64 of them (1 aureus, 62 denarii and 1 sestertius) exists.",NA,II century
Sweden,1867,15606,TUNA,2,175,180,57.452731,18.405704,"2 denarii: Titus, Marcus Aurelius (Diva Faustina II); silver weight: 4.80 g. Together were found: loop of gold bracteate, 2 gold bands, 3 bronze pins, bronze sword (in miniature), 1 small bronze ring, various bronze fragments.","Swedish History Museum, Stockholm (inv.no. 3740)",II century
France,1821,5486,CAILLY,29,181,182,49.5792,1.2308,"The hoard comprised '27 aurei of Vespasian to Commodus along with some silver denarii.' The gold coins were distributed amongst the family of the landowner. Although 9 of the aurei were given to the Musée de Rouen by M. Esnault, these were later stolen.","Musée de Rouen, France (9 coins. stolen)",II century
Romania,1956,5491,PARAVA 1956,145,178,176,46.308,26.991,Unknown initial number of coins. 145 denarii: Galba - Marcus Aurelius/Commodus (AD 178-191).,"Muzeul de Istorie Națională și Arheologie, Constanța, Romania; private colection V. Heisu from Parava (145 coins)",II century
Austria,1989,5433,WIEN - RENNWEG 1989,1268,136,138,48.193,16.392,"1,268 coins: 7 aurei, 1,261 denarii: Republic - Hadrian (AD 136-138). Total weight: 4,023.93g.","Historischen Museum der Stadt Wien (Karlsplatz), Austria",II century
Spain,1913,12891,SALVATIERRA DE MIÑO,40,138,161,42.0805,-8.5037,40 bronze coins were discovered with a ceramic vessel. Only 24 have provided some information: Nero - Antoninus Pius (AD 138-161).,Lost,II century
Romania,2022,18912,SÂNGERU DE PĂDURE,300,151,160,46.639638000744,24.66453185753,"Circa 300 denarii found with a ceramic vessel while metal detecting. At the moment, 17 pieces are available for description: Nero - Antoninus Pius (AD 151-160).","County Museum, Tg. Mureș, Romania",II century
Israel,1996,8178,KHIRBET RAFI'A,185,132,136,31.617751398573,34.90567870145,"The hoard comprised 185 coins, deposited during the Second Jewish Revolt (AD 132-136).",NA,II century
Romania,1867,2613,ALBA IULIA 1867,612,184,185,46.066,23.572,"(700) 612 silver coins: 610 denarii, 2 drachmas: Nero-Commodus (AD 184-185).",NA,II century
Ukraine,1887,18213,KYIV 1887,26,180,192,50.514704234981,30.586386369441,Hoard of circa 350 silver coins. 26 denarii: Vespasian - Commodus (AD 180-192). A tetradrachm of Thassos (intruder?) were documented.,"Museum of Divinity, Kyiv, Ukraine .",II century
Egypt,1912,7780,EGYPT A38,301,117,138,26.821,30.802,The hoard comprised 301 Alexandrian tetradrachms. 300 were of Nero with a single coin of Hadrian. They were acquired in Egypt by Dattari.,Dattari's collection; dispersed,II century
Germany,1912,16710,MÜHLACKER-DÜRRMENZ,22,161,180,48.949104,8.850427,"The 22 coins (sestertii, Trajan - Marcus Aurelius) are the remnants derived from a hoard of at least five pounds from a meadow (Eckenweiher) where Roman villas have been found. The find is labelled as 'Kollektivfund' in FMRD.",NA,II century
Egypt,1905,7803,TELL EL-MASKHUTA A61,645,169,170,30.552,32.099,"645 Alexandrian tetradrachms: Nero - Marcus Aurelius (AD 166-167) purchased by Currelly and Frost from ""native diggers"".",NA,II century
Egypt,1924,7791,KOM AUSHIM A49,7,152,153,29.52009,30.9023,Seven bronze coins: Hadrian - Antoninus Pius (AD 152-153) found secreted in a wall of a vaulted storage room during excavation of a granary.,NA,II century
Georgia,1941,16037,MTSKHETA – ARMAZI 1941 2,7,161,180,41.839326,44.663171,"Seven aurei found in grave no. 7: Nero 2, Antoninus Pius, Faustina I, Marcus Aurelius 2, Faustina II (AD 161-180).","National Museum of Georgia, Tbilisi",II century
Bulgaria,1954,10075,GRADETS 1954,25,138,161,44.030527,22.7499,(25) 15 denarii: Nero - Antoninus Pius (AD 138-161).,"Regional History Museum Vidin, Bulgaria; inv. no. 426",II century
Poland,1881,13652,GDAŃSK KRAKOWIEC,15,180,192,54.36048,18.737041,"15 sestertii of which Antoninus Pius 1, Faustina II 1, Commodus 1 were found by fishermen in a dune.",Lost,II century
France,1839,11687,RIBÉCOURT-DRESLINCOURT 1839-1856,2,161,169,49.511,2.923,"Two aurei depicting Lucius Verus (AD 161-169). No description. Callu-Loriot record these coins as single finds, however, same findspot, same coin issuer (quite rare).","Old collections: Beguery, Noyon; Peigne-Delacourt",II century
Greece,2000,6911,DION 2000,129,138,161,40.17724,22.49293,"129 bronze coins (120 Dium, 4 koinon of Thessaly, 2 Thessalonica, 1 koinon of Macedonia, 1 Ilium and 1 uncertain), ranging from Claudius to Antoninus Pius, found in the foundation level besides the west wall of the first (western) room excavated at the place of the former sanctuary of Zeus Olympios, next to two other hoards (Dion 1998 and Dion 1999). All three hoards were buried in clay vases. The exact function of the area where the hoards were found is unclear, but the hellenistic sanctuary of Zeus Olympios had been transformed in Roman times, the wall of the temenos built over, and a theatre established.",NA,II century
Spain,1997,12897,ALORIA A,16,162,163,42.996,-2.982,16 sestertii found stuck together in a Roman edifice: Vespasian - Marcus Aurelius (AD162-163).,"Museo de Arqueología de Álava, Spain",II century
Poland,1875,13487,PODZAMCZE,60,193,194,51.700556,21.589167,Over 60 denarii found on a field during 19th-21st centuries: Vespasian - septimius Severus (AD 193-194).,"National Museum of Archaeology, Warszaw, Poland (6 coins); Private collection (21 coins)",II century
Poland,1909,13513,SOPOT,81,161,176,54.441944,18.559722,81 denarii found with a ceramic vessel while building a new house: Otho - Marcus Aurelius (Faustina II) (AD 161-180).,"National Museum of Gdańsk, Poland",II century
Germany,1867,17183,GRÄPEL,364,191,192,53.567856,9.179743,In 1867 west of Gräpel on the right bank of the Oste river coins were found 2 ft deep during the removal of sand from a ridge of hills. The find totals ca. 350+ denarii (Augustus? - Commodus).,NA,II century
"Israel, Palestinian Territories",1980,8514,UNAVE TZA'IR,100,132,136,31.41,34.976,The hoard comprised approximately 15-20 tetradrachms and 70-80 denarii from the Second Jewish Revolt (AD 132-136).,NA,II century
"Scotland, United Kingdom",2009,965,BELLADRUM,41,161,161,57.4448,-4.4626,41 denarii: Domitian - Marcus Aurelius (Divus Antoninus Pius) (AD 161),NA,II century
Czech Republic,1923,15887,RATBOŘ 1923,2,175,180,49.977945,15.158863,"Group of 2 dupondii: Marcus Aurelius, Faustina II (Diva) (AD 175-180).","Regional museum, Kolín, Czech Republic",II century
Croatia,1891,8076,NIN 1891-1889,10,112,114,44.242,15.184,(62) 10 denarii of Tajan (AD 112-114),Zemljanski muzej Sarajevo (?),II century
"England, United Kingdom",1989,5230,HASTINGS 1989 SILVER,59,121,123,50.870163,0.57102218,"Two groups of coins, discovered in May 1989 while metal detecting on building ground at Elphinstone Road, Hastings. The first group of coins (92 bronze coins, Nero - Hadrian) were found with the remains of a pot and the second group (52 denarii found 'in a lump', with 7 later addenda, Republic - Hadrian) was about 40 to 50 feet away from the first. This may suggest successive deposits but they were treated as one find at the time. They have been split here. This record is for the silver coins.",British Museum (part); Hastings Museum (part),II century
Germany,1884,16579,MINDELZELL,30,144,161,48.229927000000004,10.447276,"In 1884 a large hoard of Roman bronze coins was found in the area of Mindelzell. 30 specimens arrived in a private collection in Memmingen, of which 12 were later bought by the Memmingen museum. They are now lost.",NA,II century
Sweden,1847,15607,"ÖJA - ""ALLMÄNNINGEN"" 1847",6,161,180,57.035593,18.299961,"6 denarii: Trajan, Hadrian, Antoninus Pius, Faustina II (AD 161-180)",NA,II century
Germany,1970,16160,REGENSBURG 1970/71,8,189,189,49.015124,12.094524,A Regensburg employee submitted 8 sestertii (Antoninus Pius to Commodus) to the prehistorical state collection. The coins were derived from a find of unknown size in Regensburg.,NA,II century
"Wales, United Kingdom",1964,1378,CAERLEON FORTRESS BATHS 1964,7,103,111,51.604834,-2.9688399,1 dupondius and 6 asses (Vespasian to Trajan) discovered beneath the concrete bedding for the flagstones at the south-eastern end of the basilica.,"National Roman Legion Museum, Caerleon",II century
Italy,1951,13812,GRELLO,39,161,161,43.208791,12.738033,39 Roman imperial denarii found with a ceramic vessel: Vitellius - Marcus Aurelius (AD 161-180).,NA,II century
Germany,1936,17085,GRESSENICH VICHT,45,138,161,50.74482,6.26577,A find of 45 Roman denarii (Otho - Antoninus Pius) was made in a garden in Vicht. The coins were found in charcoal residues.,NA,II century
Germany,1987,16716,WALHEIM 1987,18,163,164,49.012909,9.152548,"A mixed hoard of 18 coins (Vitellius - Diva Faustina II) was unearthed in the southern area of the civilian town. The date of the latest coin is given as AD 145/161 in FMRD, but the reference of that coin (RIC 1383) is dated to AD 163-164.",NA,II century
Sweden,1834,15539,BRINGSARVE 1834,124,186,189,57.49378,18.199226,124 denarii: Vespasian - Commodus (AD 186-189); silver weight: 43.80 g. (16 coins).,"Swedish History Museum, Stockholm (inv.no. 664)",II century
Belgium,1765,6136,OEDELEM,50,153,155,51.169,3.34,"(50-60) 13 bronze coins: 12 sestertii, 1 dupondius: Domitian - Antoninus Pius (AD 153-155).","Collection J. De Bast (13 coins), in 1808",II century
Portugal,1983,12898,CAMPEÃ,9,184,184,41.291,-7.882,"Unknown originally number of coins. Only 9 pieces were recorded: 7 sestertii, 1 dupondius, 1 as: Claudius I Commodus (AD 184).",Lost,II century
Egypt,1900,7794,TELL UMM EL-BREIGAT A52,119,155,156,29.1066,30.7658,119 Alexandrian billon tetradrachms: Nero - Antoninus Pius (AD 155-156) Found during excavations.,"Museum of Anthropology of the University of California, Berkeley, USA (1935), inv.no. 445",II century
Poland,1909,13438,IWNO,63,180,192,52.4039,17.2718,Unknown initial number of denarii. Sixty-three coins were seen in the collection of the Friends of sciences Society Collection in Poznań: Vespasian - Commodus (AD 180-192).,"Friends of sciences Society Collection, Poznań, Poland (63 coins)",II century
Ukraine,1912,18263,TEKUCHA,4,138,161,48.3927,24.7955,"A hoard of an unknown number of coins. Only three coins entered a museum collection: Hadrian, Antoninus Pius, Marcus Aurelius. Another denarius of Nerva comes from the same place, most likely part of the hoard","Museum Shevcenko, Lvov, Ukraine (inv. nos. 13307-13309; 13920)",II century
France,1848,5785,MONTAURE,2,163,164,49.234748,1.087379,The hoard comprised a small iron safe containing two aureii and a variety of jewellery.,"Musée des Antiquités de Rouen, France",II century
Israel,1964,7496,EN-GEDI 1964 B,6,117,118,31.451,35.384,The hoard comprised six bronze coins dated between AD 70-81 and AD 117/118. It was deposited inside the hollow part of a door frame in the tepidarium of a Roman bathhouse. Votive role?,Israel Antiquities Authority (IAA 82473-76; 82481-82; 82502),II century
"England, United Kingdom",1956,14556,TEAN,3,194,195,49.963481,-6.3242033,"Penhallurick 2009, 269: ""The museum on St Mary's has three sestertii found in a midden layer on the southern shoreline of Tean in 1956. Accompanying pottery indicated an occupation from the first to the fourth centuries and included sherds of samian ware and a bronze brooch (Thomas 1985, p.183)"". He notes that the second sestertius of Marcus Aurelius listed here may have been turned into a brooch (bronze adhered to the bottom of the reverse), though this has not been verified.",NA,II century
