language,glottocode,latitude,longitude,value
Lemeting,bela1260,4.96207,114.933,absent
Old Mon,oldm1242,14.83,100.5,absent
West Damar,west2548,-7.12065,128.585,absent
Byangsi,byan1241,29.92002,80.63653,absent
Yandruwandha,yand1253,-28.4744,140.583,absent
Wolyamidi,woly1239,-15.557223,126.22155,absent
Irabu-Jima,irab1238,24.831088,125.18956,absent
Lamboya,lamb1273,-9.70434,119.344,absent
Yasa,yasa1242,2.06043,10.678,absent
Oirad-Kalmyk-Darkhat,kalm1243,46.566667,45.316667,absent
Central Tagbanwa,cent2090,10.6519,119.338,absent
Mba,mbaa1245,1.06885,25.143,absent
Aisi,musa1266,-5.37407,145.197,absent
Kamasau,kama1367,-3.8503,143.842,absent
Teguima,opat1246,31.15211,-110.06212,absent
Ngombe (Democratic Republic of Congo),ngom1268,1.45357,20.14148,absent
Moklen,mokl1243,8.16761,98.3176,absent
Zande,zand1248,4.62047,26.7157,absent
Sochiapam Chinantec,soch1239,17.7985,-96.6079,absent
Thayore,thay1249,-14.8159,142.034,absent
Khakas,khak1248,50.7393,107.169,absent
Wayana,waya1269,2.77537,-54.4429,absent
Kupang Malay,kupa1239,-10.2526,123.63,absent
Maxakalí,maxa1247,-16.9402,-40.7891,absent
Lozi,lozi1239,-17.7052,24.7398,absent
Northern Yokuts,yoku1256,36.3167,-119.721,absent
Northern Qiandong Miao,nort2747,26.6338,108.162,absent
Dampelas,damp1237,0.70234,120.219,absent
Czech,czec1258,49.873398,15.10437,absent
Ngarnawu,ngar1285,-15.700055,127.452018,absent
San Martín Quechua,sanm1289,-6.9582,-76.6608,absent
Mortlockese,mort1237,5.50735,153.710778,absent
Ingrian,ingr1248,59.47403,29.71145,absent
Northern Pumi,nort2723,28.6626,101.305,absent
Pa-Hng,pahn1237,22.8049,105.165,absent
Southern Aymara,sout2996,-17.1417,-70.3442,absent
Chukchi,chuk1273,68.6436,170.045,absent
Ndamba,ndam1239,-8.40485,36.0271,absent
Kgalagadi,kgal1244,-24.9208,22.72016,absent
Kim Mun,kimm1245,22.9856,105.024,absent
Muthuvan,muth1236,10.3524,76.7328,absent
North Azerbaijani,nort2697,40.9777,46.4737,absent
Nugunu (Cameroon),nugu1242,4.63103,11.1837,absent
Western Highland Chatino,west2644,16.2495,-97.3244,absent
Para Naga,para1302,26.2072,95.1618,absent
Mann,mann1248,7.04616,-8.86405,absent
Urningangg,urni1239,-13.4766,133.023,absent
Ncane-Mungong,ncan1245,6.50696,10.5312,absent
Inland-Buhi-Daraga Bikol,alba1269,13.1989,123.49,absent
Iwal,iwal1237,-7.20938,146.983,absent
Domaaki,doma1260,36.3258,74.7984,absent
Pohnpeian,pohn1238,6.87212,158.223,absent
Pele-Ata,pele1245,-5.58045,151.05,absent
Move,move1241,-6.358,145.42,absent
Mekens,saki1248,-13.054,-62.0927,absent
Lao,laoo1244,19,102.46,absent
Dagur,daur1238,48,124,absent
Kado,kado1242,21.5259,100.092,absent
Western Tamang,west2415,28.0239,85.0563,absent
Kui (India),kuii1252,19.2043,83.5859,absent
Tsez,dido1241,42.2646,45.8096,absent
Da'a Kaili,daak1235,-1.21051,119.527,absent
Trió,trio1238,2.53616,-55.7599,absent
Livvi,livv1243,61.6565,29.0726,absent
Lahta-Zayein Karen,zaye1235,20.16,96.908,absent
Qimant,qima1242,12.8119,37.0542,absent
Yine,yine1238,-11.1086,-73.3087,absent
Totela,tote1238,-16.9575,24.3751,absent
Herero,here1253,-21.0231,20.5655,absent
Bodo Gadaba,bodo1267,18.3857,82.771,absent
Ninglang,ning1281,26.91,98.94,absent
Bolyu,boly1239,24.7013,104.955,absent
Waimiri-Atroari,waim1253,-0.61832,-60.4259,absent
Maram Naga,mara1379,25.4378,94.2205,absent
Japanese,nucl1643,35,135,absent
Lewo,lewo1242,-16.7612,168.334,absent
Tombonuo,tomb1244,6.2892,117.322,absent
Kusunda,kusu1250,28.33,82.6,absent
Nauru,naur1243,-0.52957,166.922,absent
Neve'ei,vinm1237,-16.2253,167.427,absent
Bawm Chin,bawm1236,22.4405233333,92.92553,absent
Kesawai,kesa1244,-5.76797,145.58,absent
Aikanã,aika1237,-12.6695,-60.5353,absent
S'gaw Karen,sgaw1245,17.9872,97.7126,absent
Benga,beng1282,1.075766,9.600739,absent
Warembori,ware1253,-1.65941,137.566,absent
Takia,taki1248,-4.69057,145.975,absent
Iatmul,iatm1242,-4.30064,143.316,absent
Zulgo-Gemzek,zulg1242,10.827,14.0578,absent
Tawra,diga1241,28.4993,96.8803,absent
Akei,akei1237,-15.6377,166.767,absent
Southern Tangkhul Naga,khan1277,25.73633,94.247299,absent
Hertevin,hert1241,37.373,42.5192,absent
Eastern Arrernte,east2379,-23.3583,135.046,absent
Siberian Evenki,sibe1251,61.972,94.689,absent
Grassland Mari,gras1239,55.8307,48.405,absent
Wuding-Luquan Yi,wudi1238,25.48,102.48,absent
Tataltepec Chatino,tata1258,16.2963,-97.5311,absent
Mosetén-Chimané,mose1249,-14.64448,-67.83756,absent
Kwini,kwin1241,-14.2515,126.562,absent
Nyahkur,nyah1250,15.8909,101.515,absent
Libinza,libi1244,1.97729,18.8886,absent
Francisco León Zoque,fran1266,17.3654,-93.3633,absent
Amara,amar1272,-5.55778,148.68,absent
Kamula,kamu1260,-7.28798,142.639,absent
Fulniô,fuln1247,-9.02591,-37.1402,absent
Nanggu,nang1262,-10.7441,165.887,absent
Thavung,aheu1239,17.7655,104.229,absent
Brahui,brah1256,29.04,66.56,absent
Russian,russ1263,59,50,absent
Asháninka,asha1243,-11.9311,-73.9073,absent
Kele (Papua New Guinea),kele1258,-2.09163,147.064,absent
Palauan,pala1344,7.34138,134.476678,absent
Kagulu,kagu1239,-6.38204,37.0534,absent
Makhuwa-Saka,makh1266,-13.6443,39.5323,absent
Langi,lang1320,-4.71413,35.9517,absent
Isthmus-Pajapan Nahuatl,isth1241,18.2513,-94.6647,absent
Saamia,saam1283,0.3652,34.0335,absent
Gogodala,gogo1265,-8.08527,142.874,absent
Liangmai Naga,lian1251,25.16,93.542,absent
Ukrainian,ukra1253,49.796,29.945,absent
Q'anjob'al,qanj1241,15.6846,-91.3043,absent
Weri,weri1253,-7.71834,146.914,absent
Dhimal,dhim1246,26.6283,88.3798,absent
Rembong-Wangka,remb1250,-8.53361,120.973,absent
Awtuw,awtu1239,-3.53129,141.928,absent
Bardi,bard1255,-16.6274,122.906,absent
Burushaski,buru1296,36.2161,74.8236,absent
Cosao,cosa1234,21.616667,101.566667,absent
Tajio,taji1246,-0.31553,120.01,absent
Tangwang,tang1373,35.803799,103.54273,absent
Maco,maco1239,4.5621,-66.5813,absent
Emberá-Catío,embe1260,7.52721,-76.7476,absent
Northern Emberá,nort2972,7.12761,-77.574,absent
Guiqiong,guiq1238,30.4803,102.128,absent
Yinchia,yinc1238,20.0833,97.9166,absent
Nyigina,nyig1240,-17.9594,124.348,absent
Turkmen,turk1304,37.0872,59.1757,absent
Nomaande,noma1260,4.5893,10.9157,absent
Ida'an,idaa1241,5.29059,118.515,absent
Tsafiki,colo1256,-0.21181,-79.2347,absent
Baniva de Maroa,guar1293,1.80835,-66.922505,absent
Kosarek Yale,kosa1249,-4.06603,139.645,absent
Kodava,koda1255,12.2443,75.9161,absent
Hani,hani1248,22.67753,102.851673333,absent
Kola,kola1285,-5.48833,134.592,absent
Miya,miya1266,10.923400000000001,9.71505,absent
Korean,kore1280,37.5,128,absent
Pattani,patt1248,32.6963,76.5966,absent
Southern Selkup,sout3262,58.6626,85.8581,absent
Mbugwe,mbug1242,-3.75763,35.8133,absent
Mpoto,mpot1240,-11.13767,34.71269,absent
Malavedan,mala1463,8.85517,77.2038,absent
Äiwoo,ayiw1239,-10.282595,166.328715,absent
Southern Sama,sout2918,4.755836,119.483887,absent
Kwomtari,nucl1593,-3.50718,141.488,absent
Alabama,alab1237,30.76738,-94.62848,absent
Idoma,idom1241,7.19139,7.71261,absent
Eastern Panjabi,panj1256,30.0368,75.6702,absent
Lotha Naga,loth1237,26.01396,94.04355,absent
Kalanga,kala1384,-21.2887,27.401,absent
Amuzgu-Shiri,sirz1237,42.171599,47.332115,absent
Fore,fore1270,-6.64473,145.5065,absent
Mauwake,mauw1238,-4.52416,145.394,absent
Assiniboine,assi1247,49.2923,-106.068,absent
Curripaco,curr1243,0.69618,-67.5028,absent
San Baltazar Loxicha Zapotec,sanb1241,16.0409,-96.762,absent
Kalkutung,kalk1246,-21,139.5,absent
Kinikinao,guan1270,-19.1667,-54.0333,absent
Abau,abau1245,-3.97222,141.324,absent
Manggarai,mang1405,-8.55748,120.329,absent
Modern Iñapari,inap1243,-12.4653,-69.3083,absent
Chipewyan,chip1261,58.98,-104.44,absent
Mara Chin,mara1382,22.1138,93.0387,absent
Motembo-Kunda,temb1272,2.0246,20.36849,absent
Yavitero-Pareni,yavi1244,2.9248440000000002,-67.438886,absent
Kalagan,kala1388,6.8126,125.328,absent
Lega-Mwenga,lega1250,-3.39007,28.2621,absent
Desano,desa1247,0.58157,-69.4955,absent
Holoholo,holo1240,-5.37545,28.3274,absent
Tver,tver1240,65.1691,30.8655,absent
Kilivila,kili1267,-8.72574,151.072,absent
Eastern Kayah,east2342,19.8939,98.3359,absent
Keiga,keig1242,11.2064,29.3889,absent
Ndogo,ndog1248,7.73028,27.5588,absent
Waorani,waor1240,-1.12312,-76.683,absent
Nsenga,nsen1242,-15.3946,31.3544,absent
Khinalug,khin1240,41.1801,48.0571,absent
Bundeli,bund1253,24.8982,78.9542,absent
Mbandja,mban1263,3.98003,19.4455,absent
Kilen,kile1243,47.585,132.48,absent
Manado Malay,mala1481,1.48099,124.843,absent
Panobo,pano1255,-7.16666,-75,absent
North Tanna,nort2847,-19.3733,169.303,absent
Viemo,viem1243,10.8429,-3.84128,present
Sukur,suku1272,10.8933,13.6437,present
Maba (Chad),maba1277,12.89147,20.8889,present
Zaniza Zapotec,zani1235,16.6804,-97.2876,present
Haka Chin,haka1240,22.8735,92.8208,present
Iranun,iran1262,4.3362,118.224,present
Tiri-Mea,tiri1258,-21.8147,165.792,present
Banda-Bambari,band1344,6.21563,20.9827,present
Loi-Likila,balo1261,0.93777,18.1266,present
Wolane,wola1253,8.23,38.14,present
Mang,mang1378,21.4305,102.133,present
Catawba,cata1286,34.9685,-80.8857,present
Nalca,nalc1240,-4.26068,139.883,present
Northern Jinghpaw,sing1264,27.296,95.606,present
Yana,yana1271,39.2769,-121.608,present
Mafea,mafe1237,-15.4316,167.241,present
Hawaiian,hawa1245,19.6297,-155.43,present
Nuclear Western Fijian,nucl1487,-18.134562,177.538969,present
Ga,gaaa1244,5.65488,-0.18598,present
Susu,susu1250,10.4046,-13.3628,present
Bilibil,bilb1241,-5.26505,145.764,present
Mpade,mpad1242,12.561391,14.446893,present
Limbu,limb1266,27.2703,87.8859,present
Dyula,dyul1238,10.4536,-4.72007,present
Mumuye,nucl1240,8.90347,11.71545,present
Purik-Sham-Nubra,puri1258,34.3386,76.0127,present
Longgu,long1395,-9.75258,160.663,present
Menya,meny1245,-7.17425,146.071,present
Lillooet,lill1248,50.7272,-122.04,present
War-Jaintia,warj1242,25.1154,91.6266,present
Adang,adan1251,-8.18958,124.448,present
Cypriot Arabic,cypr1248,35.1674,33.0943,present
Nyulnyul,nyul1247,-16.9129,122.851,present
Jita,jita1239,-1.62681,33.9141,present
Karitiâna,kari1311,-9.37937,-64.1522,present
Yakan,yaka1277,6.531023,122.021729,present
Bunama,buna1276,-10.0761,151.066,present
Coptic,copt1239,29.472,31.2053,present
Lele (Chad),lele1276,9.158,15.81149,present
Central Maewo,cent2058,-15.0784,168.135,present
West Coast Bajau,west2560,6.00631,116.124,present
Babanki,baba1266,5.97863,10.2869,present
Tafi,tafi1243,6.79522,0.39875,present
Rotokas,roto1249,-5.94339,155.154,present
Bambam,bamb1270,-3.02759,119.201,present
Araona,arao1248,-12.4242,-67.7293,present
Mbay,mbay1241,8.23066,15.7328,present
Dupaninan Agta,dupa1235,17.3748,122.188,present
Shixing,shix1238,28.3895,100.4,present
Kotiria,guan1269,1.07554,-69.5705,present
East Kewa,east2516,-6.32989,143.931,present
Northeast Kiwai,nort2930,-7.39215,144.667,present
Vera'a,vera1241,-13.892528,167.428701,present
Etruscan,etru1241,41.9,12.4833,present
Jiba,jiba1237,9.26508,11.5099,present
Avatime,avat1244,6.8688,0.41314,present
Sichuan Yi,sich1238,28.1947,102.121,present
Comox,como1259,49.7233,-124.967,present
Xârâcùù,xara1244,-21.7034,165.996,present
Tukang Besi North,tuka1248,-5.30994,123.578,present
Musom,muso1238,-6.53817,146.93,present
Rennell-Bellona,renn1242,-11.6237,160.265,present
Jamsay Dogon,jams1239,14.1794,-2.57999,present
Ibanag,iban1267,17.4201,121.891,present
Mocho,moch1257,15.4538,-92.1734,present
Noon,noon1242,14.792,-16.9205,present
Koromira,koro1313,-6.39399,155.742,present
Dehu,dehu1237,-20.8892,167.229,present
Dobu,dobu1241,-9.63239,150.825,present
Halkomelem,halk1245,49.250402,-122.443668,present
Filipino,fili1244,12.265,123.464,present
Zenzontepec Chatino,zenz1235,16.52799,-97.45546,present
Talise,tali1259,-9.76764,160.231,present
Male (Ethiopia),male1284,5.91975,36.9892,present
Moksha,moks1248,54.1855,42.6728,present
Limilngan,nucl1327,-12.4294,131.845,present
Kaingang,kain1272,-27.7671,-52.5394,present
Cemuhî,cemu1238,-20.8489,165.13,present
Phake,phak1238,27.8197,95.8131,present
Temoaya Otomi,temo1245,19.6001,-99.6541,present
Landoma,land1256,10.8753,-14.0895,present
Ts'ixa,tsix1234,-19.180953,23.998153,present
Chamacoco,cham1315,-20.5899,-58.2005,present
Pumé,pume1238,7.10677,-67.5996,present
Western Frisian,west2354,53.143,5.86091,present
Kéo,keoo1238,-8.8704,121.256,present
Nalik,nali1244,-2.94411,151.332,present
Mwaghavul,mwag1236,9.47205,8.96522,present
Southern Cook Island Maori,raro1241,-21.23,-159.78,present
Lishanid Noshan,lish1245,36.213298,44.065281,present
Hidatsa,hida1246,47.7534,-102.528,present
Kove,kove1237,-5.58623,149.63,present
Guro,guro1248,7.34954,-6.31154,present
Niuean,niue1239,-19.06,-169.86,present
Mian,mian1256,-4.70881,141.523,present
Farefare,fare1241,11.0918,-0.81109,present
Tirax,maee1241,-15.9914,167.288,present
Beja,beja1238,17.2436,36.6666,present
Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,zaca1241,20.0581,-97.8974,present
Anta-Komnzo-Wára-Wérè-Kémä,wara1294,-8.64917,141.52,present
Romansh,roma1326,46.5538,9.92812,present
Cicipu,cici1237,11.0417,5.54073,present
Modern Greek,mode1248,38.36,23.13,present
Tamambo,malo1243,-15.6835,167.16,present
Konso,kons1243,5.39111,37.53,present
Swedish,swed1254,59.800634,17.389526,present
Upper Necaxa Totonac,uppe1275,20.236,-97.81,present
Classical-Middle Armenian,clas1249,38.592316,41.346422,present
Tempasuk Dusun,temp1235,6.36389,116.545,present
Kumzari,kumz1235,26.1602,56.4202,present
Breton,bret1244,48.2452,-3.78934,present
Pijin,piji1239,-9.567,160.137,present
Eastern Highland Otomi,east2556,20.5991,-98.0978,present
Tariana,tari1256,0.440205,-68.9042,present
Navajo,nava1243,36.33,-109.38,present
Iloko,ilok1237,15.9361,120.993,present
Yankunytjatjara,yank1247,-26.4064,133.577,present
Abé,abee1242,5.59682,-4.38497,present
Cocos Islands Malay,coco1260,-12.193342,96.833679,present
Selee,sele1249,7.17462,0.42458,present
Ulwa,ulwa1239,12.932292,-83.581467,present
Irish,iris1253,53.2186,-7.61509,present
Fon,fonn1241,7.15484,1.66495,present
Urak Lawoi',urak1238,7.5258,99.0768,present
Ngiyambaa,wang1291,-30.6481,146.18,present
Trinitario-Javeriano-Loretano,trin1274,-15.3331,-65.4096,present
Notsi,nots1237,-3.0557,151.661,present
Western Farsi,west2369,32.9,53.3,present
Phoenician,phoe1239,34.12,35.65,present
Tunni,tunn1238,1.06167,43.6847,present
Bafut,bafu1246,6.14153,10.1194,present
Mangaia-Old Rapa,rapa1245,-27.6304,-144.338,present
Gulf Arabic,gulf1241,30.17,47.5,present
Martuthunira,mart1255,-20.9294,116.607,present
Dutch,dutc1256,52,5,present
Huba,huba1236,10.3544,13.139,present
Axamb,axam1237,-16.4838,167.707,present
Hanis,coos1249,43.4413,-124.16,present
Tigon Mbembe,tigo1236,6.983995,10.70849,present
Rungus,rung1259,6.83989,116.743,present
Javanese,java1254,-7.001,109.287,present
Mangareva,mang1401,-23.1095,-134.97,present
Isinai,isin1239,16.3299,121.12,present
Sìcìté Sénoufo,sici1249,11.1789,-5.28932,present
Monzombo,monz1249,3.19008,18.5129,present
Ute-Southern Paiute,utes1238,40.0965,-110.305,present
Chakali,chak1271,9.83446,-1.90181,present
Fipa,fipa1238,-7.88963,31.3442,present
