name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to,dedication
Организационно-методический отдел детской библиотеки им. А. П. Гайдара,"г Москва,г Москва,пер Ружейный,д 4",37.580894,55.743553,"Старейшая детская библиотека Москвы, фонд которой насчитывает сейчас более 250 000 экземпляров. Она открылась в 1934 году на базе библиотеки-читальни имени Ключевского и поначалу занимала небольшое помещение из нескольких комнат. В настоящее время библиотека является современным культурным центром. В фондах собраны книги, периодические издания, аудиокниги. Уже несколько лет работникам библиотеки помогают два робота – Чук и Гек, названные в честь героев повести Гайдара. В библиотеке есть свой Книжный театр, литературный клуб, проходят выставки и конкурсы, мастер-классы, действуют творческие студии и кружки. Особое внимание сотрудники уделяют работе с детьми с ограниченными физическими возможностями. Отдел организует мероприятия по повышению квалификации сотрудников детских библиотек, участвует в подготовке изданий в помощь работе детских и школьных библиотек, располагает специализированным фондом методико-библиографических материалов и профессиональной периодики по всем направлениям библиотечной работы с детьми и подростками.Отдел занимается художественно-экспозиционной деятельностью. Здесь располагается выставочный зал «Вернисаж в Ружейном», проводятся выставки, презентации, творческие встречи.",Москва,2015-07-27T07:11:07Z,2023-02-21T08:32:24Z,32400,64800,32400,64800,32400,64800,32400,64800,32400,64800,NA,NA,NA,NA,им. А. П. Гайдара
Библиотека № 181 г. Москвы,"г Москва,г Москва,ул Болотниковская,д 44",37.585781,55.662547000000004,"По количеству печатных изданий на квадратный метр эта библиотека – лидер на культурном пространстве ЮЗАО. Здесь найдутся книги и журналы на любой вкус, для детей и взрослых. Вслед за известным русским книговедом и писателем Николаем Рубакиным библиотекари считают, что «выбирать книги для своего и чужого чтения – не только наука, но и искусство», и подходят к запросам каждого читателям очень внимательно, с душой. В библиотеке щедро делятся навыками с желающими повысить компьютерную и информационную грамотность, привечают школьников, раскрывая перед ними тайны истории, литературы, природы, музыки. Поддерживают старшее поколение в их стремлении общаться, интересоваться современной жизнью и делиться опытом. К услугам читателей – доступ к интернету, бесплатный Wi-Fi, полиграфические сервисы.",Москва,2015-07-27T09:22:09Z,2023-02-20T14:57:32Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Центральная универсальная научная библиотека им. Н. А. Некрасова (филиал № 1),"г Москва,г Москва,ул Бауманская,д 58/25",37.678658,55.767099,Центральная универсальная научная библиотека имени Н. А. Некрасова – общедоступное научно-информационное учреждение культуры с многоотраслевым библиотечным фондом (свыше 2 млн. единиц хранения более чем на 100 языках народов мира) и справочно-библиографическим аппаратом универсальной тематики. Библиотека была основана в 1919 году на фондах частных коллекций как организующий и руководящий центр для всех библиотек Москвы. В соответствии с Постановлением Совета Министров СССР от 5 декабря 1964 года № 2610 Центральной городской публичной библиотеке присвоено имя Н. А. Некрасова. Приказом Комитета по культуре города Москвы от 24 августа 2006 г. № 515 Центральная городская библиотека имени Некрасова переименована в ГБУК города Москвы «Центральную универсальную научную библиотеку имени Н. А. Некрасова».,Москва,2015-05-15T14:27:59Z,2023-02-21T09:12:49Z,36000,79200,36000,79200,36000,79200,36000,79200,36000,79200,36000,72000,36000,72000,им. Н. А. Некрасова
Библиотека № 90 им. А. С. Неверова г. Москвы,"г Москва,г Москва,ул Вешняковская,д 24Б",37.817564,55.720307,"Библиотека была организована в 1931 году. Фонд сектора – 38 055 экземпляров книг, брошюр и журналов. Обслуживает свыше 5 000 читателей. Посещаемость – свыше 60 000 человек.Структура библиотеки: отделение для детей дошкольного и младшего школьного возраста 1–4 классов, абонемент для читателей среднего школьного возраста 5–6 классов и старшего школьного возраста 7–9 классов, читальный зал, компьютерный зал.В библиотеке есть возможность обслуживать читателей с ограниченными возможностями жизнедеятельности: с нарушением зрения, с нарушением слуха, с нарушением опорно-двигательного аппарата. Работают платные кружки:Кружок «Клуб английского языка», возраст участников – 5–12 лет.Кружок лепки и рисования «Этюд», возраст участников – 5–15 лет. Кружок по рисованию песком «Сыпучие картинки», возраст участников – 5–15 лет. Кружок по шахматам «Дебют», возраст участников – 6–14 лет. На территории библиотеки № 90 им. А. С. Неверова в рамках образовательно-просветительского проекта «Точка сбора общественных инициатив» работает клуб молодых инвалидов «Вдохновение». Мероприятия проводятся на средства субсидии из бюджета города Москвы, полученной по итогам проводимого Комитетом общественных связей Конкурса для социально-ориентированных некоммерческих организаций.",Москва,2015-07-22T20:33:13Z,2023-02-20T13:27:16Z,NA,NA,43200,75600,43200,75600,43200,75600,43200,75600,43200,75600,43200,72000,им. А. С. Неверова
Культурный центр имени Н. Ф. Погодина,"г Москва,г Москва,ул Госпитальный Вал,д 5",37.709021,55.773363,"Библиотека создана в 1938 году как читальня-передвижка. Ее книжные фонды размещались на пунктах выдачи в различных организациях, учреждениях, на заводах и фабриках. Действовали библиотечные пункты и при домоуправлениях. В годы Великой Отечественной войны библиотека работала в госпиталях, на призывных пунктах, в бомбоубежище, оборудованном на станции метро «Красные ворота». В 1963 году в связи с 25-летним юбилеем библиотеке было присвоено имя Н. Ф. Погодина, а в 2014 году читальня вошла в состав библиотеки № 20 имени А.А. Дельвига.Сегодня библиотека – это настоящий информационный, образовательный и культурный центр микрорайона с широким спектром разнообразных услуг для читателей самого разного возраста.",Москва,2015-07-27T13:05:26Z,2023-02-21T07:58:04Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,им. Н. Ф. Погодина
Библиотека № 7 имени А. де Сент-Экзюпери г. Москвы,"г Москва,г Москва,пер Красносельский 2-й,д 2",37.665093,55.782253,"Свою историю библиотека ведет от общественной библиотеки Общества бывших политкаторжан и ссыльных поселенцев (1921–1935). В сентябре 1936 года она получила статус библиотеки № 91 Куйбышевского района Москвы (с этой даты и ведется отсчет). Свое нынешнее наименование библиотека получила в связи с начавшимся процессом оптимизации сети библиотек, подведомственных Департаменту культуры города Москвы.В 2008 году создан целевой книжный фонд авиационно-космической тематики, содержащий обширную медиатеку, которая дополняется документально-хроникальными и художественными аудио- и видеоматериалами. Проводятся научно-практические конференции, литературные, музыкальные и художественные фестивали, патриотические тематические вечера с оригинальными концертными программами.Библиотека сотрудничает с наследниками Сент-Экзюпери и Посольством Франции, ветеранами авиаполка «Нормандия – Неман», летчиками и космонавтами, осуществляет совместные проекты с регионами России, в том числе с Крымом, а также с Беларусью, Италией и Грецией, с образовательными учреждениями и общественными организациями.Фонд библиотеки включает около 45 500 единиц хранения. Ее посещают более 27 000 читателей.",Москва,2015-07-26T22:06:08Z,2023-02-20T14:50:30Z,36000,79200,36000,79200,36000,72000,36000,79200,36000,79200,36000,79200,36000,79200,им. А. де Сент-Экзюпери
Библиотека № 189 «Патриот» на улице Брусилова,"г Москва,г Москва,ул Брусилова,д 27",37.592249,55.500672,"Библиотека «Патриот» была открыта 5 сентября 2011 года в одном из микрорайонов Южного Бутова. Совокупный фонд библиотеки насчитывает 18 971 единицу хранения. Библиотека организована для поддержки традиций семейного чтения. В компьютерном зале – широкий перечень сервисных услуг и курсы компьютерной грамотности. В любом отделе библиотеки читатели могут оформить бесплатный доступ к электронной библиотеке «ЛитРес». Здесь можно проводить досуг, посещая концерты, выставки, спектакли, мастер-классы и кружки. Музейная экспозиция библиотеки «Три Отечественные войны в истории России» создана с целью сохранения исторического и культурного наследия. Она является документальным отражением боевой славы России, воссоздает страницы самых крупных войн, в которых участвовала наша страна. Музей организует выставки из частных коллекций. В 2020 году библиотеку посетили 18 965 человек. Библиотека – неизменный участник ежегодных городских акций «Библионочь», «Ночь музеев».",Москва,2015-07-27T10:47:16Z,2023-02-21T08:31:26Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека № 80 г. Москвы,"г Москва,г Москва,ул Челябинская,д 24",37.837327,55.779241,"Библиотека была создана в 1896 году Первым Московским обществом трезвости и находилась на Благуше. В 1906 году она стала земской библиотекой-читальней. Это была одна из первых бесплатных публичных библиотек Москвы. В 1918 году на Благуше был организован рабочий клуб по адресу ул. Ткацкая, 25, в который переехала и библиотека. В 1978 году с богатейшим фондом литературы библиотека переведена в микрорайон Южное Измайлово. С 1993 году она стала библиотекой семейного чтения, так как здесь было открыто детское отделение.В настоящее время фонд библиотеки № 80 насчитывает 57 327 изданий, она обслуживает 6754 читателей в год. Библиотека работает по тематическим программам. Она доступна для всех категорий пользователей, оснащена техникой для слабовидящих, имеет выход в Интернет.Отделы библиотеки: абонемент и читальный зал для взрослых, юношеская кафедра, детское отделение с абонементом и читальным залом.Возрастной ценз литературы: во взрослом отделении 14+, в детском отделении 0+, 6+, 12+, 18+ (литература для руководителей детского чтения).Клубно-досуговые формирования:– клуб общения ветеранов «Субботние посиделки», занятия 1 раз в месяц, 18+, бесплатно.– клуб «Патриот», занятия 1 раз в месяц, 6+, бесплатно.– клуб семейного общения «Светлячок», занятия 2 раза в месяц, 0+, бесплатно.– кружок «Детская академия», 2 раза в неделю, платный по договору коворкинга, 5+.В библиотеке имеется Wi-Fi, оборудование для слабовидящих (два увеличителя Topaz и светильник бестеневой с линзой).Библиотека доступна для людей с нарушениями опорно-двигательного аппарата.Возможна печать документов.Проезд общественным транспортом: от станции метро «Первомайская» автобусы № 97 и 664, от станции метро «Новогиреево» автобус № 776, маршрутное такси № 505, от станции метро «Шоссе Энтузиастов» автобус № 702 до остановки «Библиотека».Санитарный день: второй четверг месяца.",Москва,2015-07-22T19:53:24Z,2023-02-27T12:48:41Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,75600,NA
Детская библиотека № 40 (филиал № 2) г. Москвы,"г Москва,г Москва,ул Вятская,д 3",37.581676,55.793647,"Библиотека ведет свою историю с 1902 года, когда по улице Вятской, д. 50 была открыта библиотека-читальня. В 1968 году детское отделение переехало в новое помещение по улице Вятская, д. 3. Универсальный детский фонд библиотеки насчитывает 40 823 единицы хранения.В библиотеке есть игровая зона для детей, оформленная по сказкам А. С. Пушкина, также уютный читальный зал для самых маленьких посетителей. Наиболее значимыми проектами библиотеки являются проект по военно-патриотическому воспитанию детей и подростков «По праву памяти» и «Летняя читальня», которая работает каждый четверг в течение лета.Библиотека принадлежит ГБУК г. Москвы «ЦБС САО».",Москва,2015-07-27T06:02:49Z,2023-02-21T09:14:23Z,NA,NA,39600,70200,39600,70200,39600,70200,39600,70200,39600,70200,NA,NA,NA
Библиотека № 19 имени Ф. М. Достоевского,"г Москва,г Москва,б-р Чистопрудный,д 23",37.6466059684753,55.7603723375212,"Библиотека открыта в 1907 году. Сегодня читальня позиционирует себя как современная библиотека большого города. Это центр интеллектуального досуга и распространения знаний о городе. После модернизации библиотеки число ее посетителей увеличилось в несколько раз. Читальня предлагает посетителям полный спектр библиотечно-информационных услуг и приглашает посетить интересные лекции самой разнообразной тематики.Многие читатели сегодня приходят в библиотеку не только ради книг, но и для того, чтобы встретиться с друзьями, сыграть партию в шахматы, сделать фото с любимыми книгами.Библиотека успешно популяризирует творчество Федора Михайловича Достоевского. Так, на страницах читальни в социальных сетях ежедневно публикуются минутные видеоролики с вечными мыслями писателя. Их озвучивают известные дикторы, актеры театра и кино.Фонд библиотеки насчитывает около 37 000 единиц хранения. Библиотеку за 2021 год посетило 43 398 читателей.",Москва,2016-04-06T06:17:24Z,2023-02-21T07:14:18Z,NA,NA,36000,79200,36000,79200,36000,79200,36000,79200,36000,79200,36000,72000,им. Ф. М. Достоевского
Библиотека № 13 имени Н. Г. Чернышевского,"г Москва,г Москва,ул Татарская Б.,д 32",37.633113,55.738328,"Библиотека ведет свою историю с 1901 года. Свое нынешнее наименование получила в соответствии с приказом Департамента культуры города Москвы от 17 сентября 2014 года «Об упорядочении наименований государственных публичных библиотек Департамента культуры города Москвы» в связи начавшимся процессом оптимизации сети библиотек, подведомственных Департаменту культуры города Москвы.В читальне представлена мемориальная экспозиция, посвященная жизни и творчеству Н. Г. Чернышевского. В фонде библиотеки представлена универсальная литература по всем отраслям знаний. Важная часть библиотечной коллекции изданий – фонд литературы до 1960-х годов XX века.Фонд библиотеки составляет на конец 2017 года 92 724 единицы хранения. Библиотеку за прошлый год посетило 25 827 читателей.",Москва,2015-07-26T22:08:00Z,2023-02-21T07:28:51Z,NA,NA,36000,79200,36000,79200,36000,79200,36000,79200,36000,79200,36000,72000,им. Н. Г. Чернышевского
