country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition,century
Poland,1937,13496,PRZĘDZEL,167,161,169,50.487217,22.222621,"Around 700 denarii found with a ceramic vessel, of which 167 provided information on the issuers: Nero - Marcus Aurelius (Lucius Verus) (AD 161-169).","Museum of History, Lwow, Poland; private collection",II century
"England, United Kingdom",1963,14899,DONCASTER BOWERS FOLD,41,117,138,53.520589,-1.1417622,"About 40 AR denarii found during construction of Bowers Fold redevelopment in 1963. The hoard was unreported and dispersed, two coins of Hadrian bought by Doncaster Museum.",NA,II century
Ukraine,1902,3005,ROGINTSY,150,193,193,50.857199801433,33.354665993542,"A hoard of 150 denarii found in a ceramic vessel, covered by another ceramic vessel: Trajan - Septimius Severus (AD 193).","University Museum, Kyiv, Ukraine (112 coins)",II century
France,1875,7515,CHANTENAY-SAINT-IMBERT 1875,2,177,192,46.733,3.184,"Two medallions (Hadrian, Commodus) were found with a vessel. Together were seven bronze tintinnabula, one patera, and two iron objects.",NA,II century
Poland,2006,13494,PRZEZDROWICE,22,174,174,50.884,16.779,22 denarii found on a cultivated field: Vespasian - Marcus Aurelius (AD 174).,"Gabinet Numizmatyczno-Sfragistyczny, Zakład Narodowy im. Ossolińskich, Wrocław, Poland",II century
Netherlands,1952,5268,BARGER COMPASCUUM,312,187,188,52.755,7.042,"311 denarii and 1 drachm, ranging from Nero to Commodus (AD 187-188), found in a leather purse while cutting peat.",Drents Museum,II century
Netherlands,2017,17468,BERLICUM 2017,109,162,163,51.66915,5.397665,"109 coins: 105 bronze coins, 4 silver denarii: Republic - Marcus Aurelius (AD 162-163). Also part of the deposit were the head of a hair pin and a ring. Considered as a votive offering.",NA,II century
Ukraine,1953,18197,NOVOGRAD-VOLYNSKI,96,193,193,50.589725657311,27.62864356025,Hoard of unknown original number of coins found with a ceramic jug. 96 denarii: Trajan - Clodius Albinus (AD 193).,"Museum of History, Kyiv, Russia (50 coins; inv.nos. AR/9256-9304); Local History Museum, Chernovitsy, Ukraine (46 coins)",II century
India,1956,18492,NAGARJUNAKONDA 1956-1957,2,141,141,16.521894,79.24285,"Hoard containing, among others, an aureus of Antoninus Pius for Faustina I (Diva) and an imitation of Tiberius aureus.","Archaeological Museum, Nagarjunakonda",II century
France,1860,5492,PARIS 1860 - (QUARTIER ODÉON),1600,184,184,48.847,2.341,"The hoard comprised approximately 1,600 aureii, from Julius Caesar to Commodus. Most of the hoard was immediately dispersed and sold.",NA,II century
Ukraine,1864,18193,BORINYA,100,180,192,49.07299521008,23.000729833964,Hoard of 100 denarii: Trajan - Commodus (AD 180-192).,NA,II century
Israel,1996,8178,KHIRBET RAFI'A,185,132,136,31.617751398573,34.90567870145,"The hoard comprised 185 coins, deposited during the Second Jewish Revolt (AD 132-136).",NA,II century
Romania,1975,16282,ONCEȘTI,48,138,161,46.471796,27.256309,48 denarii found with a ceramic vessel: Vespasian – Antoninus Pius (Faustina I/Diva Faustina I) (AD 138-161).,"History and Art Museum, Bacău, Romania",II century
Luxembourg,1970,7445,NOSPELT (GOEBLANGE),6,184,184,49.674,6.008,The hoard was found during the excavation of a Gallo-Roman villa and comprised 6 sestertii from Trajan to Commodus with a tpq of AD.,NA,II century
Germany,1900,16538,SAMENHEIM,100,145,147,49.05285,10.746608,"A Roman coin hoard of 80-100 denarii was unearthed in Samenheim. The precise find location and circumstances are not further ascertainable. The bulk of the find is lost. Only 20 denarii, ranging from Nero to Hadrian, now part of a private collection, are preserved. It is possible that these 20 coins may represent the full chronological coverage of the original find.",NA,II century
France,1778,9717,SAINT-BARTHÉLEMY 1778,36,117,138,47.748,6.586,The hoard comprised Roman gold and silver coins: Galba - Hadrian (AD 117-138).,NA,II century
Italy,1929,13802,DOMUSNOVA,10,161,180,39.32092,8.649474,"10 large Roman imperial bronze coins: Hadrian 3, Antoninus Pius 4, Faustina I 2, Lucilla 1.",NA,II century
Poland,1929,13409,CHMIELÓW PIASKOWY,338,193,196,50.943777,21.325788,Around 400 denarii found with a clay pot. 338 coins are known: Nero - Septimius Severus (Julia Domna) (AD 193-196).,"National Archaeological Museum, Warsaw (294 coins), Museum Sandomierz (8 coins), Museum Ostrowiec Świętokrzyski (12 coins), Poland",II century
Ukraine,1941,2955,KALANTAYEVO,1200,193,194,49.056324342006,32.894888371677,Galba to Severus. The number of coins in the hoard is estimated and falls somewhere between 1200 and 1500 denarii and 1 drachm of Amisus for Hadrian. Found with a ceramic vessel and few silver ingots.,Odessa Archaeological Museum (64 denarii; 1 drachm of Amisus),II century
Sweden,1967,15547,LILLA HAVOR,7,180,192,57.191158,18.312664,7 denarii: Trajan - Commodus (AD 180-192) found in an Iron Age warrior grave.,NA,II century
Poland,2007,13495,PRZEZWISKA,28,194,197,52.1201,19.6482,Around 200 denarii. The person who ppresented 46 denarii mentioned that in total may have found around 200 pieces. Only 28 coins could be described. One denarius of Antoninus Pius was found in 2010: Vitellius - Clodius Albinus (AD 194-197).,NA,II century
Luxembourg,1871,13325,HOLLER,387,175,180,50.123495254372,6.0476006905509,"The details of the hoard are not well known. Found in 1871 it passed possession multiple times and was eventually split. Originally 387 silver coins were found, and one gold piece, along with several urns. Only 12 pieces are described: Domitian - Marcus Aurelius (Lucilla Augusta).",NA,II century
Romania,2002,16476,GRĂDIȘTEA DE MUNTE - ”DEALUL PRIHODIȘTII”,80,102,103,45.6198,23.2706,"160 denarii, 80 recovered: 41 republican, 39 imperial: Republic - Trajan (AD 102-103).","National Museum of Union, Alba Iulia, Romania",II century
Germany,1700,19960,BUDBERG,4,186,189,51.564748414111,7.8758489427609,Uncertain whether the coins were found together or single finds. Only four coins were provided with some information.,Dispersed,II century
"England, United Kingdom",1974,14894,CADEBY 1974,8,180,192,53.494143,-1.2176636,Hoard of 11 sestertii found adjacent to the large Cadeby hoard.,NA,II century
Ukraine,1880,18224,GARAPOVKA,2,138,141,49.96152777751,29.107265923828,"A hoard of ancient coins, including a tetradrachm of Thassos and a denarius of Faustina I found with a ceramic vessel.",NA,II century
Sweden,1894,15603,LILLA BLÄSNUNGS,2,163,164,57.68331,18.380685,"2 denarii: Vespasian (Domitian Caesar), Marcus Aurelius (AD 163-164); silver weight: 5.33 g.","Swedish History Museum, Stockholm (inv.no. 9960)",II century
"England, United Kingdom",2013,14928,LOWSIDE QUARTER,31,157,161,54.439338,-3.5587867,"A group of 27 coins, together with a further silver coin fragment. Addenda of 3.",NA,II century
Spain,1800,12874,ALAQUÀS,33,103,111,39.452,-0.471,"Originally, 47 coins. 33 denarii were described: Vitellius - Trajan (AD 103-111).",Lost,II century
Belgium,1973,8509,HUMBEEK,20,187,188,50.967,4.38,"20 sestertii, found on a small plate with ashes: Domitian - Commodus (AD 180-187).",NA,II century
Poland,2005,13441,JERZMANOWICE 2005,8,194,194,50.21139,19.746061,"Over 112 denarii found on the top soil scattered. Only 8 coins could be described: Vespasian, Trajan (Marciana), Hadrian (Sabina), Hadrian (Aelius), Marcus Aurelius (Lucilla), Commodus, Commodus (Crispina), Spetimius Severus (AD 194). Circa 25 m from Jerzmanowice 2006 hoard. Most likely one owner.",NA,II century
Romania,1964,2946,GHIRIȘA,151,197,198,47.604,22.798,(c. 220) 151 denarii: Vespasian - Septimius Severus (AD 197-198); silver weight: c. 367.1-588.9 g.,"County Museum Satu Mare, Romania",II century
Ukraine,1897,18287,BELGORODKA,44,190,190,50.003353137752,26.636710734749,Mr. I.L. Faingold may have inherited a hoard of 100 denarii from his father. 44 coins were documented: Galba - Commodus (AD 190).,"University Museum, Kyiv, Ukraine (44 coins until 1917)",II century
Morocco,1930,5228,VOLUBILIS 1930,105,119,122,34.074,-5.556,"A hoard of at least 105, possibly up to 115, denarii found at the end of December 1930, of which only 105 are still identified in the records of Rabat Museum. Chatelain, the original excavator, listed 114 coins in the find, including two coins of Juba II, one of Nero, one of Galba, nineteen of Vespasian, seven of Titus, twenty-three of Domitian, three of Nerva, forty-eight of Trajan and ten of Hadrian. However it is clear that Chatelain misidentified two of the Republican denarii as coins of Juba II. The next publication of the hoard, by Ruhlmann, came in 1933. This list largely agrees with the records kept by Rabat Museum, but includes ten extra coins, taking the total up to 115, which must now be regarded as lost. The missing coins listed by Ruhlmann are as follows: one Republican denarius, one denarius of Vespasian, two denarii of Domitian, five denarii of Trajan and one Hadrianic denarius. There are no further details concerning the types of these coins, because Ruhlmann only published in detail the nine latest specimens from the find. The whole hoard was contained in a hollow bracelet and was probably buried circa 122.",Rabat Museum,II century
Israel,1952,7704,TIBERIAS 1952,218,117,119,32.7844,35.5428,The hoard comprised 218 Syrian tetradrachms from the reigns of Nero to Hadrian.,Israel Antiquities Authority (208: IAA 28249-28456),II century
Germany,1858,17263,FILSUM 1858-1960,6,186,192,53.240922,7.62654,"A very large find of Roman denarii, made in 1858 in the vicinity of Filsum. Around 1960, three further denarii (Domitian Caesar, Commodus) were found on a field, and can probably be connected with the same find.",NA,II century
Sweden,1873,15589,MYRUNGS,9,161,180,57.274902,18.419228,9 denarii: Hadrian - Marcus Aurelius (AD 161-180),Lost,II century
"Israel, Palestinian Territories",1980,7818,WADI ED-DALIYEH,16,129,130,31.994459130851,35.407145080077,The hoard comprised 16 denarii dated between AD 98/99 and AD 128/129.,NA,II century
Romania,1974,6156,HERTIOANA DE JOS,76,179,179,46.639,27.026,76 denarii found with a ceramic vessel: Otho - Marcus Aurelius (AD 179).,County Museum Bacău,II century
Romania,1932,2593,SARMIZEGETUSA 1932,7,155,156,45.513,22.786,"Seven bronze coins (asses): Trajan – Antoninus Pius (AD 140-144). The coins were placed in a cooking pot with lid together with seven clay lamps, type FORTIS.","Town museum, Sarmizegetusa, Romania",II century
France,1824,5806,SAINTE-CROIX-SUR-AIZIER,171,181,192,49.416675,0.628891,The hoard comprised a terracotta vessel containing a block of Roman bronze coins stuck together with corrosion products. Rever identified approximately 180 sestertii and 5 'middle bronzes'. The hoard was found by a labourer digging a hole to plant a tree.,Puval,II century
Italy,1929,13803,GONNOSCODINA,314,180,192,39.699425,8.836997,Hoard of 314 large Roman imperial bronze coins: Trajan - Commodus (AD 180-192).,"National Museum, Cagliari, Italy, in 1913",II century
Romania,2022,18912,SÂNGERU DE PĂDURE,300,151,160,46.639638000744,24.66453185753,"Circa 300 denarii found with a ceramic vessel while metal detecting. At the moment, 17 pieces are available for description: Nero - Antoninus Pius (AD 151-160).","County Museum, Tg. Mureș, Romania",II century
Denmark,2014,20017,HILLESTED,97,193,194,54.753096023119,11.446998986087,Denarius hoard consisting of 97 denarii found through metal detectoring and excavation. Vespasian to Antoninus Pius.,NA,II century
Bulgaria,1968,12144,RAKOVSKI 1968,410,161,192,42.2865,24.9647,410 denarii: Galba - Marcus Aurelius/Commodus (AD 161-192).,"Museum of Archaeology, Plovdiv, Bulgaria; inv.no. 2519",II century
Romania,1973,16266,DERSCA,51,119,122,47.990615,26.212278,"51 denarii: 16 republican, 35 imperial: Republic - Hadrian (AD 119-122). Together was found a Dacian silver bracelet.","Town Museum of Botoșani, Romania (inv.no. 1231)",II century
Ukraine,2021,18662,DMYTRIVKA,10,163,164,46.643109697967,31.718167102267,"Ten Roman imperial denarii were found in the vicinity of ancient Olbia, to the west of Adzhigolskaya Balka, near the villages of Dmitrivka and Ivanivka (the exact location is not known). The coins have been identified by V. Stolba and U. Peter from photographs. The cirent location of the hoard is unknown.",unknown,II century
Poland,2005,13727,KAMIENICA,5,171,172,52.4717,20.4699,"Five denarii found at different dates, between 2005 and 007, on the same field using metal detectors: Vespasian, Trajan, Antoninus Pius, Marcus Aurelius (Caesar), Marcus Aurelius (Augustus) (AD 171-172).","Private collection (4 coins); National Museum of archaeology, Warszaw, Poland (1 coin)",II century
"England, United Kingdom",1914,1834,WROXETER (SITE VIA),26,117,138,52.667915,-2.6520755,"During the excavation of the Roman town, 2 small hoards of both silver and bronze were found from below the front of site VI. Hoard A comprised 23 coins, ending with Hadrian.",NA,II century
Poland,2015,13436,INOWROCŁAW - SURROUNDINGS 2015 A,18,193,194,52.795833,18.261111,18 denarii of which two imitations (one hybrid) found as a lump: Trajan - Septimius Severus (AD 193-194). The imitation denarii were struck with the same dies as other two denarii found in Ukraine (Dymowski 2017),Private collection,II century
Israel,2003,7726,AKKO-PTOLEMAIS 2003,46,118,118,32.924304526069,35.083627726053,The hoard comprised 46 tetradrachms dated between AD 60/1 and AD 118.,Israel Antiquities Authority (IAA 106202-106247),II century
Germany,1931,17016,KASTELL ZUGMANTEL TOR,14,139,161,50.18977,8.20364,"In 1931, 14 bronze coins (Domitian to Antoninus Pius) were found on the surface in front of the southern gate of the Roman fort, which were oxidised together in a clump. Some specimens show exposure to fire.",NA,II century
Austria,1799,8185,WIEN - RENNWEG 1799,279,161,180,48.193,16.392,"A hoard of 298 aurei dating from Nero to Lucius Verus was discovered in Vienna in 1799 during the construction of the Wiener Neustadt Canal. Of the 298 aurei, 24 were stolen and 274 initially were recovered. There is information for 279 coins: Nero - Marcus Aurelius (AD 161-180). The average weight of the coins was 6.3g.","Münzkabinett, Kunsthistorischen Museum, Vienna, Austria (191 coins)",II century
Romania,1965,5259,BÎRGĂOANI,771,179,180,47.005,26.652,771 denarii: Nero - Marcus Aurelius (AD 179-180); Septimius Severus coin is an intruder. There were two ceramic vessels buried at 2 m one from the other at the same depth of 0.25 m.,National Museum of History Bucharest; Museum of History and Archaeology Piatra Neamț (Romania),II century
Belgium,1630,8398,KORTRIJK 1630,2,161,180,50.8278,3.2649,"Some coins, unknown denomination, of Nerva, Trajan and Marcus Aurelius",NA,II century
Germany,1897,17008,KASTELL SAALBURG 1897-1908,7,179,179,50.27146,8.56672,"6 denarii and 1 AE coin, ranging from Domitian to Commodus, found in cellar 207 between 1897 and 1908. These 7 coins of this find were not identified according to inventory number or type and could thus not be separated out from the list of single finds.",NA,II century
Germany,1909,18897,FRÖNDENBERG,257,175,176,51.469736702367,7.7699997477814,A hoard of 257 denarii: Republic - Marcus Aurelius (AD 175-176).,"Museum, Dortmund (243 coins); the Ruhr Valley Museum in Schwerte and Fröndenberg (14 coins)",II century
Belgium,1894,6164,MARILLES,200,161,180,50.707,4.953,(200) 41 sestertii: Domitian - Marcus Aurelius (AD 161-180),Musées royaux des Beaux-Arts de Belgique (41 coins),II century
Austria,1904,6172,SPITAL AM PYHRN,168,167,167,47.664,14.34,"Over 200 silver coins. 168 are known: 166 denarii, 2 drachms of Lycia: Republic - Marcus Aurelius (AD 167).","Heimatmuseum Windischgarsten, Austria",II century
France,1933,9672,AUXELLES-HAUT,7,161,180,47.741,6.798,"The hoard comprised 2 aurei from Antoninus and Faustina II and 5 denarii from Trajan, Antoninus, Faustina I, Faustina II and Lucilla. It's probably a part of hoard.",NA,II century
Romania,1965,16286,ARINI,12,178,178,46.34705,27.193651,12 denarii: Republic – Marcus Aurelius (Commodus Augustus) (AD 178). Some doubts have been expressed as the coins are now in a private collection.,Private collection,II century
Germany,1900,8156,REGENSBURG  1900 ALUMNEUM,8,144,144,49.0185,12.0923,"During the construction of the protestant Alumneum (Gesandtstraße) in 1900, remains of a hypocaust system were found. Within the debris a group of 8 coins - 7 aurei and 1 denarius - were recovered, ranging from Nero to Antoninus Pius. They might have been stored in a wooden box or leather bag. The hoard's deposition is conjectured to have been linked to the Marcomannic Wars.",NA,II century
Ukraine,2009,20707,BAIKIVKA,160,180,192,49.4992922451,28.4062254325,"A hoard of at least 160 Roman imperial denarii was found by a treasure hunter in 2009 or 2010 near the village of Baikivka. According to his information, the hoard was partially ploughed, but the main part of it was at a depth of ca. 50 cm together with fragments of a vessel (pot?). The coins had traces of bronze oxides. Photographs of the deposit have not been preserved, but it is known that most of the coins date from the Nerva-Antonine dynasty, including coins of Antoninus Pius and Commodus. The fate of the coins is unknown.",NA,II century
Germany,1854,17333,NIEMEGK,74,119,122,52.07122,12.693924,"A hoard of 74 denarii (Republic- Hadrian), found in 1854 approx. 1 km north of the place, 100 m from the street next to Dahnsdorf behind a hill in a ravine.",NA,II century
Denmark,1906,13126,TESTRUP TEGLVÆRK,9,191,191,56.067,10.134,Eight denarii found at Testrup Teglværk with fragments of a clay pot. One additional denarius was found nearby also with fragments from a clay pot. The finds may represent a series of sacrifices.,National Museum of Denmark,II century
Romania,2004,9617,SILISTRA-OSTROV 3,5,145,161,44.113,27.317,5 denarii: Trajan - Antoninus Pius (AD 145-161) found during excavations.,"Muzeul Dunării de Jos, Călărași, Romania; inv.nos. 46511-46514, 46518",II century
Romania,1966,2612,GÎRLA MARE,320,179,180,44.221,22.75,"320 D: Mark Antony - Commodus (AD 180): Discovered in an onion field after it had been ploughed. The finder carefully collected the coins together, but discarded fragments of the pottery container. Found whilst harvesting onions in a field in the north-western part of the village, next to the road leading to Gruia.",NA,II century
Sweden,1837,15610,GOTLAND 1837 - UNKNOWN FINDSPOT,5,193,193,57.506233,18.450155,"Originally 5 denarii, 2 preserved: Hadrian, Hadrian (Sabina), Antoninus Pius Antoninus Pius (Faustina I), Didius Julianus (Manlia Scantilla); silver weight: 4.61 g. (2 coins). Not certain that they were found together!","Swedish History Museum, Stockholm (inv.no. 777)",II century
Hungary,1915,2845,GYÖR,865,137,138,47.68,17.65,"865 coins: 29 aurei, 833 denarii: Republic - Hadrian (AD 137-138)",NA,II century
Tajikistan,1930,17586,MUJUM,300,185,185,39.875060438664,69.187965888178,"A hoard of 300 Roman denarii ranging from Vespasian to Commodus (AD 74). Only 19 coins have been recorded. Based on the portrait style, the coins seem to be imitations of known genuine types.","Private collection A.A. Tarpi, Dushambe, Tajikistan",II century
Spain,1790,17589,BERAÚN,3,138,141,43.310172511723,-1.9125244513614,"Three aurei; Hadrian 2, Antoninus Pius for Faustina I.",NA,II century
Spain,1923,6169,RIÓPAR,225,161,180,38.499,-2.417,Unknown original number of coins. 225 coins were known: Galba - Marcus Aurelius (AD 161-180).,NA,II century
Ukraine,2014,20688,UMAN - NEAR,126,193,193,48.7489649875,30.2217663866,"Hoard of 126 Roman imperial denarii was discovered by a treasure hunter on the outskirts of Uman in mid-November 2014. Information about the discovery of the treasure and a photo of 53 coins were published on November 16, 2014, on the Ukrainian treasure-hunting forum Violity. The finder reported that the treasure was found on November 13, 2014, in the forest on the outskirts of Uman. The coins were dispersed over a small area, and on the first day of the search, four treasure hunters managed to find 62 coins. On the second day, the search was continued by three treasure hunters, they found an additional 32 coins. On November 18, 2015, the same informant reported that a total of 126 coins had been discovered. The further fate of the coins is unknown.",NA,II century
France,1847,7260,VILLESELVE,8,192,192,49.691,3.111,"The hoard comprised a double deposit within a single room of a building. In one corner of the room, there were four coins, including one of Marcus Aurelius, 1 of Lucilla and 2 of Commodus. In the opposite corner, there was an identical deposit.",NA,II century
"England, United Kingdom",2008,1830,OSWESTRY AREA I,100,172,176,52.863042,-3.0263448,"100 denarii found in June 2008 (Oswestry Area I), followed by a further 23 denarii found in September 2008 (Oswestry Area II), both up to Marcus Aurelius. These were regarded as two separate groups, even if the date range is similar.",British Museum (part),II century
Romania,1987,16291,CĂLUGĂRENI,63,162,163,46.746675,27.020254,"Unknown originally number of denarii found with a ceramic vessel. 63 coins were recovered, 62 denarii, 1 drachm: Vitellius – Marcus Aurelius (AD 162-163).",NA,II century
Poland,1881,13652,GDAŃSK KRAKOWIEC,15,180,192,54.36048,18.737041,"15 sestertii of which Antoninus Pius 1, Faustina II 1, Commodus 1 were found by fishermen in a dune.",Lost,II century
Romania,1987,5489,CISLĂU,244,161,175,45.233,26.382,Unknown initial number of coins. 244 denarii: Nero - Marcus Aurelius (AD 161-175),County Museum Buzău,II century
Bulgaria,1928,2674,GIGEN 1928,22,105,107,43.709,24.477,"(circa 400) 22 denarii: 2 republican, 20 imperial: Republic - Trajan (AD 105-107)",NA,II century
Hungary,1980,17495,KISZOMBOR,41,176,176,46.187266932729,20.428427845658,Unknown originally number of coins found by metal detecting. Only 41 denarii are recorded: Marcus Aurelius (Faustina II Diva) (AD 176).,"Móra Ferenc Múzeum, Szeged, Hungary",II century
Romania,1867,2613,ALBA IULIA 1867,612,184,185,46.066,23.572,"(700) 612 silver coins: 610 denarii, 2 drachmas: Nero-Commodus (AD 184-185).",NA,II century
Portugal,1990,12892,SÃO MAMEDE,5,145,160,39.325185334933,-9.1786920878927,Unknown originally number of coins. Only five denarii are known: Tiberius - Antoninus Pius (Marcus Aurelius Caesar) (AD 145-160).,NA,II century
"England, United Kingdom",1837,1592,THORNGRAFTON,63,119,128,54.988101,-2.3453403,"Arm purse containing 63 coins (3 aurei and 60 denarii), ranging from the late Republic to Hadrian, found while quarrying stones. Each of the gold coins was wrapped up in a separate piece of greenish leather or vellum, which was still quite tough and strong.","Clayton Memorial Museum, Chesters (purse). The coins are said to have been given to the Blackgate Museum, Newcastle, but have not been located there",II century
Egypt,1900,7784,TELL UMM EL-BREIGÂT A42,28,138,139,29.1078,30.7672,"28 billon Alexandrian tetradrachms: Claudius I - Antoninus Pius (AD 138-139). Probably a hoard, found during excavations.","Museum of Anthropology of the University of California, Berkeley, USA (1935)",II century
Austria,1850,6150,EBERSTALLZEL,2,138,161,48.044,13.981,Hoard of unknown number of bronze coins. 1 coin of Antoninus Pius and 1 of Faustina I (Augusta/Diva) were seen.,NA,II century
Bulgaria,1965,3011,SEIDOL,103,197,198,43.402,26.51,103 denari: Vitellius - Septimius Severus (AD 197-198); silver weight: 262.8-420.7 g.,"History Museum, Razgrad, Bulgaria; inv.no. IF, hoard 12 (103 coins).",II century
Portugal,1929,12899,CHAVES AREA 1929 1,78,189,189,41.741,-7.471,Unknown originally number of coins. 78 bronze coins: Augustus - Commodus (AD 189).,"Museu da Região Flaviense, Chaves, Portugal",II century
Israel,1962,7604,JUDAEAN DESERT,24,132,136,31.515,35.274,"The hoard comprised 4 tetradrachms, at least 20 denarii, and ""a large number of bronze"" coins of the Bar Kokhba Revolt (AD 132-135/136).",NA,II century
"Israel, Palestinian Territories",1889,8079,'HEBRON' 1889,396,132,136,31.41,34.976,The hoard comprised approximately 46 tetradrachms and 200-350 denarii of the Second Jewish Revolt (AD 132-136).,"L. Hamburger (British Museum); Montagu Collection; J. Evans; Kelsey Museum of Archaeology in Ann Arbor, Michigan; Detroit Institute of Arts",II century
India,1983,18555,VALUVALLY,263,145,161,10.118056,76.256389,A hoard of Roman aurei and their imitations was discovered in an earthen pot: Nero - Antoninus Pius (AD 145-161).,"Numismatic Study Centre, Nedumangadu",II century
Ukraine,2018,18619,SKYPCHE,70,187,188,49.059951811298,26.548482966567,"70 denarii: 69 Rome issues, 1 imitation: Trajan - Commodus (AD 187-188). Together, it was found a ring made of a silver-coloured metal.",Sold in auction,II century
Bosnia-Herzegovina,1935,5392,GRAČANICA,1500,122,123,44.705,18.31,"A large hoard of 1,500-2,000 coins: 508 republican coins are identified; all the emperors up to Hadrian are represented except Augustus.",NA,II century
Poland,2018,13416,DRELÓW,75,161,180,51.912778,22.871111,75 denarii: Trajan - Marcus Aurelius. No further details.,"Museum of Southern Podlasie, Biała Podlaska, Poland",II century
Romania,1944,16272,URECHENI,48,125,128,47.160799,26.518085,200-150 coins found with a ceramic vessel. Only 48 denarii are known today: Nero – Hadrian (AD 125-128).,NA,II century
"Scotland, United Kingdom",1993,1765,INCHYRA,8,177,178,56.367926,-3.324166,"8 denarii, ranging from Vitellius to Marcus Aurelius, found on the north bank of the Tay at Inchyra, east of Perth.",Perth Museum & Art Gallery,II century
