name,address,longitude,latitude,description,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Круглопольская сельская библиотека,"Респ Татарстан,р-н Тукаевский,п Круглое Поле,ул Вокзальная,д 7",52.1805933055573,55.6207760738706,"Библиотеки есть везде. Даже в маленьком селе можно окунуться в необыкновенный мир, где живут книги. И пусть запасы книг в крохотной библиотеке невелики, сколько добра получит читатель! Как прекрасно взять книжный том, присесть в уголке библиотеки и помечтать о том, что скрыто под обложкой! Круглопольская библиотека образовалась в 1970 году. С 2013 года она находится в здании многофункционального центра «Юность». В настоящее время фонд насчитывает более 6,5 тысяч книг различной тематики, а также периодических изданий. На базе библиотеки осуществляет свою работу клуб «Умелые ручки» для детей младшего и среднего школьного возраста.",2016-08-03T06:19:07Z,2023-07-14T08:34:37Z,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,,
Салаусская библиотека,"Респ Татарстан,р-н Балтасинский,с Старая Салаусь,ул Советская,зд 12",50.320532,56.363164,"Баттал Шаймарданов, выходец из деревни Кышкар Арского кантона, был основателем читальни в деревне Салаусь. Читальня располагалась в здании нынешнего старого амбара. В 1951 году Гарифуллина Фахрия привезла из д. Карелино инвентарь и книги, газеты и журналы. Почти все книги тех годов были политического содержания. С 1979 года библиотека является филиалом № 23 Балтасинской центральной библиотеки. В 1989 году переехала на 2-й этаж нового Дома культуры. Фонд библиотеки составляет 18 157 единиц, количество посетителей – 9 301 человек (на 1 января 2021 года). Здесь можно не только читать и брать книги на дом. В библиотеке созданы все условия, чтобы читатели смогли поиграть в настольные игры и даже посоревноваться друг с другом.",2021-04-01T05:52:01Z,2023-02-22T08:25:29Z,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,,
Детская библиотека-филиал № 4 г. Зеленодольска,"Респ Татарстан,р-н Зеленодольский,г Зеленодольск,ул Королева,д 2",48.565125,55.851758,"Библиотека была открыта в августе 1953 года как отделение при городской библиотеке им. Н. К. Крупской. Первым детским библиотекарем стала Раиса Гавриловна Аникина. Позже – Екатерина Алексеевна Тюлянина (Дмитриева). Книжный фонд составлял 2 714 экземпляров, читателей было – 600 человек. Позже библиотека переехала в дом № 34 по улице Кооперативная. С 1978 года библиотека становится библиотекой-филиалом № 4 Зеленодольской ЦБС. С 1986 года библиотека-филиал № 4 расположился в ДДК «Алые паруса». Детская библиотека-филиал № 4 занимает площадь 177 кв. м. Приоритетное направление – нравственное воспитание подрастающего поколения и молодёжи на примере лучшей художественной литературы, знакомство с новинками литературы и творчеством писателей.На сегодняшний день фонд составляет более 15 000 экземпляров. Количество зарегистрированных читателей – более 2 300 человек.",2016-12-15T09:52:21Z,2023-02-28T07:30:16Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Кульбаево-Марасинская сельская библиотека,"Респ Татарстан,р-н Нурлатский,с Кульбаево-Мараса,ул Ленина,зд 30",50.30041,54.838758,"В октябре 1917 года открыта библиотека. Она была известна как библиотека общества «Нур» (сокращение от имени Нурулла ага). Библиотекари Галимзян Садыков и Габдулхай Алишев собирали в ней сельчан. Здесь читали газеты и журналы, смотрели рисунки, устраивали различные вечера, рассказывали стихи. На сегодняшний день Кульбаево-Марасинская сельская библиотека является культурным, информационным и познавательным центром села. Она оснащена компьютерным оборудованием. Стремится к формированию информационной культуры пользователей, активно участвует в областных и районных конкурсах. В библиотеке можно почитать как книги, так и газеты, найти нужную информацию. Здесь хранится больше 9 000 книг, газет, журналов и брошюр.",2022-03-11T14:51:47Z,2024-01-24T05:22:49Z,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,,
Красноборская сельская библиотека,"Респ Татарстан,р-н Агрызский,с Красный Бор,ул Маркина,д 34",53.081253,55.89239,"Красноборская сельская библиотека была официально открыта 7 августа 1895 года. Она была основана за счет частных пожертвований сельского общества. В фонде было 857 книг. В настоящее время в библиотеке можно найти 17 180 экземпляров книг. Количество читателей в 2020 году составило 802 человека, из них дети до 14 лет – 322 человека. Книговыдача – 16 300 экземпляров документов, количество посещений – 10 900. Красноборская библиотека проводит самые разнообразные мероприятия для всех категорий населения. Это экскурсии, литературные вечера и праздники для любителей книг. Также сотрудники оформляют содержательные книжные выставки.",2021-06-01T14:54:50Z,2023-02-01T14:43:47Z,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,,
Большеошняковская сельская библиотека,"Респ Татарстан,р-н Рыбно-Слободский,с Большой Ошняк,ул Г.Тукая",49.9413144768905,55.5222931392659,"Большеошняковская сельская библиотека образовалась в 1936 году. Первым библиотекарем стал Сираев Зиятдин. В 1979 году вошла в состав Рыбно-Слободской централизованной библиотечной системы как филиал № 12. В зону обслуживания библиотеки входит село Большой Ошняк. Библиотека работает в тесном контакте с сельским Домом культуры, администрацией сельского поселения, школой. Все массовые мероприятия – конкурсы, викторины, вечера – проводятся совместно. К услугам читателей книжный фонд по всем отраслям знаний, включающий в себя 7 111 экземпляров. В библиотеке есть доступ к сети Интернет. Для посетителей работает кружок ветеранов.",2021-04-09T13:10:18Z,2023-02-21T11:45:47Z,08:30:00,16:00:00,08:30:00,16:00:00,08:30:00,16:00:00,08:30:00,16:00:00,08:30:00,16:00:00,08:30:00,16:00:00,,
Татарско-Тюкинская сельская библиотека – филиал № 23,"Респ Татарстан,р-н Дрожжановский,д Татарские Тюки,ул Советская",47.419397728836,54.8667107779064,"Татарско-Тюкинская сельская библиотека – это просветительский центр для жителей села. Она была основана в 1961 году. В настоящее время располагается в здании сельского Дома культуры. Фонд включает около 4 500 экз. книг. Ежегодно услугами библиотеки пользуются 183 читателя. Библиотекари обслуживают пользователей дошкольного, школьного возраста, а также взрослое население. В библиотеке есть компьютер, принтер, а также доступ к интернету. Для читателей проводятся различные мероприятия: викторины, презентации, беседы, круглые столы. Для подростков организуются творческие и литературно-художественные конкурсы, направленные на развитие интереса к книге и чтению.",2022-06-01T10:26:22Z,2023-02-22T12:16:17Z,08:30:00,12:00:00,08:30:00,12:00:00,08:30:00,12:00:00,08:30:00,12:00:00,08:30:00,12:00:00,09:00:00,12:00:00,,
Татарско-Тумбарлинская сельская библиотека – филиал № 37,"Респ Татарстан,р-н Бавлинский,с Татарская Тумбарла,ул Ленина,д 10",53.2645254329538,54.3180313287459,"Краткая история: В 1937 г. в здании бывшей мечети открылась изба-читальня, с фондом в 13 экз.книг. В 1969 г. библиотека переезжает в новое здание СДК. О деятельности библиотеки: Библиотека являетсяшз информационно-культурным центром на селе. Основное направление работы библиотеки – краеведение, возрождение народных традиций, правовое и нравственное воспитание населения. Проводятся различные мероприятия: тематические вечера, краеведческие чтения, фольклорные посиделки. Большое внимание уделяется привлечению к чтению детей раннего возраста. Для юных читателей проводятся громкие чтения, праздники книги, сказочные путешествия, викторины и информационно-познавательные часы. При библиотеке работает детский театр книги «Нур» Библиотека работает в тесном содружестве с СДК, школой и детсадом. Фонд:11825Читатели:625Посещение: 7600",2021-04-20T15:15:10Z,2023-07-29T21:45:42Z,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,18:00:00,10:00:00,20:00:00,10:00:00,20:00:00,,
Районная библиотека имени Абрара Каримуллина,"Респ Татарстан,р-н Сабинский,пгт Богатые Сабы,ул З.Юсупова,д 47",50.44759,56.008817,"Библиотека была основана в 1918 году. Она расположена в самом центре района. В 2001 году библиотеке присвоено имя Абрара Гыйбадуллина Каримуллина. В библиотеке есть 2 читальных зала: на первом этаже – взрослой библиотеки, на втором этаже – детской. В книжном фонде насчитывается 73 166 изданий. Количество читателей – 5 277. Библиотека оснащена моноблоком, ноутбуком, принтером и проектором. Читатели – педагоги и родители, а также студенты, пенсионеры, работающая молодежь. Сотрудники учреждения разрабатывают буклеты, составляют тематические и рекомендательные списки, проводят различные мероприятия (встречи, познавательные программы, выставки и т. п.).",2022-03-03T08:26:04Z,2023-04-03T10:39:57Z,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,16:42:00,,
Кайбицкая сельская библиотека – филиал № 13,"Респ Татарстан,р-н Буинский,с Кайбицы,ул Мирная,д 12",48.197031,55.011546,"В 1944 году была образована изба-читальня, а в 1947 году дали отдельную комнату для библиотеки. В 1992 году библиотека переехала в новое здание Дома культуры.Ежегодно ее услугами пользуются 650 читателей, выдача книг составляет 14 487 экземпляров, посещаемость – 12 000. Библиотека обслуживает 3 передвижных пункта выдачи книг. Тесно сотрудничает со школой, детским садом, администрацией поселения. Учащиеся и учителя являются постоянными читателями, участниками различных мероприятий в сельской библиотеке. Для подростков организуются творческие конкурсы, викторины, направленные на развитие интереса к книге и чтению. Библиотека работает с разными категориями читателей.",2021-04-01T07:11:11Z,2023-02-02T11:33:41Z,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,,
Варклед-Бодьинская сельская библиотека,"Респ Татарстан,р-н Агрызский,с Варклед-Бодья,ул Советская,д 26б",52.877281,56.210542,"Библиотека основана в 1930 годы. Фонд – 3423. Посещаемость – 3208. Современная библиотека. Какая она? Для удержания имеющихся читателей и привлечения новых, библиотеке приходится постоянно меняться, подстраиваться под изменения, происходящие в современном обществе. Сейчас у библиотеки есть страничка в социальных сетях. Ведется штрихкодирование и есть читательские билеты, меж тем, библиотека все же развивается. Читатели приходят в библиотеку не только за книгой, но и за общением, удовлетворением и реализацией своих способностей, талантов, общественных амбиций, за интеллектуальным досугом и информацией. В последнее время широкое распространение получила библиотечная акция. Акции дают возможность громко заявить о себе, продемонстрировать свою необычность. Большой популярностью пользуются игровые интерактивные технологии, когда в мероприятия вносится элемент игры. Это могут быть литературные игры, викторины, путешествия, конкурсы, квесты. В библиотеке работает клуб «Бодья кенакъес» для пожилого возраста и кружок «Усточи кар» для детей всех возрастов.",2022-03-25T12:15:04Z,2023-02-16T09:16:20Z,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,,
Тойгузинская сельская библиотека – филиал № 15,"Респ Татарстан,р-н Менделеевский,Центральная,48",52.449988,55.927503,"История Тойгузинской сельской библиотеки берет начало в 1956 году, когда выпускница Елабужского библиотечного техникума Абзалова Раиса Абзаловна вернулась в родное село Тойгузино. В это время отдельной библиотеки на селе еще не было. В клубе в одной маленькой комнате стоял шкаф с книгами. Она собрала книги из различных мест: школ, библиотек и сформировала богатый фонд своей библиотеки. В настоящее время фонд библиотеки составляет более 8000 экз., библиотека обслуживает более 100 читателей. Основное направление работы библиотеки – продвижение книги и чтения среди населения и повышение уровня читательской активности. Проводятся мероприятия для детей и взрослого населения различной тематики. Активно пропагандируется творчество татарских писателей, деятелей культуры и искусства. Библиотека работает в тесном сотрудничестве с клубом. Принимает участие и привлекает население к участию в конкурсах и акциях различных уровней.",2022-04-11T09:47:11Z,2023-02-21T09:05:26Z,,,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00
Селенгушская сельская библиотека,"Респ Татарстан,р-н Нурлатский,с Селенгуши,ул Гагарина,двлд 32",50.511702,54.691313,"Селенгушская сельская библиотека занимает 49,5 кв. м, фонд – 6 104 книг, количество читателей – 650 человек, книговыдача – 8 861 единица. Правовое просвещение и информирование граждан является приоритетным направлением деятельности сельской библиотеки. Библиотека оснащена компьютерным оборудованием. В стенах учреждения проводятся различные мероприятия: викторины, информационные уроки, обзоры, литературные игры, библиотечные уроки, часы правового просвещения, тематические книжные выставки. Библиотека активно работает с клубом людей пенсионного возраста «Жизнелюб». Для детей ведет деятельность кружок «Друзья книги».",2022-03-03T07:06:15Z,2024-02-01T08:16:57Z,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,,
Починок-Кучукская сельская библиотека – филиал № 30,"Респ Татарстан,р-н Кукморский,с Починок Кучук,ул Школьная,влд 47",50.879994,56.083898,"Починок-Кучуковская (Старо-Книнская) сельская библиотека открыта 1 июля 1952 г. Помещение в старом здании клуба. Библиотека обслуживает с. Починок Кучук, с. Кня-Баш, д. Чигайка, с. Синерь и с. Кашкара. Всего в обслуживаемой зоне 856 жителей. Рядом с библиотекой находится Починок-Кучукская средняя школа, детский сад, она обслуживает Кня-Башскую начальную школу и детский сад в Кня-Баше. Количество читателей – 598. Книжный фонд – 10 549 экз., в т. ч. на русском – 7 072, на татарском – 3 152, на марийском – 321. Книговыдача – 13 252, в т. ч. детям – 5 120 экз. Посещений – 6 285. Оформлен «Уголок читателя». В работе библиотеки применяются книжные выставки, утренники, экскурсии для учащихся в библиотеку, беседы, библиографические обзоры, уроки веселого этикета «Правила поведения в библиотеке», литературно-музыкальные вечера, посвященные юбилеям писателей, знаменательным датам.",2021-04-02T17:01:14Z,2023-01-27T06:59:00Z,,,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,17:00:00,22:00:00
Большеаксинская сельская библиотека,"Респ Татарстан,р-н Дрожжановский,с Большая Акса,ул Кирова,д 1",47.4991076455078,54.6296838194709,"Большеаксинская сельская библиотека – это культурный просветительский центр для жителей села. Она была открыта в 1922 году в небольшом деревянном доме. В то время книг было мало и на руки их не выдавали. Читали только в библиотеке. Кто читать не умел, это были пожилые люди, к ним ходили домой и читали им книги вслух.В настоящее время библиотека располагается в здании сельского Дома культуры. Его построили 1986 году. Фонд с каждым годом пополняется и составляет свыше 11 тысяч экземпляров, в год библиотеку посещают чуть больше 9 тысяч человек. Большеаксинская сельская библиотека оказывает услуги широкому кругу аудитории. Старается соответствовать ожиданиям читателей. Участвует в разных мероприятиях и конкурсах, проводит их сама.",2021-04-13T12:11:34Z,2023-02-22T09:15:22Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,14:00:00,,
