country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition,century
Romania,1969,2954,ITEȘTI,272,193,194,46.654,26.862,272 denarii: Tiberius - Septimius Severus (AD 193-194); silver weight: 813.04 g,"Complexul Muzeal ""Iulian Antonescu"", Bacău, Romania; inv.nos. 7008-7236",II century
Romania,1968,6135,ODOBEȘTI,22,139,139,45.768,26.931,Unknown initial number of coins. 22 denarii: Republic - Antoninus Pius (AD 139),"National History Museum of Romania, Bucharest",II century
Ukraine,2017,20669,SUMY REGION 2017/2018,243,193,193,51.0966125401,34.0484527866,"A hoard of 243 Roman imperial denarii and their barbarian imitations was discovered by a treasure hunter in late 2017 or early 2018 in the Sumy region. On January, 11, 2018, information and photos of the coins were published on the Ukrainian treasure hunting forum Violity. The finder reported that the coins were allegedly found in his vegetable garden (a common formula of Ukrainians treasure hunters to conceal information about the place of discovery). Photos of the coins have not been preserved. Forum experts have identified the coins as “standard”, singling out only separate coins of Trajan, Hadrian, Antoninus Pius (incl. for Faustina I), Marcus Aurelius (for Faustina II and for Lucilla) and Didius Julianus. In January 2018, the coins were sold in several lots at the Violity auction.",Sold,II century
"Scotland, United Kingdom",1870,1673,BROCH OF LINGROW,6,177,192,58.96264,-2.984088,"An ensemble of 6 denarii (incl. Vespasian, Hadrian with Clementia on the reverse, 2 Antoninus, 2 Crispina), found during excavations at the broch of Lingro, 1870-71, in different parts of the outbuildings [i.e. of the broch], that may have come from a scattered hoard.",NA,II century
Poland,1957,16211,JĘDRZEJÓW - SURROUNDINGS,13,177,178,50.641988,20.305877,13 denarii from a discovery in the surroundings of the city: Vespasian - Marcus Aurelius (AD 177-178).,NA,II century
Germany,1929,17009,KASTELL SAALBURG 1929,8,161,161,50.27146,8.56672,"A roll of eight corroded and partly worn AE coins (Trajan to Lucius Verus), found within the group of furnaces north of the west gate (inside the Roman fort), in front of the furnace 5",NA,II century
Romania,1886,2591,LOCUSTENI,11,134,135,43.975,23.993,11 denarii found with a cooking pot: Vespasian - Hadrian (AD 134-135),"Muzeul Olteniei, Craiova, Romania",II century
Poland,1975,13739,EAST MAZOVIA - UNKNOWN FINDSPOT,20,191,191,52.242064,22.321579,20 denarii: Hadrian - Commodus (AD 191).,"Regional museum, Siedlce, Poland",II century
Belgium,1936,8202,ACHEL,73,180,192,51.2536,5.5047,73 bronze coins: Vespasian - Commodus (AD 180-192).,Collection Allen and Claassen,II century
Germany,1870,16598,BURG DELLINGEN BEI BRUGGEN,27,145,176,47.92439,8.41776,27 bronze coins (Tiberius - Marcus Aurelius) found in an ash layer covered by a stone and interpreted as a votive deposit.,NA,II century
Poland,1961,13654,GDAŃSK NOWY PORT,10,177,178,54.401617,18.66354,Hoard of sestertii found while dredging the harbor: Hadrian - Marcus Aurelius (AD 177-178).,"Museum of Archaeology, Gdańsk, Poland",II century
Romania,1946,16300,NEGRI,90,161,169,46.707101,26.978392,Unknown originally number of coins. 90 coins are kept in the collection of the National History Museum in Bucharest: Mark Antony – Marcus Aurelius (Lucius Verus) (AD 161-169).,"National History Museum, Bucharest, Romania (47/1946)",II century
Romania,1880,16327,SALONTA,141,180,192,46.802889,21.654794,141 denarii: Republic – Commodus (AD 180-192).,"Hungarian National Museum, Budapest (26 coins)",II century
Belgium,1914,6166,MELDEN,200,166,166,50.814,3.564,(200) 17 sestertii: Trajan - Marcus Aurelius (AD 11-180).,NA,II century
Croatia,1905,2851,BARANYAVÁR,237,161,180,45.7937755,18.6131046,"237 coins: 11 denarii, 226 bronzes (most of them sestertii): Trajan - Marcus Aurelius (AD 161-180).",NA,II century
Denmark,2009,13124,SØTOFTEGÅRD,11,159,161,55.787,12.311,"Eleven coins found over three private searches; one in 2009, four in 2011 and six in 2012 (described as ""being stacked""). The 11 coins are dated from Nerva to Antoninus Pius. It is not certain that all 11 coins are part of a hoard, but it is likely as they have been found within a small geographical area.",National Museum of Denmark,II century
Germany,1985,17314,SCHWEPNITZ,121,163,164,51.32809,13.95772,"A hoard of 121 denarii (Nero - Marcus Aurelius), found at the edge of the gravel pit northeast of Schwepnitz, approx. 0.3 km east of the Schwepnitz - Gottschdorf road.",NA,II century
Italy,1951,13872,ALTINO 1951,514,180,192,45.5469,12.3993,514 imperial bronze coins: Nerva - Commodus (AD 180-192).,"Collection J. Marcello, Soprintendenza Archeologica di Padova, Italy",II century
Cyprus,1949,18751,PLATANI,28,114,117,35.333577961841,33.751184871899,"28 bronze coins found near a skeleton: 27 provincial coins minted on Cyprus (uncertain mint under Augustus and Tiberius; Koinon of Cyprus for Claudius, Vespasian, and Trajan) and 1 sestertius of Trajan (AD 114-117).","Cyprus Museum, Nicosia (inv.nos: 1949/IV-7 /3(a-u); 1949/XI-4/I(a-g)",II century
Ukraine,2018,20673,LVIV REGION 2018,757,180,192,49.5661221128,23.665240951,"A hoard of 757 Roman Imperial denarii and a silver ingot was discovered by a treasure hunter on January 11, 2018 in the Lviv region. Information about the find, the silver ingot and a general photo of the bunch uncleaned coins were published on the Ukrainian treasure hunter forum Violity on 11 and 12 January 2018. According to the finder, the hoard was discovered in the forest at a depth of 30-40 cm. Initially a few slipped coins were found, and then the rest of the hoard. Among the coins, a silver ingot (ca. 8.7x1.5 cm) and a fragment of pottery were found. Only photos of 17 coins and the silver ingot were published separately. The further fate of the hoard is unknown, however, most probably it was sold at the Violity auction. Coins: Nerva (1), Hadrian (4), Hadrian (Aelius) (1), Hadrian (Antoninus Pius) (1), Antoninus Pius (3), Antoninus Pius (Diva Faustina I) (1), Marcus Aurelius (3), Marcus Aurelius (Lucius Verus) (1), Marcus Aurelius (Lucilla) (1), Commodus (1), no information (740).",Sold,II century
Portugal,1950,12888,NORTH PORTUGAL 1960'S,55,154,157,41.31,-7.742,55 bronze coins with unknown findspot except for the mention north Portugal,Lost,II century
Portugal,1954,5476,BRAGA AREA,170,167,168,41.545,-8.427,The hoard comprised 171 aurei and 1 denarius from Nero to Marcus Aurelius.,"União de Bancos Portugueses. Fundação Millenium, Oporto, Romania",II century
France,1886,6995,BRÉVAL,122,193,193,48.954,1.566,The hoard comprised a greyware vessel containing 122 denarii from Otho to Septimius Severus with a tpq of AD 193. There were also 'some illegible issues' and three silver spoons.,NA,II century
Poland,1880,13506,SIEDLIKÓW,400,180,192,51.478878,17.960281,"Around 400 denarii found during archaeological excavations. Only 25 denarii provide information on issuers: Domitian - Commodus (AD 180-192). Together with the coins was also a silver bar of 155g and, possible, a brooch.","Friends of Science Society, Poznań, Poland (25 coins)",II century
Switzerland,2001,6446,AUGST BL-INS. 28 2001,10,183,185,47.531,7.723,"Found during excavations. Assemblage of 10 aes coins, Domitian to Commodus, in a roadside ditch, spread out over ca. 5x1 metres. The hoard comprised 3 dupondii and 7 asses.",NA,II century
Italy,1903,13873,MONTE CUORE,272,119,122,45.683015,8.767807,272 coins found with a ceramic vessel: Claudius I - Hadrian (AD 119-122).,NA,II century
"England, United Kingdom",1795,62,HUGHENDEN 1795,24,138,180,51.674349,-0.77215784,Hughenden - Upon Piggott Common: 24 Roman coins (copper) discovered 1795 in throwing up a bankan earthen vessel about 18 inches below the surface.,NA,II century
Israel,2007,5386,WADI ḤAMAM 2007-2012 A,60,123,135,32.827251361842,35.48938664144,The hoard comprised 17 silver coins (Vespasian-Hadrian) and 43 bronze coins.,Israel Antiquity Authority (IAA 149440-149499),II century
Sri Lanka,1908,18883,KURUNEGALA DISTRICT,6,166,167,7.4870433407446,80.364349733444,"Six coins of Alexandria: Nero 1, Vespasian 2, Hadrian 2, Lucius Verus 1. No information about site or circumstances.",Colombo,II century
Ukraine,2014,20694,RIVNE REGION?,6,117,138,50.7997975746,26.3952851415,"A small hoard of six Roman imperial denarii: Vespasian — Hadrian (AD 117-138) was discovered by treasure hunter in 2014, possibly in Rivne region. Information about the find and photos of the coins were published on November 28, 2016, on the Ukrainian treasure hunting forum Violity. The finder reported that the find was discovered about two years ago before publication in a ploughed field. The coins were collected from a small area, but he did not probe to sondage on the place of find, assuming that he would find new finds after each ploughing. However, he has not found any new coins at the site in two years. All coins are equally well preserved (minimal worn) and close chronologically, which allows them to be considered as one deposit. In December 2016 and January 2018, the coins were sold on Violity auction. Coins: Vespasian (Titus) (1), Titus (2), Hadrian (3).",Sold,II century
Germany,1955,16590,HEIDELBERG-HANDSCHUHSHEIM,10,161,176,49.428761,8.68533,In 1955 during ground work at a cemetery children randomly found a Roman hoard with a large quantity of coins. All coins except for the 10 described here (sestertii ranging from Vespasian to Marcus Aurelius) were dispersed. The true size of the hoard is unknown.,NA,II century
Ukraine,2018,18620,BURYAKOVE,52,193,194,49.7531,35.5489,52 denarii: Trajan - Septimius Severus (AD 193-194).,NA,II century
"England, United Kingdom",1990,14570,PADSTOW AREA,14,190,190,50.5553,-4.9519082,Group of 15 first and second century copper alloy coins metal-detected from the same field over a period of years between 1990 and 1998.,NA,II century
Romania,2008,9140,JUPA 2008,7,180,192,45.466,22.189,7 sestertii: Trajan - Commodus (AD 180-192) found in a building from the military vicus.,"Centrul de Studii de Istorie și Arheologie, Timișoara, Romania; inv.no. 237/2005",II century
Lithuania,1912,15458,LILEIKĖNAI,6,138,161,55.461295,22.041097,5-6 silver and bronze coins. Among them one piece of Antoninus Pius.,"Private collection J.Rekasius, Varniai, Lithuania",II century
"Israel, Palestinian Territories",1978,8501,EL FAWAR,2500,132,136,31.478,35.066,The hoard comprised around 500 tetradrachms and at least 2000 denarii from the Second Jewish Revolt (AD 132-136).,NA,II century
Lithuania,1943,15454,NOREIŠIAI,5,138,161,55.714077,23.029578,"Circa 150 coins found with a ceramic vessel. Only 5 sestertii are known: Hadrian 1, Antoninus Pius 1, Faustina I (Diva) 1, 2 uncertain issuer.","Museum ""Ausra"" Šiauliai, Lithuania",II century
Algeria,1837,4853,AÏN EL DJENAN,20,180,192,36.321,8.253,The hoard comprised 20 denarii from Vespasian to Commodus (AD 180-192) and was found inside an ostrich egg.,NA,II century
Spain,1893,17599,TOBARRA,29,161,169,38.591413565845,-1.6892830792003,"29 aurei including coins of Trajan, Hadrian, Sabina, Antoninus Pius, Lucius Verus. Together were found two gold fingerings.",NA,II century
Romania,1964,2590,DROBETA-TURNU SEVERIN 1964,7,132,134,44.63,22.674,"7 aurei: 6 Hadrian, 1 Sabina (AD 132-134)","Museum of Iron Gates Region Drobeta-Turnu Severin, Romania",II century
Romania,1900,2609,BARBURA,80,165,165,46.005,22.9,80 denarii from Mark Anthony to Marcus Aurelius with a tpq of AD 165.,NA,II century
France,1803,5584,WALLERS 1803,15,138,161,50.3734,3.3913,15 of the sestertii from a larger hoard were identified by S. Bottin. The hoard was originally located in Bellaing in error.,Mayor Moreau,II century
France,1836,6335,LYON 1836 2,25,145,145,45.78,4.799,"25 silver denarii were found along with a considerable amount of human bone, interpreted as being an indicator of a battlefield site.",NA,II century
Ukraine,1853,18129,PEREMOZHNE,20,161,183,46.704848184441,30.797596721717,Unknown originally number of coins. Only 20 denarii were documented: Vespasian - Marcus Aurelius/Commodus (Crispina (AD 161-180).,NA,II century
Spain,1856,17572,DEHESA DE ABAJO,125,103,117,37.692566667214,-6.3162086039794,Hoard of 125 denarii. The large majority belong to Trajan including the title DACICVS. The hoard was found with two silver vessels embedded each other.,NA,II century
Bulgaria,1982,2689,BREGARE,18,180,183,43.595,24.33,(10kg?) 18 denarii: Domitian - Commodus (AD 180-183).,NA,II century
Ukraine,1907,18301,KIREYEVKA,6,161,180,51.603943197666,32.584704442084,"Hoard of few kilos of denarii. Only 6 coins are known: Hadrian, Antoninus Pius 4, Lucilla.","Local museum, Sosnitski, Ukraine (inv.no. 1447-1452).",II century
France,1886,7317,VARENNES-SUR-ALLIER,20,161,180,46.315,3.398,The hoard was found during excavations and comprised two piles of 20 base silver coins (plated denarii?) from Augustus to Antoninus Pius or Marcus Aurelius.,NA,II century
France,1848,5785,MONTAURE,2,163,164,49.234748,1.087379,The hoard comprised a small iron safe containing two aureii and a variety of jewellery.,"Musée des Antiquités de Rouen, France",II century
India,1983,18555,VALUVALLY,263,145,161,10.118056,76.256389,A hoard of Roman aurei and their imitations was discovered in an earthen pot: Nero - Antoninus Pius (AD 145-161).,"Numismatic Study Centre, Nedumangadu",II century
Ukraine,2013,20682,CHERNIVTSI REGION 2013,111,145,161,48.2498156192,25.7921321256,"A hoard of 111 Roman imperial denarii was found by five treasure hunters in 2013 in Chernivtsi region. Information about the find and photos of some of the coins of the hoard were published by one of the finders on January 20, 2014 on the Ukrainian treasure hunter forum Violity. According to the finder, the hoard was found late at night, but there is no more detailed information about the further circumstances of the find. Judging by the information from the treasure hunter, the bulk of the coins in the hoard were denarii of Vespasian, Trajan and Hadrian, although there was also a coin of Galba, several denarii of Nerva, and 10-12 coins of Antoninus Pius and Faustina (I or II). In the photographs posted with the hoard information, there are images of 26 whole and five fragments of denarii (Vespasian, Terva, Trajan, Hadrian, Antoninus Pius) – these were probably some of the coins that the informant found. The further fate of the coins in the hoard is unknown.",NA,II century
France,1903,5694,MONTROTY,872,193,196,49.427,1.652,"The hoard comprised a 'ceramic vessel containing approximately 20 kilos of Roman bronze coins (sestertii, dupondii and asses). Of 872 examples, only 423 were identified.': Vespasian - Septimius Severus for Clodius Albinus (Caesar) (AD 193-196).","Museé de Rouen, France (600 coins) (Inv. III, 2, p. 56, no. 1921)",II century
France,1983,11679,FLEURINES 1983-1984,2,152,153,49.242,2.6257,"Two aurei, Domitian (Caesar), Marcus Aurelius (Caesar) found in sequential years, in the same forest. Close chronological range.",Private collection,II century
Italy,1970,6138,ROME 1970 - RIVER TIBER,1177,161,161,41.9027835,12.4963655,"The hoard comprised 2,077 bronze coins along with bronze implements and scrap from a bronze foundry. Mostly quandrantes and semisses but also including Greek provincial, Greek, Republican up to 5th century AD","Heberden Coin Room, AShmolean Museum, Oxford, Great Britain",II century
Italy,1887,13875,VERONA 1887 - PALAZZO CHIODO,2808,166,166,45.439966,10.99056,"Hoard found with an amphora: 2 aurei, 2,804 denarii, 2 bronzes: Nero - Marcus Aurelius (AD 166). Together was found a ceramic lamp.","Private collections: A. Ancona,F. Gnecchi (365 coins), M. Anti (1,080 coins) (in 1887)",II century
Austria,1955,6168,OSTRIACH,50,169,169,46.664,13.976,50 denarii found in the debris from a house foundation: Mark Antony - Marcus Aurelius (AD 169).,"Kärntner Landsmannschaft, Klagenfurt, Austria (46 coins); private collection (2 coins), lost (unknown number)",II century
France,1855,6286,VÉSINES,50,138,161,46.3595,4.8666,"The hoard comprised a ceramic urn containing 50 corroded, worn, illegible Roman coins, with the exception being two sestertii of Hadrian and Antoninus Pius.",NA,II century
France,1906,6064,BUJALEF,250,138,161,45.795283,1.626992,The hoard comprised approximately 250 sestertii dating to the second century AD and weighing between 5 and 6kg.,NA,II century
Lithuania,1935,15445,ALGIMANTAI,35,180,192,55.259146,23.505339,Hoard of 35 Roman imperial bronzes: Antoninus Pius - Commodus (AD 180-192).,"M.K. Ciurlionis National Museum of Art, Kaunas, Lithuania",II century
Ukraine,1925,18160,KYIV 1925,2,180,192,50.40424302763,30.383959061204,Some silver coins found in a garden. Only one denarius of Hadrian and one of Commodus were documented.,NA,II century
Romania,1933,16317,FEDELEȘENI,46,180,192,47.122581,26.974436,"Hoard of at least 46 denarii: Nero – Commodus (AD 180-192). Possible, part of the hoard from Strunga.","National History Museum, Bucharest, Romania (25 coins)",II century
Spain,2017,17568,REBOLLAR,46,117,138,40.1539433134,-5.8988712846984,Hoard of 17 denarii (Mark Antony - Augustus) and 29 sestertii (Nerva - Hadrian) (AD 117-138).,NA,II century
"England, United Kingdom",1987,14851,LITTLE CHESTER 1987 B,6,157,161,52.929272,-1.4807811,"6 denarii to AD 161 - ""hoard 2"" Davies 2000. From an occupation layer in range 3 of structure 1, Pickfords Garage site. Scattered in a small area with no evidence of a container.",NA,II century
Ukraine,1782,18223,KOMSOMOLSKOYE,800,193,193,49.720214529794,28.67148027102,"Hoard of 800 denarii. Among them, three pieces of Pertinax",Old collection T. Czacki,II century
Romania,1966,5258,SIMIONEŞTI,101,175,180,46.965,26.866,101 denarii found with a ceramic vessel: Vitellius - Marcus Aurelius (AD 175).,"History Museum Roman, Romania",II century
Romania,1994,9229,MANGALIA 1994,13,161,175,43.8188,28.549,"13 bronze coins: 4 sestertii, 2 dupondii, 7 asses: Claudius I - Marcus Aurelius (AD 161-175).","Muzeul de Istorie Națională și Arheologie, Constanța, Romania; inv.nos. 64682-64694",II century
France,1979,5906,MEIGNÉ,64,161,180,47.24,-0.2,"The hoard comprised a vessel filled with sestertii, which were shared amongst the finders. After an investigation by the Gendarmarie, 59 were found. In 1980, illegal metal detecting on the site recovered a further 5 coins which are likely to be part of the hoard.",NA,II century
"Israel, Palestinian Territories",1976,7844,HEBRON 1976,54,132,136,31.533,35.1,The hoard comprised at least 54 silver coins dated between the Roman Republic and Hadrian (AD 117-138).,NA,II century
Belgium,1890,8296,WAUDREZ,76,134,138,50.413,4.149,76 denarii: Vespasian - Hadrian (AD 134-138).,"Collection Baron of Senzeilles (76 coins), in 1890",II century
France,1893,7108,FONTAINE-UTERTE,14,180,192,49.922,3.371,The hoard comprised 14 sestertii from Trajan to Commodus and was found placed next to two greyware ceramic vessels.,NA,II century
Poland,1960,13455,KRAŚNIK,11,184,184,50.9249,22.2288,Unknown initial number of denarii. 11 denarii provided information on the issuers: Trajan - Commodus (AD 183-184).,"Zasadniczej Szkoły Zawodowej w Krasniku Fabrycznym, Poland (1 coin)",II century
India,1956,18492,NAGARJUNAKONDA 1956-1957,2,141,141,16.521894,79.24285,"Hoard containing, among others, an aureus of Antoninus Pius for Faustina I (Diva) and an imitation of Tiberius aureus.","Archaeological Museum, Nagarjunakonda",II century
France,1813,12373,LAHARMAND,500,180,192,48.1602,5.0925,It comprised c. 500 denarii found with a vessel:Domitian - Commodus (AD 180-192).,NA,II century
Denmark,1832,13422,BORRESØ,16,190,190,55.118889,14.8975,"Lake Borresø surrounds the medieval castle of Lilleborg. During the draining of the lake in 1832 a mixed gold- and silver hoard was found. ""Some"" gold fingerrings, of which only one was recovered, and ""several"" denarii, of which sixteen were handed over to the later National Museum, were found ""as if packed into something which had now disappeared"".",NA,II century
Germany,1951,6947,GAUTING 1951,31,114,117,48.06,11.376,A hoard of 30 denarii and 1 as (Republic - Trajan) found by the west wall of a plaster layer during an excavation on Reismühler Straße.,NA,II century
"England, United Kingdom",2013,14801,KINGTON AREA,14,121,122,52.224479,-3.0554731,"11 AR denarii to AD 122. Latest coin is type of Hadrian-Fortuna referring to the departure of the emperor on his great expedition, AD 121-5. RIC assigns date range of AD 119-122.Addenda of 3 AR denarii to 117 in 2014 included here.",NA,II century
Ukraine,1804,18269,ZHIGAILOVSKA,1460,180,192,50.629741319227,35.105961271555,"Around 1,460 denarii - a number established based on an average weight of 3 g/coin (4.510 g)- comprising Republican issues to Commodus (AD 1180-192). 19 coins entered the collection of the Ermitage.","The State Hermitage Museum, St. Petersburg, Russia (19 coins)",II century
Turkey,1980,8772,CAESAREA 1980 ?,1973,183,185,38.72,35.483,"A hoard of 2000+ silver coins (mainly Cappadocian didrachms, drachms and hemidrachms; two Lycian drachms; c.100 denarii) deposited c. 185 and found in four bronze pots in the village of Sor, near Kayseri. It was dispersed in several batches in the art trade. A large portion was published by W. Metcalf (932 coins) and another by W. Weiser (178 coins, the 'Münchner Fundkomplex'). In addition, 140 coins were recorded in Paris in 1980 (RPC III, p. 376). They consisted in 26 denarii (Vespasian - Marcus Aurelius), and 114 coins from Caesarea (Vespasian - Commodus)",dispersed,II century
Austria,1888,2853,CARNUNTUM 1888,36,166,166,48.127,16.893,36 denarii found in the military amphitheater: Mark Antony - Marcus Aurelius (AD 166).,"Museum Carnuntinum, Bad-Deutsch Altenburg, Austria (29 coins); 7 coins lost",II century
Poland,1939,13460,KRZYWNICA,7,172,192,53.429167,15.192222,Hoard of unknown number of denarii. Only for 7 cois is given Information on the issuers: Antoninus Pius - Marcus Aurelius/Commodus (AD 172-192).,Lost,II century
Denmark,2013,20015,EGHOEJ,14,140,161,55.633531,11.871495,Denarius hoard consisting of 14 denarii found with metal detectoring. Galba to Antoninus Pius.,NA,II century
Belgium,1994,8535,TAINTIGNIES,15,180,192,50.547,3.34,15 sestertii: Domitian - Commodus (AD 180-192).,NA,II century
Netherlands,1936,9852,BARGER-OOSTERVELD 1936,9,128,130,52.7041,6.9772,9 denarii: Vespasian - Hadrian (AD 128-130).,Private collection,II century
Romania,1944,16272,URECHENI,48,125,128,47.160799,26.518085,200-150 coins found with a ceramic vessel. Only 48 denarii are known today: Nero – Hadrian (AD 125-128).,NA,II century
Belgium,1993,8555,GIVRY 1993,167,180,192,50.379,4.036,162 sestertii and 1 as. The origins of this hoard is doubtful. It is also possible that it contains 2 sestertii from Marcus Aurelius and 2 imitations of a double sestertius from Postumus.,NA,II century
France,1932,5915,LES ULMES,3000,181,192,47.22,-0.18,"The hoard comprised 60kg of sestertii mixed with some middle bronzes (2,500-3000 coins). Only 26 sestertii and 1 dupondius were preserved: Trajan - Commodus (AD 98-117). The hoard was found by a worker, planting a vineyard.","History Museum, Louresse-Rochemenier, France (10 coins); finder (17 coins)",II century
"England, United Kingdom",1863,2565,DEWSBURY 1863,2,140,161,53.666934,-1.6382439,"A 'valuable find of gold and silver coins', of which one coin was a denarius of Antoninus Pius (broken and much defaced), found on Dewsbury Moor, near remains of two Roman querns.",NA,II century
Russia,2008,18567,KOPORIE 2008 2,12,140,144,59.7086,29.0691,"12 coins: 1 denarius, 11 sestertiiTrajan - Marcus Aurelius (AD 161-180). Found 800 m westward from the hoard Koropie 2008 1. Together were found a bronze brooch and a horn shape bronze ring","Laboratory of Archeology, Historical Sociology and Cultural Heritage, Faculty of Sociology, St. Petersburg State University, Russia",II century
Italy,1929,13803,GONNOSCODINA,314,180,192,39.699425,8.836997,Hoard of 314 large Roman imperial bronze coins: Trajan - Commodus (AD 180-192).,"National Museum, Cagliari, Italy, in 1913",II century
Georgia,1985,16032,MTSKHETA – SAMTAVRO 1985,34,117,138,41.846495,44.71892,"Coins found in sarcophagus no. 905: 34 gold and silver coins: 3 Aurei: Nero 2, Hadrian 1; 14 denarii: Augustus 12,Uncertain (Augustus?) 2; 1 hemidrachm of Hadrian, and 16 drachms of Gotarzes II.","National Museum of Georgia, Tbilisi",II century
Poland,2009,13511,SŁOCHY ANNOPOLSKIE,53,134,138,52.394772,22.834857,"Around 70-80 denarii, 53 were recovered: Republic - Hadrian (AD 117-138).",NA,II century
Greece,1976,6865,IERISSOS 1976,3,138,161,40.398,23.877,"The hoard comprised 3 Roman Provincial coins: (Cassandrea, Philippi, Koinon of Macedonia), found in grave 589 in Ierissos.","Archaeological museum, Thessaloniki",II century
Poland,1881,13651,GDAŃSK KRAKOWIEC,15,180,192,54.36048,18.737041,"15 sestertii of which Antoninus Pius 1, Faustina II 1, Commodus 1 were found by fishermen in a dune.",Lost,II century
Egypt,1923,7786,NILE DELTA A44,168,148,149,30.864,31.025,"168 Alexandrian provincial bronze coins: Vespasian - Antoninus Pius (AD 148-149). Found in the ground. All drachms, only briefly described. Oldest Vespasian, among the other coins are mentioned ""interesting types of Antinous, Sabina, Aurelius Caesar, also some of the rare 'nome' types and few of the famous zodiacal series struck in the eighth year of Antoninus Pius.""",'At least partly in New York',II century
Ukraine,2017,20671,KHMELNYTSKYI REGION 2017,15,180,192,49.3764289774,26.8503898393,"A small hoard of 15 Roman imperial denarii and one Lycian drachm: Vespasian – Commodus (AD 180-192) was found in April 2017 in Khmelnytskyi region. Information and general photo of the coins of the hoard were published on April, 29, 2017 on the Ukrainian treasure hunting forum Violity. By the treasure hunter himself, the hoard was called the “purse of denarii”. The coins have a fairly good preservation (weak wear). In early May 2017, the coins were sold at the auction Violity and their fate is unknown.",Sold,II century
Bulgaria,1960,12165,SHEYNOVO,5,103,111,42.6857,25.3194,"Unknown number of denarii. 5 pieces entered the museum collection in Kazanlak: Domitian 1, Trajan 4.","Museum of History, Kazanlak, Bulgaria; inv.no. 3994-3998",II century
