id,registration,name,category,сultural_property,height,width,depth,preservation,description,n
7291,2016-06-14T09:45:23Z,"Богоматерь Всех Скорбящих Радость (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия, Невьянск    Период оригинала: середина 19 век",ИКОНА,,45,37,,,"Размеры: В. 45, Ш. 37 (доска)",2496
1294,2016-06-14T09:44:36Z,"Ау (название придуманное)    Автор: Маркичев Иван Васильевич (художник)    Школа / Место издания: Россия, Палех    Художественно-производственные мастерские Палехского отделения Худфонда РСФСР    Период оригинала: 20 век",ЖИВОПИСЬ,,10,8,,,"Размеры: В. 10, Ш. 8 (крышка ?)    Ссылка на каталоги / инвентари: РОГОВ: с. 267",2320
8519,2016-06-14T09:45:43Z,"Пресвятая Богородица Казанская (название употребляемое)    Период оригинала: рубеж 19 век, 20 век",ИКОНА,,22,18,,,Размеры: (доска) В. 22; Ш. 18 см; (в киоте) В. 46; Ш. 33 см.    Ссылка на каталоги / инвентари: Икона массового производства.,2496
6962,2016-06-14T09:44:44Z,Автор: Валентинов-Миллер Эрик Эдуардович (художник)    Школа / Место издания: Россия    Период оригинала: 20 век,ЖИВОПИСЬ,,48,70,,,"Размеры: В. 48, Ш. 70 (картон) / В. 70, Ш. 50.5 (картон)    Ссылка на каталоги / инвентари: ЧГОМ: № 31; № 46",2320
3480,2016-06-14T09:44:49Z,Господь Вседержитель (название старое); Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное); Спас Вседержитель (название придуманное)    В русском оригинале (переводе): Пантократор (название изначальное; греческий)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,34,40,,,"Стиль: Дерево ?; С ризой: Латунь ?/ Медь?/ Сталь ?/ Белая жесть ?/ Другое ?    Размеры: В. 34, Ш. 40 (приблизительно) / В. 40, Ш. 34 (приблизительно)",2496
2274,2016-06-14T09:44:39Z,"На рыбзаводе (название изначальное)    Автор: Латышев Николай Григорьевич (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: 2 четверть 20 век; 2 половина 20 век",ЖИВОПИСЬ,,49.5,70,,,"Размеры: В. 49.5, Ш. 70 (картон ?)    Ссылка на каталоги / инвентари: ЧГОМ: № 492(487 п.ф.)    Ссылка на каталоги / инвентари: Фото: Предмет 21.",2320
2103,2016-06-14T09:44:38Z,"Мотокросс / Грозный (название изначальное, название двойное); Мотокросс в Грозном (название последнее)    Автор: Мишин Олег Михайлович (художник)    Школа / Место издания: Россия    Период оригинала: середина 20 век; 2 половина 20 век",ЖИВОПИСЬ,,74,132,,,"Размеры: В. 74, Ш. 132 (приблизительно, без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 17    Ссылка на каталоги / инвентари: Фото: Предмет 12.",2320
4302,2016-06-14T09:44:58Z,Жанровая сцена (название изначальное); Сельская сцена (название употребляемое); Сельская сцена с пастушком и пастушкой (название последнее)    Автор: Аноним (художник)    Школа / Место издания: Италия    Период оригинала: 18 век,ЖИВОПИСЬ,,21,31,,,"Размеры: В. 21, Ш. 31 (без обрамления ?)",2320
5604,2016-06-14T09:45:12Z,Николай Угодник (название старое); Святой Николай Чудотворец (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 19 век,ИКОНА,,30,20,,,"Размеры: В. 30, Ш. 20 (доска)",2496
5415,2016-06-14T09:45:08Z,Горный пейзаж (название употребляемое)    Автор: Аноним (художник)    Школа / Место издания: Россия ?; Западная Европа ?    Период оригинала: 2 четверть 19 век,ЖИВОПИСЬ,,40,15,,,"Размеры: В. 40, Ш. 15 (в обрамлении)    Характер подписи: 1835 (?)",2320
9315,2016-06-14T09:45:39Z,Пейзаж    Автор: Фальк Роберт Рафаилович,ЖИВОПИСЬ,,,71,,,"Размеры: B. 94, Ш. 71    Инвентарный номер: Инв. №76. Инв. №768 и №1191 по ИК ВКМ",2320
4572,2016-06-14T09:44:59Z,Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное)    В русском оригинале (переводе): Пантократор (название изначальное; греческий)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,24,27,,,"Стиль: Дерево поделочное    Размеры: В. 24, Ш. 27 (доска) / В. 27, Ш. 24 (доска)",2496
2987,2016-06-14T09:44:46Z,Иоанн Пророк (название изначальное); Иоанн Креститель (название употребляемое); Иоанн Предтеча Креститель (название последнее)    Автор: Аноним    Школа / Место издания: Россия ?,ИКОНА,,27,33,,,"Размеры: В. 27, Ш. 33 (приблизительно) / В. 33, Ш. 27 (приблизительно)",2496
5199,2016-06-14T09:45:04Z,Колокольчики (название придуманное); Цветы колокольчики (название последнее)    Автор: Аноним (художник)    Школа / Место издания: Россия,ЖИВОПИСЬ,,28.8,18.8,,,"Стиль: Бумага: Синий, голубой оттенок    Размеры: В. 28.8, Ш. 18.8 (лист ?)    Характер подписи: Д=Л= (?)",2320
14858,2016-06-14T09:46:16Z,Богородица,ИКОНА,,15,20,,,"Стиль: Шпонки    Размеры: В. 15, Ш. 20",2496
2011,2016-06-14T09:44:37Z,Сталевар (название изначальное)    Автор: Кикин ? (художник); Кикин Георгий Георгиевич (художник) ?    Школа / Место издания: Россия    Период оригинала: 20 век,ЖИВОПИСЬ,,39,29,,,"Стиль: Холст ? / Картон ?/  Дерево (фанера) ?    Размеры: В. 39, Ш. 29 (приблизительно)    Ссылка на каталоги / инвентари: ЧГОМ: № 180",2320
6422,2016-06-14T09:45:20Z,Татарин (название придуманное); Сидящий мужчина в чалме (название последнее)    Автор: Лонго ? (художник); Лонга Л. (художник) ?; Ланге Антони (художник) ?    Школа / Место издания: Россия ?; Украина ?; Польша ?; Австрия ?    Период оригинала: 19 век ?; 20 век ?,ЖИВОПИСЬ,,33.5,25,,,"Стиль: Бумага на Картоне (дублировка)    Размеры: В. 33.5, Ш. 25 (лист ?)    Характер подписи: Л.Лонго [Л. Лонга ? / А. Ланге ?] (см. фото, Общий комментарий)    Ссылка на каталоги / инвентари: Состояние: после реставрации (1968).",2320
7153,2016-06-14T09:45:21Z,Драматический актер Феликс Раевский (название изначальное ?); Портрет друга (название придуманное); Мужчина в красном пиджаке и сине-зеленом шарфе (название последнее)    Автор: Полозов Александр Федорович (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 20 век,ЖИВОПИСЬ,,62,52,,,"Размеры: В. 62, Ш. 52 (без обрамления)    Характер подписи: А.Ф.Полозов (?)    Характер подписи: Раевский Феликс, актер; Полозовы А. Р. Т., семья художника    Характер подписи: [дарственная актеру Раевскому Ф. от] А.Р.Т. Полозовы (О.)    Ссылка на каталоги / инвентари: Подпись, Надписи: получены из последнего источника, требуется подтверждение.",2320
8059,2016-06-14T09:44:44Z,Автор: Валентинов-Миллер Эрик Эдуардович (художник)    Школа / Место издания: Россия    Период оригинала: 20 век,ЖИВОПИСЬ,,35,50,,,"Размеры: В. 35, Ш. 50 (картон)    Ссылка на каталоги / инвентари: ЧГОМ: № 215; № 217; № 218",2320
18463,2016-06-14T09:46:41Z,"Святая Троица    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 20 век, 2 половина; 21 век, 1 четверть",ИКОНА,,24,18,,,"Размеры: В. 24, Ш. 18 (без рамы?)",2496
15422,2016-06-14T09:46:19Z,"Натюрморт Маки    Автор: Мартирос Сарьян    Период оригинала: 3 четверть, 20 век",ЖИВОПИСЬ,,50,60,,,"Размеры: В.60, Д.50 см.",2320
3473,2016-06-14T09:44:49Z,"Господь Вседержитель на престоле (название придуманное); Деисусный чин (название употребляемое); Моление  (название изначальное, название в переводе);  Деисус со Святыми (название последнее)    В русском оригинале (переводе): Деисус (название изначальное; греческий)    Автор: Аноним (иконописец)    Школа / Место издания: Россия",ИКОНА,,90,66,,,"Размеры: В. 90, Ш. 66 (приблизительно) / В. 66, Ш. 90 (приблизительно)",2496
1095,2016-06-14T09:44:31Z,"Старый католический монах с рюмкой в руке (название последнее); Монах , пьяница (название придуманное)    Автор: Аноним (художник)    Школа / Место издания: Западная Европа",ЖИВОПИСЬ,,35,42,,,"Размеры: В. 35, Ш. 42 (без обрамления)",2320
3271,2016-06-14T09:44:48Z,Святая Варвара (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,40,30,,,"Стиль: Дерево поделочное    Размеры: В. 40, Ш. 30 (доска)",2496
8632,2016-06-14T09:45:44Z,Портрет скрипача    Автор: Неизвестный художник XIX века,ЖИВОПИСЬ,,,35,,,"Размеры: B. 40, Ш. 35",2320
3323,2016-06-14T09:44:50Z,Святой Николай (название употребляемое); Святой Николай Чудотворец (название изначальное); Николай Угодник (название старое)    Автор: Аноним (иконописец); Аноним (ювелир) ?    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,ИКОНА,,15,25,,,"Стиль: С окладом: Серебро    Размеры: В. 15, Ш. 25 (в окладе ?) / В. 25, Ш. 15 (в окладе ?)",2496
7933,2016-06-14T09:45:28Z,"Господь Вседержитель (название старое); Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век",ИКОНА,,20,17.5,,,"Размеры: В. 20, Ш. 17.5, Т. 5.5 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны иконография, требуется уточнение.  Размеры: см. Рег. № 2.1./4826, требуется уточнение.",2496
2176,2016-06-14T09:44:39Z,"Портрет отца (название изначальное)    Автор: Полонкоев Мурад Махиевич (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: 2 половина 20 век",ЖИВОПИСЬ,,64,42,,,"Размеры: В. 64, Ш. 42 (приблизительно, без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 11",2320
18371,2016-06-14T09:46:43Z,"Ночные грезы (название изначальное)    Автор: Калинин Вячеслав Васильевич    Школа / Место издания: Россия    Период оригинала: 20 век, 2 половина; 21 век, 1 четверть",ЖИВОПИСЬ,,80,60,,,"Размеры: В. 80, Ш. 60",2320
15427,2016-06-14T09:46:19Z,"Осень    Автор: Мартирос Сарьян    Период оригинала: 3 четверть, 20 век",ЖИВОПИСЬ,,30,23,,,"Размеры: В.23, Д.30 см.",2320
2799,2016-06-14T09:44:45Z,Дуб у реки (название придуманное); Дуб на берегу реки (название изначальное)    Автор: Левитан Исаак Ильич (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,ЖИВОПИСЬ,,26.9,23.8,,,"Стиль: Холст    Размеры: В. 26.9, Ш. 23.8 (без обрамления ?) ?; В. 29.6, Ш. 23.8 (без обрамления)    Характер подписи: Последний этюд Левитана (внизу)  ? / Подлинный этюд Левитана [...] (по низу, слева, см. фото)    Ссылка на каталоги / инвентари: ЛЕВИТАН / 1987: № 26 (фото 2.), с. 184    Ссылка на каталоги / инвентари: Размеры, надпись последние из ""ЛЕВИТАН"", см. ССылку.",2320
4777,2016-06-14T09:44:22Z,"Купеческая семья на празднике (название придуманное)    Автор: Жуковский Рудольф Казимирович (художник, литограф)    Школа / Место издания: Россия    Период оригинала: середина 19 век",ОТТИСК,,26,34,,,"Размеры: В. 26, Ш. 34 (отпечаток / оттиск ?) ?    Характер подписи: см. фото    Ссылка на каталоги / инвентари: СТЕРНИН / 1964: с. 105 (фото, Предмет 4.)    Ссылка на каталоги / инвентари: Фото: см. Ссылку, нуждается в подтверждении.",254
1232,2016-06-14T09:44:31Z,Смерть Ивана Грозного (название изначальное)    Автор: Аноним (художник)    Школа / Место издания: Россия    Период оригинала: 19 век,ЖИВОПИСЬ,,21,30,,,"Размеры: В. 21, Ш. 30 (приблизительно) / В. 30, Ш. 21 (приблизительно) /",2320
979,2016-06-14T09:44:29Z,В кабачке (название употребляемое)    Автор: Блот Питер де (художник)    Школа / Место издания: Нидерланды / Голландия    Период оригинала: 1 половина 17 век; середина 17 век,ЖИВОПИСЬ,,25,32.5,,,"Размеры: В. 25, Ш. 32.5  (доска); В. 35, Ш. 42.5 (в обрамлении)    Характер подписи: к/п 1070 (О., обрешетка); Инв.N ж-564 (О., обрешетка)    Ссылка на каталоги / инвентари: Фото: 2 - оборотная сторона.  Состояние: панель укреплена обрешеткой (см. фото).",2320
9288,2016-06-14T09:45:39Z,Мужской портрет    Автор: Неизвестный художник,ЖИВОПИСЬ,,,43,,,"Размеры: B. 59,5, Ш. 43    Инвентарный номер: Инв. №29. Старый инв. №297 по ИК ВКМ",2320
7144,2016-06-14T09:44:18Z,Балкон (название придуманное)    Автор: Орлов ? (художник)    Школа / Место издания: Россия    Период оригинала: 18 век ?; 19 век ?; 1 четверть 20 век ?,ЖИВОПИСЬ,,125.5,87,,,"Стиль: Зеленый: крона деревьев на втором плане; Зеленый, Синий ?, Коричневый: лес на заднем плане; Синий: голубое небо; Золотистый, Белый: блики от солнца, на полу балкона и на деревьях; Синий ?, Коричневый ?: тень от балконного ограждения    Размеры: В. 125.5, Ш. 87 (без обрамления ?); В. 124, Ш. 87 (без обрамления ?)    Характер подписи: Куинджи А.И. (на наклейке) ?    Характер подписи: № 475 К; [Общество им. А.И.Куинджи] ? (О. наклейка Общество им. А.И.Куинджи ?)    Ссылка на каталоги / инвентари: ЧИХМ: № 118 (Предмет 1.)    Ссылка на каталоги / инвентари: Надписи: наклейка возможно не сохранилась.  Последние размеры из карточки.  См. Предмет 2; возможно это же самое произведение, требуется уточнение.",2320
5926,2016-06-14T09:44:30Z,"Крошечка хаврошечка (название придуманное)    Автор: Ливанова Ирина Вадимовна (художник)    Школа / Место издания: Россия, Палех    Художественно-производственные мастерские Палехского отделения Худфонда РСФСР    Период оригинала: 3 четверть 20 век",ЖИВОПИСЬ,,6.5,3.7,,,"Размеры: В. 3.7, Д. 6.5    Характер подписи: Ливанова    Характер подписи: Палех 1975 (слева внизу, рука автора); [Инв. № Р-4046] (на бумажной наклейке, внутри)    Ссылка на каталоги / инвентари: Описание сцен см. Источники.  Состояние: на оборотной стороне браслета несколько сколов лака.",2320
1215,2016-06-14T09:44:28Z,Георгий поражает дракона (название употребляемое); Чудо Георгия о змие (название изначальное); Георгий Победоносец (название придуманное); Чудо Георгия Победоносца о змие (название последнее)    Автор: Аноним    Школа / Место издания: Россия,ИКОНА,,39,45,,,"Стиль: Дерево: липа    Размеры: В. 39, Ш. 45 (доска)    Ссылка на каталоги / инвентари: ПОДЛИННИК ИКОНОПИСНЫЙ: с.52, с. 140.    Ссылка на каталоги / инвентари: Фото: представлено в апреле 2000.  Название:  ""Георгий Победоносец"" , относящееся к иной иконографии Георгия, здесь использовано в связи с новой традицией и для облегчения поиска по тексту; старое название см. Ссылку .",2496
7383,2016-06-14T09:45:22Z,Богородица (название старое); Богоматерь (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,50,60,,,"Стиль: Коричневый, Золотистый: фон    Размеры: В. 50, Ш. 60 (доска) / В. 60, Ш. 50 (доска)",2496
27,2016-06-14T09:44:14Z,"Скит (название изначальное);  Лес (название употребляемое)    Автор: Коровин Константин Алексеевич (художник, декоратор)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век; 1 четверть 20 век",ЖИВОПИСЬ,,40,50,,,"Стиль: Прямоугольник горизонтальный    Размеры: В. 40, Ш. 50 (живописная поверхность ?)    Ссылка на каталоги / инвентари: КОРОВИН : вариант (1912)    Ссылка на каталоги / инвентари: В источнике данных отсутствуют сведения о названии сцены, периоде/дате, цветах, о наличии подписи, надписей.",2320
8258,2016-06-14T09:45:32Z,"Непримиримое красное (название в переводе)    На языке оригинала: Irreconcilable red / Implacable Red (название в переводе)    Автор: Ланской Андрей Михайлович (художник)    Школа / Место издания: Россия, Франция    Период оригинала: 3 четверть 20 век",ЖИВОПИСЬ,,114,146,,,"Размеры: В. 114, Ш. 146 (в свету ?); В. 115, Ш. 147 (без обрамления ?)    Характер подписи: LANSKOY    Характер подписи: 58 (П.); (?) (О. углем, см. Общий комментарий).    Ссылка на каталоги / инвентари: Русский Париж: с. 233 (фото)    Ссылка на каталоги / инвентари: Название: французский оригинал в источнике не воспроизводится; английские переводы - из источников.  Подпись воспроизведена по фото, см. Ссылку; в источниках подпись и надписи не воспроизводятся,  требуется уточнение.",2320
10328,2016-06-14T09:46:13Z,"Пейзаж    Автор: Barnes, J. (?)",ЖИВОПИСЬ,,22.5,15,,,"Размеры: В. 22.5, Ш. 15.0",2320
1013,2016-06-14T09:44:28Z,Оттепель (название придуманное)    Автор: Калмыков Иван Леонидович (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век; 1 четверть 20 век,ЖИВОПИСЬ,,30,45,,,"Размеры: В. 30, Ш. 45 (без обрамления ?)    Ссылка на каталоги / инвентари: В источнике не содержатся сведения о дате/периоде, наличии подписи, надписей и состоянии.",2320
1281,2016-06-14T09:44:34Z,Пожилой человек с голубыми глазами (название придуманное)    Автор: Наги Шандор (художник)    Школа / Место издания: Венгрия    Период оригинала: 2 четверть 20 век,ЖИВОПИСЬ,,28.5,38.5,,,"Размеры: В. 28.5, Ш. 38.5 (в обрамлении ?) ?; В. 38.5, Ш. 28.5 (в обрамлении ?) ?",2320
32,2016-06-14T09:44:15Z,Спас нередица (название употребляемое); Спас - Нередица (название изначальное); Храм Спаса на Нередице (название последнее)    Автор: Рерих Николай Константинович (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,ЖИВОПИСЬ,,50,60,,,"Стиль: Прямоугольник горизонтальный    Размеры: В. 50, Ш. 60 (без обрамления)    Ссылка на каталоги / инвентари: РЕРИХ, ГТГ (атрибуция)    Ссылка на каталоги / инвентари: В источнике данных отсутствуют сведения о периоде/дате, цветах, кроме серого и белого, наличии подписи, надписей.  Сведение : зимой, неверно ( Список Д.1.)",2320
9141,2016-06-14T09:45:35Z,Натюрморт «Ваза с цветами»    Автор: Куприн Александр Васильевич,ЖИВОПИСЬ,,,89,,,"Размеры: B. 89, Ш. 89    Инвентарный номер: Инв. №78. Инв. №773 и №1193 по ИК ВКМ",2320
2785,2016-06-14T09:44:45Z,Лежащая обнаженная женщина (название употребляемое)    Автор: Аноним (художник)    Школа / Место издания: Западная Европа    Период оригинала: 17 век ?; 18 век ?; 19 век ?,ЖИВОПИСЬ,,25,37,,,"Размеры: В. 25, Ш. 37 (доска)",2320
2966,2016-06-14T09:44:47Z,Богородица (название старое); Богоматерь (название употребляемое)    Автор: Аноним    Школа / Место издания: Россия ?    Период оригинала: 18 век,ИКОНА,,40,42,,,"Размеры: В. 40, Ш. 42 (приблизительно) / В. 42, Ш. 40 (приблизительно)",2496
5784,2016-06-14T09:45:13Z,Святой Апостол Иоанн Богослов Евангелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 19 век,ИКОНА,,25,20,,,"Размеры: В. 25, Ш. 20 (доска) / В. 20, Ш. 25 (доска)",2496
