creators,title,description,geoContext,minDate,maxDate,latitude,longitude
S.E. Kroll,Dizli,"An ancient place, cited: BAtlas 90 B2 Dizli",Dizli,-30,640,38.543395,46.921196
"C. Foss, G. Reger, S. Mitchell",*Choria,"An ancient place, cited: BAtlas 56 F4 *Choria",Selendi,-30,640,38.750681,27.88522
"I.E.M. Edlund Berry, A.M. Small",Turenum,"An ancient place, cited: BAtlas 45 D2 Turenum",Trani,-30,640,41.275544,16.417622
"C. Foss, S. Mitchell",Ariassos,"Ariassos is located in Pisidia and is mentioned by several ancient sources, including Ptolemy.","Üçkapı, Bademağaç",-330,640,37.1808705,30.4711135
"H.S. Sivan, R.W. Mathisen",Ussubium/Vesubio,"An ancient place, cited: BAtlas 14 F4 Ussubium/Vesubio",Le Mas-d’Agenais,-330,640,44.409754,0.216269
R.B. Hitchner,Turris,"An ancient place, cited: BAtlas 32 E3 Turris",Henchir-el-Aouinia,-30,640,36.656954,9.793709
David Braund,Rayevskoye Gorodishche,"An ancient place, cited: BAtlas 84 C4 Rayevskoye Gorodishche","Rayevskoye Gorodishche, near Anapa",-330,640,44.838409,37.548419
R.B. Hitchner,Kef-er-Rechga,"An ancient place, cited: BAtlas 32 D3 Kef-er-Rechga",Kef-er-Rechga,-30,640,36.649913,9.066589
J.J. Wilkes,Pločnik,"An ancient place, cited: BAtlas 21 D6 Pločnik","Pločnik, YUG",-30,640,43.201944,21.355586
R. Müller Wollermann,Kharabat Deir el-Halin,"An ancient place, cited: BAtlas 75 D2 Kharabat Deir el-Halin",Kharabat Deir el-Halin,-330,640,29.164332,30.536904
"A. Hausleiter, E.J. Keall, M. Roaf",Qaleh Gabri,"An ancient place, cited: BAtlas 92 G1 Qaleh Gabri",Qaleh Gabri,300,640,35.583645,51.450468
R. Müller Wollermann,Kom Medinet Ghurab,"An ancient place, cited: BAtlas 75 D2 Kom Medinet Ghurab",Kom Medinet Ghurab,-330,640,29.200151,30.953521
"I.E.M. Edlund Berry, A.M. Small",Croto(n),An Achaean colony in Magna Graecia established in 710 BC by the oikist Myscellus from the city of Rhypes in the Peloponnese.,Crotone,-750,640,39.0811675,17.127966
S. Mitchell,Adrasos,"An ancient place, cited: BAtlas 66 C3 Adrasos",Balabolu (Adras Dağ),-30,640,36.655564,33.129851
P.O. Spann,Tugia,"An ancient place, cited: BAtlas 27 B4 Tugia",Toya (Peal del Becerro),-550,640,37.877689,-3.152365
S.M. Burstein,Premis,Qasr Ibrim is an archaeological site in Lower Nubia. The site has a long history of occupation stretching from the eighth century B.C. to 1813.,Kasr Ibrim Mer.: Pdeme,-750,2100,22.6496484799,31.9927700978
R.B. Hitchner,Mediccera,"An ancient place, cited: BAtlas 32 F4 Mediccera",Ain-Medeker,-30,640,36.195833,10.26075
"C. Haselgrove, J. Kunow",Helvetum/Ellelum,"An ancient place, cited: BAtlas 11 H4 Helvetum/Ellelum",Benfeld-Ehl,-30,640,48.372887,7.616824
T.W. Potter,Casae Calventi?,"An ancient place, cited: BAtlas 30 E3 Casae Calventi?",Bou Ismail/Castiglione,-30,640,36.641597,2.68789
T. Drew Bear,Malos,"An ancient place, cited: BAtlas 62 E3 Malos","Gökçeyayla, formerly Orhaniye and Kilise",-30,640,39.0892335,30.753551
W.V. Harris,Nursia,Nursia was the northernmost city of the Sabines.,Norcia,-550,640,42.794246,13.096435
R.B. Hitchner,*Sua,"An ancient place, cited: BAtlas 32 E3 *Sua",Chaouach,-330,640,36.708069,9.5434195
"J. Bennet, G. Reger",Mokhlos,"An ancient place, cited: BAtlas 60 E2 Mokhlos",Mokhlos,-30,640,35.183436,25.90428
"C. Foss, G. Reger",Palaia Myndos,"An ancient place, cited: BAtlas 61 E3 Palaia Myndos",Bozdağ,-550,640,37.031449,27.259149
"David Braund, T. Sinclair",Kordyle,"An ancient place, cited: BAtlas 87 E3 Kordyle",Akçakale,-30,640,41.081598,39.496726
R.B. Hitchner,Limisa,"An ancient place, cited: BAtlas 32 E4 Limisa",Ksar-Lemsa,-330,640,36.0351168684,9.69141823837
W.M. Murray,Phoinike 2,"An ancient place, cited: BAtlas 54 B2 Phoinike 2",near Mesopotam,-30,640,39.912082,20.119647
T.W. Potter,Albulae/Praesidium Sufative,"An ancient place, cited: BAtlas 29 D1 Albulae/Praesidium Sufative",Ain Témouchent,-30,640,35.301602,-1.144788
"R.W. Mathisen, H.S. Sivan",Curin,"An ancient place, cited: BAtlas 14 D1 Curin","Curin, Cm. Le Gâvre",-30,640,47.5,-1.499999
A.G. Poulter,Beroe/Augusta Traiana,"An ancient place, cited: BAtlas 22 C6 Beroe/Augusta Traiana",Stara Zagora BUL,-330,640,42.4254025,25.624862
R.B. Hitchner,Lamniana?,"An ancient place, cited: BAtlas 32 F4 Lamniana?",Henchir-Selloum,-30,640,36.275428,10.471795
M. Drew Bear,Nagos,"An ancient place, cited: BAtlas 77 D1 Nagos",Nawaï,300,640,27.80663,30.775231
C. Foss,Pegai/Krenides,"An ancient place, cited: BAtlas 53 A2 Pegai/Krenides",Kasım Paşa,-30,640,41.035504,28.965242
W.V. Harris,Hatria (Picenum),An ancient city of Picenum that may have originated as colony established by Etruscans from Adria in the Veneto region. An alternate narrative suggests that the city's origins may be as a late sixth century B.C. colony founded by Aegina.,Atri,-750,640,42.5802,13.981081
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Caucholiberi,"An ancient place, cited: BAtlas 25 I3 Caucholiberi",Collioure?/Port-Vendres? FRA,300,640,42.524503,3.082308
T.B. Mitford,Tomarza,"An ancient place, cited: BAtlas 64 B4 Tomarza","Tomarza, columns, capitals 25 miles SE Kayseri",300,640,38.445475,35.793767
D. Rupp,Ag. Epiphanios,"An ancient place, cited: BAtlas 72 A2 Ag. Epiphanios","Ag. Epiphanios, NW Neo Khorio",-330,640,35.085622,32.296367
"C. Foss, G. Reger, S. Mitchell",Ilium/Troia,An ancient city of northwest Anatolia with occupation ranging from the Bronze Age to the Roman period. Troy features as the central setting of Homer's Iliad.,Hisarlık,-3000,2100,39.9574380796,26.2385156164
W.V. Harris,Fulginiae,"Fulginiae was an ancient town of Umbria, Italy, on the later line of the Via Flaminia, ca. 20 km south of Nuceria.",Foligno,-330,640,42.956143,12.703279
"P. Kos, M. Šašel Kos",Floriana?,"An ancient place, cited: BAtlas 20 F2 Floriana?",Csakvar; area of Bicske HUN,-30,640,47.39333,18.460507
N. Purcell,Antinum,A town of the Marsi in the valley of the Liris river.,Cività d’Antino,-330,640,41.886242,13.469873
P. Galliou,Caen,"An ancient place, cited: BAtlas 7 F2 Caen",Caen,-30,640,49.184162,-0.360669
"J. Fossey, J. Morin",Palaiokastro Koniakou,"An ancient place, cited: BAtlas 55 C3 Palaiokastro Koniakou","Palaiokastro Koniakou, NW Sykea",-550,640,38.66372,22.204009
W.V. Harris,Asculum,Asculum (modern Ascoli Piceno) was the principal city of the Piceni.,Ascoli,-550,2100,42.855397,13.574951
D.J. Mattingly,Praetorium,"An ancient settlement, at Thamad Hassan in Libya, cited: BAtlas 37 A1 Praetorium",Tmed Hassan,-30,2100,31.28333,15.95
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",Sostrate/Shushtar,"An ancient place, cited: BAtlas 93 E1 Sostrate/Shushtar",Shushtar,-3200,2000,32.049999,48.849999
T. Drew Bear,Spaleia,"An ancient place, cited: BAtlas 62 G3 Spaleia",Sivrihisar,300,640,39.45924,31.5565105
W.M. Murray,Ioustinianoupolis,"An ancient place, cited: BAtlas 54 B2 Ioustinianoupolis","at Bregu i Melanit, above Nepravishta ALB",300,640,39.992045,20.291169
R.J.A. Wilson,S. Venera al Pozzo,"An ancient place, cited: BAtlas 47 G3 S. Venera al Pozzo","S. Venera al Pozzo, thermal establishment/sanctuary?",-30,640,37.582516,15.154041
S. Mitchell,*Senzousa,"An ancient place, cited: BAtlas 63 B4 *Senzousa",Toprakkale,300,640,38.4442405,32.969866
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Segia,"An ancient place, cited: BAtlas 25 D3 Segia",Ejea de los Caballeros,-330,640,42.129367,-1.137115
E.N. Borza,Ainos,"An ancient city located at modern Enez in Turkey, Ainos was probably an Aeolian colony sent from Mytilene or Cyme in the 7th century BCE.",Enez TKY,-550,2100,40.7248985,26.085729
"A. Hausleiter, E.J. Keall, M. Roaf",Vindirni,"An ancient place, cited: BAtlas 92 B2 Vindirni",Vindirni,-30,640,34.797036,47.024233
T. Drew Bear,*Oueiniata,"An ancient place, cited: BAtlas 62 E5 *Oueiniata","Çayıryaka, formerly Oynığan",-30,640,38.308423,30.699136
T. Drew Bear,Mantalos,"An ancient place, cited: BAtlas 62 C3 Mantalos",near Şeyhali,300,640,39.181077,29.960783
A.S. Esmonde Cleary,‘Bomio’,"An ancient place, cited: BAtlas 8 D3 ‘Bomio’",Cowbridge,-30,640,51.461709,-3.447355
"E.M. Meyers, J.P. Brown",Gabatha,"An ancient place, cited: BAtlas 69 B4 Gabatha",Gevat/Jebata ISR,-30,640,32.672541,35.218648
R.B. Hitchner,Aubuzza,"An ancient place, cited: BAtlas 33 C1 Aubuzza",Ain-Jezza,-30,640,35.952388,8.598432
W.V. Harris,Florentia,Florentia (modern Florence / Firenze) was founded as a colony for military veterans ca. 80 B.C. by Lucius Cornelius Sulla.,Firenze/Florence,-30,2100,43.768755,11.256929
A.S. Esmonde Cleary,Caistor,Roman town in present-day Lincolnshire. Candidate location for Bannovallum (the other being Horncastle).,Caistor,-30,640,53.497147,-0.315336
"J.P. Brown, E.M. Meyers",Geth,"An ancient place, cited: BAtlas 69 B5 Geth",Jett ISR,-30,640,32.397898,35.043867
"R.W. Mathisen, H.S. Sivan",*Nobiliacus,"An ancient place, cited: BAtlas 14 F1 *Nobiliacus",Neuillé-le-Lierre?,300,640,47.511029,0.90963
"R.W. Mathisen, H.S. Sivan",*Dolum,"An ancient place, cited: BAtlas 14 G2 *Dolum",Déols,-30,640,46.827403,1.703886
M. Drew Bear,Paneheou,"An ancient place, cited: BAtlas 77 F3 Paneheou","Banahu, SE Tahta",300,640,26.739343,31.517015
E.W. Haley,Ocelum Duri,"An ancient place, cited: BAtlas 24 F3 Ocelum Duri",Zamora?,-30,640,41.503336,-5.746286
"M. Šašel Kos, P. Kos",Tarsatica,"An ancient place, cited: BAtlas 20 B4 Tarsatica",Trsat CRO,-330,640,45.330309,14.46247
"C. Foss, S. Mitchell",Kolbasa,"An ancient place, cited: BAtlas 65 D3 Kolbasa",Kuşbaba,-330,640,37.4599246667,30.408802
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Termes,"An ancient place, cited: BAtlas 25 B4 Termes",Tiermes (Montejo de Tiermes),-330,640,41.3304855,-3.148381
C. Foss,Tzouroulon/Silta?,"An ancient place, cited: BAtlas 52 B2 Tzouroulon/Silta?",Çorlu,-330,640,41.1666897906,27.7953932947
S. Mitchell,Doara,"An ancient place, cited: BAtlas 63 E4 Doara",Duvarlı,300,640,38.2088935,34.424339
S.M. Burstein,Berenice Panchrysos?,"An ancient place, cited: BAtlas 81 F4 Berenice Panchrysos?",Daraheib SUD,-330,640,21.882527,35.205045
M. Drew Bear,Pohe,"An ancient place, cited: BAtlas 77 D2 Pohe",Kom Buha,300,640,27.501257,30.82405
H. Bender,Praha,"An ancient place, cited: BAtlas 12 H2 Praha","Praha, Prague (Bubeneč, Hrdlořezy, Kobylisy, Michle) CZE",-30,640,50.087986,14.420614
T.W. Potter,Guetna,"An ancient place, cited: BAtlas 29 E1 Guetna",Guetna,-30,640,35.392496,-0.057595
M. Drew Bear,(P)Teme,"An ancient place, cited: BAtlas 77 E3 (P)Teme",Tima,300,640,26.904908,31.444085
M. Drew Bear,Thynis/Thone,"An ancient place, cited: BAtlas 77 D1 Thynis/Thone",Tuna el-Gebel,-330,2100,27.774692,30.736688
D. Rupp,Tremithous,"An ancient place, cited: BAtlas 72 D2 Tremithous",NW Tremetousia,-330,640,35.072406,33.603765
"M. Pearce, P. Tozzi",Tannetum,"An ancient place, cited: BAtlas 39 G4 Tannetum",Taneto,-30,640,44.771748,10.455169
R.B. Hitchner,Vicus Annaeus,"An ancient place, cited: BAtlas 32 E4 Vicus Annaeus",Ksour-Dzemda,-30,640,36.263392,9.906042
"E.M. Meyers, J.P. Brown",Apollonia/Sozousa,Apollonia/Sozousa was a coastal town located between Jaffa and Caesarea. It should not be confused with the similarly named ancient site located in Cyrenaica.,Apollonia-Arsuf ISR,-30,640,32.196401,34.810758
A. Bernand,Sais,"Sais was an ancient Egyptian town located in the Western Nile Delta on the Canopic branch of the Nile river. It served as the provincial capital of Sap-Meh, the fifth nome of Lower Egypt, and became a capital during the Twenty-fourth Dynasty (ca. 732–720 BC) as well as during the Late Period. Herodotus claimed that Osiris was buried at Sais. Other Greek authors, including Plato, maintained a connection between Sais and the goddess Athena.",Sa el-Hagar,-750,2100,30.96715,30.774367
T.W. Potter,Ain el Aneb,"An ancient place, cited: BAtlas 29 G1 Ain el Aneb",Ain el Aneb,-30,640,35.576,1.824867
S. Mitchell,Antiochia ad Cragum,Antiochia ad Cragum is a city founded in 170 B.C.,Güney Köy,-330,2100,36.15330295,32.42913835
"David Braund, T. Sinclair",Yağmurlu,"An ancient place, cited: BAtlas 87 B4 Yağmurlu",Yağmurlu,-30,640,40.536895,36.810609
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Car(t)a,"An ancient place, cited: BAtlas 25 D3 Car(t)a",Santacara,-330,640,42.375252,-1.553244
"R.W. Mathisen, H.S. Sivan",Chaudes-Aigues,"An ancient place, cited: BAtlas 14 I4 Chaudes-Aigues",Chaudes-Aigues,-30,640,44.853215,3.003174
"C. Haselgrove, J. Kunow",Orolaunum,"A large settlement (vicus) of the Treveri, located at modern Arlon in Belgium.",Arlon BGM,-30,2100,49.683775,5.81633
C. Foss,Argyropolis/Bytharion?,"An ancient place, cited: BAtlas 53 A2 Argyropolis/Bytharion?",Tophane,300,640,41.026411,28.980152
"J. Fossey, J. Morin",Nikaia,"An ancient place, cited: BAtlas 55 D3 Nikaia",Ag. Triada/Palaiokastro,-550,640,38.811966,22.617322
"M. Roaf, St J. Simpson",Zenobia,"An ancient place, cited: BAtlas 91 A2 Zenobia",Halabiyya SYR,-30,640,35.666634,39.8103945
R. Müller Wollermann,Palosis,"An ancient place, cited: BAtlas 75 D3 Palosis",Bilhasa,-30,640,28.675965,30.798219
H. Bender,Pňov,"An ancient place, cited: BAtlas 12 I2 Pňov","Pňov, CZE",-30,640,50.085517,15.148262
"J.P. Brown, E.M. Meyers",Ginai(a)/Gema,"An ancient place, cited: BAtlas 69 B5 Ginai(a)/Gema",Jenin ISR,-30,640,32.461848,35.302465
G.D. Woolf,Aventicum,"An ancient settlement of the Helvetii, located between Aare and Lake Geneva. Modern Avenches in Switzerland.",Avenches SWI,-30,2100,46.88008,7.04071033333
J.H.F. Bloemers,Wijster,"An ancient place, cited: BAtlas 10 C4 Wijster",Wijster,-30,640,52.815232,6.515659
"C. Haselgrove, J. Kunow",Palaiseau,"An ancient place, cited: BAtlas 11 C4 Palaiseau",Palaiseau,-30,640,48.718875,2.233534
"P.-L. Gatier, T. Sinclair",Baka,"An ancient place, cited: BAtlas 67 B1 Baka",Eski Feke,300,640,37.814966,35.911724
"H.S. Sivan, R.W. Mathisen",Leprosum,"An ancient place, cited: BAtlas 14 G2 Leprosum","Les Arènes, Cm. Levroux",-330,640,46.974116,1.6136195
M.U. Erdosy,Kandy,"An ancient place, cited: BAtlas 5 inset Kandy","Kandy, SRI",300,640,7.285744,80.638367
"C. Foss, S. Mitchell",Bindaios,"An ancient place, cited: BAtlas 65 E2 Bindaios","Küçük Gökceli, formerly Findos",-30,640,37.8658935,30.721302
W.V. Harris,Camerinum,Camerinum was a town in Umbria on the frontiers of Picenum that was allied to Rome from 309 B.C.,Camerino,-550,640,43.140369,13.068764
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",U730,"An ancient place, cited: BAtlas 93 B1 U730","U730, IRQ",-550,640,32.2569175,45.151626
J.J. Wilkes,Sočanica,"An ancient place, cited: BAtlas 21 C6 Sočanica","Sočanica, mining settlement, bridge YUG",-30,640,43.064367,20.823063
N. Purcell,Caiatia,A Samnite town that eventually became a Roman municipium of the tribus Falerna ca. 89 B.C.,Caiazzo,-330,2100,41.178153,14.364282
H. Bender,Aguntum,Aguntum was an ancient settlement of Noricum that received municipal status under Claudius.,Dölsach/Nussdorf-Debant,-30,2100,46.8274616,12.8228592
"J. Fossey, J. Morin",Iolkos,"Iolkos was an ancient city located in Magnesia, Thessaly, Greece.",Volos Kastro,-750,640,39.366305,22.96886
T. Drew Bear,Akmonia,"An ancient place, cited: BAtlas 62 C4 Akmonia",Ahat Köy,-330,640,38.6596983333,29.7739539667
zrosalinsky,Chhim,"Village in the Sidon Hinterland in modern Lebanon inhabited from the Classical period through Late Antiquity, likely built on a sanctuary site in use during the Bronze and Iron Ages. Remains at the site include a Roman temple, a Christian basilica, and five olive oil presses.",NA,-1200,640,33.6383091814,35.4798636855
"M. Roaf, St J. Simpson",Tell Bismaya,"An ancient place, cited: BAtlas 91 G5 Tell Bismaya",Tell Bismaya,-330,640,32.4093,45.650976
E.W. Haley,Dactionum,"An ancient place, cited: BAtlas 24 D2 Dactionum",Monforte de Lemos,-30,640,42.518433,-7.510725
M. Drew Bear,Panopolis/Schmin,Capital city of the ninth (Chemmite) nome of Upper Egypt.,Akhmim,-330,640,26.5648875,31.7451755
"J. Kunow, C. Haselgrove",Vicus Voclannionum,"An ancient place, cited: BAtlas 11 G3 Vicus Voclannionum",Trier-West GER,-30,640,49.7799805384,6.61481002345
M.U. Erdosy,Kottiara,"An ancient place, cited: BAtlas 5 D5 Kottiara",Kottarakara?,-30,640,8.991778,76.777701
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Cabezo Ladrero,"An ancient place, cited: BAtlas 25 D3 Cabezo Ladrero","Cabezo Ladrero, Sos del Rey Católico",-330,640,42.497193,-1.215214
"E.M. Meyers, J.P. Brown",Karmiel,"An ancient place, cited: BAtlas 69 B4 Karmiel","Karmiel, Horvat Bata ISR",-330,640,32.907834,35.301835
P. Galliou,St-Lô,"An ancient place, cited: BAtlas 7 E2 St-Lô",St-Lô,-30,640,49.115253,-1.090132
S. Mitchell,Mousba(n)da,"An ancient place, cited: BAtlas 66 B3 Mousba(n)da","Dumlugöze, formerly Musvadı",-30,640,36.540522,32.564022
R.B. Hitchner,Thugga Terebenthina,"An ancient place, cited: BAtlas 33 D1 Thugga Terebenthina",Henchir Dougga,-330,640,35.829469,9.014215
D.J. Mattingly,Buma,"An ancient place, cited: BAtlas 38 D1 Buma","Buma, Buma el-Garbia/Buma esc-Shergia",-30,640,32.7733,22.1109
"J.P. Brown, E.M. Meyers",Dabbura,"An ancient place, cited: BAtlas 69 C3 Dabbura","Dabbura, SYR",300,640,33.048985,35.66516
T.B. Mitford,Pusatlı,"An ancient place, cited: BAtlas 64 B4 Pusatlı","Pusatlı, 25 miles SE Kayseri",300,640,38.405244,35.723728
S.T. Parker,Mothous,"An ancient place, cited: BAtlas 71 B3 Mothous",Mautah,-30,640,31.093338,35.695848
"J. Fossey, J. Morin",Gomphoi,"An ancient place, cited: BAtlas 55 B2 Gomphoi",Mouzaki,-550,640,39.436045,21.676806
"M. Pearce, P. Tozzi",Augusta Praetoria,"Augusta Praetoria (modern Aosta) was a settlement of the Salassi conquered by Rome in 25 B.C. From 24 B.C. a colony of 3,000 Roman military veterans occupied the city of Augusta Praetoria Salassorum and it became the capital of the province Alpes Graies from 11 B.C.",Aosta,-30,2100,45.737444000000004,7.3161705
"I.E.M. Edlund Berry, A.M. Small",Neretum,An ancient settlement of the Messapii in Apulia captured by the Romans in 269 BC. The Trajanic extension of the Via Appia ran through the site.,Nardo,-750,2100,40.175928,18.030423
"H.S. Sivan, R.W. Mathisen",*Geinum,"An ancient place, cited: BAtlas 14 E1 *Geinum",Gennes,-30,640,47.3429772012,-0.232585269489
M.U. Erdosy,Boragoda,"An ancient place, cited: BAtlas 5 inset Boragoda","Boragoda, SRI",300,640,7.117366,81.231243
"C. Foss, S. Mitchell",[Praetoria],"An ancient place, cited: BAtlas 65 D2 [Praetoria]",Burdur,-1750,2000,37.730496,30.3049095
R. Müller Wollermann,Tamais?,"An ancient place, cited: BAtlas 75 D2 Tamais?",Tamiya,-330,2100,29.476667,30.959842
"E.M. Meyers, J.P. Brown",Heptapegon,"An ancient place, cited: BAtlas 69 C4 Heptapegon",'En Shev'a/et Tabgha ISR,-30,640,32.867463,35.538562
R.B. Hitchner,Agbia,"An ancient place, cited: BAtlas 32 D4 Agbia",Ain Hedja,-30,640,36.3931101,9.2283934
W.V. Harris,Rusellae,"An Etruscan city captured by Rome in 294 B.C., Rusellae's >2 mile circuit of megalithic walls represent an important early instance of stone fortification walling in the Italian peninsula.",Roselle,-750,2100,42.827701,11.1594725
"C. Foss, G. Reger, S. Mitchell",Pitane,"An ancient place, cited: BAtlas 56 D4 Pitane",Çandarlı,-750,640,38.928297,26.937453
"C. Foss, S. Mitchell",Panemoteichos,"An ancient place, cited: BAtlas 65 E3 Panemoteichos",Boğazköy,-30,640,37.264347,30.500706
N. Purcell,Saepinum,"An ancient town of Samnium captured by the Romans in 293 B.C., located on the road between Beneventum and Corfinium.","Altilia, near Sepino",-550,2100,41.433541,14.617557
D.J. Mattingly,Agabis,"An ancient place, cited: BAtlas 38 D1 Agabis",el-Ghegab,-30,640,32.724784,22.022689
E.N. Borza,Negrevo,"An ancient place, cited: BAtlas 50 C1 Negrevo","Negrevo, settlement and mines MAC",300,640,41.780501,22.86489
"J. Kunow, C. Haselgrove",Noviomagus,"An ancient place, cited: BAtlas 11 C3 Noviomagus",Noyon,-30,640,49.5805595,3.001804
C. Foss,Strobilos,"An ancient place, cited: BAtlas 52 E3 Strobilos",Çiftlik,-330,640,40.654483,29.335621
H. Bender,Heiligenberg,"An ancient place, cited: BAtlas 12 B3 Heiligenberg",Heiligenberg,300,640,49.425815,8.706091
"C. Foss, S. Mitchell",Korydalla,"An ancient place, cited: BAtlas 65 D5 Korydalla",Haciveliler,-550,640,36.376674,30.273281
"Jr., F.H. Stanley, R.C. Knapp",Singili(a) Barba,"Singilia Barba was the site of a Roman municipium near Antequera, Málaga, Spain.","Cortijo del Castillón, 4 miles W Antequera",-30,640,37.032479,-4.63052115
"E.M. Meyers, J.P. Brown",Nea Come?,"An ancient place, cited: BAtlas 69 B3 Nea Come?",Nahariya ISR,-30,640,33.003565,35.095194
T. Drew Bear,Amorion,"A Hellenistic and Roman settlement that eventually prospered under the Byzantine Empire, Amorion began minting its own coins in the second century BCE. Its decline comes following a sacking in the ninth century at the hands of Caliph Al-Mu'tasim.",Hisar Köy,-330,640,39.0194184288,31.2959439908
R. Müller Wollermann,Kos,"An ancient place, cited: BAtlas 75 D2 Kos",Qai,-330,640,29.143886,30.981906
A.S. Esmonde Cleary,Alchester,"An ancient place, cited: BAtlas 8 F3 Alchester",Alchester,-30,640,51.878509,-1.173187
"E.M. Meyers, J.P. Brown",Umm el-Jimal,"Probably a Nabatean foundation, later much expanded in the Roman, Byzantine, and Early Islamic periods, this well-preserved site is located in the Jordan valley, just south of the Syrian border. Its ancient name is unknown.","Umm el-Jimal, JOR",-30,2100,32.3261513,36.3685693
E.N. Borza,Demir Kapija,"An ancient place, cited: BAtlas 50 B2 Demir Kapija","Demir Kapija, settlement, fort MAC",-550,640,41.391629,22.386782
"M. Roaf, St J. Simpson",Ishan Rishayd,"An ancient place, cited: BAtlas 91 F5 Ishan Rishayd",Ishan Rishayd,-330,640,32.758335,44.800243
A.S. Esmonde Cleary,Vertis?,"An ancient place, cited: BAtlas 8 E2 Vertis?",Worcester,-30,640,52.191989,-2.223627
E.W.B. Fentress,Thamallula Antoniniani,"An ancient place, cited: BAtlas 34 D2 Thamallula Antoniniani",Ain Toumella,-30,640,35.932949,5.030569
"F.T. Hiebert, P.L. Kohl",Sar Rustaq,"An ancient place, cited: BAtlas 99 D2 Sar Rustaq","Sar Rustaq, Diwar-i Kafir/Diwar-i Tang AFG",300,640,37.108064,69.934237
"A. Hausleiter, M. Roaf, R. Wenke",Ateshkade,"An ancient place, cited: BAtlas 94 C5 Ateshkade","Ateshkade, near Firuzabad",-30,640,28.8978665,52.522015
R.B. Hitchner,Municipium Aurelium Commodianum/Thibiuca?,An ancient city whose site is now known as Henchir-Zouitina in modern Tunisia.,Henchir-Zouitina,-30,640,36.532162,9.884781
"P. Kos, M. Šašel Kos",Bilje,"An ancient place, cited: BAtlas 20 F4 Bilje","Bilje, CRO",-30,640,45.603691,18.744933
H. Bender,Friedenhain,"An ancient place, cited: BAtlas 12 F4 Friedenhain",Friedenhain,300,640,48.931338,12.575257
