name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to,dedication
Библиотека № 16 г. Москвы,"г Москва,г Москва,пер Новоспасский,д 5",37.654459476471,55.7336848062252,"Библиотека создана по инициативе Управления культуры ЦАО города Москвы и при поддержке префектуры ЦАО в 2008 году. Свое нынешнее наименование библиотека получила в соответствии с приказом Департамента культуры города Москвы от 17 сентября 2014 года «Об упорядочении наименований государственных публичных библиотек Департамента культуры города Москвы» в связи с начавшимся процессом оптимизации сети библиотек, подведомственных Департаменту культуры города Москвы.Партнерами библиотеки являются Фонд первого президента России Б. Ельцина, Фонд М. Горбачева, учреждения культуры, органы социальной защиты, образовательные учреждения.Фонд библиотеки – около 17 849 единиц хранения.",Москва,2015-07-26T22:16:01Z,2023-02-21T06:28:47Z,NA,NA,36000,79200,36000,79200,36000,79200,36000,79200,36000,79200,36000,72000,NA
Библиотека № 36 – Культурный центр Ф. А. Искандера г. Москвы,"г Москва,г Москва,ул Правды,д 11",37.578253,55.785837,"Библиотека была открыта в 1955 году. Универсальный фонд включает около 44 000 единиц хранения. С октября 2017 года на базе библиотеки организован Культурный центр Фазиля Искандера для популяризации творчества писателя.В библиотеке работает литературная гостиная «За чашечкой чая», куда ежемесячно на встречу с читателями приходят артисты театра, музыканты. Учреждение продолжает работать с проектом «Детская библиотека». Создан детский уголок, проходят интересные мероприятия для детей. Партнером библиотеки является DAS-студия под руководством молодого актера и режиссера Дениса Сорокотягина.Каждый месяц проходят премьерные показы спектаклей, читки современных пьес.",Москва,2015-07-27T01:49:29Z,2023-02-17T09:41:36Z,NA,NA,39600,70200,39600,70200,39600,70200,39600,70200,39600,70200,NA,NA,NA
Библиотека № 72 г. Москва,"г Москва,г Москва,ул Хабаровская,д 6",37.8280627727509,55.8178243846463,"Библиотека № 72 является культурно-просветительским центром для молодежи района Гольяново. Фонд библиотеки универсален и насчитывает более 100 тысяч единиц хранения. Среди них: книги, периодические издания, аудиокниги. Возрастной ценз литературы: 14+, 16+, 18+.В структуру библиотеки входят: абонемент, читальный зал, отдел искусств. Достаточно широк спектр услуг, предоставляемых библиотекой: бесплатный «Журнальный зал «Руконт» и электронная библиотека «ЛитРес»; Wi-Fi и рабочее место для читателей с бесплатным выходом в Интернет.На базе библиотеки создан творческий союз поколений «Колос» для поддержки и развития творческого потенциала читателей, члены которого активно участвуют в просветительской жизни библиотеки: принимают участие в многочисленных мероприятиях, организованных как в стенах библиотеки, так на нестационарной основе.Любой желающий может заниматься в кружках по интересам, созданных при библиотеке, организовать свою персональную творческую выставку.В холле библиотеки расположены стеллажи для свободного обмена книгами. Библиотека частично приспособлена к посещению маломобильными группами населения. Библиотека активно сотрудничает с организациями и учреждениями, расположенными в районе Гольяново, реализует межведомственные проекты, которые актуальны и востребованы у жителей Гольяново. Библиотека приглашает всех желающих на авторские мастер-классы, в кружки и студии на платной основе:«Книжная графика»;«Волшебная кисточка»: живопись;«Игра на гитаре»;«Музыкальное развитие»;«Танцевальное вдохновение»;«Английский язык»;«Немецкий язык»;«Карате».",Москва,2015-07-22T16:43:55Z,2023-02-21T07:20:56Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Детский отдел библиотеки № 172 г. Москва,"г Москва,г Москва,ул Новаторов,д 14",37.523088,55.667188,"Библиотека расположена в двух соседних корпусах и состоит из детского и взрослого отделов. Оба отдела обладают уникальным книжным фондом, организуют культурные программы для жителей Обручевского района, проводят лекции, концерты, игры, экскурсии. Детский отдел библиотеки – это удобное, комфортное для посещения место досуга и образования для всей семьи. Для детей младшего возраста здесь организована игротека. Много внимания библиотека уделяет людям с ограниченными возможностями и социально незащищенным слоям населения. Сотрудниками библиотеки проводятся выездные мероприятия в школах, гимназиях, ЦСО и других организациях.",Москва,2015-07-27T08:49:20Z,2023-02-21T06:43:34Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека-читальня им. А. С. Пушкина г. Москва,"г Москва,г Москва,ул Спартаковская,д 9",37.671956,55.772036,"Библиотека была учреждена решением Московской городской Думы от 27 июля 1899 года к столетию со дня рождения Александра Сергеевича Пушкина. По предложению городского головы князя В. М. Голицына, для заведования читальней была избрана старшая дочь А. С. Пушкина Мария Александровна Гартунг. С осени 1912 года библиотека располагается на Елоховской площади в усадьбе, признанной памятником истории и архитектуры федерального значения. Сегодня в главном здании усадьбы расположены отдел мемориальной работы, отдел специальных проектов и культурных программ, а также администрация библиотеки. Для читателей доступны Пушкинский зал, зал литературы по истории и краеведению, зал редкой книги, компьютерный зал. Фонды насчитывают более 30 тысяч изданий. Здесь регулярно проводятся разнообразные выставки, концерты, лекции, экскурсии и другие мероприятия.",Москва,2015-07-27T13:15:56Z,2023-02-21T11:28:13Z,NA,NA,36000,75600,36000,75600,36000,75600,36000,75600,36000,75600,43200,72000,им. А. С. Пушкина
Культурный центр имени В. Я. Вульфа,"г Москва,г Москва,пер Банный,д 4",37.637811,55.785675,"История библиотеки насчитывает более 77 лет. За эти годы читальня сменила несколько адресов и, наконец, обосновалась в тихом московском Банном переулке.В конце 2011 года библиотека получила имя выдающегося деятеля российской культуры – телеведущего, кинокритика, писателя, переводчика, автора программы «Мой серебряный шар» Виталия Яковлевича Вульфа. В Культурном центре имени В. Я. Вульфа воссоздан рабочий кабинет знаменитого телеведущего. При содействии наследников Вульфа библиотека получила в дар часть его коллекции книг, которая доступна читателям. Еженедельно здесь проводятся экскурсии по экспозиции кабинета и ретропоказы выпусков программы «Мой серебряный шар».Помимо традиционных выставок, концертов, круглых столов, экскурсий и мастер-классов, здесь проходят выступления ярких представителей искусства, народных и заслуженных артистов, лауреатов различных престижных конкурсов, популярных писателей.Залы центра украшают экспозиции творческих работ современных московских живописцев. На сцене театрального зала Культурного центра имени В. Я. Вульфа выступали Федор Чеханков, Ирина Долженко, Виталий Гребенников, Ольга Прокофьева, Авангард Леонтьев, Галина Коновалова, Алла Демидова, Ирина Мирошниченко, Элина Быстрицкая, Сергей Арцибашев, Олег Рой, Мария Метлицкая, Диана Машкова и многие другие.Дают концерты, спектакли и представления молодые музыкальные и театральные коллективы и исполнители. Действует клуб любителей киноискусства, лекции в котором читает соавтор Виталия Вульфа, журналистка и писательница Серафима Чеботарь.Сегодня Культурный центр имени В. Я. Вульфа по праву считается городской площадкой, где могут собираться истинные любители литературы, театра и кино.Фонд библиотеки на начало 2022 года – 28 146 единиц хранения.",Москва,2016-04-05T13:08:49Z,2023-02-21T07:46:37Z,NA,NA,36000,79200,36000,79200,36000,79200,36000,79200,36000,79200,36000,72000,им. В. Я. Вульфа
Библиотека № 44 им. В. Г. Короленко (филиал № 3),"г Москва,г Москва,ул Смольная,д 11",37.498285,55.846062,"Библиотека была открыта для читателей в 1970 году. В настоящее время входит в состав библиотеки № 44 им. В. Г. Короленко. Универсальный фонд насчитывает 63 100 единиц хранения, представлена литература по естественным, техническим, общественно-политическим наукам, литература по искусству, художественные произведения отечественных и зарубежных авторов. Для тех, кто хотел бы развить свои творческие способности, на базе библиотеки проводятся различные культурно-массовые мероприятия в рамках творческой лаборатории «Северное сияние». Развивается краеведческое направление. Библиотека работает в тесном контакте со школой № 1583 имени К. А. Керимова, с тремя ветеранскими организациями Головинского района.Принадлежит ГБУК г. Москвы «ЦБС CАО».",Москва,2016-04-06T09:59:57Z,2023-02-21T09:16:46Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,им. В. Г. Короленко
Центральная библиотека № 15 им. В. О. Ключевского,"г Москва,г Москва,пер Большой Факельный,д 3 стр 2",37.663692,55.742635,"Библиотека основана по решению Московской городской думы в 1914 году в память о выдающемся русском историке В. О. Ключевском. Свое нынешнее наименование получила в соответствии с приказом Департамента культуры города Москвы от 17 сентября 2014 года «Об упорядочении наименований государственных публичных библиотек Департамента культуры города Москвы» в связи с начавшимся процессом оптимизации сети библиотек.Библиотека обладает богатым собранием классической и современной литературы, трудами по истории, философии, экономике и социологии. В специальном отделе искусств широко представлены книги по искусству, искусствознанию и эстетике. Имеется зал периодических изданий.Библиотека ведет большую краеведческую работу по изучению истории и достопримечательностей Таганского района, проводит познавательные пешеходные прогулки.Основные направления работы:популяризация отечественной истории посредством привлечения лучших профессоров ведущих вузов Москвы к открытым выступлениям; консолидация исторических сообществ; создание клуба попечителей проекта из числа лауреатов премии им. В. О. Ключевского Российской академии наук; проведение открытых публичных лекций; проведение ежегодных конференций; проведение исторических экскурсий.Фонд библиотеки – около 84 105 единиц хранения.",Москва,2015-07-26T21:08:00Z,2023-02-20T08:21:31Z,NA,NA,36000,79200,36000,79200,36000,79200,36000,79200,36000,79200,36000,75600,им. В. О. Ключевского
Библиотека № 97 (фонд взрослой литературы) г. Москва,"г Москва,г Москва,ул Новокосинская,д 38к2",37.870242,55.74188,"Библиотека была открыта в 50-е годы XX века. В 1988 году библиотека переехала в район Новокосино. Библиотека обслуживает более 4 000 читателей. Объем книжного фонда – 63 952 экз. Возрастной ценз литературы – 14+.Основное направление в работе – повышение общественно-культурного уровня и информированности жителей района Новокосино.Библиотека сотрудничает с Союзом писателей, Советом ветеранов района, Управой «Новокосино», школами, Колледжем № 61 им. Г. П. Вишневской и КЦСО, а также с редакцией газеты «Новокосино».В библиотеке работает литературный клуб «Книжные паруса».Вход в библиотеку оборудован пандусом для инвалидов-колясочников.",Москва,2015-07-22T21:04:04Z,2023-03-01T11:58:28Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека истории русской философии и культуры «Дом А. Ф. Лосева» (филиал № 1),"г Москва,г Москва,ул Арбат,д 33",37.5923649168374,55.7495451520583,"Библиотека истории русской философии и культуры «Дом А. Ф. Лосева» расположена в здании, являющемся памятником истории и культуры города Москвы. В этом доме с 1941 по 1988 год жил выдающийся филолог и философ А. Ф. Лосев. 23 сентября 2004 года в день рождения Алексея Федоровича Лосева, в доме на Арбате, где философ прожил почти полвека, состоялось официальное открытие Библиотеки истории русской философии и культуры «Дом А. Ф. Лосева». В ней хранится 11-тысячное мемориальное книжное собрание А. Ф. Лосева. Библиотека является общедоступной, бесплатной, специализированной. Сюда может прийти любой человек с 14 лет, независимо от места его регистрации и гражданства. Научность библиотеки – в особенностях состава фонда. Здесь собрано огромное количество специальной литературы, и именно он является основой коллекции А. Ф. Лосева. 23 сентября 2006 года во дворе библиотеки был открыт памятник А. Ф. Лосеву. В библиотеке постоянно действует экспозиция «Я сослан в ХХ век».",Москва,2016-01-19T13:17:38Z,2023-02-20T10:00:26Z,NA,NA,36000,79200,36000,79200,36000,79200,36000,79200,36000,79200,36000,72000,NA
Библиотека № 246 г. Москвы,"г Москва,г Москва,ул Маршала Конева,д 16",37.484622,55.795459,"Библиотека № 246 была основана в 1949 году.Она реализует различные просветительские, информационные, социальные программы и проекты, а также проводит культурные акции (встречи, концерты, вечера, лекции, конкурсы и т. д.). На протяжении многих лет в библиотеке успешно работают различные клубы по интересам для всех желающих: «Агора», «Иллюзион», «Моя Москва», «Собеседник», «Мастерская компьютерного гения», проводятся курсы по цифровым технологиям в рамках проекта мэра Москвы «Московское долголетие» и пешеходные прогулки-экскурсии по району Щукино (#ПрочтиРайон). Одним из важнейших направлений деятельности библиотеки является обеспечение пользователей всеми видами информации для поддержания образования и самообразования, а также пропаганда и популяризация гуманитарных знаний посредством продвижения книги и чтения по различным областям знаний.",Москва,2015-07-23T23:18:44Z,2023-02-20T06:37:59Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека № 82 (фонд взрослой литературы),"г Москва,г Москва,пр-кт Измайловский,д 83",37.8017020225525,55.7889457814932,"Библиотека гуманитарного профиля, одна из старейших в Восточном Измайлове, была официально открыта для читателей в сентябре 1965 года. Объем книжного фонда – 34 300 экз. Возрастной ценз литературы – 14+.Для читателей постоянно открыты абонемент, предлагающий литературу по всем отраслям знаний, читальный зал с фондом энциклопедических изданий и гордостью библиотеки – коллекцией дореволюционных и редких довоенных книг, а также краеведческий комплекс с музейной экспозицией предметов городского быта прошлых лет.Для проведения массовых мероприятий имеется зал, оборудованный аудио- и видеоаппаратурой.В залах библиотеки небольшими выставочными комплексами постоянно экспонируются выставки творчества читателей.Библиотека располагает справочно-библиографическим аппаратом: алфавитным каталогом, систематическим каталогом, электронным каталогом, каталогом заглавий художественных произведений.Сотрудники библиотеки проводят для своих читателей встречи с интересными людьми, выявляя их из общей массы посетителей.В зале для массовых мероприятий проходят литературно-музыкальные и тематические вечера, библиотечные уроки, творческие выставки, громкие чтения, викторины, конкурсы, творческие встречи, театральные спектакли.В библиотеке имеются рабочие места с бесплатным входом в сеть Интернет и Wi-Fi.Для читателей с ограниченными возможностями по зрению есть возможность воспользоваться бестеневой лупой и стационарным увеличителем TOPAZ.Библиотека доступна для инвалидов.Возможна печать документов в библиотеке.Кружки и клубы (культурно-досуговые формирования):«Альбион» (языковый клуб по интересам). Во вторник и пятницу с 15:00 до 18:00. От 40 до 70 лет. Бесплатно;«Зеленая лампа Измайлова» (литературно-поэтический клуб). 3-й четверг месяца в 15:00. От 25 до 80 лет. Бесплатно;«Измайловская старина» (историко-краеведческий клуб любителей старой Москвы). 4-й четверг месяца в 17:00. От 20 до 80 лет. Бесплатно;«Пчелиная среда» (экологический просветительский клуб друзей «Царской пасеки»). 1–2 раза в месяц по договоренности. От 5 до 80. Бесплатно;«Содружество» (клуб по интересам). От 18 до 85 лет. Бесплатно;вокальный ансамбль «СуперБабушки». Вторник и пятница в 13:00;хоровая группа «Ретро». В среду в 16:00;«Вторая молодость» – танцевальный час. Во вторник в 18:00;«Скерцо» – мини-театр музыкальной комедии. В четверг в 16:00;кинолекторий «Книга + кино». 1 раз в месяц в 15:00;«Соседки» (дизайн-клуб). В субботу с 14:00. От 18 до 85 лет. Бесплатно;«Все обо всем» (кружок). От 7 до 9 лет. Бесплатно;«Клуб одиноких сердец» (клуб по интересам). От 10 до 25 лет. Бесплатно;«Музыкальные встречи» (кружок). От 7 до 8 лет. Бесплатно.",Москва,2015-07-22T19:43:46Z,2023-02-21T06:25:51Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
