creators,title,description,geoContext,minDate,maxDate,latitude,longitude
R.J.A. Wilson,Parthenicum,"Ancient settlement on the north-west side of Sicily, thought to be in the area of modern Partinico, near Palermo.",Partinico,-30,2100,38.044987,13.12095
"C. Haselgrove, J. Kunow",Huy,"An ancient place, cited: BAtlas 11 F2 Huy","Huy, BGM",300,640,50.518035,5.239316
P. Galliou,Caulnes,"An ancient place, cited: BAtlas 7 D3 Caulnes",Caulnes,-30,640,48.28842,-2.154617
C. Foss,Tzouroulon/Silta?,"An ancient place, cited: BAtlas 52 B2 Tzouroulon/Silta?",Çorlu,-330,640,41.1666897906,27.7953932947
"C. Foss, G. Reger, S. Mitchell",Methymna,"An ancient place, cited: BAtlas 56 C3 Methymna","Methymna, on Lesbos GRE",-750,640,39.369167,26.176891
D. Rupp,Makaria,"An ancient place, cited: BAtlas 72 D2 Makaria",Akanthou-Moules CYX,-750,640,35.3621995,33.6572345
"C. Foss, S. Mitchell",*Teimioussa/Tristomon,"An ancient place, cited: BAtlas 65 C5 *Teimioussa/Tristomon",Üçağız,-330,640,36.197727,29.8482353333
S. Loseby,Col. Arausio,Founded as Colonia Julia Firma Secundanorum Arausio in 35 B.C.,Orange,-330,2100,44.1367875,4.8079175
R.J.A. Wilson,S. Venera al Pozzo,"An ancient place, cited: BAtlas 47 G3 S. Venera al Pozzo","S. Venera al Pozzo, thermal establishment/sanctuary?",-30,640,37.582516,15.154041
"E.M. Meyers, J.P. Brown",Iabrouda,A settlement located on the road between Damascus and Emesa.,Yabrud SYR,-720,640,33.972235,36.631147
E. Bertrand,Icidmago,"An ancient place, cited: BAtlas 17 B3 Icidmago",Usson-en-Forez,-330,640,45.389319,3.941957
R.B. Hitchner,Henchir-el-Gousset,"An ancient place, cited: BAtlas 33 C2 Henchir-el-Gousset",Henchir-el-Gousset,-30,640,34.978771,8.599717
"J.P. Brown, E.M. Meyers",Salamanestha,"An ancient place, cited: BAtlas 69 E4 Salamanestha",Sala SYR,-30,640,32.647713,36.775272
B. Isaac,Sobata,"Sobata or Shivta is an ancient city in the Negev Desert located some 43 km southwest of Beersheba. The site was enrolled as a UNESCO World Heritage site, together with Haluza, Mamshit, and Avdat, in June 2005.",Shivta/Isbeita,-330,640,30.8811698869,34.6307210599
M.U. Erdosy,Taxila,"An ancient city with the ruins of the Gandhāran city of Takṣaśilā, an important Hindu and Buddhist center. (cited: BAtlas 6 C3 Taxila)",Taxila Skt.: Takṣaśila,-330,640,33.745685,72.815207
C. Foss,Anaplous?/Promotou?,"An ancient place, cited: BAtlas 53 B2 Anaplous?/Promotou?",Arnavutköy,300,640,41.067883,29.043018
D. Rupp,Kopetra,"An ancient place, cited: BAtlas 72 C3 Kopetra","Kopetra, SE Kalavasos",-30,640,34.748793,33.312153
"H.S. Sivan, R.W. Mathisen",Iciodoro,"An ancient place, cited: BAtlas 14 F2 Iciodoro","Guerinière, Cm. Yzeures-sur-Creuse",-30,2100,46.785576,0.869809
S. Mitchell,Mataza,"An ancient place, cited: BAtlas 63 F4 Mataza","Maziköy, formerly Madazi",300,640,38.4787355,34.754597
"T. Sinclair, P.-L. Gatier",Edessa/Antiochia ad Callirhoem,"Edessa/Antiochia ad Callirhoem was an ancient settlement of upper Mesopotamia, refounded by Seleucus I Nikator.","Şanlıurfa, formerly Urfa",-2600000,2000,37.148633,38.786696
M.U. Erdosy,Chaurana,"An ancient place, cited: BAtlas 6 D2 Chaurana",Khotan CHN,-30,640,37.112392,79.922825
E.W. Haley,Pailontion,"An ancient place, cited: BAtlas 24 F1 Pailontion",Beloncio (Infiesto)?,-30,640,43.330624,-5.391312
P.O. Spann,(S)Ucia,"An ancient place, cited: BAtlas 27 A3 (S)Ucia","Casa de la Elevadora, 2 miles NE Marmolejo",-330,640,38.074265,-4.186553
M. Drew Bear,Kleopatra,"An ancient place, cited: BAtlas 77 D1 Kleopatra",W port of Hermopolis Magna,-330,640,27.776838,30.757485
E.W.B. Fentress,*Sertei,"An ancient place, cited: BAtlas 31 B4 *Sertei",Kherbet Guidra,-30,640,36.260558,4.948511
D.J. Mattingly,Bratis,"An ancient place, cited: BAtlas 38 C1 Bratis",Bratis,-30,640,32.741323,21.499428
M.U. Erdosy,Colombo,"An ancient place, cited: BAtlas 5 inset Colombo","Colombo, SRI",300,640,6.875222,79.893738
"C. Haselgrove, J. Kunow",Châtillon-sur-Marne,"An ancient place, cited: BAtlas 11 D3 Châtillon-sur-Marne","Châtillon-sur-Marne, Port-à-Binson; pottery",-30,640,49.100037,3.758707
"M. Roaf, St J. Simpson",Tell Hadhail,"An ancient place, cited: BAtlas 91 D1 Tell Hadhail",Tell Hadhail,-550,640,36.321622,41.862833
"H.S. Sivan, R.W. Mathisen",Banassac,"An ancient place, cited: BAtlas 14 I4 Banassac",Banassac,-30,2100,44.434654,3.201436
E.W.B. Fentress,Lesbi?,"An ancient place, cited: BAtlas 31 C4 Lesbi?",Tirermine Oulemouta,-30,640,36.457201,5.129934
P.O. Spann,Ilorci,"An ancient place, cited: BAtlas 27 D3 Ilorci","Lorquí? (contra Tovar 1989, 163-65)",-330,640,38.081834,-1.254941
T.W. Potter,Ksar Roumi,"An ancient place, cited: BAtlas 30 G3 Ksar Roumi",Ksar Roumi,-30,640,36.716492,3.758864
S. Mitchell,Aspenzinsos,"An ancient place, cited: BAtlas 66 E1 Aspenzinsos","Karanlıkdere, formerly Asbuzu",300,640,37.998563,34.453369
W.V. Harris,*Aurinia/Saturnia,"An Etruscan town that Dionysius of Halicarnassus claimed had been founded by the Pelasgians, Saturnia received a Roman colony in 183 BC.",Saturnia,-750,640,42.666255,11.504827
rmhorne,Dothan,"An ancient site, connected with the biblical figures Joseph and Jacob.",NA,-30,2100,32.413528,35.239861
S. Mitchell,Myrikion/Therma,"An ancient place, cited: BAtlas 63 A2 Myrikion/Therma","Yeşilyurt, formerly Kadıköy regio",300,640,39.475327,32.5083145
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Elegeia/Aegea,"An ancient place, cited: BAtlas 89 C1 Elegeia/Aegea",Pekeriç,-30,640,39.816333,40.243562
"T. Sinclair, P.-L. Gatier",Hierapolis/Kastabala,"A city of Cilicia with Hittite origins, Hierapolis/Kastabala later became part of the Cilician satrapy of the Achaemenid Empire and, later, part of the Roman empire.",Bodrum Kalesi,-330,640,37.176408,36.1873455
"A. Hausleiter, E.J. Keall, M. Roaf",Harsin/Eran-asan-kar-Kavad?,"An ancient place, cited: BAtlas 92 C2 Harsin/Eran-asan-kar-Kavad?",Harsin,-30,640,34.271825,47.580595
"J. Fossey, J. Morin",Aigai,"An ancient place, cited: BAtlas 55 F3 Aigai","Politika Kafkala (contra Bakhuizen 1985, 125-27, 134)",-750,640,38.598185,23.552631
W.V. Harris,Musarna,"Musarna is an ancient Etruscan settlement discovered in 1849 just west of Viterbo, Italy. The École française de Rome has been conducting excavations at the site since 1983.",Musarna,-750,640,42.4122179,11.9765756
"J.P. Brown, E.M. Meyers",Meron,"An ancient place, cited: BAtlas 69 B4 Meron",Meiron ISR,-30,640,32.979553,35.44815
G. Wagner,Ain Marraga,"An ancient place, cited: BAtlas 79 D3 Ain Marraga",Ain Marraga,-30,640,25.355471,30.50529
J.J. Wilkes,Trebič,"An ancient place, cited: BAtlas 21 D6 Trebič","Trebič, YUG",-30,640,43.645833,21.742131
H. Bender,Schiers,"An ancient place, cited: BAtlas 19 B3 Schiers","Schiers, SWI",300,640,46.969952,9.688604
"J. Bennet, G. Reger",*Setaea/Etis,"An ancient place, cited: BAtlas 60 F2 *Setaea/Etis",Siteia,-330,640,35.208535,26.108246
S. Mitchell,Zeila,"An ancient place, cited: BAtlas 63 F4 Zeila","Özlüce, formerly Zile",-330,640,38.4594495,34.617916
"C. Foss, G. Reger, S. Mitchell",Aigeiros?,"An ancient place, cited: BAtlas 56 C3 Aigeiros?","Kabakli, on Lesbos GRE",-750,640,39.276897,26.371949
"St J. Simpson, F. Hiebert, P.L. Kohl",Emshi tepe,"Emshi tepe is located in Jauzjan Province to the northeast of Shibarghan. Material on the site dates to the Hellenistic, Kushan, and Sassanian/Kushano-Sassanian periods.","Emshi tepe, AFG",-330,640,36.7066859268,65.7870676964
E.N. Borza,Krivi Dol,"An ancient place, cited: BAtlas 50 B1 Krivi Dol","Krivi Dol, fortified settlement MAC",300,640,41.798193,22.079389
J.H.F. Bloemers,Beilen,"An ancient place, cited: BAtlas 10 C4 Beilen","Beilen, GER",300,640,52.857888,6.515702
"F.T. Hiebert, P.L. Kohl",Durman,"An ancient place, cited: BAtlas 99 C2 Durman","Durman, AFG",-30,640,37.141183,68.817675
E.W.B. Fentress,Untitled,"An ancient place, cited: BAtlas 34 E2 unnamed feature ()",Barrington Atlas grid 34 E2,-30,640,35.795123,6.227323
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Lauro,"An ancient place, cited: BAtlas 25 H4 Lauro",Llerona,-330,640,41.647877,2.298222
A. Bernand,Taposiris Mikra,Taposiris Mikra was a town located to the east of Alexandria in the delta of the Nile river.,near Alexandria,-330,640,31.277397,30.007659
"E.M. Meyers, J.P. Brown",Ioqereth,"An ancient place, cited: BAtlas 69 B3 Ioqereth",Iqrit ISR,-30,640,33.074633,35.273812
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Ormi/[Urmia],"An ancient place, cited: BAtlas 89 H3 Ormi/[Urmia]",Urumiyeh IRN,300,640,37.55,45.1
"C. Haselgrove, J. Kunow",Altrier,"An ancient place, cited: BAtlas 11 G3 Altrier","Altrier, LUX",-30,2100,49.750289,6.327856
S. Mitchell,Nandianulus/Nazianzos,"An ancient place, cited: BAtlas 63 E4 Nandianulus/Nazianzos",Nenezigözü,-30,640,38.398047,34.3497935
"J. Bennet, G. Reger",Kydonia,"An ancient settlement on Crete inhabited since the Neolithic period, Kydonia has been a major center of Minoan, Greek, and Byzantine civilization.",Khania,-1600,2100,35.515775,24.01869
T. Drew Bear,Yakakayı Yaylası,"An ancient place, cited: BAtlas 62 E2 Yakakayı Yaylası",Yakakayı Yaylası,-30,640,39.809118,30.780067
"J. Kunow, C. Haselgrove",Beda,An ancient settlement of the Treveri. Modern Bitburg in Germany.,Bitburg GER,-30,640,49.9743810307,6.52351391266
"J.P. Brown, P.-L. Gatier",Nazala,"An ancient place, cited: BAtlas 68 D5 Nazala",Qaryateyn,-30,640,34.246269,37.250642
"E.M. Meyers, J.P. Brown",*Zizia,"An ancient place, cited: BAtlas 69 C4 *Zizia",Zeizun SYR,-30,640,32.718069,35.941378
"C. Foss, G. Reger",Astypalaia/Isthmos,"An ancient settlement on the island of Kos, in the vicinity of Kamares bay and Kefalos.",on Kos GRE,-750,640,36.7469926667,26.9587706667
"I.E.M. Edlund Berry, A.M. Small",Altamura,"An ancient place, cited: BAtlas 45 E3 Altamura",Altamura,-750,640,40.830269,16.554519
R.B. Hitchner,Masclianae,"An ancient place, cited: BAtlas 33 E2 Masclianae",Hadjeb-el-Aioun,-30,640,35.396463,9.544378
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Portuondo,"An ancient place, cited: BAtlas 25 C2 Portuondo",Portuondo,-30,640,43.406834,-2.71257
"J. Kunow, C. Haselgrove",Rotomagus,"An ancient place, cited: BAtlas 11 B3 Rotomagus",Rouen,-30,2100,49.440841,1.096451
"P. Kos, M. Šašel Kos",Ninia,"An ancient place, cited: BAtlas 20 D5 Ninia",Knin CRO,-330,640,44.038272,16.194786
"M. Šašel Kos, P. Kos",Humagum,"An ancient place, cited: BAtlas 20 A4 Humagum",Umag CRO,-30,640,45.433033,13.520182
"J.P. Brown, E.M. Meyers",Khirbet Waziya,"An ancient place, cited: BAtlas 69 B4 Khirbet Waziya","Khirbet Waziya, ISR",300,640,32.920835,35.199483
N. Purcell,Amalfitana Civitas,"An ancient place, cited: BAtlas 44 G4 Amalfitana Civitas",Amalfi,300,640,40.634361,14.60257
"Jr., F.H. Stanley, R.C. Knapp",Moura,"An ancient place, cited: BAtlas 26 C3 Moura","Moura, POR",-550,640,38.144138,-7.449427
E.W.B. Fentress,Vicus Augusti/*Castellum Medianum Matidium Alexandrianum Tilirvense?,"An ancient place, cited: BAtlas 31 C4 Vicus Augusti/*Castellum Medianum Matidium Alexandrianum Tilirvense?",Bir bou Saadia,-30,640,36.07575,5.195747
"M. Pearce, P. Tozzi",Retovium,"An ancient place, cited: BAtlas 39 D3 Retovium",Robbio?,-30,640,45.291593,8.592305
M. Drew Bear,Patrimon,"An ancient place, cited: BAtlas 77 D1 Patrimon",el-Badramuna,300,640,27.665266,30.744619
"J.P. Brown, P.-L. Gatier",Amsareddi,"An ancient place, cited: BAtlas 68 F3 Amsareddi",Amsareddi,-30,640,35.25067,38.103784
"P. Kos, M. Šašel Kos",Lauriana,"An ancient place, cited: BAtlas 20 B4 Lauriana",Lovran CRO,-30,640,45.29127,14.275837
"P.-L. Gatier, T. Sinclair",Kimar,"An ancient place, cited: BAtlas 67 D4 Kimar","Kimar, SYR",-30,640,36.421685,36.897225
"C. Haselgrove, J. Kunow",Theux,"An ancient place, cited: BAtlas 11 F2 Theux","Theux, BGM",-30,640,50.534962,5.812773
E.N. Borza,Bragylai,"An ancient place, cited: BAtlas 50 C2 Bragylai",Metallikon,-30,640,41.001146,22.851025
J.J. Wilkes,Chimaira,"An ancient place, cited: BAtlas 49 B3 Chimaira",Himara? ALB,-30,640,40.116661,19.733345
S.E. Kroll,Amol,"An ancient place, cited: BAtlas 90 H4 Amol",Amol?,300,640,36.466943,52.356944
"M. Pearce, P. Tozzi",Leucerae,"An ancient place, cited: BAtlas 39 E2 Leucerae",Lecco?,-30,640,45.852986,9.390035
R.J.A. Wilson,Treppiedi di Modica,"An ancient place, cited: BAtlas 47 F5 Treppiedi di Modica","Treppiedi di Modica, village and necropolis",300,640,36.858998,14.760772
"M. Pearce, P. Tozzi",Mantua,Mantua (modern Mantova) is a city of Etruscan origin that received Roman citizenship in 49 B.C.,Mantua,-550,2100,45.160646,10.7976015
"J.P. Brown, E.M. Meyers",Omra,"An ancient place, cited: BAtlas 69 E4 Omra",Amra? SYR,-30,640,32.903344,36.600851
E. Bertrand,Asa Paulini,"An ancient place, cited: BAtlas 17 D2 Asa Paulini",Anse-sur-Saône,-30,2100,45.936105,4.718192
"Jr., F.H. Stanley, R.C. Knapp",Ilipa Magna,Ilipa Magna was located on the right bank of the Baetis river. It is now the modern Alcalá del Río. In antiquity it was notable for silver mines located nearby.,Alcalá del Río,-550,2100,37.518215,-5.978254
M.U. Erdosy,Valaicchenai,"An ancient place, cited: BAtlas 5 inset Valaicchenai","Valaicchenai, SRI",300,640,6.971356,81.630057
E.W. Haley,Lucus Augusti,"Lucus Augusti (Lugo, Spain). The Roman walls of the city were listed as a UNESCO World Heritage Site in 2000.",Lugo,-330,2100,43.0106145,-7.5570105
"T. Sinclair, David Braund",Kerasous,"An ancient place, cited: BAtlas 87 E3 Kerasous",Gelida Kale?,-550,1200,41.05814,39.319029
C. Foss,*Hieronpotamon,"An ancient place, cited: BAtlas 86 B3 *Hieronpotamon",below Tahir,300,640,40.082671,31.690195
"C. Haselgrove, J. Kunow",Vendeuil-Caply,"An ancient place, cited: BAtlas 11 C3 Vendeuil-Caply",Vendeuil-Caply,-330,2100,49.5960876347,2.29582154321
R. Müller Wollermann,Aphrodito(polis),"An ancient place, cited: BAtlas 75 E2 Aphrodito(polis)",Atfih,-330,2100,29.408419,31.25167
jbecker,Noddule nuragic complex,A multi-period settlement site with occupation stretching from ca. 4000 B.C. to the fourth century A.D.,NA,-3000,2100,40.3873758299,9.28493975147
"J. Kunow, C. Haselgrove","Settlement at Titelberg, Luxembourg",A Celtic and Roman settlement of the Treveri (ancient name unknown) with prehistoric antecedents.,"Titelberg, LUX",-330,2100,49.53914154,5.85827878052
E.N. Borza,Hadrianoupolis,"An ancient place, cited: BAtlas 51 H1 Hadrianoupolis",Edirne TKY,-1750,2000,41.676459,26.562891
T.B. Mitford,Eulepa,"An ancient place, cited: BAtlas 64 B2 Eulepa","Gölova, formerly Palas",-30,640,39.02792,35.870839
"J.P. Brown, E.M. Meyers",Deir Serur,"An ancient place, cited: BAtlas 69 B5 Deir Serur","Deir Serur, ISR",-330,640,32.279038,35.134001
T. Drew Bear,Iskome?,"An ancient place, cited: BAtlas 62 D3 Iskome?",Akçaköy,-30,640,39.057144,30.027724
"J.P. Brown, E.M. Meyers",Qazrin,"An ancient place, cited: BAtlas 69 C4 Qazrin","Qazrin, SYR",-30,640,32.991709,35.689426
"E.M. Meyers, J.P. Brown",Nazareth,"An ancient place, cited: BAtlas 69 B4 Nazareth",Nazareth ISR,-330,640,32.701029,35.300148
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Elusa,"An ancient place, cited: BAtlas 25 F2 Elusa",Eauze FRA,-30,2100,43.861601,0.102529
S. Mitchell,Elaioussa/Sebaste,Elaioussa/Sebaste was an ancient Roman city in Asia Minor founded in the second century BC.,Ayaş,-330,640,36.487266,34.1765186667
C. Foss,Oxinas,"An ancient place, cited: BAtlas 86 B2 Oxinas",Oksina?,-30,640,41.407123,31.674661
"St J. Simpson, F. Hiebert, P.L. Kohl",Kushmeikhan,"An ancient place, cited: BAtlas 98 C1 Kushmeikhan",Köne Kishman TKM,300,640,37.893745,62.247637
P. Galliou,Portbail,"An ancient place, cited: BAtlas 7 E2 Portbail",Portbail,-30,640,49.334358,-1.699675
"C. Foss, G. Reger",Keramos,"An ancient place, cited: BAtlas 61 F3 Keramos",Ören,-550,640,37.041728,27.9562175
W.V. Harris,Phalacrinae,A Roman town in which the emperor Vespasian was born in A.D. 9.,Collicelle,-30,640,42.617277,13.158724
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Mac(h)arta/Tiberioupolis/Monokarton,"An ancient place, cited: BAtlas 89 C3 Mac(h)arta/Tiberioupolis/Monokarton",Kızıltepe,300,640,37.1924595,40.587565
R.B. Hitchner,Henchir-Ain-ez-Zaouia,"An ancient place, cited: BAtlas 32 D4 Henchir-Ain-ez-Zaouia",Henchir-Ain-ez-Zaouia,-30,640,36.408896,9.206123
T.B. Mitford,Euagina/Sebagena?,"An ancient place, cited: BAtlas 64 C3 Euagina/Sebagena?",vicinity of Gemerek,-30,640,38.521909,36.011964999999996
"T. Sinclair, P.-L. Gatier",*Kirkota,"An ancient place, cited: BAtlas 67 B3 *Kirkota",Kızıldere,300,640,36.945008,35.68204
S. Mitchell,Myous?/Myanda?,"An ancient place, cited: BAtlas 66 C4 Myous?/Myanda?","Yenikaş, formerly Crionaro",-30,640,36.137152,33.291762
"C. Haselgrove, J. Kunow",Speicher,"An ancient place, cited: BAtlas 11 G3 Speicher","Speicher, GER",-30,640,49.9356986201,6.63752398594
M. Drew Bear,Mouchonsis/Tmushons,"An ancient place, cited: BAtlas 77 G4 Mouchonsis/Tmushons",5 miles N Farshut,300,640,26.127024,32.169836
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Auca,"An ancient place, cited: BAtlas 25 B3 Auca",Somorro (Villafranca de los Montes de Oca),-330,640,42.386504,-3.309364
H. Bender,*Bedaium,"An ancient place, cited: BAtlas 19 E2 *Bedaium",Seebruck GER,-30,640,47.934824,12.477721
E.N. Borza,Doljani,"An ancient place, cited: BAtlas 50 B1 Doljani","Doljani, fortified settlement MAC",-30,640,41.720712,22.196451
David Braund,Kerkinitis?,"An ancient place, cited: BAtlas 23 G3 Kerkinitis?",Eupatoria,-750,640,45.203672,33.361389
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Tell Sharisi,"An ancient place, cited: BAtlas 89 D4 Tell Sharisi","Tell Sharisi, SYR",-30,640,36.906295,41.359539
E. Bertrand,Brigantio,"An ancient place, cited: BAtlas 17 G2 Brigantio",Notre-Dame de Briançon,-30,640,45.532064,6.473626
"H.S. Sivan, R.W. Mathisen",Murs,"An ancient place, cited: BAtlas 14 G2 Murs",Murs,-330,640,46.9146800425,1.1607662093
"H.S. Sivan, R.W. Mathisen",Le Rozier,"An ancient place, cited: BAtlas 14 I4 Le Rozier",Le Rozier,-30,2100,44.1905125,3.207509
"E.M. Meyers, J.P. Brown",Emmatha,"An ancient place, cited: BAtlas 69 C4 Emmatha",el-Hammeh JOR,-30,640,32.684043,35.665625
G. Wagner,Balat,"An ancient place, cited: BAtlas 79 inset Balat",Balat,-30,640,25.599839,29.296487
"M. Roaf, St J. Simpson",Tell Miskin/Maskin?,"An ancient place, cited: BAtlas 91 F4 Tell Miskin/Maskin?","Tell Miskin, Tell Miskin",-30,640,33.902289,44.355517999999996
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",Tulul al-Ajjaz,"An ancient place, cited: BAtlas 93 B2 Tulul al-Ajjaz","Tulul al-Ajjaz, IRQ",-30,640,31.589977,45.318178
A.S. Esmonde Cleary,Owmby,"An ancient place, cited: BAtlas 8 G1 Owmby",Owmby,-30,640,53.374291,-0.498618
A.S. Esmonde Cleary,Durolitum,"The site of a Romano-British Settlement is located at Little London, Chigwell. The site is located above the flood plain of the River Roding.",Chigwell,-30,640,51.558448,-0.006928
"J.P. Brown, P.-L. Gatier",Jerade,"An ancient place, cited: BAtlas 68 C2 Jerade",Jerade,300,640,35.731718,36.711832
E. Bertrand,Col. Vienna,A settlement of the Allobroges in Gallia Narbonensis that became a Roman colony in 47 BC.,Vienne,-550,2100,45.5245105,4.875982
T. Drew Bear,*Zemmeana,"An ancient place, cited: BAtlas 62 D3 *Zemmeana","Çayırbaşı, formerly Zemme",-30,640,39.108401,30.0826
D.F. Graf,Abu el-Nusur,"An ancient place, cited: BAtlas 76 G1 Abu el-Nusur","Abu el-Nusur, JOR",-330,640,30.008124,35.487534
R.B. Hitchner,Hippo Diarrhytus,Hippo Diarrhytus was an ancient port located on the coast of North Africa. The site is now occupied by the city of Bizerte in Tunisia.,Bizerte,-330,640,37.276147,9.873108
R.B. Hitchner,Thizika,Thizica was a civitas in the Roman province of Africa Proconsularis.,Ain-Tachegga,-330,640,37.003737,9.702008
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Zir tepe,"An ancient place, cited: BAtlas 89 H4 Zir tepe","Zir tepe, near Latch village IRN",300,640,36.987336,45.742223
"I.E.M. Edlund Berry, A.M. Small",Diria?,"An ancient place, cited: BAtlas 45 F3 Diria?",Monopoli,-30,640,40.95483995,17.2949039
W.M. Murray,Çukë e Ajtojt,"An ancient place, cited: BAtlas 54 B2 Çukë e Ajtojt","Çukë e Ajtojt, ALB",-750,640,39.700577,20.136366
R.B. Hitchner,Henchir-Sidi-Abd-el-Basset,"An ancient place, cited: BAtlas 32 E3 Henchir-Sidi-Abd-el-Basset",Henchir-Sidi-Abd-el-Basset,-330,640,36.875004,9.646291
"I.E.M. Edlund Berry, A.M. Small",Blanda,"Blanda was an ancient city of Lucania, although Pliny the Elder and Ptolemy differ as to its placement; the former places it near the coast, the latter inland. Modern scholars are in agreement that Ptolemy was incorrect. It is to be identified with the significant archaeological site at Palecastro di Tortora in modern Italy.",Palecastro di Tortora,-750,2100,39.929308,15.778558
A.S. Esmonde Cleary,Bannovallum,"Site of Roman settlement attested in the Ravenna Cosmography, referring to either of the small towns situated at Caistor or Horncastle in Lincolnshire.",Horncastle,-30,640,53.20809,-0.114724
C. Foss,Kampos,"An ancient place, cited: BAtlas 53 A3 Kampos",Veliefendi,300,640,40.983338,28.878683
C. Foss,Metroon/Aulia,"An ancient place, cited: BAtlas 86 B2 Metroon/Aulia",near Köseağzı,-30,640,41.346777,31.481785
T. Drew Bear,*Skodrena,"An ancient place, cited: BAtlas 62 A3 *Skodrena",Yemişli,-30,640,39.237523,28.983003
