title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
Хошань Хуан Я (2021),yellow,100,23760,"«Желтые почки горы Хошань» из провинции Аньхой, урожай 2021 г. В сухом виде: среднего размера, глянцевые, остроконечные, желтовато-оливковые почки. Аромат интенсивный, орехово-бисквитный. Настой прозрачный, оттенка белого винограда. Букет готового чая утонченный и сложный, пряно-травянистый с цветочными, бисквитными и ореховыми нотками. Аромат нежный, орехово-травянистый. Вкус тонкий, объемный, маслянистый, сладковатый, чуть вяжущий, с легкой кислинкой. Послевкусие очень устойчивое и сочное. Заваривать горячей водой (70-80°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Превосходный церемониальный чай для тех искушенных ценителей, кто ищет чего-то особенного, тонкого и прекрасного.",3,6,60,,,40,,40,,,,,,,,,,60,,,,,,,,,,,80,,,,,,,,,,,
Лаошу Цзинь Цзюнь Мэй,red,0,7100,"В сухом виде: мелкие, тонкие, коричневые почки с рыжим пушком. Аромат интенсивный, медово-бисквитный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, древесно-ягодный, с медовыми, цветочными, бисквитными, цитрусовыми и пряными нотками. Аромат интенсивный, медово-ягодный. Вкус плотный, гладкий и сладкий, с нежной терпчинкой, цитрусовой кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Отличный выбор для церемонии гунфуча – многогранный, согревающий, расслабляющий.",10,7,80,80,60,,,,,,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Чэнь Мэй Чжань (2009),ulun,90,4890,"Выдержанный, сильно-ферментированный улун из чайного региона Уишань, в качестве сырья использованы побеги сорта Мэйчжань. В сухом виде: крупные, темно-коричневые чайные листья продольной скрутки. Аромат интенсивный, хлебный, с ноткой сухофруктов. Настой прозрачный, оттенка желтой охры. Букет готового чая теплый, многогранный, с нотками жареных тостов, пряных трав, осенних листьев, орехов и сухофруктов. Аромат теплый, хлебно-пряный. Вкус плотный, мягкий, шелковистый, сладковатый, минеральный, с легкой фруктовой кислинкой. Заваривать горячей водой (92-95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 5-7 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие согревающее, расслабляющее.",2,6,,,,,,60,,,,,,60,40,,,40,,80,,,,,,,,,,,,,,,,,,,,
Бай Цзи Гуань Янь Лун,ulun,88,4000,"«Белый Петушиный Гребешок» – один из самых оригинальных и редких сортов в истории Уишань, или, как говорят в Китае, сяо пин чжун, ориентированных на узкий круг искушенных любителей и гурманов. Известен со времен правления династии Цин наряду с Да Хун Пао, Шуй Цзин Гуй и Те Ло Хань. По внешнему виду чайный куст Бай Цзи Гуань сильно отличается от своих собратьев: его весенние побеги очень светлого салатового оттенка растут плотно друг к другу, листики изогнутые и направлены вверх, по форме действительно напоминают петушиные гребешки. Чайная легенда объясняет это сходство чудесным превращением погибшего в схватке с орлом белого петуха в чайный куст, спасающий от множества болезней. «Бай Цзи Гуань – Янь Лун» – авторский чай от фермера по имени Янь Лун (Дракон Утесов). В процессе обработки прошел через многократную скрутку, умеренную ферментацию и длительный прогрев при невысоких температурах. В сухом виде – красно-коричневые и зеленовато-бурые жгутики скрученных листиков среднего размера. Аромат интенсивный, хлебно-пряный с цветочной ноткой. Настой прозрачный, оттенка желтого винограда. Букет готового чая яркий, многогранный, пряно-бисквитный с древесными, ягодными и цветочными нотками. Вкус плотный, мягкий, обволакивающий, маслянистый, немного вяжущий, сладковатый, с нежной фруктовой кислинкой. Аромат интригующий, теплый, пряно-цветочный. Долгое, сочное послевкусие. Заваривать кипятком 90-95°С в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 4-5 гр. на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 7-8 завариваний. Роскошный церемониальный чай – яркий, интересный и сильный. Для того, чтобы по достоинству оценить тонкую игру его вкуса и глубину воздействия, необходим некоторый опыт взаимодействия с коллекционными сортами и два-три часа свободного времени.",1,4,80,,,60,,60,,,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Гаошань Уи Хун,red,88,2390,"Красный чай «Высокогорный» (чайный район Уишань, провинция Фуцзянь). Урожай: весна 2021. В сухом виде: среднего размера, темно-лиловые жгутики скрученных чайных листьев. Аромат интенсивный, фруктово-древесный с цветочной ноткой. Настой прозрачный, янтарного оттенка. Букет готового чая многогранный и яркий, хлебно-пряный, с цветочными, медовыми, бисквитными и цитрусовыми нотками. Аромат нежный и теплый, хлебно-пряный с нотками цветов и цитрусов. Вкус тонкий, объемный, маслянистый, сладковатый, приятно вяжущий, с лимонной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 9 завариваний. Отличный выбор для церемониального чаепития: тонкий, многогранный и очень ароматный.",2,5,,60,80,80,,60,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,
"Юлэшань Шэн Ча, шэн пуэр с горы Юлэ (2022)",puer,96,930,"В сухом виде: очень большие, бурые скрученные листья с длинными, тонкими черенками, серебристо-бежевые почки. Аромат сдержанный, пряно-травянистый с цветочными и копчеными нотками. Настой прозрачный, светлого виноградного оттенка. Букет готового чая свежий, пряно-травянистый, с цветочными, ореховыми и фруктовыми нотками. Аромат нежный, пряно-травянистый. Вкус плотный, маслянистый, немного терпкий, с легкой цитрусовой горчинкой, кислинкой зеленых яблок, нюансами специй и сочным послевкусием. Заваривать горячей водой (90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего, начиная с экспозиции в 5 секунд и доведя время до 3 минут, можно заварить 7 раз. Воздействие освежающее, тонизирующее, очень гармоничное.",3,6,,,,40,60,80,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Жоу Гуй Ба Хао,ulun,90,3400,"Сильно-ферментированный улун из побегов сорта Жоугуй, средний огонь. В сухом виде: крупные, темно-коричневые чайные листья продольной скрутки. Аромат сдержанный, фруктово-бисквитный. Настой прозрачный, оттенка желтой охры. Букет готового чая теплый, многогранный, фруктово-пряный с цветочными, ореховыми и табачными нотками. Аромат теплый, сложный, фруктово-пряный. Вкус плотный, маслянистый, сладковатый, минеральный, с легкой фруктовой терпчинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (92-95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие согревающее, медитативное.",3,6,,,,80,80,80,,,,,,,,,,60,,,,,,,,,,,,40,,,,,,,,,,
Чао Ча Бай Е Я,ulun,86,1300,"Сделан в округе Мэйчжоу из весенних почек сорта Бай Е по аутентичной технологии чао ча. В сухом виде: мелкие, красновато-коричневые фрагменты скрученных почек, тонкие черенки. Аромат интенсивный, острый, пряно-цветочный. Настой прозрачный, каштаново-лилового оттенка, в процессе заваривания желтеет. Букет готового чая яркий, многогранный, пряно-цветочный, с фруктовыми, ореховыми, бисквитными, табачными и древесными нотками. Аромат сложный, фруктово-цветочный. Вкус плотный, терпкий, сладковатый, с ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Для первого дайте настояться в течение 8-10 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний. Воздействие согревающее, тонизирующее.",1,4,60,,,,80,80,,,80,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Е Шэн Янь Ча,ulun,90,2390,"«Дикорастущий Утёсный Чай» сделан из листьев аутентичного чайного куста, в диком виде произрастающего в разных местах уишаньского заповедника. В процессе обработки прошел через умеренную ферментацию и прогрев на углях при относительно невысоких температурах. В сухом виде: среднего размера темно-коричневые жгутики скрученных листиков. Аромат сухого чая теплый, хлебно-пряный. Настой прозрачный, оттенка гречишного меда. Букет готового чая теплый, хлебно-пряный с древесной и яблочной ноткой. Аромат спокойный, глубокий и теплый, на стенках остывающей чашки – нежный, пряно-цветочный. Вкус сочный и мягкий, шелковистый, сладковатый, с легкой лимонной кислинкой. Сочное, освежающее послевкусие. Заваривать горячей водой (95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4-5 гр. на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат на протяжении 7-8 заварок. Отличный церемониальный уишанец – мягкий, утонченный, эмоциональный. Понравится всем тем, кто любит утёсный чай, но буйству огня и крепости скал предпочитает их тонкую, цветочную составляющую. Видео-сюжеты, снятые во время последнего осеннего путешествия в заповедник Уишань Прогулка по горам Уишань. Часть 1, Прогулка по горам Уишань. Часть 2.",2,4,,,,,40,60,,,40,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
Циньшоу Шу Ча (2020),puer,76,780,"В сухом виде: небольшие, коричневые, скрученные листики, рыжие почки и тонкие черенки. Аромат сдержанный, орехово-древесный. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с хлебными, фруктовыми и пряными нотками. Аромат теплый, орехово-древесный. Вкус мягкий, бархатистый, сладковатый, с нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 6-7 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, мягкое тонизирующее.",5,7,,,,,40,,60,,80,,,,60,,,60,,,,,,,,,,,,,,,,,,,,,,
Лаохэ Баочжун Лао Ча (1985),ulun,80,18500,"В сухом виде: среднего размера скрученные, красно-коричневые чайные листья тонкими черенками. Аромат очень сдержанный, фруктово-древесный. Настой прозрачный, янтарно-желтого оттенка. Букет готового чая зрелый, многогранный, фруктово-древесный, с бальзамическими, коньячными, пряными и ванильными нотками. Аромат сложный, теплый, фруктово-пряный. Вкус плотный, мягкий, шелковистый, сладковатый, с тонкой кислинкой и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 12 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие согревающее, умеренно тонизирующее.",10,6,,,,,80,,60,,80,,,,,,,,60,,,,,,,,,,,,,60,,,,,,,,
"Цзюнь Шань Инь Чжэнь 4, 2005",green,86,6840,"Выдержанный желтый чай «Серебряные иглы с острова Цзюньшань» из провинции Хунань. В сухом виде: тонкие, остроконечные, бурые почки. Аромат сдержанный, древесный с копченой ноткой. Настой прозрачный, очень светлого виноградного оттенка. Букет готового чая выдержанный, пряно-травянистый с копчеными, ореховыми и фруктовыми нотками. Аромат спокойный, пряно-травянистый. Вкус плотный, шелковистый, сладковатый, с нежной терпкостью виноградной кожицы, прохладой мяты и сочным послевкусием. Заваривать горячей водой (70-75°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4-5 г на 100 мл. Для первого раза настоять 30 секунд, после чего, начиная с экспозиции в 5-7 секунд и доведя время выдержки до 2 минут, можно заварить еще 8-9 раз. Воздействие легкое тонизирующее, медитативное.",5,5,,,,,40,80,,,,,,,,,,40,,,,,,,40,,,,,,,,,,,,,,,
"Янтра Габа Улун, Таиланд (зима 2023)",ulun,96,1670,"В сухом виде: крупные, тяжелые, красно-коричневые шарики скрученных чайных побегов. Аромат интенсивный, фруктовый. Настой прозрачный, оттенка желтой охры. Букет готового чая яркий, многогранный, фруктово-ягодный с цветочными, древесными и цитрусовыми нотками. Аромат теплый, фруктово-цветочный. Вкус плотный, гладкий и сладкий, шелковистый, с сочной кислинкой и освежающим послевкусием. Заваривать горячей водой (92-95°С) в чайнике из пористой глины с толстыми стенками. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний.",5,7,,,60,80,100,,,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Чэнь Нянь Лао Ча (1983),ulun,0,13700,"В сухом виде: мелкие темно-коричневые комочки скрученных чайных побегов. Аромат сдержанный, древесный с ноткой сухофруктов. Настой прозрачный, охристо-желтого оттенка. Букет готового чая зрелый, многогранный, пряно-древесный, с коньячными, фруктовыми, кофейными и бальзамическими нотками. Аромат теплый, сложный, пряно-древесный. Вкус плотный, мягкий, шелковистый, сладковатый, немного пряный, с фруктовой кислинкой – сильно меняется на протяжении чаепития, раскрывается постепенно, играя разными гранями. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 30 секунд, после чего, начиная с экспозиции в 10 секунд и доведя время заваривания до 2 минут, можно заварить 10 раз. Превосходный выдержанный чай для гурманов и искушенных ценителей.",10,6,,,,,,80,,,100,,,80,,,,,40,,,,,,,,,,,,,80,,,,,,,,
Тяньчи Улун,ulun,100,6900,"Высокогорный улун «Небесное озеро», весенний урожай 2023. В сухом виде: небольшие, оливково-зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с пряными, ореховыми и фруктовыми нотками. Аромат яркий, пряно-цветочный. Вкус плотный, мягкий, маслянистый, сладковатый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 10 завариваний. Воздействие освежающее, легкое тонизирующее, самое позитивное.",3,6,,,,80,80,80,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Хуан Чжисян,ulun,0,1860,"Сильно-ферментированный улун «Хуанчжисян» («Аромат цветка Хуанчжи»,) урожай 2023 года. В сухом виде: крупные, лилово-коричневые жгутики скрученных чайных листьев. Аромат интенсивный, фруктово-цветочный. Настой прозрачный, светлого оттенка красного дерева. Букет готового чая яркий, цветочно-ягодный с нотками пряных трав и древесных смол. Аромат глубокий и теплый, цветочно-ягодный. Вкус плотный, в меру терпкий, пряный, сладковатый, с ягодной кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",3,6,,,,80,,80,80,,,80,,,,,,,80,,,,,,,,,,,,,,,,,,,,,
