name,address,longitude,latitude,description,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Районная детская библиотека с. Новошешминск,"Респ Татарстан,р-н Новошешминский,с Новошешминск,ул Заливная,зд 4",51.228702,55.0642,"Детская библиотека была основана в 1915 году. Фонд включает 11 067 экземпляров художественной литературы, из них 8 004 – на русском языке, 3 015 – на татарском, 32 – на чувашском, 8 – на марийском, 8 – на английском. Есть журналы (737 экземпляров), диски и аудиокассеты. Библиотеку посещают более 3 000 человек.Детская библиотека – информационный и культурно-просветительный центр. Удаленным пользователям предоставляются онлайн-услуги: регистрация, виртуальная справка и абонемент. В библиотеке проводятся мастер-классы, конкурсы, буккроссинги, книжные выставки и другие мероприятия.В читальном зале оформлены постоянно действующие выставки – здесь всегда можно найти интересную книгу для чтения. Также экспозиции оформляются к важным датам, помогая полнее раскрыть библиотечный фонд по выбранной теме.",2022-03-02T15:11:03Z,2023-01-31T13:01:16Z,08:00:00,16:15:00,08:00:00,16:15:00,08:00:00,16:15:00,08:00:00,16:15:00,08:00:00,16:00:00,,,,
Килеевская библиотека,"Респ Татарстан,р-н Балтасинский,с Килеево,ул Г.Тукая,зд 33/3",50.294849,56.304965,"История Килеевской сельской библиотеки начинается с военных лет. В те годы в селах были избы-читальни. Читальня находилась в деревне Нурмабаш, руководил ей Ганиев Фатхрахман. В послевоенные годы в 1953 году библиотека впервые открылась в деревне Пускань. В 1957 году ее перевели в деревню Нурмабаш. Библиотеку принял Тагир Закиевич Галеев. Нурмабашская библиотека существовала до 1989 года, а в этом году ее перевели в Килеевский дом культуры. С ноября 1996 года в Килеевской сельской библиотеке работает Миляуша Вагизовна Маннанова. На 1 января 2021 г. фонд составляет 9660 единиц, число посетителей – 6371 человек.",2021-03-24T12:12:12Z,2023-02-22T08:31:03Z,08:00:00,15:00:00,08:00:00,15:00:00,08:00:00,15:00:00,08:00:00,15:00:00,08:00:00,15:00:00,08:00:00,15:00:00,,
Мюдовская сельская библиотека-филиал № 4,"Респ Татарстан,р-н Аксубаевский,п Мюд,ул Центральная,д 33",50.782949,54.708805,"Мюдовская сельская библиотека-филиал № 4 была основана в 1957 году. В 1965 году была переведена в здание нового клуба, в 1979 году переехала в здание школьного интерната. Первым заведующим был В. Н. Исаенков. В настоящее время библиотекарем работает З. З. Валиева. Книжный фонд составляет 8 263 экземпляра. Количество читателей – 338 человек. Библиотека проводит работу по нравственно-эстетическому и военно-патриотическому воспитанию, краеведению. Здесь проходят викторины, беседы, познавательные программы, акции, конкурсы, экскурсии. Читатели библиотеки принимают активное участие в районных конкурсах.",2021-04-26T10:12:23Z,2023-01-30T07:53:46Z,,,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,,
Кукчинская сельская библиотека,"Респ Татарстан,р-н Тюлячинский,с Кукча,ул Шоссейная,д 67А",50.1631205448879,55.863308014058,"Кукчинская сельская библиотека начала работу в 1930 году. Располагается в здании, в котором также находится Дом культуры.В настоящее время фонд насчитывает 9 800 книг, из них 6 312 – на русском языке, 3 431 – на русском языке, 2 – на английском языке. В 2021 году поступило 356 новых экземпляров. Количество читателей – 331 человек, для них созданы все условия. Периодические издания также поступают в библиотеку, из них 7 – на татарском языке. Библиотека теплая, светлая, есть моноблок. Работает клубное объединение для дошкольников «Сказочное слово». Ведется работа над грантом «Мое село – территория успеха».",2021-05-20T16:09:08Z,2023-08-30T13:39:23Z,,,13:00:00,21:00:00,13:00:00,21:00:00,13:00:00,21:00:00,13:00:00,21:00:00,13:00:00,21:00:00,13:00:00,21:00:00
Детская библиотека Дрожжановского района,"Респ Татарстан,р-н Дрожжановский,с Старое Дрожжаное,ул Дзержинского,д 3",47.562587,54.726049,"Детская библиотека была основана в 1939 году.Ее фонд включает 13 108 экземпляров.Количество посетителей – 1386 человек.Обслуживание ведется через абонемент, читальный зал, постоянно действуют передвижные библиотеки – в подготовительных группах детских садов, в оздоровительных лагерях и в школах. Литература для читателей подобрана с учетом возрастных категорий. Работают два клуба по интересам: «Фантазеры», «Книголюб».Детская библиотека проводит мастер-классы, викторины, круглые столы, познавательные игровые программы, театрализованные программы, уроки мужества, фотовыставки, встречи с самобытными поэтами, онлайн-мероприятия и т. д. С 2017 года библиотека начала выдавать единые читательские билеты. Имеется доступ к сети Интернет.",2021-03-30T06:41:51Z,2023-02-22T08:36:59Z,08:00:00,16:15:00,08:00:00,16:15:00,08:00:00,16:15:00,08:00:00,16:15:00,08:00:00,16:15:00,,,,
Старочукалинская сельская библиотека,"Респ Татарстан,р-н Дрожжановский,с Старые Чукалы,ул Коминтерна,влд 18",47.5385049203876,54.6510552480845,"В 1933–1934 гг. в стране началась культурная революция, которая заключалась в борьбе с безграмотностью населения. В селах начали открываться очаги культуры – клубы и библиотеки. Старочукалинская сельская библиотека была основана в 1933 году как изба-читальня. Сначала книг было очень мало. Люди приносили в библиотеку книги, которые имелись у них дома, и постепенно она начала обслуживать население. Нынешняя библиотека открылась в 1971 году и находится в здании сельского Дома культуры. Библиотекарь – Гафурова Рамиля Ирфановна. Библиотечный фонд составляет 10 210 экземпляров книг. Для читателей работает клуб по интересам «Туган тел». Число посетителей за год – 6 050.Сотрудники проводят для посетителей различные мероприятия, ведется работа с детьми с ограниченными возможностями и пожилыми людьми, функционирует передвижная библиотека.",2021-04-13T07:47:54Z,2023-02-22T09:44:13Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:55:00,14:00:00,,
Нурлатская сельская библиотека – филиал № 26,"Респ Татарстан,р-н Буинский,с Нурлаты,ул Центральная,д 14",48.172346,55.034059,"С 1926 года в деревне работала изба-читальня, библиотекарем тогда был Шарафутдинов. С тех пор библиотечное обслуживание усовершенствовалось, значительно повысился уровень использования книжных фондов. С 2005 года библиотекарь Нурлатской сельской библиотеки – Афлиева Р. А. Сегодня фонд насчитывает 11 100 книг, количество посетителей в библиотеке составляет за год 12 750 человек, количество читателей – 561 человек. В библиотеке постоянно оформляются книжные выставки, проводятся читательские литературные вечера, викторины, обзоры литературы. Сельская библиотека обслуживает 2 передвижных пункта выдачи книг.",2021-04-01T18:01:33Z,2023-02-02T11:55:12Z,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00
Сухокурналинская сельская библиотека – филиал № 27,"Респ Татарстан,р-н Алексеевский,с Сухие Курнали,ул Заки Кутлина,д 24А",50.025444,55.15089,"В центре села Сухие Курнали Алексеевского района, на 2 этаже сельского дома культуры находится Сухокурналинская сельская библиотека. Читальный зал совмещен с библиотекой, в нем может разместиться 10 человек, есть «Детский уголок», в котором можно не только почитать, но и поиграть. В библиотеке проводятся различные мероприятия: это часы информации, литературные вечера, квесты, акции, флешмобы, посетителями являются читатели от 6 лет и старше. Учреждение занимается нравственным, патриотическим, эстетическим и экологическим воспитанием детей и молодежи. Является информационным центром. Фонд – 7 100 экземпляров книг и документов на русском, татарском и других языках.",2021-11-03T15:59:21Z,2023-02-20T11:42:26Z,,,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00
Энтугановская сельская библиотека – филиал № 43,"Респ Татарстан,р-н Буинский,с Энтуганы,ул Центральная,д 14",47.8584214484098,54.9110865048587,"Энтуганская сельская библиотека была основана в 1966 году.Первым библиотекарем была Фахрутдинова Гульнур Киямовна.1973 году библиотеку перевили в новое здание Дома культуры.В зоне обслуживания один населенный пункт село Энтуганы. В настоящее время в библиотеке учитывается 10870 книг.Всего посещаемость – 446 человек. Энтуганская сельская библиотека сотрудничает с самыми различными учреждениями, организациями,работает совместно с администрацией села, школой, детсадом. Проводятся дни открытых дверей, выставки книг,тематические вечера, викторины. Библиотека живет активной жизнью . Активно участвует в общественной жизни города, района и села, являясь основным центром информации.",2021-04-04T10:04:59Z,2023-02-21T08:06:36Z,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00
Среднекашировская сельская библиотека,"Респ Татарстан,р-н Сармановский,д Средний Кашир,ул Хади Такташа,д 38а",52.506205,55.159388,"Первая библиотека в деревне была открыта в 1957 году в деревянном здании. Первым библиотекарем был учитель Габбасов Гайса, кавалер ордена Ленина. Библиотека на селе – информационное, культурно-просветительное, образовательное учреждение – выполняет все свои функции. Для привлечения читателей в библиотеку и удовлетворения их запросов библиотека использует самые разные формы работы. В 1983 году библиотека переселилась в одну комнату нового здания сельского клуба. В настоящее время книжный фонд составляет 9115 экземпляров книг и периодики. Библиотека ведет работу по обслуживанию читателей: выдача книг и периодики, проводятся беседы и обзоры книжных выставок, организованных на различные темы и в связи с юбилеями поэтов и писателей, проводятся творческие и спортивные игры, круглые столы. Библиотека принимает участие в различных конкурсах и акциях разного уровня",2022-03-27T18:34:05Z,2023-02-21T13:01:21Z,,,08:00:00,16:00:00,,,08:00:00,16:00:00,,,08:00:00,16:00:00,,
Хузангаевская сельская библиотека,"Респ Татарстан,р-н Алькеевский,с Сиктерме-Хузангаево,ул Майская,д 1а",49.8576569874191,54.7697248279739,"Первая библиотека была открыта в 1880 году по инициативе учителя Сихтерминской двухклассной школы И. С. Бургановского. Большую помощь в формировании книжного фонда оказал И. Я. Яковлев, и несколько десятков книг подарил библиотеке отец Ленина – И. Н. Ульянов. В 1904–1906 годах из средств известного российского книгоиздателя Ф. Ф. Павленкова была сформирована народная бесплатная библиотека. В 1918 году создали народный дом, а при нем находилась библиотека. В 2002 году открылось новое здание, в котором разместились клуб, музей имени П. П. Хузангая и библиотека.Сельская библиотека занимает площадь 32 кв. м. Она оснащена компьютером и принтером. Здесь проводится много интересных мероприятий: литературные часы, вечера, конкурсы, беседы, книжные выставки и т. д. Фонд – 6 771 экземпляр книг, 5 наименований газет и журналов. Он систематически пополняется новыми изданиями. Имеется литература на русском, чувашском и татарском языках. Количество пользователей – 225 человек.",2021-04-22T10:56:29Z,2023-08-29T09:37:43Z,10:00:00,20:00:00,,,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00
"Альметьевская городская библиотека, филиал № 5","Респ Татарстан,р-н Альметьевский,г Альметьевск,пр-кт Габдуллы Тукая,д 37",52.31375,54.897956,"Городская библиотека-филиал № 5 – это библиотека для взрослой категории читателей микрорайона № 6. Филиал был открыт в 1968 году в общежитии завода «Алнас». В настоящее время здесь традиционно осуществляется информационное обслуживание учеников и педагогического коллектива школы № 10, жителей ТОСМС № 6, учащихся медколледжа, студентов филиалов Нефтяного института им. Губкина. Основная работа филиала направлена на совершенствование организации обслуживания пользователей. При этом изучаются потребности читателей, ведется индивидуальное, групповое и массовое библиотечное обслуживание, а также выставочная работа. Фонд составляет 14 784 экземпляра книг и брошюр. Работают 2 зала – абонемент и читальный зал. Количество читателей на 2020 год составило 2 387 человек.",2021-04-08T09:02:47Z,2023-02-14T15:11:31Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,,
Тимершикская сельская библиотека,"Респ Татарстан,р-н Сабинский,с Тимершик,ул Пионерская,зд 19а",50.350158,56.049822,"Тимершикская библиотека начала работать в 1969 году, а в 2015 году переехала в новое здание – многофункциональный центр. В фонде насчитывается 8 834 книги – любую из них можно взять домой и прочесть. Тимершикская библиотека – это важное информационное, культурно-просветительское и образовательное учреждение деревни. Сотрудники находятся в постоянном поиске новых форм и методов работы с читателями, отвечающих современным требованиям. Для привлечения пользователей и удовлетворения их запросов библиотека использует самые разные формы работы. Большую роль в обслуживании играют тематические выставки.",2022-03-03T10:49:07Z,2023-03-21T06:20:04Z,13:00:00,22:00:00,13:00:00,22:00:00,13:00:00,22:00:00,13:00:00,22:00:00,13:00:00,22:00:00,13:00:00,22:00:00,,
Николаевская сельская библиотека – филиал № 20,"Респ Татарстан,р-н Мензелинский,с Николаевка,ул Мирная,д 45",53.18154,55.528192,"Название села связано с именем помещика Николая Евменьевича Можарова. Село, будучи русским населенным пунктом, основано на землях, купленных братьями Матвеем и Никитой Можаровами в 1784–1785 годах. В 1877 году в населенном пункте открылась земская школа. И культурная жизнь села развивалась – в 1956 году был построен клуб, в котором находилась и библиотека. Директором клуба работала Мясникова З. Н., а библиотекарем был Бывальцев С. А. (учитель истории, физкультуры и пения). Директор клуба и библиотекарь работали вместе, ведь люди после трудового дня, по вечерам шли в клуб и библиотеку – отдыхать. В 1977 году был построен сельский Дом культуры, библиотека под руководством Алексеевой Н. И. переехала в просторную светлую комнату, где она находится и поныне. Николаевская библиотека превратилась в современный социально-культурный досуговый центр села, став духовным местом притяжения для жителей. Реализуется масса интересных мероприятий, библиотека участвует во всероссийских и республиканских акциях, направленных на читателей самых различных возрастных категорий. Фонд библиотеки включает 10 131 экз., из них книг – 9 407. Всего читателей – 487. Посещений за 2020 год – 5 235, за 1-й квартал 2021 года – 1 573.",2021-04-21T11:39:46Z,2023-02-21T09:41:06Z,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,,
Исергаповская сельская библиотека-филиал № 18,"Респ Татарстан,р-н Бавлинский,с Исергапово,ул Советская,д 108",53.379718,54.331977,"Первая изба-читальня была открыта в 1925 году и располагалась в помещении сельского клуба. В 1930-х гг. находилась в здании сельсовета. В 1939 году была переведена в новое деревянное здание сельского клуба. Исергаповская сельская библиотека-филиал № 18 расположена на втором этаже здания Дома культуры. Общая площадь составляет 100 кв. м. В зоне обслуживания библиотеки находятся средняя школа, детский сад, сельскохозяйственные производственные участки. Основные группы читателей библиотеки – дети, юношество, пенсионеры, специалисты сельского хозяйства. Книжный фонд составляет 16 162 экземпляра. Количество читателей – 820 человек, посещений – 7 970. Книговыдача – 18 351 экземпляр. Библиотека стремится удовлетворить культурные потребности читателей, помощь учащимся в образовательном процессе. Основные направления работы – краеведение, привлечение к чтению.",2021-04-15T10:33:55Z,2023-02-21T06:31:08Z,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,,
