id,registration,name,category,сultural_property,height,width,depth,preservation,description,n
15769,2016-06-14T09:46:23Z,Целитель Пантелеймон    Автор: Никандр Медведев    Период оригинала: 18 век,ИКОНА,,200,150,,,"Стиль: Весь фон чеканка по левкасу, сусальное золото.    Размеры: В.200, Ш.150 см    Ссылка на каталоги / инвентари: Ярославская обл., Некрасовский  район, с. Никольское, Храм Святителя Николая. Похищение произошло 24.04.2007 г.",2496
1070,2016-06-14T09:44:24Z,"Сцена из крестьянской жизни (название старое); Крестьянка с мотовилом (название придуманное)    Автор: Аноним (художник); Лукутин Николай Александрович (фабрикант); ? (с оригинала)    Школа / Место издания: Россия, Федоскино    Лукутины (фабрика лаковых изделий)    Период оригинала: 4 четверть 19 век ?",ЖИВОПИСЬ,,11.5,7.5,3.5,,"Стиль: Черный: внешнее покрытие; Красный: внутреннее покрытие; Прямоугольник, со скругленными краями (портсигар)    Размеры: В. 3.5, Дл. 11.5, Ш. 7.5  (предмет) / В. 11, Ш. 7.5 (крышка)    Характер подписи: орел (?); А (?); Фабрики Лукутина (?)    Ссылка на каталоги / инвентари: СПИСОК ГИМ, 1989: № 23; УХАНОВА /1995: с. 158    Ссылка на каталоги / инвентари: Фото: аналог, см. Ссылку",2320
7290,2016-06-14T09:45:23Z,Споручница грешных (название употребляемое); Богоматерь Споручница грешных (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век ?,ИКОНА,,35,30,,,"Размеры: В. 35, Ш. 30 (доска) ?    Ссылка на каталоги / инвентари: В первом источнике / документе -основании не указаны датировка, размеры, требуется уточнение.",2496
16229,2016-06-14T09:46:19Z,"Липа вековая    Автор: Старкова Л.М.    Школа / Место издания: Россия    Период оригинала: 20 век, 4 четверть",РИСУНОК,,50,65,,,"Размеры: В. 50, Ш. 65    Инвентарный номер: КП № 150, Гр - 9",142
4602,2016-06-14T09:44:47Z,Всех Святых (название употребляемое)    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,25,35,,,"Размеры: В. 25, Ш. 35 (приблизительно) / В. 35, Ш. 25 (приблизительно)",2496
8611,2016-06-14T09:45:45Z,Портрет Евграфа Никоноровича Яблоновского    Автор: Неизвестный художник второй половины XIX века,ЖИВОПИСЬ,,,40,,,"Размеры: B. 53, Ш. 40",2320
3452,2016-06-14T09:44:51Z,"Владимирская Божья Матерь (название старое) ; Богоматерь Владимирская (название придуманное); Сладколобзающая /  Умиление (название изначальное); Богоматерь Умиление Владимирская  (название последнее)    В русском оригинале (переводе): Гликофилуса / Елеуса (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век",ИКОНА,,25,30,,,"Размеры: В. 25, Ш. 30 (приблизительно) / В. 30, Ш. 25 (приблизительно)",2496
2788,2016-06-14T09:44:45Z,Всадники (название придуманное)    Автор: Аноним (художник)    Школа / Место издания: Франция    Период оригинала: 17 век ?; 18 век ?; 19 век ?,ЖИВОПИСЬ,,9,14,,,"Размеры: В. 9, Ш. 14 (доска) /  В. 14, Ш. 9 (доска)",2320
3594,2016-06-14T09:44:53Z,Никола Можайский (название придуманное); Святой Николай Чудотворец (название изначальное); Святой Николай Чудотворец Можайский (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,85,120,,,"Размеры: В. 85, Ш. 120 (приблизительно) / В. 120, Ш. 85 (приблизительно)",2496
4302,2016-06-14T09:44:58Z,Жанровая сцена (название изначальное); Сельская сцена (название употребляемое); Сельская сцена с пастушком и пастушкой (название последнее)    Автор: Аноним (художник)    Школа / Место издания: Италия    Период оригинала: 18 век,ЖИВОПИСЬ,,21,31,,,"Размеры: В. 21, Ш. 31 (без обрамления ?)",2320
7446,2016-06-14T09:45:25Z,Праздники (название придуманное); Двенадцать праздников (название употребляемое); Сошествие во ад / Воскресение Христово и Праздники (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 1 четверть 19 век,ИКОНА,,50,90,,,"Размеры: В. 50, Ш. 90 (доска) / В. 90, Ш. 50 (доска)",2496
16044,2016-06-14T09:46:25Z,Вид итальянского города,ЖИВОПИСЬ,,30,23,,,"Размеры: В.30, Ш. 23 см    Ссылка на каталоги / инвентари: МУК ""Ветлужский краеведческий музей музей.  606860, Нижегородская область, г. Ветлуга, ул. Ленина, д. 1а    Инвентарный номер: КП-15",2320
1184,2016-06-14T09:44:28Z,"Владимирская Пресвятая Богородица (название старое); Богоматерь Владимирская  (название придуманное); Сладколобзающая / Умиление (название изначальное) ; Богоматерь Умиление Владимирская (название последнее)    В русском оригинале (переводе): Гликофилуса / Елеуса (греческий, название изначальное)    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 19 век",ИКОНА,,31,25.5,,,"Стиль: Ткань: паволока    Размеры: В. 31, Ш. 25.5 (доска); Ш. 3.2 (поля)    Ссылка на каталоги / инвентари: Состояние: вздутия левкаса; трещины красочного слоя; доска изъедена жучком / точильщиком; после реставрации ( восстановлена утраченная часть доски).",2496
352,2016-06-14T09:44:20Z,"Сошествие во ад / Воскресение Христово (название двойное, название изначальное); Сошествие во ад (название употребляемое)    Автор: Истомин Назарий (иконописец, приписано)    Школа / Место издания: Россия, Москва    Период оригинала: 1 четверть 17 век",ИКОНА,,122,96,,,"Стиль: Без оклада/ризы/басмы:  басменный оклад / накладки не сохранился; Темпера ?;  Золочение: фон; Дерево: доска липовая;Зеленый: светлая зеленоватая охра (поля); Прямоугольник вертикальный ( икона)    Размеры: В. 122, Ш. 96 (доска)    Ссылка на каталоги / инвентари: Устюжна, с. 27    Ссылка на каталоги / инвентари: Фото: для Предмета 2.  В источнике информации не содержатся данные о других цветах, о наличии надписей.  Состояние: на полях следы от гвоздей, которыми крепился басменный оклад.  Сравни с Предметом № 2.",2496
5646,2016-06-14T09:45:12Z,Распятие Иисуса Христа (название изначальное)    Автор: Аноним (иконописец); Аноним (мастер)    Школа / Место издания: Россия ?    Период оригинала: 19 век,ИКОНА,,30,40,,,"Стиль: Другое: врезанный крест ?; Крест-распятие: Отливка ?, Рельеф ?, Латунь ?/ Бронза ?/ Медь ?/ Другое ?, металл    Размеры: В. 30, Ш. 40 (в киоте ?) / В. 40, Ш. 30 (в киоте ?)",2496
17218,2016-06-14T09:46:21Z,"СВЯТИТЕЛЬ ВЛАСИЙ СЕВАСТИЙСКИЙ, С ЖИТИЕМ    Школа / Место издания: Кострома    Период оригинала: 17 век, 18 век",ИКОНА,,131,88,,,"Размеры: В. 131, Ш. 88",2496
3178,2016-06-14T09:44:49Z,Снятие с креста (название изначальное)    Автор: Аноним    Школа / Место издания: Россия,ИКОНА,,35,75,,,"Стиль: Фиолетовый: светло сиреневый фон    Размеры: В. 35, Ш. 75, Т. 1.8 (доска)",2496
2161,2016-06-14T09:44:41Z,Портрет геолога разведчика нефти (название придуманное); Инженер - разведчик нефти (название изначальное)    Автор: Мордовин Валентин Кириллович (художник)    Школа / Место издания: Россия    Период оригинала: 3 четверть 20 век,ЖИВОПИСЬ,,130,80.5,,,"Размеры: В. 130, Ш. 80.5 (приблизительно, без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 23;  ХУДОЖНИКИ ЧЕЧЕНО-ИНГУШЕТИИ: сс. 16, 17    Ссылка на каталоги / инвентари: Фото: Предмет 7.",2320
166,2016-06-14T09:44:16Z,"Монумент Барклаю де Толли (название изначальное, название записано ?); Памятник Барклаю де Толли (название употребляемое)    Автор: Иванов П. (литограф ?); Иванов Петр С.  (литограф)?; Прево Андрей Михайлович (издатель) ?    Школа / Место издания: Россия    Общество поощрения художников (издательство) ?    Период оригинала: 2 четверть 19 век",ОТТИСК,,22.6,26.6,,,"Размеры: В. 22.6, Ш. 26.6 (лист ?) /  В. 26.6, Ш. 22.6 (лист ?)    Характер подписи: ? (О. карандаш, чернила, тушь)    Ссылка на каталоги / инвентари: ЧИХМ: № 35    Ссылка на каталоги / инвентари: Состояние: после реставрации (1968 после)",254
9207,2016-06-14T09:45:36Z,Натюрморт «Ваза с цветами»    Автор: Куприн Александр Васильевич,ЖИВОПИСЬ,,,89,,,"Размеры: B. 89, Ш. 89    Инвентарный номер: Инв. №78. Инв. №773 и №1193 по ИК ВКМ",2320
21065,2019-03-12T06:33:55Z,"Бум., акрил 160х230, 2004 г. Автор: Кострикова Татьяна",ЖИВОПИСЬ,Объект является культурной ценностью,160,230,,,,2320
2403,2016-06-14T09:44:39Z,"Портрет горянки (название изначальное)    Автор: Янаков Георгий Юрьевич (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: 2 половина 20 век",ЖИВОПИСЬ,,48,69,,,"Размеры: В. 48, Ш. 69 (картон ?) ? / В. 69, Ш. 48 (картон ?) ?    Ссылка на каталоги / инвентари: ЧГОМ: № 142",2320
9363,2016-06-14T09:45:40Z,Строительство    Автор: Гаврилов Иван Константинович,ЖИВОПИСЬ,,,75,,,"Размеры: B. 60, Ш. 75.    Инвентарный номер: Инв. №99. Старый инв. №840 и №1416 по ИК ВКМ",2320
18477,2016-06-14T09:46:41Z,"Илья на колеснице (название старое); Огненное вознесение Ильи Пророка (название употребляемое); Огненное восхождение Илии (название изначальное); Огненное восхождение Илии Пророка с житием (название последнее)    Автор: Аноним    Школа / Место издания: Россия    Период оригинала: 17 век, 18 век, 19 век, 20 век (?)",ИКОНА,,75,60,,,"Размеры: В. 75, Ш. 60; В. 60, Ш. 75    Инвентарный номер: 049",2496
5209,2016-06-14T09:45:04Z,Мужская фигура с конем (название придуманное)    Автор: Панов ? (художник)    Школа / Место издания: Россия,ЖИВОПИСЬ,,33.1,41,,,"Размеры: В. 33.1, Ш. 41 (лист ?)",2320
3985,2016-06-14T09:44:55Z,"Вседержитель (название старое); Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное); Спас Вседержитель (название придуманное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (иконописец); Аноним (ювелир)    Школа / Место издания: Россия",ИКОНА,,30,40,,,"Стиль: Дерево поделочное; Серебро: С басмой ?/ С венцами/накладками ?/ С окладом/ризой ?    Размеры: В. 30, Ш. 40 (приблизительно) / В. 40, Ш. 30 (приблизительно)",2496
3314,2016-06-14T09:44:48Z,"Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное); Спас Вседержитель (название придуманное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (иконописец, резчик)    Школа / Место издания: Россия",ИКОНА,,28,35,,,"Стиль: Другое: СКУЛЬПТУРА , Полихромная, Резная ? / Резьба по левкасу  ?    Размеры: В. 28, Ш. 35  (доска ?) / В. 35, Ш. 28  (доска ?)",2496
6121,2016-06-14T09:45:19Z,Святой Николай Чудотворец (название изначальное); Николай Угодник (название старое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 18 век ?; 19 век ?,ИКОНА,,30,35,,,"Стиль: Темпера: цветной однотонный (?)    Размеры: В. 30, Ш. 35 (доска) / В. 35, Ш. 30 (доска)",2496
6327,2016-06-14T09:45:16Z,Избранные сюжеты (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,40,30,,,"Стиль: Белый: полосы, разделяющие средник на 4 части / клейма    Размеры: В. 40, Ш. 30 (доска) / В. 30, Ш. 40 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны сцены / сюжеты и техника, требуется уточнение.",2496
6981,2016-06-14T09:44:43Z,Автор: Валентинов-Миллер Эрик Эдуардович (художник)    Школа / Место издания: Россия    Период оригинала: 20 век,ЖИВОПИСЬ,,22,25,,,"Размеры: В. 22, Ш. 25 (картон)    Ссылка на каталоги / инвентари: ЧГОМ: № 556 (551 п.ф.)",2320
17196,2016-06-14T09:46:20Z,"БЛАГОВЕЩЕНИЕ    Школа / Место издания: Ценральная Россия (Москва?)    Период оригинала: 17 век, 2 четверть",ИКОНА,,121.5,87.5,,,"Размеры: В. 121.5, Ш. 87.5",2496
6101,2016-06-14T09:45:19Z,Святой Илия Пророк (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,50,70,,,"Стиль: Другое: лакировка; Полукруг: низ закруглен выемкой внутрь (?); Конус: верх в виде конуса (?)    Размеры: В. 50, Ш. 70, Т. 6 (доска) / В. 70, Ш. 50, Т. 6 (доска)",2496
4571,2016-06-14T09:44:59Z,Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное)    В русском оригинале (переводе): Пантократор (название изначальное; греческий)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,30,40,,,"Стиль: Дерево поделочное    Размеры: В. 30, Ш. 40 (доска) / В. 40, Ш. 30 (доска)",2496
17269,2016-06-14T09:46:20Z,"ВОЗНЕСЕНИЕ    Школа / Место издания: Русский Север    Период оригинала: 19 век, 1 половина",ИКОНА,,124.3,93.2,,,"Размеры: В. 124,3, Ш. 93,2",2496
17304,2016-06-14T09:46:20Z,"БОГОМАТЕРЬ КУРСКАЯ-КОРЕННАЯ    Школа / Место издания: Палех    Период оригинала: 19 век, 1 половина",ИКОНА,,30.8,26,,,"Размеры: В. 30,8, Ш. 26",2496
1317,2016-06-14T09:44:34Z,"Алеша Попович (название изначальное)    Автор: Бахирев Сергей Павлович (художник)    Школа / Место издания: Россия, Палех    Художественно-производственные мастерские Палехского отделения Худфонда РСФСР    Период оригинала: 20 век",ЖИВОПИСЬ,,12,10,,,"Размеры: В. 12, Ш. 10 (крышка ?)    Характер подписи: 74 ?",2320
3866,2016-06-14T09:44:52Z,Богоматерь Троеручица (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век ?; 20 век ?,ИКОНА,,30,40,,,"Стиль: Дерево ?    Размеры: В. 30, Ш. 40 (приблизительно) / В. 40, Ш. 30 (приблизительно)    Ссылка на каталоги / инвентари: В источнике: мягк[?]",2496
1003,2016-06-14T09:44:28Z,Богоматерь Всех Скорбящих Радость (название изначальное)    Автор: Аноним (иконописец); Аноним (мастер)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,15,19,,,"Стиль: Масло ?; Медь : оправа    Размеры: В. 15, Ш. 19 (в обрамлении) ?; В. 19, Ш. 15 (в обрамлении)?",2496
133,2016-06-14T09:44:16Z,Море (название употребляемое)    Автор: Куинджи Архип Иванович (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век; 1 четверть 20 век,ЖИВОПИСЬ,,31,25,,,"Размеры: В. 31, Ш. 25 (приблизительно) / В. 31, Ш. 24 (без обрамления ?) / В. 24, Ш. 30 (без обрамления)    Ссылка на каталоги / инвентари: ЧИХМ: № 114    Ссылка на каталоги / инвентари: Состояние: повреждена в годы ВОВ, после реставрации на месте (1961), в реставрации (1961 до/после) ?   Техника, материал из ЧГК, размеры из ЧГК и Отчета, последние размеры - из ГРМ, см. Источники.",2320
14844,2016-06-14T09:46:16Z,Богородица,ИКОНА,,27,31.5,,,"Размеры: В. 27, Ш. 31,5",2496
4499,2016-06-14T09:44:59Z,Четыре избранных сюжета (название придуманное); Четырехчастник (название изменяемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,25,30,,,"Стиль: Дерево поделочное    Размеры: В. 25, Ш. 30 (доска) / В. 30, Ш. 25 (доска)",2496
2540,2016-06-14T09:44:42Z,Портрет дамы (название изначальное); Женский портрет в красном (название придуманное);  Девушка с книгой (название последнее)    Автор: Вахтер Екатерина Карловна (художник)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,ЖИВОПИСЬ,,115,82,,,"Стиль: Красный: платье    Размеры: В. 115, Ш. 82 (без обрамления) / В. 114, Ш. 76 (без обрамления) ?    Характер подписи: Е.ВАХТЕРЪ    Ссылка на каталоги / инвентари: ЧГОМ: № 464 (459 п.ф.); ЧХИМ/2: № 23; МУЗЕЙ / ГРОЗНЫЙ: сс. 42-43    Ссылка на каталоги / инвентари: Состояние: после реставрации (1961); в реставрации (1995 с).",2320
6014,2016-06-14T09:45:15Z,Богоматерь Взыскание погибших (название придуманное); Богоматерь Борская Взыскание погибших (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век,ИКОНА,,70.3,60,,,"Стиль: Дерево: в несколько досок, шпонки врезные сквозные фигурные; Грунт, красный полимент (?); Резьба: цировка по золоту    Размеры: В. 70.3, Ш. 60, Т. 3 / Т. 3.6 (доска)    Ссылка на каталоги / инвентари: Состояние: трещины на стыках досок с утратой красочного слоя до доски.",2496
3569,2016-06-14T09:44:53Z,Богородица с младенцем (название старое): Богоматерь с младенцем (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,23,27,,,"Размеры: В. 23, Ш. 27 (приблизительно) / В. 27, Ш. 23 (приблизительно)",2496
17353,2016-06-14T09:46:29Z,"Шествие    Автор: Лиоли, Юрий Константинович    Школа / Место издания: Россия    Период оригинала: 20 век 4 четверть",ЖИВОПИСЬ,,1.5,2,,,"Размеры: В. 1,5 , Ш. 2,0    Характер подписи: ""Юрий Лиоли 89 г.""    Характер подписи: Юрий Лиоли    Инвентарный номер: Б/н",2320
4974,2016-06-14T09:45:02Z,"Портрет императрицы Екатерины Алексеевны (название употребляемое); Екатерина Алексеевна Императрица и Самодержица Всероссийская (название записано; русский, латинский; лицевая сторона)    В русском оригинале (переводе): Catharina alexe-wna Imperatrix-totius Russiae (название записано)    Автор: Таннауер Иоганн Готфрид (художник, с оригинала); Вортманн Христиан Альберт (гравер, с оригинала); Качалов Григорий Аникиевич (гравер, копировал)    Школа / Место издания: Россия    Период оригинала: 2 четверть 18 век (выпуск)",ОТТИСК,,7,5.4,,,"Стиль: Гравюра на металле: резцовая, пунктир; Овал: портрет    Размеры: В. 7 дюйм фр., Ш. 5.4 1/2 дюйм фр. (доска ?); Ф. 4 /о (лист) ? ; В. 19.3, Ш. 14.7 (доска ?); В. 25.1, Ш. 19 (лист ?)    Характер подписи: штиховалъ Григ: качаловъ.    Ссылка на каталоги / инвентари: РОВИНСКИЙ/1887: стб. 746, № 3; РОВИНСКИЙ/1887: стб. 746, № 4; РОВИНСКИЙ/1887: стб. 746, № 5    Ссылка на каталоги / инвентари: Фото: оригинал, см. Источники.  В описании использован каталог, см. Ссылку.  Были еще копии, других размеров: РОВИНСКИЙ/1887, стб. 746, № 4 ( 7.1 1/2 х 5.5 дюйм фр.); РОВИНСКИЙ/1887: стб. 746, № 5 (приложение к изд. ""Указы Имп. Екатерины I.""СПБ, 1777).  От автора: разница этих досок как в размерах, так и тушевке фонов , соответственно, в 2 штриха данный оттиск, далее 3 черты и 4 черты.",254
2954,2016-06-14T09:44:47Z,Богородица (название старое); Богоматерь (название употребляемое)    Автор: Аноним    Школа / Место издания: Россия ?,ИКОНА,,32,27,,,"Размеры: В. 32, Ш. 27 (приблизительно)",2496
440,2016-06-14T09:44:21Z,Распятие Христа (название изначальное)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 17 век,ИКОНА,,64,47.5,,,"Стиль: Темпера ?    Размеры: В. 64, Ш. 47.5 (приблизительно)    Ссылка на каталоги / инвентари: Размеры: по аналогии с другими иконами из этого ряда, см. Источники.",2496
7295,2016-06-14T09:45:23Z,Распятие с предстоящими (название употребляемое); Распятие Иисуса Христа и Святые (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век,ИКОНА,,33,28,,,"Размеры: В. 33, Ш. 28 (доска)",2496
4181,2016-06-14T09:44:57Z,Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное); Спас Вседержитель (название придуманное)    В русском оригинале (переводе): Пантократор (название изначальное; греческий)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,35,25,,,"Стиль: Дерево поделочное; С окладом: Бронза ?    Размеры: В. 35, Ш. 25 (приблизительно) / В. 25, Ш. 35 (приблизительно)",2496
