name,address,longitude,latitude,description,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Шланговская сельская библиотека – филиал № 30,"Респ Татарстан,р-н Дрожжановский,с Шланга,ул Ленина,д 26",47.39029,54.814922,"Шланговская сельская библиотека основана в 1938 году. В настоящее время находится в здании школы. Библиотечный фонд насчитывает 10 848 книг, ее посещают 602 читателя, книговыдача составляет 14 150, посещений – 7 222. Библиотека обслуживает все категории пользователей. Старается соответствовать ожиданиям читателей. В ней организованы передвижные библиотеки, групповые формуляры для учеников, книгоноша для ветеранов, она работает по системе «Руслан». Ведет работу по направлениям: патриотическое воспитание, экологическое просвещение, нравственно-эстетическое воспитание, семейное чтение, краеведение, антитеррористическое направление.",2021-04-20T12:59:49Z,2023-02-22T11:16:48Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,13:00:00,,
Юртовская сельская библиотека – филиал № 35,"Респ Татарстан,р-н Мензелинский,п Юртово,ул Дорожная,д 1А",53.044772,55.70671,"Библиотека находится в просторном здании начальной школы, которое было построено в 2006 году. После открытия привезли около 3 000 книг из центральной библиотеки и из некоторых старых деревень. С каждым годом книжный фонд увеличивается, в настоящее время насчитывает более 5 000 экземпляров. Количество читателей – 357 человек, посещений – 3 763. В Юртовской сельской библиотеке сложилась определенная схема взаимодействия с организациями и детскими учреждениями, основанная на партнерстве и сотрудничестве (составлены совместные планы и договоры о сотрудничестве). Постоянными партнерами являются Юртовский дом культуры, школа и детский сад. Сотрудничество с детскими учреждениями подтверждает востребованность библиотеки, повышает ее престиж в общественной жизни села.",2021-04-27T12:17:24Z,2023-02-21T11:10:32Z,08:00:00,14:00:00,08:00:00,14:00:00,08:00:00,14:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Заинская центральная библиотека имени Суббуха Рафикова,"Респ Татарстан,р-н Заинский,г Заинск,ул Чапаева,д 1",52.0033016613769,55.2872947672728,"Заинская центральная библиотека имени Суббуха Рафикова является преемницей Заинской народной бесплатной библиотеки, открытой в пригороде в 1896 году. В 1917 году размещалась в народном доме. В 40–50-х годах построили специальное здание. В 1958 году открылась библиотека в поселке Новый Зай, которая первоначально размещалась в подсобном помещении временного ДК «Строитель» и обслуживала строителей Заинской ГРЭС. В 1962 году для библиотеки выделили помещение в жилом доме, а со сдачей в эксплуатацию в 1967 году ДК «Октябрь» районная библиотека разместилась на ее площади. В 1977 году получила статус центральной. Летом 1988 года для нее построили типовое здание, а также присвоили ей имя татарского писателя Суббуха Рафикова.Общий фонд библиотеки насчитывает 81 666 экземпляров книг. Количество зарегистрированных пользователей – 7 540 человек. Сегодня библиотека – это информационно-культурный центр, место притяжения жителей и гостей района, где не только хранятся и выдаются книги, газеты, журналы, но и реализуются проекты, работают клубные формирования, проходят занятия и семинары. Здесь работают 4 клуба по интересам. Для молодежи – профориентационный «Ровесник» и правовой «Человек. Закон. Истина». Для пожилых – «Сөмбелә», для слабовидящих – «Надежда». Спектр проводимых мероприятий разнообразен не только по тематике, но и по формам. К мероприятиям готовятся мультимедийные презентации, используются интерактивные формы, что делает их более современными и интересными.",2016-04-11T11:24:00Z,2023-01-30T08:04:33Z,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,09:00:00,17:00:00,,
Старочукалинская сельская библиотека,"Респ Татарстан,р-н Дрожжановский,с Старые Чукалы,ул Коминтерна,влд 18",47.5385049203876,54.6510552480845,"В 1933–1934 гг. в стране началась культурная революция, которая заключалась в борьбе с безграмотностью населения. В селах начали открываться очаги культуры – клубы и библиотеки. Старочукалинская сельская библиотека была основана в 1933 году как изба-читальня. Сначала книг было очень мало. Люди приносили в библиотеку книги, которые имелись у них дома, и постепенно она начала обслуживать население. Нынешняя библиотека открылась в 1971 году и находится в здании сельского Дома культуры. Библиотекарь – Гафурова Рамиля Ирфановна. Библиотечный фонд составляет 10 210 экземпляров книг. Для читателей работает клуб по интересам «Туган тел». Число посетителей за год – 6 050.Сотрудники проводят для посетителей различные мероприятия, ведется работа с детьми с ограниченными возможностями и пожилыми людьми, функционирует передвижная библиотека.",2021-04-13T07:47:54Z,2023-02-22T09:44:13Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:55:00,14:00:00,,
Тутаевская сельская библиотека,"Респ Татарстан,р-н Апастовский,с Тутаево,ул Ахтямова,д 23",48.1342617632294,55.1820692290497,"Тутаевская сельская библиотека была основана в 1949 году. Изначально она размещалась в маленьком домике в деревне Кукшум. Там было всего 75 единиц книг. Через год после образования сельской библиотеки в деревне Тутаево разрушили минарет мечети, здание отдали сельскому клубу. В одном комнате клуба расположилась библиотека. Весь фонд, который был в домике в деревне Кукшум, перенесли в это здание.В настоящее время фонд библиотеки составляет 6 490 экземпляров документов. Ежегодно учреждение обслуживает 356 человек. Библиотека обеспечивает свободный доступ к информации и бесплатно предоставляет основные библиотечные услуги всем категориям пользователей. Является местом для интеллектуального общения, способствует росту культурного уровня местного населения.",2021-04-06T06:45:00Z,2023-01-31T13:25:23Z,10:00:00,16:00:00,,,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00
Тойгильдинская сельская библиотека,"Респ Татарстан,р-н Муслюмовский,с Тойгильдино,ул Центральная,зд 3",53.020706,55.272636,"Первая библиотека в Тойгильдино была отрыта в 1948 году, в здании дома культуры, который располагался в бывшем здании мечети со спиленным минаретом (в 1988 г. здание и минарет реконструированы, памятник историко-культурного наследия, ныне действует), и первым библиотекарем стала Асма Сабирова. Для открытия библиотеки сельский совет выделил денежные средства в размере 600 руб., на которые были куплены более 800 книжных экземпляров. В 1957 году библиотеке было выделено в том же здании отдельное помещение, в которую начали приходить посылки с книгами, инвентарные книги, формуляры. В 1973 году библиотека переезжает в новое здание сельского дома культуры на Центральную улицу д.3, где библиотека располагается и по ныне. С мая 1986 года библиотекой заведует Нурия Флеровна Бахтагараева. Библиотека является универсальной. Фонд насчитывает 9573 экземпляра книг и журналов. Библиотека позволяет получить издания для домашнего чтения. Библиотекарь проконсультирует по интересующей Вас литературе и даст всю необходимую информацию. Библиотека также совместно с Сельским советом, Сельским домом культуры, общей образовательной школой и детским садом ведет активную просветительскую работу. Для людей пожилого возраста на базе библиотеки функционирует дискуссионный клуб «Өлкәннәр күңеле дәрья (Душа старцев)».",2022-03-26T06:38:18Z,2023-02-02T08:00:05Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Верхнеуслонская районная детская библиотека,"Респ Татарстан,р-н Верхнеуслонский,с Верхний Услон,ул Чехова,д 76",48.973472,55.765792,"Ведущая библиотека по работе с детьми в Верхнеуслонском муниципальном районе открылась 15 августа 1948 года. Читателями являются дети и подростки от 0 до 15 лет, родители, руководители детского чтения (библиотекари, учителя, воспитатели).В год библиотека обслуживает свыше 1 500 детей Верхнего Услона и других сел муниципального района. Фонд – более 20 000 экземпляров документов на печатных, магнитных и электронных носителях. Приоритетные направления работы учреждения на сегодняшний день: популяризация книги, воспитание информационной культуры; активизация семейного чтения, формирование у родителей умения направлять познавательную деятельность детей;развитие творческих способностей и художественного вкуса детей, выявление и поддержка юных талантов. При библиотеке ведут деятельность литературно-театральный клуб «Радуга» и клуб развития детского творчества «Фантазеры».",2021-04-02T09:07:28Z,2023-01-30T11:18:06Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,09:00:00,16:00:00,,
Красноключинская сельская библиотека-филиал № 23,"Респ Татарстан,р-н Нижнекамский,п Красный Ключ,ул Центральная,д 5",51.815796,55.682838,"Красноключинская сельская библиотека существует с 1957 года. Однако библиотека существовала в поселке и раньше. Стахеевы, будучи людьми образованными, имели прекрасную библиотеку. Старожилы села Красный Ключ вспоминали из рассказов своих родителей о Стахеевской библиотеке, жители села пользовались ею. В 1977 году библиотека разместилась под крышей местного Дома культуры. 1 сентября 2018 года у жителей поселка был большой повод для радости: библиотека распахнула свои двери после капитального ремонта. Библиотекари ведут работу по таким направлениям, как правовое, эстетическое, патриотическое, нравственное, экологическое воспитание, краеведение и др. При библиотеке работают клубы: «Берегиня» – для читателей старшего возраста, «Овация», который направлен на художественно-эстетическое развитие. Программа разработана для детей 7–14 лет. По отчетам 2020 года фонд библиотеки составляет 17 963 экземпляра книг, читателей – 1 385 человек, книговыдача составила 27 743 книги.",2021-05-19T08:43:02Z,2023-05-17T06:15:46Z,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,11:00:00,15:00:00
Татарско-Шуганская сельская библиотека,"Респ Татарстан,р-н Азнакаевский,с Татарский Шуган,ул Советская,зд 41б",53.036732,55.145432,"Татарско-Шуганская сельская библиотека открылась 1 августа 1955 года. Она была организована в гримерной комнате клуба. Всего в фонде было 620 книг.Сегодня библиотека расположена на втором этаже Дома культуры. Обслуживает 303 читателей. Ведутся систематический и алфавитный каталоги. В фонде 6 220 экземпляров книг, з них 4 021 – на татарском языке, 2 199 – на русском языке. Библиотека получает 24 наименования газет и журналов. Имеются 2 компьютера, которые подключены к интернету. Для учащихся созданы все условия для получения материалов из интернета. Есть возможность распечатать необходимые материалы. Библиотека является центром информационно-культурной жизни села, откликается на актуальные события, ведет работу по всем направлениям библиотечной деятельности. В год проводится более 35 мероприятий: литературно-музыкальные вечера, презентации книг, часы мужества, конкурсы, познавательные часы, библиотечные уроки, часы информации, громкие чтения, часы периодики, неделя детской и юношеской книги.",2021-04-20T12:35:58Z,2023-08-31T07:24:05Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Семяковская сельская библиотека,"Респ Татарстан,р-н Муслюмовский,с Семяково,ул Школьная,д 8а",53.419459,55.407913,"Библиотека открылась в 1978 году в здании Дома культуры. С открытия работали 3 библиотекаря: Кадрия Зайнуллина, Роза Хабибуллина, Иклима Салимова. С 2020 года библиотекарь – Резида Салимхановна Хазеева. Фонд учреждения включает 7 599 экземпляров, 338 читателей, из них 59 детей. В библиотеке работает клуб ветеранов «Яшь йөрәкләр», чтобы помочь пожилым людям в обретении новых друзей, расширении их круг общения, реализовать их творческие возможности, помочь пожилым людям сориентироваться в этом непростом мире, быть в курсе всех происходящих событий. Для детей действует кружок «Китап сөючеләр».",2022-03-25T12:56:28Z,2023-07-21T14:53:59Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
"Имянлебашская сельская библиотека, филиал № 15","Респ Татарстан,р-н Заинский,с Имянлебаш,ул Центральная,д 63",51.826306,55.34922,"Первая библиотека в селе открылась в 1956 году. Она находилась в маленьком деревянном здании. По словам местных жителей, в ней всегда было уютно. С первых же дней работы активными читателями стали дети, учащиеся средней школы. Местные жители рассказывают, что они только и ждали, когда откроются двери библиотеки. Среди них немало таких, которые просиживали здесь часами. В 1981 году учреждение переехало в здание сельского Дома культуры.В фонде – 9 175 экз. книг, из них 3 018 экз. – детская литература. Библиотека выписывает 22 наименования журналов и газет. Читателей – 260, из них детей – 45.Здесь проводятся различные мероприятия: беседы, викторины, игры, конкурсы, диспуты, тематические вечера, библиотечные уроки, обзоры, книжные выставки.",2022-03-03T11:18:28Z,2023-02-06T09:32:03Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,
Библиотека п. Дачное,"Респ Татарстан,р-н Высокогорский,п Дачное,ул Центральная,д 11",49.257026,55.94632,"Библиотека в поселке Дачное появилась в 1969 году. В 2023 году услугами сельской библиотеки воспользовались 592 читателя, количество посещений – 8 656. Было проведено 84 массовых мероприятий. Фонд насчитывает 9 561 экземпляр. Библиотека ведет работу по изучению истории родного края, связанную с родом Боратынских, а также по изучению истории становления, развития и современного состояния самого Высокогорского района. Учреждение работает по краеведческой целевой программе «Моя малая родина – поселок Дачное». Для продвижения книги и чтения и привлечения интереса к профессии библиотекаря создан клуб «Юный библиограф». Библиотека оформляет книжные выставки, проводит литературные часы, обзоры, викторины, конкурсы.",2021-03-26T12:01:27Z,2024-01-22T08:08:00Z,11:00:00,17:00:00,11:00:00,17:00:00,11:00:00,17:00:00,11:00:00,17:00:00,11:00:00,17:00:00,11:00:00,17:00:00,,
Аккиреевская сельская библиотека,"Респ Татарстан,р-н Черемшанский,с Аккиреево,ул Школьная,влд 28",51.4073043395895,54.9064915905624,"Массовая библиотека в селе Аккиреево официально открыта в 1954 году. Ее предшественницей была изба-читальня с небольшим количеством печатных изданий. Здесь рассказывали новости, обсуждали события, ход сельскохозяйственных работ в колхозе, проходили громкие читки статей из газет и журналов и их обсуждения. Постепенно фонд библиотеки пополнялся печатными изданиями. Приобреталась литература как на русском, так и на чувашском языках. В ноябре 1970 года библиотека переехала в отдельное помещение нового сельского Дома культуры. Фонд библиотеки достигал 3 000 экземпляров книг.Библиотека сегодня: фонд – более 10 000 ед.; число пользователей – 536. Это информационный и культурно-просветительский центр. Читателям представлен бесплатный доступ пользования услугами библиотеки. Библиотека – любимое место досуга, культурного и духовного общения населения села. В ней с 2006 года действует мини-музей, где собраны экспонаты быта, альбомы с материалами об истории, фольклоре и лучших людях села. В 2016 году библиотека начала работу в новом, обновленном, красивом помещении, отремонтированном по республиканской программе «Строительство и капитальный ремонт объектов культуры».В библиотеке проводятся разнообразные мероприятия: в год около 100. Самые яркие: часы краеведения о культуре и быте своего народа, уроки патриотизма, акции, семейные чтения, литературные вечера, участие в различных конкурсах, акциях.",2021-04-19T13:09:00Z,2023-02-09T11:05:30Z,,,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
