id,registration,name,category,сultural_property,height,width,depth,preservation,description,n
1328,2016-06-14T09:44:36Z,"Дюк Степанович (название изначальное)    Автор: Терехин Александр Васильевич (художник)    Школа / Место издания: Россия, Палех    Художественно-производственные мастерские Палехского отделения Худфонда РСФСР    Период оригинала: 20 век",ЖИВОПИСЬ,,20,12,,,"Размеры: В. 20, Ш. 12 (крышка ?)    Характер подписи: 98 ?",2320
5940,2016-06-14T09:44:28Z,"Богоматерь Всех Скорбящих Радость (название изначальное)    Автор: Аноним (иконописец); Аноним (мастер)    Школа / Место издания: Россия, Мстера    Период оригинала: 18 век",ИКОНА,,14.5,19,,,"Стиль: С окладом: Медь 7 / Белая жесть ?/ Другое ? - металл (?); Зеленый: темный хитон; Красный, Золотистый: мафорий; Золотистый: цветочный узор, фон; Овал: ""слава"", окружающая Богоматерь    Размеры: В. 14.5, Ш. 19 (в окладе) / В. 19, Ш. 14.5 (в окладе)    Ссылка на каталоги / инвентари: Состояние: вздутие грунта: кракелюр.",2496
3122,2016-06-14T09:44:45Z,Богоматерь Милостивая Киккская (название изначальное); Богородица Достойно есть Милующая (название придуманное); Богородица Достойно есть Милующая (название последнее)    Автор: Аноним    Школа / Место издания: Россия,ИКОНА,,22.5,23,,,"Стиль: Квадрат ?    Размеры: В. 22.5, Ш. 23 (приблизительно)    Характер подписи: [?] (свиток)",2496
7297,2016-06-14T09:45:23Z,Благовещение (название изначальное) # Успение Богоматери (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: середина 19 век; 2 половина 19 век,ИКОНА,,37,63.5,,,"Размеры: В. 37, Ш. 63.5 (доска)",2496
21066,2019-03-12T06:33:55Z,"Бум., акрил 160х210, 2004 г. Автор: Кострикова Татьяна",ЖИВОПИСЬ,Объект является культурной ценностью,160,210,,,,2320
1376,2016-06-14T09:44:35Z,"Александр Невский (название изначальное)    Автор: Буторин Александр Николаевич (художник) ?; Буторин Дмитрий Николаевич (художник)?; Буторин Станислав Александрович (художник) ?    Школа / Место издания: Россия, Палех    Художественно-производственные мастерские Палехского отделения Худфонда РСФСР    Период оригинала: 20 век",ЖИВОПИСЬ,,12,10,,,"Размеры: В. 12, Ш. 10 (крышка ?) / В. 10, Ш. 12 (крышка ?)    Характер подписи: 158 ?",2320
3649,2016-06-14T09:44:53Z,Святой Василий Великий (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,120,50,,,"Размеры: В. 120, Ш. 50 (приблизительно) / В. 50, Ш. 120 (приблизительно)",2496
5366,2016-06-14T09:45:07Z,Чудо Георгия о змие (название изначальное); Георгий Победоносец (название придуманное); Чудо Георгия Победоносца о змие (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,15,13,,,"Стиль: Дерево поделочное; Холст ? (см. Общий комментарий); Белый: конь, изображенный на иконе    Размеры: В. 15, Ш. 13 (доска)    Ссылка на каталоги / инвентари: Состояние: отсутствует левый нижний участок холста (?).  В источнике не указана техника живописи.",2496
9303,2016-06-14T09:45:39Z,Служанка (официантка)    Автор: Ларионов Михаил Федорович,ЖИВОПИСЬ,,,71,,,"Размеры: B. 114, Ш. 71    Инвентарный номер: Инв. №10. Старый инв. №150 по ИК ВКМ",2320
5289,2016-06-14T09:45:07Z,Богородица Казанская (название старое); Богоматерь Казанская (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,40,35,,,"Размеры: В. 40, Ш. 35 (доска)    Ссылка на каталоги / инвентари: В источнике не указана техника живописи.",2496
10183,2016-06-14T09:45:43Z,Синий день    Автор: Налбандян Д.А.,ЖИВОПИСЬ,,,85,,,"Размеры: B. 100, Ш. 85",2320
2052,2016-06-14T09:44:18Z,Пейзаж (название предполагаемое)    Автор: Слободин Андрей Федорович (художник)    Школа / Место издания: Россия    Период оригинала: 2 четверть 20 век; 2 половина 20 век,ЖИВОПИСЬ,,49,76,,,"Размеры: В. 49, Ш. 76 (приблизительно, без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 116",2320
5758,2016-06-14T09:45:13Z,Тайная вечеря (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 20 век,ИКОНА,,85,50,,,"Стиль: Полукруг: верхняя часть    Размеры: В. 85, Ш. 50 (доска) / В. 50, Ш. 85 (доска)",2496
2859,2016-06-14T09:44:43Z,"Святые Параскева, Николай, Иоанн, Анастасия (название употребляемое); Святые Параскева Пятница, Николай Чудотворец, Иоанн Милостивый, Анастасия Римляныня (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия, Новгород    Период оригинала: 16 век",ИКОНА,,62.3,50,,,"Стиль: Дерево: 2 доски ? (см. фото)    Размеры: В. 62.3, Ш. 50 (доска) / В. 61.5, Ш. 49 (доска)    Ссылка на каталоги / инвентари: ССылка: см. Комментарий.  Состояние: доски выгунты; утраты (?) особенно в нижней части; кракелюр по всей поверхности; другое см. Фото.",2496
3271,2016-06-14T09:44:48Z,Святая Варвара (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,40,30,,,"Стиль: Дерево поделочное    Размеры: В. 40, Ш. 30 (доска)",2496
2974,2016-06-14T09:44:47Z,Богородица (название старое); Богоматерь (название употребляемое)    Автор: Аноним    Школа / Место издания: Россия ?    Период оригинала: 18 век,ИКОНА,,40,50,,,"Размеры: В. 40, Ш. 50 (приблизительно) / В. 50, Ш. 40 (приблизительно)",2496
3443,2016-06-14T09:44:51Z,Святые мученики (название старое); Избранные Святые (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,ИКОНА,,30,35,,,"Размеры: В. 30, Ш. 35 (приблизительно) / В. 35, Ш. 30 (приблизительно)",2496
7725,2016-06-14T09:45:26Z,Святой (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,20,30,,,"Стиль: Дерево поделочное    Размеры: В. 20, Ш. 30 (доска) / В. 30, Ш. 20 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны имя Святого, иконография, датировка, требуется уточнение.",2496
5296,2016-06-14T09:45:05Z,Праздники всех святых (название употребляемое); Все Святые годовая (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,36,40,,,"Стиль: Золочение: сусальное золото; Дерево поделочное    Размеры: В. 36, Ш. 40 (доска)    Характер подписи: [ название праздника] (12 надписей в каждом клейме)",2496
7421,2016-06-14T09:45:29Z,Казанская Божия Матерь (название старое); Богоматерь Казанская (название придуманное)    Автор: Аноним (иконописец); Аноним (мастер)    Школа / Место издания: Россия,ИКОНА,,30,25,,,"Стиль: С окладом/ризой: Латунь ?/ Медь ?/ Другое ?, Желтый металл    Размеры: В. 30, Ш. 25, Т. 3 (в окладе ?)    Ссылка на каталоги / инвентари: Фото: имеется видеозапись, требуется запрос.",2496
10972,2016-06-14T09:46:14Z,Датская военная форма    Автор: Брок Г.,ЖИВОПИСЬ,,18,14,,,"Размеры: В. 18.0, Ш. 14.0",2320
3221,2016-06-14T09:44:48Z,Избранные Святые (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,15,20,,,"Размеры: В. 15, Ш. 20 (приблизительно) / В. 20, Ш. 15 (приблизительно)",2496
2288,2016-06-14T09:44:39Z,"Шушенские соседи (название изначальное)    Автор: Латышев Николай Григорьевич (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: 2 четверть 20 век; 2 половина 20 век",ЖИВОПИСЬ,,57,80,,,"Размеры: В. 57, Ш. 80 (картон ?)    Ссылка на каталоги / инвентари: ЧГОМ: № 515 (510 п.ф.)    Ссылка на каталоги / инвентари: Фото: Предмет 21.",2320
2241,2016-06-14T09:44:38Z,Портрет курсанта [...] (название изначальное; неполное); Портрет молодого военного (название последнее)    Автор: Григорьянц Арнольд Григорьевич (художник)    Школа / Место издания: Россия    Период оригинала: 2 половина 20 век,ЖИВОПИСЬ,,120,79,,,"Размеры: В. 120, Ш. 79 (приблизительно,без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 356",2320
9240,2016-06-14T09:45:39Z,Италия    Автор: Богаевский Константин Федорович,ЖИВОПИСЬ,,,101,,,"Размеры: B. 80, Ш. 101    Инвентарный номер: 80 х 101 Инв. №16. Старый инв. №163 по ИК ВКМ",2320
3713,2016-06-14T09:44:55Z,Святой Петр Московский митрополит (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,ИКОНА,,100,60,,,"Стиль: Дерево ? / Холст ?    Размеры: В. 100, Ш. 60 (приблизительно)    Ссылка на каталоги / инвентари: Состояние: отличное.",2496
5136,2016-06-14T09:45:03Z,"Портрет графа Строганова (название придуманное)    Автор: Щедровский Игнатий Степанович (художник, литограф); Мошарский ? (издатель, мастерская)    Школа / Место издания: Россия    Мошарский (мастерская литографическая)    Период оригинала: 2 четверть 19 век",ОТТИСК,,30,24,,,"Размеры: В. 30, Ш. 24(лист ?); В. 15, Ш. 12.3 (доска ?)    Ссылка на каталоги / инвентари: Фото: 1. Строганов С.Г. (1794-1882), граф, генерал губернатор Москвы, археолог, основатель Строгановского училища; 2. - Строганов А.С. (1733-1811), граф, президент АХ (с 1800), см. Комментарий.",254
7708,2016-06-14T09:45:26Z,Три святителя (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,90,60,,,"Размеры: В. 90, Ш. 60 (доска)    Ссылка на каталоги / инвентари: Состояние: хорошее.  В источнике не указаны датировка, техника, требуется уточнение.",2496
4324,2016-06-14T09:44:58Z,Осенний Крымский пейзаж (название употребляемое); Виноградники на берегу (название придуманное)    Автор: Крачковский Иосиф Евстафьевич (художник)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,ЖИВОПИСЬ,,42.5,62.5,,,"Стиль: Масло ?, Холст ? / Картон ?    Размеры: В. 42.5, Ш. 62.5 (без обрамления ?)    Ссылка на каталоги / инвентари: Состояние: после реставрации на месте (1961).",2320
3675,2016-06-14T09:44:53Z,Казанская Богородица (название употребляемое); Богоматерь Казанская  (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 18 век ?; 1 половина 19 век ?,ИКОНА,,23,27,,,"Размеры: В. 23, Ш. 27 (приблизительно) / В. 27, Ш. 23 (приблизительно)",2496
7887,2016-06-14T09:45:28Z,Святой Николай Чудотворец (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,ИКОНА,,22,27,,,"Стиль: Дерево поделочное    Размеры: В. 22, Ш. 27 (доска) / В. 27, Ш. 22 (доска)    Ссылка на каталоги / инвентари: Состояние: утраты в центральной части.  В источнике не указаны датировка, требуется уточнение.",2496
3587,2016-06-14T09:44:53Z,Архангел Михаил (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,ИКОНА,,55,64,,,"Размеры: В. 55, Ш. 64 (приблизительно) / В. 64, Ш. 55 (приблизительно)",2496
3476,2016-06-14T09:44:49Z,Пресвятая Богородица неупиваемая чаша (название старое); Богоматерь Живоносный источник (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век ?,ИКОНА,,24,30,,,"Размеры: В. 24, Ш. 30 (приблизительно) / В. 30, Ш. 24 (приблизительно)",2496
1222,2016-06-14T09:44:30Z,"Архангел Михаил, Святая Евдокия и Святая Варвара (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век",ИКОНА,,36,46,,,"Стиль: тиснение по левкасу    Размеры: В. 36, Ш. 46 (доска) ? / В. 46, Ш. 36 (доска)    Ссылка на каталоги / инвентари: Фото: представлено в апреле 2000.",2496
9355,2016-06-14T09:45:39Z,Две фигуры    Автор: Пакулин Вячеслав Владимирович,ЖИВОПИСЬ,,,69,,,"Размеры: B. 104, Ш. 69    Инвентарный номер: Инв. № 83. Инв. № 798 и №1246 по ИК ВКМ",2320
2960,2016-06-14T09:44:47Z,Богородица (название старое); Богоматерь (название употребляемое)    Автор: Аноним    Школа / Место издания: Россия ?    Период оригинала: 19 век,ИКОНА,,27,33,,,"Размеры: В. 27, Ш. 33 (приблизительно) / В. 33, Ш. 27 (приблизительно)",2496
5034,2016-06-14T09:45:02Z,"Сидоров (название придуманное)    Автор: Добров Матвей Алексеевич (художник ?, гравер); ? (с оригинала)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век ?; 1 половина 20 век ?",ОТТИСК,,21.5,29.2,,,"Стиль: Гравюра на металле: акватинта    Размеры: В. 21.5, Ш. 29.2 (доска ?)",254
5587,2016-06-14T09:45:12Z,Святой Серафим Саровский (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 1 четверть 20 век,ИКОНА,,33,30,,,"Стиль: Краски ярких тонов    Размеры: В. 33, Ш. 30 (доска)",2496
9273,2016-06-14T09:45:39Z,Натюрморт «Ваза с цветами»    Автор: Куприн Александр Васильевич,ЖИВОПИСЬ,,,89,,,"Размеры: B. 89, Ш. 89    Инвентарный номер: Инв. №78. Инв. №773 и №1193 по ИК ВКМ",2320
1974,2016-06-14T09:44:38Z,"Защита казачками станицы Наурской (название изначальное); Защита станицы Наурской (название употребляемое); Бой (название придуманное)    Автор: Самокиш Николай Семенович (художник)    Школа / Место издания: Россия, Украина    Период оригинала: 4 четверть 19 век; 1 четверть 20 век",ЖИВОПИСЬ,,251,180,,,"Размеры: В. 251, Ш. 180 (приблизительно) / В. 180, Ш. 251 (приблизительно) / В. 178, Ш. 250 (приблизительно)    Ссылка на каталоги / инвентари: ЧГОМ: № 295    Ссылка на каталоги / инвентари: Состояние: повреждена в годы ВОВ; после реставрации на месте (1961)   Название изначальное, название придуманное и последние размеры из ЧГК, Отчета, см. Источники.",2320
18996,2017-03-02T14:36:20Z,"Икона ""Сорок Мчеников Севастийских"", 19 век",ИКОНА,Объект является культурной ценностью,39,30,,,,2496
7229,2016-06-14T09:45:24Z,"Автопортрет (название употребляемое); Зинаида Серебрякова, урожденная Лансере (название изначальное)    Автор: Серебрякова Зинаида Евгеньевна, Лансере (урож., художник)    Школа / Место издания: Россия, Франция    Период оригинала: 1 четверть 20 век",ЖИВОПИСЬ,,164,60,,,"Размеры: В. 164, Ш. 60 (без обрамления ?)",2320
4260,2016-06-14T09:44:58Z,Святое семейство (название употребляемое)    Автор: Аноним (художник)    Школа / Место издания: Западная Европа,ЖИВОПИСЬ,,60,75.5,,,"Размеры: В. 60, Ш. 75.5 (без обрамления ?) / В. 75.5, Ш. 60 (без обрамления ?)    Ссылка на каталоги / инвентари: Возможно все 3 предмета - одно произведение,  требуется уточнение.  Состояние: после реставрации на месте (1961)",2320
2480,2016-06-14T09:44:16Z,Балкон (название предполагаемое)    Автор: Аноним (художник)    Школа / Место издания: Россия ?,ЖИВОПИСЬ,,63,83,,,"Размеры: В. 63, Ш. 83 (приблизительно)    Ссылка на каталоги / инвентари: ЧГОМ: 329    Ссылка на каталоги / инвентари: См. Предмет 1.; возможно одно произведение, требуется уточнение.",2320
9290,2016-06-14T09:45:39Z,Пруд    Автор: Репин Юрий Ильич,ЖИВОПИСЬ,,,32,,,"Размеры: B. 45, Ш. 32    Инвентарный номер: Инв. №63. ИНВ. №747 н №1080 по ИК ВКМ",2320
141,2016-06-14T09:44:18Z,Переход кавалерии через реку (название изначальное); Казаки в дозоре (название последнее)    Автор: Лебедев П. (художник); Лебедев Петр Федорович (художник)?; Лебедев Николай Михайлович (художник)    Школа / Место издания: Россия    Период оригинала: середина 19 век ?; 4 четверть 19 век,ЖИВОПИСЬ,,115.5,178,,,"Размеры: В. 115.5, Ш. 178 (без обрамления)    Характер подписи: 1841 / 1891(?)    Ссылка на каталоги / инвентари: ЧИХМ: № 123    Ссылка на каталоги / инвентари: Состояние: после реставрации на месте (?).  Последний автор, техника, материал, размеры и дата (1891) из учетных материалов ГРМ, поступивших в 2003, см. Источники.",2320
6981,2016-06-14T09:44:43Z,Автор: Валентинов-Миллер Эрик Эдуардович (художник)    Школа / Место издания: Россия    Период оригинала: 20 век,ЖИВОПИСЬ,,22,25,,,"Размеры: В. 22, Ш. 25 (картон)    Ссылка на каталоги / инвентари: ЧГОМ: № 556 (551 п.ф.)",2320
1897,2016-06-14T09:44:35Z,Женщина с мужским портретом в руках (название придуманное)    Автор: Васильковская ? (художник)    Школа / Место издания: Россия    Период оригинала: 4 четверть 20 век,РИСУНОК,,60,30,,,"Размеры: В. 60, Ш. 30 (картон)",142
19010,2017-03-02T14:36:20Z,"Икона ""Спас Нерукотворный""",ИКОНА,Объект является культурной ценностью,59,50,,,"Надпись в нижней части иконы выполнена позднее, предположительно икона с данной надписью была внесена в храм после погребения""Димитрия Иванова, умершего и погребенного в с. Валандово на 26.02.1918 в Македонии""",2496
7217,2016-06-14T09:45:24Z,Святая Троица (название изначальное); Отечество  (название употребляемое); Новозаветная Троица (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 16 век,ИКОНА,,30,24,,,"Стиль: С басмой ?/ С окладом/ризой ?: Серебро    Размеры: В. 30, Ш. 24 (в окладе ?) / В. 24, Ш. 30 (в окладе ?)",2496
2440,2016-06-14T09:44:39Z,"Мечты (название придуманное)    Автор: Шамурзаев Шамиль Алиевич (художник)    Школа / Место издания: Россия, Северный Кавказ    Период оригинала: середина 20 век; 2 половина 20 век",ЖИВОПИСЬ,,91,98,,,"Размеры: В. 91, Ш. 98 (приблизительно, без обрамления)    Ссылка на каталоги / инвентари: ЧГОМ: № 540 (535 п.ф.)",2320
