title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
"Янтра Ассам Хун Габа, Таиланд (зима 2023)",gaba,92,1729,"В сухом виде: небольшие, темно-коричневые шарики скрученных чайных побегов. Аромат интенсивный, фруктовый с копченой ноткой. Настой прозрачный, красно-каштанового оттенка. Букет готового чая яркий, фруктово-древесный с цветочными, бисквитными и цитрусовыми нотками. Аромат теплый, фруктово-цветочный. Вкус плотный, сочный, сладковатый, чуть вяжущий, с легкой кислинкой и освежающим послевкусием. Заваривать горячей водой (92-95°С) в чайнике из пористой глины с толстыми стенками. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний.",7,6,40,,60,60,80,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Лугу Шаньлиньси Улун,ulun,100,3450,"Улун «Шаньлиньси» («Ручей в еловом лесу») из района Лугу высокогорного округа Наньтоу, весенний урожай 2023. В сухом виде: среднего размера, желто-зеленые комочки скрученных чайных побегов с короткими черенками. Аромат интенсивный, травянисто-цветочный с ореховой ноткой. Настой прозрачный, желто-зеленого оттенка. Букет готового чая свежий, травянисто-цветочный с ореховыми, пряными и фруктовыми нотками. Аромат нежный, травянисто-цветочный. Вкус чистый, плотный, гладкий и сладкий, маслянистый, с легкой фруктовой кислинкой и долгим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 30 секунд, далее пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат до 12 завариваний. Отличный выбор для церемонии гунфуча. Освежает, снимает напряжение, повышает жизненный тонус, рождает чувство гармонии.",5,6,,,,80,60,,60,,,,,,,,,60,,,,,,,,,,,100,,,,,,,,,,,
"Таиландский шэн пуэр с диких деревьев, полностью ручное производство, Moychay Tea Forest Project, batch-Zero-2022, (limited 152 pieces), 357 г",puer,98,14970,"357-граммовый блинчик средней плотности, легко разделяется на бурые жгутики скрученных листиков и серебристо-бежевые почки. Аромат нежный, пряно-цветочный. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, многогранный, пряно-цветочный с нотками сухофруктов и специй. Аромат сложный, теплый, пряно-цветочный с грибной ноткой. Вкус плотный и гладкий, маслянистый, чуть вяжущий, с фруктовой кислинкой, нюансами специй и долгим мятным послевкусием. Заваривать горячей водой (90°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 заварок. Превосходный молодой пуэр с многогранным тонким вкусом и мощным медитативным воздействием. При правильном хранении с годами обещает быть только лучше (если избежит участи быть выпитым немедленно).",2,6,,,,80,,80,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
"Красный чай ферментированный с Я Бао, Вьетнам (весна 2023)",red,0,3400,"В сухом виде: крупные, изогнутые жгутики темно-коричневых чайных листочков с длинными черенками. Аромат интенсивный, ягодный. Настой прозрачный, красно-каштанового оттенка. Букет готового чая яркий, древесно-ягодный, с нотками прелых листьев, сухофруктов и специй. Аромат глубокий и теплый, фруктово-ягодный. Вкус плотный, немного терпкий, пряный, сладковатый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 7 завариваний. Отличный выбор для эмоциональной перезагрузки – бодрящий, многогранный и очень ароматный.",5,6,,,,,,,60,,80,100,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,
"Шу Пуэр ""Булан-Шушенский"" (2022)",puer,60,490,"В сухом виде: среднего размера, коричневые, скрученные листики, рыжие почки и тонкие черенки. Аромат сдержанный, орехово-древесный. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с хлебными, фруктовыми и пряными нотками. Аромат теплый, орехово-древесный. Вкус плотный, мягкий, бархатистый, сладковатый, с нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 6-7 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, мягкое тонизирующее.",5,8,,,,,,,40,,80,,,60,,,,60,,60,,,,,,,,,,,,,,,,,,,,
Е Шэн Янь Ча,ulun,90,2390,"«Дикорастущий Утёсный Чай» сделан из листьев аутентичного чайного куста, в диком виде произрастающего в разных местах уишаньского заповедника. В процессе обработки прошел через умеренную ферментацию и прогрев на углях при относительно невысоких температурах. В сухом виде: среднего размера темно-коричневые жгутики скрученных листиков. Аромат сухого чая теплый, хлебно-пряный. Настой прозрачный, оттенка гречишного меда. Букет готового чая теплый, хлебно-пряный с древесной и яблочной ноткой. Аромат спокойный, глубокий и теплый, на стенках остывающей чашки – нежный, пряно-цветочный. Вкус сочный и мягкий, шелковистый, сладковатый, с легкой лимонной кислинкой. Сочное, освежающее послевкусие. Заваривать горячей водой (95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4-5 гр. на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат на протяжении 7-8 заварок. Отличный церемониальный уишанец – мягкий, утонченный, эмоциональный. Понравится всем тем, кто любит утёсный чай, но буйству огня и крепости скал предпочитает их тонкую, цветочную составляющую. Видео-сюжеты, снятые во время последнего осеннего путешествия в заповедник Уишань Прогулка по горам Уишань. Часть 1, Прогулка по горам Уишань. Часть 2.",2,4,,,,,40,60,,,40,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
"Лао Фошоу Чао Ча, 2015",ulun,100,1730,"Cделан в округе Мэйчжоу по аутентичной технологии чао ча. В сухом виде: мелкие, лилово-коричневые фрагменты скрученных листиков. Аромат сдержанный, пряно-древесный. Настой прозрачный, горчично-желтого оттенка. Букет готового чая выдержанный, многогранный, пряно-древесный, с фруктовыми, ореховыми, табачными и бисквитными нотками. Аромат сложный, древесно-ореховый. Вкус плотный, немного терпкий, шелковистый, сладковатый, с ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл. Для первого раза дайте настояться в течение 5-8 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",1,4,60,,,,40,80,,,80,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Сиху Лунцзин,green,92,1860,"«Колодец дракона Западного озера» сделан в районе Ханчжоу (провинция Чжэцзян) из весенних почек В сухом виде: отборные, крупные, плоские, блестящие почки фисташково-зеленых оттенков. Аромат свежий, яркий, травянистый с ореховой ноткой. Настой прозрачный, очень светлого виноградного оттенка. Букет готового чая свежий, яркий, травянистый с ореховыми и цветочными нотками. Аромат нежный, орехово-цветочный. Вкус сочный, маслянистый, сладковатый, чуть терпкий, с легкой ягодной кислинкой. Освежающее, сочное послевкусие. Заваривать горячей водой (80°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 6 завариваний. Воздействие освежающее, легкое тонизирующее.",1,4,,,,40,,,,,,20,,,,,,60,,,,,,,,,,,80,,,,,,,,,,,
"Лао Маоцзянь, 2005",green,84,2160,"Выдержанный зеленый чай из провинции Хунань. Урожй 2005 года, В сухом виде: небольшие, изогнутые, бурые, пушистые почки. Аромат сдержанный, пряно-травянистый с ноткой сена. Настой прозрачный, виноградно-желтый с легким розовым оттенком. Букет готового чая выдержанный, травянистый с фруктовыми и ореховыми нотками. Аромат тонкий, травянистый. Вкус тонкий, шелковистый, с легкой терпкостью виноградной кожицы, нюансами специй и сочным, освежающим послевкусием. Заваривать горячей водой (75-85°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Воздействие освежающее, легкое тонизирующее.",5,4,,,,,40,80,,,,,40,,,,,40,,,,,,,,,,,,,,,,,,,,,,
Хуасян Цзинь Цзюнь Мэй,red,0,5890,"В сухом виде: среднего размера коричневые почки с рыжим пушком. Аромат интенсивный, ягодно-бисквитный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, древесно-ягодный, с медовыми, цветочными, бисквитными, цитрусовыми и пряными нотками. Аромат интенсивный, медово-ягодный. Вкус плотный, гладкий и сладкий, чуть терпкий, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Отличный выбор для церемонии гунфуча – яркий, многогранный, согревающий, расслабляющий.",10,6,80,60,,,,,60,,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Бэй Доу Цинцао Сян (""Северный ковш"", травянистый аромат)",ulun,96,2700,"Видеообзор с участием этого чая. «Северный Ковш, Травянистый Аромат» сделан из весенних побегов чайного куста Бэй Доу в природном заповеднике Уишань. В процессе изготовления к листу были применены средняя ферментация и умеренный огонь. Никаких дополнительных ароматизаторов не использовали. В сухом виде: крупные, изогнутые, темно-коричневые жгутики скрученных листиков. Аромат теплый, хлебно-пряный. Настой прозрачный, оттенка золотистого миндаля. Букет готового чая теплый, хлебно-пряный с цветочными, древесными и бисквитными нотками. Вкус тонкий, мягкий, маслянистый, сладковатый, чуть вяжущий, с нюансами пряностей. Аромат многогранный, глубокий и теплый. Сочное послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Отличный церемониальный чай с мягким, объемным вкусом и согревающим, расслабляющим воздействием.",2,4,,,,40,,80,,,40,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
"Куприт, хэйча из Аньхуа (Moychay.ru, 2017), 1 кг",black,86,491,"Черный чай из Аньхуа (уезд Иян, провинция Хунань) урожая 2017 года. В создании этого чая принимает участие микроб Eurotium Cristatum или Цзинь Хуа (Золотые цветы, разновидность), чрезвычайно полезный для здоровья. Его колонии выглядят как жёлтые крупинки, рассыпанные по поверхности чайного листа. 1000-граммовый брикет средней плотности, легко расслаивается на крупные темно-коричневые листики с черенками. Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая зрелый, многогранный, фруктово-древесный с нотками прелых осенних листьев и пряных трав. Аромат глубокий, сложный, фруктово-пряный. Вкус мягкий и гладкий, сладковатый, с ягодной кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-8 г на 100 мл. Для первого раза настоять 8-10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Отличный образец выдержанного хэйча. Особенно рекомендуется всем тем, кто предпочитает фруктовый вкусо-ароматический профиль.",2,7,,,,,80,60,,,60,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
Таньян Цзинь Му Дань Хун Ча,red,0,2310,"Красный чай «Золотой Пион из Таньян» сделан в уезде Фуань провинции Фуцзянь. Весенний урожай 2023. В сухом виде: среднего размера темно-коричневые жгутики скрученных листиков, бежевые почки. Аромат интенсивный, фруктово-ягодный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, яркий, древесно-ягодный, с медовыми, цветочными и пряными нотками. Аромат интенсивный, медово-цветочный. Вкус плотный, гладкий и сладкий, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Отличный выбор для церемонии гунфуча. Снимает нервное напряжение, согревает, стимулирует творческую активность.",10,6,,80,60,80,,,,,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Лаохэ Баочжун Лао Ча (1985),ulun,80,18500,"В сухом виде: среднего размера скрученные, красно-коричневые чайные листья тонкими черенками. Аромат очень сдержанный, фруктово-древесный. Настой прозрачный, янтарно-желтого оттенка. Букет готового чая зрелый, многогранный, фруктово-древесный, с бальзамическими, коньячными, пряными и ванильными нотками. Аромат сложный, теплый, фруктово-пряный. Вкус плотный, мягкий, шелковистый, сладковатый, с тонкой кислинкой и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 12 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие согревающее, умеренно тонизирующее.",10,6,,,,,80,,60,,80,,,,,,,,60,,,,,,,,,,,,,60,,,,,,,,
Вьетнамский улун Лаоча (2011),ulun,0,2790,"В сухом виде: крупные, тяжелые, темно-коричневые комочки скрученных чайных побегов. Аромат интенсивный, пряно-бисквитный. Настой прозрачный, светлого оттенка красного дерева. Букет готового чая теплый, многогранный, фруктово-древесный, с копчеными, бисквитными и пряными нотками. Аромат нежный, фруктово-бисквитный. Вкус плотный, гладкий, сладковатый, с легкой горчинкой какао-бобов, фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 9 завариваний. Воздействие согревающее, тонизирующее.",5,6,60,,,,,,,,80,,,80,,,,,,,,,60,,60,,,,,,,,,,,,,,,
"Чао Люй, 2022",ulun,66,650,"Cделан в округе Мэйчжоу по аутентичной технологии чао ча. В сухом виде: мелкие, лилово-коричневые фрагменты скрученных листиков. Аромат интенсивный, острый, пряно-травянистый. Настой прозрачный, лилово-коричневого оттенка. Букет готового чая яркий, многогранный, пряно-цветочный, с фруктовыми, ореховыми, табачными и бисквитными нотками. Аромат высокий, свежий, сложный, фруктово-пряный. Вкус плотный, сочно-терпкий, маслянистый, сладковатый, с легкой горчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл (чай обладает очень плотным телом, поэтому для первой дегустации возьмите чуть меньше заварки, чем обычно). Залейте чай горячей водой и дайте настояться в течение 8-10 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Отличный выбор для повседневных чаепитий. Воздействие освежающее, выраженное тонизирующее.",1,4,,,,80,80,80,,,,,,,,,,60,,,,,,,,,,,,40,,,,,,,,,,
Ляоми Баовэй Лао Ча,ulun,90,12480,"Выдержанный улун «Драгоценный аромат» был сделан в чайном хозяйстве Ляоми (округ Наньтоу) в середине 2000-х. В сухом виде: среднего размера коричневые жгутики скрученных чайных листьев с длинными, тонкими черенками. Аромат густой, пряно-древесный. Настой прозрачный, оттенка махагони. Букет готового чая выдержанный, многогранный, фруктово-древесный с нотками ванили, бисквита, пряных трав и экзотических смол. Аромат сложный, пряно-древесный. Вкус плотный, сочный, с легкой древесной терпкостью, сладковатый, с ягодной кислинкой – сильно меняется на протяжении чаепития, играя разными гранями. Долгое, запоминающееся послевкусие. Заваривать горячей водой (95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 12 завариваний. Отличный выбор для церемониального чаепития – долгий, многогранный и яркий. Воздействие согревающее, успокаивающее, центрирующее.",1,5,40,,,,80,40,,,80,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,
