title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
Те Гуаньинь Дэпин,ulun,90,750,"Улун «Те Гуаньинь» урожая 2023 г. из фермерского хозяйства Дэпин (район Ганьде, уезд Аньси). Сделан по технологии цинсян (легкая ферментация, прогрев при низких температурах). В сухом виде: среднего размера зеленые комочки скрученных чайных побегов. Аромат интенсивный, травянисто-цветочный. Настой прозрачный, светлого желто-зеленого оттенка. Букет готового чая свежий, травянисто-цветочный, с дынной ноткой. Аромат интенсивный, нежный, травянисто-цветочный. Вкус сочный, плотный, маслянистый, с легкой фруктовой кислинкой и тонкой горчинкой, вновь и вновь рождающей сочную сладость послевкусия. Заваривать горячей водой (80-85°С) в фарфоровой гайвани, чайнике из пористой глины или селадона. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 5-7 секунд после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Прекрасный выбор, чтобы снять усталость, зарядиться энергией и настроиться на оптимистическую волну.",1,6,,,,80,60,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
"Хунбэй улун, Вьетнам (осень 2022)",ulun,100,1570,"В сухом виде: крупные, тяжелые, темно-коричневые комочки скрученных чайных побегов. Аромат интенсивный, пряно-бисквитный. Настой прозрачный, светлого оттенка красного дерева. Букет готового чая теплый, многогранный, фруктово-древесный, с бисквитными, ореховыми, кофейными и пряными нотками. Аромат нежный, фруктово-бисквитный. Вкус плотный, гладкий, сладковатый, с легкой тонкой фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 9 завариваний. Воздействие согревающее, тонизирующее.",5,6,80,,,,,,40,,60,,,80,,,,60,,,,,,,,,,,,,,,,,,,,,,
"Лао Маоцзянь, 2005",green,84,2160,"Выдержанный зеленый чай из провинции Хунань. Урожй 2005 года, В сухом виде: небольшие, изогнутые, бурые, пушистые почки. Аромат сдержанный, пряно-травянистый с ноткой сена. Настой прозрачный, виноградно-желтый с легким розовым оттенком. Букет готового чая выдержанный, травянистый с фруктовыми и ореховыми нотками. Аромат тонкий, травянистый. Вкус тонкий, шелковистый, с легкой терпкостью виноградной кожицы, нюансами специй и сочным, освежающим послевкусием. Заваривать горячей водой (75-85°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Воздействие освежающее, легкое тонизирующее.",5,4,,,,,40,80,,,,,40,,,,,40,,,,,,,,,,,,,,,,,,,,,,
"Те Гуаньинь, сильное запекание (2018)",ulun,0,1270,"В сухом виде: мелкие, красно-коричневые комочки скрученных чайных побегов. Аромат интенсивный, пряно-древесный с фруктовой ноткой. Настой прозрачный, оттенка белого вина. Букет готового чая теплый, многогранный, фруктово-древесный, с нотками орехового бисквита, пряных трав и морских водорослей. Аромат нежный, пряно-древесный. Вкус плотный, гладкий, сладковатый, с фруктовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд, постепенно увеличивая время выдержки до 3 минут, можно заварить 10 раз. Воздействие согревающее, расслабляющее.",10,7,60,,,,80,80,,,80,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,
"Дянь Шэн Пуэр Ча Бин (2005), 350 г.",puer,94,11935,"Выдержанный шэн пуэр от компании «Дянь Пу», урожай 2005 года. 350-граммовый блинчик средней плотности, разделяется на буро-коричневые скрученные листики, почки и тонкие черенки (незначительное количество). Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая зрелый, многогранный, фруктово-древесный, с бальзамическими, осенними и пряными нотками. Аромат глубокий, сложный, фруктово-бальзамический. Вкус мягкий, гладкий, сладковатый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 12 завариваний. Отличный образец выдержанного шэн пуэра с многогранным вкусом и медитативным воздействием.",3,6,,,,,60,60,,,60,,,,80,,,,40,,,,,,,,,,,,,,,,,,,,,
Цзянсинь Дуюнь,ulun,96,3690,"Цзянсинь Дуюнь – это китайская идиома-чэнъюй, означающая оригинальный и изобретательный. Так назвал свой авторский купаж из нескольких сортов яньча главный технолог чайного хозяйства Юньлун. В сухом виде: изогнутые, коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, теплый, пряно-бисквитный. Настой прозрачный, оттенка темного янтаря. Букет готового чая теплый, многогранный, хлебно-пряный, с нотками древесных смол, жареных тостов и печеных фруктов. Аромат многогранный, густой и теплый. Вкус сочный, плотный, гладкий, сладковатый, чуть вяжущий, с минеральными нотками и долгим, запоминающимся послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 5-7 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 6-7 завариваний. Отличный выбор для церемонии гунфуча – многогранный и сбалансированный вкус, высокий, но не избыточный огонь, классическая утёсная мелодия!",1,5,60,,,,80,60,,,60,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
Бань Тянь Яо,ulun,86,2940,"Бань Тянь Яо или «Небесный Пояс» – один из самых древних сортов в истории Уишань, известный со времен правления династии Цин наряду с Да Хун Пао, Шуй Цзин Гуй, Бай Цзи Гуань и Те Ло Хань. Говорят, что первое деревце Бань Тянь Яо появилось на крутом утесе Саньхуа, высоко над обрывом, куда не вела ни одна тропа, а долетали лишь птицы да пчелы. Увидеть его можно было лишь стоя на краю обрыва, глядя вверх, поэтому первое название этого места было «Красота на Пол-неба» (половину вида закрывала скала). Название содержало иероглиф яо, означающий одновременно «красота» и «умереть молодым». Деревце на вершине утеса вскоре погибло, но горный ястреб, питавшийся его семенами, посадил их неподалеку. Сон о ястребе, обронившем в расщелине скал «небесную драгоценность», видел настоятель монастыря «Тянь Синь Сы», который, пробудившись, собрал монахов и отправился в горы. В том самом месте, что привиделось ему в сновидении, росли чайные деревца. Монахи взяли несколько побегов и перенесли их в свой сад, а на скале Саньхуа высекли иероглифы Бань Тянь Яо (c иероглифом яо, означающим «ястреб»). Надпись можно увидеть и сегодня. Вот такая история у чая с названием Бань Тянь Яо, который в наши дни записывается третьим по счету иероглифом яо, означающим «пояс». Сорт в полной мере оправдывает название «утёсный», так как произрастает на ограниченной территории уишаньского заповедника и относится к категории относительно редких или, как говорят в Китае, сяо пин чжун, ориентированных на узкий круг искушенных любителей и гурманов. Несмотря на сочный вкус и прекрасный аромат готового чая, а также высокую жизнеспособность чайного деревца, оно уступает по урожайности таким популярным сегодня сортам как Жоу Гуй и Шуй Сянь, поэтому традицию производства поддерживают лишь немногочисленные чайные технологи, по-настоящему увлеченные своим делом. Это классическая процедура длительного прогрева на древесных углях, а также сильный огонь, многократная скрутка и высокая степень ферментации. В сухом виде – большие изогнутые жгутики темно-коричневых листьев. Аромат теплый, пряный. Настой прозрачный, оттенка золотистого миндаля. В букете готового чая – «твердость скал и аромат цветов», классическая «мелодия утёсов», в которой соединились пряные, хлебные, цветочные и ягодные нотки. Вкус крепкий, объемный, сладковатый, с тончайшей кислинкой и легкой «минеральностью», характерной для утёсных улунов. Аромат проникновенный, многогранный, густой и тёплый. Устойчивое, сочное послевкусие. Заваривать кипятком 95°С в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5-6 гр. на 100 мл. Выдерживает 7-8 завариваний. Прекрасный церемониальный чай – тонкий, сильный и удивительно красивый. Видео-сюжеты, снятые во время последнего осеннего путешествия в заповедник Уишань Прогулка по горам Уишань. Часть 1, Прогулка по горам Уишань. Часть 2.",2,5,,,,40,,60,,,,40,,,,,,,,80,,,,,,,,40,,,,,,,,,,,,
Е Шэн Янь Ча,ulun,90,2390,"«Дикорастущий Утёсный Чай» сделан из листьев аутентичного чайного куста, в диком виде произрастающего в разных местах уишаньского заповедника. В процессе обработки прошел через умеренную ферментацию и прогрев на углях при относительно невысоких температурах. В сухом виде: среднего размера темно-коричневые жгутики скрученных листиков. Аромат сухого чая теплый, хлебно-пряный. Настой прозрачный, оттенка гречишного меда. Букет готового чая теплый, хлебно-пряный с древесной и яблочной ноткой. Аромат спокойный, глубокий и теплый, на стенках остывающей чашки – нежный, пряно-цветочный. Вкус сочный и мягкий, шелковистый, сладковатый, с легкой лимонной кислинкой. Сочное, освежающее послевкусие. Заваривать горячей водой (95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4-5 гр. на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат на протяжении 7-8 заварок. Отличный церемониальный уишанец – мягкий, утонченный, эмоциональный. Понравится всем тем, кто любит утёсный чай, но буйству огня и крепости скал предпочитает их тонкую, цветочную составляющую. Видео-сюжеты, снятые во время последнего осеннего путешествия в заповедник Уишань Прогулка по горам Уишань. Часть 1, Прогулка по горам Уишань. Часть 2.",2,4,,,,,40,60,,,40,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
Гаоцзи Цилай Шань Улун,ulun,100,5700,"Высокогорный улун с горы Цилай, весенний урожай 2023. В сухом виде: небольшие, оливково-зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, виноградного оттенка, в процессе заваривания желтеет. Букет готового чая свежий, травянисто-цветочный с пряными, ореховыми и фруктовыми нотками. Аромат яркий, пряно-цветочный. Вкус плотный, мягкий, маслянистый, сладковатый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 10 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие освежающее, умеренно тонизирующее.",3,6,,,,80,60,80,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Гаошань Шаньлиньси,ulun,100,3380,"Высокогорный улун «Шаньлиньси» («Ручей в еловом лесу»). В сухом виде: крупные, оливково-зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, светлого, зеленовато-желтого оттенка. Букет готового чая свежий, травянисто-цветочный с пряными, ореховыми и фруктовыми нотками. Аромат яркий, пряно-цветочный. Вкус плотный, гладкий, маслянистый, сладковатый, с фруктовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 12 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие освежающее, легкое тонизирующее, самое позитивное.",3,6,,,,80,60,,60,,,,,,,,,100,,,,,,,,,,,100,,,,,,,,,,,
"Бэй Доу Цинцао Сян (""Северный ковш"", травянистый аромат)",ulun,96,2700,"Видеообзор с участием этого чая. «Северный Ковш, Травянистый Аромат» сделан из весенних побегов чайного куста Бэй Доу в природном заповеднике Уишань. В процессе изготовления к листу были применены средняя ферментация и умеренный огонь. Никаких дополнительных ароматизаторов не использовали. В сухом виде: крупные, изогнутые, темно-коричневые жгутики скрученных листиков. Аромат теплый, хлебно-пряный. Настой прозрачный, оттенка золотистого миндаля. Букет готового чая теплый, хлебно-пряный с цветочными, древесными и бисквитными нотками. Вкус тонкий, мягкий, маслянистый, сладковатый, чуть вяжущий, с нюансами пряностей. Аромат многогранный, глубокий и теплый. Сочное послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Отличный церемониальный чай с мягким, объемным вкусом и согревающим, расслабляющим воздействием.",2,4,,,,40,,80,,,40,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
"Таиландский ГАБА Ассам красный чай, дикорастущие деревья. Moychay Tea Forest Project, batch01-2022 (limited 42 pieces), 357 г",red,92,15350,"В сухом виде: спрессованные крупные, изогнутые, бордово-коричневые жгутики скрученных листиков с тонкими черенками, бежевые и рыжие почки. Аромат интенсивный, фруктово-медовый. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, пряно-цветочный, с нотками осенних листьев, свежих ягод, игристых вин, сухофруктов и меда. Аромат теплый, нежный, пряно-цветочный. Вкус плотный, шелковистый, сладковатый, с ягодной кислинкой, нюансами специй и освежающим послевкусием Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 10 завариваний. Превосходный чай для искушенных любителей с многогранным вкусом и мощным медитативным воздействием.",3,6,,80,,80,,80,,,,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,
