creators,title,description,geoContext,minDate,maxDate,latitude,longitude
S. Mitchell,Akkisse,"An ancient place, cited: BAtlas 66 A2 Akkisse","Akkisse, settlement of Gorgoromeis",-30,640,37.354615,32.155414
C. Foss,Thymena/Teuthrania?,"An ancient place, cited: BAtlas 86 D2 Thymena/Teuthrania?",Timne/Uğurlu,-30,640,41.958253,33.189074
"P. Kos, M. Šašel Kos",Mursella,"An ancient place, cited: BAtlas 20 E2 Mursella",Kisárpás HUN,-30,640,47.514636,17.391686
R.B. Hitchner,Henchir-Ali-ben-Amara,"An ancient place, cited: BAtlas 32 E4 Henchir-Ali-ben-Amara",Henchir-Ali-ben-Amara,-30,640,36.157256,9.90359
S.M. Burstein,Nalot(e),"An ancient place, cited: BAtlas 81 C3 Nalot(e)",Karanog,-30,2100,22.720104,32.090922
D. Rupp,Khelones,Khelones was a small coastal settlement in Cyprus that was eventually abandoned in the seventh century AD.,"Khelones, SE Rizokarpaso CYX",-750,640,35.583406,34.419364
"C. Foss, G. Reger, S. Mitchell",Gevele,"An ancient place, cited: BAtlas 56 G5 Gevele",Gevele,-330,640,38.158542,28.310325
B. Isaac,Eboda,"Known today as Avdat, this ruined city was founded by the Nabateans in the Negev desert in what is today southern Israel. It flourished into Byzantine times. Along with three other ancient settlements, it was added to the UNESCO World Heritage List in 2005.",Avdat,-330,2100,30.7942085,34.77366445
C. Foss,Marsylla/Kallistratia?,"An ancient place, cited: BAtlas 86 D1 Marsylla/Kallistratia?",Kışla?,-30,640,42.002968,33.405624
A.G. Poulter,Kabyle/Diospolis,"An ancient place, cited: BAtlas 22 D6 Kabyle/Diospolis",Yambol BUL,-2000,640,42.5501536601,26.483334945
"C. Foss, G. Reger, S. Mitchell",Managros,"An ancient place, cited: BAtlas 56 B5 Managros","Managros, on Khios GRE",-750,640,38.226411,25.963128
E.N. Borza,Bogdanci,"An ancient place, cited: BAtlas 50 C2 Bogdanci","Bogdanci, MAC",-30,640,41.202919,22.578751
E.N. Borza,Vălkosel,"An ancient place, cited: BAtlas 51 C1 Vălkosel","Vălkosel, BUL",-330,640,41.515523,23.983772
"M. Pearce, R. Peretto, P. Tozzi",Caesena,An Umbrian and Etruscan city on the Savio river that passed into Roman control in the third century B.C.,Cesena,-550,640,44.1351069024,12.2418006115
"M. Roaf, St J. Simpson",Tell al-Rishayd,"An ancient place, cited: BAtlas 91 F5 Tell al-Rishayd",Tell al-Rishayd,-330,640,32.748277,44.768898
"J. Fossey, J. Morin",Aigai,"An ancient place, cited: BAtlas 55 F3 Aigai","Politika Kafkala (contra Bakhuizen 1985, 125-27, 134)",-750,640,38.598185,23.552631
"J. Fossey, J. Morin",Thaumakoi,"An ancient place, cited: BAtlas 55 C2 Thaumakoi",Domokos Kastri,-750,640,39.126554,22.321996
T. Drew Bear,Aurokra,"An ancient place, cited: BAtlas 62 F4 Aurokra",above Dort Köy near Doğancık,-30,640,38.531995,31.19882
N. Purcell,Terventum,Terventum was the site of a Roman municipium established in the territory of the Pentrian Samnites.,Trivento,-330,640,41.782158,14.551936
"M. Šašel Kos, P. Kos",Varvaria,A Roman municipium of the first century A.D.,Bribir CRO,-30,640,43.9256794615,15.8427167301
S.T. Parker,Mamopsora,"An ancient place, cited: BAtlas 71 B4 Mamopsora",Buseira,-30,640,30.733642,35.6104086667
"J.P. Brown, P.-L. Gatier",Zebed,"An ancient place, cited: BAtlas 68 E2 Zebed",Zebed,300,640,35.85723,37.732749
A. Bernand,Schedia/Chaireon/Menelais?,"An ancient place, cited: BAtlas 74 C2 Schedia/Chaireon/Menelais?",Kom el-Gizah?,-330,2100,31.13965,30.192032
"M. Pearce, P. Tozzi",Alba Pompeia,Alba Pompeia (modern Alba) was a Celtic and Ligurian settlement that entered into the Roman sphere during the late Republican period. In Imperial times Alba was the birthplace of Pertinax.,Alba,-30,640,44.700835,8.035244
David Braund,Vysochino,"An ancient place, cited: BAtlas 84 E1 Vysochino","Vysochino, R. Don estuary",-30,640,47.113221,39.335613
R.B. Hitchner,Henchir-Mrhotta,"An ancient place, cited: BAtlas 32 F4 Henchir-Mrhotta",Henchir-Mrhotta,-30,640,36.248783,9.997715
C. Foss,Kilisecik,"An ancient place, cited: BAtlas 86 B2 Kilisecik","Kilisecik, 2.5 miles S Heraclea",-30,640,41.217565,31.399486
A.G. Poulter,Shoumen,"An ancient place, cited: BAtlas 22 D5 Shoumen","Shoumen, BUL",300,640,43.282228,27.0268
R.B. Hitchner,Pupput,Pupput was an ancient city of Africa proconsularis.,Souk-el-Abiod,-330,640,36.392998,10.562216
"P.-L. Gatier, T. Sinclair",Kaprobarada,"An ancient place, cited: BAtlas 67 D4 Kaprobarada",Brad SYR,-30,640,36.370769,36.938322
"M. Šašel Kos, P. Kos",Crexa,"An ancient place, cited: BAtlas 20 B5 Crexa",Cres CRO,-30,640,44.856809,14.397461
"C. Foss, S. Mitchell, G. Reger",Mormonda,"An ancient place, cited: BAtlas 56 E4 Mormonda",Soğukpınar,300,640,38.527464,27.199185
W.V. Harris,Numana,Numana was a settlement of ancient Picenum located south of Ancona.,Numana,-750,640,43.511271,13.62142
"C. Foss, S. Mitchell, G. Reger",Iulia Gordos/*Porotta?,"An ancient place, cited: BAtlas 56 G4 Iulia Gordos/*Porotta?",Eski Gördes,-330,640,38.876702,28.31421
J.J. Wilkes,Vorovum Minor,"An ancient place, cited: BAtlas 21 F6 Vorovum Minor",Kravoder BUL,-30,640,43.30463,23.421135
R.B. Hitchner,Thysdrus,"Thysdrus (modern El Djem, Tunisia) was a Punic and Roman city of North Africa. It flourished in the second century A.D. and built its massive amphitheater in the third century. After an abortive revolt in A.D. 238, the city was destroyed by soldiers loyal to Maximinus Thrax.",el-Djem,-330,2100,35.2960575,10.707584
E.W. Haley,Lancia/Lance,"An ancient place, cited: BAtlas 24 F2 Lancia/Lance",El Castro (Villasabariego),-30,640,42.5297477,-5.4308097
E.W.B. Fentress,Asefsou,"An ancient place, cited: BAtlas 34 E2 Asefsou",Asefsou,-30,640,35.143916,6.533371
"M. Roaf, St J. Simpson",Zindan/Dastagird?,"An ancient place, cited: BAtlas 91 F4 Zindan/Dastagird?",Zindan,300,640,33.897044,44.652757
"C. Foss, G. Reger",Nysa/Athymbra,"An ancient place, cited: BAtlas 61 G2 Nysa/Athymbra",Sultanhisar,-550,640,37.903405,28.144999
E. Bertrand,Darantasia,"An ancient place, cited: BAtlas 17 H3 Darantasia",Moûtiers-en-Tarentaise,-30,640,45.484001,6.532142
P. Galliou,Loré,"An ancient place, cited: BAtlas 7 F3 Loré",Loré,-30,640,48.486828,-0.580366
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Col. Narbo Martius,Col. Narbo Martius (modern Narbonne) was established in Gaul in 118 B.C. as a Roman colony.,Narbonne FRA,-750,2100,43.1836165,3.004203
S. Mitchell,Kyzistra,"An ancient place, cited: BAtlas 63 G4 Kyzistra",Zengibar Kalesi,-30,640,38.3508285,34.9572705
C. Foss,Pylai,"An ancient place, cited: BAtlas 52 E3 Pylai",Yalova,300,640,40.657795,29.273345
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Egara,"An ancient place, cited: BAtlas 25 H4 Egara",Terrassa,-30,640,41.560997,2.010425
David Braund,Palaia Achaia,"An ancient place, cited: BAtlas 84 E4 Palaia Achaia",Tuapse?,-30,640,44.092516,39.063264
A.S. Esmonde Cleary,Lower Lea,"An ancient place, cited: BAtlas 8 F2 Lower Lea",Lower Lea,-30,640,52.042777,-1.433485
P.O. Spann,Agatucci?,"An ancient place, cited: BAtlas 27 B4 Agatucci?",W Alicún de Ortega,-30,640,37.591727,-3.1811
"I.E.M. Edlund Berry, A.M. Small",Matera,"Matera is an ancient settlement in the Basilicata region of Italy where human occupation is evident beginning from 9,000 years BP.",Matera,-750,640,40.668888,16.606281
H. Bender,Loděnice,"An ancient place, cited: BAtlas 12 H2 Loděnice","Loděnice, settlement and mine CZE",300,640,49.9951095,14.1585345
T. Drew Bear,Akören,"An ancient place, cited: BAtlas 62 E2 Akören",Akören,-30,640,39.637436,30.646995
T. Drew Bear,Kadoi,"An ancient place, cited: BAtlas 62 B3 Kadoi",Eski Gediz,-330,640,39.0141695,29.402473
"J. Fossey, J. Morin",Ag. Triada,"An ancient place, cited: BAtlas 55 F3 Ag. Triada","Ag. Triada, Kriezoti",-550,640,38.575677,23.728648
jbecker,Deir Qeruh,"Deir Qeruh is a Byzantine-period village located in the Golan Heights within the Israeli national park of the Gamla nature reserve. The village was founded in the fourth century CE, and a church and monastery followed in the sixth century. The village was abandoned following the Arab conquest.",NA,300,640,32.9061539,35.745916
H. Bender,Gurina,"An ancient place, cited: BAtlas 19 F3 Gurina",Gurina,-330,640,46.661699,13.079529
"H.S. Sivan, R.W. Mathisen",Crovio,"An ancient place, cited: BAtlas 14 E1 Crovio",Crû?,300,640,47.251557,-0.219138
D.J. Mattingly,Gasr Khuraybah,"An ancient place, cited: BAtlas 38 C1 Gasr Khuraybah",Gasr Khuraybah,-30,640,32.861157,21.915368
"C. Foss, S. Mitchell, G. Reger",Tmolos/Aureliopolis,"An ancient place, cited: BAtlas 56 F4 Tmolos/Aureliopolis",Gökkaya,-30,640,38.476241,27.877777
A.S. Esmonde Cleary,Eburacum,"The site of a Roman legionary fortress, municipium, and colonia at modern-day York, England.",settlement and fort at York,-30,2100,53.957672,-1.082304
E.N. Borza,Laki,"An ancient place, cited: BAtlas 50 C1 Laki","Laki, fortified settlement MAC",-30,640,41.782883,22.675209
"M. Pearce, P. Tozzi",Bedriacum,Bedriacum was an ancient town of Cisalpine Gaul located between Verona and Cremona that was the site of two battles during the 'Year of the Four Emperors' (A.D. 69).,Calvatone,-30,640,45.129535,10.442348
D.J. Mattingly,Boreum,"An ancient place, cited: BAtlas 37 E2 Boreum",Bu Grada,-330,640,30.475859,19.700194
"A. Bursche, L.F. Pitts",Zamość,"An ancient place, cited: BAtlas 13 I2 Zamość","Zamość, POL",300,640,50.723127,23.251993
J.J. Wilkes,Krupac,"An ancient place, cited: BAtlas 21 E6 Krupac","Krupac, YUG",-30,640,43.128307,22.683567
R.B. Hitchner,Uzalis,"An ancient place, cited: BAtlas 32 F2 Uzalis",el-Alia,-330,640,37.169048,10.033986
"J. Keenan, S.E. Sidebotham, T. Wilfong",Paneion 2,"An ancient place, cited: BAtlas 80 C2 Paneion 2","Paneion 2, el-Bweib",-30,640,25.74992,33.339726
"Jr., F.H. Stanley, R.C. Knapp",Los Castillejos de la Sierra,"An ancient place, cited: BAtlas 26 D4 Los Castillejos de la Sierra",Los Castillejos de la Sierra,-750,640,37.945625,-6.359197
"C. Foss, G. Reger, S. Mitchell",Nikaia,"An ancient place, cited: BAtlas 56 G5 Nikaia",Türkönü,-30,640,38.161899,28.088427
"C. Haselgrove, J. Kunow",Contra Aginnum,"An ancient place, cited: BAtlas 11 D3 Contra Aginnum",Condren,-30,640,49.628457,3.279702
P.O. Spann,Ebusus,"An ancient place, cited: BAtlas 27 G3 Ebusus",Eivisa (Ibiza),-750,640,38.908393,1.432146
R.J.A. Wilson,Colle Rotondo,"An ancient place, cited: BAtlas 47 C4 Colle Rotondo",Colle Rotondo,-750,640,37.437918,13.35685
H. Bender,Eggolsheim,"An ancient place, cited: BAtlas 12 E3 Eggolsheim",Eggolsheim,-30,640,49.770619,11.054501
"E.M. Meyers, J.P. Brown",Buraq,"An ancient place, cited: BAtlas 69 D3 Buraq","Buraq, Lejja SYR",-30,640,33.1857828,36.48256575
R. Müller Wollermann,Alabastronpolis/Alabastrine,"An ancient place, cited: BAtlas 75 D4 Alabastronpolis/Alabastrine",el-Kom el-Ahmar/el-Hafin,-330,2100,28.040578,30.844594
S. Mitchell,Sekalesi,"An ancient place, cited: BAtlas 66 D1 Sekalesi",Sekalesi,-330,640,37.719585,33.739934
D.J. Mattingly,Arsinoe/Taucheira,"Arsinoe/Taucheira (modern Tocra) may have originally been a Greek foundation that was part of Pentapolis of Cyrenaica. It eventually became a Roman colony and, by the time of Justinian, was fortified.",Tocra,-750,640,32.5363993333,20.5672976667
"C. Foss, S. Mitchell",Oenoanda/Termessos Mikra,Oenoanda/Termessos Mikra was an ancient Greek city located in Lycia.,İncealiler,-1600,640,36.8112455,29.5551845
S. Loseby,Fontaine de Vaucluse,"An ancient place, cited: BAtlas 15 E2 Fontaine de Vaucluse",Fontaine de Vaucluse,300,640,43.921706,5.126202
C. Foss,Anaplous?/Promotou?,"An ancient place, cited: BAtlas 53 B2 Anaplous?/Promotou?",Arnavutköy,300,640,41.067883,29.043018
C. Foss,Ornoi,"An ancient settlement, attested in written sources. Placed by C. Foss (Barrington Atlas) to the south of modern İnecik, Turkey. According to Hierokles, Ornoi was administratively located in the late province of Europe.",S İnecik,-550,640,40.914314,27.280325
"M. Šašel Kos, P. Kos",Parentium,"Ancient Parentium, now Poreč, Croatia, was a city on the western coast of the Istrian peninsula. There is archaeological evidence of Illyrian settlement from the Bronze Age onward. The site factors in Roman campaigns of the second century BC. The settlement became an oppidum civium Romanorum and then was advanced to municipium by Augustus. Tiberius dubbed it Colonia Iulia Parentium in the first century AD.",Poreč CRO,-330,2100,45.227354,13.5948985
"J.P. Brown, E.M. Meyers",Dabbura,"An ancient place, cited: BAtlas 69 C3 Dabbura","Dabbura, SYR",300,640,33.048985,35.66516
gmckee,Tell el-ʻAbd,"Mound site along the eastern bank of the Euphrates in northern Syria. The site shows signs of habitation from the Early Bronze Age through the Byzantine period. Tell el-ʻAbd was flooded by the construction of the Taqba Dam in 1975, though a portion of it has reemerged due to declining water levels in Lake Assad.",NA,-3300,850,36.2345649241,38.1396833688
M. Drew Bear,Perdes,"An ancient place, cited: BAtlas 77 F4 Perdes",Bardis,300,640,26.288791,31.944207
S.T. Parker,Valtha,"An ancient place, cited: BAtlas 71 B2 Valtha",Khirbet Tahunet el-Wala,-30,640,31.554249,35.772658
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Arest/Dagnevana,"An ancient place, cited: BAtlas 89 F2 Arest/Dagnevana",Bendimahi,300,640,38.925344,43.655172
C. Foss,Dereköy,"An ancient place, cited: BAtlas 86 B3 Dereköy",Dereköy,300,640,40.836893,31.893544
S.M. Burstein,Tila,"An ancient place, cited: BAtlas 81 A4 Tila","Tila, SUD",-30,640,21.418275,31.002026999999998
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Berniquaut,"An ancient place, cited: BAtlas 25 H2 Berniquaut","Berniquaut, Cm. Sorèze",-330,640,43.450459,2.064955
A.S. Esmonde Cleary,Iping,"An ancient place, cited: BAtlas 8 G3 Iping",Iping,-30,640,50.998504,-0.785911
"M. Pearce, R. Peretto, P. Tozzi",(H)Atria,"(H)Atria (modern Adria) was a Venetic and, later, Etruscan settlement. The city itself is likely a sixth century BC foundation.",Adria,-750,640,45.0577,12.056195
"R.W. Mathisen, H.S. Sivan",Fontenay-le-Comte,"An ancient place, cited: BAtlas 14 E2 Fontenay-le-Comte",Fontenay-le-Comte,-30,640,46.465868,-0.8061
"J.P. Brown, E.M. Meyers",Qazrin,"An ancient place, cited: BAtlas 69 C4 Qazrin","Qazrin, SYR",-30,640,32.991709,35.689426
"C. Foss, G. Reger, S. Mitchell",Trianta,"An ancient place, cited: BAtlas 56 C3 Trianta","Trianta, on Lesbos GRE",-550,640,39.224278,26.196664
"H.S. Sivan, R.W. Mathisen",La Terne,"An ancient place, cited: BAtlas 14 F3 La Terne","La Terne, Cm. Luxé",-30,640,45.8944725,0.077233
S.M. Burstein,Gebel Adda,"An ancient place, cited: BAtlas 81 B3 Gebel Adda",Gebel Adda,-330,640,22.280015,31.634074
"I.E.M. Edlund Berry, A.M. Small",Altanum?,"An ancient place, cited: BAtlas 46 D5 Altanum?",Bovalino Marina,-550,640,38.150001,16.17485
