lat,long,year_of_discovery,country,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,summary,disposition
50.42893,2.83183,1756,France,5623,LENS 1756,20,161,180,The hoard comprised '20 coins of which the most recent was an issue of Marcus Aurelius' The hoard was discovered by peat cutters.,NA
50.383403,-4.6176447,1758,UK,14564,LERRYN,4,271,274,"There is an account of Borlase receiving four radiates from the Rector of Lanreath that were found at the unidentified place of ""Carlean"" in 1785. The findspot was described as ""near the northern extremity of [the earthwork known as] the Giant's-hedge, not far from Ethy"", at Lerryn creek, on the Eastern banks of the River Fawy"". Penhallurick suggests that Carlean is a misreading of Collon.",NA
40.75,14.483,1759,Italy,10372,"POMPEII VI, 17, 42, 42A",58,72,78,"122 Republican and Imperial AV, AR, and AE found in regio VI, insula 17, building 42 (house), ground floor room, possibly a bedroom.",NA
50.854,1.977,1760,France,5588,ARDRES,401,260,269,The hoard comprised 401 antoniniani (radiates) terminating in an issue of Postumus (AD 260-269).,NA
49.7158,1.4577,1761,France,5699,NEUVILLE-FERRIÈRES,65,-42,-40,"65 republican coins: 1 aureus and 64 denarii found in a flint money-box (families: Aemilia, Cassia, Iulia, Marcia, Pompeia).",NA
54.85054,-2.8892781,1762,UK,367,CARLISLE 1762,700,141,161,"About 700 Roman coins were found in a ford in the river Pettarel near Carlisle in 1762. Coins seem to range from Nero to Faustina. A list of 64 of them (1 aureus, 62 denarii and 1 sestertius) exists.",NA
47.788,18.743,1763,Hungary,2905,ESZTERGOM-BURG 1763 B,1231,305,305,(1265) 1231 coins: Gordian III - Tetrarchy (AD 295-305),NA
47.788,18.743,1763,Hungary,8196,ESZTERGOM-BURG 1763 A,32,379,450,32 or 42 solidi of Theodosius I or Theodosius II.,Lost
47.219,-1.551,1764,France,5937,NANTES 1764,81,117,138,"The hoard comprised a large number of Roman coins which were shared out between the finders. Fournier compiled a list, suggesting that 39 were of Nerva (and Trajan?) and 42 of Hadrian.",NA
47.078,9.07,1765,Switzerland,9252,MOLLIS GL 1765,79,270,275,"In a cavern, without precise location, found during blast operations. Ca. 80 coins, mainly from the 3rd c. AD: Postumus (Gallic Empire, 260–269), Gallienus (253–268), Salonina (wife of Gallienus), Claudius II (268–270), Victorinus (269–270) and Aurelian (270–275) among other emperors of the 3rd c. AD. Later reports mention coins of Trajan, Decius (= Trajan Decius?) and Diocletian. Only two coins are preserved. There were more coin finds reported from the same region, Mollis-Bodenwald, in the 1820's and ca. 1831, but no coins are preserved (cf. Diaz Tabernero et al., Münzfunde GL, pp. 19-22, 72-73, nos 16-17).","Historisches Museum, Bern; Historischer Verein des Kantons Glarus"
57.14313,-4.68224,1767,UK,966,FORT AUGUSTUS,300,293,305,"An earthen urn, with about 300 coins, of mixed metal and in two sizes, all of the emperor Diocletian, found in Fort Augustus, while digging a trench in order to repair the fortifications. Coins seem to have been both antoniniani and folles, though it is unlikely that they all belonged to the same emperor.",NA
50.811008,17.075915,1770,Poland,13549,GÓRZEC,2,241,243,"Unknown number of silver coins found on a field where a grave was found: 1 denarius Augustus, 1 antoninanus (radiate) Gordian III. A brooch was found withe coins. No further Details on it.",Lost
40.752,14.478,1771,Italy,10374,POMPEII VILLA DI DIOMEDE A,232,69,79,232 Imperial AE found in the Villa Diomede. Among the issuers Galba and Vespasian.,NA
40.752,14.478,1771,Italy,10375,POMPEII VILLA DI DIOMEDE B,5,69,79,"1 Nero, 2 Vespasian, and 2 uncertain AE found in the Villa Diomede.",NA
40.752,14.478,1771,Italy,10376,POMPEII VILLA DI DIOMEDE C,107,69,79,"10 aurei (Nero, Vitellius, and Vespasian), 88 uncertain denarii, and 9 uncertain AE found in the Villa Diomede.",NA
49.309513,9.467756,1772,Germany,16642,JAGSTHAUSEN,4,138,180,"The hoard (4 coins, Republic - Faustina I/II) was found with around 20 coins in 1772 during the digging of a draw well in front of the castle. - not sure which castle is meant, as there are three of them in Jagsthausen.",NA
46.4887,0.3095,1773,France,6004,ITEUIL,3,17,17,"The hoard comprised 'quite a considerable number of gold coins' of which only two were seen and identified. The hoard was found by a farmer. Only three aurei: 1 Augustus, 2 Tiberius have been seen and described.",NA
48.5447,5.086,1774,France,12370,GOURZON 1774,23,54,68,"23 coins of Nero in an offering context. The coins were in an urn, near a skeleton (probably a tomb).",NA
46.8134,4.9383,1775,France,7124,ALLÉRIOT 1775,2,161,180,"The hoard was found in a vessel containing coins of the Principate, including 2 coins of Antoninus Pius and Marcus Aurelius.",NA
40.752,14.481,1776,Italy,10367,"POMPEII VI, 17, PORTA DI ERCOLANO C",106,78,79,106 Republican and Imperial aurei and denarii found near the Porta Ercolano.,NA
51.503293,-0.085155684,1777,UK,777,TOWER OF LONDON,3,404,408,"Three solidi (Honorius and Arcadius) and one silver ingot, found while digging the foundations for a new office in the Tower of London, in 1777.",British Museum
48.279431,0.490499,1778,France,5856,SAINT-COSME-EN-VAIRAIS,200,44,44,"The hoard comprised approximately 200 gold aurei. Some gold coins were found while the miller, Chereau was ploughing in the church's field. He then found quite a large quantity while digging in his field.",NA
52.386877,8.171418,1780,Germany,17258,VENNE,3,-2,14,Two Roman gold coins (Augustus) were found in the Venner Moor. A third specimen was found in the region of Venne and could well belong to the same find.,NA
56.362187,-2.9508708,1781,UK,620,PITCULLO,19,177,192,"A group of 19 Roman silver coins (of the Emperors Nero, Domitian, Trajan, Hadrian, Antoninus Pius, Marcus Aurelius, Commodus, and the Empress Faustina), found while ploughing at Pitcullo in Fife, presented to the Society of Antiquaries of Scotland in 1781. The 19 coins have not been located in NMAS, Edinburgh",NA
43.313,-5.827,1782,Spain,12921,MANZANEDA,12,15,16,A hoard of 12 denarii documented based on the archives from the papers kept in the Real Academia de la Historia: Mark Antony - Tiberius (AD 15-16).,Lost
46.1456329,2.405714,1783,France,3881,SANNAT 1783,300,253,268,"The hoard was discovered during antiquarian exploration of a Gallo-Roman site. It appeared to have been originally stored in a cabinet measuring 6 feet square and comprised more than 300 base-silver coins. According to the finder, villagers who knew the findspot continued to find coins in abundance there. 300 silver coins: Severus Alexander - Valerian I and Gallienus/Gallienus (sole) (AD 253-268); silver weight: 76.1-710.8+g.",NA
50.514,4.01,1784,Belgium,3189,CASTEAU 1784 1,600,253,260,(6-700) 23 coins silver coins: Marcus Aurelius - Valerian I (AD 253-260).,"Collection marquis of Chasteler, in 1784"
50.105,1.837,1785,France,7392,ABBEVILLE,200,0,260,The hoard comprised 200 sestertii with no further information about the composition given.,NA
14.45,79.99,1786,India,18500,NELLORE,40,141,141,"About 40 aurei were found by a peasant while he was digging, he also found a Hindu temple. This is the earliest recorded find of Roman coins on Indian soil. The hoard seems to have consisted exclusively of second-century coins.",NA
40.752,14.482,1787,Italy,9678,"POMPEII VI, 1, 7, 7P",22,69,79,"6 uncertain AR, 1 Imperial AE (Vespasian) and 15 uncertain AE found with a skeleton and a bracelet in regio VI, insula 1, north of peristyle of building 7 (house).",NA
54.435033,9.361487,1788,Germany,17297,DÖRPSTEDT,20,145,176,"A hoard of 20+ Roman silver coins (i.e. certainly denarii), found while digging out peat on the Dörpstedter Moor.",NA
51.061,3.798,1789,Belgium,8224,DESTELBERGEN,112,195,198,"112 bronze coins: 111 sestertii, 1 dupondius: Vespasian - Septimius Severus (AD 195-196).",NA
43.310172511723,-1.9125244513614,1790,Spain,17589,BERAÚN,3,138,141,"Three aurei; Hadrian 2, Antoninus Pius for Faustina I.",NA
50.680829,-2.6524445,1791,UK,531,PUNCKNOWLE 1791,1200,43,402,About 1200 coins were turned up by the ploughshare in the year 1791 in an arable field known by the name of Walls. They had been deposited in an earthen vessel. Undated.,NA
51.480666,4.957669,1792,Netherlands,9840,ALPHEN,6,275,270,6 uncertain imperial coins (Vespasian-Aurelian).,Private collection
49.332944,0.514088,1793,France,5813,TOURVILLE-SUR-PONT-AUDEMER,300,215,293,"The hoard comprised 'several hundred small bronze coins'. Canel distinguishes this hoard from those found in Préaux (TAF IV. 57). The hoard was near the top of the hill, close to the plough, approximately 1km from the ancient abbey of Saint-Léger.",NA
51.674349,-0.77215784,1795,UK,62,HUGHENDEN 1795,24,138,180,Hughenden - Upon Piggott Common: 24 Roman coins (copper) discovered 1795 in throwing up a bankan earthen vessel about 18 inches below the surface.,NA
48.16238,10.28894,1797,Germany,16573,OGLISHOFEN,43,258,259,"In 1797, a farmer found many Roman silver coins in a smashed earthenware container, within the celtic enclosure of Oglishofen. Today there are 31 specimens of this find identified in the Maximillian museum, 12 specimens could be added here based on a previously published list.",NA
48.01,0.1924,1798,France,3310,LE MANS 1798,174,253,268,"The hoard comprised a ceramic vessel containing 460 silver coins. Auvray mentions Gordian III, Philip, Trajan Decius, Volusian, Trebonianus Gallus and Valerian. In 1834, Pesche compiled a more complete catalogue. His source (although he does not acknowledge it) appears to be a manuscript held by the Sociétè d'Agriculture which describes Roman coins found in the city of Le Mans and its environs. Pesche adds to his catalogue coins of Marcus Aurelius, Faustina II, Lucius Verus, Lucilla and Pupienus. It is not clear whether these coins are part of the hoard. Silver: c.460 (1, 173) coins; silver weight: c. 576.7-1295.1g.",Prior Saint-Victeur
48.193,16.392,1799,Austria,8185,WIEN - RENNWEG 1799,279,161,180,"A hoard of 298 aurei dating from Nero to Lucius Verus was discovered in Vienna in 1799 during the construction of the Wiener Neustadt Canal. Of the 298 aurei, 24 were stolen and 274 initially were recovered. There is information for 279 coins: Nero - Marcus Aurelius (AD 161-180). The average weight of the coins was 6.3g.","Münzkabinett, Kunsthistorischen Museum, Vienna, Austria (191 coins)"
