name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Филиал № 11 «Журавлевская поселенческая библиотека»,"обл Белгородская,р-н Белгородский,с Журавлевка,ул Коммунистическая,д 1",36.3185691833496,50.31229719568,"При красном уголке колхоза «Красный земледелец» в январе 1927 года была открыта изба-читальня с книжным фондом 300 экземпляров. В 1938 году изба-читальня получила статус сельской общедоступной библиотеки. Фонд книг и журналов увеличился до 2000 экземпляров. В 1960 году библиотеке присвоено звание «Библиотека отличной работы». В течение многих лет Журавлевская библиотека являлась центром методической работы. Сюда приезжали библиотекари района, области, чтобы обменяться опытом работы. Здесь же проводилась учеба экономистов. Ныне заведующей библиотекой Свистуновой Н.В. присвоено звание «Лучший по профессии». В настоящее время библиотека находится в капитально отремонтированном помещении в центре села. Библиотека обслуживает книгой жителей сел Журавлевка и Нехотеевка (1 428 жителей, 800 пользователей). Книжный фонд ее составляет более 6 тысяч экземпляров, книговыдача – 16 700. В новом помещении библиотека имеет возможность выделить зоны чтения для детей и взрослых. Библиотека предоставляет посетителям спектр электронных услуг: доступ к НЭБ и ЛитРес, электронному каталогу и БД библиотек Белгородской области, Госуслугам. учет читателей и посещений ведется в автоматизированном режиме в АБИС OPAC-Glonal.",Белгородский район,2015-02-10T08:24:11Z,2023-03-03T12:11:27Z,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,,
Вечненская сельская библиотека,"край Краснодарский,р-н Белореченский,с Великовечное,ул Почтовая,д 59",39.734309,44.943784,"Вечненская сельская библиотека основана 1 августа 1979 года на базе колхозной библиотеки, работавшей с начала 60-х годов прошлого века, и сегодня расположена в здании сельского Дома культуры имени Пушкина. Фонд насчитывает 17 700 экземпляров печатных изданий, из них 16 850 – книги. Число пользователей в 2022 году составило 1 110 человек, из них читателей до 14 лет – 158 человек, а читателей 15–30 лет – 189 человек. В 2022 году библиотеку посетили 6 697 человек.В 2020 году Вечненская сельская библиотека вошла в двадцатку лучших библиотечных учреждений Краснодарского края, расположенных в сельской местности.",Белореченский район,2023-04-17T13:02:59Z,2023-04-18T08:18:48Z,10:00:00,18:00:00,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Нестеровская сельская библиотека – филиал № 7,"обл Рязанская,р-н Пителинский,с Нестерово,ул Молодежная,д 1",41.814474,54.51649,"История работы Нестеровской сельской библиотеки началась в 1938 году. В настоящее время она является центром культурной жизни и общения жителей села Нестерово. В стенах библиотеки ведется работа с молодежью и детьми, прививается любовь к чтению. Здесь работает клуб по интересам «Волшебный погребок» и клуб общения «Давайте поговорим». Фонд библиотеки – 5 184 экземпляра, количество пользователей на конец 2022 года – 309 человек, количество посетителей – 3 333 человека. В учреждении проходят различные мероприятия по пропаганде книги и чтения, здоровому образу жизни, экологическому воспитанию, мероприятия патриотической направленности и другие. Ведущий библиотекарь – Надежда Алексеевна Федотова.",Пителинский район,2023-05-10T09:45:59Z,2023-05-10T13:19:15Z,,,10:30:00,15:55:00,10:30:00,15:55:00,10:30:00,15:55:00,10:30:00,15:55:00,10:30:00,15:55:00,,
Тюльдинская сельская библиотека-филиал № 18,"Респ Башкортостан,р-н Калтасинский,д Тюльди,ул Центральная,влд 69",57.1852742760939,56.3596114873611,"Тюльдинская сельская библиотека-филиал № 18 основана в 1966 году. Первым библиотекарем была Михайлова Зинаида Миндияровна, проработавшая с 1966 по 1984 год. С 1984 года ее работу продолжила Васильева С. Ш., с 1992 года – Байрамова С. А., с 2014 года – Айгильдина Э. М., с 2016 года по сегодняшний день работает Изикеева С. В. В библиотеке создаются все условия для повышения интеллектуаль­ного уровня пользователей, и особенно молодежи, на основе укрепления материально-технической базы библиотеки. Широко пропагандируется ли­тература по всем отраслям знаний. Библиотека традиционно проводит: проводы зимы, Неделю детской книги, Неде­лю Земли. Неделя Земли посвящается Дню Земли, который празднуется 22 апре­ля. В течение недели проводятся экологические часы, экологические игры, ежегодно оформляются книжные выставки, посвященные охране природы, а также 1 июня, в День защиты детей, проводятся конкурсы детских рисунков, игры на свежем воздухе. В библиотеке работают клубы по интересам: детский клуб «Веснянка», клуб для женщин «Веста», семейный клуб «Тропинка». В 2019 году число пользователей – 645, книговыдача – 12 110, посещений – 4 655; посетителей массовых мероприятий – 940. Книжный фонд – 11 181 экз.",Калтасинский район,2020-09-21T10:00:36Z,2023-03-23T07:56:46Z,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,
Осеневская библиотека,"обл Ярославская,р-н Гаврилов-Ямский,с Осенево,ул Клубная,д 5",40.199582,57.235073,"Осеневская библиотека – одна из библиотек-филиалов МБУК «Гаврилов-Ямская межпоселенческая центральная районная библиотека-музей». Первая запись в инвентарной книге современной Осеневской библиотеки датирована 19 декабря 1946 года. Фонд библиотеки насчитывает свыше 4 тыс. единиц хранения, количество читателей составляет более 190 человек. Проводится много культурно-просветительских и досуговых мероприятий. Для детей проводятся интересные конкурсы, уроки чтения. Так же проводятся выставки книг, творческие вечера которые очень интересны для жителей села. Праздничные мероприятия пользуются спросом.",Гаврилов-Ямский район,2018-06-27T13:40:17Z,2023-04-04T08:01:47Z,,,11:00:00,18:30:00,,,11:00:00,18:30:00,,,12:00:00,17:30:00,,
Центральная библиотека Таборинского сельского поселения,"обл Свердловская,р-н Таборинский,с Таборы,ул Октябрьская,влд 63",64.5561383830733,58.5211803966171,"Дата основания библиотеки-1935 год. Фонд составляет 35167 экземпляров. В состав входит: Художественная литература – 49%, социально– экономическая –11.3%, ЕНЛ – 4,9%, техническая литература – 2,7%, искусство и спорт – 2,2%, сельское хозяйство-2,8%, литературоведение, языкознание – 1,1%, право, юридические науки – 2,2%. Посещают библиотеку 734 читателей. Большой популярностью у читателей приобретают услуги Виртуального концертного зала (Областной проект «Виртуальный концертный зал»), а среди учащихся и педагогов Таборинской СОШ –проект «Областной филармонический урок». Лидирующей позицией в библиотечном обслуживании стала организация онлайн-мероприятий в социальных сетях и на библиотечных сайтах. По прежнему библиотека занимается привлечением читателей, воспитанием читательского вкуса, используя при этом не только традиционные формы работы, но и инновационные, с привлечением информационных технологий и возможностей.",Таборинский район,2022-03-22T13:29:22Z,2023-03-24T07:58:15Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,12:00:00,16:00:00,,
Пошехонская модельная детская библиотека,"обл Ярославская,р-н Пошехонский,г Пошехонье,ул Преображенского,д 3",39.1202169656754,58.5025212531999,"Детская библиотека города Пошехонье как самостоятельная единица начала свою историю в 1946 году на основании приказа № 13 райсовета от 4 апреля 1946 года: «Считать с 1 апреля детское отделение райбиблиотеки самостоятельной детской библиотекой и выделить ей необходимое помещение. Назначить заведующей библиотекой Ржевскую Варвару Леонидовну». С тех пор библиотека неоднократно меняла свое месторасположение, но всегда и во все времена оставалась островком доброты, куда хотелось возвращаться вновь и вновь. Сегодня это современный информационный центр, предоставляющий свои услуги детям, юношеству и руководителям детского чтения. Здесь пользователя ждут красочные книги, игры и, конечно, различные массовые мероприятия. Книжный фонд включает 17 739 экземпляров, книговыдача – 39 602 экземпляра. Число пользователей библиотеки – 1 478 человек, посещений – 14 600. В среднем за год здесь проводится 270 различных мероприятий.В 2020 году библиотека была модернизирована в рамках нацпроекта «Культура». Сделан капитальный ремонт, расширены площади, обновлен книжный фонд, закуплено интерактивное оборудование, проведено зонирование пространства. Библиотека отвечает требованиям доступности и безопасности.",Пошехонский район,2016-11-23T08:39:37Z,2023-06-27T05:06:34Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,17:00:00,10:00:00,15:00:00,,
Библиотека с. Ашитково,"обл Московская,г Воскресенск,г Воскресенск,с Ашитково,ул Юбилейная,зд 10",38.57903,55.438936,"В 1969 году в здании Дома культура совхоза «Виноградовский» был открыт филиал Щельпинской сельской библиотеки, которая в 1971 году была переименована в библиотеку центральной усадьбы совхоза «Виноградовский». Через некоторое время здесь начал работать читальный зал. В 1979 году в результате централизации учреждение стало библиотекой-филиалом № 30 Воскресенской централизованной библиотечной системы. В декабре 2013 года библиотека переехала в другое помещение Дома культуры, а в сентябре 2021 года – в другое здание. Библиотека оснащена компьютером и подключена к интернету, любой желающий может воспользоваться электронным каталогом «Web-Ирбис». Основные направления в работе библиотеки:библиотечное обслуживание читателей, оказание помощи в поиске и выборе источников информации; содействие образовательному процессу; популяризация краеведческих знаний; участие в районных и областных смотрах-конкурсах работы библиотек; составление библиографических пособий и списков литературы. Стремясь привлечь как можно больше детской, подростковой и молодежной аудитории читателей, сотрудники библиотеки проводят мастер-классы, беседы, часы информации и истории, викторины, оформляют выставки.",Воскресенск,2017-04-10T08:37:07Z,2023-03-06T11:37:13Z,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,,,11:00:00,18:00:00,,
Вахтанская детская библиотека,"обл Нижегородская,г Шахунья,рп Вахтан,ул Лесная,д 1",46.685598,57.969193,"Первое упоминание о библиотеке в поселке относится к 1930-м годам. Тогда по воспоминаниям вахтанцев была клубная библиотека. Открытие Вахтанской библиотеки произошло в 1955 году. Разделение на детскую и взрослую состоялось в 1957 году. Фонд библиотеки на 2021 год насчитывает 14 000 экземпляров книг. За год обслуживается около 1 200 человек. Все проводимые мероприятия нацелены на продвижение книги и чтения с помощью игровых форм. В библиотеке работает клуб для младших школьников «Сказочник». Ребята на встречах в клубе знакомятся со сказками, рисуют, играют, разгадывают загадки и кроссворды, принимают участие в мастер-классах и конкурсах.",Шахунья,2021-07-13T09:28:53Z,2023-03-07T13:04:46Z,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00,08:30:00,17:30:00,,,09:00:00,16:00:00
Никольская поселенческая библиотека,"край Красноярский,р-н Идринский,с Никольское,ул Ленина,д 86",92.238765280215,54.4874844402754,"Библиотека имеет универсальный фонд – 9 705 экземпляров. Читателями являются 406 человек. Здесь работают клубы по интересам: «Встреча» – клуб для пожилых людей; «Подснежник» – юношеский литературный клуб; «Воскресные встречи» – клуб выходного дня для детей от 6 лет. В библиотеке любой может получить книги и информацию бесплатно. Посещают ее читатели разного возраста. К каждому нужен свой подход, ведь чтение – процесс индивидуальный, тесно связанный с развитием личности человека. Можно отметить стабильность общего числа читателей. Читательская активность наиболее высокая в старших классах – 90 %, в начальной школе – 80 %, среднее звено – 68 %. Большое внимание уделяется индивидуальному обслуживанию. Важным считается привлечение к чтению через книжные выставки, которым уделяется большое внимание.",Идринский район,2020-10-20T04:29:56Z,2023-03-17T07:13:16Z,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,13:00:00,09:00:00,13:00:00
Библиотека-филиал № 25 с. Тахта,"край Хабаровский,р-н Ульчский,с Тахта,ул Центральная,д 11",139.84366,53.12904,"Библиотека была открыта приблизительно в 1940 году. По записям от 1947 года, это была районная библиотека, обслуживание читателей вели два работника. Библиотека сегодня:фонд – более 12 350 экз.;количество пользователей – 386 человек;посещений стационарных – 2 195, внестационарных – 842, удаленных обращений – 239. Библиотека осуществляет выдачу литературы на дом и в читальном зале, справочно-библиографическое обслуживание, проводит массовые мероприятия и оказывает дополнительные платные услуги. Сегодня это любимое место досуга, культурного и духовного общения сельчан. Разнообразие занятий в клубах, лекций, мастер-классов, выставок, конкурсов получило положительные отклики читателей. Библиотека активно формирует культурную среду региона. Приоритетные направления работы: краеведение, профориентация, духовно-нравственное воспитание, формирование здорового образа жизни и др.",Ульчский район,2022-11-22T05:01:54Z,2023-07-03T10:58:08Z,,,10:00:00,18:15:00,10:00:00,18:15:00,10:00:00,18:15:00,10:00:00,18:15:00,10:00:00,18:00:00,,
Детская библиотека № 14 г. Каменска-Уральского,"обл Свердловская,г Каменск-Уральский,ул Тевосяна,д 13",61.9117033202065,56.417226327814,"Профсоюзная библиотека литейного завода была привезена вместе с заводом в 1942 году из Москвы и размещалась в старой части города. В 1955 году библиотека переехала на улицу Парковую, 4, а в 1964 году на ее базе была организована детская библиотека, которая обслуживала весь микрорайон. В 1975 году в новом здании для удобства читателей был открыт филиал. В 1992 году библиотеки перешли в городскую библиотечную систему. А в 2005 году произошло их объединение на базе детской библиотеки по улице Тевосяна, 13. Сегодня библиотека не только предлагает широкий выбор книг и журналов для детского и подросткового чтения, но и проводит разнообразные по тематике мероприятия, детские праздники и мастер-классы, реализует программы «Всему начало здесь – в краю родном», «Экспедиции чтения» и другие.",Каменск-Уральский,2022-02-16T12:31:21Z,2023-03-10T13:21:40Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,10:00:00,16:00:00,,
