name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Библиотека № 3 им. К. Я. Мамонтова,"край Пермский,г Кунгур,ул Голованова,д 50",56.961579,57.427841,"Библиотека № 3 была основана в 1968 году. 29 февраля 2008 году постановлением главы города Кунгура библиотеке было присвоено имя пермского поэта-фронтовика Константина Яковлевича Мамонтова. Константин Яковлевич Мамонтов – член Союза писателей России. Участник Великой Отечественной войны, награжден орденами Великой Отечественной войны I степени, медалями. У поэта вышло семь сборников стихов, и все они автобиографичны. Одним из главных направлений в работе библиотеки стало патриотическое воспитание подрастающего поколения через военную поэзию К. Я. Мамонтова и творчество писателей, лично знавших поэта. Универсальный фонд включает 20 000 экземпляров: книги, газеты, журналы, CD. Обслужива­ет более 2 500 читателей. Библиотека сотрудничает со школами и детскими садами. Для них проводятся мероприятия по программе «Их имена в истории края», акции, встречи с писателями, оформляются выставки. Выпускается издательская продукция.",Кунгур,2015-09-27T06:35:32Z,2023-03-13T15:00:19Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,16:00:00
Константиновская районная библиотека им. Ф. П. Крюкова,"обл Ростовская,р-н Константиновский,г Константиновск,ул Калинина,д 118",41.1023157835007,47.5830361650858,"В списке библиотек, книжных магазинов и лавок в области Войска Донского за 1885 год, хранящемся в областном Госархиве Ростовской области под номером 12, записано: «Библиотека в станице Константиновской, принадлежащая есаулу Фролу Крюкову». Открытие первой в округе публичной библиотеки было очень важным событием в истории станицы. В прошении от 18 июля 1885 года есаула станицы Усть-Быстрянской Ф. П. Крюкова на имя окружного начальника I Донского округа изложено: «Желая открыть в станице Константиновской I Донского округа библиотеку для чтения, имею честь покорнейше просить ходатайства Вашего о разрешении открыть мне означенную библиотеку под мою личную ответственность». О самом есауле Фроле Петровиче Крюкове на запрос начальника I Донского округа в станицу Усть-Быстрянскую пришел ответ о его благонадежности в то время: «В политическом отношении совершенно благонадежен…». Все документы были затем направлены в Новочеркасск для разрешения этого вопроса. И вот 27 июля 1885 года ответ был получен, и есаулу Фролу Крюкову разрешили открыть библиотеку. Эта дата и есть начало деятельности старейшей на Дону библиотеки. В 2010 году, к 125-летнему юбилею, Константиновской районной библиотеке присвоено имя ее основателя.Фонд – 40 567 экземпляров.Количество посетителей – 4 600 человек.",Константиновский район,2016-04-12T10:35:37Z,2023-03-09T09:46:11Z,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,16:00:00,,
Центральная библиотека им. С. А. Пестунова,"Респ Хакасия,р-н Боградский,с Боград,ул Новая,зд 18",90.855572,54.215394,"Дата основания библиотеки – 1924 год, и тогда она называлась избой-читальней. Позднее библиотека стала районной, а затем центральной. В 1988 году ей присвоено имя писателя С. А. Пестунова.В состав библиотеки входит администрация, методико-библиографический отдел, отдел обслуживания, сектор организации и использования единого фонда, сектор комплектования и обработки литературы. Центральная библиотека является массовой, общедоступной для всех жителей села Боград и Боградского района. Здесь хранятся дневники, письма, книги, фотографии С. А. Пестунова. Общий фонд литературы в Центральной библиотеке имени С. А. Пестунова насчитывает более 35 000 экземпляров документов. В состав отдела обслуживания входит абонемент, читальный зал, центр общественного доступа к информации. Пополнением фондов отечественными и иностранными изданиями занимается сектор комплектования и обработки литературы. Сотрудники библиотеки проводят праздничные мероприятия, тематические вечера, книжные выставки, мероприятия для молодежи в рамках проекта «Пушкинская карта», акции по продвижению книги и чтения. Принимают активное участие в районных и республиканских конкурсах.",Боградский район,2022-03-25T01:57:57Z,2023-07-25T06:44:54Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,,
Детская библиотека им. А. С. Пушкина п. Сосьва,"обл Свердловская,р-н Серовский,рп Сосьва,ул Ленина,д 15",61.8696312150232,59.1743846419175,"14 января 1947 года на базе Центральной районной библиотеки им. М. Горького была открыта детская библиотека. Позже, со своим фондом, она переехала в здание Дома пионеров. А с марта 1969 года детская библиотека стала методическим центром культуры для всех сельских и школьных библиотек района и получила статус районной. В 1986 году она переехала в здание бывшего Государственного банка. 19 июня 1990 года детской библиотеке присвоено имя Александра Сергеевича Пушкина. Здесь регулярно проходят выставки книжных новинок и литературы определенной тематики. В информационном зале библиотеки для посетителей большой выбор информационной, познавательной литературы, энциклопедий. Также есть Центр общественного доступа, где любому желающему предоставляется возможность самостоятельной работы на компьютере, с доступом в интернет.Книжный фонд библиотеки составляет 10 071 печатное издание. Количество посещений библиотеки – более 9 000 человек в год.",Сосьвинский,2017-10-19T05:12:10Z,2023-03-29T15:11:23Z,09:00:00,18:15:00,09:00:00,18:15:00,09:00:00,18:15:00,09:00:00,18:15:00,09:00:00,19:00:00,12:00:00,16:00:00,,
Шестаковская сельская библиотека им. А. П. Батуева,"обл Кировская,р-н Слободской,с Шестаково,ул Советская,д 29",50.178796,58.927797,"Шестаковская библиотека им. А. П. Батуева основана 21 ноября 1902 года. Фонд включает 6 615 экз. книг. Библиотека обслуживает 1 500 читателей. Приоритетное направление деятельности – краеведение. Сотрудники ведут планомерную, целенаправленную работу по выявлению, сбору, систематизации, сохранению и эффективному использованию краеведческих документов для более полного удовлетворения запросов пользователей и распространения знаний о Шестаковском крае. Для этого используются различные формы работы посетителями, как детьми, так и взрослыми, с применением информационных технологий. Создаются электронные презентации, видеоролики об истории поселения и колхоза «Красная Талица», известных людях, красоте родного края, деятельности летних лагерей. Библиотека осуществляет издательскую деятельность: выпускает буклеты, брошюры, сборники, закладки на краеведческие темы. Принимает активное и результативное участие в муниципальных, региональных и общероссийских проектах по развитию библиотечного дела; взаимодействует с муниципальными и региональными органами власти, учреждениями культуры, образования, молодежной политики, социального обеспечения.",Слободской район,2017-07-26T05:07:03Z,2023-06-27T06:25:56Z,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,10:00:00,14:00:00,,
Центральная городская детская библиотека им. А. П. Гайдара (отдел обслуживания),"г Москва,г Москва,наб Ростовская,д 5",37.574992,55.742189,"Старейшая детская библиотека Москвы, фонд которой насчитывает сейчас более 250 000 экземпляров. Она открылась в 1934 году на базе библиотеки-читальни имени Ключевского и поначалу занимала небольшое помещение из нескольких комнат. Тогда в ее хранилище было около 12 000 книг. В настоящее время библиотека является современным культурным центром. Отдел абонементного обслуживания находится в историческом здании библиотеки на Ростовской набережной. В фондах библиотеки собраны книги, периодические издания, аудиокниги. Уже несколько лет ее работникам помогают два робота – Чук и Гек, названные в честь героев повести Гайдара. В библиотеке есть свой Книжный театр, литературный клуб, проходят выставки и конкурсы, мастер-классы, действуют творческие студии и кружки. Особое внимание сотрудники библиотеки уделяют работе с детьми с ограниченными физическими возможностями.",Москва,2016-04-06T07:34:35Z,2023-02-21T09:02:55Z,,,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,20:00:00
Костромская областная библиотека для детей и молодежи им. А. Гайдара на Кинешемском шоссе,"обл Костромская,г Кострома,ш Кинешемское,д 33",41.00114,57.750157,"По решению областного исполкома депутатов трудящихся, принятому в 1973 г., из городской библиотеки им. Пушкина была выделена юношеская. Сначала библиотека разместилась в стареньком деревянном доме на улице Свердлова, затем переехала в новое здание. Первым директором библиотеки стала Раиса Алексеевна Чистякова, ныне заслуженный работник культуры РФ. Чтобы создать новое учреждение, ей и первым сотрудникам потребовалось преодолеть множество трудностей: здание достраивалось, не хватало оборудования, библиотечной мебели, а главное – книг. В 1975 г. библиотека получила статус областного методического центра для библиотек, работающих по проблемам молодежи. Библиотека долгое время оставалась центром экологического просвещения молодежи в Костромской области, работая по программе «Диалог». Она была лауреатом всероссийского смотра-конкурса работы библиотек по экологическому просвещению населения в 2000–2001 гг., 2005–2006 гг. Библиотека ежегодно становится организатором областных конкурсов по патриотическому воспитанию молодежи, профилактике асоциальных проявлений в молодежной среде. На основании постановления администрации Костромской области № 195а от 21 мая 2018 г. областное государственное бюджетное учреждение культуры «Костромская областная детская библиотека имени Аркадия Гайдара» в связи с реорганизацией путем присоединения к нему областного государственного бюджетного учреждения культуры «Областная юношеская библиотека» переименовано в областное государственное бюджетное учреждение культуры «Костромская областная библиотека для детей и молодежи имени Аркадия Гайдара».Фонд насчитывает 129 000 экз., количество читателей – более 15 тысяч.",Костромская область,2018-10-17T11:57:46Z,2023-03-05T10:54:43Z,,,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,17:00:00
Центральная районная библиотека им. Г. Ибрагимова,"Респ Башкортостан,р-н Аургазинский,с Толбазы,ул Ленина,д 107",55.887322603443,54.0144309378172,"Центральная районная библиотека им. Г. Ибрагимова основана в 1924 году, фонд на 2020 год составляет 12 657 экземпляров. Библиотека обслуживает 2 687 читателей и ведет активную деятельность со всеми категориями пользователей. В отделе обслуживания для читателей «золотого (третьего) возраста», любителей и ценителей литературы и искусства на протяжении более 30 лет успешно функционирует литературный клуб «Собеседник». Клуб работает на общественных началах, членом клуба может стать каждый желающий.С 2019 года начал работу проект «Автограф», в рамках которого организуются вечера-встречи с известными людьми, выходцами из Аургазинского района. Необходимое внимание уделяется и молодежной аудитории читателей – в начале сентября 2020 года состоялось открытие молодежного читального зала для общения и организации досуга подростков. Здесь будут работать творческие площадки по направлениям: декоративно-прикладное творчество «АртКвадрат», творческая лаборатория «Вдохновение», интеллект-клуб «Эрудит», которые позволят выявить среди молодежи талантливых художников, мастеров декоративного искусства, самодеятельных пишущих авторов. Работа будет вестись в тесном сотрудничестве с многолетними партнерами библиотеки.",Аургазинский район,2020-09-16T10:24:59Z,2023-03-14T11:48:03Z,09:00:00,17:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,,
Модельная библиотека № 25 им. М. А. Осоргина,"край Пермский,г Пермь,ул Серпуховская,д 8",56.2641996145248,57.9683095167721,"Городская библиотека № 25 начала свою историю с ноября 1946 года, когда была сделана первая запись в инвентарной книге. Тогда библиотека находилась в помещении заводского клуба «Государственного завода № 260» – предприятия, созданного на базе эвакуированного в Пермь Владимирского патефонного завода, впоследствии ОАО «Велта». В 1998 году библиотека вошла в состав Централизованной библиотечной системы города, а с 2000 года – в Объединение муниципальных библиотек. В 2003 году библиотеке присвоено имя русского писателя – уроженца Перми Михаила Андреевича Осоргина (1878–1942). Великолепным подарком библиотеке стал портрет писателя от автора – пермской художницы Валентины Соколовой. В 2017 году в результате реорганизации слились 2 бывшие заводские библиотеки: это библиотека № 20 (завода «Велта») и библиотека № 25 под общим названием – библиотека № 25 им. М. А. Осоргина.В 2020 году на площадке библиотеки № 25 в результате победы в конкурсе в рамках национального проекта «Культура» открылась библиотека нового поколения. В работе с пользователями стали использоваться информационные системы, обновился книжный фонд, были созданы модульные зоны: коворкинг-пространство с автоматизированными рабочими местами, конференц-зона, зона для мастер-классов, лекций, литературных мостов, вебинаров, зона для взрослого и детского чтения. Количество посещений – более 40 000 в год, фонд – 35 000 экземпляров, документовыдача – более 100 000 в год.",Пермь,2020-08-05T05:34:44Z,2023-11-09T10:27:25Z,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,,
Центральная библиотека им. А. С. Пушкина г. Малая Вишера,"обл Новгородская,р-н Маловишерский,г Малая Вишера,ул Московская,д 36",32.219686,58.844761,"Публичная библиотека в посаде Малая Вишера открыта общественным управлением 25 июня (по старому стилю) 1900 года по случаю столетнего юбилея со дня рождения А. С. Пушкина.Центральная районная библиотека обслуживает взрослое население города от 14 лет. Она является культурным, просветительским и информационным центром для жителей города и методическим центром для библиотек района. Книжный фонд насчитывает 44 850 экземпляров книг, брошюр и журналов, обслуживаются 3 100 читателей. Структура центральной библиотеки им. А. С. Пушкина: сектор организации фондов и каталогов; отдел инновационной деятельности; отдел обслуживания: абонемент, абонемент популярной литературы, читальный зал.",Маловишерский район,2015-09-01T11:03:09Z,2023-07-24T13:00:31Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,17:00:00,,
Детская библиотека им. В. В. Бианки,"обл Нижегородская,г Нижний Новгород,ул Героя Советского Союза Прыгунова,д 9",43.860988999999996,56.233239,"В феврале 1962 года было принято решение об открытии детской библиотеки им. В. В. Бианки. Библиотека занимала помещение площадью 68 кв. м по улице Старых производственников, 1. Помещение было неприспособленным, имело три комнаты. Их расположение было очень неудобным для обслуживания читателей. С 1997 года ведущим направлением библиотеки стала работа по приобщению читателей к русской национальной культуре и народному творчеству — фольклору.В 2003 году библиотека переехала по новому адресу. В новом помещении библиотеки (200 кв. м) открылись для читателей новые отделы: компьютерный и литературно-игровой залы. Одним из основных направлений стала информационная поддержка образования. С этой целью в библиотеке был открыт районный информационно-образовательный центр «Кругозор». Количество читателей – 4300 чел. Книжный фонд – 22800 экз.Структура:абонемент для детей,игровой зал,читальный зал,медиазал,музейная экспозиция им. В. Бианки,информационно-образовательный центр «Кругозор».",Нижний Новгород,2016-10-20T11:00:24Z,2023-01-30T15:17:51Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,17:00:00
