language,glottocode,latitude,longitude,value
Ashéninka Perené,ashe1272,-10.9777,-74.9153,absent
Plains Cree,plai1258,51.2437,-110.463,absent
Jaru,jaru1254,-18.3288,128.262,absent
Warlmanpa,warl1255,-18.949,133.862,absent
Ugong,ugon1239,14.2408,100.098,absent
Darma,darm1243,29.8629,80.5439,absent
Kensiu,kens1248,5.98085,101.026,absent
Fur,furr1244,12.0455,23.6401,absent
Kharam Naga,khar1288,25.2738,94.0503,absent
Margany,marg1253,-26.789,144.892,absent
Yandruwandha,yand1253,-28.4744,140.583,absent
Nhengatu,nhen1239,1.04503,-66.9646,absent
Yawanawa,yawa1260,-8.87563,-71.8199,absent
Una,unaa1239,-4.69676,140.1,absent
Manam,mana1295,-4.07921,145.033,absent
Pele-Ata,pele1245,-5.58045,151.05,absent
Kasaba,nort2701,12.70645,79.95209,absent
Kuku-Uwanh,kuku1280,-14.0756,141.724,absent
Khumi Chin,khum1248,22.87125,92.9894633333,absent
Cocama-Cocamilla,coca1259,-4.5,-74,absent
Lovono,vano1237,-11.6107,166.7984,absent
Yawijibaya,yawi1239,-15.348087,124.529665,absent
Lozi,lozi1239,-17.7052,24.7398,absent
Mwera (Chimwera),mwer1248,-9.75639,38.8762,absent
Eastern Cham,east2563,11.2853,108.49,absent
Nanggu,nang1262,-10.7441,165.887,absent
Maranao,mara1404,7.79414,124.175,absent
Nsenga,nsen1242,-15.3946,31.3544,absent
Nomaande,noma1260,4.5893,10.9157,absent
Pichis Ashéninka,pich1237,-10.47249,-74.60281,absent
Tamasheq,tama1365,14.2038,-2.41269,absent
Makhuwa-Saka,makh1266,-13.6443,39.5323,absent
Khwarshi-Inkhoqwari,khva1239,42.2743,45.9977,absent
Nabak,naba1256,-6.42709,146.966,absent
Creek,cree1270,31,-87.5,absent
Lubuagan Kalinga,lubu1243,17.3879,121.0365,absent
Apurinã,apur1254,-8.21692,-66.7714,absent
Qawasqar,qawa1238,-49.303195,-74.707536,absent
Ndunga,ndun1249,2.3886,21.5755,absent
Buglere,bugl1243,8.57695,-81.25648,absent
Psikye,psik1239,10.677,13.569,absent
Coatlán Zapotec,coat1243,16.1463,-96.7683,absent
Ama (Papua New Guinea),amap1240,-4.20192,141.658,absent
Lezgian,lezg1247,41.5157,47.8951,absent
Baikeno,baik1238,-9.32991,124.256,absent
Bantoanon,bant1288,12.5194,122.034,absent
Ngombe (Democratic Republic of Congo),ngom1268,1.45357,20.14148,absent
Bondei,bond1247,-5.10749,38.5079,absent
Rengao,reng1252,14.456,107.9459,absent
Yeri,yapu1240,-3.47256,142.436,absent
Kodava,koda1255,12.2443,75.9161,absent
Ulithian,ulit1238,9.961388,139.603611,absent
Island Carib,isla1278,15.364795,-61.342957,absent
Agob-Ende-Kawam,agob1244,-9.08521,142.532,absent
Yawa,nucl1454,-1.77196,136.263,absent
Central Mnong,cent1992,12.6313,107.301,absent
Ghadames,ghad1239,30.1168,10.0165,absent
Jah Hut,jahh1242,3.67619,102.291,absent
Sabanê,saba1268,-12.9857,-60.335,absent
Wanohe,saka1289,-15.0757,167.051,absent
Alabama,alab1237,30.76738,-94.62848,absent
Waja,waja1259,9.91175,11.7206,absent
Chuukese,chuu1238,7.346993,151.598607,absent
Kalagan,kala1388,6.8126,125.328,absent
Seimat,seim1238,-1.2666667,144.25,absent
Kadar,kada1242,11.0602,76.7285,absent
Thakali,thak1245,28.7014,83.6466,absent
Riantana,rian1263,-7.50746,138.484,absent
Makhuwa,makh1264,-14.8509,38.8052,absent
Sentani,nucl1632,-2.6013,140.512,absent
Kungarakany,kung1259,-12.7,130.881,absent
Saisiyat,sais1237,24.6043,121.067,absent
Sochiapam Chinantec,soch1239,17.7985,-96.6079,absent
Reyesano,reye1240,-14.8333,-67.0833,absent
Cao Miao,caom1238,26.2236,109.547,absent
Girawa,gira1247,-5.35342,145.423,absent
Lashi,lash1243,26.0992,98.5481,absent
Äiwoo,ayiw1239,-10.282595,166.328715,absent
Awtuw,awtu1239,-3.53129,141.928,absent
Gedaged,geda1237,-5.18175,145.781,absent
Curripaco,curr1243,0.69618,-67.5028,absent
Veps,veps1250,60.3353,34.7865,absent
Chuvash,chuv1255,55.487,47.163,absent
Shor,shor1247,52.3261,88.4344,absent
Maco,maco1239,4.5621,-66.5813,absent
Matigsalug Manobo,mati1250,7.72124,125.16,absent
Moklen,mokl1243,8.16761,98.3176,absent
Nahavaq,sout2857,-16.5116,167.477,absent
Old Mon,oldm1242,14.83,100.5,absent
Dura,dura1244,28.173,84.435,absent
Brao,lave1249,14.5994,107.008,absent
Bekwarra,bekw1241,6.73737,8.86489,absent
Bila,bila1255,1.16839,28.7626,absent
Nuclear Nias,nucl1464,0.90691,97.4961,absent
Nyangumarta,nyan1301,-20.6271,121.391,absent
Mullukmulluk,mull1237,-13.427,130.664,absent
Kabardian,kaba1278,43.5082,43.3918,absent
Q'anjob'al,qanj1241,15.6846,-91.3043,absent
Sara Kaba Náà,sara1321,9.39388,19.2566,absent
Bardi,bard1255,-16.6274,122.906,absent
Mountain Koiali,moun1252,-9.06973,147.384,absent
Telugu,telu1262,16.4529,78.7024,absent
Finnish,finn1318,64.7628,25.5577,absent
Wusa Nasu,wusa1235,25.7707,102.367,absent
Mann,mann1248,7.04616,-8.86405,absent
Luo (Kenya and Tanzania),luok1236,-0.93296,34.4896,absent
Bit,bitt1240,21.3474,101.916,absent
Kambaata,kamb1316,7.37582,37.9088,absent
Bafia,bafi1243,4.72603,11.0982,absent
Bisu,bisu1244,20.8542,99.9862,absent
Madi,jama1261,-7.62223,-66.5662,absent
Kwamera,kwam1252,-19.5954,169.442,absent
Rumai Palaung,ruma1248,23.6404,97.3172,absent
Suabo,suab1238,-2.07971,132.157,absent
Woiwurrung-Thagungwurrung,woiw1237,-37.64264501,145.5879962,absent
Itonama,iton1250,-12.80431,-64.35748,absent
Tagoi,tago1246,12.0346,30.9306,absent
Whitesands,whit1269,-19.5019,169.381,absent
Panoan Katukína,pano1254,-7.97456,-71.56151,absent
Tuki,tuki1240,4.64348,11.5353,absent
Lendu,lend1245,2.1898,30.6794,absent
Gorum-Parenga,pare1266,19.075,83.9723,absent
Central Tunebo,cent2150,6.8867,-72.097,absent
Kele-Foma,kele1255,0.36906,24.3098,absent
Mwani,mwan1247,-12.5821,40.4601,absent
Toaripi,toar1246,-8.07231,146.206,absent
Bolyu,boly1239,24.7013,104.955,absent
Chiru,chir1283,25.4643,94.4072,absent
Ap Ma,apma1241,-4.35147,144.085,absent
Monumbo,nucl1458,-4.2717,144.95,absent
Indonesian,indo1316,-7.33458,109.716,absent
Liangmai Naga,lian1251,25.16,93.542,absent
Botolan Sambal,boto1242,15.2315,120.164,absent
Marind,nucl1622,-8.15651,140.009,absent
Gros Ventre,gros1243,48.4834,-108.738,absent
Chimila,chim1309,10.1902,-74.2559,absent
Tharaka,thar1283,-0.13221,38.073,absent
Cholón,chol1284,-9.23129,-75.9621,absent
Lengo,leng1259,-9.56425,160.42,absent
Amur Nivkh,gily1242,52.59,140.681,absent
Baniwa do Icana,bani1255,2.17859,-67.7704,absent
Papitalai,papi1254,-2.06222,147.417,absent
Shidong Biao,biao1253,23.656,113.391,absent
Ncane-Mungong,ncan1245,6.50696,10.5312,absent
Teanu,tean1237,-11.6752,166.868,absent
Belhariya,belh1239,26.9972,87.2783,absent
Huli,huli1244,-5.97212,142.963,absent
Achumawi,achu1247,41.0979,-121.191,absent
Gugu Badhun,gugu1253,-18.4921,144.46,absent
Tedaga,teda1241,18.0426,14.7717,absent
Mazagway,maza1304,10.175,13.6873,absent
Imonda,imon1245,-3.31228,141.171,absent
Kesawai,kesa1244,-5.76797,145.58,absent
Hokkaido Ainu,ainu1240,43.633654,142.46167,absent
Ogami,ogam1239,24.915887,125.307663,absent
Sizang Chin,siyi1240,23.8192,93.6884,absent
Pagibete,pagi1243,3.15636,22.1212,absent
Malua Bay,malu1245,-15.9813,167.208,absent
She,shee1238,23.0399,114.814,absent
Nihali,niha1238,21.1886,76.3318,absent
Jehai,jeha1242,5.63695,101.541,absent
Nuer,nuer1246,8.13911,32.3829,absent
East Makian,east2440,0.07337,127.423,absent
Bankon,bank1256,4.3702,9.6403,absent
Iatmul,iatm1242,-4.30064,143.316,absent
Halh Mongolian,halh1238,48.324,106.289,absent
Zande,zand1248,4.62047,26.7157,absent
Aisi,musa1266,-5.37407,145.197,absent
Idoma,idom1241,7.19139,7.71261,absent
Gunya,guny1241,-27.0642,145.862,absent
Usan,usan1239,-4.84265,145.362,absent
Dagik,dagi1241,10.583,29.9404,absent
Tibetan,tibe1272,28.3681,90.1872,absent
Jalkunan,jalk1242,10.5426,-5.21959,absent
Turkmen,turk1304,37.0872,59.1757,absent
Hlersu,hler1235,24.4,101.4,absent
Mikasuki,mika1239,26.08142,-80.90847,absent
Jur Modo,jurm1239,6.03321,29.974,absent
Man Met,manm1238,22.0743,100.842,absent
Yimas,yima1243,-4.71731,143.572,absent
Amdo Tibetan,amdo1237,34.5177,100.485,absent
Old Khmer,oldk1249,13.4125,103.866667,absent
Binandere,bina1277,-8.37433,147.884,absent
Northern Pumi,nort2723,28.6626,101.305,absent
Kado,kado1242,21.5259,100.092,absent
Basay,basa1287,25.0046,121.857,absent
Sauria Paharia,saur1249,24.8124,87.6432,absent
Tamil,tami1289,10.520219,78.825989,absent
Ekari,ekar1243,-3.88974,136.018,absent
Unua,unua1237,-16.2638,167.599,absent
Mambai,mamb1294,9.6121,14.0013,absent
Suku,suku1259,-5.76495,17.7736,absent
Obokuitai,obok1239,-2.88029,137.924,absent
Qaqet,qaqe1238,-4.45258,151.702,absent
Sherdukpen,sher1257,27.0035,92.5799,absent
Haroi,haro1237,13.2201,108.995,absent
Igbo,nucl1417,4.62705,7.23441,absent
Gubeeher-Gufangor-Gubelor,gube1234,12.56,-17.19,absent
Kunjen,kunj1245,-16.6807,143.53,absent
Cheyenne,chey1247,45.5321,-106.659,absent
Makaa,maka1304,4.15471,13.0789,absent
Ughele,ughe1237,-8.45725,157.341,absent
Bagvalal,bagv1239,42.3966,46.1041,absent
Thao,thao1240,23.8333,120.93,absent
Lugbara,lugb1240,3.02245,30.8642,absent
Kamoro,kamo1255,-4.30433,135.883,absent
Ngala-Santandrea,ngal1296,6.63187,24.61853,absent
Lambadi,lamb1269,16.5734,76.9717,absent
Benga,beng1282,1.075766,9.600739,absent
Western Muya,west2417,29.444,101.418,absent
Kipsigis,kips1239,-0.35774,35.258532,absent
Trió,trio1238,2.53616,-55.7599,absent
Nisga'a,nisg1240,55.199,-129.192,absent
Erzya,erzy1239,52.8548,45.3901,absent
Maring Naga,mari1416,24.2854,94.0723,absent
Kunbarlang,kunb1251,-11.9133,133.723,absent
Western Magar,west2418,28.2462,83.511,absent
Thayore,thay1249,-14.8159,142.034,absent
Siawi,siaw1243,-4.05312,141.42,absent
Chippewa,chip1241,47.347,-94.2738,absent
Hieroglyphic Luwian,hier1240,40.019722,34.615278000000004,absent
Pacoh,paco1243,16.3353,107.094,absent
Ha,haaa1252,-3.77873,30.4894,absent
Pinai-Hagahai,pina1252,-5.12624,144.137,absent
Avava,katb1237,-16.2701,167.484,absent
Western Keres,west2632,34.9733,-107.517,absent
Chashan,chas1234,26.1,98.75,absent
Moken,moke1242,10.1474,98.6765,absent
Rade,rade1240,12.979,108.41,absent
Warembori,ware1253,-1.65941,137.566,absent
Umbugarla,umbu1235,-12.9325,131.825,absent
Kwaza,kwaz1243,-11.6667,-61.1833,absent
Arta,arta1239,16.4185,121.656,present
Ura,uraa1244,27.466667,90.9,present
Yatzachi Zapotec,yatz1235,17.1869,-96.284,present
Southwest Tanna,sout2869,-19.57953,169.35603,present
Kailibo Aklanon,akla1241,11.5543,122.354,present
Gants,gant1244,-5.28113,144.771,present
Koy Sanjaq Jewish Neo-Aramaic,koys1242,36.0451,44.6365,present
Bandial,band1340,12.5258,-16.4245,present
A'ou,aoua1234,26.8,105.85,present
Purik-Sham-Nubra,puri1258,34.3386,76.0127,present
Western Frisian,west2354,53.143,5.86091,present
Baharna Arabic,baha1259,26.223615,50.580811,present
Juang,juan1238,21.2606,85.5845,present
Cicipu,cici1237,11.0417,5.54073,present
Chimariko,chim1301,41,-123,present
Kugere-Kuxinge,bayo1255,12.6881,-16.3947,present
Bierebo,bier1244,-16.6663,168.154,present
Uruava,urua1242,-6.23314,155.573,present
Oko-Eni-Osayen,okoe1238,7.53908,6.15725,present
Itzá,itza1241,17.0269,-89.8734,present
Baba,baba1264,6.11222,10.5216,present
Goemai,goem1240,8.74455,9.72453,present
Hawaiian,hawa1245,19.6297,-155.43,present
Caribbean Javanese,cari1276,5.62695,-54.6305,present
Arosi,aros1241,-10.2441,161.432,present
Dehu,dehu1237,-20.8892,167.229,present
Koorete,koor1239,5.8054500000000004,37.8679,present
Havasupai-Walapai-Yavapai,hava1248,35.6302,-113.385,present
Hadiyya,hadi1240,7.57377,37.7577,present
Termanu,term1237,-10.7326,123.169,present
Bwatoo,bwat1240,-21.3777,165.076,present
Farefare,fare1241,11.0918,-0.81109,present
Bamun,bamu1253,5.49017,10.8477,present
Mansaka,mans1262,6.79221,126.181,present
Saposa,sapo1253,-5.64103,154.732,present
Urim,urim1252,-3.58018,142.653,present
Second Mesa,seco1242,35.7653,-110.535,present
Kxoe,kxoe1243,-16.59051,22.599835,present
Wala,wala1266,-8.81936,160.741,present
Upper Necaxa Totonac,uppe1275,20.236,-97.81,present
Eastern Egyptian Bedawi Arabic,east2690,29.6742,33.6113,present
Ancient Greek,anci1242,39.8155,21.9129,present
Antankarana Malagasy,anta1255,-13.2164,49.2402,present
Hdi,hdii1240,10.942,13.6881,present
Nokuku,noku1237,-14.8974,166.603,present
Malaweg,mala1534,17.844833,121.391322,present
Rotokas,roto1249,-5.94339,155.154,present
Mizo,lush1249,22.6138,92.6247,present
Kaingang,kain1272,-27.7671,-52.5394,present
Pijin,piji1239,-9.567,160.137,present
Occitan,occi1239,44.1415,6.82979,present
Tirax,maee1241,-15.9914,167.288,present
Seke (Vanuatu),seke1241,-15.8839,168.197,present
Tera,tera1251,11.0376,11.80953,present
Southern Haida,sout2956,53.2616,-132.008,present
Kumzari,kumz1235,26.1602,56.4202,present
Tommo So Dogon,tomm1242,14.756,-3.28,present
Saaroa,saar1237,23.2632,120.711,present
Chakali,chak1271,9.83446,-1.90181,present
Yurok,yuro1248,41.3262,-123.824,present
Wan,wann1242,7.88773,-5.82092,present
Rama,rama1270,11.5007,-83.8571,present
Yogad,yoga1237,16.7015,121.718,present
Vwanji,vwan1235,-9.00683,34.0757,present
Argobba,argo1244,10.6596,39.756,present
Swedish,swed1254,59.800634,17.389526,present
Sanumá,sanu1240,4.5,-64.5,present
Hidatsa,hida1246,47.7534,-102.528,present
Sa'a,saaa1240,-9.60258,161.467,present
Marghi Central,marg1265,10.93854,13.0521,present
Cofán,cofa1242,0.276675,-77.0643,present
Western Bukidnon Manobo,west2555,7.6682,124.825,present
Owa,owaa1237,-10.82553,162.30467,present
Andoque,ando1256,-0.53751,-72.0869,present
Punic,puni1241,36.527295,10.356444,present
Bambara,bamb1269,12.9,-7.65,present
Māngarongaro,penr1237,-9.082238,-157.922908,present
Etruscan,etru1241,41.9,12.4833,present
Krim,krim1238,7.24116,-11.8393,present
Duungidjawu,duun1241,-25.3987,152.345,present
Loniu,loni1238,-2.06124,147.35,present
Shabo,shab1252,7.64407,35.223,present
Galician,gali1258,42.2446,-7.5343,present
Mon,monn1252,15.49394,98.122465,present
Galela,gale1259,2.31461,128.44,present
Ghomara,ghom1257,34.7979,-4.6696,present
Cori,cori1240,9.59,8.06,present
Tatana,tata1257,5.49808,115.553,present
Birri,birr1240,5.33,24.6,present
Pökoot,poko1263,1.57023,35.2318,present
Malgwa,malg1251,11.77,13.61,present
Tamambo,malo1243,-15.6835,167.16,present
Gade,gade1242,8.71139,7.49869,present
Gapapaiwa,gapa1238,-9.73317,149.854,present
Tayart Tamajeq,taya1257,16.9232,7.6743,present
Ewe,ewee1241,6.46061,0.814975,present
Mono (Democratic Republic of Congo),mono1270,4.57915,19.8264,present
Northern Subanen,nort2885,8.5232,123.588,present
Achi,achi1256,15.073,-90.3513,present
Tumulung Sisaala,tumu1242,10.63451,-1.79707,present
Soninke,soni1259,13.1273,-11.7178,present
Bara Malagasy,bara1369,-23.9716,45.5937,present
Sichuan Yi,sich1238,28.1947,102.121,present
Fijian,fiji1243,-18,178.33,present
Tugun,tugu1245,-7.72555,126.7,present
Maguindanao,magu1243,6.9453,124.509,present
Iquito,iqui1243,-3.31233,-73.97046,present
Lishanid Noshan,lish1245,36.213298,44.065281,present
Halkomelem,halk1245,49.250402,-122.443668,present
Banao Itneg,bana1288,17.5643,121.05,present
Ngas,ngas1240,9.32042,9.46146,present
Simbo,simb1256,-8.26947,156.541,present
Yanomamö,yano1261,1.67967,-64.8781,present
Jamaican Creole English,jama1262,18.13,-77.2612,present
Ngiyambaa,wang1291,-30.6481,146.18,present
Bilua,bilu1245,-7.92388,156.663,present
Vaeakau-Taumako,pile1238,-10.173335,166.247188,present
Eastern Armenian,nucl1235,40,45,present
Koyra Chiini Songhay,koyr1240,16.192,-3.73962,present
Somali,soma1255,4.778704,45.152856,present
Maba (Chad),maba1277,12.89147,20.8889,present
Ibaloi,ibal1244,16.4263,120.695,present
Basque,basq1248,43.2787,-1.31622,present
Guruntum-Mbaaru,guru1271,9.87332,10.162,present
Meta',meta1238,5.88942,9.87416,present
Nuclear Western Fijian,nucl1487,-18.134562,177.538969,present
Baga Koga,baga1273,10.1286,-13.947,present
Lun Bawang,lunb1237,4.25064,115.5,present
Yecuatla Totonac,yecu1235,20.1765,-96.8741,present
Tepecano,tepe1278,19.2343,-101.729,present
Onondaga,onon1246,42.92,-76.12,present
Timne,timn1235,8.90294,-12.3331,present
Furu,furu1242,4.485,20.6448,present
East-Central Tangkhul Naga,tang1336,25.0489,94.3567,present
Sinaugoro,sina1266,-9.79791,147.861,present
Torres Strait-Lockhart River Creole,torr1261,-11.066,142.692,present
Lele (Chad),lele1276,9.158,15.81149,present
Bahamas Creole English,baha1260,25.032149,-77.390587,present
Standard Arabic,stan1318,27.9625,43.8525,present
Tetum,tetu1245,-9.11217,125.528,present
Maasina Fulfulde,maas1239,11.1324,-3.64763,present
Glavda,glav1244,11.1334,13.8652,present
Central Maewo,cent2058,-15.0784,168.135,present
Mayangna,maya1285,14.1259,-84.3439,present
Mpade,mpad1242,12.561391,14.446893,present
Italian,ital1282,43.0464,12.6489,present
Mali,mali1284,-4.71826,152.214,present
Niuafo'ou,niua1240,-15.6014,-175.64,present
Awa (Papua New Guinea),awap1236,-6.65534,145.714,present
Oku,okuu1243,6.23712,10.5096,present
