title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
"Бай Я Чао Ча, 2018",ulun,100,1530,"Сделан в округе Мэйчжоу по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат интенсивный, древесно-ягодный. Настой прозрачный, оттенка красного дерева, в процессе заваривания желтеет. Букет готового чая яркий, многогранный, древесно-ягодный, с пряными, цитрусовыми и цветочными нотками. Аромат интенсивный, сложный, цветочно-ягодный. Вкус плотный, терпкий, сладковатый, с легкой горчинкой грейпфрута, ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",2,4,,,60,80,,,,,80,100,,,,,,,,,,,,60,,,,,,,,,,,,,,,,
Лишань Улун,ulun,100,5600,"Высокогорный улун, сделан в горах Лишань (центральный Тайвань, свыше 2000 м). Сделан по технологии цинсян (легкая ферментация, непродолжительный прогрев). В сухом виде: крупные зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, желто-зеленого оттенка. Букет готового чая свежий и яркий, многогранный, травянисто-цветочный с нотками китайской груши, дыни и специй. Аромат высокий, свежий, пряно-цветочный. Вкус объемный, тонкий и мягкий, сладковатый, с нежной фруктовой кислинкой и нюансами пряностей – тает на языке, подобно утренней росе. Сочное, освежающее послевкусие. Заваривать горячей водой (80-95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 12 завариваний. Великолепный высокогорный улун для гурманов и искушенных любителей – утонченный, очень мягкий и мощный. Воздействие освежающее, тонизирующее, самое позитивное.",1,6,,,,60,60,60,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
"Грузинская красная габа, май 2023, batch05-06",gaba,90,2860,"В сухом виде: тонкие, изогнутые жгутики темно-коричневых чайных листочков с длинными черенками. Аромат интенсивный, фруктово-цветочный с ноткой флердоранжа. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, многогранный, фруктово-цветочный, с нотками меда, бисквита, карамели и сладких апельсинов. Аромат высокий, теплый, цветочно-ягодный. Вкус плотный, мягкий и сладкий, маслянистый, с легкой цитрусовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15-20 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 8 завариваний. Прекрасный выбор для эмоциональной перезагрузки во второй половине дня – многогранный вкус, чарующий аромат, согревающее воздействие. В чае допустимо наличие до 10-15 % мелкой фракции листа.",7,6,60,80,80,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Гаошань Уи Хун,red,88,2390,"Красный чай «Высокогорный» (чайный район Уишань, провинция Фуцзянь). Урожай: весна 2021. В сухом виде: среднего размера, темно-лиловые жгутики скрученных чайных листьев. Аромат интенсивный, фруктово-древесный с цветочной ноткой. Настой прозрачный, янтарного оттенка. Букет готового чая многогранный и яркий, хлебно-пряный, с цветочными, медовыми, бисквитными и цитрусовыми нотками. Аромат нежный и теплый, хлебно-пряный с нотками цветов и цитрусов. Вкус тонкий, объемный, маслянистый, сладковатый, приятно вяжущий, с лимонной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 9 завариваний. Отличный выбор для церемониального чаепития: тонкий, многогранный и очень ароматный.",2,5,,60,80,80,,60,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,
Моли Люй Ча (жасминовый зеленый чай),green,88,630,"Приготовлен в горах Мэндин (провинция Сычуань). Готовый чай смешан с живыми цветами жасмина. В сухом виде – небольшие жгутики ворсистых почук и мелкие цветки жасмина. Аромат свежий, жасминовый. Настой прозрачный, светлого, золотисто-зеленого оттенка. Букет готового чая яркий, свежий, жасминовый с травянистыми и пряными нотками. Беззаботный, игривый аромат. Вкус свежий, сочный, маслянистый, прохладный, с легкой кислинкой лемонграсса. Прохладное, освежающее послевкусие. Заваривать горячей водой (80°С), в фарфоровой гайвани или стеклянной посуде. Пропорция заварки к воде: 2-3 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 6-7 заварок. Легкий жасминовый чай для повседневного чаепития – освежающий, умиротворяющий, романтичный. По устоявшейся традиции считается, что лучший эффект его воздействия достигается в холодную, сырую погоду.",1,3,,,,100,,60,,,,,60,,,,,,,,,,,,,,,,60,,,,,,40,,,,,
Те Гуаньинь Тулоу,ulun,92,650,"Улун «Те Гуаньинь Тулоу» сделан по технологии цинсян (легкая ферментация, умеренный прогрев) в 2023 г. В сухом виде: среднего размера зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-травянистый. Настой прозрачный, светлого желто-зеленого оттенка. Букет готового чая свежий, травянисто-цветочный, с нотками сирени, дыни и персика. Аромат высокий и нежный, травянисто-цветочный. Вкус сочный и сладкий, насыщенный, шелковистый, с легкой фруктовой кислинкой и долгим, освежающим послевкусием. Заваривать горячей водой (80-85°С) в фарфоровой гайвани, чайнике из пористой глины или селадона. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Прекрасный выбор для расслабляющего чаепития во второй половине дня. Снимает усталость и психологическое напряжение, оживляет ум и освежает восприятие.",2,6,,,,60,60,,,,,,,,,,,,,,,,,,,,,,80,,,,,40,,,,,,
Циньшоу Шу Ча (2020),puer,76,780,"В сухом виде: небольшие, коричневые, скрученные листики, рыжие почки и тонкие черенки. Аромат сдержанный, орехово-древесный. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с хлебными, фруктовыми и пряными нотками. Аромат теплый, орехово-древесный. Вкус мягкий, бархатистый, сладковатый, с нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 6-7 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, мягкое тонизирующее.",5,7,,,,,40,,60,,80,,,,60,,,60,,,,,,,,,,,,,,,,,,,,,,
"Фошоу Дань Я Чэнь Чао Ча, 2015",ulun,94,3290,"Сделан в округе Мэйчжоу из весенних побегов сорта Фошоу по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат сдержанный, древесный. Настой прозрачный, янтарного оттенка. Букет готового чая выдержанный, многогранный, пряно-древесный, с нотками сушеных яблок, орехового бисквита, табака и жареных семечек подсолнуха. Аромат нежный, теплый, сложный. Вкус плотный, шелковистый, сладковатый, с нежной терпчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",5,5,60,,,,60,,,,80,,,,,,,,,,,,,,,,,,,40,,,,,,,80,,,
"Лао Цзюньшань Юй Цзянь, 2005",green,90,3000,"Выдержанный зеленый чай «Нефритовые Лезвия с острова Цзюньшань» из провинции Хунань. В сухом виде: небольшие, тонкие, бежево-серые, пушистые почки. Аромат сдержанный, пряно-травянистый с ноткой душицы. Настой прозрачный, виноградно-желтый с легким розовым оттенком. Букет готового чая выдержанный, пряно-травянистый с нотками мяты и луговых цветов. Аромат тонкий, пряно-цветочный. Вкус мягкий, шелковистый, с легкой древесной терпчинкой, кислинкой зеленого яблока, мятной прохладой и едва уловимым нюансом копченостей. Сочное, долгое, освежающее послевкусие. Заваривать горячей водой (75-85°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл. Для первого раза настоять 15-20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Воздействие освежающее, легкое тонизирующее, самое позитивное.",5,4,,,,40,,80,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Шу пуэр ""Иу-Шушенский"" (2022)",puer,64,595,"В сухом виде: небольшие, коричневые, скрученные листики и их фрагменты, тонкие черенки. Аромат сдержанный, древесно-ореховый. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с хлебными, осенними и пряными нотками. Аромат теплый, орехово-древесный. Вкус плотный, мягкий, бархатистый, с легкой горчинкой какао-бобов и нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 15 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 7 завариваний. Отличный выбор для повседневных чаепитий – насыщенный и мягкий вкус, согревающее, умеренно тонизирующее воздействие.",5,7,,,,,,,40,,80,,,,60,,,60,,60,,,,,,,,,,,,,,,,,,,,
"Дянь Шэн Пуэр Ча Бин (2005), 350 г.",puer,94,11935,"Выдержанный шэн пуэр от компании «Дянь Пу», урожай 2005 года. 350-граммовый блинчик средней плотности, разделяется на буро-коричневые скрученные листики, почки и тонкие черенки (незначительное количество). Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая зрелый, многогранный, фруктово-древесный, с бальзамическими, осенними и пряными нотками. Аромат глубокий, сложный, фруктово-бальзамический. Вкус мягкий, гладкий, сладковатый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 12 завариваний. Отличный образец выдержанного шэн пуэра с многогранным вкусом и медитативным воздействием.",3,6,,,,,60,60,,,60,,,,80,,,,40,,,,,,,,,,,,,,,,,,,,,
Фэнхуан Даньцун Ча,ulun,72,890,"Сильно-ферментированный улун «Фэнхуан Даньцун» («Одиночные кусты с гор Феникса») урожай 2023 года. В сухом виде: крупные, лилово-коричневые жгутики скрученных чайных листьев. Аромат сдержанный, фруктово-древесный с копченой ноткой. Настой прозрачный, светлого янтарного оттенка. Букет готового чая яркий, древесно-ягодный с цветочными, цитрусовыми и пряными нотками. Аромат теплый, пряно-цветочный. Вкус плотный, терпкий, пряный, сладковатый, с цитрусовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85-92°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее – отличный выбор, чтобы поддерживать бодрость и концентрацию внимания в течение дня.",3,5,,,60,60,,,80,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Хуан Дан Чао Ча,ulun,94,780,"Cделан в округе Мэйчжоу из весенних побегов сорта Хуандан по аутентичной технологии чаоча. В сухом виде: мелкие, лилово-коричневые фрагменты скрученных листиков и тонких черенков. Аромат интенсивный, острый, пряно-цветочный c ореховой ноткой. Настой прозрачный, каштанового оттенка. Букет готового чая яркий, многогранный, пряно-цветочный, с фруктовыми, ореховыми, табачными и бисквитными нотками. Аромат теплый, сложный, пряный с ореховой ноткой. Вкус плотный, сочно-терпкий, маслянистый, сладковатый, с легкой горчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл (чай обладает очень плотным телом, поэтому для первой дегустации возьмите чуть меньше заварки, чем обычно). Залейте чай горячей водой и дайте настояться в течение 5-10 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, выраженное тонизирующее.",1,4,60,,,80,60,80,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,
Шуйсян Мэйчжоу Чао Ча (2017),ulun,98,1560,"«Нарцисс из Мэйчжоу» сделан по аутентичной технологии чао ча в неизменном виде сохранившейся с эпохи Мин до наших дней. Суть метода сводится к длительному обжариванию чайных листьев и почек в котлах при относительно низких температурах, с перерывами на охлаждение. В сухом виде: небольшие, серо-бурые жгутики скрученных листиков. Аромат густой, пряный с ореховой ноткой. Настой прозрачный, оттенка темного янтаря. Букет готового чая яркий, многогранный, хлебно-пряный, с ореховыми, древесными, сливочными, табачными, цитрусовыми и черносливовыми нотками. Аромат глубокий и теплый, сложный, орехово-пряный с легким «дымком». Вкус очень плотный, мягкий, бархатистый, приятно вяжущий (в избыточной концентрации – терпкий), сладковатый, с тонкой фруктовой кислинкой. Послевкусие долгое и сочное. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл (чай обладает очень плотным телом, поэтому для первого раза возьмите чуть меньше заварки, чем обычно). Пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Оригинальный, интересный чай с ярким, многогранным вкусом и мощным энергетическим воздействием.",1,3,,,,,,,,,60,,,,,,60,80,,,,,,,,60,,,,60,,,,,,,,,,
Миньго Лао Люйча 1967 г.,green,0,60850,"Выдержанный тайваньский (Миньго) зеленый чай урожая 1967 года. В сухом виде: среднего размера чайные листики бордово-коричневого оттенка и их фрагменты. Аромат выдержанный, спокойный, древесный. Настой прозрачный, каштанового оттенка. Букет готового чая выдержанный, округлый и слитный, древесной тональности, с нотками дубового мха, осенних листьев, пряных трав, коньяка и фруктов. Аромат сложный, глубокий, древесно-бальзамический. Вкус тонкий, мягкий, объемный, шелковистый, с характерными нотками лао ча, которые способно создать только время. Долгое, запоминающееся послевкусие. Заваривать горячей водой (95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Настоящий раритет, находка для ценителей лао ча! Прекрасный выбор для церемониального чаепития в медитативном одиночестве или небольшой компании понимающих друзей.",1,5,,,,,,40,,,80,,,,60,,,,40,,,,,,,,,,,,,60,,,,,,,,
"Чэнь Люй Чао Ча, 2017",ulun,0,1420,"Сделан в округе Мэйчжоу по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат сдержанный, древесный с ягодной ноткой. Настой прозрачный, оттенка красного дерева, в процессе заваривания желтеет. Букет готового чая выдержанный, многогранный, древесно-ягодный, с цветочными, табачными и пряными нотками. Аромат теплый, сложный, пряно-цветочный. Вкус плотный, терпкий, сладковатый, с ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",2,4,,,,60,,,60,,80,80,,,,,,,,,,,,,,,,,,40,,,,,,,,,,
