title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
Шуйсян Мэйчжоу Чао Ча (2017),ulun,98,1560,"«Нарцисс из Мэйчжоу» сделан по аутентичной технологии чао ча в неизменном виде сохранившейся с эпохи Мин до наших дней. Суть метода сводится к длительному обжариванию чайных листьев и почек в котлах при относительно низких температурах, с перерывами на охлаждение. В сухом виде: небольшие, серо-бурые жгутики скрученных листиков. Аромат густой, пряный с ореховой ноткой. Настой прозрачный, оттенка темного янтаря. Букет готового чая яркий, многогранный, хлебно-пряный, с ореховыми, древесными, сливочными, табачными, цитрусовыми и черносливовыми нотками. Аромат глубокий и теплый, сложный, орехово-пряный с легким «дымком». Вкус очень плотный, мягкий, бархатистый, приятно вяжущий (в избыточной концентрации – терпкий), сладковатый, с тонкой фруктовой кислинкой. Послевкусие долгое и сочное. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл (чай обладает очень плотным телом, поэтому для первого раза возьмите чуть меньше заварки, чем обычно). Пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Оригинальный, интересный чай с ярким, многогранным вкусом и мощным энергетическим воздействием.",1,3,,,,,,,,,60,,,,,,60,80,,,,,,,,60,,,,60,,,,,,,,,,
"Фошоу Чэнь Чао Ча, 2017",ulun,100,1590,"Сделан в округе Мэйчжоу из весенних почек сорта Фошоу по аутентичной технологии чао ча. В сухом виде: мелкие, красновато-коричневые фрагменты скрученных почек, тонкие черенки. Аромат интенсивный, острый, пряно-цветочный. Настой прозрачный, оттенка лугового меда. Букет готового чая выдержанный, многогранный, фруктово-пряный, с ореховыми, бисквитными и древесными нотками. Аромат сложный, теплый, пряный. Вкус плотный, мягкий, сладковатый, с легкой терпчинкой, ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4-5 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 8-10 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Прекрасный выбор, чтобы согреться душой и телом.",3,5,60,,,,60,80,,,60,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,
"Куприт, хэйча из Аньхуа (Moychay.ru, 2017), 1 кг",black,86,491,"Черный чай из Аньхуа (уезд Иян, провинция Хунань) урожая 2017 года. В создании этого чая принимает участие микроб Eurotium Cristatum или Цзинь Хуа (Золотые цветы, разновидность), чрезвычайно полезный для здоровья. Его колонии выглядят как жёлтые крупинки, рассыпанные по поверхности чайного листа. 1000-граммовый брикет средней плотности, легко расслаивается на крупные темно-коричневые листики с черенками. Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая зрелый, многогранный, фруктово-древесный с нотками прелых осенних листьев и пряных трав. Аромат глубокий, сложный, фруктово-пряный. Вкус мягкий и гладкий, сладковатый, с ягодной кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-8 г на 100 мл. Для первого раза настоять 8-10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Отличный образец выдержанного хэйча. Особенно рекомендуется всем тем, кто предпочитает фруктовый вкусо-ароматический профиль.",2,7,,,,,80,60,,,60,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
Чжоу Гао Хо Да Хун Пао,ulun,0,1270,"Весенний урожай 2023. Сильный огонь. В сухом виде: темно-коричневые листочки среднего размера, скрученные вдоль оси. Аромат сдержанный, пряно-древесный с копченой ноткой. Настой прозрачный, светлого каштанового оттенка. Букет готового чая теплый, пряно-древесный, с минеральными, бисквитными и копчеными нотками. Аромат сложный, хлебно-пряный. Вкус плотный, маслянистый, немного терпкий, сладковатый, с фруктовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 5 раз. Отличный выбор для эмоциональной перезагрузки во второй половине дня. Упорядочивает мысли, гармонизирует чувства, согревает тело.",10,7,60,,,,,80,,,80,,,60,,,,,,,,,,,,,,60,,,,,,,,,,,,
Те Лохань Юнь Лун,ulun,90,3300,"Те Лохань (Железный Архат) – один из четырех знаменитых сортов утесных улунов, известных со времен эпохи Цин. Среди версий о происхождении сорта самыми популярными являются две. По одной – архат, пролетающий над горами Уи с чайного пира в чертогах Владычицы Запада, случайно роняет ветвь, которую затем находит крестьянин-чаевод. Архат является крестьянину во сне и велит посадить росток в урочище Демонов, чтобы останавливать эпидемии и лечить болезни. В другой истории куст находит монах из монастыря Хуэй Юань (Сад Прозрения) и делает чай с чудесными свойствами, а исцеленные люди дают чаю имя в честь создателя. В наши дни материнские кусты этого сорта по-прежнему растут у монастыря Хуэй Юань, а чай высоко ценится за свои исключительные гастрономические свойства и силу воздействия. «Те Лохань Юнь Лун» приготовлен на территории заповедника Уишань в фермерском хозяйстве Юнь Лун (Облачный Дракон) В процессе обработки прошел через сильную ферментацию и длительный прогрев над тлеющими углями. В сухом виде – среднего размера изогнутые жгутики темно-коричневых листиков. Аромат теплый, густой, хлебно-пряный. Настой прозрачный, орехового оттенка. Букет готового чая теплый, округлый, хлебно-пряный с ореховыми, цветочными и медовыми нотками. Вкус мягкий, плотный, маслянистый, сочный, сладковатый, с нюансами специй. Аромат многогранный, густой и глубокий. Послевкусие долгое и сочное. Заваривать кипятком 95°С в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 6 гр. на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 7-8 завариваний. Железный Архат – чай с мужским характером, в нем много «янского дыхания-ци». Согревает и расслабляет тело, успокаивает ум, сообщает спокойное, медитативное состояние, в котором с каждой последующей чашкой, как с ударом буддийского колокола, нервозность, суетные мысли и разные другие «демоны» отступают, оставляя пространство внутренней тишины и гармонии.",2,5,,40,,40,,60,,,,,,,,,,40,,80,,,,,,,,,,,,,,,,,,,,
Юньнань Бай Хао Бай Ча,puer,88,1470,"В сухом виде: большие, буро-бежевые, пушистые почки. Аромат сдержанный, древесный с цветочной ноткой. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, пряно-травянистый, с цветочными, древесными, мятными и фруктовыми нотками. Аромат нежный, пряно-цветочный. Вкус плотный, шелковистый, сладковатый, с легкой терпкостью виноградной кожицы, ягодной кислинкой и сочным послевкусием. Заваривать горячей водой (85-92°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 15 секунд, после чего, начиная с экспозиции в 3-5 секунд и доведя время до 3 минут, можно заварить 8 раз. Воздействие освежающе, тонизирующее.",5,7,,,,80,60,80,,,60,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Красный чай ферментированный с Я Бао, Вьетнам (весна 2023)",puer,0,3400,"В сухом виде: крупные, изогнутые жгутики темно-коричневых чайных листочков с длинными черенками. Аромат интенсивный, ягодный. Настой прозрачный, красно-каштанового оттенка. Букет готового чая яркий, древесно-ягодный, с нотками прелых листьев, сухофруктов и специй. Аромат глубокий и теплый, фруктово-ягодный. Вкус плотный, немного терпкий, пряный, сладковатый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 7 завариваний. Отличный выбор для эмоциональной перезагрузки – бодрящий, многогранный и очень ароматный.",5,6,,,,,,,60,,80,100,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,
"Габа Шу Ча (Габа шу пуэр, Мойчай.ру, 2020)",gaba,84,2760,"Экспериментальная партия шу пуэра, изготовленная в округе Дали (чайное хозяйство Юньлун, высота более 2500 метров) по специальному заказу компании Мойчай.ру при участии специалистов Куньминского университета из сырья весеннего урожая 2020 года. В сухом виде: темно-коричневые жгутики скрученных листиков и рыжих почек. Аромат сдержанный, сливочно-бисквитный. Настой слегка мутный, каштаново-желтого оттенка. Букет готового чая зрелый, многогранный, орехово-древесный с молочными, бисквитными и грибными нотками. Аромат спокойный, низкий, ореховый с грибной ноткой. Вкус плотный, гладкий, приятно вяжущий, с легкой горчинкой бобов какао. Приятное, мягкое послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6-8 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 10 завариваний. Отличный шу пуэр – насыщенный, многогранный, одновременно мягкий и сочный. Утром поможет проснуться и гармонично влиться в поток нового дня, а вечером – выдохнуть все лишнее и со вкусом расслабиться.",1,7,40,,,,,,,,60,,,,,40,60,80,,,,,,,,,,,,,,,,,,,,,,
"Таиландский шэн пуэр с диких деревьев, полностью ручное производство, Moychay Tea Forest Project, batch-Zero-2022, (limited 152 pieces), 357 г",puer,98,14970,"357-граммовый блинчик средней плотности, легко разделяется на бурые жгутики скрученных листиков и серебристо-бежевые почки. Аромат нежный, пряно-цветочный. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, многогранный, пряно-цветочный с нотками сухофруктов и специй. Аромат сложный, теплый, пряно-цветочный с грибной ноткой. Вкус плотный и гладкий, маслянистый, чуть вяжущий, с фруктовой кислинкой, нюансами специй и долгим мятным послевкусием. Заваривать горячей водой (90°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 заварок. Превосходный молодой пуэр с многогранным тонким вкусом и мощным медитативным воздействием. При правильном хранении с годами обещает быть только лучше (если избежит участи быть выпитым немедленно).",2,6,,,,80,,80,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
Миньго Лао Люйча 1961 г.,green,80,64570,"Выдержанный тайваньский (Миньго) зеленый чай урожая 1961 года. В сухом виде: среднего размера чайные листики бордово-коричневого оттенка и их фрагменты. Аромат выдержанный, интенсивный, древесно-бальзамический. Настой прозрачный, оттенка темного янтаря. Букет готового чая выдержанный, многогранный, древесно-бальзамический, с нотками дубового мха, осенних листьев, пряных трав, коньяка и фруктов. Аромат сложный, глубокий, бальзамический. Вкус тонкий, сочный, мягкий, сладковатый, чуть вяжущий, с фруктовой кислинкой и характерными нотками лао ча, которые способно создать только время. Долгое, запоминающееся послевкусие. Заваривать горячей водой (90-95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 7-8 завариваний. Превосходный церемониальный чай с многогранным вкусом и согревающим, расслабляющим, медитативным воздействием.",1,5,,,,,40,60,,,80,,,,,,,,100,,,,,,,,,,,,,60,,,,,,,,
"Чунь Фошоу Чао Ча, 2018",ulun,100,2430,"Сделан в округе Мэйчжоу из весенних почек сорта Фошоу по аутентичной технологии чао ча. В сухом виде: мелкие, лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат интенсивный, острый, пряно-древесный с табачной ноткой. Настой прозрачный, оттенка лугового меда. Букет готового чая выдержанный, многогранный, орехово-древесный, с нотками табака, пряных трав и печеных фруктов. Аромат сложный, теплый, бисквитно-ореховый. Вкус плотный, мягкий, вяжущий, сладковатый, с ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Прекрасный выбор, чтобы согреться душой и телом.",2,4,60,,,,80,60,,,80,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,
"Шу Пуэр ""Булан-Шушенский"" (2022)",puer,60,490,"В сухом виде: среднего размера, коричневые, скрученные листики, рыжие почки и тонкие черенки. Аромат сдержанный, орехово-древесный. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с хлебными, фруктовыми и пряными нотками. Аромат теплый, орехово-древесный. Вкус плотный, мягкий, бархатистый, сладковатый, с нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 6-7 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, мягкое тонизирующее.",5,8,,,,,,,40,,80,,,60,,,,60,,60,,,,,,,,,,,,,,,,,,,,
Лаошу Цзинь Цзюнь Мэй,red,0,7100,"В сухом виде: мелкие, тонкие, коричневые почки с рыжим пушком. Аромат интенсивный, медово-бисквитный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, древесно-ягодный, с медовыми, цветочными, бисквитными, цитрусовыми и пряными нотками. Аромат интенсивный, медово-ягодный. Вкус плотный, гладкий и сладкий, с нежной терпчинкой, цитрусовой кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Отличный выбор для церемонии гунфуча – многогранный, согревающий, расслабляющий.",10,7,80,80,60,,,,,,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Таиландский зеленый чай с дикорастущих чайных деревьев (весна 2021),green,86,3155,"В сухом виде: крупные, изогнутые, буро-зеленые жгутики скрученных листиков с тонкими желтыми черенками. Аромат сдержанный, травянисто-цветочный с ореховой ноткой. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, многогранный, травянисто-цветочный, с ореховыми и ягодными нотками. Аромат нежный, травянисто-цветочный. Вкус плотный, мягкий, маслянистый, сладковатый, с сочной древесной терпкостью, легкой травянистой горчинкой, нюансами специй, ягодной кислинкой и освежающим послевкусием Заваривать горячей водой (80-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 10-15 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 7-8 завариваний. Отличный зеленый чай с ярким, многогранным вкусом и освежающим, тонизирующим воздействием.",5,,,,,80,,80,,,,60,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
Таньян Цзинь Му Дань Хун Ча,red,0,2310,"Красный чай «Золотой Пион из Таньян» сделан в уезде Фуань провинции Фуцзянь. Весенний урожай 2023. В сухом виде: среднего размера темно-коричневые жгутики скрученных листиков, бежевые почки. Аромат интенсивный, фруктово-ягодный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, яркий, древесно-ягодный, с медовыми, цветочными и пряными нотками. Аромат интенсивный, медово-цветочный. Вкус плотный, гладкий и сладкий, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Отличный выбор для церемонии гунфуча. Снимает нервное напряжение, согревает, стимулирует творческую активность.",10,6,,80,60,80,,,,,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
