name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to,dedication
Библиотека № 75 имени А. С. Серафимовича,"г Москва,г Москва,ш Открытое,д 27",37.7593,55.824026,"Фонд детской литературы библиотеки № 75 имени А. С. Серафимовича стал доступен читателям с сентября 1962 года. В 1992 году детская библиотека была переведена из района Богородское и с тех пор является информационным, культурно-досуговым центром для детей и родителей, живущих в районе Метрогородок.К услугам пользователей библиотеки – фонд из 48 тыс. экз. книг и периодических изданий, а также озвученные издания книг, которые можно взять на дом. На базе библиотеки организованы кружки и занятия, способствующие раннему выявлению и развитию интеллектуальных, творческих способностей детей, проведению образовательного семейного досуга. Разработана и успешно работает программа по изучению истории культуры: русских художественных промыслов, игрушки, народных традиций, праздничных обрядов. В читальном зале есть доступ к сети Интернет. Пользователи с проблемами зрения могут воспользоваться специальным видеоувеличителем, собран фонд крупношрифтовых и озвученных книг.Проезд общественным транспортом: от станции метро «Бульвар Рокоссовского»: трамваи №№ 2, 13, 36 до ост. «Техникум», автобус № 3 до ост. «Метрогородок»; от станции метро «Щелковская»: автобус № 3 до ост. «Техникум».Санитарный день: последняя пятница месяца.",Москва,2015-07-22T16:27:55Z,2023-02-28T11:18:29Z,NA,NA,43200,75600,43200,75600,43200,75600,43200,75600,43200,75600,43200,72000,им. А. С. Серафимовича
Библиотека № 87,"г Москва,г Москва,ул Соколиной Горы 9-я,д 17",37.736042,55.773094,"Библиотека была создана в 1967 году. Сегодня это учреждение культуры, располагающее универсальным книжным фондом более 50 экз. изданий по всем отраслям знаний, оснащенное лучшими справочными, информационными и поисковыми системами, компьютерным оборудованием, Интернетом.Структура библиотеки: Абонемент.Читальный зал.Юношеское отделение.Детское отделение.Абонемент библиотеки обслуживает читателей от 25 лет и старше. В выборе книг по разным темам посетителям помогают книжные выставки.Юношеское отделение – центр общения молодежи. Обслуживает молодых читателей с 14 до 24 лет. Книжный фонд насчитывает более 16 тыс. экз. литературы по различным отраслям знаний.В отделении открыт уголок профессиональной ориентации для подростков. Проводятся викторины, конкурсы, встречи.Читальный зал. К услугам читателей большой справочный фонд, энциклопедии, отраслевые справочники, словари, организована краеведческая экспозиция под названием «Восточный округ. Соколиная гора – вчера, сегодня, завтра». Детское отделение. Фонд детского отделения насчитывает более 12 тыс. экз. литературы по всем отраслям знаний для ребят младшего возраста до 14 лет. Здесь проходят конкурсы детского рисунка, утренники, викторины и т. д. Библиотека доступна для инвалидов и слабовидящих.",Москва,2015-07-22T20:10:02Z,2023-02-28T11:04:53Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,75600,NA
Библиотека № 97 (фонд взрослой литературы) г. Москва,"г Москва,г Москва,ул Новокосинская,д 38к2",37.870242,55.74188,"Библиотека была открыта в 50-е годы XX века. В 1988 году библиотека переехала в район Новокосино. Библиотека обслуживает более 4 000 читателей. Объем книжного фонда – 63 952 экз. Возрастной ценз литературы – 14+.Основное направление в работе – повышение общественно-культурного уровня и информированности жителей района Новокосино.Библиотека сотрудничает с Союзом писателей, Советом ветеранов района, Управой «Новокосино», школами, Колледжем № 61 им. Г. П. Вишневской и КЦСО, а также с редакцией газеты «Новокосино».В библиотеке работает литературный клуб «Книжные паруса».Вход в библиотеку оборудован пандусом для инвалидов-колясочников.",Москва,2015-07-22T21:04:04Z,2023-03-01T11:58:28Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека № 7 имени А. де Сент-Экзюпери г. Москвы,"г Москва,г Москва,пер Красносельский 2-й,д 2",37.665093,55.782253,"Свою историю библиотека ведет от общественной библиотеки Общества бывших политкаторжан и ссыльных поселенцев (1921–1935). В сентябре 1936 года она получила статус библиотеки № 91 Куйбышевского района Москвы (с этой даты и ведется отсчет). Свое нынешнее наименование библиотека получила в связи с начавшимся процессом оптимизации сети библиотек, подведомственных Департаменту культуры города Москвы.В 2008 году создан целевой книжный фонд авиационно-космической тематики, содержащий обширную медиатеку, которая дополняется документально-хроникальными и художественными аудио- и видеоматериалами. Проводятся научно-практические конференции, литературные, музыкальные и художественные фестивали, патриотические тематические вечера с оригинальными концертными программами.Библиотека сотрудничает с наследниками Сент-Экзюпери и Посольством Франции, ветеранами авиаполка «Нормандия – Неман», летчиками и космонавтами, осуществляет совместные проекты с регионами России, в том числе с Крымом, а также с Беларусью, Италией и Грецией, с образовательными учреждениями и общественными организациями.Фонд библиотеки включает около 45 500 единиц хранения. Ее посещают более 27 000 читателей.",Москва,2015-07-26T22:06:08Z,2023-02-20T14:50:30Z,36000,79200,36000,79200,36000,72000,36000,79200,36000,79200,36000,79200,36000,79200,им. А. де Сент-Экзюпери
Центральная библиотека № 15 им. В. О. Ключевского,"г Москва,г Москва,пер Большой Факельный,д 3 стр 2",37.663692,55.742635,"Библиотека основана по решению Московской городской думы в 1914 году в память о выдающемся русском историке В. О. Ключевском. Свое нынешнее наименование получила в соответствии с приказом Департамента культуры города Москвы от 17 сентября 2014 года «Об упорядочении наименований государственных публичных библиотек Департамента культуры города Москвы» в связи с начавшимся процессом оптимизации сети библиотек.Библиотека обладает богатым собранием классической и современной литературы, трудами по истории, философии, экономике и социологии. В специальном отделе искусств широко представлены книги по искусству, искусствознанию и эстетике. Имеется зал периодических изданий.Библиотека ведет большую краеведческую работу по изучению истории и достопримечательностей Таганского района, проводит познавательные пешеходные прогулки.Основные направления работы:популяризация отечественной истории посредством привлечения лучших профессоров ведущих вузов Москвы к открытым выступлениям; консолидация исторических сообществ; создание клуба попечителей проекта из числа лауреатов премии им. В. О. Ключевского Российской академии наук; проведение открытых публичных лекций; проведение ежегодных конференций; проведение исторических экскурсий.Фонд библиотеки – около 84 105 единиц хранения.",Москва,2015-07-26T21:08:00Z,2023-02-20T08:21:31Z,NA,NA,36000,79200,36000,79200,36000,79200,36000,79200,36000,79200,36000,75600,им. В. О. Ключевского
Библиотека № 37 г. Москвы,"г Москва,г Москва,ул Дубнинская,д 16",37.5625133514404,55.8692193004108,"Учреждение начало работу в 1972 году как библиотека, обслуживающая взрослое население. Находится в густонаселенном районе на окраине Москвы. В 2001 году в здании открылся выставочный зал, а часть помещения заняла детская библиотека с читальным залом и абонементом, в результате чего жители удаленного района Москвы, особенно дети, получили возможность в шаговой доступности прикоснуться к прекрасному, встречаться с интересными людьми.В настоящее время библиотека имеет универсальный фонд, который насчитывает 42 350 единиц хранения с элементами специализации – литература по искусству. Прекрасный выставочный зал вмещает большое количество посетителей. И неудивительно, что приоритетным направлением в организации культурного досуга для населения стало искусство. Библиотека успешно реализует проект «Мир вдохновения» для широкой целевой аудитории. В литературно-музыкальной гостиной проходят лекции о творчестве великих художников, выступают молодые музыканты – студенты музыкальных училищ, писатели и поэты, проходят встречи с современными художниками, иллюстраторами, дизайнерами. В выставочном зале наряду с выставками профессиональных мастеров организуются выставки детского и семейного творчества.",Москва,2015-07-27T02:21:41Z,2023-02-17T09:44:49Z,NA,NA,39600,70200,39600,70200,39600,70200,39600,70200,39600,70200,NA,NA,NA
Библиотека № 19 им. Ф. М. Достоевского. Отдел детских инициатив,"г Москва,г Москва,ул Макаренко,д 1/19",37.646534,55.761254,"Библиотека ведет свою историю с 1937 года. В 2015 году читальня стала отделом детских инициатив библиотеки № 19 имени Ф. М. Достоевского. Во время Великой Отечественной войны двери библиотеки оставались открытыми. Ветераны войны помнят об этом, именно поэтому доброй традицией стали постоянные встречи детей с ветеранами в рамках действующего в читальне клуба «Внучата».В фонде представлены произведения русских и зарубежных классиков, научно-популярные издания, вспомогательные материалы по школьным предметам, новинки детской литературы. Важным направлением культурно-просветительской деятельности является работа со школами района. Наиболее яркими проектами в работе библиотеки являются: программа «Солнце на ладошке», предназначенная для детей из коррекционных классов и детей-инвалидов, а также клубы «Внучата» и «Лира».Здесь систематически проходят выставки и презентации работ как детей, так и их родителей. Сегодня библиотека выполняет функцию интеллект-центра, основной задачей которого является развитие у детей и их родителей интереса, потребности и любви к чтению.Фонд библиотеки насчитывает около 38 000 единиц хранения. За 2021 год ее посетили 21 017 читателей.",Москва,2016-04-06T06:18:26Z,2023-02-21T07:54:15Z,NA,NA,36000,75600,36000,75600,36000,75600,36000,75600,36000,75600,36000,72000,им. Ф. М. Достоевского
Библиотека № 29 (филиал № 1) г. Москвы,"г Москва,г Москва,ш Дмитровское,д 50",37.569351,55.845572,"Библиотека была основана в 1938 году. С 1963 года и по настоящее время располагается по адресу Дмитровское шоссе, д. 50.Универсальный фонд библиотеки насчитывает 36 000 единиц хранения.С 2003 года в библиотеке существует любительское объединение «Я – человек», где люди с ограниченными возможностями занимаются творчеством, встречаются с интересными людьми и просто общаются в уютной обстановке. Регулярно члены объединения проводят мероприятия для посетителей библиотеки и жителей района.Литературные, художественные и образовательные мероприятия организуются библиотекой вместе с партнерами: Управлением по особо охраняемым территория САО, районными образовательными учреждениями, учреждениями культуры, соцзащиты.Библиотека принадлежит ГБУК г. Москвы «ЦБС САО».",Москва,2015-07-27T01:57:24Z,2023-02-21T09:14:28Z,NA,NA,39600,70200,39600,70200,39600,70200,39600,70200,39600,70200,NA,NA,NA
Центральная библиотека № 224 им Ф. В. Гладкова г. Москвы,"г Москва,г Москва,б-р Яна Райниса,д 1",37.436158,55.849848,"Центральная библиотека № 224 им Ф. В. Гладкова находится в районе Южное Тушино. В соответствии с постановлением Совета министров РСФСР от 16 октября 1980 года № 488 библиотеке присвоено имя писателя Федора Васильевича Гладкова. В учреждении ведется мемориальная и исследовательская работа по изучению жизни и творчества писателя Ф. В. Гладкова. Проводятся выставки, посвященные творчеству писателя, ежегодные творческие вечера, создаются пресс-дайджесты и информационные ресурсы по различным направлениям творчества писателя, его имя становится брендом, неотъемлемой частью рекламной деятельности библиотеки. В 2012 году на грант правительства Москвы в библиотеке был создан комплекс интерактивных экспонатов «Чудеса науки», адресованный подрастающему поколению, способствующий развитию научно-познавательных способностей детей и подростков. Экспозиция выдержана в идеологии «Я играю, я учусь». Объем фонда – 87 377 экз. Посещений – 23 828.",Москва,2015-07-23T22:58:11Z,2023-02-17T13:13:46Z,NA,NA,43200,79200,43200,79200,43200,79200,43200,79200,43200,79200,43200,72000,NA
Библиотека № 82 г. Москва,"г Москва,г Москва,ул Парковая 4-я,д 12",37.786249,55.790965,"Год образования библиотеки – 1938. Книжный фонд – свыше 33 тысяч экз. Ежегодно обслуживает свыше 3750 читателей.Координирует свою работу со школами № 445, 690, 646, 1483, музыкальной школой № 27 им. С. Рахманинова (ежемесячный лекторий), Центром социальной помощи семье и детям «Измайлово» (многодетные и малообеспеченные семьи, семьи с приемными детьми), Советом ветеранов войны и труда района «Измайлово» (встреча с ветеранами, уроки мужества, мероприятия по патриотическому воспитанию). Библиотека в течение многих лет проводит индивидуальную работу для подростков с проблемами общения «Клуб одиноких сердец». В течение года с подростками проводятся собеседования, коррекционные беседы, обсуждения проблемных ситуаций, что в конечном итоге способствует более быстрой психологической адаптации, корректирует их взгляды и смягчает отношения с окружающими.Отделы библиотеки:Абонемент младшего отделения совмещен с читальным залом для читателей дошкольного и младшего школьного возраста (от 0 мес. до 10 лет).Старший абонемент обслуживает читателей основной школы (с 11 до 16 лет), руководителей чтения, жителей микрорайона (от 30 и выше). Читальный зал старшего абонемента обслуживает читателей с 11 лет и всех желающих. Здесь проходят интересные массовые мероприятия для учащихся школ, детских садов и жителей микрорайона.Список кружков и клубов (культурно-досуговых формирований):Кружок «Все обо всем». График работы: 1-й, 2-й, 3-й вторник с 12:30. Возрастной ценз: читатели от 7 до 9 лет. Бесплатный.«Клуб одиноких сердец» для «трудных» подростков. График работы: консультации по мере необходимости. Возрастной ценз: с 10 до 25 лет. Бесплатно. Кружок «Музыкальные встречи». График работы: последний вторник месяца с 14:30. Возрастной ценз: с 7-8 лет. Бесплатно. Кружок «Детская академия» (по коворкингу).Проезд общественным транспортом: станция метро «Измайловская».Санитарный день: первая среда месяца.",Москва,2016-04-06T13:57:07Z,2023-03-01T11:53:34Z,NA,NA,43200,75600,43200,75600,43200,75600,43200,75600,43200,75600,43200,72000,NA
Отдел семейного чтения Библиотеки-читальни имени А. С. Пушкина,"г Москва,г Москва,ул Большая Почтовая,д 16",37.692797,55.775844,"Отдел семейного чтения – новое книжное пространство, открывшееся в 2022 году. Помещения располагаются на первом этаже многоквартирного дома на Большой Почтовой улице, имеют три самостоятельных входа. Для читателей оборудованы комфортные, отвечающие современным запросам представителей разных возрастов, локации: игровые комнаты, пространства для коворкинга и работы за компьютером, залы для лекций, кинопросмотров, мастер-классов и творческих встреч. В фонде отдела представлена как классическая литература, так и книжные новинки. Бесплатно предоставляется доступ к электронным ресурсам НЭБ, EastView и «ЛитРес».",Москва,2022-05-20T11:45:25Z,2023-02-21T12:03:02Z,NA,NA,36000,79200,36000,79200,36000,79200,36000,79200,36000,79200,36000,79200,им. А. С. Пушкина
