title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
"Таиландский ГАБА Ассам красный чай, дикорастущие деревья. Moychay Tea Forest Project, batch04-2022 (limited 69 pieces), 357 г",gaba,100,16950,"357-граммовый блин, средней плотности, легко разбирается на бурые жгутики скрученных листьев с тонкими черенками и золотистые почки. Аромат интенсивный, фруктовый. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, фруктово-древесный с нотками ржаного хлеба, специй и цитрусов. Аромат сложный, фруктово-древесный. Вкус плотный, сочный и сладкий, шелковистый, с ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний.",10,6,,,60,,100,,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Чунь Я Ши Сян,ulun,90,1670,"«Весенний Я Ши Сян» сделан в небольшом чайном хозяйстве, расположенном в районе пика Удун. Сбор – весна 2019 года, хунбэй – осень 2019 года. Средний огонь. В сухом виде: крупные, темно-лиловые жгутики скрученных чайных листьев с тонкими черенками. Аромат интенсивный, цветочно-ягодный. Настой прозрачный, оттенка красного дерева. Букет готового чая многогранный и яркий, цветочно-ягодный, с нотками экзотических древесных смол, базилика и цитрусов. Аромат нежный, фруктово-цветочный. Вкус плотный, шелковистый, сладковатый, вяжущий, с ягодной кислинкой и долгим, освежающим послевкусием. Заваривать горячей водой (85-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Для первого раза настоять 5-7 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 10 завариваний. Отличный выбор для церемониального чаепития: яркий, многогранный и ароматный. Особенно рекомендуем его любителям «цветочных» даньцунов.",3,5,,,40,100,,80,,,,80,,,,,,,40,,,,,,,,,,,,,,,,,,,,,
Янь Лун Чэнь Янь Ча,ulun,86,2300,"«Выдержанный Утёсный» от фермера по имени Янь Лун (Дракон Утесов), настоящий «Янь Ча», выросший на ограниченной территории в природном заповеднике Уишань. В процессе выделки чайный лист прошел многократную скрутку, глубокую ферментацию и длительный прогрев (огонь высокий, но не избыточный). В сухом виде – крупные, изогнутые жгутики темно-коричневых листиков. Аромат интенсивный, хлебно-пряный. Настой прозрачный, оттенка лугового меда. Букет готового чая яркий, теплый, хлебно-пряный, с древесной ноткой. Аромат глубокий и теплый, слегка копченый. Вкус сочный, объемный, шелковистый, сладковатый, с легкой кислинкой и нюансами специй. Послевкусие освежающее и устойчивое. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 6-7 завариваний. Прекрасный церемониальный улун – огненный, яркий и мягкий. Воздействие согревающее, умеренно расслабляющее, очень гармоничное.",2,5,,,,,,60,,,40,,,,,,,,,80,,,,,40,,,,,,,,,,,,,,,
Лао Цун Шуй Сянь,ulun,90,191,"Улун «Старый куст Шуй Сянь» сделан в сентябре 2021 г. в природном заповеднике Уишань (средняя ферментация, умеренный огонь). В сухом виде: изогнутые, буро-коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, хлебно-пряный. Настой прозрачный, янтарного оттенка. Букет готового чая многогранный, пряно-древесный с хлебными, ореховыми, фруктовыми и цветочными нотками. Аромат теплый, пряно-древесный, холодный аромат сладкий, пряно-цветочный. Вкус плотный, шелковистый, сладковатый, чуть вяжущий, с легкой фруктовой кислинкой и минеральностью, характерной для яньча. Послевкусие сочное и долгое. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Согревает тело и освежает восприятие, снимает усталость и дарит минуты чистой радости. Понравится тем любителям яньча, кто ценит в них тонкую, цветочную составляющую.",2,6,,,,60,40,,,,60,,,,,,,60,,,,,,,,,,40,,,,,,,,,,,,
"Грузинский красный, май 2023, batch05-01",red,100,2340,"В сухом виде: крупные, изогнутые жгутики темно-коричневых чайных листочков с длинными черенками. Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, фруктово-древесный, с пряными и цветочными нотками. Аромат нежный, фруктово-цветочный. Вкус сочный, крепкий, пряный, с нюансами специй, фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15-20 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 8 завариваний. Воздействие согревающее, тонизирующее. В чае допустимо наличие до 10-15 % мелкой фракции листа.",10,6,,,,60,80,80,60,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бай Му Дань,white,100,2540,"В сухом виде: среднего размера фисташково-зеленые листики с тонкими черенками и тонкие почки с серебристым ворсом. Аромат сдержанный, травянисто-цветочный. Настой прозрачный, очень светлого виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с нотками ягод, зеленых яблок и специй. Аромат свежий, травянисто-цветочный. Вкус плотный, шелковистый, чуть пряный, с тонкой кислинкой, мятной прохладой и освежающим послевкусием. Заваривать горячей водой (85-92°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 8 завариваний. Воздействие освежающее, легкое тонизирующее.",10,6,,,,80,,80,,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,60
Таньян Улун Хун Ча,red,0,850,"В сухом виде: среднего размера темно-коричневые жгутики скрученных листиков и почек. Аромат интенсивный, фруктовый. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, древесно-ягодный, с медовыми, цветочными, хлебными и пряными нотками. Аромат интенсивный, фруктово-цветочный. Вкус плотный, гладкий и сладкий, чуть вяжущий, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 8-10 секунд и доведя время выдержки до 3 минут, можно заварить 6-7 раз. Отличный выбор для самых разных ситуаций – многогранный, согревающий, расслабляющий.",10,6,,60,,80,100,,40,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Чуантун Тунму Сяочжун Цзюньмэй SHQ,red,100,6300,"Красный высокогорный чай из района Уишань (провинция Фуцзянь). В сухом виде: мелкие, тонкие жгутики коричневых и рыжих почек. Аромат интенсивный, медово-ягодный. Настой прозрачный, янтарного оттенка. Букет готового чая яркий и теплый, древесно-ягодный, с цветочными, пряными, бисквитными и цитрусовыми нотками. Аромат глубокий и теплый, нежный, цветочно-ягодный. Вкус тонкий, объемный, шелковистый, сладковатый, чуть пряный, с легкой горчинкой и лимонной кислинкой. Долгое, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 5-7 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 8 завариваний. Отличный выбор для церемониального чаепития: тонкий, душистый, умиротворяющий.",2,5,80,,80,,,60,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сюэ Улун,ulun,100,7200,"В сухом виде: среднего размера бурые комочки скрученных чайных побегов. Аромат интенсивный, пряно-ореховый с бисквитной ноткой. Настой прозрачный, виноградного оттенка. Букет готового чая многогранный, пряно-травянистый с бисквитными, цветочными, ореховыми и фруктовыми нотками. Аромат теплый, орехово-цветочный. Вкус плотный, гладкий, маслянистый и сладкий, с легкой терпкостью виноградной кожицы, фруктовой кислинкой и долгим послевкусием. Заваривать горячей водой (90-92°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 30 секунд, затем, начиная с экспозиции в 5-10 секунд и увеличив время выдержки до 2 минут, можно заварить 10 раз. Отличный выбор для церемонии гунфуча. Согревает, снимает напряжение, приводит в порядок мысли и чувства.",10,6,60,,,60,60,80,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,
"Пирит, хэйча из Аньхуа (Moychay.ru, 2016), 1 кг",black,86,523,"Черный чай из Аньхуа (уезд Иян, провинция Хунань) урожая 2016 года. В создании этого чая принимает участие микроб Eurotium Cristatum или Цзинь Хуа (буквально: ""золотые цветы""), чрезвычайно полезный для здоровья. Его колонии выглядят как жёлтые крупинки, рассыпанные по поверхности чайного листа. 1000-граммовый брикет средней плотности, легко расслаивается на крупные темно-коричневые листики с черенками. Аромат сдержанный, пряно-древесный с ноткой канифоли. Настой прозрачный, янтарного оттенка. Букет готового чая зрелый, многогранный, пряно-древесный с нотками осенних листьев, канифоли и печеных фруктов. Аромат глубокий и теплый, сложный, фруктово-пряный. Вкус плотный, мягкий, сладковатый, немного терпкий, с легкой горчинкой, кислинкой сухих ягод и устойчивым послевкусием. Заваривать горячей водой (90-95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-8 г на 100 мл. Для первого раза настоять 8-10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Воздействие согревающее, тонизирующее.",5,7,,,,,60,60,,,80,,,,100,,,,60,,,,,,,,,,,,,,,,,,,,,
Чжоу Гао Хо Да Хун Пао,ulun,0,1270,"Весенний урожай 2023. Сильный огонь. В сухом виде: темно-коричневые листочки среднего размера, скрученные вдоль оси. Аромат сдержанный, пряно-древесный с копченой ноткой. Настой прозрачный, светлого каштанового оттенка. Букет готового чая теплый, пряно-древесный, с минеральными, бисквитными и копчеными нотками. Аромат сложный, хлебно-пряный. Вкус плотный, маслянистый, немного терпкий, сладковатый, с фруктовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 5 раз. Отличный выбор для эмоциональной перезагрузки во второй половине дня. Упорядочивает мысли, гармонизирует чувства, согревает тело.",10,7,60,,,,,80,,,80,,,60,,,,,,,,,,,,,,60,,,,,,,,,,,,
"Таиландский Шэн пуэр, дикорастущие деревья. Moychay Tea Forest Project, batch04-2022 (limited 108 pieces), 357 г",puer,92,18970,"357-граммовый блин, средней плотности, легко разбирается на бурые жгутики скрученных листьев с тонкими черенками и серебристые почки. Аромат интенсивный, древесный с копченой ноткой. Настой прозрачный, виноградно-желтого оттенка. Букет готового чая свежий, пряно-древесный с нотками молодых орехов, сушеных яблок, костра и лесных грибов. Аромат сложный, древесно-бальзамический с копченой ноткой. Вкус плотный, мягкий, маслянистый, с нюансами специй, легкой терпкостью виноградной кожицы в последних проливах и долгим послевкусием. Заваривать горячей водой (90-92°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний.",10,6,,,,,40,,,,80,,,,,40,,80,,,,,,,60,,,,,,,,,,,,,,,
Шайцинь Юцзи Шэн (2022),puer,80,1760,"Высушенный на солнце шэн пуэр ""Органический"". В сухом виде: очень большие, бурые, скрученные листья с длинными, тонкими черенками, серебристо-бежевые почки. Аромат сдержанный, пряно-травянистый с тонкой грибной ноткой. Настой прозрачный, светлого виноградного оттенка. Букет готового чая свежий, пряно-травянистый, с нотками молодого лесного ореха, патиссона и зеленого яблока. Аромат нежный, травянистый. Вкус плотный, маслянистый, немного терпкий, с легкой кислинкой, нюансами специй и сочным послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 7-8 завариваний. Воздействие освежающее, тонизирующее, гармоничное.",5,6,,,,,40,80,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Шаньлиньси Дундин,ulun,90,2970,"Весенний урожай 2023. Обработан по технологии циньсян (многократное скручивание, легкая ферментация и низкотемпературный прогрев). В сухом виде: среднего размера, желто-зеленые комочки скрученных чайных побегов с короткими черенками. Аромат интенсивный, травянисто-цветочный с ореховой ноткой. Настой прозрачный, желто-зеленого оттенка. Букет готового чая свежий, травянисто-цветочный с ореховыми, пряными и фруктовыми нотками. Аромат нежный, травянисто-цветочный. Вкус плотный, гладкий и сладкий, маслянистый, с легкой фруктовой кислинкой и долгим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 10 завариваний. Отличный выбор для церемонии гунфуча. Воздействие освежающее, мягкое тонизирующее.",5,6,,,,80,60,,40,,,,,,,,,80,,,,,,,,,,,100,,,,,,,,,,,
"Тайский шэн пуэр с диких деревьев деревни Банлао (Tea forest project, bunch22SP01, май 2022), 200 г",puer,94,10600,"200-граммовый блинчик средней плотности, легко разделяется на бурые жгутики скрученных листиков и серебристо-бежевые почки. Аромат интенсивный, пряно-древесный. Настой прозрачный, оттенка белого винограда. Букет готового чая яркий, многогранный, пряно-травянистый с ореховыми, грибными, бальзамическими и фруктовыми нотками. Аромат сложный, интенсивный, пряно-цветочный с грибной ноткой. Вкус плотный и гладкий, маслянистый, с фруктовой кислинкой, нюансами специй и долгим, лимонно-мятным послевкусием. Заваривать горячей водой (85-90°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 заварок. Превосходный молодой пуэр – живой, многогранный и очень ароматный. При правильном хранении с годами обещает быть только лучше (если избежит участи быть выпитым немедленно). Пожалуйста, обратите внимание что целостность бумажной упаковки может иметь небольшие повреждения, что, однако, не сказывается на характеристиках самого чая.",5,7,,,,,40,80,,,,,,,,40,,80,60,,,,,,,,,,,,,,,,,,,,,
"Таиландский шэн пуэр с диких деревьев, полностью ручное производство, Moychay Tea Forest Project, batch-First-2022, (limited 72 pieces), 357 г",puer,80,14970,"357-граммовый блинчик средней плотности, легко разделяется на бурые жгутики скрученных листиков и серебристо-бежевые почки. Аромат нежный, пряно-травянистый. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, многогранный, пряно-травянистый с цветочными, бальзамическими и фруктовыми нотками. Аромат сложный, пряно-травянистый. Вкус плотный, очень мягкий, маслянистый, чуть вяжущий, с фруктовой кислинкой, нюансами специй и долгим мятным послевкусием. Заваривать горячей водой (90°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9 заварок. Превосходный молодой шэн пуэр с насыщенным, мягким вкусом и мощным медитативным воздействием. При правильном хранении с годами обещает быть только лучше (если избежит участи быть выпитым немедленно).",3,6,,,,60,40,80,,,,,60,,,,,,80,,,,,,,,,,,,,,,,,,,,,
Лаошу Цзинь Цзюнь Мэй,red,0,7100,"В сухом виде: мелкие, тонкие, коричневые почки с рыжим пушком. Аромат интенсивный, медово-бисквитный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, древесно-ягодный, с медовыми, цветочными, бисквитными, цитрусовыми и пряными нотками. Аромат интенсивный, медово-ягодный. Вкус плотный, гладкий и сладкий, с нежной терпчинкой, цитрусовой кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Отличный выбор для церемонии гунфуча – многогранный, согревающий, расслабляющий.",10,7,80,80,60,,,,,,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
