name,address,longitude,latitude,description,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Большешильнинская сельская библиотека,"Респ Татарстан,р-н Тукаевский,с Большая Шильна,ул Кирова,д 55",52.475087,55.794219,"Большешильнинская библиотека образовалась в 1946 году. Фонд насчитывает свыше 4 000 экземпляров книг, большинство из них на русском языке, так как население в основном русскоязычное. Девиз библиотеки – «Читать – это модно! Читать – это мудро! Читайте свободно! Читайте повсюду!». Здесь устраиваются встречи, для детей проводятся тематические беседы, викторины, конкурсы, познавательные занятия. Ведется массовая работа: библиографические обзоры, громкие чтения с детьми, литературные и тематические вечера, посвященные писателям-юбилярам. В настоящее время все больше книг оцифровывается и хранится на электронных носителях, некоторые книги не печатаются. В библиотеке можно найти книги любого жанра. Они поступают каждый год. Заведующая сельской библиотекой – Светлана Викторовна Карцева.",2016-07-20T07:06:16Z,2024-02-21T10:32:18Z,09:00:00,18:00:00,09:00:00,18:00:00,08:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,
Старо-Учинская сельская библиотека – филиал № 35,"Респ Татарстан,р-н Кукморский,д Старая Уча,ул Первомайская,д 21",51.0107833415977,56.0270272584062,"Библиотека в деревне Старая Уча открылась в 50-х годах. Это была изба-читальня. Сначала в ней работал парень из деревни Старый Канисар – Данил Николаев.В настоящее время библиотека находится в здании клуба. Фонд насчитывает 6 340 экземпляров, в том числе на русском языке – 5 574, на удмуртском языке – 688, на татарском языке – 77. Книговыдача – 5 990 экземпляров. Количество читателей – 276 человек, посещений – 2 562. Работа ведется совместно с клубом и школой. В библиотеке проходят различные вечера, беседы, конкурсы, утренники, читательские конференции. Здесь отмечают юбилеи писателей, оформляют книжные выставки. Для дошкольников проводятся громкие чтения, различные игры. В библиотеке работает клуб любознательных и находчивых «Искорка».",2021-04-01T13:48:49Z,2023-01-27T13:37:53Z,,,12:00:00,18:00:00,,,12:00:00,18:00:00,,,15:00:00,21:00:00,,
Юлтимеровская сельская библиотека,"Респ Татарстан,р-н Сармановский,д Юлтимерово,ул Набережная,д 5",52.606607817307,55.3613012627238,"Юлтимеровская сельская библиотека была создана в 1992 году. В настоящее время она находится в здании Дома культуры. Книжный фонд насчитывает более 7 931 единицы. Библиотека собирает, хранит и выдает во временное пользование книги, газеты, журналы, а также осуществляющее справочно-библиографическую работу. Книжными выставками и выставочными полками отмечаются все календарные праздники, юбилеи писателей, композиторов и художников. Проходят встречи, беседы, викторины, круглые столы, конкурсы, акции для детей и взрослых. Также библиотека участвует в республиканских, межрегиональных, районных конкурсах, акциях, марафонах, играх, викторинах.",2022-02-03T15:52:43Z,2023-05-10T06:04:48Z,07:30:00,12:00:00,07:30:00,12:00:00,07:30:00,12:00:00,07:30:00,12:00:00,07:30:00,12:00:00,07:30:00,12:00:00,,
Люгинская сельская библиотека – филиал № 47,"Респ Татарстан,р-н Кукморский,с Люга,ул Центральная,д 19",50.9282972162071,56.1417639863757,"Официально свою деятельность Люгинская сельская библиотека начала в декабре 1992 года. До этого времени книги находились в маленьком уголке старого сельского клуба и выдавались читателям заведующей клубом. Когда в селе построили современный клуб на 150 мест, одно из помещений было выделено для библиотеки. С первых же дней библиотекарем начала работать Салихова Альбина Камиловна. За книгами обращалась к своим коллегам – сельским библиотекарям. Они выделили из своего фонда дубликаты книг. Большую помощь оказали правление колхоза «Правда» и районная библиотека. В настоящее время фонд библиотеки состоит из 5 600 экземпляров книг и журналов. Количество посетителей – 580 человек, из них 135 – дети. Выписываются 23 наименования периодической литературы. Библиотека – это царство информации и знаний, прибежище для одиноких и место, где можно не только пополнить свой багаж знаний, но и интересно провести досуг.",2021-03-31T15:50:56Z,2023-02-06T08:08:34Z,,,12:00:00,21:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,18:00:00,22:00:00,18:00:00,22:00:00
Отдел обслуживания Аксубаевской центральной библиотеки,"Респ Татарстан,р-н Аксубаевский,пгт Аксубаево,ул Романова,д 8",50.8049386739731,54.8447274900013,"Отдел обслуживания центральной библиотеки является структурным подразделением РМБУК «Аксубаевская межпоселенческая центральная библиотека». Книжный фонд отдела насчитывает 34 800 документов. Ежегодно его услугами пользуются около 5 000 человек; число выдаваемых им книг, периодических изданий, электронных носителей информации составляет более 65 000 экз.Отдел обслуживания является культурно-просветительской площадкой по гражданско-патриотическому воспитанию, межнациональным отношениям и межкультурным связям, здоровому образу жизни, краеведческому, нравственно-эстетическому воспитанию, развитию информационной культуры и литературно-художественному развитию различных групп населения.На его базе с 1995 г. работает клуб по интересам «Илһам / Вдохновение» для творческих людей пенсионного и старшего возраста – мастеров пера и кисти, любителей литературы и поэзии.",2016-03-30T13:54:30Z,2023-01-31T07:44:44Z,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,,,09:00:00,16:00:00
Старочелнинская сельская библиотека,"Респ Татарстан,р-н Алькеевский,с Старые Челны,ул Центральная,влд 20",50.056185,54.981252,"Библиотека была образована в 1963 году и находится в здании сельского клуба. Общая площадь помещения библиотеки – 60 кв. м. Книжный фонд включает в себя 7 669 экземпляров книг, число пользователей – 270 человек. Основное направление работы библиотеки – пропаганда литературы о родном крае, его природе, культуре и истории, литературной жизни. Для читателей проводятся различные массовые мероприятия, посвященные знаменательным датам, важным событиям: литературные вечера, игры, конкурсы, викторины, литературно-музыкальные гостиные. При библиотеке работают детские клубы по интересам «Книжкина больница», «Лесовичок».",2022-05-24T10:28:52Z,2023-01-20T13:30:13Z,10:00:00,14:00:00,,,10:00:00,14:00:00,10:00:00,14:00:00,10:00:00,14:00:00,10:00:00,14:00:00,10:00:00,14:00:00
Ташлыкская сельская библиотека – филиал № 33,"Респ Татарстан,р-н Нижнекамский,с Ташлык,ул Центральная,д 28",51.8053284894104,55.4990769864968,"Ташлыкская сельская библиотека ф-л № 33 Нижнекамской ЦБС была открыта в декабре 1970 года. Первой заведующей была Талипова Минненур Гарифовна ,уроженка с. Нижняя Уратьма Нижнекамского района. Фонд библиотеки составил 487 экз. книг.За короткий срок работы она проводила много интересных мероприятий ,как читательская конференция по книге Г.Кутуя « Неотосланные письма «, литературный вечер по творчеству Ф Карима , географическую викторину « Мой край « и др. В 1971-1974 годы библиотеку возглавила Валиева Асия Салимовна , уроженка с. Шингальчи Нижнекамского района. За годы ее работы фонд библиотеки вырос до 2956 экз. , а читатели 527 человек. С 1974 года по сей день в библиотеке работает Абдуллина Зальфира Хуззятовна. В 2002 году библиотека перешла на новое здание . В 2010 году при библиотеке открылся музей истории села. Музей включает 2 комнаты . Одна комната посвящена истории села, другая посвящена знаменитым людям нашего села Р.Валееву, А.Хамзину , К. Калимуллину и др. Библиотека работает в тесном контакте с детским садом, начальнай школой и сельским домом культуры. Все мероприятия согласовывается с Шингальчинским сельским поселением .",2022-02-04T09:40:49Z,2023-01-27T13:52:27Z,,,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00
Кзыл-Яланская сельская библиотека – филиал № 23,"Респ Татарстан,р-н Чистопольский,д Кзыл-Ялан,ул Г.Гиниятуллина,влд 22",50.705577,55.263075,"Библиотеку в деревне Кзыл Ялан открыли в 1962 году. В настоящее время она является единственным очагом культуры и досуга, справочно-информационным центром. Сотрудники постоянно оформляют книжные выставки и тематические полки, проводят различные мероприятия, посвященные знаменательным датам, государственным праздникам Татарстана (встречи, акции, познавательные и развлекательные программы). Они стараются, чтобы тема мероприятия была актуальной. Большое внимание уделяется пропаганде творчества писателей-земляков. Библиотека обслуживает 256 читателей. Фонд насчитывает 5 200 книг, книговыдача составляет 4 816 единиц.",2021-03-31T08:12:35Z,2023-01-31T06:24:34Z,13:00:00,15:30:00,13:00:00,15:30:00,13:00:00,15:30:00,13:00:00,15:30:00,13:00:00,15:30:00,13:00:00,15:30:00,,
Деушевская сельская библиотека,"Респ Татарстан,р-н Апастовский,с Деушево,ул Ленина,д 76",48.364199,55.171247,"Деушевская сельская библиотека (филиал № 10) была основана 1 сентября 1945 года как изба-читальня. Первым библиотекарем был Сагъдиев Зиятдин.На сегодняшний день библиотека находится в одном здании с сельским клубом, оснащена компьютерной техникой, доступом к интернету. Фонд насчитывает 6 059 печатных изданий. Библиотека обслуживает 598 читателей. Здесь проходят разнообразные культурно-просветительские мероприятия для детей, молодежи, взрослого населения. Это место, где читатели могут найти множество интересных книг, журналов и газет. Основные направления работы: продвижение чтения, книги, услуг библиотеки, гражданско-патриотическое воспитание детей и молодежи, экологическое просвещение населения.",2021-04-15T06:22:18Z,2023-02-01T13:10:00Z,09:00:00,17:00:00,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,13:00:00,09:00:00,13:00:00
Библиотека-филиал № 3 г. Зеленодольска,"Респ Татарстан,р-н Зеленодольский,г Зеленодольск,ул Заикина,д 16",48.525447,55.850772,"1947 год. Первая послевоенная пятилетка. В городе открылась библиотека соцпоселка. Позднее она стала носить имя Л. Н. Толстого. В 1949 г. переехала в просторную деревянную избу с печным отоплением на ул. Лермонтова. В 1948 году заведующей стала А. Г. Полякова. При Р. Н. Ильяковой прошло два переезда: осенью 1975 года – во временное помещение на ул. К. Маркса, в 1977 году – в новое цокольное помещение на ул. Заикина, где библиотека находится до сих пор. С ноября 2005 года заведующая – И. В. Ершова.Книжный фонд – 23 999 экземпляров. Книговыдача – 56 262. Библиотека получает 16 газет и 42 журнала.Количество читателей – 2 328 человек. Посещений – 20 569. Имеется доступ в интернет. Среди читателей – студенты, школьники, рабочие и служащие, пенсионеры. Библиотека привлекает новых читателей, ведет популяризацию литературы по различным направлениям, осуществляет информационно-библиографическую деятельность, организует досуг населения. На базе учреждения работает клуб «Наше наследие». Приоритетное направление деятельности клуба – патриотическое воспитание. Меняются времена, но неизменными остаются традиции в сочетании с инновационными формами: литературные и музыкальные вечера, вернисажи, конкурсы, викторины, беседы и обзоры книжных новинок.",2021-03-26T11:59:29Z,2023-02-21T14:24:47Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,,
"Качелинская сельская библиотека, филиал № 16","Респ Татарстан,р-н Арский,с Качелино,ул Центральная,д 200",49.808115,56.060157,"В 1930 году в деревне Качелино в период раскулачивания из одной комнаты дома муллы сделали учебное заведение, которое выполняло роль клуба и библиотеки. В 1939 году оно преобразовалось в библиотеку. В нем установили книжные шкафы, фонд начал пополняться новыми изданиями. С 1955 года здесь начала работать Миндиярова Ф., которая высоко подняла статус учреждения. В 1996 году библиотека была перенесена в новое здание. С 1987 по 2020 год должность библиотекаря занимала Бариева Д. И. С 2020 года в библиотеке работает Закирова А. Ф. Для читателей регулярно проводятся мероприятия, обзоры новых книг, читательские конференции. Библиотека оказывает не только информационные, но и образовательные, культурные и досуговые услуги, а также старается разнообразить традиционное обслуживание за счет театрализованных представлений, даря читателям веселые праздники. Основные показатели: фонд – 8 017 экземпляров книг;число пользователей – 858 человек.",2021-05-25T21:49:31Z,2023-02-22T10:54:03Z,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,18:00:00,09:00:00,15:00:00,10:00:00,12:00:00,19:00:00,21:00:00,,
Сарлинская сельская библиотека,"Респ Татарстан,р-н Азнакаевский,с Сарлы,ул Центральная,зд 68А",53.4638859764832,54.9580302199555,"В 1919 году в селе построили волостной дом и сельский клуб. Сарлинская сельская библиотека была одной из передовых. Сюда приезжал писатель Гумар Баширов, который написал статью «Сөендек матур яши». В 2013 году в селе было построено здание нового клуба, где для библиотеки выделили комнатц с отдельным входом. С 2015 года здесь работает Гульгена Хикматуллина. На сегодняшний день библиотека обслуживает 272 читателей. К их услугам книжный фонд из 5 933 экземпляров книг, 17 газет и журналов. Уделяется большое внимание организации досуга детей, молодежи и подростков, профилактике правонарушений, воспитанию нравственных и патриотических чувств, возрождению обычаев и традиций. Ежегодно проводятся более 50 мероприятий: встречи с знаменитыми односельчанами «Халкыбызның кадерле шәхесләре» и «Күңел кошының биек очышы», мероприятия для молодежи «Молодежь и закон: как защитить свои права» и «Я – гражданин Татарстана». Активно работает кружок «Лаборатория юного эколога».",2021-04-20T17:11:50Z,2023-09-04T10:51:30Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Ильбухтинская сельская библиотека,"Респ Татарстан,р-н Тукаевский,с Ильбухтино,Второй переулок Новый дом2",52.572132167984,55.7857890060027,"Библиотека – это центр организации досуговой деятельности. Здесь создаются условия для интеллектуального, духовного, творческого общения. Ильбухтинская сельская библиотека образовалась в 1910 г.Фонд – около восьми тысяч экземпляров (большинство книг на русском языке. Работает клуб «Гармония», где каждый желающий может проводить свое время с пользой для здоровья и для души. Детские клубы «Непоседа», Мастерица"". Пытаемся привлечь к себе внимание читателей детского возраста, поделиться своим творчеством со всеми желающими. Заведующий Ильбухтинской сельской библиотеки – Морозова Татьяна Николаевна.",2016-07-18T12:43:23Z,2023-03-20T12:56:41Z,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,,,,
Карашай-Сакловская сельская библиотека,"Респ Татарстан,р-н Сармановский,с Карашай-Саклово,ул Ленина,д 100",52.825529,55.468198,"Библиотека основана 1954 году. В фонде 10463 книг. Библиотека распахивает двери для своих добрых читателей. Читатели различных возрастов, профессий, интересов. Из поколения в поколения приходят они сюда, чтобы окунуться в разнообразный книжный мир и выбрать понравившуюся книгу для души или творчества. Сельская библиотека сегодня – единственное учреждение на селе, предоставляющее бесплатное пользование книгой, обеспечивающая конституционное право каждого человека на свободный доступ к информации, знаниям, приобщению к культурным ценностям. В библиотеке проводятся мероприятии, обзоры книжных выставок.",2022-02-02T17:41:53Z,2023-03-01T15:33:20Z,13:00:00,16:00:00,09:00:00,12:00:00,13:00:00,16:00:00,09:00:00,12:00:00,13:00:00,16:00:00,09:00:00,12:00:00,,
Чувашско-Шапкинская сельская библиотека,"Респ Татарстан,р-н Алькеевский,с Чувашское Шапкино,ул Центральная,влд 29",49.799752,54.819617,"В 1947 году открылась изба-читальня, затем в 1956 году она преобразовалась в Татарско-Шапкинскую сельскую библиотеку, в 1971 году библиотека переехала в с. Чувашское Шапкино и стала Чувашско-Шапкинской сельской библиотекой, в 1981 году вошла в состав Алькеевской централизованной библиотечной системы как филиал № 34.Сельская библиотека размещена в здании сельского Дома культуры, занимает площадь 48 кв. м, имеет фонд 7 588 экземпляров книг, обслуживает 240 читателей. Она является, прежде всего, центром чтения, информации, общения, местом проведения досуга взрослых и детей. Основные направления работы – формирование устойчивого интереса к книге, к истории родного края и народному творчеству. Для привлечения новых читателей проходят экскурсии для дошкольников, громкие чтения в детском саду. С первого класса дети уже знают, где находится библиотека и какие там можно прочитать книги. С учителями школы проходят совместные мероприятия, библиотекарь обеспечивает их дополнительным материалом в помощь учебному процессу. Библиотека участвует в общественно-политических мероприятиях села, проводит предвыборную агитацию – разъясняет населению порядок и сроки голосования, знакомит с предвыборными платформами кандидатов и т. д. Сотрудники обслуживают пенсионеров на дому, попутно проводя информирование о политической и общественной жизни района, села, новых указах и постановлениях, касающихся пенсионных выплат и материальной поддержки населения.",2022-05-23T08:36:58Z,2023-01-30T14:15:50Z,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,,
