creators,title,description,geoContext,minDate,maxDate,latitude,longitude
"Jr., F.H. Stanley, R.C. Knapp",Obulcula,"An ancient place, cited: BAtlas 26 E4 Obulcula",La Monclova (Fuentes de Andalucía),-330,640,37.462227,-5.348392
J.J. Wilkes,Stropsko,"An ancient place, cited: BAtlas 49 D1 Stropsko","Stropsko, YUG",-30,640,42.521558,21.907413
"C. Haselgrove, J. Kunow",Litanobriga?,"An ancient place, cited: BAtlas 11 C3 Litanobriga?",Thiverny/La Haute Pommeraie/St-Maximin,-30,2100,49.248168,2.430474
E.W.B. Fentress,*Astora?,"An ancient place, cited: BAtlas 31 F3 *Astora?",Stora,-330,640,36.9038465,6.878282
R.B. Hitchner,Henchir-Sidi-Marchett,"An ancient place, cited: BAtlas 33 D1 Henchir-Sidi-Marchett",Henchir-Sidi-Marchett,-30,640,35.93949,9.47168
"C. Foss, G. Reger",Astypalaia/Isthmos,"An ancient settlement on the island of Kos, in the vicinity of Kamares bay and Kefalos.",on Kos GRE,-750,640,36.7469926667,26.9587706667
J.J. Wilkes,Keletron,"An ancient place, cited: BAtlas 49 D3 Keletron",Kastoria GRE,-330,640,40.521673,21.262541
"R.C. Knapp, F.H. Stanley, Jr.",Lobón,"An ancient place, cited: BAtlas 26 D3 Lobón",Lobón,-30,640,38.847252,-6.625583
"L.F. Pitts, A. Bursche",Mikulčice,"An ancient place, cited: BAtlas 13 C4 Mikulčice","Mikulčice, CZE",-30,640,48.80581,17.085383
R.B. Hitchner,Sidi-el-Hemissi,"An ancient place, cited: BAtlas 32 C4 Sidi-el-Hemissi",Sidi-el-Hemissi,-30,640,36.496635,8.781601
C. Foss,Gomon?,"An ancient place, cited: BAtlas 53 B2 Gomon?",Anadolu fener,300,640,41.216794,29.153392
A. Bernand,Tamiathis,"An ancient place, cited: BAtlas 74 F2 Tamiathis",Damiette,300,2100,31.417068,31.812588
R. Müller Wollermann,Terbe,"An ancient place, cited: BAtlas 75 D4 Terbe",Kom Tirfa,300,640,28.386471,30.629406
R.B. Hitchner,Thigibba Bure,"An ancient place, cited: BAtlas 32 D4 Thigibba Bure",Djebba,-330,640,36.475683,9.081467
J.H.F. Bloemers,Feddersen Wierde,"An ancient place, cited: BAtlas 10 E3 Feddersen Wierde","Feddersen Wierde, GER",-30,640,53.665868,8.54315
R.J.A. Wilson,Soluntum,"An ancient settlement on the north-west coast of Sicily, some 16 km east of modern Palermo.",Solunto,-750,2100,38.092439,13.5313041
"J. Kunow, C. Haselgrove",Geminiacum?,"An ancient place, cited: BAtlas 11 E2 Geminiacum?",Liberchies BGM,-30,2100,50.51379,4.432159
W.V. Harris,Ortona,An ancient site in Italy that most likely originates with the Frentani.,Ortona,-330,640,42.356904,14.405203
"M. Roaf, St J. Simpson",Tulul Rughath,"An ancient place, cited: BAtlas 91 F4 Tulul Rughath",Tulul Rughath,-30,640,33.348919,44.90834
"I.E.M. Edlund Berry, A.M. Small",Uzentum/Ouxenton,Uzentum/Ouxenton (Ugento) was an ancient city in the territory of the Salentini with both Messapic and Roman phases.,Ugento,-750,2099,39.926319,18.157428
"J.P. Brown, E.M. Meyers",Gaba Philippi,"An ancient place, cited: BAtlas 69 B4 Gaba Philippi",Tel Shosh/Tell Abu Shusha ISR,-30,640,32.61367,35.144592
S.T. Parker,Areopolis,"An ancient place, cited: BAtlas 71 B3 Areopolis",er-Rabba,-330,640,31.272021,35.736
David Braund,Mingechaur,"An ancient place, cited: BAtlas 88 F4 Mingechaur","Mingechaur, AZE",-550,640,40.74927,47.039541
E.N. Borza,Ag. Athanasios,"An ancient place, cited: BAtlas 51 C2 Ag. Athanasios",Ag. Athanasios,-30,640,41.08161,24.24294
C. Foss,Bithynion/Claudiopolis/Hadriana,"An ancient settlement in Bithynia, modern Bolu in Turkey.",Bolu,-1750,2000,40.7561925,31.5858565
S. Mitchell,Basilika Therma,"An ancient place, cited: BAtlas 63 G2 Basilika Therma",Terzili Hamam,300,640,39.499305,35.2411795
C. Foss,Rhoe,"An ancient place, cited: BAtlas 52 G2 Rhoe",Kefken,-30,640,41.168505,30.227622
S. Mitchell,Ariaramneia/[Rodandos],"An ancient place, cited: BAtlas 66 G1 Ariaramneia/[Rodandos]","Çamlıca, formerly Faraşa",-330,640,37.909324225,35.482917575
"M. Roaf, E.J. Keall",Nisa(ia)/Parthaunisa/Mithradatkert/Shahr-ram-Peroz,"An ancient Parthian fortress containing two settlement mounds, the tells of Old and New Nisa.",near Baghir TKM,-330,640,37.937804,58.388934
David Braund,Rayevskoye Gorodishche,"An ancient place, cited: BAtlas 84 C4 Rayevskoye Gorodishche","Rayevskoye Gorodishche, near Anapa",-330,640,44.838409,37.548419
P.O. Spann,Vergilia,"An ancient place, cited: BAtlas 27 B4 Vergilia",Albuniel de Cambil,-30,640,37.626929,-3.538666
R.B. Hitchner,Furnos Maius,"An ancient place, cited: BAtlas 32 E4 Furnos Maius",Ain-Fourna,-330,640,36.136476,9.582593
A. Bernand,Letopolis,Letopolis was an ancient Egyptian city. It served as the capital of the second nome of Lower Egypt.,Ausim,-750,640,30.1223455,31.1339825
T. Drew Bear,Kidyessos,"An ancient place, cited: BAtlas 62 D4 Kidyessos",Çayhisar,-30,640,38.74297,30.1908445
B. Isaac,Moza/Ammaous/Kolonia,"An ancient place, cited: BAtlas 70 G2 Moza/Ammaous/Kolonia",Qaluniya,-330,640,31.79224,35.167596
H. Bender,München-Denning,"An ancient place, cited: BAtlas 12 E4 München-Denning",München-Denning,-30,640,48.1510475,11.642566
S. Mitchell,Eski Saray,"An ancient place, cited: BAtlas 66 A2 Eski Saray",Eski Saray,-30,640,37.295085,32.105493
T. Drew Bear,Motella/Metelloupolis,"An ancient place, cited: BAtlas 62 B5 Motella/Metelloupolis","Yeşilova, formerly Medele",-30,640,38.251121500000004,29.307254
D. Rupp,Tamassos,"An ancient place, cited: BAtlas 72 C2 Tamassos",SE Politiko,-750,1453,35.0296281786,33.2444267995
"J. Fossey, J. Morin",Armenion,"An ancient place, cited: BAtlas 55 D2 Armenion",Petra,-750,640,39.483449,22.639119
D.J. Mattingly,Mgarnes,"An ancient place, cited: BAtlas 38 C1 Mgarnes","Mgarnes, Mghernes/Ngarnes",-550,640,32.822129,21.999266
gmckee,Tel Erani,"One of the largest Early Bronze Age mounds in the southern Levant, located approximately 20 km east of Ashkelon. The site shows signs of habitation as early as the Chalcolithic Era, with a significant remains from the Bronze Age and additional remains from the Iron Age, Persian, Hellenistic, and Islamic periods.",NA,-10000,2100,31.6112331026,34.7853380292
R. Müller Wollermann,Taampemou,"An ancient place, cited: BAtlas 75 D3 Taampemou",Tanbu,-30,2100,28.500926,30.772361
S.T. Parker,Madaba,Madaba has a long settlement history. During the Roman period the city was part of the Trajanic province of Arabia.,Madaba,-330,640,31.717693,35.794078
C. Foss,Burtudizon,"An ancient place, cited: BAtlas 52 A2 Burtudizon",18 miles W Bergule,-30,640,41.427933,27.092423
R. Müller Wollermann,Ophis?,"An ancient place, cited: BAtlas 75 D3 Ophis?",Aba el-Waqf,-30,640,28.5854,30.770392
"C. Haselgrove, J. Kunow",Marcomagus?,"Marcomagus was a road station along the Roman road from Augusta Treverorum to Colonia Agrippinensis, the modern Nettersheim-Marmagen.",Nettersheim-Marmagen GER,-30,640,50.4772858,6.6220457
"Jr., F.H. Stanley, R.C. Knapp",Burdoga,"An ancient place, cited: BAtlas 26 E5 Burdoga",Barja (Arcos de la Frontera)?,300,640,36.750825,-5.812472
G.D. Woolf,Lenzburg,"An ancient place, cited: BAtlas 18 F2 Lenzburg","Lenzburg, SWI",-30,2100,47.3912525,8.185288
"I.E.M. Edlund Berry, A.M. Small",Aeclanum,An ancient settlement in Samnium that came to be associated with the Hirpini.,Mirabella Eclano,-330,2100,41.050302554699996,15.0050311632
"J.P. Brown, E.M. Meyers",Tafha,"An ancient place, cited: BAtlas 69 E4 Tafha","Tafha, SYR",300,640,32.841596,36.617339
N. Purcell,Nola,The city of Nola (Nuvlana) is considered one of the oldest in Campania. Under Augustus the settlement became a Roman colony; it was the spot where Augustus died in A.D. 14.,Nola,-750,640,40.926823,14.524545
M. Drew Bear,Selino/Silili,"An ancient place, cited: BAtlas 77 F3 Selino/Silili",Nazlet el-Haridi?,-30,640,26.779471,31.555114
"J. Fossey, J. Morin",Histiaia/Hestiaia,"An ancient place, cited: BAtlas 55 E3 Histiaia/Hestiaia",Kastro/Oreoi,-750,2100,38.946604,23.090527
T. Drew Bear,*Seilinda,"An ancient place, cited: BAtlas 62 G5 *Seilinda","Uncular, formerly Silint",-30,640,38.20584,31.598807
"J. Bennet, G. Reger",Lyktos,"An ancient settlement on Crete, located just east of modern Xydas/Xidas, with which it is sometimes conflated. The city is mentioned in Homer and seems to have flourished in Hellenistic and Roman times, at least.",Xidas,-750,640,35.2081,25.3682
"M. Roaf, St J. Simpson",Tell Isheiri/Nahrawan?,"An ancient place, cited: BAtlas 91 F4 Tell Isheiri/Nahrawan?",Tell Isheiri,-30,640,33.431926,44.583522
"T. Sinclair, David Braund",Zaliches/Leontopolis,"An ancient place, cited: BAtlas 87 A3 Zaliches/Leontopolis","Alaçam, formerly Konga",-30,640,41.615325,35.593059
"M. Roaf, St J. Simpson",Tell Bismaya,"An ancient place, cited: BAtlas 91 F4 Tell Bismaya",Tell Bismaya,-30,640,33.235821,44.604694
C. Foss,Limnai,"An ancient place, cited: BAtlas 52 F3 Limnai",near Hersek,300,640,40.721716,29.502079
"I.E.M. Edlund Berry, A.M. Small",Herdoniae/Ardaneae/Civitas Serdonis,"Herdonia was an ancient city of Apulia located along the via Minucia. The city was the site of two major engagements of the Second Punic War (212 and 210 B.C., respectively), both of which were Carthaginian victories. The city's extensive remains have been investigated by the Belgian Institute since the Second World War.",Ordona,-750,2100,41.3104411958,15.6223949934
R.B. Hitchner,Thabbora,"An ancient place, cited: BAtlas 32 D4 Thabbora",Henchir-Tambra,-330,640,36.384209,9.434433
R.B. Hitchner,Uluzibbira,"An ancient place, cited: BAtlas 33 F1 Uluzibbira",Henchir-Zembra,-330,640,35.958576,10.441026
R.B. Hitchner,Uccula,"An ancient place, cited: BAtlas 32 E3 Uccula",Henchir-Douirat,-330,640,36.767496,9.524142
"Jr., F.H. Stanley, R.C. Knapp",Murtinhal,"An ancient place, cited: BAtlas 26 B4 Murtinhal","Murtinhal, POR",-550,640,37.007605,-8.945583
A.S. Esmonde Cleary,Great Casterton,"An ancient place, cited: BAtlas 8 G2 Great Casterton",Great Casterton,-30,640,52.670423,-0.522675
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Iouliopolis?,"An ancient place, cited: BAtlas 89 B3 Iouliopolis?",ruins near Taraksu,-30,640,38.048722,39.11209
T.W. Potter,Souama de Mecherasfa,"An ancient place, cited: BAtlas 29 F1 Souama de Mecherasfa",Souama de Mecherasfa,-30,640,35.383912,0.986222
"M. Roaf, St J. Simpson",Khiut Rabbua,"An ancient place, cited: BAtlas 91 F4 Khiut Rabbua",Khiut Rabbua,-30,640,33.373403,44.522818
"J.P. Brown, E.M. Meyers",Dabbura,"An ancient place, cited: BAtlas 69 C3 Dabbura","Dabbura, SYR",300,640,33.048985,35.66516
C. Foss,Kyptasia,"An ancient place, cited: BAtlas 86 F2 Kyptasia",near Eren Boğazı,-30,640,41.92842,35.068707
S.E. Kroll,Dashkasen,"An ancient place, cited: BAtlas 90 B2 Dashkasen",Dashkasen,300,640,38.535444,46.517617
A.S. Esmonde Cleary,Brampton,"An ancient place, cited: BAtlas 8 I2 Brampton",Brampton,-30,640,52.772982,1.289927
W.V. Harris,Tarchna/Tarquinii,"An ancient city of Etruria and the leading city of the doudecim populi Etruriae, Tarquinia (called Tarch(u)na or Tarchna in Etruscan) was a major urban center of ancient Italy.",near Tarquinia,-750,2100,42.2545322,11.7581734667
E.W. Haley,Bergidum Flavium,"An ancient place, cited: BAtlas 24 E2 Bergidum Flavium",Cacabelos,-30,640,42.599819,-6.725657
R.B. Hitchner,Henchir-Teffaha,"An ancient place, cited: BAtlas 32 E3 Henchir-Teffaha",Henchir-Teffaha,-30,640,36.710026,9.591841
"F.T. Hiebert, P.L. Kohl",Uljatu,"An ancient place, cited: BAtlas 99 B3 Uljatu","Uljatu, AFG",-30,640,36.752605,67.655181
J.J. Wilkes,Zlot,"An ancient place, cited: BAtlas 21 D5 Zlot","Zlot, YUG",-30,640,44.013358,21.984905
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Tell al-Baye'a,"An ancient place, cited: BAtlas 89 F4 Tell al-Baye'a","Tell al-Baye'a, IRQ",300,640,36.191029,43.066222
W.V. Harris,Sestinum,"An ancient place, cited: BAtlas 42 C1 Sestinum",Sestino,-330,2100,43.710612,12.298883
S. Mitchell,Ekdaumaua/Egdava,"An ancient place, cited: BAtlas 63 B3 Ekdaumaua/Egdava",Çeşmelisebil,-30,640,38.614766,32.5613805
"M. Roaf, St J. Simpson",Misiche/Peroz-Shapur/Anbar/Pumbedita/Pallughtha,"An ancient place, cited: BAtlas 91 E4 Misiche/Peroz-Shapur/Anbar/Pumbedita/Pallughtha",NW Falluja,-30,640,33.378611,43.715833
R. Müller Wollermann,Senekeleu,"An ancient place, cited: BAtlas 75 D3 Senekeleu",Saqula,-30,2100,28.575245,30.68444
A. Bernand,Pachnamounis,"An ancient place, cited: BAtlas 74 E2 Pachnamounis",Kom el-Khanziri,-30,640,31.358242,30.92746
J.J. Wilkes,Lece,"An ancient place, cited: BAtlas 21 D7 Lece","Lece, YUG",-30,640,42.905284,21.578549
R.B. Hitchner,Thunusuda,"An ancient place, cited: BAtlas 32 C4 Thunusuda",Sidi-Meskine,-30,640,36.451828,8.6659
S.E. Kroll,Sigan,"An ancient place, cited: BAtlas 90 B1 Sigan",Barrington Atlas grid 90 B1,300,640,39.520833,46.032221
R.J.A. Wilson,Giarranauti,"An ancient place, cited: BAtlas 47 F4 Giarranauti","Giarranauti, agricultural village",300,640,37.131091,15.01171
B. Isaac,Selebi,"An ancient place, cited: BAtlas 70 F2 Selebi",Sha'albim/Selbit,-30,640,31.879464,34.989995
"M. Roaf, St J. Simpson",U671,"An ancient place, cited: BAtlas 91 G5 U671",U671,-330,640,32.336299,45.159836
H. Bender,Bilitio,"Bilitio (modern Bellinzona, Switzerland) is an ancient settlement in proximity to both the Po and Ticino rivers. A Roman settlement was established there during the Augustan period.",Bellinzona SWI,-30,640,46.193329,9.018035
N. Purcell,Vicus *Novaniensis/Ad Novas,"An ancient place, cited: BAtlas 44 F3 Vicus *Novaniensis/Ad Novas","S. Maria a Vico, near Arienzo",-30,640,41.028493,14.465967
E.W.B. Fentress,Calama,"An ancient place, cited: BAtlas 31 G4 Calama",Guelma,-330,640,36.4643305,7.427677
R.B. Hitchner,Sidi Naoui,"An ancient place, cited: BAtlas 32 E4 Sidi Naoui",Sidi Naoui,-30,640,36.249239,9.786979
J.J. Wilkes,Luka,"An ancient place, cited: BAtlas 21 E5 Luka","Luka, copper mining settlement, fort YUG",-30,640,44.1434,22.214087
"I.E.M. Edlund Berry, A.M. Small",Hyria/Uria,"An ancient place, cited: BAtlas 45 C1 Hyria/Uria",in Piano di Carpino,-330,640,41.882097,15.830385
"T. Sinclair, P.-L. Gatier",Samosata,"An ancient city located on the West bank of the Euphrates river, established perhaps as early as the Hittite period. Its ruins, known in modern times as Samsat (Turkey), were submerged following the construction of the Atatürk Dam in the early 1990s. The modern village of Samsat was relocated and is not coincident with the ancient site.",Samsat,-9000,2000,37.525756,38.530357
"H.S. Sivan, R.W. Mathisen",*Nogeomagus,"An ancient place, cited: BAtlas 14 H2 *Nogeomagus",Flavigny,-30,640,46.965913,2.799842
R. Müller Wollermann,Spania,"An ancient place, cited: BAtlas 75 D3 Spania",Safaniya,300,2100,28.73639,30.800997
R.B. Hitchner,Aptuc(c)a,"An ancient place, cited: BAtlas 32 C4 Aptuc(c)a",Henchir-Oudeka or Henchir-Semmech,-330,640,36.409344,8.940301
"M. Šašel Kos, P. Kos",Noreia,"An ancient place, cited: BAtlas 20 B2 Noreia",Neumarkt-Einöd AUS,-30,640,47.013808,14.526732
"E.M. Meyers, J.P. Brown",Dor(a),"A coastal settlement of Phoenicia, now Tel Dor to the south of Haifa.",Burj et Tantura ISR,-750,2099,32.6169704024,34.9165259986
D.J. Mattingly,Goddua,"An ancient place, cited: BAtlas 36 D5 Goddua",Goddua,-30,640,26.498927,14.346274
"J.P. Brown, P.-L. Gatier",Deleda,"An ancient place, cited: BAtlas 68 C5 Deleda",Hasya?,300,640,34.41789335,36.76392435
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Antequia,"An ancient place, cited: BAtlas 25 B3 Antequia",Pancorbo?,-30,640,42.635243,-3.110597
"E.M. Meyers, J.P. Brown",Porphyreon Polis,"An ancient place, cited: BAtlas 69 B2 Porphyreon Polis",Khan Nebi Yunas LEB,-330,2100,33.663081,35.428727
"T. Sinclair, P.-L. Gatier",T(h)arsa,"An ancient place, cited: BAtlas 67 G1 T(h)arsa","Kuyulu, formerly Turuş",-30,640,37.506344,38.226396
B. Isaac,Ramathaim/Arimathaia,"An ancient place, cited: BAtlas 70 G1 Ramathaim/Arimathaia",Rentis WBK,-330,640,32.040597,35.021578
D.J. Mattingly,Bir Baghira,"An ancient place, cited: BAtlas 36 B6 Bir Baghira",Bir Baghira,-30,640,25.922553,12.900578
R.B. Hitchner,Bennafa,"An ancient place, cited: BAtlas 33 F4 Bennafa",La Skhira,-30,640,34.301014,10.066684
"J. Kunow, C. Haselgrove",Givry,"An ancient place, cited: BAtlas 11 E2 Givry","Givry, BGM",-30,2100,50.379106,4.028436
"R.W. Mathisen, H.S. Sivan",Boii,"An ancient place, cited: BAtlas 14 E4 Boii","Lamothe, Cm. Biganos",-30,640,44.627926,-0.971141
H. Bender,Sedlec,"An ancient place, cited: BAtlas 12 H3 Sedlec","Sedlec, CZE",-30,640,49.072597,14.286546
J.J. Wilkes,Ložnica,"An ancient place, cited: BAtlas 21 B5 Ložnica","Ložnica, settlement and mine YUG",-30,640,44.526357,19.232839
H. Bender,Lochenstein,"An ancient place, cited: BAtlas 12 B4 Lochenstein",Lochenstein,-330,640,48.220578,8.848347
"R.W. Mathisen, H.S. Sivan",Canaviacum,"An ancient place, cited: BAtlas 14 G3 Canaviacum","Chènevières, Cm. Pageas",300,640,45.69569,1.036615
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Ilurcis/Grac(ch)urris,"An ancient place, cited: BAtlas 25 D3 Ilurcis/Grac(ch)urris",Eras de San Martín (Alfaro),-550,640,42.178586,-1.749327
C. Foss,Ammoi,"An ancient place, cited: BAtlas 53 A3 Ammoi",E Bakırköy,300,640,40.980169,28.884702
"M. Roaf, St J. Simpson",Tell al-Mas'ud,"An ancient place, cited: BAtlas 91 F4 Tell al-Mas'ud",Tell al-Mas'ud,-30,640,33.717241,44.332001
A. Bernand,Naucratis,"Naucratis was a city of the Nile river delta, located on the Canopic branch. Capital of Ptolemaic Egypt, Naucratis was the site of permanent Greek habitation from the sixth century BC onward.",Kom Gaief,-750,2100,30.900508,30.5919275
"A. Bursche, R. Warner",Hohendorf,"An ancient place, cited: BAtlas 2 F3 Hohendorf","Hohendorf, GER",300,640,54.02678,13.731282
"C. Foss, S. Mitchell, G. Reger",Okcular,"An ancient place, cited: BAtlas 56 D3 Okcular","Okcular, fortified settlement with church, NW Perperene; Theodosiopolis?",300,640,39.27814,26.968352
D. Rupp,Teratsia/Akhini,"An ancient place, cited: BAtlas 72 B3 Teratsia/Akhini","Akhini, Kouklia",-750,640,34.686781,32.583355
"R.W. Mathisen, H.S. Sivan",Le Moulin des Vignes,"An ancient place, cited: BAtlas 14 D2 Le Moulin des Vignes","Le Moulin des Vignes, Cm. Apremont",-30,640,46.749876,-1.738523
T. Drew Bear,*Aliana,"An ancient place, cited: BAtlas 62 B3 *Aliana",Kırgıl,-30,640,39.275792,29.28327
"J. Bennet, G. Reger",Vasiliki,A settlement in east Crete in use from the Early Minoan period to the Late Minoan period and again in Roman times.,Vasiliki,-2000,640,35.0822488,25.8114283
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Darucinte/Tareina?/Horonon?,"An ancient place, cited: BAtlas 89 C1 Darucinte/Tareina?/Horonon?",Karakulak,-30,640,39.947208,40.047249
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Tell Jikan,"An ancient place, cited: BAtlas 89 E4 Tell Jikan","Tell Jikan, IRQ",-330,640,36.658672,42.882375
W.V. Harris,Superaequum,One of three towns of the Paeligni which possessed municipal rights.,near Castelvecchio Subequo,-750,640,42.130585,13.73065
A.S. Esmonde Cleary,Verulamium,"A Roman settlement located southwest of modern St Albans, Hertfordshire, England.",St. Albans,-30,640,51.7520276421,-0.358468171293
"J.P. Brown, E.M. Meyers",Chasp(h)o,"An ancient place, cited: BAtlas 69 C4 Chasp(h)o",Khisfin SYR,-330,640,32.864811,35.8441
"J.P. Brown, E.M. Meyers",Namara,"An ancient place, cited: BAtlas 69 D3 Namara",Nimra (Hauran) SYR,-30,640,33.023251,36.025648
J.J. Wilkes,Niševac,"An ancient place, cited: BAtlas 21 E6 Niševac","Niševac, YUG",-30,640,43.454541,22.109345
A.G. Poulter,Aulaiouteichos/Agathopolis,"An ancient place, cited: BAtlas 22 E6 Aulaiouteichos/Agathopolis",Achtapol BUL,-550,640,42.0994,27.939514
T.W. Potter,Tigisi,"An ancient place, cited: BAtlas 30 G3 Tigisi",Taourga,-30,640,36.793307,3.947273
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",Tulul al-Ajjaz,"An ancient place, cited: BAtlas 93 B2 Tulul al-Ajjaz","Tulul al-Ajjaz, IRQ",-30,640,31.589977,45.318178
"J. Kunow, C. Haselgrove",Namur,Namur was a Gallo-Roman settlement (vicus) of the civitas Tungrorum.,"Namur, BGM",-330,2100,50.46149685,4.8604054
"L. Quilici, S. Quilici Gigli",Trebula Suffenas,An ancient Sabine city.,near Passo della Fortuna,-330,640,41.954771,12.937958
"C. Haselgrove, J. Kunow",Château-Thierry,"An ancient place, cited: BAtlas 11 D3 Château-Thierry",Château-Thierry,-30,640,49.046839,3.398489
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Caesada?,"An ancient place, cited: BAtlas 25 B5 Caesada?",Espinosa de Henares,-30,640,40.90396,-3.073496
"C. Foss, S. Mitchell",Trapezopolis,"An ancient place, cited: BAtlas 65 A2 Trapezopolis",Boli,-30,640,37.8544403,28.9291176
"E.M. Meyers, J.P. Brown",Khirbet Basaliyye,"An ancient place, cited: BAtlas 69 B5 Khirbet Basaliyye","Khirbet Basaliyye, WBK",300,640,32.193776,35.455826
N. Purcell,Casilinum,"A settlement located in the border region between the ager Falernus and the ager Campanus, north of Capua.",Capua,-330,640,41.1034594,14.2170763
T.B. Mitford,Ablastha,"An ancient place, cited: BAtlas 64 E4 Ablastha",Elbistan,-30,640,38.201601,37.190334
E.N. Borza,Kosturino,"An ancient place, cited: BAtlas 50 C2 Kosturino","Kosturino, MAC",-30,640,41.391773,22.632472
D.J. Mattingly,Henchir Bourgou,"An ancient place, cited: BAtlas 35 C1 Henchir Bourgou","Henchir Bourgou, TUN",-550,640,33.815256,10.958747
E. Bertrand,Darantasia,"An ancient place, cited: BAtlas 17 H3 Darantasia",Moûtiers-en-Tarentaise,-30,640,45.484001,6.532142
"H.S. Sivan, R.W. Mathisen",Mansle,"An ancient place, cited: BAtlas 14 F3 Mansle",Mansle,-30,640,45.867886882,0.176127267151
H. Bender,Anaunion,"An ancient place, cited: BAtlas 19 D3 Anaunion",Nanno ITL,-30,640,46.315249,11.04805
"R.W. Mathisen, H.S. Sivan",[Vetraria],"An ancient place, cited: BAtlas 14 D1 [Vetraria]","St-Même-le-Tenu, Canton de Machecoul?",300,640,47.020845,-1.794172
S. Mitchell,Gölören,"An ancient place, cited: BAtlas 66 D1 Gölören","Gölören, possible site of Hyde",300,640,37.830151,33.871471
E.N. Borza,Mečkuevi,"An ancient place, cited: BAtlas 50 B1 Mečkuevi","Mečkuevi, fortified settlement MAC",-30,640,41.934317,22.049848
P.O. Spann,*Tutugi,"An ancient place, cited: BAtlas 27 C4 *Tutugi","Galera, 22 miles NE Baza",-750,640,37.742896,-2.551194
G. Wagner,*Tabennese,"An ancient place, cited: BAtlas 79 D4 *Tabennese",Tafnis,300,640,24.70614,30.622701
T.W. Potter,Sidi-Haddouch,"An ancient place, cited: BAtlas 30 D3 Sidi-Haddouch",Sidi-Haddouch,-30,640,36.526293,2.137201
"J.P. Brown, P.-L. Gatier",Botrys,"An ancient place, cited: BAtlas 68 A5 Botrys",Batrun LEB,-330,640,34.253561,35.659726
"J.P. Brown, P.-L. Gatier",Nazala,"An ancient place, cited: BAtlas 68 D5 Nazala",Qaryateyn,-30,640,34.246269,37.250642
"J. Fossey, J. Morin",Halos,"An ancient city of Thessaly. Modern Alos, Greece.",Alos,-900,640,39.1551821677,22.8343655642
