title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
Бисай Пэйхо Улун Ча,ulun,100,2800,"Выдержанный улун «Конкурсный», в процессе хранения был прогрет на углях. В сухом виде: небольшие темно-коричневые комочки скрученных чайных побегов. Аромат сдержанный, фруктово-пряный. Настой прозрачный, охристо-желтого оттенка. Букет готового чая зрелый, многогранный, пряно-древесный, с цветочными, фруктовыми, кофейными и бисквитными нотками. Аромат теплый, сложный, пряно-древесный. Вкус плотный, шелковистый, сладковатый, немного пряный, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 30 секунд, после чего, начиная с экспозиции в 10 секунд и доведя время заваривания до 2 минут, можно заварить 9 раз. Воздействие согревающее, мягкое тонизирующее.",10,6,80,,,60,,60,,,80,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,
"Лао Маоцзянь, 2005",green,84,2160,"Выдержанный зеленый чай из провинции Хунань. Урожй 2005 года, В сухом виде: небольшие, изогнутые, бурые, пушистые почки. Аромат сдержанный, пряно-травянистый с ноткой сена. Настой прозрачный, виноградно-желтый с легким розовым оттенком. Букет готового чая выдержанный, травянистый с фруктовыми и ореховыми нотками. Аромат тонкий, травянистый. Вкус тонкий, шелковистый, с легкой терпкостью виноградной кожицы, нюансами специй и сочным, освежающим послевкусием. Заваривать горячей водой (75-85°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Воздействие освежающее, легкое тонизирующее.",5,4,,,,,40,80,,,,,40,,,,,40,,,,,,,,,,,,,,,,,,,,,,
"Таиландский белый чай из Майтанга, старые ассамские деревья, Tea Forest Project, февраль 2023",white,96,7900,"В сухом виде: большие, серебристо-бурые, изогнутые почки с тонкими черенками. Аромат интенсивный, пряно-цветочный. Настой прозрачный, виноградно-желтого оттенка. Букет готового чая свежий, пряно-цветочный с бальзамическими, мятными и ягодными нотками. Аромат сложный, цветочно-ягодный. Вкус плотный, мягкий, маслянистый, с нюансами специй, ягодной кислинкой и долгим, лимонно-мятным послевкусием. Заваривать горячей водой (90-92°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний.",7,6,,,,100,,,60,,,80,80,,,,,,60,,,,,,,,,,,,,,,,,,,,,
Хуасян Бай Му Дань,white,0,1830,"«Белый Пион – Цветочный Аромат» из провинции Фуцзянь весеннего урожая 2023 г. В сухом виде: оливково-зеленые листики с тонкими черенками и тонкие, пушистые почки. Аромат сдержанный, травянисто-цветочный. Настой прозрачный, очень светлого виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с нотками свежих ягод, мяты и цитрусов. Аромат свежий, высокий, цветочно-ягодный. Вкус плотный, мягкий, шелковистый, с ягодной кислинкой и мятной прохладой, переходящий в долгое, освежающее послевкусие. Заваривать горячей водой (85-92°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 7 завариваний. Отличный выбор для церемониального чаепития – многогранный вкус, чарующий аромат, раскрепощающее воздействие.",7,6,,,60,80,,,,,,80,80,,,,,,,,,,,,,,,,60,,,,,,,,,,,
"Иу Чжэн Шань Шэн Бин (2009), 345 г.",puer,92,8689,"Шэн пуэр с гор Иу (округ Сишуанбаньна) от фабрики «Иу Мэнсун Чае Ю Чжаньцесянь Гунсы», урожай 2009 года. 345-граммовый блинчик средней плотности, разделяется на буро-коричневые скрученные листики, почки и тонкие черенки (незначительное количество). Аромат сдержанный, фруктово-древесный. Настой прозрачный, орехового оттенка. Букет готового чая зрелый, многогранный, фруктово-древесный, с бальзамическими, осенними, грибными и пряными нотками. Аромат сложный, фруктово-бальзамический. Вкус плотный, гладкий, сочно-терпкий, сладковатый, с фруктовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 10 завариваний. Отличный образец выдержанного шэн пуэра с многогранным вкусом и медитативным воздействием.",5,6,,,,,60,80,,,80,,,,80,,,,60,,,,,,,,,,,,,,,,,,,,,
Янь Лун Чэнь Янь Ча,ulun,86,2300,"«Выдержанный Утёсный» от фермера по имени Янь Лун (Дракон Утесов), настоящий «Янь Ча», выросший на ограниченной территории в природном заповеднике Уишань. В процессе выделки чайный лист прошел многократную скрутку, глубокую ферментацию и длительный прогрев (огонь высокий, но не избыточный). В сухом виде – крупные, изогнутые жгутики темно-коричневых листиков. Аромат интенсивный, хлебно-пряный. Настой прозрачный, оттенка лугового меда. Букет готового чая яркий, теплый, хлебно-пряный, с древесной ноткой. Аромат глубокий и теплый, слегка копченый. Вкус сочный, объемный, шелковистый, сладковатый, с легкой кислинкой и нюансами специй. Послевкусие освежающее и устойчивое. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 6-7 завариваний. Прекрасный церемониальный улун – огненный, яркий и мягкий. Воздействие согревающее, умеренно расслабляющее, очень гармоничное.",2,5,,,,,,60,,,40,,,,,,,,,80,,,,,40,,,,,,,,,,,,,,,
"Лао Хунань Люй Ча, 2005",green,90,1560,"Выдержанный зеленый чай из провинции Хунань. Урожй 2005 года. В сухом виде: мелкие, изогнутые, бурые, пушистые почки. Аромат сдержанный, древесный с копченой ноткой. Настой прозрачный, виноградно-желтого оттенка. Букет готового чая выдержанный, пряно-древесный с фруктовыми, копчеными и ореховыми нотками. Аромат спокойный, пряно-травянистый. Вкус плотный, маслянистый, сладковатый, с легкой терпкостью виноградной кожицы, холодком мяты и освежающим послевкусием. Заваривать горячей водой (70-75°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 8-9 завариваний. Воздействие освежающее, легкое тонизирующее.",2,4,,,,,40,80,,,60,,,,,,,60,,,,,,,40,,,,,,,,,,,,,,,
"Аньхуа Шоу Чжу Фу Чжуань (Moychay.ru, 2014), 500 г",black,92,5150,"«Чайный кирпич долголетия, сделанный вручную» из Аньхуа (провинция Хунань).В создании этого чая принимает участие микроб Eurotium Cristatum или Цзинь Хуа (Золотые цветы), чрезвычайно полезный для здоровья. Его колонии выглядят как жёлтые крупинки, рассыпанные по поверхности чайного листа. Помимо чая Золотые Цветы живут на Грибах Долголетия, Фу Лин (Poria cocos, Пория кокосовидная), что неслучайно и в некотором смысле роднит их. 500-граммовый чайных брикет из спрессованных чайных листьев с одеревенелыми черенками. Аромат спокойный, древесно-бальзамический. Настой прозрачный, оттенка желтой охры. Букет готового чая зрелый, многогранный, пряно-древесный, с нотками дубового мха, осенних листьев, грибов и сухофруктов. Аромат глубокий и теплый, пряно-древесный. Вкус мягкий, маслянистый, сладковатый, с легкой древесной терпкостью и фруктовой кислинкой. Приятное, освежающее послевкусие Заваривать горячей водой (95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Хорошо подходит для варки и заварки в термосе. Воздействие согревающее, умеренно тонизирующее.",2,6,,,,,40,60,,,80,,,,60,,,,60,,,,,,,,,,,,,,,,,,,,,
"Шу пуэр ""Бада-Шушенский"" (2022)",puer,64,580,"В сухом виде: среднего размера, коричневые, скрученные листики, рыжие почки и тонкие черенки. Аромат сдержанный, орехово-древесный. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с нотками сухофруктов, печеного картофеля и осенних листьев. Аромат глубокий и теплый, орехово-древесный. Вкус плотный, мягкий, бархатистый, сладковатый, с легкой горчинкой какао-бобов, кислинкой сухих ягод и нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 15 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 7 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, мягкое тонизирующее.",5,7,,,,,,,,,60,,,80,60,,,80,,,40,,,,,,,,,,,,,,,,,,,
Гаошань Уи Хун,red,88,2390,"Красный чай «Высокогорный» (чайный район Уишань, провинция Фуцзянь). Урожай: весна 2021. В сухом виде: среднего размера, темно-лиловые жгутики скрученных чайных листьев. Аромат интенсивный, фруктово-древесный с цветочной ноткой. Настой прозрачный, янтарного оттенка. Букет готового чая многогранный и яркий, хлебно-пряный, с цветочными, медовыми, бисквитными и цитрусовыми нотками. Аромат нежный и теплый, хлебно-пряный с нотками цветов и цитрусов. Вкус тонкий, объемный, маслянистый, сладковатый, приятно вяжущий, с лимонной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 9 завариваний. Отличный выбор для церемониального чаепития: тонкий, многогранный и очень ароматный.",2,5,,60,80,80,,60,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,
Наньтоу Баочжун Ча,ulun,90,1970,"Высокогорный улун из округа Наньтоу, весенний урожай 2023. В сухом виде: скрученные буро-зеленые чайные побеги с длинными черенками. Аромат интенсивный, пряно-цветочный. Настой прозрачный, светлого, зеленовато-желтого оттенка. Букет готового чая свежий, многогранный, пряно-цветочный с древесными и фруктовыми нотками. Аромат высокий и нежный, пряно-цветочный. Вкус плотный и гладкий, маслянистый, сладковатый, немного терпкий, пряный, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 12 завариваний. Отличный выбор для церемонии гунфуча.",3,6,,,,80,60,80,60,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Чэнь Люй Чао Ча, 2017",ulun,0,1420,"Сделан в округе Мэйчжоу по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат сдержанный, древесный с ягодной ноткой. Настой прозрачный, оттенка красного дерева, в процессе заваривания желтеет. Букет готового чая выдержанный, многогранный, древесно-ягодный, с цветочными, табачными и пряными нотками. Аромат теплый, сложный, пряно-цветочный. Вкус плотный, терпкий, сладковатый, с ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",2,4,,,,60,,,60,,80,80,,,,,,,,,,,,,,,,,,40,,,,,,,,,,
Сюэ Ву Е Дань Цун,ulun,88,950,"Улун «Снежный темный лист» из чайного района Фэнхуаншань (округ Чаочжоу, провинция Гуандун) осеннего урожая 2018 г. (легкая ферментация, слабый огонь). В сухом виде: большие, зеленовато-фисташковые и буро-коричневые жгутики чайных листьев с тонкими черенками. Аромат интенсивный, травянисто-цветочный. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий и яркий, пряно-цветочный, с травянистыми, древесными и ягодными нотками. Аромат яркий, высокий, пряно-цветочный. Вкус сочный, плотный, многогранный, сладковатый, немного терпкий, с цитрусовой кислинкой и нюансами специй. Долгое, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 10 завариваний. Прекрасный выбор для эмоциональной перезагрузки – многогранный и яркий, освежающий и вдохновляющий. Особенно понравится всем тем, кто ценит в улунах из Чаочжоу их тонкую, цветочную составляющую.",2,4,,,60,100,,80,,,,80,,,,,,,,,,,,,,,,,60,,,,,,,,,,,
Бай Му Дань,white,100,2540,"В сухом виде: среднего размера фисташково-зеленые листики с тонкими черенками и тонкие почки с серебристым ворсом. Аромат сдержанный, травянисто-цветочный. Настой прозрачный, очень светлого виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с нотками ягод, зеленых яблок и специй. Аромат свежий, травянисто-цветочный. Вкус плотный, шелковистый, чуть пряный, с тонкой кислинкой, мятной прохладой и освежающим послевкусием. Заваривать горячей водой (85-92°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 8 завариваний. Воздействие освежающее, легкое тонизирующее.",10,6,,,,80,,80,,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,60
Лао Сы Цзи Чунь (2004),ulun,88,1970,"Выдержанный улун «Сы Цзи Чунь» («Вечная весна»), в процессе обработки пропечен на древесных углях. В сухом виде: мелкие, темно-коричневые комочки скрученных чайных побегов. Аромат интенсивный, пряно-древесный с копченой ноткой. Настой прозрачный, каштанового оттенка. Букет готового чая многогранный, пряно-древесный с кофейными, ореховыми, копчеными и фруктовыми нотками. Аромат теплый, пряно-ореховый с ноткой дыма. Вкус плотный, маслянистый, сладковатый, немного терпкий, с легкой шоколадной горчинкой, фруктовой кислинкой и нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 30 секунд, затем, начиная с экспозиции в 10 секунд и увеличив время выдержки до 2 минут, можно заварить 10 раз. Отличный выбор для церемонии гунфуча. Воздействие согревающее, тонизирующее.",10,6,,,,,,80,,,80,,,60,,,,,,,,,,,60,,,,,,,,,,,60,,,,
Миньго Лао Люйча 1967 г.,green,0,60850,"Выдержанный тайваньский (Миньго) зеленый чай урожая 1967 года. В сухом виде: среднего размера чайные листики бордово-коричневого оттенка и их фрагменты. Аромат выдержанный, спокойный, древесный. Настой прозрачный, каштанового оттенка. Букет готового чая выдержанный, округлый и слитный, древесной тональности, с нотками дубового мха, осенних листьев, пряных трав, коньяка и фруктов. Аромат сложный, глубокий, древесно-бальзамический. Вкус тонкий, мягкий, объемный, шелковистый, с характерными нотками лао ча, которые способно создать только время. Долгое, запоминающееся послевкусие. Заваривать горячей водой (95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Настоящий раритет, находка для ценителей лао ча! Прекрасный выбор для церемониального чаепития в медитативном одиночестве или небольшой компании понимающих друзей.",1,5,,,,,,40,,,80,,,,60,,,,40,,,,,,,,,,,,,60,,,,,,,,
