author,title,text,published,plot
"Baring, Maurice",Passing By,"_Monday, May_ 21_st_.",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 31_st_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, June_ 1_st._",1921,
"Baring, Maurice",Passing By,"_Wednesday, June_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Thursday, June_ 3_rd_.",1921,
"Baring, Maurice",Passing By,"_Friday, June_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, June_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, June_ 6_th. Littlehampton_.",1921,
"Baring, Maurice",Passing By,"_Monday, June_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Friday, June_ 18_th_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, June_ 10_th._",1921,
"Baring, Maurice",Passing By,"_Friday, June_ 25_th._.",1921,
"Baring, Maurice",Passing By,"_Monday, July_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Monday, July_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 1_st. Grey Farm, Carbis Bay, Cornwall_.",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 3_rd_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, August_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, August_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Friday, August_ 6_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, August_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 8_th._",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 9_th_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 10_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, August_ 11_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, August_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Friday, August_ 13_th_.",1921,
"Baring, Maurice",Passing By,"_Saturday, August_ 14_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 15_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 17_th._",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 23_rd_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 24_th._",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 16_th. Grey Farm, Carbis Bay._",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 17_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, August_ 18_th_.",1921,
"Baring, Maurice",Passing By,"_Thursday, August_ 19_th._",1921,
"Baring, Maurice",Passing By,"_Friday, August_ 20_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, August_ 21_st_.",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 23_rd_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 24_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, August_ 25_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, August_ 26_th._",1921,
"Baring, Maurice",Passing By,"_Friday, August_ 27_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, August_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 29_th._",1921,
"Baring, Maurice",Passing By,_August_ 30_th._,1921,
"Baring, Maurice",Passing By,"_Monday, August_ 30_th_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 31_st_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, September_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Thursday, September_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Friday, September_ 3_rd_.",1921,
"Baring, Maurice",Passing By,"_Saturday, September_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, September_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, September_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Monday, September_ 6_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, September_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, September_ 8_th_.",1921,
"Baring, Maurice",Passing By,"_Thursday, September_ 9_th._",1921,
"Baring, Maurice",Passing By,"_Friday, September_ 10_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, September_ 11_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, September_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Monday, September_ 13_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, September_ 14_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, September_ 15_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, September_ 16_th._",1921,
"Baring, Maurice",Passing By,"_Friday, September_ 17_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, September_ 18_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, October_ 3_rd. Gray's Inn_.",1921,
"Baring, Maurice",Passing By,"_Monday, October_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, October_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, October_ 6_th_.",1921,
"Baring, Maurice",Passing By,"_Thursday, October_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Friday, October_ 8_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, October_ 9_th. Wraxted Priory, Oxfordshire_.",1921,
"Baring, Maurice",Passing By,"_Sunday, October_ 10_th._",1921,
"Baring, Maurice",Passing By,"_Monday, October_ 11_th._",1921,
"Baring, Maurice",Passing By,"_Monday, October_ 11_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, October_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, October_ 13_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, October_ 14_th._",1921,
"Baring, Maurice",Passing By,"_Friday, October_ 15_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, October_ 16_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, October_ 17_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, October_ 17_th._",1921,
"Baring, Maurice",Passing By,"_Monday, October_ 18_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, October_ 19_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, October_ 20_th_.",1921,
"Baring, Maurice",Passing By,"_Thursday, October_ 21_st._",1921,
"Baring, Maurice",Passing By,"_Friday, October_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Saturday, October_ 23_rd_.",1921,
"Baring, Maurice",Passing By,"_Sunday, October_ 24_th._",1921,
"Baring, Maurice",Passing By,"_Monday, October_ 25_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, October_ 26_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, October_ 27_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, October_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Friday, October_ 29_th_.",1921,
"Baring, Maurice",Passing By,"_Saturday, October_ 30_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, October_ 31_st_.",1921,
"Baring, Maurice",Passing By,"_Monday, November_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Monday, November_ 1_st. Gray's Inn_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, November_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, December_ 21_st_.",1921,
"Baring, Maurice",Passing By,"_Thursday, December_ 23_rd_.",1921,
"Baring, Maurice",Passing By,_Christmas Day_.,1921,
"Baring, Maurice",Passing By,"_Tuesday, December_ 28_th_.",1921,
"Baring, Maurice",Passing By,"_Saturday, January_ 8_th_, 1910.",1921,
"Baring, Maurice",Passing By,"_Saturday, January_ 1_st_, 1910.",1921,
"Baring, Maurice",Passing By,"_Wednesday, January_ 11_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, February_ 15_th_, 1910.",1921,
"Baring, Maurice",Passing By,"_Wednesday, February_ 16_th_.",1921,
"Baring, Maurice",Passing By,"_Monday, February_ 21_st_.",1921,
"Baring, Maurice",Passing By,"_Saturday, February_ 26_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, February_ 27_th. Rosedale_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, March_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Monday, February_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, March_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, March_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Thursday, March_ 3_rd_.",1921,
"Baring, Maurice",Passing By,"_Friday, March_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, March_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, March_ 6_th._",1921,
"Baring, Maurice",Passing By,"_Monday, March_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, March_ 8_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, March_ 9_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, March_ 10_th._",1921,
"Baring, Maurice",Passing By,"_Friday, March_ 11_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, March_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, March_ 13_th._",1921,
"Baring, Maurice",Passing By,"_Monday, March_ 14_th._",1921,
"Baring, Maurice",Passing By,"_Monday, March_ 14_th_",1921,
"Baring, Maurice",Passing By,"_Tuesday, March_ 15_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, March_ 16_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, March_ 17_th._",1921,
"Baring, Maurice",Passing By,"_Friday, March_ 18_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, March_ 19_th. Paris._",1921,
"Baring, Maurice",Passing By,"_Sunday, March_ 20_th._",1921,
"Baring, Maurice",Passing By,"_Monday, March_ 21_st. Florence. Villa Fersen._",1921,
"Baring, Maurice",Passing By,"_Tuesday, March_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, March_ 23_rd_.",1921,
"Baring, Maurice",Passing By,"_Thursday, March_ 24_th._",1921,
"Baring, Maurice",Passing By,"_Friday (Good Friday), March_ 25_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, March_ 26_th._",1921,
"Baring, Maurice",Passing By,"_Easter Monday, March_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Monday (Easter Monday), March_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, March_ 29_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, March_ 30_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, March_ 31_st_.",1921,
"Baring, Maurice",Passing By,"_Friday, April_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Saturday, April_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, April_ 6_th_.",1921,
"Baring, Maurice",Passing By,"_Monday, April_ 4_th. London_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, April_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, April_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, April_ 14_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, April_ 20_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, April_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Friday, April_ 29_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, April_ 30_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, May_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, May_ 3_rd_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, May_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, May_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Friday, May_ 6_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, May_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, May_ 8_th_.",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 9_th._",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 9_th_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, May_ 10_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday,_ May 11_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, May_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Friday, May_ 13_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, May_ 14_th. Rosedale_.",1921,
"Baring, Maurice",Passing By,"_Sunday, May_ 15_th. Rosedale._",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 16_th._",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 16_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, May_ 17_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, May_ 18_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, May_ 19_th._",1921,
"Baring, Maurice",Passing By,"_Friday, May_ 20_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, May_ 21st.",1921,
"Baring, Maurice",Passing By,"_Sunday, May_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 23_rd_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, May_ 24_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, May_ 25_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, May_ 26_th._",1921,
"Baring, Maurice",Passing By,"_Friday, May_ 27_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, May_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, May_ 29_th._",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 30_th_.",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 30_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, May_ 31_st_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, June_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Thursday, June_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Friday, July_ 3_rd_.",1921,
"Baring, Maurice",Passing By,"_Saturday, June_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, June_ 5_th_.",1921,
"Baring, Maurice",Passing By,"_Monday, June_ 6_th._",1921,
"Baring, Maurice",Passing By,"_Monday, June_ 6_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, June_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, June_ 8_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, June_ 9_th._",1921,
"Baring, Maurice",Passing By,"_Friday, June_ 10_th_.",1921,
"Baring, Maurice",Passing By,"_Saturday, June_ 11_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, June_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Monday, June_ 13_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, June_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, June_ 15_th_.",1921,
"Baring, Maurice",Passing By,"_Thursday, June_ 16_th._",1921,
"Baring, Maurice",Passing By,"_Friday, June_ 17_th_.",1921,
"Baring, Maurice",Passing By,"_Saturday, June_ 18_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, June_ 19_th_.",1921,
"Baring, Maurice",Passing By,"_Monday, June_ 20_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, June_ 21_st_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, June_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Thursday, June_ 23_rd_.",1921,
"Baring, Maurice",Passing By,"_Friday, June_ 24_th_.",1921,
"Baring, Maurice",Passing By,"_Saturday, June_ 25_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, June_ 26_th_.",1921,
"Baring, Maurice",Passing By,"_Monday, June_ 27_th_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, June_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, June_ 29_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, June_ 30_th._",1921,
"Baring, Maurice",Passing By,"_Friday, July_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Saturday, July_ 30_th. Grey Farm, Carbis Bay._",1921,
"Baring, Maurice",Passing By,"_Sunday, July_ 31_st_.",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, August_ 3_rd_.",1921,
"Baring, Maurice",Passing By,"_Thursday, August_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Friday, August_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, August_ 6_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 8_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 9_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, August_ 10_th_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, August_ 10_th_.",1921,
"Baring, Maurice",Passing By,"_Thursday, August_ 11_th._",1921,
"Baring, Maurice",Passing By,"_Friday, August_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, August_ 13_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 14_th._",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 15_th_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 16_th_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, August_ 17_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, August_ 18_th._",1921,
"Baring, Maurice",Passing By,"_Friday, August_ 19_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, August_ 20_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 21_st_.",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 23_rd_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, August_ 24_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, August_ 25_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, August_ 25_th._",1921,
"Baring, Maurice",Passing By,"_Friday, August_ 26_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, August_ 27_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 29_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 30_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, August_ 31_st_.",1921,
"Baring, Maurice",Passing By,"_Thursday, September_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Friday, September_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Saturday, September_ 3_rd_.",1921,
"Baring, Maurice",Passing By,"_Sunday, September_ 4_th_.",1921,
"Baring, Maurice",Passing By,"_Monday, September_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, September_ 6_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, September_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Monday, October_ 3_rd. London, Gray's Inn_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, October_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, October_ 5_th_.",1921,
"Baring, Maurice",Passing By,"_Thursday, October_ 6_th_.",1921,
"Baring, Maurice",Passing By,"_Friday, October_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, October_ 8_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, October_ 9_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, October_ 9_th._",1921,
"Baring, Maurice",Passing By,"_Monday, October_ 17_th._",1921,
"Baring, Maurice",Passing By,"_Monday, November_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, November_ 9_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, November_ 19_th._",1921,
"Baring, Maurice",Passing By,"_Monday, December_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Monday, October_ 17_th._",1921,
"Baring, Maurice",Passing By,"_Monday, October_ 31_st_.",1921,
"Baring, Maurice",Passing By,_November_ 14_th._,1921,
"Baring, Maurice",Passing By,"_Tuesday, November_ 29_th_.",1921,
"Baring, Maurice",Passing By,"_Monday, December_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, December_ 31_st_.",1921,
"Baring, Maurice",Passing By,"_Monday, January_ 2_nd_, 1911.",1921,
"Baring, Maurice",Passing By,"_Tuesday, January_ 3_rd_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, April_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, April_ 13_th_.",1921,
"Baring, Maurice",Passing By,"_Saturday, April_ 16_th._",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Thursday, May_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Friday, May_ 5_th._",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 8_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, May_ 10_th_.",1921,
"Baring, Maurice",Passing By,"_Saturday, May_ 13_th._",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 15_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, May_ 20_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, June_ 10_th._",1921,
"Baring, Maurice",Passing By,"_Monday, May_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Saturday, June_ 10_th._",1921,
"Baring, Maurice",Passing By,"_Monday, June_ 26_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, June_ 27_th._ London.",1921,
"Baring, Maurice",Passing By,"_Wednesday, June_ 28_th._ London.",1921,
"Baring, Maurice",Passing By,"_Thursday, June_ 29_th._ London.",1921,
"Baring, Maurice",Passing By,"_Friday, June_ 30_th._ London.",1921,
"Baring, Maurice",Passing By,"_Saturday, July_ 1_st_. London.",1921,
