language,glottocode,latitude,longitude,value
Nyoro,nyor1246,0.95294,31.3493,absent
Dagik,dagi1241,10.583,29.9404,absent
Ese Ejja,esee1248,-11.7268,-67.515,absent
Chothe,chot1239,24.3722,94.2408,absent
Lubuagan Kalinga,lubu1243,17.3879,121.0365,absent
Imbabura Highland Quichua,imba1240,0.31776,-78.3729,absent
Thai,thai1261,14.192,100.671,absent
Ulithian,ulit1238,9.961388,139.603611,absent
Bebele,bebe1248,4.78874,12.824,absent
Batanga,bata1285,1.397041,9.51011,absent
Northwestern Kolami,nort2699,20.1022,78.4934,absent
Poyanáwa,poya1241,-7.46909,-73.0758,absent
Eipomek,eipo1242,-4.33691,140.045,absent
Big Nambas,bign1238,-16.0903,167.239,absent
Pendau,pend1242,-0.11396,119.862,absent
Nyishi-Hill Miri,nyis1236,27.278263,93.675529,absent
Marithiel,mari1424,-13.8818,130.237,absent
Djeebbana,djee1236,-12.0133,134.097,absent
Sonsorol,sons1242,5.328596,132.221282,absent
Halh Mongolian,halh1238,48.324,106.289,absent
Western Cham,west2650,12.4771,104.026,absent
Khmu,khmu1256,20.2463,101.671,absent
Paulohi,paul1238,-3.25404,128.779,absent
Southern Tangkhul Naga,khan1277,25.73633,94.247299,absent
Isthmus-Cosoleacaque Nahuatl,isth1240,17.9401,-94.7347,absent
Maring Naga,mari1416,24.2854,94.0723,absent
Kamas (Uralic),kama1378,55.07,94.83,absent
Burarra,bura1267,-12.3061,134.365,absent
Wurla,wurl1240,-16.15,127.52,absent
Nukna,nukn1238,-6.0177,146.969,absent
Turkish,nucl1301,39.8667,32.8667,absent
Tajio,taji1246,-0.31553,120.01,absent
Palauan,pala1344,7.34138,134.476678,absent
Nyankole,nyan1307,-0.46364,30.548,absent
Tuki,tuki1240,4.64348,11.5353,absent
Tsez,dido1241,42.2646,45.8096,absent
Wambon,wamb1259,-5.44334,140.48,absent
Wardaman,ward1246,-15.4155,132.604,absent
Bagvalal,bagv1239,42.3966,46.1041,absent
Kom (Cameroon),komc1235,6.2596,10.3348,absent
Miwa,miwa1242,-14.3484,126.921,absent
Koho,koho1244,11.6444,108.057,absent
Kamasau,kama1367,-3.8503,143.842,absent
Alorese,alor1247,-8.20382,124.264,absent
Shor,shor1247,52.3261,88.4344,absent
Bodo Gadaba,bodo1267,18.3857,82.771,absent
Manambu,mana1298,-4.19082,142.862,absent
Asháninka,asha1243,-11.9311,-73.9073,absent
Pohnpeian,pohn1238,6.87212,158.223,absent
Geba Karen,geba1237,19.4991,96.9492,absent
Rembong-Wangka,remb1250,-8.53361,120.973,absent
Atong (India),aton1241,25.346508,90.658722,absent
Palikúr,pali1279,3.63993,-51.6246,absent
Votic,voti1245,59.3802,28.6235,absent
She,shee1238,23.0399,114.814,absent
Tagoi,tago1246,12.0346,30.9306,absent
Isthmus-Pajapan Nahuatl,isth1241,18.2513,-94.6647,absent
Eastern Kikongo,east2782,-5.25,15.5,absent
Cahuilla,cahu1264,33.5324,-116.691,absent
Yawijibaya,yawi1239,-15.348087,124.529665,absent
Bantawa,bant1281,27.12147,87.04738,absent
N||ng-Danster !Ui,nuuu1241,-29.7054,19.0841,absent
Adnyamathanha,adny1235,-30.1451,138.671,absent
Tawallammat Tamajaq,tawa1286,13.9878,4.47692,absent
Mambwe-Lungu,mamb1296,-8.86817,31.2269,absent
Yawanawa,yawa1260,-8.87563,-71.8199,absent
Kim Mun,kimm1245,22.9856,105.024,absent
Walmajarri,walm1241,-19.7229,126.113,absent
Soga,soga1242,0.40456,33.3942,absent
Southern Selkup,sout3262,58.6626,85.8581,absent
Chimila,chim1309,10.1902,-74.2559,absent
Manat,payn1244,-4.94303,144.879,absent
Tanema,tane1237,-11.68,166.97,absent
Selk'nam,onaa1245,-54,-68.5,absent
Paiwan,paiw1248,22.3271,120.806,absent
Taulil,taul1251,-4.44425,152.095,absent
Falam Chin,fala1243,23.7892833333,92.3254633333,absent
Misima-Paneati,misi1243,-10.6821,152.696,absent
Ati,atii1237,11.1539,122.512,absent
Nzadi,nzad1234,-4.102208,20.194462,absent
Rutul,rutu1240,41.6187,47.3244,absent
Gumawana,guma1254,-9.28497,150.762,absent
Orokaiva,orok1269,-8.79019,148.09,absent
Highland Popoluca,high1276,18.198,-94.9109,absent
Tangut,tang1334,38.894904,102.246464,absent
Kannada,nucl1305,13.5878,76.1198,absent
Toaripi,toar1246,-8.07231,146.206,absent
Buol,buol1237,0.97727,121.519,absent
Naasioi,naas1242,-6.46022,155.632,absent
Nhanda,nhan1238,-27.425236430000002,114.2680442,absent
Puquina,puqu1242,-15.8992,-69.9611,absent
Gangte,gang1266,24.5113,94.1681,absent
Puma,puma1239,27.0774,86.838,absent
Kuanyama,kuan1247,-17.7176,16.58,absent
Nzakambay,nzak1246,7.66745,15.6675,absent
Tainae,tain1253,-7.40306,145.682,absent
Kunbarlang,kunb1251,-11.9133,133.723,absent
Mayogo,mayo1261,2.79827,27.8282,absent
Kosarek Yale,kosa1249,-4.06603,139.645,absent
Maleu-Kilenge,male1289,-5.61613,148.445,absent
Sumerian,sume1241,31.3,45.6667,absent
Gayo,gayo1244,4.3733,97.3456,absent
Kabardian,kaba1278,43.5082,43.3918,absent
Eastern Mnong,east2333,12.3939,108.354,absent
Miriwung,miri1266,-16.3596,128.889,absent
Pagibete,pagi1243,3.15636,22.1212,absent
Motu,motu1246,-9.67492,147.424,absent
Grassland Mari,gras1239,55.8307,48.405,absent
Amuzgu-Shiri,sirz1237,42.171599,47.332115,absent
Lote,lote1237,-5.954,150.911,absent
Southern Ghale,sout2715,28.106,84.8511,absent
Makaa,maka1304,4.15471,13.0789,absent
Yaygir,yayg1236,-29.686722970453,153.18784362556,absent
Central Mnong,cent1992,12.6313,107.301,absent
Huron-Wyandot,wyan1247,44.33,-77.5,absent
Pangutaran Sama,pang1291,6.27167,120.536,absent
Ramoaaina,ramo1244,-4.17306,152.451,absent
Matukar,matu1261,-4.9078,145.779,absent
Manda-Matumba,mand1423,-10.3991,34.7424,absent
Ngalkbun,ngal1292,-13.9783,133.936,absent
Mina (Cameroon),mina1276,10.38053,13.84054,absent
Kgalagadi,kgal1244,-24.9208,22.72016,absent
Para Naga,para1302,26.2072,95.1618,absent
Yasa,yasa1242,2.06043,10.678,absent
Baré,bare1276,1.91649,-66.828,absent
Karajá,kara1500,-11.1881,-50.3492,absent
Rade,rade1240,12.979,108.41,absent
Yalarnnga,yala1262,-21.731,139.511,absent
Malua Bay,malu1245,-15.9813,167.208,absent
Tawra,diga1241,28.4993,96.8803,absent
Amur Nivkh,gily1242,52.59,140.681,absent
Abau,abau1245,-3.97222,141.324,absent
Ludian,ludi1246,61.853,33.7346,absent
Bats,bats1242,42.1806,45.344,absent
Kupang Malay,kupa1239,-10.2526,123.63,absent
Southern Sierra Miwok,sout2985,38.2363,-120.507,absent
Godoberi,ghod1238,42.7428,46.2252,absent
Mori Bawah,mori1268,-2.56016,121.37,absent
Kutep,kute1248,7.07479,10.0916,absent
Kado,kado1242,21.5259,100.092,absent
Tol,toll1241,14.6686,-87.0372,absent
Mualang,mual1241,0.31083,111.077,absent
Lonwolwol,lonw1238,-16.2286,168.016,absent
Amis,amis1246,23.0917,121.348,absent
Yulparija,yulp1239,-18.923519,122.370316,absent
Komi-Zyrian,komi1268,64.0527,54.946,absent
Tinà Sambal,tina1248,15.5797,120.095,absent
Bulu (Cameroon),bulu1251,3.16141,11.6365,absent
Waurá,waur1244,-13.296,-53.6971,absent
Itbayat,ivat1242,20.77,121.85,absent
North Tanna,nort2847,-19.3733,169.303,absent
Kamoro,kamo1255,-4.30433,135.883,absent
Nepali,nepa1254,28,85,absent
Iban,iban1264,2.09041,112.934,absent
Baga Sitemu,baga1272,10.4793,-14.4756,absent
Labwor,labw1238,2.699942,33.657947,absent
Mountain Koiali,moun1252,-9.06973,147.384,absent
Ottawa,otta1242,44.5988,-83.226,absent
Gizrra,gizr1240,-9.183,142.804,absent
Warrgamay,warr1255,-18.5468,146.179,absent
Thangmi,than1259,28.7554,85.7657,absent
Eastern Kayah,east2342,19.8939,98.3359,absent
Veps,veps1250,60.3353,34.7865,absent
Narrinyeri,narr1259,-36.2301,140.158,absent
Central Tunebo,cent2150,6.8867,-72.097,absent
Kwini,kwin1241,-14.2515,126.562,absent
Southern Kiwai,sout2949,-8.64889,143.244,absent
Maricopa,mari1440,33.5123,-111.749,absent
Ket,kett1243,63.7551,87.5466,absent
Sudest,sude1239,-11.5229,153.488,absent
Darai,dara1250,27.8623,84.1357,absent
Pangwa,pang1287,-9.96782,34.8039,absent
Toda,toda1252,11.4184,77.0168,absent
Alacatlatzala Mixtec,alac1244,17.25,-98.58,absent
Berta,bert1248,10.6474,34.7042,absent
Ngombe (Democratic Republic of Congo),ngom1268,1.45357,20.14148,absent
Central Khmer,cent1989,12.0515,105.015,absent
Awara,awar1248,-6.16986,146.372,absent
Belhariya,belh1239,26.9972,87.2783,absent
Musgu,musg1254,10.8439,15.1065,absent
Mekens,saki1248,-13.054,-62.0927,absent
Tehuelche,tehu1242,-47.5796,-68.3235,absent
Mbugwe,mbug1242,-3.75763,35.8133,absent
Nyangumarta,nyan1301,-20.6271,121.391,absent
Hua (Yagaria),huaa1250,-6.353409,145.339379,absent
Yulu-Binga,yulu1243,8.04124,23.6166,absent
Kerinci,keri1250,-1.93668,101.403,absent
Wambayan,wamb1258,-17.496,135.683,absent
Hills Karbi,karb1241,25.7317,93.0462,absent
Indonesian,indo1316,-7.33458,109.716,absent
Wapishana,wapi1253,2.58744,-59.8021,absent
Ncane-Mungong,ncan1245,6.50696,10.5312,absent
Ngiti,ngit1239,1.30455,30.2242,absent
Zacatepec Chatino,zaca1242,16.08,-97.3069,absent
Umbugarla,umbu1235,-12.9325,131.825,absent
Betul,betu1237,18.1632,81.3842,absent
Tetun Dili,tetu1246,-8.58405,125.583,absent
Bamwe,bamw1238,2.16773,19.1644,absent
Northern Emberá,nort2972,7.12761,-77.574,absent
Djambarrpuyngu,djam1256,-12.021,135.59,absent
Khasi,khas1269,24.977,91.9998,absent
Ayacucho Quechua,ayac1239,-13.84714,-74.32246,absent
Aikanã,aika1237,-12.6695,-60.5353,absent
Aneityum,anei1239,-20.1864,169.825,absent
Lahu,lahu1253,21.2701,100.214,absent
Man Met,manm1238,22.0743,100.842,absent
Afar,afar1241,12.2281,41.8083,absent
Are,aree1239,-9.67147,149.999,absent
Cusco Quechua,cusc1236,-14.0853,-71.7663,absent
Lumun,lumu1239,10.8308,30.253,absent
Russian,russ1263,59,50,absent
Bouyei,bouy1240,24.8484,106.187,absent
Kilivila,kili1267,-8.72574,151.072,absent
Tarama-Minna,tara1319,24.7564,125.363,absent
Madi,jama1261,-7.62223,-66.5662,absent
Gros Ventre,gros1243,48.4834,-108.738,absent
Kola,kola1285,-5.48833,134.592,absent
Keapara,keap1239,-10.1342,147.95,absent
Adonara,adon1237,-8.32027,123.159,absent
Kala Lagaw Ya,kala1377,-10.6748,142.196,absent
Murriny Patha,murr1258,-14.74852,129.70152,absent
Burmeso,burm1264,-2.47582,138.203,absent
Dechang,dech1234,26.91,98.94,absent
Balobo,liki1240,1.75106,19.0222,absent
Takia,taki1248,-4.69057,145.975,absent
Litoka,lito1235,2.69,19.24,absent
Kuot,kuot1243,-3.06952,151.537,absent
Machiguenga,mach1267,-12.1291,-72.5017,absent
Kuy,kuyy1240,14.6698,104.911,absent
Nuclear Nias,nucl1464,0.90691,97.4961,absent
Japanese,nucl1643,35,135,absent
Diriku-Shambyu,diri1252,-18.1681,20.6678,absent
Sa,saaa1241,-15.9534,168.228,absent
Kuikúro-Kalapálo,kuik1246,-12.3035,-53.2261,absent
Kalanga,kala1384,-21.2887,27.401,absent
Gyele,gyel1242,2.47457,10.2493,absent
Beembe,beem1239,-3.95895,14.1,absent
Lambadi,lamb1269,16.5734,76.9717,absent
Tonga (Zambia),tong1318,-17.422325,27.103495,absent
Ingrian,ingr1248,59.47403,29.71145,absent
Cross River Mbembe,cros1244,6.16926,8.23592,absent
Brahui,brah1256,29.04,66.56,absent
Eudeve,eude1234,28.5,-110,absent
Tupinambá,tupi1273,-22.807778,-42.106389,absent
Kman,miju1243,28.4732,97.0444,absent
Central Tagbanwa,cent2090,10.6519,119.338,absent
Bemba (Zambia),bemb1257,-10.6122,29.2993,absent
Umanakaina,uman1240,-9.89671,149.658,absent
Awadhi,awad1243,27.5907,82.4663,absent
Osamayi,osam1235,-0.012,13.61,absent
Ama (Papua New Guinea),amap1240,-4.20192,141.658,absent
Kryz,kryt1240,41.1811,48.1846,absent
Qaqet,qaqe1238,-4.45258,151.702,absent
Warrongo,waru1264,-18.2496,144.37,absent
Lemeting,bela1260,4.96207,114.933,absent
Toba-Maskoy,toba1268,-21.5474,-58.0158,absent
Iamalele,iama1237,-9.45005,150.573,absent
Yele,yele1255,-11.3796,154.127,absent
Katukína do Biá-Ipixuna,katu1276,-6.45399,-68.7678,absent
Tule-Kaweah Yokuts,tule1245,36.05354,-118.768616,absent
Matigsalug Manobo,mati1250,7.72124,125.16,absent
Burushaski,buru1296,36.2161,74.8236,absent
Zaiwa,zaiw1241,24.1726,98.3643,absent
Tiene,tien1242,-2.84694,16.4765,absent
Qimant,qima1242,12.8119,37.0542,absent
Nggem,ngge1241,-3.62735,139.011,absent
Gilbertese,gilb1244,0.179,173.64,absent
Negidal,negi1245,52.9658,139.206,absent
Garrwa,gara1269,-17.4504,137.72014,absent
Hup,hupd1244,0.58622,-69.8359,absent
Rengao,reng1252,14.456,107.9459,absent
Kaluli,kalu1248,-6.45932,142.788,absent
Honi,honi1244,23.2074,101.886,absent
Prasun,pras1239,35.420531,70.922783,absent
Pamona,pamo1252,-1.62663,121.268,absent
Khaling,khal1275,27.3912,87.5053,absent
Turkic Khalaj,turk1303,34.4224,50.3222,absent
Bodo-Mech,bodo1269,26.1,92,absent
Archi,arch1244,42.3239,46.8267,absent
Cao Miao,caom1238,26.2236,109.547,absent
Middle Clarence Bandjalang,midd1357,-29.042737,152.780249,absent
Kol (Papua New Guinea),kolp1236,-5.21042,151.583,absent
Bardi,bard1255,-16.6274,122.906,absent
Lovono,vano1237,-11.6107,166.7984,absent
Tamil,tami1289,10.520219,78.825989,absent
Bankon,bank1256,4.3702,9.6403,absent
Meyah,meya1236,-1.18016,133.618,absent
Kele (Papua New Guinea),kele1258,-2.09163,147.064,absent
Warembori,ware1253,-1.65941,137.566,absent
Sholaga,shol1240,11.9458,77.2211,absent
Minangkabau,mina1268,-0.896,100.44,absent
Siuslaw,sius1254,42.5111,-124.379,absent
Northern Tujia,nort2732,29.3016,109.759,absent
Ik,ikkk1242,3.61407,34.2507,absent
Koya,koya1251,17.6772,81.2096,absent
Sierra de Juárez Zapotec,sier1250,17.4219,-96.6191,absent
Eastern Arrernte,east2379,-23.3583,135.046,absent
Patep,pate1247,-6.91988,146.639,absent
Achagua,acha1250,4.38649,-72.2005,absent
Umiida-Unggarangu,umii1235,-16.559333,124.5,absent
Molale,mola1238,44.556,-122.857,absent
Yanyuwa,yany1243,-15.7621,136.055,absent
Kamula,kamu1260,-7.28798,142.639,absent
Abu' Arapesh,abua1245,-3.461612,142.917031,absent
Nilamba,nila1242,-4.50002,34.3068,absent
Swahili,swah1253,-8.25605,37.624,absent
Dagur,daur1238,48,124,absent
Ngarinyin,ngar1284,-16.4006,126.433,absent
Phong-Kniang,phon1246,19.9622,104.088,absent
Digo,digo1243,-4.62101,39.1752,absent
Gobu,gobu1238,5.01201,20.0194,absent
Lango (Uganda),lang1324,2.13867,33.0553,absent
Nyakyusa-Ngonde,nyak1260,-9.71018,33.7763,absent
Lewotobi,lewo1244,-8.54573,122.747,absent
Pitta Pitta,pitt1247,-22.7952,139.983,absent
Seediq,taro1264,23.9032,121.358,absent
Bolyu,boly1239,24.7013,104.955,absent
Mazagway,maza1304,10.175,13.6873,absent
Western Highland Chatino,west2644,16.2495,-97.3244,absent
Puelche,puel1244,-42.223,-68.666,absent
Pela,pela1242,24.2142,97.9183,absent
Nihali,niha1238,21.1886,76.3318,absent
Kwaio,kwai1243,-8.93744,160.965,absent
Bawm Chin,bawm1236,22.4405233333,92.92553,absent
Central Lisu,hual1240,26.91,98.94,absent
Pattani,patt1248,32.6963,76.5966,absent
Sani,sani1269,24.278,103.759,absent
Korean,kore1280,37.5,128,absent
Ulwa (Papua New Guinea),yaul1241,-4.39912,143.993,absent
Yagua,yagu1244,-3.42913,-72.2186,absent
Wanman,wanm1242,-22.7078,122.325,absent
Kwegu,kweg1241,5.40416,36.1702,absent
Bit,bitt1240,21.3474,101.916,absent
Arammba,aram1253,-8.29593,141.445,absent
Khwarshi-Inkhoqwari,khva1239,42.2743,45.9977,absent
Belueli,belu1239,1.314698,28.933744,absent
Amahuaca,amah1246,-10.2012,-72.3208,absent
Wiru,wiru1244,-6.35863,144.214,absent
Dimasa,dima1251,25.4198,93.1806,absent
Bribri,brib1243,9.39794,-83.0539,absent
Thulung,thul1246,27.5389,87.6063,absent
Tedim Chin,tedi1235,23.6079,93.519,absent
Curripaco,curr1243,0.69618,-67.5028,absent
Buglere,bugl1243,8.57695,-81.25648,absent
Culina,culi1244,-8.55268,-70.6648,absent
Holoholo,holo1240,-5.37545,28.3274,absent
Warumungu,waru1265,-20.6479,134.375,absent
South Sudanese Creole Arabic,suda1237,5.654,28.774,absent
Lipo,lipo1242,25.226,101.302,absent
Ugong,ugon1239,14.2408,100.098,absent
Zimbabwean Ndebele,nort2795,-20.2513,27.4096,absent
Alabama,alab1237,30.76738,-94.62848,absent
Hdi,hdii1240,10.942,13.6881,present
Tepecano,tepe1278,19.2343,-101.729,present
Samba Leko,samb1305,8.19236,11.7366,present
Duna,duna1248,-5.41439,142.475,present
Siar-Lak,siar1238,-4.62059,152.892,present
Ngas,ngas1240,9.32042,9.46146,present
Onondaga,onon1246,42.92,-76.12,present
Galela,gale1259,2.31461,128.44,present
Goemai,goem1240,8.74455,9.72453,present
Hawaiian,hawa1245,19.6297,-155.43,present
Tektiteko,tekt1235,15.4599,-92.1136,present
Bororo,boro1282,-16.6029,-55.2004,present
Tuvalu,tuva1244,-8.520813,179.198088,present
Mayangna,maya1285,14.1259,-84.3439,present
Hausa States Fulfulde,nige1253,10.9972,11.1188,present
Sumi Naga,sumi1235,25.9996,94.4235,present
Yurok,yuro1248,41.3262,-123.824,present
Tabaru,taba1263,1.46563,127.633,present
Bonggi,bong1289,7.29249,117.174,present
Libyan Arabic,liby1240,22.0032,15.0014,present
Sakizaya,saki1247,24.026316,121.531394,present
Tokelau,toke1240,-9.227642,-171.780833,present
Gidar,gida1247,9.874715,14.07845,present
Lotud,lotu1250,6.13732,116.232,present
Ura,uraa1244,27.466667,90.9,present
South Saami,sout2674,62.8801,13.7006,present
Awar,awar1249,-4.13554,144.836,present
Mehek,mehe1243,-3.70927,142.498,present
Navajo,nava1243,36.33,-109.38,present
Ibibio,ibib1240,5.15279,7.86688,present
Halkomelem,halk1245,49.250402,-122.443668,present
Tatana,tata1257,5.49808,115.553,present
Futuna-Aniwa,futu1245,-19.5303,170.215,present
Lishanid Noshan,lish1245,36.213298,44.065281,present
Lun Bawang,lunb1237,4.25064,115.5,present
War-Jaintia,warj1242,25.1154,91.6266,present
Wedau,weda1241,-10.1246,150.172,present
Old Malay,oldm1243,-0.648259,103.353479,present
Esan,esan1238,6.25685,6.33917,present
East Uvean,wall1257,-13.2903,-176.207,present
Duungidjawu,duun1241,-25.3987,152.345,present
Basque,basq1248,43.2787,-1.31622,present
Gamo,gamo1243,6.27645,37.23808,present
North Giziga,nort3047,10.6755,14.219,present
Takuu,taku1257,-4.773094,157.032085,present
Panamint,pana1305,36.0007,-117.901,present
Gants,gant1244,-5.28113,144.771,present
Bambassi,bamb1262,9.82554,34.6522,present
Mian,mian1256,-4.70881,141.523,present
Fipa,fipa1238,-7.88963,31.3442,present
Kosraean,kosr1238,5.31,162.98,present
South-Central Koongo,koon1244,-5.57722,14.4771,present
Yareba,yare1248,-9.50651,148.605,present
Khroskyabs,guan1266,31.5655,101.928,present
Rapanui,rapa1244,-27.113,-109.342,present
Baure,baur1253,-13.61,-63.68,present
Ibatan,ibat1238,18.9398,121.909,present
Susu,susu1250,10.4046,-13.3628,present
Tahitian,tahi1242,-17.6485,-149.45,present
Rerep,rere1240,-16.2934,167.651,present
Iduna,idun1242,-9.34361,150.24,present
Akateko,west2635,15.5932,-91.8421,present
Galician,gali1258,42.2446,-7.5343,present
Northern Paiute,nort2954,40.0799,-119.536,present
Apinayé,apin1244,-6.10774,-47.6315,present
Furu,furu1242,4.485,20.6448,present
Quapaw,quap1242,36.9471,-94.6634,present
Humburi Senni Songhay,humb1243,15.2948,-1.69301,present
Saaroa,saar1237,23.2632,120.711,present
Sierra Negra Nahuatl,sier1248,18.45,-96.9,present
Dusner,dusn1237,-2.73859,134.391,present
Anuak,anua1242,7.57714,34.0267,present
Masbatenyo,masb1238,12.21453,123.63579,present
Gheg Albanian,gheg1238,42.317,21.3837,present
Catalan,stan1289,41.453,1.569,present
Degema,dege1246,4.73373,6.80991,present
Kankanaey,kank1243,16.8548,120.689,present
Central Bontoc,cent2292,17.08,120.92,present
Niuean,niue1239,-19.06,-169.86,present
Dumbea,dumb1241,-22.0947,166.531,present
Merei,mere1242,-15.2839,166.905,present
Bafut,bafu1246,6.14153,10.1194,present
Ata Manobo,atam1240,7.7789,125.499,present
Romansh,roma1326,46.5538,9.92812,present
Bambam,bamb1270,-3.02759,119.201,present
Fijian,fiji1243,-18,178.33,present
Bandial,band1340,12.5258,-16.4245,present
Glavda,glav1244,11.1334,13.8652,present
Breton,bret1244,48.2452,-3.78934,present
Dyula,dyul1238,10.4536,-4.72007,present
Mandinka,mand1436,12.8165233333,-15.6539466667,present
Guruntum-Mbaaru,guru1271,9.87332,10.162,present
Kusaghe-Njela,kusa1251,-8.04056,157.463,present
Eastern Subanen,east2694,8.2475,123.5234,present
Avatime,avat1244,6.8688,0.41314,present
Southern Cook Island Maori,raro1241,-21.23,-159.78,present
Natchez,natc1249,31.75,-91.33,present
Kenga,keng1240,11.6816,18.1464,present
Kotiria,guan1269,1.07554,-69.5705,present
Luangiua,onto1237,-5.49029,159.701,present
Yue Chinese,yuec1235,23,113,present
Fe'fe',fefe1239,5.18158,10.1442,present
Mandara,mand1440,-2.7828,151.956,present
Koromira,koro1313,-6.39399,155.742,present
Tondi Songway Kiini,tond1249,15.262989,-2.816163,present
Jukun Takum,juku1254,7.20236,10.2576,present
Northern Subanen,nort2885,8.5232,123.588,present
Italian,ital1282,43.0464,12.6489,present
Samoan,samo1305,-13.92,-171.83,present
Choctaw,choc1276,32.25,-88.5,present
Cemuhî,cemu1238,-20.8489,165.13,present
Tuwuli,tuwu1238,7.31095,0.38008,present
Hausa,haus1257,11.1513,8.7804,present
Rennell-Bellona,renn1242,-11.6237,160.265,present
Selaru,sela1259,-8.18376,130.961,present
Cofán,cofa1242,0.276675,-77.0643,present
Quileute,quil1240,47.9106,-124.603,present
Nukuoro,nuku1260,3.84,154.975,present
Mori Atas,mori1269,-2.2555,121.035,present
Burji,burj1242,4.44624,38.4646,present
Kumbainggar,kumb1268,-29.8189,152.913,present
Iquito,iqui1243,-3.31233,-73.97046,present
Cupeño,cupe1243,33.3148,-116.515,present
Odia,oriy1255,21,85,present
Mangarrayi,mang1381,-14.8,133.5,present
Jambi Malay,jamb1236,-2.6469,103.13,present
Talaandig-Binukid,binu1244,8.15933,124.892,present
Eastern Pomo,east2545,38.5647,-122.586,present
Coeur d'Alene,coeu1236,47.2958,-116.715,present
Yaaku,yaak1241,0.46863,37.1008,present
Marovo,maro1244,-8.37943,157.747,present
Tsamai,tsam1247,5.3097,36.9139,present
Komi-Permyak,komi1269,59.6602,54.7959,present
Yakoma,yako1252,4.1651,22.1702,present
Ancient Hebrew,anci1244,31.7761,35.1725,present
Ibaloi,ibal1244,16.4263,120.695,present
Sukuma,suku1261,-3.16082,32.8765,present
Sanaani Arabic,sana1295,15.6552,44.8412,present
Nopala Chatino,nopa1235,16.0954,-97.1339,present
Epena,epen1239,4.25877,-77.3566,present
Malgwa,malg1251,11.77,13.61,present
Mon,monn1252,15.49394,98.122465,present
Nyulnyul,nyul1247,-16.9129,122.851,present
Mailu,mail1248,-10.3657,149.521,present
Cocos Islands Malay,coco1260,-12.193342,96.833679,present
Western Frisian,west2354,53.143,5.86091,present
Ga,gaaa1244,5.65488,-0.18598,present
Nuclear Western Fijian,nucl1487,-18.134562,177.538969,present
Ma'anyan,maan1238,-2.1239,115.092,present
Kéo,keoo1238,-8.8704,121.256,present
Banda-Bambari,band1344,6.21563,20.9827,present
Abé,abee1242,5.59682,-4.38497,present
Ami,amii1238,-13.5573,130.04,present
Mlabri,mlab1235,18.5533,101.163,present
