name,address,longitude,latitude,description,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Юртовская сельская библиотека – филиал № 35,"Респ Татарстан,р-н Мензелинский,п Юртово,ул Дорожная,д 1А",53.044772,55.70671,"Библиотека находится в просторном здании начальной школы, которое было построено в 2006 году. После открытия привезли около 3 000 книг из центральной библиотеки и из некоторых старых деревень. С каждым годом книжный фонд увеличивается, в настоящее время насчитывает более 5 000 экземпляров. Количество читателей – 357 человек, посещений – 3 763. В Юртовской сельской библиотеке сложилась определенная схема взаимодействия с организациями и детскими учреждениями, основанная на партнерстве и сотрудничестве (составлены совместные планы и договоры о сотрудничестве). Постоянными партнерами являются Юртовский дом культуры, школа и детский сад. Сотрудничество с детскими учреждениями подтверждает востребованность библиотеки, повышает ее престиж в общественной жизни села.",2021-04-27T12:17:24Z,2023-02-21T11:10:32Z,08:00:00,14:00:00,08:00:00,14:00:00,08:00:00,14:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Татарско-Сарсазская сельская библиотека – филиал № 28,"Респ Татарстан,р-н Чистопольский,д Татарский Сарсаз,ул Зеленая,д 22",50.818989,55.247698,"По словам старожилов, в 1933 году в пустующем доме раскулаченного сельчанина открыли избу-читальню, в которой работала Жихан апа. Она сама собирала книги. Так как в то время не все умели читать, Жихан апа собирала людей в избу-читальную и учила их. В годы Великой Отечественной войны избу-читальную закрыли, только изредка Жихан апа открывала ее, и женщины вместе читали письма, пришедшие с фронта. Сегодня здесь уделяется большое внимание молодежи села, студентам, специалистам сельского хозяйства. В библиотеке совместно с отделом социальной защиты организован клуб «Акчарлак». Его посещают пенсионеры села, которые находятся под патронажном социальных работников. В библиотеке зарегистрирован 471 читатель. Из них 127 – дети школьного возраста. Число посещений всего – 6 745 человек. Число экземпляров книжного фонда на конец 2020 года составляет 11 015. Всего выдано книг – 9 861, в том числе для детей – 5 051.",2021-03-24T11:42:41Z,2023-01-27T13:05:33Z,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,15:00:00,,
Верхнекибякозинская сельская библиотека,"Респ Татарстан,р-н Тюлячинский,с Верхние Кибя-Кози,ул Ленина,д 31",50.153832,55.977964,"Верхнекибякозинская сельская библиотека начала свою деятельность в 1935 году. В настоящее время постоянно обслуживаются 321 читатель. Библиотека обслуживает и жителей деревни Трюк-Тямти, там работает пункт выдачи книг. Книжный фонд библиотеки – 6 464 экземпляра, приходят по подписке 8 наименований газет, 10 наименований журналов. Библиотека работает в тесном контакте с сельским Домом культуры, школой и детским садом. В настоящее время в библиотеке работают объединения: «Театр сөючеләр», «Чордашлар». Главное направление деятельности – заинтересовать читателей, активизировать участие жителей села Верхние Кибякози и, в первую очередь, молодежи, в изучении истории своей малой Родины.",2021-05-20T13:06:48Z,2023-02-02T06:47:08Z,,,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00
Айшиязская сельская библиотека,"Респ Татарстан,р-н Атнинский,д Айшияз,ул Школьная,д 1",49.319997,56.287392,"Библиотечное дело в деревне Айшияз начало формироваться в 1923 году в читальной избе богача Амирхана. Изба-читальня стала культурно-просветительным центром. В 1947 году ее стали называть библиотекой.Нынче библиотека расположена в здании Айшиязского сельского клуба. Книжный фонд насчитывает около 5 000 экземпляров книг. Ежегодно услугами библиотеки пользуется около 280 пользователей. Учреждение обслуживает 351 человека в 3 деревнях: Айшияз, Каенсар и Нуртяк. Библиотека организовывает и проводит культурно-массовые мероприятия по продвижению книги и чтения в своих помещениях, а также мероприятия на свежем воздухе, приуроченные к разным праздникам.",2022-01-06T12:14:06Z,2023-08-18T05:22:50Z,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,,
Каркалинская сельская библиотека – филиал № 11,"Респ Татарстан,р-н Лениногорский,с Каркали,ул Советская,д 93",52.1926382883606,54.5056762435508,"Каркалинская сельская библиотека открылась в 1957 году. Она размещалась в деревянном здании с печным отоплением. Фонд включал 5 469 экземпляров книг. Первым библиотекарем была А. Х. Асадуллина. С 1982 года библиотекарем работала А. Н. Хасаншина. Сегодня Каркалинская сельская библиотека – филиал № 11 занимает 30 кв. м здания Дома культуры, ведет индивидуальную и массовую работу по библиотечному обслуживанию населения села Каркали, а также малонаселенного пункта Тукмак. Обслуживает читателей библиотекарь В. П. Кашапова. Фонд – более 14 000 экземпляров книг. В библиотеке сформировался постоянный состав пользователей – более 600 человек. Для взрослых читателей представлена литература по отраслям знаний, зарубежная и русская классика, газеты и журналы. Для детей и молодежи есть книги по школьной программе, для внеклассного чтения, популярные издания. Большое внимание уделяется привлечению детей и подростков к чтению литературы патриотической тематики. Работа ведется в тесном сотрудничестве с клубом, местным самоуправлением, школой и детским садом. Библиотека оборудована компьютером и оргтехникой.",2021-04-08T10:37:54Z,2023-02-20T13:29:21Z,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,,
Поповская сельская библиотека – филиал № 28,"Респ Татарстан,р-н Бавлинский,с Поповка,ул Центральная,зд 14",53.240308,54.188987,"В 1921 году политический ссыльный Петр Гущин создал библиотеку в здании земской школы села Поповка. В 1974 году из здания старой церкви библиотека переехала в здание нового сельского Дома культуры.На сегодняшний день библиотека является социально-культурным центром на селе, работает в тесном содружестве с сельским Домом культуры, школой, детсадом. Основные направления работы библиотеки – краеведение, правовое и нравственное воспитание населения. Большое внимание уделяется привлечению к чтению детей. Работа с детским садом ведется по целевой программе «Вместе с книгой я расту», целью которой является познакомить детей с лучшими книгами, помочь формировать с детства читательские интересы и предпочтения, развивать способности ребенка. С 2016 года в библиотеке работает клуб по интересам для детей «ЧИПС», который объединяет 20 детей 7–12 лет. Активно продолжает свою работу по возрождению обрядов и традиций русского народа краеведческий клуб по интересам «Сельчаночка», который активно посещают 15 человек. Проводятся различные мероприятия: тематические вечера, краеведческие чтения, фольклорные посиделки, детские праздники. Интересное и познавательное здесь находят для себя и стар, и млад.Фонд библиотеки составляет 12 487 экземпляров книг, ее посещает более 600 читателей, среди которых дети, родители, подростки, юношество, пенсионеры и другие слои населения.",2021-04-15T10:34:10Z,2023-02-21T11:14:29Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Старо-Шигалеевская сельская библиотека – филиал № 19,"Респ Татарстан,р-н Пестречинский,с Старое Шигалеево,ул Центральная,зд 45",49.499759,55.823039,"Старо-Шигалеевская сельская библиотека была основана в 1938 году.Фонд включает в себя 7 044 экз. книг и журналов. Ежегодно он пополняется новыми изданиями. В библиотеке ведется активная работа по патриотическому, духовно-нравственному, экологическому, эстетическому воспитанию. Большое внимание уделяется краеведческой и волонтерской деятельности. Основная группа читателей – дети, подростки, работающая молодежь, люди с ограниченными возможностями здоровья, домохозяйки, пенсионеры и другие категории читателей. Почти ежедневно для них проводятся культурно-массовые мероприятия. Библиотека рада каждому новому пользователю!",2022-02-17T05:24:47Z,2023-01-27T14:24:34Z,08:00:00,18:00:00,08:00:00,17:00:00,08:00:00,18:00:00,08:00:00,17:00:00,08:00:00,18:00:00,08:00:00,18:00:00,,
Малоцильнинская сельская библиотека,"Респ Татарстан,р-н Дрожжановский,с Малая Цильна,ул Крупской,д 2",47.870952,54.766796,"Малоцильнинская сельская библиотека начала свою работу в 1936 году. В настоящее время фонд составляет 11 000 книг. Количество посетителей – 1 200 человек. Ведется работа по передвижке, оборудовано автоматизированное рабочее место «Книговыдача» по системе «Руслан». Библиотека ведет деятельность по таким направлениям, как: экологическое просвещение; патриотическое воспитание; пропаганда здорового образа жизни; нравственно-эстетическое воспитание; краеведение; правовое воспитание. Большое внимание уделяется работе с семьями. Библиотека охватывает своей деятельностью все социальные группы жителей села, помогая им найти ответы на всевозможные вопросы.",2021-04-15T09:41:46Z,2023-02-22T08:58:33Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,14:00:00,,
Шадкинская сельская библиотека,"Респ Татарстан,р-н Тюлячинский,с Шадки,ул Ленина,д 2",50.2073825933369,55.7205277244599,"Шадкинская сельская библиотека основана в 1939 году. На сегодняшний день книжный фонд насчитывает 9 835 экз., количество посетителей – 630 человек. Шадкинская сельская библиотека работает со всеми слоями населения. Методы привлечения населения к чтению – это вся работа библиотеки. Библиотека обладает богатым фондом справочной и энциклопедической литературы, тесно работает со своим населением и всегда учитывает их интересы. Библиотекарь Галимуллина К. Х. ведет широкую работу по привлечению учащихся, студентов, работающей и неработающей молодежи. Особое внимание уделяется не читающей и мало читающей молодежи, так называемой группы риска. Для знакомства с лучшими произведениями литературы используются многообразные формы работы – беседы, встречи с писателями, поэтами, литературно-музыкальные вечера, способствующие развитию творческой активности читателей.",2021-05-20T16:46:23Z,2023-01-31T07:33:09Z,,,13:00:00,22:00:00,13:00:00,22:00:00,13:00:00,22:00:00,13:00:00,22:00:00,13:00:00,22:00:00,13:00:00,22:00:00
Княбашская сельская библиотека-филиал № 11,"Респ Татарстан,р-н Балтасинский,с Княбаш,ул Советская,д 9А",49.975696,56.330904,"Библиотека в селе Княбаш открылась в 1954 году. Работать стала Нурзия Нуриева. В 1969 году библиотеку приняла Каусария Галиахметова. Она получила звание «Заслуженный работник культуры РТ». В 2000 году в библиотеке начала работать Эндже Галиахметова.В настоящее время библиотека живет активной жизнью. Здесь проходят тематические мероприятия для различных категорий читателей. Библиотекарь проводит обзоры новых поступлений книг и журналов, приобщая население к книге и чтению. Параллельно ведется работа в онлайн-формате – в Instagram публикуется информация о писателях и поэтах.Фонд насчитывает 13 810 единиц. Количество посетителей – 5 982 человека.",2021-03-24T13:55:08Z,2023-02-21T14:42:03Z,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,,
Большеякинская библиотека – филиал № 21,"Респ Татарстан,р-н Зеленодольский,с Большие Яки,ул Школьная,д 1а",48.79548,56.020376,"В 1941 году впервые в Б. Яках открылась изба-читальня. В 50-х годах библиотека сменила несколько адресов. После централизации в 1978 году библиотека стала называться Большеякинская сельская библиотека – филиал № 21 Зеленодольской централизованной библиотечной системы, а в 1984 году библиотека переехала в новое помещение Дома культуры. С 1991 года по настоящее время заведующей является А. Ш. Закирова.Книжный фонд библиотеки составляет более 7 500 книг и журналов, а посещаемость – более 4 000 человек в год. В библиотеке проводятся культурно-массовые мероприятия, направленнные на популяризацию чтения.",2021-06-04T05:37:13Z,2023-02-21T13:42:53Z,,,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00
Чуракаевская сельская библиотека – филиал № 39,"Респ Татарстан,р-н Актанышский,с Чуракаево,ул Советская,д 69",53.866506,55.408654,"История Чуракаевской сельской библиотеки-филиал Изба-читальня была организована в деревне Чуракаево в 1938 году. Ее возглавляла Галявиева Савия. В 1960 году 13 августа библиотека открывается в новом здании. Мухаметшина Рашида, которая закончила Елабужский библиотечный техникум, возглавляла новую библиотеку. С 1961-1964 годах в библиотеке работала Кадирова Занфира. В 1964 году Багавиева Галия принимает библиотеку. В этом году инвентарем библиотеки были 3 стола, стулья, диван, железные книжные стеллажи, каталожный ящик. В 1973 году строится новое здание, теперь библиотека находится в одном здании с клубом. Багавиева Галия работала с 1964 по 1985 год. 1985-1987 библиотекой заведовали Агзамова Гульгина, Гафурова Миляуша. С 1987 года по сегодняшний день библиотеку возглавляет Мингазова Рима Инсафовна. В 2012 году в здании был сделан капитальный ремонт. Здание теперь является общественным центром, где находятся медпункт, почта, сельский совет, библиотека и клуб. Инвентарь библиотеки постоянно обогащается. В 2011 году за счет гранта в библиотеке появились компьютер, фотоаппарат, новые стенды. Также были приобретены проектор, ноутбук, экран. В библиотеке есть все условия для проведения различных мероприятии: вечеров, встреч с писателями, праздников. Так же есть условия для комфортного времяпровождения читателей.",2022-02-05T11:20:52Z,2023-02-21T06:36:26Z,08:00:00,21:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,21:00:00,08:00:00,16:00:00,,
Альшеевская сельская библиотека – филиал № 3,"Респ Татарстан,р-н Буинский,с Альшеево,ул Центральная,д 18А",48.279218002655,54.7554275901574,"Альшеевская сельская библиотека была основана в 1950 году. Первым библиотекарем стал Юнгеров Алексей Никанорович. В 1970 году библиотеку перевели в новое здание Дома культуры. В зоне обслуживания – три населенных пункта: с. Альшеево, д. Раково, д. Яскуль. Всего – 1 046 человек. Фонд библиотеки составляет 19 251 экземпляр. Здесь проводятся различные мероприятия для всех категорий посетителей. В настоящее время библиотека является тем учреждением, которое аккумулирует интересы широких слоев общества. Она сотрудничает с самыми различными учреждениями, организациями, движениями. Активно участвует в общественной жизни города, района и села, являясь основным центром информации.",2021-04-02T11:25:03Z,2023-02-02T12:27:02Z,,,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00
Красноключинская сельская библиотека-филиал № 23,"Респ Татарстан,р-н Нижнекамский,п Красный Ключ,ул Центральная,д 5",51.815796,55.682838,"Красноключинская сельская библиотека существует с 1957 года. Однако библиотека существовала в поселке и раньше. Стахеевы, будучи людьми образованными, имели прекрасную библиотеку. Старожилы села Красный Ключ вспоминали из рассказов своих родителей о Стахеевской библиотеке, жители села пользовались ею. В 1977 году библиотека разместилась под крышей местного Дома культуры. 1 сентября 2018 года у жителей поселка был большой повод для радости: библиотека распахнула свои двери после капитального ремонта. Библиотекари ведут работу по таким направлениям, как правовое, эстетическое, патриотическое, нравственное, экологическое воспитание, краеведение и др. При библиотеке работают клубы: «Берегиня» – для читателей старшего возраста, «Овация», который направлен на художественно-эстетическое развитие. Программа разработана для детей 7–14 лет. По отчетам 2020 года фонд библиотеки составляет 17 963 экземпляра книг, читателей – 1 385 человек, книговыдача составила 27 743 книги.",2021-05-19T08:43:02Z,2023-05-17T06:15:46Z,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,11:00:00,15:00:00
