creators,title,description,geoContext,minDate,maxDate,latitude,longitude
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Si(t)ai/Siteon Chiphas,"An ancient place, cited: BAtlas 89 C3 Si(t)ai/Siteon Chiphas",Ziyaret tepe,-2000,640,37.864169,40.989421
H. Bender,Kahl,"An ancient place, cited: BAtlas 12 C2 Kahl",Kahl,-30,640,50.068164,9.006723
"C. Foss, G. Reger, S. Mitchell",Hierakome/Hierokaisareia,"An ancient place, cited: BAtlas 56 F4 Hierakome/Hierokaisareia",near Sazoba,-330,640,38.756891,27.787742
A. Bernand,Schedia/Chaireon/Menelais?,"An ancient place, cited: BAtlas 74 C2 Schedia/Chaireon/Menelais?",Kom el-Gizah?,-330,2100,31.13965,30.192032
G.D. Woolf,Basilia,"An ancient place, cited: BAtlas 18 E2 Basilia",Basel SWI,-330,2100,47.5580285,7.586436
A. Bernand,Letopolis,Letopolis was an ancient Egyptian city. It served as the capital of the second nome of Lower Egypt.,Ausim,-750,640,30.1223455,31.1339825
E.W. Haley,Amallobriga/Abulobrica,"An ancient place, cited: BAtlas 24 F3 Amallobriga/Abulobrica",Desploblado de la Ermita (Tiedra)?,-750,640,41.501445,-4.999241
S.T. Parker,Thornia/Th(o)ana,"An ancient place, cited: BAtlas 71 B4 Thornia/Th(o)ana",Khirbet eth-Thuwana,-30,640,30.770346,35.717666
R.J.A. Wilson,Cittadella,"An ancient place, cited: BAtlas 47 G5 Cittadella","Cittadella, harbor settlement",-30,640,36.785333,15.088638
"I.E.M. Edlund Berry, A.M. Small",Matera,"Matera is an ancient settlement in the Basilicata region of Italy where human occupation is evident beginning from 9,000 years BP.",Matera,-750,640,40.668888,16.606281
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Seh Gubba,"An ancient place, cited: BAtlas 89 E4 Seh Gubba","Seh Gubba, IRQ",-30,640,36.857111,42.473241
"C. Haselgrove, J. Kunow",Nemetacum,Nemetacum was the principal center of the Atrebates.,Arras,-330,2100,50.2927655,2.7785859999999998
H. Bender,Mühltal,"An ancient place, cited: BAtlas 19 E2 Mühltal","Mühltal, GER",-30,640,47.838573,12.315641
"St J. Simpson, F. Hiebert, P.L. Kohl",Pir-i Surkh,"An ancient place, cited: BAtlas 98 C4 Pir-i Surkh","Pir-i Surkh, AFG",-30,640,34.070519,62.401033
"C. Foss, S. Mitchell",Aphrodisias,Aphrodisias was a Greek city located in Caria. It is notable especially for the state of its archaeological preservation. The site was inscribed on UNESCO's World Heritage List in July 2017.,"Geyre, Turkey (nearby)",-550,640,37.7085832624,28.7237779096
C. Foss,Herakleion,"An ancient place, cited: BAtlas 52 F3 Herakleion",Ereğli,300,640,40.70093,29.662955
W.V. Harris,Ocriculum,An ancient Umbrian city that became allied with Rome in 308 B.C.,Otricoli,-750,2100,42.412746,12.466611
S. Mitchell,[Korama],"An ancient place, cited: BAtlas 63 G4 [Korama]",Gereme Yayla,300,640,38.463376,35.2661605
P. Galliou,Alauna,"An ancient place, cited: BAtlas 7 E2 Alauna",Valognes,-30,2100,49.507826,-1.46282
R. Müller Wollermann,Kerkethoeris?,"An ancient place, cited: BAtlas 75 D2 Kerkethoeris?",Kom el-Khamsin,-330,640,29.099726,30.650186
E.N. Borza,Traianoupolis,"Traianoupolis in Thrace was re-founded on the site of Doriscus, a site that Darius the Great founded in 512 B.C.",Loutra Traianopolis?,-30,640,40.858827,26.0572495
"L. Quilici, S. Quilici Gigli",Fidenae,Fidenae was an ancient city of Latium.,Borgata Fidene,-750,640,41.982053,12.515431
E.W. Haley,Amaia,"An ancient place, cited: BAtlas 24 G2 Amaia",Peña Amaya,-750,640,42.6492328,-4.1720898
S. Mitchell,Borissos,"An ancient place, cited: BAtlas 63 E4 Borissos","perhaps Sofular, formerly Sorsovu",300,640,38.348831,34.442649
"M. Roaf, St J. Simpson",Sumaka,"An ancient place, cited: BAtlas 91 G4 Sumaka","Sumaka, Islamic Uskaf bani Junayd",-550,640,33.088406,45.036438
T. Drew Bear,Spore?,"An ancient place, cited: BAtlas 62 C3 Spore?",Pınarbaşı,-30,640,39.243112000000004,29.869114
"M. Šašel Kos, P. Kos",Salthua,"An ancient place, cited: BAtlas 20 F7 Salthua",Riječani YUG,-30,640,42.766414,18.653543
"A. Hausleiter, M. Roaf, R. Wenke",Yazd-i Khast,"An ancient place, cited: BAtlas 94 C2 Yazd-i Khast",Yazd-i Khast,-30,640,31.510974,52.124596
"David Braund, T. Sinclair",Boon,"An ancient place, cited: BAtlas 87 C3 Boon",Perşembe,-30,640,41.057078,37.776559
E.W. Haley,Mirobriga,"A celtiberian and subsequent Roman settlement at modern Ciudad Rodrigo in Salamanca, Spain.",Ciudad Rodrigo,-330,640,40.597188,-6.52277
S. Mitchell,Zeila,"An ancient place, cited: BAtlas 63 F4 Zeila","Özlüce, formerly Zile",-330,640,38.4594495,34.617916
A.S. Esmonde Cleary,Hardham,"An ancient place, cited: BAtlas 8 G4 Hardham",Hardham,-30,640,50.948553,-0.5249
J.J. Wilkes,S(...),"An ancient place, cited: BAtlas 21 B6 S(...)",Komino YUG,-30,640,43.477006,19.031361
A.S. Esmonde Cleary,Brampton,"An ancient place, cited: BAtlas 8 I2 Brampton",Brampton,-30,640,52.772982,1.289927
B. Isaac,Qasrawet,"An ancient place, cited: BAtlas 70 B4 Qasrawet","Qasrawet, EGY",-330,640,30.916609,32.81154
A.S. Esmonde Cleary,Ischalis?,"Ischalis? is mentioned by Ptolemy, but its precise location remains debated. One possible location is the 'Charterhouse Roman town' site, while another is at Gatcombe, Somerset.",Charterhouse-on-Mendip,-30,2100,51.305512,-2.698015
"H.S. Sivan, R.W. Mathisen",L’Impernal,"According to M. Labrousse, L'Impernal de Luzech is the site of an oppidum that may correspond to the site of Uxellodunum. The site covers approximately 8 to 10 ha and was abandoned by the early second century CE.","L’Impernal, Cm. Luzech",-330,640,44.4872375,1.2835464
J.J. Wilkes,Božica,"An ancient place, cited: BAtlas 49 E1 Božica","Božica, settlement and mine YUG",-30,640,42.643639,22.40981
P.O. Spann,Epora,"An ancient place, cited: BAtlas 27 A3 Epora",Montoro,-330,640,38.026033,-4.381896
R.B. Hitchner,Abbir Cella(e),"An ancient place, cited: BAtlas 32 E4 Abbir Cella(e)",Henchir-en-Naâm,-330,640,36.466607,9.844189
"E.M. Meyers, J.P. Brown",Roob,Site of an important Bronze Age and Iron Age city located in the Bet She'an Valley about 5 km south of Beit She'an and 3 km west of the Jordan River.,Rehov/Tell es Sarem ISR,-30,640,32.455839,35.497814
H. Bender,Lavant,"An ancient place, cited: BAtlas 19 E3 Lavant",Lavant,300,2100,46.7958345,12.8386875
E.W.B. Fentress,Untitled,"An ancient place, cited: BAtlas 31 F3 unnamed unlabeled (settlements)",settlements,-30,640,36.504635,6.670371
"M. Roaf, St J. Simpson",Karastel/Artemita?,"An ancient place, cited: BAtlas 91 F4 Karastel/Artemita?",Karastel,-330,640,33.88109,44.822085
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Turissa,"An ancient place, cited: BAtlas 25 H4 Turissa",Tossa de Mar,300,640,41.72016,2.932083
"C. Foss, G. Reger, S. Mitchell",Managros,"An ancient place, cited: BAtlas 56 B5 Managros","Managros, on Khios GRE",-750,640,38.226411,25.963128
H. Bender,Ergersheim,"An ancient place, cited: BAtlas 12 D3 Ergersheim",Ergersheim,-30,640,49.511879,10.328137
A.G. Poulter,Tomis,Tomis was founded as a Greek colony on the Black Sea coast ca. 600 B.C.,Constanţa,-550,2100,44.1728565,28.6497375
"I.E.M. Edlund Berry, A.M. Small",Barium,A city of the Peucetii that came under Roman control in the third century BC.,Bari,-750,1453,41.129222,16.870331
R.B. Hitchner,Civitas Furc(...),"An ancient place, cited: BAtlas 32 F3 Civitas Furc(...)",Henchir-Ben-Hassen,-30,640,36.803818,10.177525
"C. Foss, G. Reger, S. Mitchell",Sardis/Hyde?,Sardis was the capital of the Lydian Empire located in western Turkey. In 188 B.C. Sardis became a part of the Attalid kingdom and thus it passed with the territory of Attalus III to Rome in 133 B.C.,Sart,-1750,2000,38.488314,28.040286
"C. Foss, G. Reger, S. Mitchell",Ilium/Troia,An ancient city of northwest Anatolia with occupation ranging from the Bronze Age to the Roman period. Troy features as the central setting of Homer's Iliad.,Hisarlık,-3000,2100,39.9574380796,26.2385156164
A.G. Poulter,Apollonia Pontica/Sozopolis,"An ancient place, cited: BAtlas 22 E6 Apollonia Pontica/Sozopolis",Sozopol BUL,-550,640,42.420355,27.694272
J.J. Wilkes,Kučevo,"An ancient place, cited: BAtlas 21 D5 Kučevo","Kučevo, settlement and mine YUG",-30,640,44.470913,21.666959
"M. Roaf, E.J. Keall",Hecatompylos?/Komish/[(Shahr-i) Qumis],Hecatompylos? was an ancient city in Iran that served as the capital of the Parthian Arsacid dynasty by 200 BC. Alexander passed through in 330 BC and the city eventually became part of the Seleucid empire and later a capital of the Parthian empire.,Shahr-i Qumis,-550,640,35.9610935,54.0382895
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Elusa,"An ancient place, cited: BAtlas 25 F2 Elusa",Eauze FRA,-30,2100,43.861601,0.102529
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Tell Hugna,"An ancient place, cited: BAtlas 89 E4 Tell Hugna","Tell Hugna, IRQ",-330,640,36.559167,42.558611
R.J.A. Wilson,Thermae Himeraeae,"An ancient place, cited: BAtlas 47 D3 Thermae Himeraeae",Termini Imerese,-550,2100,37.9851965,13.6962535
R.B. Hitchner,Bennafa,"An ancient place, cited: BAtlas 33 F4 Bennafa",La Skhira,-30,640,34.301014,10.066684
S. Mitchell,Mallos/Antiochia ad Pyramum,Mallos/Antiochia ad Pyramum was an ancient coastal city of Cilicia.,near Kızıltâhta,-330,640,36.756188,35.4852
C. Foss,Hebdomon,"An ancient place, cited: BAtlas 53 A3 Hebdomon",Bakırköy,300,640,40.976033,28.876487
S.E. Kroll,Ardabil,[Ardabil] was an ancient city in Iranian Azerbaijan.,Ardabil,-2000,2100,38.24647,48.295051
E.N. Borza,Nike,"An ancient place, cited: BAtlas 51 H1 Nike",Havsa TKY,-30,640,41.594606,26.852251
E.W.B. Fentress,Diana Veteranorum,Diana Veteranorum was a vicus in Numidia founded for veterans of Legio III Augusta. It became a municipium in A.D. 162.,Zana,-30,640,35.7798225608,6.07746431754
S.E. Sidebotham,Deir Umm Diqal,"An ancient place, cited: BAtlas 78 C4 Deir Umm Diqal",Deir Umm Diqal,-30,640,26.785894,33.470835
M. Drew Bear,Psothis,"An ancient place, cited: BAtlas 77 D1 Psothis",Ibshada Bahari,-30,640,27.843031,30.740293
"J. Bennet, G. Reger",Leben,"An ancient place, cited: BAtlas 60 C3 Leben",Lentas,-330,640,34.933931,24.925981
D.J. Mattingly,Ausigda?,"An ancient place, cited: BAtlas 38 C1 Ausigda?","Gasr Disa, Ain Giargiarummah",-330,640,32.783311,21.416695
R.B. Hitchner,Tegla,"An ancient place, cited: BAtlas 32 G3 Tegla",Barrington Atlas grid 32 G3,-30,640,36.959233,10.847646
"E.M. Meyers, J.P. Brown",Nazareth,"An ancient place, cited: BAtlas 69 B4 Nazareth",Nazareth ISR,-330,640,32.701029,35.300148
B. Isaac,Ephraim/Apheraima,"An ancient place, cited: BAtlas 70 G2 Ephraim/Apheraima",et Tayyibe WBK,-330,640,31.954665,35.299196
"I.E.M. Edlund Berry, A.M. Small",Cerilli,"An ancient place, cited: BAtlas 46 C2 Cerilli",Cirella,-330,640,39.715625,15.810335
"C. Haselgrove, J. Kunow",Castellum Menapiorum,"An ancient place, cited: BAtlas 11 C2 Castellum Menapiorum",Cassel,-30,640,50.799218,2.486896
"P. Kos, M. Šašel Kos",Bassiana,"An ancient place, cited: BAtlas 20 D2 Bassiana",Sárvár HUN,-30,640,47.254062,16.935227
"J.P. Brown, E.M. Meyers",Ginai(a)/Gema,"An ancient place, cited: BAtlas 69 B5 Ginai(a)/Gema",Jenin ISR,-30,640,32.461848,35.302465
"J.P. Brown, P.-L. Gatier",Aueria/Euareia,"An ancient place, cited: BAtlas 68 D5 Aueria/Euareia",Hauwarin,-30,640,34.3077,37.100931
"C. Foss, G. Reger",Antimachia,An ancient settlement on the island of Kos.,"Antimakhia, on Kos GRE",-750,640,36.815804,27.092059
"T. Sinclair, David Braund",Kabeira/Neocaesarea/Diospolis/Sebaste/Hadriane,"An ancient place, cited: BAtlas 87 B4 Kabeira/Neocaesarea/Diospolis/Sebaste/Hadriane",Niksar,-330,640,40.5892125,37.0201215
R.J.A. Wilson,Giarranauti,"An ancient place, cited: BAtlas 47 F4 Giarranauti","Giarranauti, agricultural village",300,640,37.131091,15.01171
"T. Sinclair, David Braund",Thermai Phazemoniton,"An ancient place, cited: BAtlas 87 A4 Thermai Phazemoniton",Havza,-330,640,40.986213,35.660954
"J.P. Brown, E.M. Meyers",Tell Miske,"An ancient place, cited: BAtlas 69 B5 Tell Miske","Tell Miske, WBK",-30,640,32.234897,35.392385
R. Müller Wollermann,Palosis,"An ancient place, cited: BAtlas 75 D3 Palosis",Bilhasa,-30,640,28.675965,30.798219
"J. Bennet, G. Reger",Biannos,"An ancient place, cited: BAtlas 60 D2 Biannos",Ano Viannos: Khorakia,-750,640,35.060832,25.402881
S. Loseby,Magalona,"An ancient place, cited: BAtlas 15 B2 Magalona",Maguelone,300,640,43.514715,3.882631
"M. Roaf, St J. Simpson",Tell Shaddada,"An ancient place, cited: BAtlas 91 B1 Tell Shaddada","Tell Shaddada, W Habur R. SYR",-720,640,36.054146,40.724773
"J. Bennet, G. Reger",Hierapytna,"An ancient place, cited: BAtlas 60 E2 Hierapytna",Ierapetra,-750,640,35.0095285,25.7387505
M. Drew Bear,Koussai/Koskam,"An ancient city of Egypt on the west bank of the Nile, known as Qis or Kis in Egyptian, Cusae or Kusai in Greek. The modern associated location id El Qusiya.",el Qusiya,-330,640,27.438183,30.817991
B. Isaac,Ziph,"An ancient place, cited: BAtlas 70 G3 Ziph",Khirbet Zif WBK,-30,640,31.478252,35.140514
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",KS75,"An ancient place, cited: BAtlas 93 E1 KS75",KS75,-330,640,32.101628,48.443621
"C. Haselgrove, J. Kunow",Rimburg,"An ancient place, cited: BAtlas 11 G2 Rimburg","Rimburg, GER",-30,640,50.916747,6.086778
S.E. Kroll,Shad Shapur,"An ancient place, cited: BAtlas 90 F4 Shad Shapur",Qazvin?,-1200,2000,36.266819,50.003811
"R.W. Mathisen, H.S. Sivan",Ambaciacum,"An ancient place, cited: BAtlas 14 G3 Ambaciacum",Ambazac,-30,640,45.955991,1.399235
R.B. Hitchner,Coreva,"An ancient place, cited: BAtlas 32 D3 Coreva",Henchir-ed-Dermoulia,-330,640,36.508717,9.4691485
C. Foss,Sykai/Ioustinianai/Ioustinianoupolis,"An ancient place, cited: BAtlas 53 A2 Sykai/Ioustinianai/Ioustinianoupolis",Galata,-30,640,41.023019,28.972982
J.J. Wilkes,Grizilevci,"An ancient place, cited: BAtlas 49 E1 Grizilevci","Grizilevci, settlement and mine MAC",-30,640,42.017752,22.176757
A.S. Esmonde Cleary,Irchester,"At Irchester, a Roman settlement that is superimposed over an Iron Age settlement has been discovered. The first Roman settlement may have been the ficus of a Claudian fort (ca. A.D. 43). The settlement endured until the fifth century A.D.",Irchester,-30,640,52.2908415,-0.6572221
D. Rupp,Ardana,"An ancient place, cited: BAtlas 72 D2 Ardana","Ardana, CYX",-750,640,35.321989,33.904939
"J.P. Brown, E.M. Meyers",Quneitra,"An ancient place, cited: BAtlas 69 C3 Quneitra","Quneitra, SYR",-30,640,33.123693,35.824774
S.L. Dyson,Tibula?,"An ancient place, cited: BAtlas 48 B1 Tibula?",S. Teresa di Gallura,-30,640,41.240022,9.184759
W.V. Harris,Clusium,"Clusium, the Etruscan Clevsin (modern Chiusi), was a major city of Etruria. Lars Porsena was a sixth century B.C. king of Clusium.",Chiusi,-750,2100,43.016367,11.9487025
"C. Foss, S. Mitchell",Apollonia/Mordiaion/Sozopolis,"An ancient place, cited: BAtlas 65 D1 Apollonia/Mordiaion/Sozopolis",Uluborlu,-330,640,38.0757215,30.46384
C. Foss,Oxinas,"An ancient place, cited: BAtlas 86 B2 Oxinas",Oksina?,-30,640,41.407123,31.674661
D.J. Mattingly,Zacazama,"An ancient place, cited: BAtlas 37 D2 Zacazama",Ras Ben Gauuad,-30,640,30.792652,18.068427
David Braund,Lampas,"An ancient place, cited: BAtlas 23 H4 Lampas",Biyuk-Lambat,-330,640,44.601117,34.34999
"C. Foss, S. Mitchell",Araxa,"An ancient place, cited: BAtlas 65 B4 Araxa",Ören,-330,640,36.7513153333,29.3837026667
"M. Roaf, St J. Simpson",Tell Khan al-Legleg,"An ancient place, cited: BAtlas 91 E3 Tell Khan al-Legleg",Tell Khan al-Legleg,300,640,34.934376,43.523171
"C. Foss, S. Mitchell",Karoura,"An ancient place, cited: BAtlas 65 A2 Karoura",Tekke,-30,640,37.940338,28.822929
jbecker,"Coriglia, Castel Viscardo",An Etrusco-Roman settlement.,NA,-750,640,42.7753423349,12.0215283327
David Braund,Ashamba 2,"An ancient place, cited: BAtlas 84 D4 Ashamba 2","Ashamba 2, W Gelendzhik",-330,640,44.593749,38.008216
N. Purcell,Atina,Atina was a Volscian settlement located at the source of the river Melpis. Atina was located on the via Latina between Casinum and Sora.,Atina,-330,640,41.6207105927,13.7971679209
D. Rupp,Melandryna,"An ancient place, cited: BAtlas 72 D2 Melandryna","Melandryna, Akanthou/Panagia Pergaminiotissa CYX",-330,640,35.408861,33.778672
E.N. Borza,Doljani,"An ancient place, cited: BAtlas 50 B1 Doljani","Doljani, fortified settlement MAC",-30,640,41.720712,22.196451
W.V. Harris,Velzna/*Volsinii Veteres/Urbiventus,"Volsinii Veteres was one of the most powerful and important cities of Etruria, as it was the location of the important federal sanctuary located at the Fanum Voltumnae.",Orvieto,-750,2100,42.716449,12.111566
"J. Fossey, J. Morin",Nea Pleuron,"Second site of the ancient Greek city of Pleuron, built after the destruction of the original location in the 3rd century BCE. This second site boasts significant excavated remains and is located on the southern slope of Mount Aracynthus near modern Kato Retsina.",Kato Retsina,-750,640,38.4152221307,21.4093828688
M.U. Erdosy,Hendala,"An ancient place, cited: BAtlas 5 inset Hendala","Hendala, SRI",300,640,6.972562,79.873839
"J. Fossey, J. Morin",Akyphas/Pindos,A town that was part of the tetrapolis of Doris in ancient Greece.,Pyrgos,-750,640,38.685487,22.379868
"E.M. Meyers, J.P. Brown",Gabatha,"An ancient place, cited: BAtlas 69 B4 Gabatha",Gevat/Jebata ISR,-30,640,32.672541,35.218648
"E.M. Meyers, J.P. Brown",Sogane,"An ancient place, cited: BAtlas 69 C4 Sogane",el Yahudiye SYR,-30,640,32.927343,35.691236
E. Bertrand,Augusta,"An ancient place, cited: BAtlas 17 E4 Augusta",Aouste-sur-Sye,-30,640,44.715501,5.05726
D.J. Mattingly,Settlement near Magrusa,An ancient settlement near modern site of Magrusa,NA,-330,640,30.944599,14.197815
S.L. Dyson,Castelsardo,"An ancient place, cited: BAtlas 48 A2 Castelsardo",Castelsardo,-30,640,40.912809,8.713337
W.V. Harris,Interamnia Praetuttiorum,Originally a settlement of the Praetuttii located at the confluence of the rivers Tordino and Vezzola (modern Teramo).,Téramo,-750,2100,42.661254,13.698507
A.S. Esmonde Cleary,Durolitum,"The site of a Romano-British Settlement is located at Little London, Chigwell. The site is located above the flood plain of the River Roding.",Chigwell,-30,640,51.558448,-0.006928
R.J.A. Wilson,Hybla Heraia,"Hybla Heraia (modern Ragusa) was an indigenous center of ancient Sicily that came into contact with Greek and, later, Roman and Byzantine cultures.",Ragusa Ibla,-750,2100,36.9266329,14.7472493
W.V. Harris,Mola di Monte Gelato,An ancient settlement 30 km north of Rome that was excavated from 1986-90. An imperial villa existed on the site up until the third century AD.,Mola di Monte Gelato,-330,640,42.183716,12.378602
"M. Roaf, St J. Simpson",Tell al-Rishayd,"An ancient place, cited: BAtlas 91 F5 Tell al-Rishayd",Tell al-Rishayd,-330,640,32.748277,44.768898
D. Rupp,Davlos,"An ancient place, cited: BAtlas 72 D2 Davlos","Davlos, CYX",-30,640,35.420485,33.894478
"M. Roaf, St J. Simpson",Bustan,"An ancient place, cited: BAtlas 91 F4 Bustan",Bustan,-30,640,33.070192,44.582764
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",Tell Nahr 'Umar,"An ancient place, cited: BAtlas 93 D3 Tell Nahr 'Umar","Tell Nahr 'Umar, IRQ",-330,640,30.772672,47.62361
"Jr., F.H. Stanley, R.C. Knapp",Serpa,"An ancient place, cited: BAtlas 26 C4 Serpa",Serpa POR,-30,2100,37.940797,-7.593028
R.B. Hitchner,Sidi N'sir,"An ancient place, cited: BAtlas 32 D3 Sidi N'sir",Sidi N'sir,-30,640,36.894393,9.443916
"R.W. Mathisen, H.S. Sivan",Luciliacus,"An ancient place, cited: BAtlas 14 G1 Luciliacus",Luzillé?,300,640,47.261699,1.060398
"R.W. Mathisen, H.S. Sivan",Levet,"An ancient place, cited: BAtlas 14 H2 Levet",Levet,-30,640,46.924185,2.407316
E.W.B. Fentress,Jemmapes,"An ancient place, cited: BAtlas 31 G3 Jemmapes","Jemmapes, walled settlement",-30,640,36.740541,7.107983
"P.-L. Gatier, T. Sinclair",*Tilokbarina,"An ancient place, cited: BAtlas 67 D4 *Tilokbarina",Tell Aqibrin SYR,-30,640,36.188293,36.807792
"I.E.M. Edlund Berry, A.M. Small",Temesa/Tempsa,"An ancient city located on the west coast of Bruttium, just north of the Gulf of Hipponium.",Nocera Tirinese/Piano della Tirena,-750,640,39.036454,16.159633
D.J. Mattingly,Darnis,"An ancient place, cited: BAtlas 38 D1 Darnis",Derna,-750,2100,32.7660775,22.6404775
G. Wagner,Qasr Nessima,"An ancient place, cited: BAtlas 79 D3 Qasr Nessima",Qasr Nessima,-30,640,25.325546,30.548646
T.W. Potter,Ala Miliaria/Tigit,"An ancient place, cited: BAtlas 29 F1 Ala Miliaria/Tigit",Bénian,-30,640,35.099704,0.250236
T. Drew Bear,Pessinous/Iustinianoupolis,"An ancient city of Asia Minor, today Ballıhisar in Turkey.",Ballıhisar,-330,2100,39.3328818668,31.5835606226
M.U. Erdosy,Matara,"A modern city of Sri Lanka whence a hoard of ancient coins (now in the British museum) that included locally minted, late Roman imitations.","Matara, SRI",300,640,5.952062,80.510826
H. Bender,Cambodunum (Raetia),Cambodunum was a Celtic settlement of Raetia. A Roman presence began under Tiberius (first century AD) when a Roman garrison was stationed at the site.,Kempten GER,-330,2100,47.727498,10.326578
"J.P. Brown, E.M. Meyers",Salamanestha,"An ancient place, cited: BAtlas 69 E4 Salamanestha",Sala SYR,-30,640,32.647713,36.775272
M. Euzennat,Sala,"In and around the area where the Islamic-era cemetery of Chellah now lies in modern Rabat, Morocco, a Phoenician and Carthaginian settlement developed. The Roman colony of Sala was eventually established there.",Chellah/Rabat,-330,2100,34.006821,-6.821498
"J.P. Brown, P.-L. Gatier",(H)Emesa,"An ancient place, cited: BAtlas 68 C4 (H)Emesa",Homs,-1200,2000,34.7376565,36.719319
E.W.B. Fentress,*Vanisnesi,"An ancient place, cited: BAtlas 31 B4 *Vanisnesi",Oum Sekak,-30,640,36.194285,4.786161
"M. Roaf, St J. Simpson",Lashom,"An ancient place, cited: BAtlas 91 F2 Lashom",about 7.5 miles SW Ta'uk,300,640,35.05958,44.351671
H. Bender,Sulzbürg,"An ancient place, cited: BAtlas 12 E3 Sulzbürg",Sulzbürg,300,640,49.180313,11.413478
B. Isaac,Raphia,"An ancient place, cited: BAtlas 70 E3 Raphia",Tell es Sheikh Suleiman,-720,640,31.290688,34.242503
E.N. Borza,Tiberia,"An ancient place, cited: BAtlas 50 C2 Tiberia",Strumica? MAC,-30,640,41.407323,22.652189
J.J. Wilkes,Prisat,"An ancient place, cited: BAtlas 49 D2 Prisat","Prisat, settlement and quarry MAC",-30,640,41.428597,21.600576
N. Purcell,Calatia,"An ancient place, cited: BAtlas 44 F3 Calatia",S. Giacomo delle Galazze,-750,640,41.044283,14.3562465
"J.P. Brown, E.M. Meyers",Surman,"An ancient place, cited: BAtlas 69 C3 Surman","Surman, SYR",-330,640,33.092103,35.844208
