language,glottocode,latitude,longitude,value
Maithili,mait1250,26.3817,86.2211,absent
Thangmi,than1259,28.7554,85.7657,absent
Panytyima,pany1241,-22.7816,118.723,absent
Shambala,sham1280,-4.8,38.29,absent
Aekyom,aeky1238,-5.88478,141.532,absent
Maykulan,mayk1239,-20.4352,140.481,absent
Mwera (Chimwera),mwer1248,-9.75639,38.8762,absent
Narom,naro1251,4.42115,114.011,absent
Achuar-Shiwiar,achu1248,-2.82646,-77.2641,absent
Eastern Kayah,east2342,19.8939,98.3359,absent
Southern Pashto,sout2649,37.17,68.25,absent
Konai,kona1242,-5.66011,142.069,absent
Bekwarra,bekw1241,6.73737,8.86489,absent
Azha,azha1235,23.9,104.15,absent
Seimat,seim1238,-1.2666667,144.25,absent
Kayan Lahwi,kaya1315,19.5183,97.4138,absent
Nyali,nyal1250,1.92098,30.0201,absent
Agob-Ende-Kawam,agob1244,-9.08521,142.532,absent
Riantana,rian1263,-7.50746,138.484,absent
Wolyamidi,woly1239,-15.557223,126.22155,absent
Pangwa,pang1287,-9.96782,34.8039,absent
Tainae,tain1253,-7.40306,145.682,absent
Cocama-Cocamilla,coca1259,-4.5,-74,absent
Forest Enets,fore1265,69.9829,88.2121,absent
Yavitero-Pareni,yavi1244,2.9248440000000002,-67.438886,absent
Woleaian,wole1240,7.37957,143.916,absent
Iban,iban1264,2.09041,112.934,absent
Kensiu,kens1248,5.98085,101.026,absent
Garo,garo1247,25.2954,90.462,absent
Para Naga,para1302,26.2072,95.1618,absent
Umbundu,umbu1257,-12.4763,14.4148,absent
Middle Watut,midd1327,-6.88249,146.399126,absent
Wiru,wiru1244,-6.35863,144.214,absent
Zimbabwean Ndebele,nort2795,-20.2513,27.4096,absent
Tibea,tibe1274,5.30535,11.3103,absent
Botolan Sambal,boto1242,15.2315,120.164,absent
Siksika,siks1238,49.0669,-113.109,absent
Francisco León Zoque,fran1266,17.3654,-93.3633,absent
Fasu,fasu1242,-6.62687,143.284,absent
Chamalal,cham1309,42.5024,45.995,absent
Kaulong,kaul1240,-6.08192,149.696,absent
Wuvulu-Aua,wuvu1239,-1.73938,142.851,absent
Idoma,idom1241,7.19139,7.71261,absent
Nomaande,noma1260,4.5893,10.9157,absent
Arop-Sissano,arop1242,-3.06984,142.12,absent
Ncane-Mungong,ncan1245,6.50696,10.5312,absent
Marithiel,mari1424,-13.8818,130.237,absent
Shoshoni,shos1248,41,-116,absent
Pacoh,paco1243,16.3353,107.094,absent
Huli,huli1244,-5.97212,142.963,absent
Baniva de Maroa,guar1293,1.80835,-66.922505,absent
Warlmanpa,warl1255,-18.949,133.862,absent
Ritarungo,rita1239,-13.4559,135.259,absent
Nauru,naur1243,-0.52957,166.922,absent
Bamwe,bamw1238,2.16773,19.1644,absent
Hills Karbi,karb1241,25.7317,93.0462,absent
Lezgian,lezg1247,41.5157,47.8951,absent
Shor,shor1247,52.3261,88.4344,absent
Bawm Chin,bawm1236,22.4405233333,92.92553,absent
Kanite,kani1286,-6.38841,145.556,absent
Sizang Chin,siyi1240,23.8192,93.6884,absent
Peripheral Mongolian,peri1253,42.4208,110.157,absent
Koti,koti1238,-16.4823,39.7602,absent
Munumburru,munu1238,-14.700834,126.754387,absent
Nahavaq,sout2857,-16.5116,167.477,absent
Cheyenne,chey1247,45.5321,-106.659,absent
Eastern Penan,east2485,4.5915,114.584,absent
Bundeli,bund1253,24.8982,78.9542,absent
Betawi,beta1252,-6.21174,107.022,absent
Yidiñ,yidi1250,-17.1332,145.876,absent
Umanakaina,uman1240,-9.89671,149.658,absent
Langi,lang1320,-4.71413,35.9517,absent
Central Mnong,cent1992,12.6313,107.301,absent
Berta,bert1248,10.6474,34.7042,absent
Ha,haaa1252,-3.77873,30.4894,absent
Kalagan,kala1388,6.8126,125.328,absent
Lemeting,bela1260,4.96207,114.933,absent
Giiwo,giiw1236,10.35754,10.46037,absent
Southern Sierra Miwok,sout2985,38.2363,-120.507,absent
Usan,usan1239,-4.84265,145.362,absent
Kairiru,kair1263,-3.34608,143.558,absent
Leco,leco1242,-15.0092,-67.8818,absent
Chechen,chec1245,43.5,45.5,absent
Wayana,waya1269,2.77537,-54.4429,absent
Ughele,ughe1237,-8.45725,157.341,absent
Jaru,jaru1254,-18.3288,128.262,absent
East Makian,east2440,0.07337,127.423,absent
Northwestern Ojibwa,nort2961,51.6192,-87.7862,absent
Dechang,dech1234,26.91,98.94,absent
Wapishana,wapi1253,2.58744,-59.8021,absent
Bebele,bebe1248,4.78874,12.824,absent
Kara (Papua New Guinea),kara1486,-2.81957,151.111,absent
Mba,mbaa1245,1.06885,25.143,absent
Minangkabau,mina1268,-0.896,100.44,absent
Khasi,khas1269,24.977,91.9998,absent
Lachi,lach1248,22.8549,104.776,absent
Sie,siee1239,-18.8181,169.166,absent
Luo (Kenya and Tanzania),luok1236,-0.93296,34.4896,absent
Western Canadian Inuktitut,west2618,64.3486,-96.148,absent
Saisiyat,sais1237,24.6043,121.067,absent
Amis,amis1246,23.0917,121.348,absent
Karnai,karn1252,-5.74133,147.917,absent
Bugan,buga1247,23.6124,104.963,absent
Hunzib,hunz1247,42.0808,46.1369,absent
Machiguenga,mach1267,-12.1291,-72.5017,absent
Tegali,tega1236,11.9523,31.1112,absent
Muthuvan,muth1236,10.3524,76.7328,absent
Nhanda,nhan1238,-27.425236430000002,114.2680442,absent
Ngiti,ngit1239,1.30455,30.2242,absent
Nanai,nana1257,48.4343,134.797,absent
Rengao,reng1252,14.456,107.9459,absent
Capanahua,capa1241,-6.63254,-74.3813,absent
Laz,lazz1240,41.5004,41.9096,absent
Yuqui,yuqu1240,-16.7875,-64.9438,absent
Yalarnnga,yala1262,-21.731,139.511,absent
Mara Chin,mara1382,22.1138,93.0387,absent
Kol (Papua New Guinea),kolp1236,-5.21042,151.583,absent
Awetí,awet1244,-12.381944,-53.391944,absent
Mualang,mual1241,0.31083,111.077,absent
Bantawa,bant1281,27.12147,87.04738,absent
Balantak,bala1315,-0.86809,123.289,absent
Lusi,lusi1240,-5.55033,149.148,absent
Badaga,bada1257,11.3094,76.5974,absent
Budukh,budu1248,41.2272,48.3353,absent
Mansim,mans1260,-0.915054,134.011116,absent
Lamogai,lamo1244,-5.87071,149.321,absent
Mussau-Emira,muss1246,-1.44105,149.624,absent
Sentani,nucl1632,-2.6013,140.512,absent
Konkan Marathi,konk1267,18.404,73.994,absent
Tharaka,thar1283,-0.13221,38.073,absent
Korafe-Yegha,kora1294,-9.07,149.267,absent
Sakha,yaku1245,61.6974,133.98,absent
Swahili,swah1253,-8.25605,37.624,absent
Ingrian,ingr1248,59.47403,29.71145,absent
Bolgo,bolg1251,10.9025,18.8076,absent
Ahom,ahom1240,27.2778,88.464,absent
Liv,livv1244,57.566,22.0262,absent
Gata',gata1239,18.6076,82.984,absent
Nimboran,nucl1633,-2.5803,140.179,absent
Awtuw,awtu1239,-3.53129,141.928,absent
Poyanáwa,poya1241,-7.46909,-73.0758,absent
Olo,oloo1241,-3.2929,142.131,absent
Popti',popt1235,15.6609,-91.6633,absent
Mikasuki,mika1239,26.08142,-80.90847,absent
Pottangi Ollar Gadaba,pott1240,18.596800000000002,82.7586,absent
Itonama,iton1250,-12.80431,-64.35748,absent
Loup A,loup1243,42.364,-72.731,absent
South Slavey,sout2959,59.8794,-117.047,absent
Girawa,gira1247,-5.35342,145.423,absent
Uru,uruu1244,-16.72547,-68.971190000000007,absent
Wagaya,waga1260,-20.329,137.623,absent
Wardaman,ward1246,-15.4155,132.604,absent
Kikuyu,kiku1240,-0.29005,36.719,absent
Terei,tere1278,-6.70051,155.745,absent
Darai,dara1250,27.8623,84.1357,absent
Tamasheq,tama1365,14.2038,-2.41269,absent
Udi,udii1243,40.9,47.7236,absent
Hlai,hlai1239,18.8062,109.459,absent
Culina,culi1244,-8.55268,-70.6648,absent
Kamoro,kamo1255,-4.30433,135.883,absent
Maipure,maip1246,4.8,-67.5,absent
Northwest Gbaya,nort2775,5.9503,15.2569,absent
Northern Tepehuan,nort2959,26.4348,-107.379,absent
South Sudanese Creole Arabic,suda1237,5.654,28.774,absent
Biangai,bian1252,-7.33882,146.765,absent
Kuot,kuot1243,-3.06952,151.537,absent
Kemezung,keme1240,6.6957700000000004,10.4984,absent
Papitalai,papi1254,-2.06222,147.417,absent
Muduga,mudu1239,11.062,76.5627,absent
Nyishi-Hill Miri,nyis1236,27.278263,93.675529,absent
Wayu,wayu1241,27.3047,86.1227,absent
Resígaro,resi1247,-1.169535,-71.60524,absent
Lega-Shabunda,lega1249,-3.83196,27.1424,absent
Tunen,tune1261,4.75,10.67,absent
Ndogo,ndog1248,7.73028,27.5588,absent
Sholaga,shol1240,11.9458,77.2211,absent
Northern Khmer,nort2684,14.4674,103.863,absent
Konyak Naga,kony1248,26.6823,95.0598,absent
Hakka Chinese,hakk1236,25,116,absent
Yele,yele1255,-11.3796,154.127,absent
Moyon,moyo1238,24.4793,94.3421,absent
El Molo,elmo1238,2.79312,36.7619,absent
Japanese,nucl1643,35,135,absent
Tarama-Minna,tara1319,24.7564,125.363,absent
Chashan,chas1234,26.1,98.75,absent
Nuer,nuer1246,8.13911,32.3829,absent
Soli,soli1239,-15.5213,28.7934,absent
Nyigina,nyig1240,-17.9594,124.348,absent
Maranunggu,mara1386,-13.6754,130.12,absent
Manam,mana1295,-4.07921,145.033,absent
Bemba (Zambia),bemb1257,-10.6122,29.2993,absent
Ndobo,ndob1238,1.32539,18.6151,absent
Keapara,keap1239,-10.1342,147.95,absent
Kwoma,kwom1262,-4.08721,142.664,absent
Hup,hupd1244,0.58622,-69.8359,absent
Move,move1241,-6.358,145.42,absent
Kam,kamm1249,8.305,11.05611111,absent
Meru,meru1245,0.26484,37.7396,absent
Kamula,kamu1260,-7.28798,142.639,absent
Keiga,keig1242,11.2064,29.3889,absent
Burushaski,buru1296,36.2161,74.8236,absent
Northern Uzbek,nort2690,40.886,69.211,absent
Colloquial Jakarta Indonesian,cjin1234,-6.277146,106.848088,absent
Tübatulabal,tuba1278,35.327,-117.163,absent
Puelche,puel1244,-42.223,-68.666,absent
Kayardild,kaya1319,-17.0695,139.489,absent
Gorum-Parenga,pare1266,19.075,83.9723,absent
Haroi,haro1237,13.2201,108.995,absent
Nandi,nand1266,0.793737,35.408478,absent
Shidong Biao,biao1253,23.656,113.391,absent
Asu (Tanzania),asut1235,-4.17978,37.8323,absent
Marathi,mara1378,17.9344,76.6665,absent
Acoli,acol1236,3.57738,32.5147,absent
Gayo,gayo1244,4.3733,97.3456,absent
Biwat,biwa1243,-4.39429,143.873,absent
Gurung,guru1261,27.41687,86.28988,absent
Tiwi,tiwi1244,-11.6308,130.949,absent
Fore,fore1270,-6.64473,145.5065,absent
Yulparija,yulp1239,-18.923519,122.370316,absent
Apatani,apat1240,27.1933,93.7284,absent
Kavalan,kava1241,24.6947,121.645,absent
Meramera,mera1242,-4.97468,151.528,absent
Haruai,haru1245,-5.09522,144.3375,absent
Maranao,mara1404,7.79414,124.175,absent
Holoholo,holo1240,-5.37545,28.3274,absent
Western Magar,west2418,28.2462,83.511,absent
Kuy,kuyy1240,14.6698,104.911,absent
Gaagudju,gaga1251,-12.5176,132.643,absent
Osamayi,osam1235,-0.012,13.61,absent
Negidal,negi1245,52.9658,139.206,absent
San Martín Quechua,sanm1289,-6.9582,-76.6608,absent
Iyo,iyoo1238,-5.84161,146.092,absent
Wandala,wand1278,11.3169,13.8996,absent
Barain,bare1279,10.970124,17.911727,absent
Muduapa,mudu1242,-4.69751,149.489,absent
Southern Pumi,sout2729,27.8408,100.622,absent
Halkomelem,halk1245,49.250402,-122.443668,present
Tetum,tetu1245,-9.11217,125.528,present
Mlahsô,mlah1239,37.0311,41.2209,present
Khams Tibetan,kham1282,31.9313,91.7062,present
Modern Greek,mode1248,38.36,23.13,present
South Saami,sout2674,62.8801,13.7006,present
Oko-Eni-Osayen,okoe1238,7.53908,6.15725,present
Oku,okuu1243,6.23712,10.5096,present
Nokuku,noku1237,-14.8974,166.603,present
Sikaiana,sika1261,-8.378194,162.72952,present
Beli (South Sudan),beli1257,6.40428,29.7954,present
Xârâcùù,xara1244,-21.7034,165.996,present
Buhutu,buhu1237,-10.5074,150.18,present
Ma'anyan,maan1238,-2.1239,115.092,present
Beja,beja1238,17.2436,36.6666,present
Akuntsu,akun1241,-12.8322,-60.9716,present
Boro (Ethiopia),boro1277,10.6596,35.345,present
Aja (Benin),ajab1235,7.06634,1.64992,present
Aghwan,aghw1237,40.374444,47.126667,present
Catawba,cata1286,34.9685,-80.8857,present
Chamacoco,cham1315,-20.5899,-58.2005,present
Baka (South Sudan),baka1274,4.65943,29.59,present
Balangingi,bala1311,6.011614,121.686646,present
Boruca,boru1252,8.88093,-83.2124,present
Arbore,arbo1245,4.92183,36.7986,present
Sikule,siku1242,2.69113,95.9636,present
Kurrama,kurr1243,-22.2134,117.51,present
Fon,fonn1241,7.15484,1.66495,present
Dehu,dehu1237,-20.8892,167.229,present
Melo,melo1242,6.53916,36.811,present
North Marquesan,nort2845,-8.89412,-140.108,present
Bilua,bilu1245,-7.92388,156.663,present
Yapese,yape1248,9.55811,138.125,present
Muruwari,muru1266,-28.9618,146.546,present
French,stan1290,48,2,present
Oksapmin,oksa1245,-5.20797,142.177,present
Furu,furu1242,4.485,20.6448,present
Zenzontepec Chatino,zenz1235,16.52799,-97.45546,present
Nauete,naue1237,-8.70733,126.741,present
Achi,achi1256,15.073,-90.3513,present
Western Karaboro,west2466,10.6298,-4.76482,present
Logo,logo1259,3.32608,29.8866,present
Lenakel,lena1238,-19.4763,169.261,present
Iaai,iaai1238,-20.6301,166.59,present
Foi,foii1241,-6.47258,143.495,present
Loma (Liberia),loma1260,7.91585,-9.69906,present
Batha,bath1248,12.188285,12.360552,present
Landoma,land1256,10.8753,-14.0895,present
Cori,cori1240,9.59,8.06,present
Bamun,bamu1253,5.49017,10.8477,present
Keerak,kera1248,12.3652,-16.6857,present
War-Jaintia,warj1242,25.1154,91.6266,present
Mato,mato1252,-5.91639,146.859,present
Ahin-Kayapa Kalanguya,ahin1234,16.321,120.90003,present
Atayal,atay1247,24.5209,121.388,present
Mono (Democratic Republic of Congo),mono1270,4.57915,19.8264,present
Boloki,bolo1262,0.83463,18.4555,present
Fe'fe',fefe1239,5.18158,10.1442,present
Gola,gola1255,7.06193,-10.8138,present
Koromfé,koro1298,14.046,-1.96187,present
Tahitian,tahi1242,-17.6485,-149.45,present
Marovo,maro1244,-8.37943,157.747,present
Tikopia,tiko1237,-12.2766,168.822,present
Pökoot,poko1263,1.57023,35.2318,present
Hozo,hozo1236,9.38875,34.60448,present
Yurok,yuro1248,41.3262,-123.824,present
Dazaga,daza1242,15.7358,15.8517,present
Kailibo Aklanon,akla1241,11.5543,122.354,present
Mokilese,moki1238,6.65651,159.776,present
Punic,puni1241,36.527295,10.356444,present
Tezoatlán Mixtec,tezo1238,17.6155,-97.9002,present
Luangiua,onto1237,-5.49029,159.701,present
Namakura,nama1268,-16.8979,168.569,present
Mumuye,nucl1240,8.90347,11.71545,present
Pijin,piji1239,-9.567,160.137,present
Western Durango Nahuatl,west2778,22.6,-104.9,present
Abun,abun1252,-0.57073,132.416,present
West Malagasy Sakalava,saka1291,-20.28,44.32,present
West Uvean,west2516,-20.4145,166.589,present
Upper Chehalis,uppe1439,46.7981,-123.169,present
Bunun,bunu1267,23.4116,121.025,present
Gade,gade1242,8.71139,7.49869,present
Kenga,keng1240,11.6816,18.1464,present
Ega,egaa1242,5.56081,-5.41732,present
Teop,teop1238,-5.67474,154.971,present
Mezontla Popoloca,mezo1235,18.1442,-97.5879,present
Huastec,huas1242,21.6153,-98.5028,present
Ibibio,ibib1240,5.15279,7.86688,present
Adang,adan1251,-8.18958,124.448,present
Tiruray,tiru1241,6.77321,124.127,present
Susu,susu1250,10.4046,-13.3628,present
Pumé,pume1238,7.10677,-67.5996,present
Axamb,axam1237,-16.4838,167.707,present
Kusaghe-Njela,kusa1251,-8.04056,157.463,present
Timugon Murut,timu1262,5.1796,115.826,present
Masbatenyo,masb1238,12.21453,123.63579,present
Malgwa,malg1251,11.77,13.61,present
Apinayé,apin1244,-6.10774,-47.6315,present
Central Aymara,cent2142,-17,-68.5,present
Araona,arao1248,-12.4242,-67.7293,present
Natchez,natc1249,31.75,-91.33,present
Simbo,simb1256,-8.26947,156.541,present
Buwal,buwa1243,10.6151,13.8838,present
Maltese,malt1254,35.8884,14.4508,present
Merei,mere1242,-15.2839,166.905,present
Wandamen,wand1267,-2.25622,133.996,present
Mambae,mamb1306,-9.19552,125.475,present
Jita,jita1239,-1.62681,33.9141,present
Yinggarda,ying1247,-25.4446,115.58,present
Barok,baro1253,-3.47672,152.193,present
Central Guerrero Nahuatl,guer1241,17.8583,-99.0023,present
Selayar,sela1260,-6.10145,120.496,present
Hidatsa,hida1246,47.7534,-102.528,present
South-Central Koongo,koon1244,-5.57722,14.4771,present
Rennell-Bellona,renn1242,-11.6237,160.265,present
Onondaga,onon1246,42.92,-76.12,present
Farefare,fare1241,11.0918,-0.81109,present
Male (Ethiopia),male1284,5.91975,36.9892,present
Akateko,west2635,15.5932,-91.8421,present
Yemsa,yems1235,7.79821,37.4412,present
Tamambo,malo1243,-15.6835,167.16,present
Filipino,fili1244,12.265,123.464,present
Southern Nambikuára,sout2994,-14.3707,-59.5187,present
Baybayanon,bayb1234,10.6956,124.8086,present
Sakizaya,saki1247,24.026316,121.531394,present
Mapudungun,mapu1245,-38.7392,-71.277,present
Notsi,nots1237,-3.0557,151.661,present
Panamint,pana1305,36.0007,-117.901,present
Eastern Pomo,east2545,38.5647,-122.586,present
Temascaltepec Nahuatl,tema1239,19.3282,-99.7968,present
Konso,kons1243,5.39111,37.53,present
Lele (Chad),lele1276,9.158,15.81149,present
Mende (Sierra Leone),mend1266,7.90935,-10.9926,present
Bwatoo,bwat1240,-21.3777,165.076,present
Mundabli-Mufu,mund1328,6.59969,10.2704,present
Ura (Vanuatu),urav1235,-18.6747,169.084,present
Anuak,anua1242,7.57714,34.0267,present
Dumbea,dumb1241,-22.0947,166.531,present
Wala,wala1266,-8.81936,160.741,present
San Andres Creole English,sana1297,12.55352,-81.70425,present
Puyuma,puyu1239,22.643,120.996,present
North Levantine Arabic,nort3139,34.1709,36.0468,present
Maba (Chad),maba1277,12.89147,20.8889,present
Bara Malagasy,bara1369,-23.9716,45.5937,present
Mwaghavul,mwag1236,9.47205,8.96522,present
Chuwabu,chuw1238,-17.3428,37.1231,present
Nalca,nalc1240,-4.26068,139.883,present
Tukang Besi North,tuka1248,-5.30994,123.578,present
Saramaccan,sara1340,4.54729,-54.0238,present
Samoan,samo1305,-13.92,-171.83,present
Martuthunira,mart1255,-20.9294,116.607,present
Futuna-Aniwa,futu1245,-19.5303,170.215,present
Lepcha,lepc1244,27.0869,88.5726,present
