name,address,longitude,latitude,description,subordination,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Чернавская сельская библиотека,"обл Рязанская,р-н Милославский,с Чернава,ул Ленина,зд 31",39.143541,53.614691,"Библиотека для взрослых в селе Чернава была открыта в 1937 году. Первая запись в инвентарной книге сделана 12 августа 1950 года. Библиотека была при клубе, который находился на территории нынешнего парка. Книжный фонд включал 8 200 экземпляров. В 1996 году в библиотеку была переведена Чернавская детская библиотека. Изменилось и название: Чернавская взрослая библиотека стала Чернавской сельской библиотекой.Библиотека была модернизирована в 2014 году. Теперь пользователям предоставляется персональный компьютер с выходом в интернет, принтер и ксерокс для распечатки и копирования документов. На 2022 год книжный фонд включает 10 555 экземпляров, книговыдача – 7 100 единиц, количество посещений – 4 083.",Милославский район,2022-05-20T12:35:04Z,2022-10-10T12:31:08Z,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00
Межпоселенческая центральная библиотека имени А. В. Вампилова,"обл Иркутская,р-н Аларский,п Кутулик,ул Советская,зд 35",102.797685,53.341436,"Год основания библиотеки –1936, книжный фонд составляет 50 тысяч экземпляров, ежедневно библиотеку посещают от 20 до 90 человек. Библиотека является центром притяжения для молодежи и старшего поколения. Здесь организуются творческие встречи с известными людьми, на мастер-классах познается древнее рукоделие мокрое и сухое валяние из овечьей шерсти. В клубных формированиях «Академия здоровья», «Булаг», «Флора» проводятся познавательные мероприятия. В читальном зале библиотеки проходят районные мероприятия по краеведению. Сотрудники библиотеки работают над историями поселений Аларского района и уже выпущена первая книга.",Аларский район,2022-11-22T09:05:48Z,2022-11-29T12:47:55Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,10:00:00,16:00:00,,
Никитинская сельская библиотека,"обл Оренбургская,р-н Саракташский,с Никитино,ул Набережная,д 2а",56.154901,51.854122,"В 1922 году в селе Никитино была открыта библиотека. Позже она была перенесена в здание местной школы. В настоящее время книжный фонд библиотеки насчитывает 5 629 экземпляров, количество посетителей – 7 340. Библиотека является информационным, образовательным и культурно-досуговым учреждением. В первую очередь ее работа направлена на продвижение книги и чтения. В центре внимания – популяризация книги и чтения и нравственно-патриотическое воспитание. Оформляются книжные выставки к юбилеям писателей, памятным и значимым датам. Библиотека активно занимается привлечением читателей-детей для участия в акциях и конкурсах различного масштаба.",Саракташский район,2023-04-17T10:56:49Z,2023-04-17T12:54:47Z,10:00:00,18:20:00,10:00:00,18:20:00,10:00:00,18:20:00,10:00:00,18:20:00,10:00:00,18:20:00,,,,
Червишевская сельская библиотека,"обл Тюменская,р-н Тюменский,с Червишево,ул Магистральная,д 2а",65.4291455883408,56.9415810197392,"Год образования библиотеки неизвестен. В документах Тюменского областного архива Центра документации новейшей истории было обнаружено следующее: «В 1920–1921 годах в селе Червишево была изба-читальня, ее работе уделялось большое значение. В разные годы библиотека находилась в колхозной конторе, клубе, кулацком доме». В 1963–1977 годах библиотека размещалась в деревянном доме по улице Советской. С января 2015 года входит в состав Централизованной библиотечной системы Тюменского муниципального района как структурное подразделение.Фонд библиотеки насчитывает 13 041 экземпляр книг. Количество посетителей – 10 740 человек. На базе библиотеки работает детский просветительский клуб по интересам «Эрудит», в состав которого входят активные читатели библиотеки. Клуб проводит ежемесячные заседания, участвует в общих проектах и акциях. Библиотека активно сотрудничает с творческими объединениями и организациями Тюменского района. Традиционно для продвижения книги и чтения проводятся акции «Неделя детской и юношеской книги», «Библионочь», «Громкие чтения». Активно ведется работа по организации профилактических и патриотических мероприятий.",Тюменский район,2016-04-12T18:00:52Z,2023-03-23T07:12:18Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Керченская центральная городская библиотека им. В. Г. Белинского,"Респ Крым,г Керчь,ул Володи Дубинина,д 9/19",36.4722168445587,45.3555492433705,"История библиотеки началась с 1856 года как городской общественной библиотеки. В годы Великой Отечественной войны, во время двух оккупаций, городская библиотека была почти полностью сожжена и разграблена. После освобождения города она восстала из пепла и была открыта для читателей 25 мая 1944 года. В 1952 году библиотеке присвоено имя В. Г. Белинского, а в 1976 году присвоен статус центральной. Сегодня библиотека – не просто место, где можно найти интересную книгу или подобрать необходимую информацию для учебы или работы, а и получить консультацию по интересующим вопросам. Деятельность современной библиотеки не ограничивается просто выдачей книг. Здесь проходят различные мероприятия, устраивают мастер-классы, работают клубы по интересам. Современное оборудование позволяет проводить телемосты с библиотеками из различных уголков России. Большое внимание в работе уделяется патриотическому воспитанию молодежи, библиотека сотрудничает с общественными и молодежными организациями города. Она обслуживает около 7 000 читателей, а книжный фонд включает более 112 000 экземпляров.",Керчь,2015-08-26T13:57:55Z,2023-06-16T12:24:50Z,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,,,11:00:00,18:00:00,11:00:00,18:00:00
Муртыштамакская сельская библиотека,"Респ Татарстан,р-н Сармановский,с Муртыш-Тамак,ул Советская,д 47",52.599369,55.22088,"Муртыштамакская сельская библиотека была основана в 1956 году. Книжный фонд включал 1 011 экземпляров книг. До этого в селе работала изба-читальня. Сегодня сельская библиотека живет и работает в полную силу: проводятся обзоры книжных выставок, обсуждения прочитанных книг, организуются читательские конференции, круглые столы, викторины, встречи для разных категорий читателей. Библиотека была и остается местом для общения жителей села.На сегодняшний день фонд библиотеки насчитывает 8 083 книги. Также выписывается 20 наименований газет и журналов на татарском и русском языках. Посещения – 2 660.",Сармановский район,2022-02-03T12:45:45Z,2023-02-21T11:20:50Z,08:00:00,15:30:00,08:00:00,15:30:00,08:00:00,15:30:00,08:00:00,15:30:00,08:00:00,15:30:00,08:00:00,15:30:00,,
Ляминская модельная библиотека,"ао Ханты-Мансийский Автономный округ - Югра,р-н Сургутский,д Лямина,ул Кооперативная,д 8",71.74492,61.272696,"История библиотеки начинается с 1969 года. В библиотеке организовано два автоматизированных рабочих места для пользователей с выходом в интернет. На базе библиотеки с 2011 года работает Центр общественного доступа (ЦОД). С 2017 года на базе ЦОДа планируется организовать обучение компьютерной грамотности граждан льготных категорий по программам «E-citizen – Электронный гражданин» и «Электронное правительство». Для пользователей оборудовано автоматизированное рабочее место с подключенным к нему многофункциональным устройством и выходом в интернет. Есть доступ к справочно-поисковой системе «Консультант Плюс». В библиотеке оборудован детский уголок, зона отдыха, где можно отдохнуть от суеты школьной жизни, здесь можно почитать книги и журналы, поиграть в настольные игры. Это и свободный доступ к выставкам, на которых представлены лучшие, новые, самые интересные книги.В библиотеке проводятся мероприятия для взрослых и детей: Неделя детской и юношеской книги, летние чтения «Книжная радуга». Каждую субботу работает клуб выходного дня Geek. Это интересные тематические мероприятия, игротека, киноклуб, громкие чтения, мастер-классы, конкурсы и викторины. Основные показатели на 01.01.2022 г.:фонд – 14 987 экз.;выписывается 20 наименований периодических изданий;количество читателей – 391;выдано документов – 6 707. Заведующая библиотекой – Пиварчук Елена Сергеевна.",Сургутский район,2017-08-15T11:30:07Z,2023-03-03T08:23:25Z,,,13:00:00,19:00:00,13:00:00,19:00:00,13:00:00,19:00:00,13:00:00,19:00:00,13:00:00,19:00:00,,
Кетовская центральная библиотека,"обл Курганская,р-н Кетовский,с Кетово,ул Космонавтов,зд 43",65.3338114246063,55.3454412757858,"Кетовская районная библиотека была организована в послевоенную осень 1945 года. Она занимала в то время маленькую комнату в административном здании райисполкома, а фонд ее составлял всего 50 книг, подаренных читателями. Центральная библиотека сегодня – это более 40 000 экземпляров книг, обслуживаются 1 816 пользователей, выдается около 55 тысяч экземпляров книг, газет и журналов ежегодно. Библиотека находится около живописного места озера Щучье. В ней работают профессионалы своего дела, отзывчивые и чуткие специалисты, которые помогут подобрать литературу по интересам. Кроме этого в библиотеке имеется большой фонд краеведческой литературы, большое число энциклопедий, различных справочников. Интересные, яркие выставки, массовые мероприятия, тематические вечера, активное участие в социальных проектах, реализация программ библиотечного развития, издательская деятельность – это сегод­няшний день Центральной библиотеки.",Кетовский район,2017-05-15T06:44:28Z,2023-03-10T14:43:24Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,17:00:00
Гремячевская поселковая библиотека,"обл Нижегородская,г Кулебаки,рп Гремячево,ул Горняков,д 2",43.038941,55.391084,"Гремячевская сельская библиотека была организована при старом сельском клубе на ул. Ульянова, как самостоятельное учреждение культуры стала существовать с 1944 года. В 1983 году переехала в новое удобное помещение с большим читальным залом, где располагается до сих пор. В настоящее время количество читателей составляет 1 515 человек, посещений – 7 003. Книговыдача – 13 213 экземпляров. Активно и плодотворно библиотека сотрудничает с Домом культуры, школой искусств, детскими садами «Тополек» и «Гнездышко», подростковым клубом «Солнышко», воскресной школой при храме Казанской Божией Матери, первичной организацией инвалидов, первичной организацией ветеранов труда, организацией участников боевых действий «Боевое братство».",Кулебакский район,2021-07-21T05:22:21Z,2023-03-07T08:53:19Z,08:30:00,17:00:00,08:30:00,17:00:00,08:30:00,17:00:00,08:30:00,17:00:00,08:30:00,17:00:00,,,10:00:00,17:00:00
Библиотека-филиал № 17 с. Поляна,"обл Амурская,р-н Серышевский,с Поляна,ул Школьная,д 21",128.406103,51.06902,"Библиотека была открыта в феврале 1947 года, в маленьком деревянном здании. Со временем она была перенесена в новое здание клуба, в 1992 году, где и находится по настоящее время. Фонд библиотеки составляет 7635 тысяч экземпляров книг и журналов. Библиотека – это удивительное место, где каждый может найти нужную информацию и занятие по душе. Для малышей – это первое знакомство с миром книг, для родителей, воспитателей, учителей и другое население – возможность следить за новинками и иметь представление о современной литературе для детей и книгах о воспитании. Для школьников – это Центр общественного доступа, где есть возможность подготовиться к занятиям, а в свободное время библиотека – место культурного досуга, возможность поговорить с друзьями, полистать любимые страницы книг и журналов, заняться творчеством, поучаствовать в различных мероприятиях. Для читателей в библиотеке проходит много интересных событий: беседы о книгах, книжно-иллюстративные выставки, экскурсии, встречи с местными писателями, творческие конкурсы, праздники, посвященные Неделе детской книги, Дню знаний, Библионочь, и многое другое. В библиотеке собран материал, создана Книга памяти, посвященная участникам Великой Отечественной войны села Поляна. В библиотеке работает клуб по интересам «Книголюб», с которыми проводятся часы мужества, утренники, познавательные программы, громкие чтения. Женщины села объединились в клуб по интересам «Марья искусница». Это любительницы рукоделия, кулинарии, всегда готовые поделиться своими друг с другом своими знаниями.",Серышевский район,2023-02-06T04:51:43Z,2023-02-17T09:19:16Z,,,09:00:00,18:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,
Городская библиотека № 4 г. Ялуторовска,"обл Тюменская,р-н Ялуторовский,г Ялуторовск,ул Свободы,д 195",66.2904190069916,56.6414147969097,"28 августа 1945 года, в голодное, но радостное послевоенное время, открылась библиотека профкома лесозавода. Фонд включал в себя 918 экз. – книги, подаренные первыми читателями. Первыми библиотекарями были общественники-совместители. Библиотеке отвели уголок в профкоме лесозавода, а в каждом цехе открыли передвижки. Большую часть фонда составляла специальная литература для молодых рабочих и специалистов. Кроме того, библиотека комплектовалась и детской литературой, но читателей-детей было немного. Поэтому для привлечения к чтению школьников библиотекари наладили связь со школой № 4. Они рассказывали детям об истории завода, о том, как работали заводчане в годы Великой Отечественной войны, когда многие мужчины-рабочие ушли на фронт, а к станкам встали женщины и подростки. На сегодняшний день библиотечный фонд включает более 17 тыс. экз. документов, количество пользователей – более 2 тыс. человек, количество посещений – более 13 тыс. человек, книговыдача – около 53 тыс. документов.Во всех библиотеках ЦБС имеется доступ к Национальной электронной библиотеке (НЭБ). Для пользователей на безвозмездной основе предоставляется доступ к электронной библиотеке «ЛитРес».В библиотеке № 4 ведет работу пункт выдачи литературы для слепых и слабовидящих, оснащенный специальным фондом для этой категории пользователей. Библиотека активно занимается пропагандой культурного наследия, распространением своего опыта работы, поиском новых форм деятельности.",Ялуторовск,2017-04-06T11:01:55Z,2023-07-03T08:56:53Z,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,,,,
Библиотека села Нижние Сиры,"Респ Хакасия,р-н Таштыпский,с Нижние Сиры,ул Советская,д 28а",89.762053,52.75359,"Дата основания: 1972 г. Фонд: 4 029 экземпляров книг. Количество посетителей: 139. До 1972 года в селе Нижние Сиры не было своей библиотеки. В 1972 году Иванов Н. М. перевез книги из Тлачинской библиотеки, так как село было закрыто как неперспективное. В библиотеке он проработал до 1973 года. Затем работали Беженару В., Салайдинова Л. С., Никитин И. С. С 2002 года по настоящее время работает библиотекарем Тодоякова А. В., педагог. С ее приходом оживилась работа по эстетическому просвещению читателей. Совместно с культработниками проводятся театрализованные мероприятия, национальные праздники «Чыл Пазы», «Чир Ине».",Таштыпский район,2021-11-09T03:10:04Z,2023-03-01T07:59:04Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,,,,
Федосеевская библиотека имени А. А. Салтыкова,"обл Кировская,р-н Белохолуницкий,д Федосята,ул Салтыкова,д 15",50.8331823348999,58.8733800103839,"Первые упоминания о библиотеке (избе–читальне) относятся к 1912 году. В 2011 году ей присвоено имя участника Великой Отечественной войны, кавалера трех орденов Славы, жителя деревни Федосята Аркадия Алексеевича Салтыкова.Фонд библиотеки насчитывает свыше четырех тысяч экземпляров печатных документов. Ежегодно к услугам библиотеки обращается свыше 300 пользователей, им выдается свыше 10 тысяч экземпляров книг и периодических изданий.Большое внимание в работе библиотеки уделяется патриотическому воспитанию подрастающего поколения, формированию активной гражданской личности, развитию творческих способностей детей. Библиотека занимается выявлением и сбором краеведческих документов, распространением краеведческих знаний посредством выставочной деятельности, подготовкой и выпуском малой печатной продукции по истории своей деревни.",Белохолуницкий район,2015-08-21T10:06:16Z,2023-02-27T13:08:49Z,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,12:00:00,18:00:00,,,12:00:00,18:00:00
Никольская сельская библиотека,"Респ Удмуртская,р-н Ярский,с Никольское,ул Центральная,д 4",51.8813557089844,58.061579861391,"Фонд библиотеки – 3 680 экземпляров, читатели – 92 человека.Никольская библиотека создана на базе книжного фонда Азьмановской сельской библиотеки, ведет свою историю с 1953 года. Многократно переезжала, меняя свое расположение. В настоящее время размещена в здании сельского Дома культуры. В зону обслуживания входят населенные пункты село Никольское, деревни Азьманово, Удино, Чарланово, Шестоперово. Учреждение располагает музейной комнатой. Основные направления в работе – краеведение и экология. В работе используются такие формы пропаганды книги и чтения, как информационные часы, литературно-музыкальные композиции, мастер-классы, экскурсии, библиографические обзоры. С людьми пожилого возраста проводится кружковая работа. Много мероприятий проходит на сцене Дома культуры, а также на улице, на свежем воздухе. В библиотеке имеется компьютерное оборудование. Предоставляется доступ к сети Интернет.",Ярский район,2022-07-19T07:24:03Z,2023-03-21T07:01:37Z,09:12:00,11:00:00,09:12:00,11:00:00,09:12:00,11:00:00,09:12:00,11:00:00,09:12:00,11:00:00,,,,
